r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p102,summ,15391.0766,14976.1272,14561.1778,14721.8977,14882.6176,14896.17205,14909.7265,14910.8854,14912.0443,15081.5295,15251.0147,15349.337,15447.6593,15594.79345,15741.9276,15868.0948,15994.261999999999,16148.07735,16301.8927,16435.7663,16569.6399,16695.521399999998,16821.4029,16966.8325,17112.2621,17275.754650000006,17439.2472,17616.63635,17794.0255,17956.5762,18119.1269,18285.38805,18451.6492,18637.02105,18822.3929,19023.00935,19223.6258,19433.02515,19642.4245,19865.94305,20089.4616
p102,wint,12859.710959999999,12513.01483,12166.3187,12300.600015,12434.881329999998,12446.20925,12457.53717,12458.49329,12459.44941,12601.067104999998,12742.6848,12824.8309,12906.976999999999,13029.912505,13152.84801,13258.260015,13363.67202,13492.195405,13620.71879,13732.5747,13844.43061,13949.610705000001,14054.7908,14176.29854,14297.80628,14434.41316,14571.020040000001,14719.229035,14867.43803,15003.255120000002,15139.07221,15277.986155,15416.9001,15571.81279,15726.725480000001,15894.307985,16061.89049,16236.839255,16411.78802,16598.558855000003,16785.329690000002
p103,fall,16465.4338,16432.12655,16398.8193,16328.43935,16258.0594,16083.2096,15908.3598,15810.3726,15712.3854,15882.7787,16053.171999999999,16055.2639,16057.3558,16147.3318,16237.3078,16323.6815,16410.0552,16512.8571,16615.659,16686.526700000002,16757.3944,16822.84695,16888.2995,16970.908750000002,17053.518,17152.7238,17251.9296,17358.4388,17464.948,17554.7053,17644.4626,17742.71095,17840.9593,17948.76845,18056.5776,18171.36925,18286.1609,18408.0686,18529.9763,18662.71855,18795.4608
p103,spri,13584.853,13557.36875,13529.8845,13471.82495,13413.7654,13269.4931,13125.2208,13044.38405,12963.5473,13104.13635,13244.7254,13246.4509,13248.1764,13322.41605,13396.6557,13467.90765,13539.1596,13623.98145,13708.8033,13767.2657,13825.7281,13879.73855,13933.749,14001.9062,14070.0634,14151.910499999998,14233.7576,14321.63495,14409.5123,14483.5624,14557.6125,14638.67455,14719.7366,14808.6881,14897.6396,14992.34385,15087.0481,15187.63315,15288.2182,15397.7264,15507.2346
p103,summ,19715.5905,19675.70545,19635.8204,19551.5504,19467.2804,19257.9065,19048.5326,18931.21155,18813.8905,19017.9213,19221.9521,19224.46,19226.9679,19334.7061,19442.4443,19545.85795,19649.2716,19772.37125,19895.4709,19980.32935,20065.1878,20143.55495,20221.9221,20320.83965,20419.7572,20538.5419,20657.3266,20784.86585,20912.4051,21019.87595,21127.3468,21244.993,21362.6392,21491.7287,21620.8182,21758.273800000006,21895.7294,22041.6964,22187.6634,22346.60335,22505.5433
p103,wint,12937.99171,12911.820905,12885.6501,12830.350235000002,12775.05037,12637.650735,12500.2511,12423.264815,12346.27853,12480.16238,12614.04623,12615.699285,12617.352340000001,12688.05015,12758.747959999999,12826.614635,12894.48131,12975.26189,13056.04247,13111.71832,13167.39417,13218.829315,13270.264459999999,13335.18302,13400.10158,13478.046665,13555.99175,13639.687769999999,13723.38379,13793.90374,13864.423690000001,13941.63742,14018.85115,14103.559075,14188.267,14278.465805000002,14368.66461,14464.451869999999,14560.239130000002,14664.540519999999,14768.84191
p104,fall,1544.36938,1541.24482,1538.12026,1531.519205,1524.91815,1508.5173550000002,1492.11656,1482.92635,1473.73614,1489.71891,1505.70168,1505.897985,1506.09429,1514.533135,1522.97198,1531.07357,1539.17516,1548.81717,1558.45918,1565.106335,1571.75349,1577.8932849999999,1584.0330800000002,1591.78024,1599.5274,1608.832435,1618.13747,1628.12869,1638.11991,1646.53779,1654.9556699999998,1664.17058,1673.38549,1683.4982,1693.61091,1704.3773849999998,1715.1438600000001,1726.5776399999997,1738.0114199999998,1750.4619100000002,1762.9124
p104,spri,1347.33196,1344.606085,1341.88021,1336.121985,1330.36376,1316.054855,1301.74595,1293.728265,1285.7105800000002,1299.65414,1313.5977,1313.7688950000004,1313.94009,1321.3025949999999,1328.6651,1335.73311,1342.8011199999999,1351.21288,1359.62464,1365.423385,1371.22213,1376.578475,1381.93482,1388.6937599999999,1395.4527,1403.5710000000001,1411.6893,1420.403795,1429.1182900000001,1436.4629599999996,1443.80763,1451.847235,1459.8868400000001,1468.7091799999996,1477.53152,1486.924325,1496.3171300000001,1506.2925799999996,1516.2680300000002,1527.130045,1537.99206
p104,summ,1733.3298,1729.823175,1726.31655,1718.90805,1711.49955,1693.0918299999996,1674.68411,1664.369685,1654.0552599999999,1671.99261,1689.9299600000002,1690.1496,1690.3692399999998,1699.8423850000001,1709.31553,1718.4074649999998,1727.4994,1738.32213,1749.14486,1756.6048600000001,1764.0648600000002,1770.954435,1777.8440100000003,1786.5400049999996,1795.236,1805.679805,1816.12361,1827.33631,1838.5490100000002,1847.9974399999999,1857.44587,1867.78845,1878.13103,1889.48139,1900.83175,1912.916085,1925.0004199999998,1937.833275,1950.66613,1964.638975,1978.61182
p104,wint,1400.336924,1397.5038875,1394.670851,1388.6855795,1382.7003080000004,1367.8287894999999,1352.957271,1344.6253295,1336.293388,1350.7844615000001,1365.275535,1365.45374,1365.6319449999999,1373.2835045000004,1380.935064,1388.281498,1395.627932,1404.3706224999999,1413.113313,1419.140235,1425.167157,1430.7339140000001,1436.3006710000002,1443.326088,1450.351505,1458.788475,1467.225445,1476.283516,1485.341587,1492.9751355,1500.608684,1508.965734,1517.322784,1526.490802,1535.6588199999999,1545.422892,1555.186964,1565.5531455,1575.919327,1587.2084605,1598.497594
p105,fall,9829.8629,9809.9838,9790.1047,9748.08505,9706.0654,9601.67365,9497.2819,9438.7831,9380.2843,9482.01485,9583.7454,9584.99705,9586.2487,9639.96715,9693.6856,9745.24655,9796.8075,9858.1823,9919.5571,9961.865,10004.1729,10043.2417,10082.3105,10131.6352,10180.9599,10240.1774,10299.3949,10362.9915,10426.5881,10480.16925,10533.7504,10592.4042,10651.058,10715.4196,10779.7812,10848.3087,10916.8362,10989.6231,11062.41,11141.65075,11220.8915
p105,spri,9205.2678,9186.64655,9168.0253,9128.67895,9089.3326,8991.57385,8893.8151,8839.037,8784.2589,8879.52035,8974.7818,8975.952000000001,8977.1222,9027.42665,9077.7311,9126.01745,9174.3038,9231.7754,9289.247,9328.8713,9368.4956,9405.09005,9441.6845,9487.86695,9534.0494,9589.51565,9644.9819,9704.5236,9764.0653,9814.2461,9864.4269,9919.3547,9974.2825,10034.5488,10094.8151,10158.99475,10223.1744,10291.32735,10359.4803,10433.6951,10507.9099
p105,summ,10939.6542,10917.525699999998,10895.3972,10848.6403,10801.8834,10685.7128,10569.5422,10504.4316,10439.321,10552.5373,10665.7536,10667.14095,10668.5283,10728.3125,10788.0967,10845.47965,10902.8626,10971.1691,11039.4756,11086.55665,11133.6377,11177.1237,11220.6097,11275.4922,11330.3747,11396.29125,11462.2078,11532.96725,11603.7267,11663.3658,11723.0049,11788.2879,11853.5709,11925.18985,11996.8088,12073.084750000002,12149.3607,12230.35035,12311.34,12399.5377,12487.7354
p105,wint,9303.9351,9285.11465,9266.2942,9226.527,9186.7598,9087.9508,8989.1418,8933.78235,8878.4229,8974.70245,9070.982,9072.17105,9073.3601,9124.1952,9175.0303,9223.8406,9272.6509,9330.7337,9388.8165,9428.86165,9468.9068,9505.8927,9542.8786,9589.56145,9636.2443,9692.2985,9748.3527,9808.5365,9868.7203,9919.4377,9970.1551,10025.6731,10081.1911,10142.1109,10203.0307,10267.899,10332.7673,10401.6508,10470.5343,10545.5305,10620.5267
p106,fall,2585.58026,2580.35006,2575.1198600000002,2564.06833,2553.0168,2525.558605,2498.10041,2482.714575,2467.32874,2494.086425,2520.84411,2521.17232,2521.5005300000007,2535.629695,2549.7588600000004,2563.32165,2576.88444,2593.027515,2609.1705899999997,2620.29875,2631.42691,2641.705895,2651.98488,2664.9559050000003,2677.92693,2693.506305,2709.08568,2725.810625,2742.53557,2756.629615,2770.72366,2786.152785,2801.581910000001,2818.5109899999998,2835.44007,2853.46657,2871.49307,2890.63545,2909.77783,2930.62217,2951.46651
p106,spri,2457.24707,2452.276715,2447.30636,2436.8026649999997,2426.29897,2400.20367,2374.10837,2359.486105,2344.86384,2370.293235,2395.72263,2396.03423,2396.34583,2409.77427,2423.20271,2436.0925,2448.98229,2464.32454,2479.66679,2490.24177,2500.81675,2510.58575,2520.35475,2532.6815149999998,2545.00828,2559.814675,2574.62107,2590.5163700000007,2606.41167,2619.8057200000007,2633.1997699999997,2647.862975,2662.5261800000003,2678.614975,2694.70377,2711.83575,2728.9677300000003,2747.159505,2765.35128,2785.16097,2804.97066
p106,summ,2940.26674,2934.31936,2928.37198,2915.804185,2903.23639,2872.01226,2840.78813,2823.29093,2805.79373,2836.22165,2866.64957,2867.02353,2867.39749,2883.463915,2899.53034,2914.9541,2930.37786,2948.7359300000003,2967.094,2979.748995,2992.40399,3004.091915,3015.7798399999997,3030.5308800000007,3045.28192,3062.997355,3080.71279,3099.732955,3118.75312,3134.781465,3150.80981,3168.354325,3185.89884,3205.150745,3224.40265,3244.90164,3265.40063,3287.16886,3308.93709,3332.6405449999997,3356.344
p106,wint,2340.60678,2335.8718350000004,2331.1368899999998,2321.13299,2311.12909,2286.272255,2261.41542,2247.4866850000003,2233.55795,2257.78093,2282.0039100000004,2282.302105,2282.6003,2295.389795,2308.17929,2320.457155,2332.73502,2347.34949,2361.96396,2372.0375649999996,2382.11117,2391.41568,2400.72019,2412.462285,2424.20438,2438.3066350000004,2452.40889,2467.549695,2482.6905,2495.4501200000004,2508.20974,2522.1767800000002,2536.14382,2551.468965,2566.7941100000007,2583.11204,2599.42997,2616.759130000001,2634.0882899999997,2652.9578699999997,2671.82745
p107,fall,4087.34203,4079.07354,4070.80505,4053.334055,4035.86306,3992.45785,3949.05264,3924.729955,3900.40727,3942.70571,3985.00415,3985.5239899999997,3986.0438299999996,4008.38075,4030.7176700000005,4052.158425,4073.5991799999997,4099.11661,4124.63404,4142.226145000001,4159.81825,4176.0631699999985,4192.30809,4212.8171600000005,4233.32623,4257.95209,4282.57795,4309.02003,4335.46211,4357.7425299999995,4380.022950000001,4404.410185000002,4428.79742,4455.562475,4482.32753,4510.825245,4539.32296,4569.580795,4599.838629999999,4632.786244999998,4665.7338599999985
p107,spri,3890.3758299999995,3882.5063,3874.6367700000005,3858.007325,3841.3778799999995,3800.064125,3758.75037,3735.5991649999996,3712.44796,3752.708765,3792.96957,3793.463555,3793.95754,3815.21941,3836.4812799999995,3856.8881899999997,3877.2951,3901.58509,3925.87508,3942.6151649999997,3959.35525,3974.8199600000003,3990.2846700000005,4009.80741,4029.33015,4052.769025,4076.2079,4101.374025,4126.54015,4147.743415,4168.94668,4192.162020000001,4215.37736,4240.851095,4266.324830000001,4293.448695,4320.5725600000005,4349.37209,4378.17162,4409.53876,4440.9059
p107,summ,4648.71403,4639.310635,4629.907240000001,4610.036585,4590.16593,4540.799075,4491.432220000001,4463.76856,4436.1049,4484.211945,4532.31899,4532.910505,4533.50202,4558.9032,4584.30438,4608.69289,4633.0814,4662.104535,4691.12767,4711.13803,4731.14839,4749.625315,4768.10224,4791.4227150000015,4814.74319,4842.75421,4870.76523,4900.83806,4930.91089,4956.250795,4981.5907,5009.33133,5037.07196,5067.5109999999995,5097.95004,5130.3593999999985,5162.76876,5197.18506,5231.6013600000015,5269.076080000002,5306.5508
p107,wint,3722.0557,3714.52326,3706.9908200000004,3691.0847299999996,3675.1786399999996,3635.6495700000005,3596.1205,3573.9708200000005,3551.82114,3590.341215,3628.86129,3629.333725,3629.80616,3650.146365,3670.4865700000005,3690.01125,3709.5359299999996,3732.773475,3756.0110200000004,3772.0292,3788.0473799999995,3802.84605,3817.64472,3836.314665,3854.98461,3877.414995,3899.8453799999997,3923.919195,3947.99301,3968.2834049999997,3988.5738,4010.782725,4032.99165,4057.364465,4081.73728,4107.685565,4133.63385,4161.192545,4188.75124,4218.7587,4248.76616
p108,fall,1672.42585,1669.042765,1665.65968,1658.5115050000002,1651.3633300000001,1633.602375,1615.84142,1605.888605,1595.93579,1613.243585,1630.55138,1630.76397,1630.97656,1640.1158850000004,1649.25521,1658.02831,1666.80141,1677.2433150000004,1687.6852199999998,1694.88287,1702.08052,1708.7297199999998,1715.3789199999999,1723.768345,1732.15777,1742.23472,1752.3116699999998,1763.130135,1773.9486,1783.06518,1792.1817600000002,1802.1622350000002,1812.14271,1823.09267,1834.04263,1845.7028,1857.36297,1869.743965,1882.12496,1895.6078300000001,1909.0907
p108,spri,1612.21706,1608.95571,1605.69436,1598.80389,1591.9134199999999,1574.791905,1557.67039,1548.076555,1538.48272,1555.166635,1571.85055,1572.055985,1572.2614199999998,1581.071585,1589.88175,1598.33869,1606.79563,1616.86155,1626.9274699999999,1633.8672350000004,1640.807,1647.21526,1653.6235199999999,1661.71186,1669.8002,1679.5140600000002,1689.2279199999998,1699.6562600000002,1710.0846,1718.8737600000002,1727.66292,1737.28333,1746.9037399999997,1757.4594399999999,1768.0151399999997,1779.255275,1790.4954100000002,1802.4316850000002,1814.36796,1827.365905,1840.36385
p108,summ,1907.41979,1903.561845,1899.7039,1891.5503649999998,1883.3968300000001,1863.141215,1842.8856,1831.535485,1820.18537,1839.924125,1859.66288,1859.904805,1860.1467300000002,1870.57033,1880.99393,1890.999345,1901.0047600000003,1912.9145350000001,1924.8243100000002,1933.033855,1941.2434,1948.82516,1956.40692,1965.97652,1975.54612,1987.03878,1998.5314399999997,2010.869875,2023.2083100000002,2033.606595,2044.0048800000002,2055.385915,2066.76695,2079.2552450000007,2091.74354,2105.042905,2118.34227,2132.46364,2146.58501,2161.96252,2177.3400300000003
p108,wint,1551.31849,1548.180835,1545.0431800000001,1538.41185,1531.78052,1515.305655,1498.83079,1489.5994349999999,1480.36808,1496.42231,1512.47654,1512.67305,1512.8695599999999,1521.3472350000004,1529.82491,1537.9624099999999,1546.09991,1555.785725,1565.47154,1572.147805,1578.82407,1584.991875,1591.15968,1598.94188,1606.7240800000002,1616.07098,1625.41788,1635.453835,1645.48979,1653.9450700000002,1662.40035,1671.658045,1680.91574,1691.073135,1701.23053,1712.04573,1722.86093,1734.3462350000002,1745.83154,1758.3376400000002,1770.8437399999998
p109,fall,10389.16218,10368.151135,10347.14009,10302.732775,10258.32546,10147.995745,10037.66603,9975.844980000002,9914.02393,10021.534615,10129.0453,10130.36735,10131.6894,10188.464,10245.2386,10299.73425,10354.2299,10419.0955,10483.9611,10528.671,10573.3809,10614.6864,10655.9919,10708.1086,10760.2253,10822.82945,10885.4336,10952.64025,11019.8469,11076.474450000003,11133.101999999999,11195.09575,11257.0895,11325.10695,11393.1244,11465.56525,11538.0061,11614.916,11691.8259,11775.5864,11859.3469
p109,spri,9738.90665,9719.205405,9699.504159999999,9657.874875,9616.24559,9512.82272,9409.39985,9351.446635,9293.49342,9394.2782,9495.06298,9496.302440000001,9497.5419,9550.76095,9603.98,9655.07365,9706.1673,9766.97015,9827.773000000001,9869.6829,9911.5928,9950.3057,9989.0186,10037.883699999997,10086.7488,10145.42145,10204.0941,10267.09685,10330.0996,10383.19095,10436.2823,10494.3879,10552.4935,10616.2659,10680.0383,10747.933,10815.8277,10887.9353,10960.0429,11038.54975,11117.0566
p109,summ,11668.69934,11645.1019,11621.50446,11571.618765000001,11521.73307,11397.81941,11273.90575,11204.46757,11135.02939,11255.784295,11376.5392,11378.0308,11379.5224,11443.2864,11507.0504,11568.25695,11629.4635,11702.32205,11775.1806,11825.40715,11875.6337,11922.012750000002,11968.3918,12026.9316,12085.4714,12155.7763,12226.0812,12301.56315,12377.0451,12440.65015,12504.2552,12573.8929,12643.5306,12719.9262,12796.3218,12877.6763,12959.0308,13045.419150000002,13131.8075,13225.87295,13319.9384
p109,wint,10664.49704,10642.924925,10621.352809999998,10575.76897,10530.18513,10416.928155,10303.67118,10240.21496,10176.758740000001,10287.109745,10397.46075,10398.82143,10400.18211,10458.464515000001,10516.74692,10572.683640000001,10628.620359999999,10695.212930000003,10761.8055,10807.7053,10853.6051,10895.9939,10938.3827,10991.88295,11045.3832,11109.6393,11173.8954,11242.8788,11311.8622,11369.9975,11428.1328,11491.7697,11555.4066,11625.23995,11695.0733,11769.4154,11843.7575,11922.71945,12001.6814,12087.65575,12173.6301
p11,fall,3759.8544,3779.376385,3798.8983700000003,3796.64939,3794.40041,3789.414765,3784.42912,3827.15931,3869.8895,3934.505855,3999.12221,4026.670645,4054.21908,4057.7497350000003,4061.28039,4063.659155,4066.03792,4085.4600450000003,4104.88217,4122.127,4139.37183,4159.6310250000015,4179.89022,4206.346345,4232.8024700000005,4268.697039999999,4304.59161,4347.493755,4390.3959,4438.1803,4485.9647,4537.174520000001,4588.38434,4646.79092,4705.1975,4771.2672,4837.3369,4911.3403,4985.3437,5066.499900000002,5147.6561
p11,spri,2447.58659,2460.294895,2473.0032,2471.53899,2470.07478,2466.82931,2463.58384,2491.4005899999997,2519.2173399999997,2561.282625,2603.34791,2621.277825,2639.20774,2641.506825,2643.80591,2645.3544100000004,2646.9029100000002,2659.549105,2672.1953,2683.419825,2694.64435,2707.833115000001,2721.02188,2738.244565,2755.46725,2778.83408,2802.20091,2830.12991,2858.05891,2889.161955,2920.265,2953.603725,2986.94245,3024.963025,3062.9836,3105.9931300000003,3149.00266,3197.1737399999997,3245.3448200000007,3298.1819450000007,3351.01907
p11,summ,3497.48356,3515.64256,3533.8015600000003,3531.710765,3529.61997,3524.9815299999996,3520.34309,3560.0913450000003,3599.8396,3659.947765,3720.0559299999995,3745.678425,3771.30092,3774.58554,3777.87016,3780.083375,3782.29659,3800.36779,3818.4389899999996,3834.479085,3850.51918,3869.3655200000003,3888.2118600000003,3912.820545,3937.42923,3970.814865,4004.2005,4044.112525,4084.02455,4128.472705,4172.92086,4220.559325,4268.19779,4322.526285,4376.85478,4438.311589999998,4499.7684,4568.60925,4637.4501,4712.947200000001,4788.4443
