r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p103,fall,16463.5982,16430.2958,16396.9934,16326.6241,16256.2548,16081.4171,15906.5794,15820.9603,15735.3412,15927.75545,16120.1697,16167.77335,16215.377,16384.2673,16553.1576,16785.2402,17017.3228,17389.32995,17806.2127,18258.53525,18710.8578,19217.3396,19723.8214,20289.6319,20906.8282,21553.19835,22199.5685,22826.05975,23452.551,24015.92675,24579.3025,25133.417200000004,25687.5319,26213.2892,26739.0465,27261.97425,27784.902,28314.317150000006,28843.7323,29373.2362,29902.7401
p103,spri,13584.7671,13557.27705,13529.787,13471.73045,13413.6739,13269.40315,13125.1324,13055.7502,12986.368,13149.69545,13315.4459,13369.4946,13423.5433,13588.13725,13752.7312,13991.62585,14230.5205,14626.12785,15053.98853,15523.973240000001,15993.95795,16519.493909999994,17045.02987,17624.665885000002,18204.3019,18795.2658,19386.2297,19957.23815,20528.2466,21041.84625,21555.4459,22059.86905,22564.2922,23040.4637,23516.6352,23988.8343,24461.0334,24938.28855,25415.5437,25891.4853,26367.4269
p103,summ,19710.0302,19670.153550000006,19630.2769,19546.03505,19461.7932,19252.4752,19043.1572,18936.9151,18830.673,19054.83915,19279.0053,19322.92875,19366.8522,19546.7704,19726.6886,19967.50355,20242.8021,20727.81875,21212.8354,21710.81905,22262.31733,22897.113015,23531.9087,24238.9163,24945.9239,25672.4414,26398.9589,27105.8342,27812.7095,28449.9934,29099.3936,29736.9846,30374.5756,30980.2337,31585.8918,32186.39295,32786.8941,33391.64315,33996.3922,34599.7905,35203.1888
p103,wint,12949.56607,12923.369705,12897.17334,12841.822605,12786.47187,12648.950784999999,12511.4297,12459.127275,12406.82485,12575.412125,12743.9994,12803.535484999999,12863.07157,13027.193475,13191.31538,13423.46416,13655.61294,14031.083230000002,14406.55352,14809.014830000002,15211.47614,15678.264155,16145.052169999999,16681.51815,17217.98413,17789.348159999998,18362.170869999998,18930.751450000003,19502.26476,20032.74074,20563.21672,21079.734135,21596.25155,22084.577305000003,22577.6888,23060.084085,23542.479369999997,24014.15764,24485.835909999998,24940.545005,25395.2541
p104,fall,1544.19668,1541.073085,1537.94949,1531.348875,1524.7482599999996,1508.3492800000001,1491.9503,1483.9202300000002,1475.89016,1493.93859,1512.2644,1517.84055,1523.4167,1541.176835,1558.93697,1584.34494,1609.75291,1651.491965,1693.23102,1736.243085,1779.25515,1833.150649,1888.028816,1948.781443,2009.53407,2071.662665,2133.79126,2194.00825,2254.2252399999998,2308.375805,2362.52637,2415.7871,2469.04783,2519.582675,2570.11752,2620.380405,2670.64329,2721.5283649999997,2772.41344,2823.311255,2874.20907
p104,spri,1347.31898,1344.5935949999996,1341.86821,1336.10955,1330.35089,1316.0421800000001,1301.73347,1295.030575,1288.32768,1304.974655,1321.65271,1327.5646390000004,1333.476568,1350.7842635,1368.091959,1393.6974624999998,1419.302966,1462.2177135,1505.132461,1549.3724785,1593.6124960000002,1642.7128585,1691.813221,1745.8023155,1799.79141,1854.69865,1909.6058899999998,1962.64727,2015.68865,2063.304125,2110.9196,2157.88545,2204.8513,2249.565085,2294.27887,2339.07709,2383.8753100000004,2429.620385,2475.36546,2521.48271,2567.59996
p104,summ,1732.81215,1729.3067999999996,1725.80145,1718.3954399999998,1710.98943,1692.5864199999999,1674.1834099999999,1664.80398,1655.42455,1675.0616599999996,1694.69877,1698.401275,1702.1037800000001,1717.6404899999998,1733.1772,1753.38523,1773.59326,1814.6120585,1863.110708,1913.130291,1963.1498739999997,2019.0647265,2074.979579,2138.1436735,2201.88069,2267.507495,2333.1343,2397.047925,2460.96155,2518.446405,2575.9312600000003,2632.372945,2688.81463,2742.428195,2796.04176,2849.199955,2902.35815,2955.890755000001,3009.42336,3062.837055,3116.25075
p104,wint,1401.5607029999999,1398.7247355,1395.888768,1389.8985245,1383.908281,1369.0245765,1354.1408720000002,1348.5078615,1342.874851,1361.1827715,1379.490692,1386.0569564999998,1392.623221,1410.589708,1428.556195,1454.0541055,1479.552016,1520.8760300000001,1562.200044,1606.553776,1650.907508,1702.359104,1753.8107,1812.8977225,1871.984745,1934.79895,1997.613155,2060.497546,2123.381937,2181.7582305,2240.134524,2296.876359,2353.618194,2407.194432,2460.77067,2512.449275,2565.231976,2616.1277579999996,2667.0235399999997,2715.457879,2763.892218
p105,fall,9831.1114,9811.22805,9791.3447,9749.31555,9707.2864,9602.88915,9498.4919,9450.6024,9402.7129,9522.7582,9642.8035,9681.6793,9720.5551,9839.21595,9957.8768,10129.15145,10300.4261,10584.2828,10888.54705,11227.961039999998,11567.37503,11948.916995,12330.45896,12756.934025,13183.40909,13621.110219999999,14058.81135,14484.139725,14909.4681,15291.39195,15673.3158,16047.85465,16422.393500000002,16775.41065,17128.4278,17476.545250000006,17824.6627,18173.9018,18523.1409,18872.0536,19220.9663
p105,spri,9203.871,9185.25535,9166.6397,9127.28965,9087.9396,8990.207699999999,8892.4758,8845.79765,8799.1195,8908.2384,9017.3573,9050.70595,9086.9841,9197.9032,9308.8223,9472.32359,9645.76362,9937.323985,10228.88435,10531.633254999999,10834.38216,11173.822855,11528.64147,11925.44925,12322.257029999999,12729.7506,13137.24417,13533.633135,13930.0221,14286.25385,14642.4856,14992.14615,15341.8067,15672.0165,16002.2263,16328.584,16654.9417,16983.1741,17311.4065,17640.482949999998,17969.5594
p105,summ,10939.7298,10917.593099999998,10895.4564,10848.7045,10801.9526,10685.7724,10569.5922,10514.7449,10459.8976,10590.97195,10722.0463,10766.24933,10810.944940000001,10945.84865,11080.752359999999,11277.45248,11474.1526,11802.055445,12129.95829,12471.72571,12813.49313,13198.119755,13582.74638,14015.31151,14447.87664,14894.2118,15340.54696,15776.41753,16212.2881,16603.5939,16994.8997,17378.68045,17762.4612,18125.7068,18488.9524,18847.35145,19205.7505,19565.0855,19924.4205,20284.41685,20644.4132
p105,wint,9320.1688,9301.317,9282.4652,9242.6256,9202.786,9103.8129,9004.8398,8974.7474,8944.655,9069.66925,9194.6835,9232.9268,9288.726920000001,9422.98743,9557.247940000001,9746.744655,9936.24137,10241.261145,10546.280920000001,10878.622759999998,11210.9646,11599.37628,11987.78796,12438.22703,12888.6661,13370.14455,13851.623,14335.8273,14829.1786,15288.16615,15747.1537,16191.880700000003,16636.6077,17053.436,17470.2643,17868.00955,18265.7548,18645.05225,19024.3497,19383.35315,19742.3566
p106,fall,2585.19659,2579.96718,2574.7377699999997,2563.6874900000007,2552.6372100000003,2525.183345,2497.72948,2484.352855,2470.97623,2501.1973900000007,2531.41855,2538.80766,2546.19677,2572.525085,2600.1754,2641.55675,2686.3537300000003,2763.743085,2841.13244,2921.8342700000007,3002.5361000000007,3093.320175,3184.10425,3287.004645,3396.89315,3509.6740700000005,3622.4549899999997,3732.046675,3841.6383600000004,3940.0439049999995,4038.44945,4134.95187,4231.45429,4322.417904999999,4413.38152,4503.081165,4592.78081,4682.76361,4772.74641,4862.65035,4952.55429
p106,spri,2456.87358,2451.90267,2446.93176,2436.429625,2425.92749,2399.8367949999997,2373.7461,2361.28702,2348.8279399999997,2377.9572,2407.08646,2414.950205,2422.81395,2449.26841,2475.72287,2515.508865,2558.08477,2628.706075,2699.32738,2778.65878,2858.5336899999998,2949.63863,3043.30277,3148.049345,3252.79592,3360.365025,3467.9341299999996,3572.5726700000005,3677.21121,3771.2458549999997,3865.2805,3957.58667,4049.89284,4138.246545,4227.0567,4314.536465,4402.016229999999,4489.733485000002,4577.45074,4664.96476,4752.47878
p106,summ,2940.28425,2934.3363649999997,2928.38848,2915.82126,2903.2540400000007,2872.0293149999998,2840.8045899999997,2826.0635700000007,2811.32255,2846.5502899999997,2881.77803,2892.046985,2902.31594,2935.5388700000008,2968.7618,3015.844,3062.9262,3148.655855,3236.13556,3327.3159400000004,3418.49632,3521.1113149999996,3623.72631,3739.12937,3854.53243,3973.60907,4092.68571,4208.968095,4325.25048,4429.64844,4534.0464,4636.437675,4738.82895,4835.735845,4932.64274,5028.257455,5123.872170000001,5219.745139999999,5315.6181099999985,5411.6583200000005,5507.69853
p106,wint,2344.60828,2339.8651,2335.12192,2325.10043,2315.07894,2290.179945,2265.28095,2257.75707,2250.23319,2281.832305,2313.43142,2323.176835,2332.92225,2359.675155,2391.3862,2438.801075,2486.21595,2562.5345350000002,2638.8531199999998,2722.01438,2805.17564,2902.360345,2999.54505,3112.2531,3224.96115,3345.434125,3465.9071,3587.0652,3708.2233,3820.9821850000003,3933.7410700000005,4043.087215,4152.43336,4255.19573,4357.9581,4455.970565,4553.9830299999985,4647.21802,4740.45301,4828.526445,4916.59988
p107,fall,4086.73394,4078.4680299999995,4070.2021200000004,4052.733015,4035.26391,3991.865135,3948.46636,3927.319365,3906.1723700000002,3953.9459549999997,4001.71954,4013.40122,4025.0829,4066.7048,4111.1967,4176.6261,4246.81918,4369.162259999999,4491.50534,4619.083375,4746.66141,4890.1813649999995,5038.43016,5212.69002,5386.94988,5565.80575,5744.66162,5918.460125,6092.258629999999,6248.315640000002,6404.37265,6557.41821,6710.46377,6854.706354999999,6998.94894,7141.197675,7283.44641,7426.1557699999985,7568.865129999999,7711.433774999998,7854.002420000001
p107,spri,3889.7826,3881.913435,3874.0442700000003,3857.419285,3840.7943,3799.486255,3758.17821,3738.452725,3718.7272399999997,3764.844395,3810.96155,3823.412125,3835.8627,3877.7421,3919.6215,3982.8441,4050.2565,4162.0725,4273.8885,4398.7959,4525.23993,4671.589245,4819.93098,4985.828545,5151.7261100000005,5322.093735,5492.46136,5658.18239,5823.903420000001,5972.84184,6121.78026,6267.965620000001,6414.150979999999,6552.21039,6690.2698,6826.71301,6963.15622,7101.279194999999,7240.0146700000005,7378.44281,7516.87095
p107,summ,4648.74223,4639.338135,4629.93404,4610.064214999999,4590.19439,4540.826639999998,4491.45889,4468.152099999998,4444.84531,4500.542885,4556.24046,4572.47563,4588.7108,4641.24025,4693.7697,4768.206,4842.6423,4979.531545000001,5117.88426,5262.0817499999985,5406.27924,5568.561245,5730.84325,5913.34936,6095.85547,6284.17126,6472.48705,6656.387675,6840.2883,7005.391165000001,7170.49403,7332.42173,7494.349429999999,7647.6020450000005,7800.854659999999,7952.0694349999985,8103.28421,8254.90417,8406.52413,8558.408575000001,8710.293020000001
p107,wint,3728.4177799999998,3720.8733,3713.32882,3697.3906950000005,3681.4525700000004,3641.860105,3602.26764,3590.300635,3578.3336299999996,3628.5885,3678.8433700000005,3694.33954,3709.8357100000003,3751.424215,3802.5934899999997,3877.9882,3953.38291,4074.73973,4196.09655,4328.331920000001,4460.56729,4615.10414,4769.64099,4948.861195,5128.0814,5319.645665,5511.20993,5703.866779999999,5896.5236300000015,6075.822639999999,6255.12165,6428.997375,6602.8731,6766.27318,6929.67326,7085.52807,7241.38288,7389.641090000001,7537.8993,7679.2523999999985,7821.488240000001
p108,fall,1669.67097,1666.29329,1662.91561,1655.7796150000001,1648.6436199999998,1630.91143,1613.17924,1601.53912,1589.899,1604.6117450000004,1619.32449,1619.628965,1619.93344,1631.964005,1643.9945699999998,1660.582395,1677.17022,1704.503205,1734.3370100000002,1766.6422,1798.9473899999998,1837.583095,1876.2188,1922.45985,1972.06415,2023.480585,2074.89702,2125.055265,2175.21351,2219.9078600000007,2264.60221,2309.0941350000007,2353.58606,2396.816155,2440.04625,2483.113435,2526.18062,2569.809485,2613.43835,2657.5911899999996,2701.7440300000003
p108,spri,1610.3595599999999,1607.101905,1603.84425,1596.960105,1590.07596,1572.97465,1555.87334,1545.165695,1534.45805,1549.477545,1564.49704,1565.633165,1566.76929,1579.355975,1591.94266,1609.312285,1626.68191,1655.185805,1683.6897,1712.3120149999997,1742.1901100000002,1781.6660000000004,1821.1418899999999,1866.455255,1911.7686199999998,1960.37201,2011.8293199999998,2061.7711050000003,2111.71289,2156.088755,2200.46462,2244.544025,2288.62343,2331.2726399999997,2373.92185,2416.382565,2458.84328,2501.92195,2545.00062,2588.63671,2632.2728
p108,summ,1903.67067,1899.819825,1895.96898,1887.83111,1879.6932399999998,1859.47697,1839.2607,1825.3123699999999,1811.36404,1827.11477,1842.8655,1842.8403,1842.8151,1856.83985,1870.8646,1891.36112,1911.85764,1946.88523,1981.91282,2017.399885,2052.88695,2095.78881,2141.21968,2196.69545,2252.1712199999997,2309.57368,2366.97614,2422.8829100000003,2478.78968,2528.500195,2578.2107100000003,2627.68645,2677.16219,2725.302475,2773.4427600000004,2821.523065,2869.60337,2918.434585,2967.2658,3016.80955,3066.3533
p108,wint,1549.94457,1546.8094199999998,1543.67427,1537.04898,1530.42369,1513.9640250000002,1497.50436,1490.46301,1483.42166,1502.212935,1521.00421,1524.54954,1528.09487,1541.1746549999998,1554.25444,1569.464595,1584.67475,1606.155385,1638.4658,1676.0061699999999,1713.5465399999998,1756.520755,1799.49497,1848.9363449999998,1898.37772,1950.750425,2003.1231300000002,2055.237170000001,2107.3512100000007,2154.55891,2201.76661,2248.650855,2295.5351,2340.33884,2385.14258,2428.3504399999997,2471.5583,2513.3011899999997,2555.04408,2595.67461,2636.30514
p109,fall,10374.671999999999,10353.69295,10332.7139,10288.365,10244.0161,10133.83935,10023.6626,9952.52275,9881.3829,9974.62225,10067.8616,10070.9902,10074.1188,10149.6789,10225.239,10328.45665,10431.6743,10600.49505,10769.3158,10937.8584,11106.401000000002,11334.20755,11569.3366,11841.6576,12113.9786,12398.49415,12683.0097,12962.1086,13241.2075,13489.60625,13738.005,13985.5832,14233.1614,14474.30085,14728.3905,14988.3452,15248.2999,15511.65175,15775.0036,16041.5187,16308.0338
p109,spri,9724.6328,9704.96715,9685.3015,9643.72496,9602.14842,9498.882215000001,9395.61601,9328.017855,9260.4197,9346.43125,9432.4428,9435.326,9438.2092,9510.30435,9585.9241,9690.5112,9795.0983,9977.16125,10173.0146,10372.329,10571.6434,10816.52727,11082.1639,11385.52365,11688.8834,12001.25335,12313.6233,12616.8762,12920.1291,13189.64935,13459.1696,13727.5179,13995.8662,14256.3836,14516.901000000002,14777.19855,15037.4961,15302.3889,15567.2817,15836.2248,16105.1679
p109,summ,11651.9385,11628.37075,11604.803,11555.00235,11505.2017,11381.4631,11257.7245,11174.0924,11090.4603,11189.3093,11288.1583,11286.4036,11284.6489,11364.04245,11443.436000000002,11553.0516,11662.6672,11870.1565,12083.7149,12300.0874,12516.4599,12778.02545,13056.5528,13394.8256,13733.0984,14083.12215,14433.1459,14774.051049999998,15114.9562,15418.0743,15721.1924,16022.88775,16324.5831,16618.12515,16911.6672,17204.84805,17498.0289,17795.785649999998,18093.5424,18395.64885,18697.7553
p109,wint,10655.04946,10633.49329,10611.93712,10566.399305,10520.861490000001,10407.707525,10294.55356,10246.151179999999,10197.7488,10326.925,10456.1012,10480.47665,10504.8521,10594.76365,10684.6752,10789.24765,10893.8201,11041.4773,11189.1345,11438.1041,11694.3122,11987.5878,12280.8634,12618.2813,12955.6992,13313.11895,13670.5387,14026.19825,14381.8578,14704.03335,15026.2089,15346.17695,15666.145,15971.9078,16277.6706,16572.5552,16867.4398,17152.317349999998,17437.1949,17714.47845,17991.762
p11,fall,3758.7905100000003,3778.305915,3797.8213200000005,3795.5738950000004,3793.3264700000004,3788.34215,3783.35783,3826.4238200000004,3869.48981,3936.218015,4002.9462200000003,4040.56441,4078.1826,4101.67745,4125.1723,4166.7238,4208.2753,4302.6610500000015,4397.0468,4514.019700000002,4633.6773,4778.94235,4924.2074,5096.74765,5269.2879,5455.94225,5642.5966,5829.40625,6016.2159,6202.6841,6389.1523,6577.46645,6765.7806,6955.64095,7145.5013,7342.713799999998,7539.9263,7745.6925,7951.4587,8160.9398999999985,8370.4211
p11,spri,2447.29862,2460.006025,2472.7134300000002,2471.2491899999995,2469.78495,2466.5404550000003,2463.29596,2494.209715,2525.12347,2572.715305,2620.30714,2649.5783850000003,2678.84963,2700.09318,2721.33673,2756.93117,2793.09394,2878.36481,2963.63568,3059.128815,3154.62195,3268.029585,3381.4372200000007,3512.47656,3643.5159,3785.51705,3927.5182,4074.75125,4221.9843,4368.56015,4515.1359999999995,4663.22685,4811.3177,4964.000475,5122.4592600000005,5285.75083,5449.0424,5618.2927,5787.5430000000015,5957.7624,6127.9818
p11,summ,3496.2909799999998,3514.443755,3532.5965300000007,3530.505685,3528.41484,3523.7777149999997,3519.14059,3559.218275,3599.29596,3661.135395,3722.9748299999997,3756.217215,3789.4596,3807.7661,3826.0726,3857.3651,3888.6576,3965.67075,4053.6796,4159.1894,4270.5844,4408.4411,4547.045999999999,4710.7663,4874.4866,5050.38105,5226.2755,5401.64205,5577.0086,5751.5214,5926.0342,6102.12245,6278.2107,6455.49965,6632.7886,6817.11575,7001.4429,7194.1083,7386.7737,7583.24925,7779.7248
