year,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134
2032,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.431674508,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.441189131,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418246503,0.437916625,0.437916625,0.437916625,0.437916625,0.437916625,0.418105404,0.418105404,0.418105404,0.418105404,0.437916625,0.437916625,0.437916625,0.441189131,0.437916625,0.437916625,0.437916625,0.437916625,0.437916625,0.437916625,0.437916625,0.437916625,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418105404,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.418105404,0.437916625,0.437916625,0.428150458,0.428150458,0.428150458,0.428150458,0.433028812,0.428150458,0.428150458,0.433028812,0.433028812,0.433028812,0.433028812,0.433028812,0.433028812,0.433028812,0.433028812,0.433028812,0.418246503,0.418246503,0.418246503,0.418246503,0.418246503,0.428150458,0.428150458,0.428150458,0.418246503,0.418246503,0.418246503,0.418246503,0.407127867,0.433028812,0.433028812,0.433028812,0.407127867,0.407127867,0.433028812,0.407127867,0.433028812,0.433028812,0.433028812,0.407127867,0.407127867,0.407127867,0.411873126,0.411873126,0.411873126,0.411873126,0.411873126,0.411873126
2033,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.475923409,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.487432538,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.460314362,0.483461925,0.483461925,0.483461925,0.483461925,0.483461925,0.459948245,0.459948245,0.459948245,0.459948245,0.483461925,0.483461925,0.483461925,0.487432538,0.483461925,0.483461925,0.483461925,0.483461925,0.483461925,0.483461925,0.483461925,0.483461925,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.459948245,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.459948245,0.483461925,0.483461925,0.471834903,0.471834903,0.471834903,0.471834903,0.477797021,0.471834903,0.471834903,0.477797021,0.477797021,0.477797021,0.477797021,0.477797021,0.477797021,0.477797021,0.477797021,0.477797021,0.460314362,0.460314362,0.460314362,0.460314362,0.460314362,0.471834903,0.471834903,0.471834903,0.460314362,0.460314362,0.460314362,0.460314362,0.446854969,0.477797021,0.477797021,0.477797021,0.446854969,0.446854969,0.477797021,0.446854969,0.477797021,0.477797021,0.477797021,0.446854969,0.446854969,0.446854969,0.452622097,0.452622097,0.452622097,0.452622097,0.452622097,0.452622097
2034,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.52106133,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.534766206,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.503064837,0.529998531,0.529998531,0.529998531,0.529998531,0.529998531,0.50248281,0.50248281,0.50248281,0.50248281,0.529998531,0.529998531,0.529998531,0.534766206,0.529998531,0.529998531,0.529998531,0.529998531,0.529998531,0.529998531,0.529998531,0.529998531,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.50248281,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.50248281,0.529998531,0.529998531,0.516300339,0.516300339,0.516300339,0.516300339,0.52358558,0.516300339,0.516300339,0.52358558,0.52358558,0.52358558,0.52358558,0.52358558,0.52358558,0.52358558,0.52358558,0.52358558,0.503064837,0.503064837,0.503064837,0.503064837,0.503064837,0.516300339,0.516300339,0.516300339,0.503064837,0.503064837,0.503064837,0.503064837,0.48703035,0.52358558,0.52358558,0.52358558,0.48703035,0.48703035,0.52358558,0.48703035,0.52358558,0.52358558,0.52358558,0.48703035,0.48703035,0.48703035,0.493922063,0.493922063,0.493922063,0.493922063,0.493922063,0.493922063
2035,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.567035569,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.583091558,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.546458272,0.577423965,0.577423965,0.577423965,0.577423965,0.577423965,0.545641501,0.545641501,0.545641501,0.545641501,0.577423965,0.577423965,0.577423965,0.583091558,0.577423965,0.577423965,0.577423965,0.577423965,0.577423965,0.577423965,0.577423965,0.577423965,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.545641501,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.545641501,0.577423965,0.577423965,0.561503076,0.561503076,0.561503076,0.561503076,0.57025066,0.561503076,0.561503076,0.57025066,0.57025066,0.57025066,0.57025066,0.57025066,0.57025066,0.57025066,0.57025066,0.57025066,0.546458272,0.546458272,0.546458272,0.546458272,0.546458272,0.561503076,0.561503076,0.561503076,0.546458272,0.546458272,0.546458272,0.546458272,0.527636351,0.57025066,0.57025066,0.57025066,0.527636351,0.527636351,0.57025066,0.527636351,0.57025066,0.57025066,0.57025066,0.527636351,0.527636351,0.527636351,0.535713368,0.535713368,0.535713368,0.535713368,0.535713368,0.535713368
2036,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.613831665,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.632422245,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.59040506,0.625688956,0.625688956,0.625688956,0.625688956,0.625688956,0.589412465,0.589412465,0.589412465,0.589412465,0.625688956,0.625688956,0.625688956,0.632422245,0.625688956,0.625688956,0.625688956,0.625688956,0.625688956,0.625688956,0.625688956,0.625688956,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.589412465,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.589412465,0.625688956,0.625688956,0.607398889,0.607398889,0.607398889,0.607398889,0.617694031,0.607398889,0.607398889,0.617694031,0.617694031,0.617694031,0.617694031,0.617694031,0.617694031,0.617694031,0.617694031,0.617694031,0.59040506,0.59040506,0.59040506,0.59040506,0.59040506,0.607398889,0.607398889,0.607398889,0.59040506,0.59040506,0.59040506,0.59040506,0.568644388,0.617694031,0.617694031,0.617694031,0.568644388,0.568644388,0.617694031,0.568644388,0.617694031,0.617694031,0.617694031,0.568644388,0.568644388,0.568644388,0.577948574,0.577948574,0.577948574,0.577948574,0.577948574,0.577948574
2037,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.661412166,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.68266068,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.634865252,0.674752635,0.674752635,0.674752635,0.674752635,0.674752635,0.633750518,0.633750518,0.633750518,0.633750518,0.674752635,0.674752635,0.674752635,0.68266068,0.674752635,0.674752635,0.674752635,0.674752635,0.674752635,0.674752635,0.674752635,0.674752635,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.633750518,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.633750518,0.674752635,0.674752635,0.653969826,0.653969826,0.653969826,0.653969826,0.665839251,0.653969826,0.653969826,0.665839251,0.665839251,0.665839251,0.665839251,0.665839251,0.665839251,0.665839251,0.665839251,0.665839251,0.634865252,0.634865252,0.634865252,0.634865252,0.634865252,0.653969826,0.653969826,0.653969826,0.634865252,0.634865252,0.634865252,0.634865252,0.610042684,0.665839251,0.665839251,0.665839251,0.610042684,0.610042684,0.665839251,0.610042684,0.665839251,0.665839251,0.665839251,0.610042684,0.610042684,0.610042684,0.620615558,0.620615558,0.620615558,0.620615558,0.620615558,0.620615558
2038,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.709823822,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.73391351,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.679863065,0.72470068,0.72470068,0.72470068,0.72470068,0.72470068,0.678721801,0.678721801,0.678721801,0.678721801,0.72470068,0.72470068,0.72470068,0.73391351,0.72470068,0.72470068,0.72470068,0.72470068,0.72470068,0.72470068,0.72470068,0.72470068,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.678721801,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.678721801,0.72470068,0.72470068,0.70127616,0.70127616,0.70127616,0.70127616,0.714789131,0.70127616,0.70127616,0.714789131,0.714789131,0.714789131,0.714789131,0.714789131,0.714789131,0.714789131,0.714789131,0.714789131,0.679863065,0.679863065,0.679863065,0.679863065,0.679863065,0.70127616,0.70127616,0.70127616,0.679863065,0.679863065,0.679863065,0.679863065,0.651842815,0.714789131,0.714789131,0.714789131,0.651842815,0.651842815,0.714789131,0.651842815,0.714789131,0.714789131,0.714789131,0.651842815,0.651842815,0.651842815,0.663764564,0.663764564,0.663764564,0.663764564,0.663764564,0.663764564
2039,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.759083132,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.786167328,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.725496024,0.775593347,0.775593347,0.775593347,0.775593347,0.775593347,0.724335228,0.724335228,0.724335228,0.724335228,0.775593347,0.775593347,0.775593347,0.786167328,0.775593347,0.775593347,0.775593347,0.775593347,0.775593347,0.775593347,0.775593347,0.775593347,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.724335228,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.724335228,0.775593347,0.775593347,0.749395786,0.749395786,0.749395786,0.749395786,0.764654921,0.749395786,0.749395786,0.764654921,0.764654921,0.764654921,0.764654921,0.764654921,0.764654921,0.764654921,0.764654921,0.764654921,0.725496024,0.725496024,0.725496024,0.725496024,0.725496024,0.749395786,0.749395786,0.749395786,0.725496024,0.725496024,0.725496024,0.725496024,0.694081965,0.764654921,0.764654921,0.764654921,0.694081965,0.694081965,0.764654921,0.694081965,0.764654921,0.764654921,0.764654921,0.694081965,0.694081965,0.694081965,0.707462925,0.707462925,0.707462925,0.707462925,0.707462925,0.707462925
2040,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.809239593,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.839533268,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.771831296,0.827500652,0.827500652,0.827500652,0.827500652,0.827500652,0.770642435,0.770642435,0.770642435,0.770642435,0.827500652,0.827500652,0.827500652,0.839533268,0.827500652,0.827500652,0.827500652,0.827500652,0.827500652,0.827500652,0.827500652,0.827500652,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.770642435,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.770642435,0.827500652,0.827500652,0.798385105,0.798385105,0.798385105,0.798385105,0.815560317,0.798385105,0.798385105,0.815560317,0.815560317,0.815560317,0.815560317,0.815560317,0.815560317,0.815560317,0.815560317,0.815560317,0.771831296,0.771831296,0.771831296,0.771831296,0.771831296,0.798385105,0.798385105,0.798385105,0.771831296,0.771831296,0.771831296,0.771831296,0.736777911,0.815560317,0.815560317,0.815560317,0.736777911,0.736777911,0.815560317,0.736777911,0.815560317,0.815560317,0.815560317,0.736777911,0.736777911,0.736777911,0.75174461,0.75174461,0.75174461,0.75174461,0.75174461,0.75174461
2041,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.860283718,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.893984055,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.818866532,0.880394432,0.880394432,0.880394432,0.880394432,0.880394432,0.817614231,0.817614231,0.817614231,0.817614231,0.880394432,0.880394432,0.880394432,0.893984055,0.880394432,0.880394432,0.880394432,0.880394432,0.880394432,0.880394432,0.880394432,0.880394432,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.817614231,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.817614231,0.880394432,0.880394432,0.848200194,0.848200194,0.848200194,0.848200194,0.867488082,0.848200194,0.848200194,0.867488082,0.867488082,0.867488082,0.867488082,0.867488082,0.867488082,0.867488082,0.867488082,0.867488082,0.818866532,0.818866532,0.818866532,0.818866532,0.818866532,0.848200194,0.848200194,0.848200194,0.818866532,0.818866532,0.818866532,0.818866532,0.779920964,0.867488082,0.867488082,0.867488082,0.779920964,0.779920964,0.867488082,0.779920964,0.867488082,0.867488082,0.867488082,0.779920964,0.779920964,0.779920964,0.796582289,0.796582289,0.796582289,0.796582289,0.796582289,0.796582289
2042,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.912254484,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.949544432,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.866604051,0.934357787,0.934357787,0.934357787,0.934357787,0.934357787,0.865291029,0.865291029,0.865291029,0.865291029,0.934357787,0.934357787,0.934357787,0.949544432,0.934357787,0.934357787,0.934357787,0.934357787,0.934357787,0.934357787,0.934357787,0.934357787,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.865291029,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.865291029,0.934357787,0.934357787,0.898833202,0.898833202,0.898833202,0.898833202,0.920535982,0.898833202,0.898833202,0.920535982,0.920535982,0.920535982,0.920535982,0.920535982,0.920535982,0.920535982,0.920535982,0.920535982,0.866604051,0.866604051,0.866604051,0.866604051,0.866604051,0.898833202,0.898833202,0.898833202,0.866604051,0.866604051,0.866604051,0.866604051,0.823508363,0.920535982,0.920535982,0.920535982,0.823508363,0.823508363,0.920535982,0.823508363,0.920535982,0.920535982,0.920535982,0.823508363,0.823508363,0.823508363,0.842009519,0.842009519,0.842009519,0.842009519,0.842009519,0.842009519
2043,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,0.96514765,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,1.00620731,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.915076549,0.989354905,0.989354905,0.989354905,0.989354905,0.989354905,0.913678054,0.913678054,0.913678054,0.913678054,0.989354905,0.989354905,0.989354905,1.00620731,0.989354905,0.989354905,0.989354905,0.989354905,0.989354905,0.989354905,0.989354905,0.989354905,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.913678054,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.913678054,0.989354905,0.989354905,0.950296546,0.950296546,0.950296546,0.950296546,0.974722547,0.950296546,0.950296546,0.974722547,0.974722547,0.974722547,0.974722547,0.974722547,0.974722547,0.974722547,0.974722547,0.974722547,0.915076549,0.915076549,0.915076549,0.915076549,0.915076549,0.950296546,0.950296546,0.950296546,0.915076549,0.915076549,0.915076549,0.915076549,0.867546226,0.974722547,0.974722547,0.974722547,0.867546226,0.867546226,0.974722547,0.867546226,0.974722547,0.974722547,0.974722547,0.867546226,0.867546226,0.867546226,0.888043448,0.888043448,0.888043448,0.888043448,0.888043448,0.888043448
2044,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.018976382,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,1.063985501,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.964292515,1.045399155,1.045399155,1.045399155,1.045399155,1.045399155,0.962787007,0.962787007,0.962787007,0.962787007,1.045399155,1.045399155,1.045399155,1.063985501,1.045399155,1.045399155,1.045399155,1.045399155,1.045399155,1.045399155,1.045399155,1.045399155,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.962787007,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,0.962787007,1.045399155,1.045399155,1.002602395,1.002602395,1.002602395,1.002602395,1.030082784,1.002602395,1.002602395,1.030082784,1.030082784,1.030082784,1.030082784,1.030082784,1.030082784,1.030082784,1.030082784,1.030082784,0.964292515,0.964292515,0.964292515,0.964292515,0.964292515,1.002602395,1.002602395,1.002602395,0.964292515,0.964292515,0.964292515,0.964292515,0.91203044,1.030082784,1.030082784,1.030082784,0.91203044,0.91203044,1.030082784,0.91203044,1.030082784,1.030082784,1.030082784,0.91203044,0.91203044,0.91203044,0.934684254,0.934684254,0.934684254,0.934684254,0.934684254,0.934684254
2045,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.073738106,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.122868533,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.014259896,1.102490998,1.102490998,1.102490998,1.102490998,1.102490998,1.012618388,1.012618388,1.012618388,1.012618388,1.102490998,1.102490998,1.102490998,1.122868533,1.102490998,1.102490998,1.102490998,1.102490998,1.102490998,1.102490998,1.102490998,1.102490998,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.012618388,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.012618388,1.102490998,1.102490998,1.055763918,1.055763918,1.055763918,1.055763918,1.086642712,1.055763918,1.055763918,1.086642712,1.086642712,1.086642712,1.086642712,1.086642712,1.086642712,1.086642712,1.086642712,1.086642712,1.014259896,1.014259896,1.014259896,1.014259896,1.014259896,1.055763918,1.055763918,1.055763918,1.014259896,1.014259896,1.014259896,1.014259896,0.956970261,1.086642712,1.086642712,1.086642712,0.956970261,0.956970261,1.086642712,0.956970261,1.086642712,1.086642712,1.086642712,0.956970261,0.956970261,0.956970261,0.981934988,0.981934988,0.981934988,0.981934988,0.981934988,0.981934988
2046,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.129423293,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.182859154,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.064969359,1.160596012,1.160596012,1.160596012,1.160596012,1.160596012,1.063168158,1.063168158,1.063168158,1.063168158,1.160596012,1.160596012,1.160596012,1.182859154,1.160596012,1.160596012,1.160596012,1.160596012,1.160596012,1.160596012,1.160596012,1.160596012,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.063168158,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.063168158,1.160596012,1.160596012,1.109777727,1.109777727,1.109777727,1.109777727,1.144391939,1.109777727,1.109777727,1.144391939,1.144391939,1.144391939,1.144391939,1.144391939,1.144391939,1.144391939,1.144391939,1.144391939,1.064969359,1.064969359,1.064969359,1.064969359,1.064969359,1.109777727,1.109777727,1.109777727,1.064969359,1.064969359,1.064969359,1.064969359,1.002360578,1.144391939,1.144391939,1.144391939,1.002360578,1.002360578,1.144391939,1.002360578,1.144391939,1.144391939,1.144391939,1.002360578,1.002360578,1.002360578,1.029779969,1.029779969,1.029779969,1.029779969,1.029779969,1.029779969
2047,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.186024858,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.243940813,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.116368912,1.219710674,1.219710674,1.219710674,1.219710674,1.219710674,1.114426708,1.114426708,1.114426708,1.114426708,1.219710674,1.219710674,1.219710674,1.243940813,1.219710674,1.219710674,1.219710674,1.219710674,1.219710674,1.219710674,1.219710674,1.219710674,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.114426708,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.114426708,1.219710674,1.219710674,1.164604514,1.164604514,1.164604514,1.164604514,1.203327288,1.164604514,1.164604514,1.203327288,1.203327288,1.203327288,1.203327288,1.203327288,1.203327288,1.203327288,1.203327288,1.203327288,1.116368912,1.116368912,1.116368912,1.116368912,1.116368912,1.164604514,1.164604514,1.164604514,1.116368912,1.116368912,1.116368912,1.116368912,1.048184384,1.203327288,1.203327288,1.203327288,1.048184384,1.048184384,1.203327288,1.048184384,1.203327288,1.203327288,1.203327288,1.048184384,1.048184384,1.048184384,1.078194148,1.078194148,1.078194148,1.078194148,1.078194148,1.078194148
