*r,szn,t,MWh
p62,spri,2028,36.2945489
p62,spri,2030,51.99887294
p62,spri,2032,79.41977082
p62,spri,2034,116.1326754
p62,spri,2036,163.7521886
p62,spri,2038,223.465593
p62,spri,2040,295.8826164
p62,spri,2042,353.2357363
p62,spri,2044,414.2729983
p62,spri,2046,477.6518995
p62,spri,2048,541.8399227
p62,spri,2050,605.1499853
p63,summ,2012,3.814155309
p63,summ,2014,15.41726893
p63,summ,2016,39.09810754
p63,summ,2018,81.07771559
p63,summ,2020,149.7799323
p63,summ,2022,251.8707561
p63,summ,2024,405.765754
p63,summ,2026,619.2451571
p63,summ,2028,908.3579697
p63,summ,2030,1301.396272
p63,summ,2032,1987.669883
p63,summ,2034,2906.498206
p63,summ,2036,4098.290517
p63,summ,2038,5592.761405
p63,summ,2040,7405.170772
p63,summ,2042,8840.569893
p63,summ,2044,10368.17349
p63,summ,2046,11954.38221
p63,summ,2048,13560.84114
p63,summ,2050,15145.32702
p63,fall,2012,3.814155309
p63,fall,2014,15.41726893
p63,fall,2016,39.09810754
p63,fall,2018,81.07771559
p63,fall,2020,149.7799323
p63,fall,2022,251.8707561
p63,fall,2024,405.765754
p63,fall,2026,619.2451571
p63,fall,2028,908.3579697
p63,fall,2030,1301.396272
p63,fall,2032,1987.669883
p63,fall,2034,2906.498206
p63,fall,2036,4098.290517
p63,fall,2038,5592.761405
p63,fall,2040,7405.170772
p63,fall,2042,8840.569893
p63,fall,2044,10368.17349
p63,fall,2046,11954.38221
p63,fall,2048,13560.84114
p63,fall,2050,15145.32702
p63,wint,2012,3.814155309
p63,wint,2014,15.41726893
p63,wint,2016,39.09810754
p63,wint,2018,81.07771559
p63,wint,2020,149.7799323
p63,wint,2022,251.8707561
p63,wint,2024,405.765754
p63,wint,2026,619.2451571
p63,wint,2028,908.3579697
p63,wint,2030,1301.396272
p63,wint,2032,1987.669883
p63,wint,2034,2906.498206
p63,wint,2036,4098.290517
p63,wint,2038,5592.761405
p63,wint,2040,7405.170772
p63,wint,2042,8840.569893
p63,wint,2044,10368.17349
p63,wint,2046,11954.38221
p63,wint,2048,13560.84114
p63,wint,2050,15145.32702
p63,spri,2012,3.814155309
p63,spri,2014,15.41726893
p63,spri,2016,39.09810754
p63,spri,2018,81.07771559
p63,spri,2020,149.7799323
p63,spri,2022,251.8707561
p63,spri,2024,405.765754
p63,spri,2026,619.2451571
p63,spri,2028,908.3579697
p63,spri,2030,1301.396272
p63,spri,2032,1987.669883
p63,spri,2034,2906.498206
p63,spri,2036,4098.290517
p63,spri,2038,5592.761405
p63,spri,2040,7405.170772
p63,spri,2042,8840.569893
p63,spri,2044,10368.17349
p63,spri,2046,11954.38221
p63,spri,2048,13560.84114
p63,spri,2050,15145.32702
p64,summ,2012,1.229866342
p64,summ,2014,4.971265877
p64,summ,2016,12.60710238
p64,summ,2018,26.14333853
p64,summ,2020,48.29622352
p64,summ,2022,81.21519451
p64,summ,2024,130.8383123
p64,summ,2026,199.6742959
p64,summ,2028,292.8981131
p64,summ,2030,419.6324855
p64,summ,2032,640.9199651
p64,summ,2034,937.1942214
p64,summ,2036,1321.485141
p64,summ,2038,1803.374129
p64,summ,2040,2387.78171
p64,summ,2042,2850.623132
p64,summ,2044,3343.195692
p64,summ,2046,3854.665351
p64,summ,2048,4372.66465
p64,summ,2050,4883.57878
p64,fall,2012,1.229866342
p64,fall,2014,4.971265877
p64,fall,2016,12.60710238
p64,fall,2018,26.14333853
p64,fall,2020,48.29622352
p64,fall,2022,81.21519451
p64,fall,2024,130.8383123
p64,fall,2026,199.6742959
p64,fall,2028,292.8981131
p64,fall,2030,419.6324855
p64,fall,2032,640.9199651
p64,fall,2034,937.1942214
p64,fall,2036,1321.485141
p64,fall,2038,1803.374129
p64,fall,2040,2387.78171
p64,fall,2042,2850.623132
p64,fall,2044,3343.195692
p64,fall,2046,3854.665351
p64,fall,2048,4372.66465
p64,fall,2050,4883.57878
p64,wint,2012,1.229866342
p64,wint,2014,4.971265877
p64,wint,2016,12.60710238
p64,wint,2018,26.14333853
p64,wint,2020,48.29622352
p64,wint,2022,81.21519451
p64,wint,2024,130.8383123
p64,wint,2026,199.6742959
p64,wint,2028,292.8981131
p64,wint,2030,419.6324855
p64,wint,2032,640.9199651
p64,wint,2034,937.1942214
p64,wint,2036,1321.485141
p64,wint,2038,1803.374129
p64,wint,2040,2387.78171
p64,wint,2042,2850.623132
p64,wint,2044,3343.195692
p64,wint,2046,3854.665351
p64,wint,2048,4372.66465
p64,wint,2050,4883.57878
p64,spri,2012,1.229866342
p64,spri,2014,4.971265877
p64,spri,2016,12.60710238
p64,spri,2018,26.14333853
p64,spri,2020,48.29622352
p64,spri,2022,81.21519451
p64,spri,2024,130.8383123
p64,spri,2026,199.6742959
p64,spri,2028,292.8981131
p64,spri,2030,419.6324855
p64,spri,2032,640.9199651
p64,spri,2034,937.1942214
p64,spri,2036,1321.485141
p64,spri,2038,1803.374129
p64,spri,2040,2387.78171
p64,spri,2042,2850.623132
p64,spri,2044,3343.195692
p64,spri,2046,3854.665351
p64,spri,2048,4372.66465
p64,spri,2050,4883.57878
p65,summ,2012,2.041993889
p65,summ,2014,8.253981916
p65,summ,2016,20.93205185
p65,summ,2018,43.40677984
p65,summ,2020,80.18805781
p65,summ,2022,134.8446781
p65,summ,2024,217.2358289
p65,summ,2026,331.5268321
p65,summ,2028,486.3098833
p65,summ,2030,696.7317847
p65,summ,2032,1064.143808
p65,summ,2034,1556.05923
p65,summ,2036,2194.112067
p65,summ,2038,2994.210694
p65,summ,2040,3964.524839
p65,summ,2042,4732.998065
p65,summ,2044,5550.835031
p65,summ,2046,6400.04757
p65,summ,2048,7260.101518
p65,summ,2050,8108.391691
p65,fall,2012,2.041993889
p65,fall,2014,8.253981916
p65,fall,2016,20.93205185
p65,fall,2018,43.40677984
p65,fall,2020,80.18805781
p65,fall,2022,134.8446781
p65,fall,2024,217.2358289
p65,fall,2026,331.5268321
p65,fall,2028,486.3098833
p65,fall,2030,696.7317847
p65,fall,2032,1064.143808
p65,fall,2034,1556.05923
p65,fall,2036,2194.112067
p65,fall,2038,2994.210694
p65,fall,2040,3964.524839
p65,fall,2042,4732.998065
p65,fall,2044,5550.835031
p65,fall,2046,6400.04757
p65,fall,2048,7260.101518
p65,fall,2050,8108.391691
p65,wint,2012,2.041993889
p65,wint,2014,8.253981916
p65,wint,2016,20.93205185
p65,wint,2018,43.40677984
p65,wint,2020,80.18805781
p65,wint,2022,134.8446781
p65,wint,2024,217.2358289
p65,wint,2026,331.5268321
p65,wint,2028,486.3098833
p65,wint,2030,696.7317847
p65,wint,2032,1064.143808
p65,wint,2034,1556.05923
p65,wint,2036,2194.112067
p65,wint,2038,2994.210694
p65,wint,2040,3964.524839
p65,wint,2042,4732.998065
p65,wint,2044,5550.835031
p65,wint,2046,6400.04757
p65,wint,2048,7260.101518
p65,wint,2050,8108.391691
p65,spri,2012,2.041993889
p65,spri,2014,8.253981916
p65,spri,2016,20.93205185
p65,spri,2018,43.40677984
p65,spri,2020,80.18805781
p65,spri,2022,134.8446781
p65,spri,2024,217.2358289
p65,spri,2026,331.5268321
p65,spri,2028,486.3098833
p65,spri,2030,696.7317847
p65,spri,2032,1064.143808
p65,spri,2034,1556.05923
p65,spri,2036,2194.112067
p65,spri,2038,2994.210694
p65,spri,2040,3964.524839
p65,spri,2042,4732.998065
p65,spri,2044,5550.835031
p65,spri,2046,6400.04757
p65,spri,2048,7260.101518
p65,spri,2050,8108.391691
p66,summ,2012,0.975453406
p66,summ,2014,3.942898565
p66,summ,2016,9.999168646
p66,summ,2018,20.73526834
p66,summ,2020,38.3055574
p66,summ,2022,64.41483553
p66,summ,2024,103.7728028
p66,summ,2026,158.3692191
p66,summ,2028,232.3085464
p66,summ,2030,332.8263597
p66,summ,2032,508.3378103
p66,summ,2034,743.3241033
p66,summ,2036,1048.119733
p66,summ,2038,1430.324075
p66,summ,2040,1893.83978
p66,summ,2042,2260.936778
p66,summ,2044,2651.614663
p66,summ,2046,3057.280551
p66,summ,2048,3468.125342
p66,summ,2050,3873.350619
p66,fall,2012,0.975453406
p66,fall,2014,3.942898565
p66,fall,2016,9.999168646
p66,fall,2018,20.73526834
p66,fall,2020,38.3055574
p66,fall,2022,64.41483553
p66,fall,2024,103.7728028
p66,fall,2026,158.3692191
p66,fall,2028,232.3085464
p66,fall,2030,332.8263597
p66,fall,2032,508.3378103
p66,fall,2034,743.3241033
p66,fall,2036,1048.119733
p66,fall,2038,1430.324075
p66,fall,2040,1893.83978
p66,fall,2042,2260.936778
p66,fall,2044,2651.614663
p66,fall,2046,3057.280551
p66,fall,2048,3468.125342
p66,fall,2050,3873.350619
p66,wint,2012,0.975453406
p66,wint,2014,3.942898565
p66,wint,2016,9.999168646
p66,wint,2018,20.73526834
p66,wint,2020,38.3055574
p66,wint,2022,64.41483553
p66,wint,2024,103.7728028
p66,wint,2026,158.3692191
p66,wint,2028,232.3085464
p66,wint,2030,332.8263597
p66,wint,2032,508.3378103
p66,wint,2034,743.3241033
p66,wint,2036,1048.119733
p66,wint,2038,1430.324075
p66,wint,2040,1893.83978
p66,wint,2042,2260.936778
p66,wint,2044,2651.614663
p66,wint,2046,3057.280551
p66,wint,2048,3468.125342
p66,wint,2050,3873.350619
p66,spri,2012,0.975453406
p66,spri,2014,3.942898565
p66,spri,2016,9.999168646
p66,spri,2018,20.73526834
p66,spri,2020,38.3055574
p66,spri,2022,64.41483553
p66,spri,2024,103.7728028
p66,spri,2026,158.3692191
p66,spri,2028,232.3085464
p66,spri,2030,332.8263597
p66,spri,2032,508.3378103
p66,spri,2034,743.3241033
p66,spri,2036,1048.119733
p66,spri,2038,1430.324075
p66,spri,2040,1893.83978
p66,spri,2042,2260.936778
p66,spri,2044,2651.614663
p66,spri,2046,3057.280551
p66,spri,2048,3468.125342
p66,spri,2050,3873.350619
p67,summ,2012,2.510381619
p67,summ,2014,10.14726077
p67,summ,2016,25.7333964
p67,summ,2018,53.36332436
p67,summ,2020,98.5814049
p67,summ,2022,165.7750315
p67,summ,2024,267.0648696
p67,summ,2026,407.5716729
p67,summ,2028,597.8584944
p67,summ,2030,856.546474
p67,summ,2032,1308.234599
p67,summ,2034,1912.984417
p67,summ,2036,2697.392305
p67,summ,2038,3681.015662
p67,summ,2040,4873.898172
p67,summ,2042,5818.64197
p67,summ,2044,6824.072445
p67,summ,2046,7868.075348
p67,summ,2048,8925.406437
p67,summ,2050,9968.275405
p67,fall,2012,2.510381619
p67,fall,2014,10.14726077
p67,fall,2016,25.7333964
p67,fall,2018,53.36332436
p67,fall,2020,98.5814049
p67,fall,2022,165.7750315
p67,fall,2024,267.0648696
p67,fall,2026,407.5716729
p67,fall,2028,597.8584944
p67,fall,2030,856.546474
p67,fall,2032,1308.234599
p67,fall,2034,1912.984417
p67,fall,2036,2697.392305
p67,fall,2038,3681.015662
p67,fall,2040,4873.898172
p67,fall,2042,5818.64197
p67,fall,2044,6824.072445
p67,fall,2046,7868.075348
p67,fall,2048,8925.406437
p67,fall,2050,9968.275405
p67,wint,2012,2.510381619
p67,wint,2014,10.14726077
p67,wint,2016,25.7333964
p67,wint,2018,53.36332436
p67,wint,2020,98.5814049
p67,wint,2022,165.7750315
p67,wint,2024,267.0648696
p67,wint,2026,407.5716729
p67,wint,2028,597.8584944
p67,wint,2030,856.546474
p67,wint,2032,1308.234599
p67,wint,2034,1912.984417
p67,wint,2036,2697.392305
p67,wint,2038,3681.015662
p67,wint,2040,4873.898172
p67,wint,2042,5818.64197
p67,wint,2044,6824.072445
p67,wint,2046,7868.075348
p67,wint,2048,8925.406437
p67,wint,2050,9968.275405
p67,spri,2012,2.510381619
p67,spri,2014,10.14726077
p67,spri,2016,25.7333964
p67,spri,2018,53.36332436
p67,spri,2020,98.5814049
p67,spri,2022,165.7750315
p67,spri,2024,267.0648696
p67,spri,2026,407.5716729
p67,spri,2028,597.8584944
p67,spri,2030,856.546474
p67,spri,2032,1308.234599
p67,spri,2034,1912.984417
p67,spri,2036,2697.392305
p67,spri,2038,3681.015662
p67,spri,2040,4873.898172
p67,spri,2042,5818.64197
p67,spri,2044,6824.072445
p67,spri,2046,7868.075348
p67,spri,2048,8925.406437
p67,spri,2050,9968.275405
p68,summ,2012,0.159137563
p68,summ,2014,0.633818154
p68,summ,2016,1.584838837
p68,summ,2018,3.242561519
p68,summ,2020,5.913546437
p68,summ,2022,9.822640586
p68,summ,2024,15.63868369
p68,summ,2026,23.59824177
p68,summ,2028,34.24188547
p68,summ,2030,48.54965164
p68,summ,2032,73.41175612
p68,summ,2034,106.3180142
p68,summ,2036,148.5267851
p68,summ,2038,200.8841918
p68,summ,2040,263.6971914
p68,summ,2042,312.2036665
p68,summ,2044,363.2175719
p68,summ,2046,415.54808
p68,summ,2048,467.8620174
p68,summ,2050,518.7494625
p68,fall,2012,0.159137563
p68,fall,2014,0.633818154
p68,fall,2016,1.584838837
p68,fall,2018,3.242561519
p68,fall,2020,5.913546437
p68,fall,2022,9.822640586
p68,fall,2024,15.63868369
p68,fall,2026,23.59824177
p68,fall,2028,34.24188547
p68,fall,2030,48.54965164
p68,fall,2032,73.41175612
p68,fall,2034,106.3180142
p68,fall,2036,148.5267851
p68,fall,2038,200.8841918
p68,fall,2040,263.6971914
p68,fall,2042,312.2036665
p68,fall,2044,363.2175719
p68,fall,2046,415.54808
p68,fall,2048,467.8620174
p68,fall,2050,518.7494625
p68,wint,2012,0.159137563
p68,wint,2014,0.633818154
p68,wint,2016,1.584838837
p68,wint,2018,3.242561519
p68,wint,2020,5.913546437
p68,wint,2022,9.822640586
p68,wint,2024,15.63868369
p68,wint,2026,23.59824177
p68,wint,2028,34.24188547
p68,wint,2030,48.54965164
p68,wint,2032,73.41175612
p68,wint,2034,106.3180142
p68,wint,2036,148.5267851
p68,wint,2038,200.8841918
p68,wint,2040,263.6971914
p68,wint,2042,312.2036665
p68,wint,2044,363.2175719
p68,wint,2046,415.54808
p68,wint,2048,467.8620174
p68,wint,2050,518.7494625
p68,spri,2012,0.159137563
p68,spri,2014,0.633818154
p68,spri,2016,1.584838837
p68,spri,2018,3.242561519
p68,spri,2020,5.913546437
p68,spri,2022,9.822640586
p68,spri,2024,15.63868369
p68,spri,2026,23.59824177
p68,spri,2028,34.24188547
p68,spri,2030,48.54965164
p68,spri,2032,73.41175612
p68,spri,2034,106.3180142
p68,spri,2036,148.5267851
p68,spri,2038,200.8841918
p68,spri,2040,263.6971914
p68,spri,2042,312.2036665
p68,spri,2044,363.2175719
p68,spri,2046,415.54808
p68,spri,2048,467.8620174
p68,spri,2050,518.7494625
p69,summ,2012,0.152522412
p69,summ,2014,0.598383097
p69,summ,2016,1.472782783
p69,summ,2018,2.964024248
p69,summ,2020,5.313231263
p69,summ,2022,8.668594194
p69,summ,2024,13.54550548
p69,summ,2026,20.0460571
p69,summ,2028,28.50422299
p69,summ,2030,39.57327533
p69,summ,2032,58.54255854
p69,summ,2034,82.87859765
p69,summ,2036,113.0753037
p69,summ,2038,149.2266608
p69,summ,2040,190.9444862
p69,summ,2042,220.1478714
p69,summ,2044,249.1371732
p69,summ,2046,276.9598544
p69,summ,2048,302.6246687
p69,summ,2050,325.2426124
p69,fall,2012,0.152522412
p69,fall,2014,0.598383097
p69,fall,2016,1.472782783
p69,fall,2018,2.964024248
p69,fall,2020,5.313231263
p69,fall,2022,8.668594194
p69,fall,2024,13.54550548
p69,fall,2026,20.0460571
p69,fall,2028,28.50422299
p69,fall,2030,39.57327533
p69,fall,2032,58.54255854
p69,fall,2034,82.87859765
p69,fall,2036,113.0753037
p69,fall,2038,149.2266608
p69,fall,2040,190.9444862
p69,fall,2042,220.1478714
p69,fall,2044,249.1371732
p69,fall,2046,276.9598544
p69,fall,2048,302.6246687
p69,fall,2050,325.2426124
p69,wint,2012,0.152522412
p69,wint,2014,0.598383097
p69,wint,2016,1.472782783
p69,wint,2018,2.964024248
p69,wint,2020,5.313231263
p69,wint,2022,8.668594194
p69,wint,2024,13.54550548
p69,wint,2026,20.0460571
p69,wint,2028,28.50422299
p69,wint,2030,39.57327533
p69,wint,2032,58.54255854
p69,wint,2034,82.87859765
p69,wint,2036,113.0753037
p69,wint,2038,149.2266608
p69,wint,2040,190.9444862
p69,wint,2042,220.1478714
p69,wint,2044,249.1371732
p69,wint,2046,276.9598544
p69,wint,2048,302.6246687
p69,wint,2050,325.2426124
p69,spri,2012,0.152522412
p69,spri,2014,0.598383097
p69,spri,2016,1.472782783
p69,spri,2018,2.964024248
p69,spri,2020,5.313231263
p69,spri,2022,8.668594194
p69,spri,2024,13.54550548
p69,spri,2026,20.0460571
p69,spri,2028,28.50422299
p69,spri,2030,39.57327533
p69,spri,2032,58.54255854
p69,spri,2034,82.87859765
p69,spri,2036,113.0753037
p69,spri,2038,149.2266608
p69,spri,2040,190.9444862
p69,spri,2042,220.1478714
p69,spri,2044,249.1371732
p69,spri,2046,276.9598544
p69,spri,2048,302.6246687
p69,spri,2050,325.2426124
p70,summ,2012,0.907720308
p70,summ,2014,3.561210987
p70,summ,2016,8.765104255
p70,summ,2018,17.64006332
p70,summ,2020,31.62110971
p70,summ,2022,51.59018203
p70,summ,2024,80.61458153
p70,summ,2026,119.3018973
p70,summ,2028,169.6397386
p70,summ,2030,235.5159824
p70,summ,2032,348.4095788
p70,summ,2034,493.2428308
p70,summ,2036,672.9551957
p70,summ,2038,888.1060093
p70,summ,2040,1136.385045
p70,summ,2042,1310.18577
p70,summ,2044,1482.712402
p70,summ,2046,1648.296019
p70,summ,2048,1801.03733
p70,summ,2050,1935.645527
p70,fall,2012,0.907720308
p70,fall,2014,3.561210987
p70,fall,2016,8.765104255
p70,fall,2018,17.64006332
p70,fall,2020,31.62110971
p70,fall,2022,51.59018203
p70,fall,2024,80.61458153
p70,fall,2026,119.3018973
p70,fall,2028,169.6397386
p70,fall,2030,235.5159824
p70,fall,2032,348.4095788
p70,fall,2034,493.2428308
p70,fall,2036,672.9551957
p70,fall,2038,888.1060093
p70,fall,2040,1136.385045
p70,fall,2042,1310.18577
p70,fall,2044,1482.712402
p70,fall,2046,1648.296019
p70,fall,2048,1801.03733
p70,fall,2050,1935.645527
p70,wint,2012,0.907720308
p70,wint,2014,3.561210987
p70,wint,2016,8.765104255
p70,wint,2018,17.64006332
p70,wint,2020,31.62110971
p70,wint,2022,51.59018203
p70,wint,2024,80.61458153
p70,wint,2026,119.3018973
p70,wint,2028,169.6397386
p70,wint,2030,235.5159824
p70,wint,2032,348.4095788
p70,wint,2034,493.2428308
p70,wint,2036,672.9551957
p70,wint,2038,888.1060093
p70,wint,2040,1136.385045
p70,wint,2042,1310.18577
p70,wint,2044,1482.712402
p70,wint,2046,1648.296019
p70,wint,2048,1801.03733
p70,wint,2050,1935.645527
p70,spri,2012,0.907720308
p70,spri,2014,3.561210987
p70,spri,2016,8.765104255
p70,spri,2018,17.64006332
p70,spri,2020,31.62110971
p70,spri,2022,51.59018203
p70,spri,2024,80.61458153
p70,spri,2026,119.3018973
p70,spri,2028,169.6397386
p70,spri,2030,235.5159824
p70,spri,2032,348.4095788
p70,spri,2034,493.2428308
p70,spri,2036,672.9551957
p70,spri,2038,888.1060093
p70,spri,2040,1136.385045
p70,spri,2042,1310.18577
p70,spri,2044,1482.712402
p70,spri,2046,1648.296019
p70,spri,2048,1801.03733
p70,spri,2050,1935.645527
p71,summ,2012,0.060710677
p71,summ,2014,0.240008612
p71,summ,2016,0.595792013
p71,summ,2018,1.210398368
p71,summ,2020,2.192251375
p71,summ,2022,3.6170115
p71,summ,2024,5.720941212
p71,summ,2026,8.577568415
p71,summ,2028,12.36861312
p71,summ,2030,17.42990037
p71,summ,2032,26.19853621
p71,summ,2034,37.72098919
p71,summ,2036,52.3961072
p71,summ,2038,70.47192343
p71,summ,2040,92.00292072
p71,summ,2042,108.346337
p71,summ,2044,125.3919218
p71,summ,2046,142.7254551
p71,summ,2048,159.889061
p71,summ,2050,176.4116606
p71,fall,2012,0.060710677
p71,fall,2014,0.240008612
p71,fall,2016,0.595792013
p71,fall,2018,1.210398368
p71,fall,2020,2.192251375
p71,fall,2022,3.6170115
p71,fall,2024,5.720941212
p71,fall,2026,8.577568415
p71,fall,2028,12.36861312
p71,fall,2030,17.42990037
p71,fall,2032,26.19853621
p71,fall,2034,37.72098919
p71,fall,2036,52.3961072
p71,fall,2038,70.47192343
p71,fall,2040,92.00292072
p71,fall,2042,108.346337
p71,fall,2044,125.3919218
p71,fall,2046,142.7254551
p71,fall,2048,159.889061
p71,fall,2050,176.4116606
p71,wint,2012,0.060710677
p71,wint,2014,0.240008612
p71,wint,2016,0.595792013
p71,wint,2018,1.210398368
p71,wint,2020,2.192251375
p71,wint,2022,3.6170115
p71,wint,2024,5.720941212
p71,wint,2026,8.577568415
p71,wint,2028,12.36861312
p71,wint,2030,17.42990037
p71,wint,2032,26.19853621
p71,wint,2034,37.72098919
p71,wint,2036,52.3961072
p71,wint,2038,70.47192343
p71,wint,2040,92.00292072
p71,wint,2042,108.346337
p71,wint,2044,125.3919218
p71,wint,2046,142.7254551
p71,wint,2048,159.889061
p71,wint,2050,176.4116606
p71,spri,2012,0.060710677
p71,spri,2014,0.240008612
p71,spri,2016,0.595792013
p71,spri,2018,1.210398368
p71,spri,2020,2.192251375
p71,spri,2022,3.6170115
p71,spri,2024,5.720941212
p71,spri,2026,8.577568415
p71,spri,2028,12.36861312
p71,spri,2030,17.42990037
p71,spri,2032,26.19853621
p71,spri,2034,37.72098919
p71,spri,2036,52.3961072
p71,spri,2038,70.47192343
p71,spri,2040,92.00292072
p71,spri,2042,108.346337
p71,spri,2044,125.3919218
p71,spri,2046,142.7254551
p71,spri,2048,159.889061
p71,spri,2050,176.4116606
p72,summ,2012,1.335855185
p72,summ,2014,5.28106032
p72,summ,2016,13.10958609
p72,summ,2018,26.63315595
p72,summ,2020,48.23748472
p72,summ,2022,79.58737713
p72,summ,2024,125.8814648
p72,summ,2026,188.7376284
p72,summ,2028,272.1543676
p72,summ,2030,383.5210517
p72,summ,2032,576.4628565
p72,summ,2034,829.9986308
p72,summ,2036,1152.904475
p72,summ,2038,1550.638019
p72,summ,2040,2024.398084
p72,summ,2042,2384.012544
p72,summ,2044,2759.077258
p72,summ,2046,3140.477884
p72,summ,2048,3518.139491
p72,summ,2050,3881.696633
p72,fall,2012,1.335855185
p72,fall,2014,5.28106032
p72,fall,2016,13.10958609
p72,fall,2018,26.63315595
p72,fall,2020,48.23748472
p72,fall,2022,79.58737713
p72,fall,2024,125.8814648
p72,fall,2026,188.7376284
p72,fall,2028,272.1543676
p72,fall,2030,383.5210517
p72,fall,2032,576.4628565
p72,fall,2034,829.9986308
p72,fall,2036,1152.904475
p72,fall,2038,1550.638019
p72,fall,2040,2024.398084
p72,fall,2042,2384.012544
p72,fall,2044,2759.077258
p72,fall,2046,3140.477884
p72,fall,2048,3518.139491
p72,fall,2050,3881.696633
p72,wint,2012,1.335855185
p72,wint,2014,5.28106032
p72,wint,2016,13.10958609
p72,wint,2018,26.63315595
p72,wint,2020,48.23748472
p72,wint,2022,79.58737713
p72,wint,2024,125.8814648
p72,wint,2026,188.7376284
p72,wint,2028,272.1543676
p72,wint,2030,383.5210517
p72,wint,2032,576.4628565
p72,wint,2034,829.9986308
p72,wint,2036,1152.904475
p72,wint,2038,1550.638019
p72,wint,2040,2024.398084
p72,wint,2042,2384.012544
p72,wint,2044,2759.077258
p72,wint,2046,3140.477884
p72,wint,2048,3518.139491
p72,wint,2050,3881.696633
p72,spri,2012,1.335855185
p72,spri,2014,5.28106032
p72,spri,2016,13.10958609
p72,spri,2018,26.63315595
p72,spri,2020,48.23748472
p72,spri,2022,79.58737713
p72,spri,2024,125.8814648
p72,spri,2026,188.7376284
p72,spri,2028,272.1543676
p72,spri,2030,383.5210517
p72,spri,2032,576.4628565
p72,spri,2034,829.9986308
p72,spri,2036,1152.904475
p72,spri,2038,1550.638019
p72,spri,2040,2024.398084
p72,spri,2042,2384.012544
p72,spri,2044,2759.077258
p72,spri,2046,3140.477884
p72,spri,2048,3518.139491
p72,spri,2050,3881.696633
p73,summ,2012,0.085016306
p73,summ,2014,0.336096492
p73,summ,2016,0.834318419
p73,summ,2018,1.694983535
p73,summ,2020,3.069923163
p73,summ,2022,5.06508857
p73,summ,2024,8.011330333
p73,summ,2026,12.01161338
p73,summ,2028,17.32040967
p73,summ,2030,24.40799239
p73,summ,2032,36.68716738
p73,summ,2034,52.82265517
p73,summ,2036,73.37298312
p73,summ,2038,98.68548494
p73,summ,2040,128.8364558
p73,summ,2042,151.7229883
p73,summ,2044,175.5928036
p73,summ,2046,199.8658482
p73,summ,2048,223.9009346
p73,summ,2050,247.0383867
p73,fall,2012,0.085016306
p73,fall,2014,0.336096492
p73,fall,2016,0.834318419
p73,fall,2018,1.694983535
p73,fall,2020,3.069923163
p73,fall,2022,5.06508857
p73,fall,2024,8.011330333
p73,fall,2026,12.01161338
p73,fall,2028,17.32040967
p73,fall,2030,24.40799239
p73,fall,2032,36.68716738
p73,fall,2034,52.82265517
p73,fall,2036,73.37298312
p73,fall,2038,98.68548494
p73,fall,2040,128.8364558
p73,fall,2042,151.7229883
p73,fall,2044,175.5928036
p73,fall,2046,199.8658482
p73,fall,2048,223.9009346
p73,fall,2050,247.0383867
p73,wint,2012,0.085016306
p73,wint,2014,0.336096492
p73,wint,2016,0.834318419
p73,wint,2018,1.694983535
p73,wint,2020,3.069923163
p73,wint,2022,5.06508857
p73,wint,2024,8.011330333
p73,wint,2026,12.01161338
p73,wint,2028,17.32040967
p73,wint,2030,24.40799239
p73,wint,2032,36.68716738
p73,wint,2034,52.82265517
p73,wint,2036,73.37298312
p73,wint,2038,98.68548494
p73,wint,2040,128.8364558
p73,wint,2042,151.7229883
p73,wint,2044,175.5928036
p73,wint,2046,199.8658482
p73,wint,2048,223.9009346
p73,wint,2050,247.0383867
p73,spri,2012,0.085016306
p73,spri,2014,0.336096492
p73,spri,2016,0.834318419
p73,spri,2018,1.694983535
p73,spri,2020,3.069923163
p73,spri,2022,5.06508857
p73,spri,2024,8.011330333
p73,spri,2026,12.01161338
p73,spri,2028,17.32040967
p73,spri,2030,24.40799239
p73,spri,2032,36.68716738
p73,spri,2034,52.82265517
p73,spri,2036,73.37298312
p73,spri,2038,98.68548494
p73,spri,2040,128.8364558
p73,spri,2042,151.7229883
p73,spri,2044,175.5928036
p73,spri,2046,199.8658482
p73,spri,2048,223.9009346
p73,spri,2050,247.0383867
p74,summ,2012,0.116884445
p74,summ,2014,0.460067865
p74,summ,2016,1.13714805
p74,summ,2018,2.300415629
p74,summ,2020,4.149031801
p74,summ,2022,6.817293187
p74,summ,2024,10.73883183
p74,summ,2026,16.03641821
p74,summ,2028,23.03237345
p74,summ,2030,32.33048535
p74,summ,2032,48.40764814
p74,summ,2034,69.43266287
p74,summ,2036,96.08215672
p74,summ,2038,128.749649
p74,summ,2040,167.469665
p74,summ,2042,196.5059668
p74,summ,2044,226.6082418
p74,summ,2046,257.0240426
p74,summ,2048,286.9288379
p74,summ,2050,315.4907433
p74,fall,2012,0.116884445
p74,fall,2014,0.460067865
p74,fall,2016,1.13714805
p74,fall,2018,2.300415629
p74,fall,2020,4.149031801
p74,fall,2022,6.817293187
p74,fall,2024,10.73883183
p74,fall,2026,16.03641821
p74,fall,2028,23.03237345
p74,fall,2030,32.33048535
p74,fall,2032,48.40764814
p74,fall,2034,69.43266287
p74,fall,2036,96.08215672
p74,fall,2038,128.749649
p74,fall,2040,167.469665
p74,fall,2042,196.5059668
p74,fall,2044,226.6082418
p74,fall,2046,257.0240426
p74,fall,2048,286.9288379
p74,fall,2050,315.4907433
p74,wint,2012,0.116884445
p74,wint,2014,0.460067865
