*r,szn,t,MWh
p5,spri,2012,1.548003
p5,spri,2014,6.208043494
p5,spri,2016,15.62620011
p5,spri,2018,32.17516658
p5,spri,2020,59.03979296
p5,spri,2022,98.64787169
p5,spri,2024,157.9549039
p5,spri,2026,239.6597008
p5,spri,2028,349.6033873
p5,spri,2030,498.2241955
p5,spri,2032,757.1000524
p5,spri,2034,1101.715779
p5,spri,2036,1546.243207
p5,spri,2038,2100.690722
p5,spri,2040,2769.533307
p5,spri,2042,3292.781594
p5,spri,2044,3846.470503
p5,spri,2046,4418.063276
p5,spri,2048,4993.385281
p5,spri,2050,5557.133033
p6,summ,2012,0.269111857
p6,summ,2014,1.079234414
p6,summ,2016,2.716529439
p6,summ,2018,5.593476764
p6,summ,2020,10.26374515
p6,summ,2022,17.14939305
p6,summ,2024,27.45959629
p6,summ,2026,41.66352843
p6,summ,2028,60.77663713
p6,summ,2030,86.61355193
p6,summ,2032,131.617704
p6,summ,2034,191.5272635
p6,summ,2036,268.8059262
p6,summ,2038,365.1935948
p6,summ,2040,481.4682206
p6,summ,2042,572.4320741
p6,summ,2044,668.687863
p6,summ,2046,768.0561409
p6,summ,2048,868.0727255
p6,summ,2050,966.0771893
p6,fall,2012,0.269111857
p6,fall,2014,1.079234414
p6,fall,2016,2.716529439
p6,fall,2018,5.593476764
p6,fall,2020,10.26374515
p6,fall,2022,17.14939305
p6,fall,2024,27.45959629
p6,fall,2026,41.66352843
p6,fall,2028,60.77663713
p6,fall,2030,86.61355193
p6,fall,2032,131.617704
p6,fall,2034,191.5272635
p6,fall,2036,268.8059262
p6,fall,2038,365.1935948
p6,fall,2040,481.4682206
p6,fall,2042,572.4320741
p6,fall,2044,668.687863
p6,fall,2046,768.0561409
p6,fall,2048,868.0727255
p6,fall,2050,966.0771893
p6,wint,2012,0.269111857
p6,wint,2014,1.079234414
p6,wint,2016,2.716529439
p6,wint,2018,5.593476764
p6,wint,2020,10.26374515
p6,wint,2022,17.14939305
p6,wint,2024,27.45959629
p6,wint,2026,41.66352843
p6,wint,2028,60.77663713
p6,wint,2030,86.61355193
p6,wint,2032,131.617704
p6,wint,2034,191.5272635
p6,wint,2036,268.8059262
p6,wint,2038,365.1935948
p6,wint,2040,481.4682206
p6,wint,2042,572.4320741
p6,wint,2044,668.687863
p6,wint,2046,768.0561409
p6,wint,2048,868.0727255
p6,wint,2050,966.0771893
p6,spri,2012,0.269111857
p6,spri,2014,1.079234414
p6,spri,2016,2.716529439
p6,spri,2018,5.593476764
p6,spri,2020,10.26374515
p6,spri,2022,17.14939305
p6,spri,2024,27.45959629
p6,spri,2026,41.66352843
p6,spri,2028,60.77663713
p6,spri,2030,86.61355193
p6,spri,2032,131.617704
p6,spri,2034,191.5272635
p6,spri,2036,268.8059262
p6,spri,2038,365.1935948
p6,spri,2040,481.4682206
p6,spri,2042,572.4320741
p6,spri,2044,668.687863
p6,spri,2046,768.0561409
p6,spri,2048,868.0727255
p6,spri,2050,966.0771893
p7,summ,2012,0.032223642
p7,summ,2014,0.129228283
p7,summ,2016,0.325279134
p7,summ,2018,0.669766817
p7,summ,2020,1.228988019
p7,summ,2022,2.053480311
p7,summ,2024,3.288031253
p7,summ,2026,4.988820016
p7,summ,2028,7.277437011
p7,summ,2030,10.37116725
p7,summ,2032,15.75999588
p7,summ,2034,22.93360841
p7,summ,2036,32.18700949
p7,summ,2038,43.7285363
p7,summ,2040,57.65134127
p7,summ,2042,68.54341667
p7,summ,2044,80.06915212
p7,summ,2046,91.96757917
p7,summ,2048,103.9436349
p7,summ,2050,115.6787579
p7,fall,2012,0.032223642
p7,fall,2014,0.129228283
p7,fall,2016,0.325279134
p7,fall,2018,0.669766817
p7,fall,2020,1.228988019
p7,fall,2022,2.053480311
p7,fall,2024,3.288031253
p7,fall,2026,4.988820016
p7,fall,2028,7.277437011
p7,fall,2030,10.37116725
p7,fall,2032,15.75999588
p7,fall,2034,22.93360841
p7,fall,2036,32.18700949
p7,fall,2038,43.7285363
p7,fall,2040,57.65134127
p7,fall,2042,68.54341667
p7,fall,2044,80.06915212
p7,fall,2046,91.96757917
p7,fall,2048,103.9436349
p7,fall,2050,115.6787579
p7,wint,2012,0.032223642
p7,wint,2014,0.129228283
p7,wint,2016,0.325279134
p7,wint,2018,0.669766817
p7,wint,2020,1.228988019
p7,wint,2022,2.053480311
p7,wint,2024,3.288031253
p7,wint,2026,4.988820016
p7,wint,2028,7.277437011
p7,wint,2030,10.37116725
p7,wint,2032,15.75999588
p7,wint,2034,22.93360841
p7,wint,2036,32.18700949
p7,wint,2038,43.7285363
p7,wint,2040,57.65134127
p7,wint,2042,68.54341667
p7,wint,2044,80.06915212
p7,wint,2046,91.96757917
p7,wint,2048,103.9436349
p7,wint,2050,115.6787579
p7,spri,2012,0.032223642
p7,spri,2014,0.129228283
p7,spri,2016,0.325279134
p7,spri,2018,0.669766817
p7,spri,2020,1.228988019
p7,spri,2022,2.053480311
p7,spri,2024,3.288031253
p7,spri,2026,4.988820016
p7,spri,2028,7.277437011
p7,spri,2030,10.37116725
p7,spri,2032,15.75999588
p7,spri,2034,22.93360841
p7,spri,2036,32.18700949
p7,spri,2038,43.7285363
p7,spri,2040,57.65134127
p7,spri,2042,68.54341667
p7,spri,2044,80.06915212
p7,spri,2046,91.96757917
p7,spri,2048,103.9436349
p7,spri,2050,115.6787579
p8,summ,2012,0.043952484
p8,summ,2014,0.17583263
p8,summ,2016,0.441545928
p8,summ,2018,0.907121891
p8,summ,2020,1.660929524
p8,summ,2022,2.769458951
p8,summ,2024,4.425636305
p8,summ,2026,6.702052899
p8,summ,2028,9.758640746
p8,summ,2030,13.88258693
p8,summ,2032,21.05998316
p8,summ,2034,30.59575882
p8,summ,2036,42.87269251
p8,summ,2038,58.15690735
p8,summ,2040,76.56034686
p8,summ,2042,90.89517411
p8,summ,2044,106.0328952
p8,summ,2046,121.6272275
p8,summ,2048,137.2879544
p8,summ,2050,152.596688
p8,fall,2012,0.043952484
p8,fall,2014,0.17583263
p8,fall,2016,0.441545928
p8,fall,2018,0.907121891
p8,fall,2020,1.660929524
p8,fall,2022,2.769458951
p8,fall,2024,4.425636305
p8,fall,2026,6.702052899
p8,fall,2028,9.758640746
p8,fall,2030,13.88258693
p8,fall,2032,21.05998316
p8,fall,2034,30.59575882
p8,fall,2036,42.87269251
p8,fall,2038,58.15690735
p8,fall,2040,76.56034686
p8,fall,2042,90.89517411
p8,fall,2044,106.0328952
p8,fall,2046,121.6272275
p8,fall,2048,137.2879544
p8,fall,2050,152.596688
p8,wint,2012,0.043952484
p8,wint,2014,0.17583263
p8,wint,2016,0.441545928
p8,wint,2018,0.907121891
p8,wint,2020,1.660929524
p8,wint,2022,2.769458951
p8,wint,2024,4.425636305
p8,wint,2026,6.702052899
p8,wint,2028,9.758640746
p8,wint,2030,13.88258693
p8,wint,2032,21.05998316
p8,wint,2034,30.59575882
p8,wint,2036,42.87269251
p8,wint,2038,58.15690735
p8,wint,2040,76.56034686
p8,wint,2042,90.89517411
p8,wint,2044,106.0328952
p8,wint,2046,121.6272275
p8,wint,2048,137.2879544
p8,wint,2050,152.596688
p8,spri,2012,0.043952484
p8,spri,2014,0.17583263
p8,spri,2016,0.441545928
p8,spri,2018,0.907121891
p8,spri,2020,1.660929524
p8,spri,2022,2.769458951
p8,spri,2024,4.425636305
p8,spri,2026,6.702052899
p8,spri,2028,9.758640746
p8,spri,2030,13.88258693
p8,spri,2032,21.05998316
p8,spri,2034,30.59575882
p8,spri,2036,42.87269251
p8,spri,2038,58.15690735
p8,spri,2040,76.56034686
p8,spri,2042,90.89517411
p8,spri,2044,106.0328952
p8,spri,2046,121.6272275
p8,spri,2048,137.2879544
p8,spri,2050,152.596688
p9,summ,2012,7.208615081
p9,summ,2014,28.83818223
p9,summ,2016,72.41762769
p9,summ,2018,148.7764041
p9,summ,2020,272.4078479
p9,summ,2022,454.216956
p9,summ,2024,725.845404
p9,summ,2026,1099.19884
p9,summ,2028,1600.507599
p9,summ,2030,2276.873025
p9,summ,2032,3454.032579
p9,summ,2034,5017.988237
p9,summ,2036,7031.519237
p9,summ,2038,9538.272239
p9,summ,2040,12556.60702
p9,summ,2042,14907.65165
p9,summ,2044,17390.37832
p9,summ,2046,19947.99346
p9,summ,2048,22516.49793
p9,summ,2050,25027.27225
p9,fall,2012,7.208615081
p9,fall,2014,28.83818223
p9,fall,2016,72.41762769
p9,fall,2018,148.7764041
p9,fall,2020,272.4078479
p9,fall,2022,454.216956
p9,fall,2024,725.845404
p9,fall,2026,1099.19884
p9,fall,2028,1600.507599
p9,fall,2030,2276.873025
p9,fall,2032,3454.032579
p9,fall,2034,5017.988237
p9,fall,2036,7031.519237
p9,fall,2038,9538.272239
p9,fall,2040,12556.60702
p9,fall,2042,14907.65165
p9,fall,2044,17390.37832
p9,fall,2046,19947.99346
p9,fall,2048,22516.49793
p9,fall,2050,25027.27225
p9,wint,2012,7.208615081
p9,wint,2014,28.83818223
p9,wint,2016,72.41762769
p9,wint,2018,148.7764041
p9,wint,2020,272.4078479
p9,wint,2022,454.216956
p9,wint,2024,725.845404
p9,wint,2026,1099.19884
p9,wint,2028,1600.507599
p9,wint,2030,2276.873025
p9,wint,2032,3454.032579
p9,wint,2034,5017.988237
p9,wint,2036,7031.519237
p9,wint,2038,9538.272239
p9,wint,2040,12556.60702
p9,wint,2042,14907.65165
p9,wint,2044,17390.37832
p9,wint,2046,19947.99346
p9,wint,2048,22516.49793
p9,wint,2050,25027.27225
p9,spri,2012,7.208615081
p9,spri,2014,28.83818223
p9,spri,2016,72.41762769
p9,spri,2018,148.7764041
p9,spri,2020,272.4078479
p9,spri,2022,454.216956
p9,spri,2024,725.845404
p9,spri,2026,1099.19884
p9,spri,2028,1600.507599
p9,spri,2030,2276.873025
p9,spri,2032,3454.032579
p9,spri,2034,5017.988237
p9,spri,2036,7031.519237
p9,spri,2038,9538.272239
p9,spri,2040,12556.60702
p9,spri,2042,14907.65165
p9,spri,2044,17390.37832
p9,spri,2046,19947.99346
p9,spri,2048,22516.49793
p9,spri,2050,25027.27225
p10,summ,2012,9.49306978
p10,summ,2014,37.97718052
p10,summ,2016,95.36722175
p10,summ,2018,195.9245666
p10,summ,2020,358.7355796
p10,summ,2022,598.1611184
p10,summ,2024,955.8703014
p10,summ,2026,1447.541751
p10,summ,2028,2107.718355
p10,summ,2030,2998.428167
p10,summ,2032,4548.636864
p10,summ,2034,6608.219743
p10,summ,2036,9259.851168
p10,summ,2038,12561.0097
p10,summ,2040,16535.87344
p10,summ,2042,19631.97865
p10,summ,2044,22901.49676
p10,summ,2046,26269.63595
p10,summ,2048,29652.11538
p10,summ,2050,32958.5696
p10,fall,2012,9.49306978
p10,fall,2014,37.97718052
p10,fall,2016,95.36722175
p10,fall,2018,195.9245666
p10,fall,2020,358.7355796
p10,fall,2022,598.1611184
p10,fall,2024,955.8703014
p10,fall,2026,1447.541751
p10,fall,2028,2107.718355
p10,fall,2030,2998.428167
p10,fall,2032,4548.636864
p10,fall,2034,6608.219743
p10,fall,2036,9259.851168
p10,fall,2038,12561.0097
p10,fall,2040,16535.87344
p10,fall,2042,19631.97865
p10,fall,2044,22901.49676
p10,fall,2046,26269.63595
p10,fall,2048,29652.11538
p10,fall,2050,32958.5696
p10,wint,2012,9.49306978
p10,wint,2014,37.97718052
p10,wint,2016,95.36722175
p10,wint,2018,195.9245666
p10,wint,2020,358.7355796
p10,wint,2022,598.1611184
p10,wint,2024,955.8703014
p10,wint,2026,1447.541751
p10,wint,2028,2107.718355
p10,wint,2030,2998.428167
p10,wint,2032,4548.636864
p10,wint,2034,6608.219743
p10,wint,2036,9259.851168
p10,wint,2038,12561.0097
p10,wint,2040,16535.87344
p10,wint,2042,19631.97865
p10,wint,2044,22901.49676
p10,wint,2046,26269.63595
p10,wint,2048,29652.11538
p10,wint,2050,32958.5696
p10,spri,2012,9.49306978
p10,spri,2014,37.97718052
p10,spri,2016,95.36722175
p10,spri,2018,195.9245666
p10,spri,2020,358.7355796
p10,spri,2022,598.1611184
p10,spri,2024,955.8703014
p10,spri,2026,1447.541751
p10,spri,2028,2107.718355
p10,spri,2030,2998.428167
p10,spri,2032,4548.636864
p10,spri,2034,6608.219743
p10,spri,2036,9259.851168
p10,spri,2038,12561.0097
p10,spri,2040,16535.87344
p10,spri,2042,19631.97865
p10,spri,2044,22901.49676
p10,spri,2046,26269.63595
p10,spri,2048,29652.11538
p10,spri,2050,32958.5696
p11,summ,2012,1.527328065
p11,summ,2014,6.11010084
p11,summ,2016,15.34351244
p11,summ,2018,31.52205726
p11,summ,2020,57.7165165
p11,summ,2022,96.2373905
p11,summ,2024,153.7887713
p11,summ,2026,232.8931728
p11,summ,2028,339.1081568
p11,summ,2030,482.413339
p11,summ,2032,731.8244678
p11,summ,2034,1063.188168
p11,summ,2036,1489.805815
p11,summ,2038,2020.925062
p11,summ,2040,2660.435893
p11,summ,2042,3158.56437
p11,summ,2044,3684.593028
p11,summ,2046,4226.48871
p11,summ,2048,4770.691572
p11,summ,2050,5302.662837
p11,fall,2012,1.527328065
p11,fall,2014,6.11010084
p11,fall,2016,15.34351244
p11,fall,2018,31.52205726
p11,fall,2020,57.7165165
p11,fall,2022,96.2373905
p11,fall,2024,153.7887713
p11,fall,2026,232.8931728
p11,fall,2028,339.1081568
p11,fall,2030,482.413339
p11,fall,2032,731.8244678
p11,fall,2034,1063.188168
p11,fall,2036,1489.805815
p11,fall,2038,2020.925062
p11,fall,2040,2660.435893
p11,fall,2042,3158.56437
p11,fall,2044,3684.593028
p11,fall,2046,4226.48871
p11,fall,2048,4770.691572
p11,fall,2050,5302.662837
p11,wint,2012,1.527328065
p11,wint,2014,6.11010084
p11,wint,2016,15.34351244
p11,wint,2018,31.52205726
p11,wint,2020,57.7165165
p11,wint,2022,96.2373905
p11,wint,2024,153.7887713
p11,wint,2026,232.8931728
p11,wint,2028,339.1081568
p11,wint,2030,482.413339
p11,wint,2032,731.8244678
p11,wint,2034,1063.188168
p11,wint,2036,1489.805815
p11,wint,2038,2020.925062
p11,wint,2040,2660.435893
p11,wint,2042,3158.56437
p11,wint,2044,3684.593028
p11,wint,2046,4226.48871
p11,wint,2048,4770.691572
p11,wint,2050,5302.662837
p11,spri,2012,1.527328065
p11,spri,2014,6.11010084
p11,spri,2016,15.34351244
p11,spri,2018,31.52205726
p11,spri,2020,57.7165165
p11,spri,2022,96.2373905
p11,spri,2024,153.7887713
p11,spri,2026,232.8931728
p11,spri,2028,339.1081568
p11,spri,2030,482.413339
p11,spri,2032,731.8244678
p11,spri,2034,1063.188168
p11,spri,2036,1489.805815
p11,spri,2038,2020.925062
p11,spri,2040,2660.435893
p11,spri,2042,3158.56437
p11,spri,2044,3684.593028
p11,spri,2046,4226.48871
p11,spri,2048,4770.691572
p11,spri,2050,5302.662837
p12,summ,2012,0.396195054
p12,summ,2014,1.633413689
p12,summ,2016,4.218582273
p12,summ,2018,8.896775851
p12,summ,2020,16.69507402
p12,summ,2022,28.48630527
p12,summ,2024,46.52032917
p12,summ,2026,71.9034463
p12,summ,2028,106.7396759
p12,summ,2030,154.6463779
p12,summ,2032,238.7023226
p12,summ,2034,352.531232
p12,summ,2036,501.7785807
p12,summ,2038,690.8638881
p12,summ,2040,922.4887418
p12,summ,2042,1110.131948
p12,summ,2044,1311.888798
p12,summ,2046,1523.5546
p12,summ,2048,1740.240825
p12,summ,2050,1956.37049
p12,fall,2012,0.396195054
p12,fall,2014,1.633413689
p12,fall,2016,4.218582273
p12,fall,2018,8.896775851
p12,fall,2020,16.69507402
p12,fall,2022,28.48630527
p12,fall,2024,46.52032917
p12,fall,2026,71.9034463
p12,fall,2028,106.7396759
p12,fall,2030,154.6463779
p12,fall,2032,238.7023226
p12,fall,2034,352.531232
p12,fall,2036,501.7785807
p12,fall,2038,690.8638881
p12,fall,2040,922.4887418
p12,fall,2042,1110.131948
p12,fall,2044,1311.888798
p12,fall,2046,1523.5546
p12,fall,2048,1740.240825
p12,fall,2050,1956.37049
p12,wint,2012,0.396195054
p12,wint,2014,1.633413689
p12,wint,2016,4.218582273
p12,wint,2018,8.896775851
p12,wint,2020,16.69507402
p12,wint,2022,28.48630527
p12,wint,2024,46.52032917
p12,wint,2026,71.9034463
p12,wint,2028,106.7396759
p12,wint,2030,154.6463779
p12,wint,2032,238.7023226
p12,wint,2034,352.531232
p12,wint,2036,501.7785807
p12,wint,2038,690.8638881
