r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p19183,0.094,0.188,0.376,0.667,1.384,2.374,4.935,5.248813591,5.778461836,6.419894078,7.217993101,8.323119722,8.551,8.971,9.334,9.645,9.955,10.273,10.58,10.942,11.28
p19185,0.0005,0.001,0.002,0.004,0.009,0.015,0.018,0.01941356,0.021189812,0.024988588,0.028651576,0.044295475,0.073,0.097,0.133,0.18,0.239,0.312,0.394,0.478,0.561
p29001,0.05525,0.1105,0.221,0.318,0.443,0.737,0.029,0.033718289,0.048736568,0.083657445,0.165297552,0.369867215,0.614,0.848,1.165,1.58,2.122,3.031,4.47,6.388,8.769
p29045,0.01325,0.0265,0.053,0.075,0.103,0.174,0.007,0.008174131,0.008475925,0.013037524,0.02093769,0.03875854,0.066,0.099,0.142,0.209,0.339,0.544,0.847,1.243,1.727
p29103,0.00875,0.0175,0.035,0.05,0.067,0.114,0.005,0.005108832,0.005297453,0.008691683,0.013223804,0.024362511,0.042,0.066,0.1,0.153,0.248,0.396,0.612,0.899,1.258
p29111,0.018,0.036,0.072,0.102,0.138,0.234,0.01,0.010217663,0.011654397,0.017383365,0.028651576,0.052047183,0.083,0.126,0.183,0.269,0.419,0.654,1.02,1.516,2.14
p29121,0.0395,0.079,0.158,0.218,0.292,0.469,0.018,0.024522392,0.037082172,0.061928239,0.113504319,0.229229082,0.387,0.498,0.65,0.836,1.02,1.316,1.821,2.556,3.507
p29127,0.07175,0.1435,0.287,0.383,0.502,0.801,0.035,0.036783588,0.063569437,0.196649319,0.340512957,0.765204328,1.375,1.47,1.585,1.741,2.506,3.691,5.349,7.35,9.191
p29137,0.0205,0.041,0.082,0.117,0.158,0.261,0.011,0.01123943,0.014832869,0.021729207,0.038569429,0.077517081,0.135,0.194,0.273,0.38,0.541,0.797,1.199,1.713,2.338
p29173,0.01975,0.0395,0.079,0.112,0.153,0.258,0.011,0.01123943,0.012713887,0.015210445,0.022039674,0.045402862,0.079,0.121,0.18,0.267,0.421,0.685,1.123,1.698,2.399
p29197,0.00875,0.0175,0.035,0.05,0.069,0.114,0.005,0.005108832,0.006356944,0.007605222,0.013223804,0.026577285,0.045,0.065,0.091,0.126,0.176,0.262,0.406,0.598,0.841
p29199,0.015,0.03,0.06,0.081,0.107,0.167,0.006,0.010217663,0.018011341,0.036939651,0.069424972,0.140638133,0.221,0.276,0.312,0.386,0.509,0.682,0.927,1.216,1.541
p29205,0.01275,0.0255,0.051,0.071,0.097,0.16,0.007,0.007152364,0.008475925,0.011951064,0.018733723,0.03875854,0.065,0.092,0.127,0.177,0.258,0.386,0.619,0.964,1.382
p29007,0.0455,0.091,0.182,0.254,0.342,0.569,0.023,0.024522392,0.027546756,0.035853191,0.060609102,0.121812556,0.218,0.328,0.481,0.706,1.127,1.78,2.992,4.516,6.269
p29019,0.42625,0.8525,1.705,2.319,2.99,4.662,0.177,0.210483862,0.417439304,1.197279281,1.972550786,3.999881378,6.712,8.374,10.836,13.27,17.717,22.499,28.958,35.577,39.83
p29027,0.0735,0.147,0.294,0.414,0.561,0.942,0.038,0.039848887,0.044498606,0.057582397,0.092566629,0.174967126,0.31,0.475,0.71,1.067,1.757,2.828,4.651,6.961,9.656
p29031,0.19825,0.3965,0.793,1.115,1.465,2.344,0.1,0.149177883,0.268051127,0.544316624,1.088759875,2.569137541,4.317,5.324,6.307,7.381,9.889,13.022,18.263,24.292,30.03
p29051,0.17025,0.3405,0.681,0.95,1.287,2.109,0.083,0.08889367,0.10277059,0.137980462,0.251252279,0.553693435,0.871,1.217,1.69,2.382,3.683,5.723,9.267,13.751,18.856
p29053,0.039,0.078,0.156,0.259,0.376,0.591,0.023,0.041892419,0.092175684,0.340062083,0.660088224,1.312253442,2.113,2.466,2.783,3.11,4.29,5.571,7.126,8.646,9.821
p29071,0.224,0.448,0.896,1.292,1.805,2.927,0.114,0.137938453,0.192827293,0.356358988,0.664496159,1.395307457,2.378,3.18,4.098,5.266,7.171,9.998,14.545,20.226,26.557
p29073,0.03475,0.0695,0.139,0.194,0.262,0.432,0.018,0.01941356,0.023308794,0.03150735,0.047385298,0.094127884,0.171,0.234,0.314,0.424,0.61,0.938,1.57,2.364,3.247
p29089,0.01725,0.0345,0.069,0.098,0.134,0.225,0.009,0.010217663,0.010594906,0.013037524,0.019835706,0.042080701,0.08,0.125,0.191,0.29,0.483,0.778,1.205,1.759,2.412
p29099,0.45675,0.9135,1.827,2.581,3.483,5.715,0.277,0.460816611,0.772368661,1.75571989,3.064616613,6.814858804,11.042,12.518,14.22,16.431,22.754,30.605,41.915,54.813,68.068
p29113,0.21125,0.4225,0.845,1.063,1.344,2.007,0.073,0.243180384,0.603909653,1.531909062,2.801242513,4.935623284,7.044,7.933,8.708,9.732,11.909,14.192,16.905,19.531,22.189
p29125,0.01675,0.0335,0.067,0.096,0.131,0.222,0.009,0.009195897,0.010594906,0.013037524,0.018733723,0.03543638,0.063,0.099,0.153,0.235,0.402,0.664,1.088,1.63,2.267
p29131,0.05625,0.1125,0.225,0.326,0.442,0.739,0.032,0.037805354,0.05191504,0.114078334,0.222600703,0.481713289,0.82,0.933,1.089,1.321,1.987,2.967,4.546,6.396,8.368
p29133,0.02825,0.0565,0.113,0.154,0.204,0.334,0.013,0.018391794,0.028606247,0.059755318,0.105790433,0.205973958,0.326,0.413,0.517,0.662,0.97,1.446,2.255,3.251,4.409
p29135,0.02725,0.0545,0.109,0.152,0.205,0.341,0.014,0.017370027,0.023308794,0.042371953,0.070526955,0.137315972,0.227,0.291,0.371,0.479,0.707,1.074,1.731,2.593,3.483
p29139,0.0255,0.051,0.102,0.145,0.197,0.328,0.013,0.014304728,0.01695185,0.023902127,0.038569429,0.078624468,0.142,0.189,0.255,0.353,0.579,0.925,1.399,1.995,2.687
p29141,0.06375,0.1275,0.255,0.362,0.493,0.829,0.034,0.037805354,0.045558097,0.064101159,0.103586466,0.211510892,0.381,0.528,0.738,1.039,1.531,2.265,3.379,4.829,6.505
p29151,0.02425,0.0485,0.097,0.138,0.189,0.32,0.013,0.014304728,0.014832869,0.018469826,0.028651576,0.055369344,0.096,0.149,0.228,0.344,0.555,0.884,1.47,2.272,3.106
p29157,0.03875,0.0775,0.155,0.222,0.301,0.494,0.02,0.023500625,0.031784719,0.056495937,0.100280515,0.201544411,0.353,0.523,0.743,1.034,1.485,2.173,3.285,4.726,6.384
p29163,0.0325,0.065,0.13,0.181,0.243,0.403,0.017,0.018391794,0.020130322,0.026075048,0.044079347,0.094127884,0.173,0.241,0.33,0.456,0.686,1.077,1.713,2.547,3.518
p29175,0.058,0.116,0.232,0.336,0.452,0.729,0.028,0.036783588,0.057212493,0.105386652,0.207172932,0.469532033,0.855,1.134,1.458,1.837,2.514,3.475,4.929,6.644,8.479
p29183,0.75425,1.5085,3.017,4.254,5.813,9.475,0.373,0.431185387,0.565767991,0.908280834,1.652975519,3.46833568,6.32,8.848,11.937,15.903,21.739,30.654,46.157,65.927,88.197
p29186,0.03675,0.0735,0.147,0.214,0.293,0.482,0.019,0.022478859,0.029665737,0.048890715,0.081546792,0.158356323,0.279,0.411,0.58,0.803,1.197,1.834,2.74,3.897,5.274
p29187,0.129,0.258,0.516,0.729,0.993,1.654,0.067,0.072545409,0.082640268,0.110818953,0.184031274,0.411947916,0.783,1.183,1.729,2.507,3.776,5.621,9.219,13.794,18.508
p29189,3.567146443,7.134292887,14.26858577,18.98812393,25.17035746,38.92984526,1.441931569,3.71904528,9.079911115,20.13772161,38.80852354,71.20429093,106.6452588,129.8815054,150.7391417,171.216877,212.0031611,260.8350389,318.190078,377.8329818,436.413086
p29201,0.078,0.156,0.312,0.451,0.6,0.986,0.039,0.043935952,0.056153003,0.096694969,0.153175731,0.323356966,0.559,0.714,0.911,1.252,1.952,2.95,4.452,6.277,8.324
p29219,0.06675,0.1335,0.267,0.374,0.505,0.83,0.034,0.036783588,0.042379625,0.056495937,0.09587258,0.196007476,0.336,0.43,0.564,0.761,1.142,1.787,2.878,4.281,5.883
p29510,1.071353557,2.142707113,4.285414227,5.702876074,7.559642537,11.69215474,0.433068431,1.116974717,2.727052343,6.04814521,11.65571708,21.38543274,32.02974118,39.0084946,45.27285833,51.42312296,63.67283887,78.33896114,95.56492203,113.4780182,131.071914
p29017,0.02225,0.0445,0.089,0.127,0.173,0.291,0.012,0.012261196,0.013773378,0.016296905,0.019835706,0.033221606,0.059,0.087,0.131,0.202,0.343,0.557,0.872,1.284,1.922
p29055,0.0495,0.099,0.198,0.276,0.371,0.617,0.025,0.026565924,0.028606247,0.03259381,0.047385298,0.086376176,0.15,0.231,0.348,0.528,0.879,1.391,2.12,3.057,4.482
p29093,0.027,0.054,0.108,0.146,0.192,0.314,0.013,0.018391794,0.031784719,0.069533461,0.126728123,0.240302951,0.367,0.457,0.545,0.665,0.886,1.153,1.485,1.883,2.444
p29123,0.0285,0.057,0.114,0.154,0.203,0.326,0.014,0.014304728,0.021189812,0.048890715,0.08375076,0.168322804,0.265,0.298,0.345,0.424,0.656,0.97,1.329,1.853,2.616
p29161,0.091,0.182,0.364,0.502,0.672,1.1,0.044,0.045979484,0.05191504,0.059755318,0.084852743,0.165000644,0.289,0.424,0.61,0.892,1.408,2.156,3.229,4.629,6.65
p29169,0.0755,0.151,0.302,0.419,0.562,0.931,0.039,0.040870653,0.048736568,0.072792842,0.111300352,0.199329637,0.329,0.448,0.607,0.837,1.258,1.872,2.787,4.008,5.86
p29179,0.01475,0.0295,0.059,0.083,0.112,0.189,0.008,0.008174131,0.009535416,0.010864603,0.015427772,0.025469898,0.042,0.058,0.081,0.12,0.199,0.321,0.5,0.733,1.096
p29221,0.042,0.084,0.168,0.238,0.323,0.543,0.022,0.023500625,0.026487265,0.03476673,0.058405135,0.120705169,0.211,0.312,0.445,0.638,1.003,1.544,2.343,3.364,4.82
p26003,0.0005,0.001,0.002,0.005,0.009,0.016,0.022,0.022478859,0.023308794,0.023902127,0.024243641,0.024362511,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
p26013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001
p26041,0.00175,0.0035,0.007,0.017,0.028,0.049,0.058,0.059262447,0.061450456,0.063014699,0.063915053,0.064228439,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.059,0.06
p26043,0.0055,0.011,0.022,0.043,0.079,0.177,0.291,0.297333999,0.30831177,0.316159955,0.320677251,0.322249579,0.291,0.291,0.291,0.291,0.293,0.296,0.299,0.301,0.302
p26053,0.00225,0.0045,0.009,0.015,0.031,0.079,0.142,0.145090818,0.150447668,0.154277367,0.156481682,0.157248936,0.142,0.142,0.142,0.142,0.143,0.145,0.147,0.149,0.151
p26061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.002
p26071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001
p26083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p26103,0.0035,0.007,0.014,0.034,0.056,0.098,0.109,0.111372529,0.115484477,0.118424176,0.120116221,0.120705169,0.109,0.109,0.109,0.109,0.109,0.109,0.11,0.111,0.112
p26109,0.0065,0.013,0.026,0.047,0.091,0.221,0.388,0.396445333,0.41108236,0.421546607,0.427569668,0.429666106,0.388,0.388,0.388,0.388,0.389,0.39,0.392,0.393,0.394
p26131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p55009,0.1575,0.315,0.63,0.969,1.834,3.246,5.299,5.466449817,5.777402346,6.380781506,7.624625079,10.70843104,13.712,16.424,19.82,23.721,28.201,32.989,37.725,42.335,46.809
p55029,0.027,0.054,0.108,0.167,0.295,0.542,0.921,0.954329744,1.010754051,1.078855106,1.164796749,1.552556393,1.972,2.455,3.056,3.764,4.604,5.499,6.387,7.262,8.114
p55037,0.00325,0.0065,0.013,0.021,0.033,0.066,0.124,0.129764323,0.138793271,0.154277367,0.188439209,0.289027973,0.418,0.577,0.777,1.005,1.267,1.546,1.821,2.085,2.346
p55041,0.006,0.012,0.024,0.04,0.064,0.126,0.237,0.246245683,0.261694183,0.281393225,0.314065349,0.407518369,0.521,0.669,0.853,1.067,1.333,1.612,1.878,2.137,2.398
p55061,0.01175,0.0235,0.047,0.094,0.208,0.506,1.181,1.524475351,1.993961345,2.590121422,3.383089896,4.448373061,5.15,6.072,6.993,7.922,8.844,9.727,10.58,11.377,12.107
p55067,0.0085,0.017,0.034,0.055,0.087,0.173,0.323,0.33616112,0.358107829,0.403076782,0.519034313,0.765204328,1.05,1.435,1.909,2.449,3.068,3.741,4.406,5.033,5.619
p55069,0.0115,0.023,0.046,0.075,0.119,0.237,0.446,0.465925442,0.497960591,0.541057243,0.642456485,0.874835628,1.137,1.492,1.926,2.421,2.996,3.622,4.253,4.852,5.368
p55071,0.05725,0.1145,0.229,0.478,0.95,1.631,2.555,2.636157108,2.770567969,3.87757691,5.832799616,9.030739933,11.702,14.967,18.931,23.48,28.494,33.784,39.111,44.291,49.327
p55073,0.0665,0.133,0.266,0.414,0.747,1.365,2.312,2.398085555,2.552312901,2.728101884,3.270687561,4.592333354,5.905,7.315,9.068,11.067,13.409,15.809,18.181,20.499,22.777
p55075,0.0295,0.059,0.118,0.186,0.332,0.619,1.065,1.103507627,1.169677643,1.265726282,1.47335218,1.970041243,2.465,3.066,3.787,4.638,5.638,6.678,7.708,8.744,9.653
p55083,0.02425,0.0485,0.097,0.15,0.265,0.486,0.823,0.851131345,0.898448045,0.968036152,1.066720202,1.238058522,1.353,1.497,1.674,1.889,2.141,2.426,2.687,2.961,3.237
p55085,0.01975,0.0395,0.079,0.129,0.204,0.403,0.756,0.786760067,0.834878608,0.888724548,0.979663491,1.312253442,1.687,2.176,2.789,3.505,4.354,5.292,6.202,7.103,7.954
p55097,0.03275,0.0655,0.131,0.198,0.342,0.626,1.069,1.108616458,1.171796625,1.255948139,1.386295469,1.709805329,2.053,2.495,3.067,3.734,4.509,5.332,6.15,6.977,7.806
p55125,0.017,0.034,0.068,0.11,0.172,0.338,0.628,0.64984338,0.681252468,0.72901488,0.808856021,1.032084564,1.245,1.576,1.978,2.426,2.941,3.48,4.037,4.559,5.048
p55001,0.0145,0.029,0.058,0.104,0.204,0.376,0.648,0.674365772,0.780844586,1.146215646,1.811661169,2.785077981,3.682,4.935,6.48,8.27,10.263,12.38,14.52,16.625,18.743
p55015,0.021,0.042,0.084,0.133,0.24,0.438,0.742,0.766324741,0.807331852,0.843093214,0.911340503,1.13950109,1.336,1.509,1.732,1.979,2.272,2.575,2.864,3.132,3.447
p55021,0.032,0.064,0.128,0.2,0.373,0.672,1.119,1.234293716,1.418657939,2.331543864,3.678421522,6.142674973,8.42,11.125,14.451,18.273,22.478,26.983,31.756,36.39,40.834
p55027,0.0455,0.091,0.182,0.268,0.469,0.838,1.388,1.422298719,1.787360674,2.303295895,3.058004711,4.251258198,5.547,7.025,8.852,10.971,13.312,15.742,18.214,21.005,23.884
p55039,0.05425,0.1085,0.217,0.336,0.617,1.126,1.882,1.950551907,2.758913572,4.479475932,7.08906101,11.12591589,14.903,20.074,26.407,33.736,41.746,50.123,58.496,66.737,75.049
p55047,0.01175,0.0235,0.047,0.076,0.146,0.265,0.444,0.460816611,0.728929546,1.16033963,1.777499675,2.752963761,3.796,5.113,6.738,8.647,10.754,12.978,15.219,17.567,20.013
p55057,0.01925,0.0385,0.077,0.152,0.285,0.504,0.81,0.835804851,1.097632281,1.483018348,2.256862576,3.532564118,4.623,5.918,7.504,9.336,11.357,13.497,15.705,17.892,20.11
p55077,0.01025,0.0205,0.041,0.068,0.128,0.236,0.406,0.430163621,0.465116382,0.683383546,1.184632455,1.903598031,2.578,3.513,4.652,5.95,7.384,8.902,10.447,11.965,13.416
p55078,0.0015,0.003,0.006,0.01,0.016,0.032,0.06,0.063349512,0.08581874,0.143412763,0.228110622,0.347719477,0.464,0.652,0.891,1.171,1.487,1.823,2.169,2.518,2.858
p55087,0.113,0.226,0.452,0.695,1.344,2.371,3.784,3.875559655,4.304710385,4.898849619,6.274695071,8.298757211,9.634,10.865,12.453,14.353,16.502,18.773,21.167,23.652,26.078
p55115,0.02325,0.0465,0.093,0.149,0.281,0.507,0.839,0.863392541,0.904804989,1.22444079,1.979162688,3.224710568,4.443,5.871,7.594,9.566,11.715,14.006,16.297,18.576,20.799
p55135,0.029,0.058,0.116,0.179,0.32,0.585,0.99,1.027896919,1.190867456,1.427608871,1.792927447,2.651084169,3.497,4.272,5.211,6.296,7.577,8.988,10.351,11.66,13.127
p55137,0.0155,0.031,0.062,0.118,0.258,0.452,0.73,0.750998246,0.788261021,1.028877931,1.777499675,2.924608726,3.976,5.309,6.924,8.776,10.805,12.944,15.127,17.309,19.496
p55139,0.0905,0.181,0.362,0.544,0.968,1.749,2.932,3.030558908,3.30243226,3.965580197,5.108796338,6.868013374,8.347,10.745,13.695,17.063,20.8,24.666,28.54,32.26,35.843
p55141,0.04025,0.0805,0.161,0.265,0.508,0.93,1.558,1.634826113,2.345712231,3.454943843,5.252054217,7.955467281,10.465,13.943,18.249,23.223,28.761,34.557,40.541,46.749,52.909
p55023,0.0095,0.019,0.038,0.06,0.108,0.199,0.341,0.354552913,0.416379813,0.556267688,0.872771074,1.448462027,2.07,2.833,3.756,4.82,5.973,7.167,8.376,9.604,10.846
p55043,0.0245,0.049,0.098,0.15,0.266,0.489,0.837,1.276186135,1.96853357,3.129005745,4.845422239,7.555700621,10.275,14.073,18.801,24.333,30.541,37.11,43.978,50.882,57.774
p55049,0.01375,0.0275,0.055,0.084,0.152,0.277,0.467,0.57218914,0.740583943,1.163599011,1.837006794,2.905783149,4.031,5.288,6.831,8.612,10.588,12.674,14.835,17.076,19.451
p55053,0.01175,0.0235,0.047,0.07,0.123,0.225,0.384,0.398488865,0.51279346,0.817018167,1.261771313,1.947893506,2.654,3.554,4.653,5.922,7.303,8.755,10.213,11.735,13.221
p55065,0.00775,0.0155,0.031,0.048,0.085,0.158,0.271,0.282007505,0.344334451,0.62906053,1.042476561,1.708697942,2.352,3.212,4.261,5.472,6.795,8.182,9.597,10.983,12.33
p55081,0.022,0.044,0.088,0.139,0.255,0.466,0.789,0.819456589,1.213116759,1.791573081,2.82107822,4.395218491,5.969,8.081,10.681,13.698,17.084,20.617,24.207,27.93,31.666
p55103,0.009,0.018,0.036,0.061,0.113,0.212,0.422,0.500665497,0.755416811,1.166858392,1.762071904,2.624506884,3.408,4.52,5.857,7.379,9.039,10.776,12.505,14.228,15.933
p55111,0.03575,0.0715,0.143,0.221,0.405,0.74,1.24,1.303773825,1.578641022,2.594467263,4.0850535,6.299923909,8.485,11.535,15.28,19.631,24.457,29.501,34.601,39.763,44.818
p55123,0.01475,0.0295,0.059,0.104,0.21,0.414,0.769,0.869523139,1.117762603,1.615566508,2.374774829,3.46833568,4.444,5.718,7.269,9.027,10.854,12.796,14.745,16.658,18.636
p55025,0.3175,0.635,1.27,2.086,4.112,8.315,16.116,19.28277401,24.30789327,31.65184873,41.51943909,56.32612581,68.395,83.944,101.552,120.508,140.533,160.836,180.395,199.174,216.72
p55045,0.01875,0.0375,0.075,0.135,0.263,0.468,0.766,0.795955964,0.951422576,1.685099969,2.748347297,4.460554316,6.158,8.43,11.214,14.435,17.921,21.579,25.27,28.847,32.411
p55105,0.0745,0.149,0.298,0.463,0.833,1.536,2.611,2.959035265,3.511151912,5.343211893,8.433481099,13.25874301,17.832,24.625,32.89,42.394,52.791,63.736,74.824,85.781,96.42
p55055,0.047,0.094,0.188,0.276,0.485,0.86,1.411,1.442734045,1.496000754,1.537341364,1.563714841,1.615677445,1.513,1.519,1.526,1.535,1.546,1.56,1.583,1.614,1.659
p55059,0.0975,0.195,0.39,0.572,1.013,1.795,2.939,3.010123581,3.304551241,3.657025464,4.101583255,4.736293647,5.064,5.93,6.998,8.243,9.624,11.06,12.564,14.087,15.632
p55079,0.58575,1.1715,2.343,3.439,6.183,10.931,17.742,18.18335345,18.93945431,19.67796946,20.75916855,22.46666484,21.355,21.522,21.769,22.082,22.588,23.034,23.599,23.761,24.061
p55089,0.0515,0.103,0.206,0.307,0.561,0.991,1.596,1.630739048,1.690947028,1.766584493,1.864556386,1.984437273,1.898,1.903,1.909,1.916,1.932,1.96,1.996,2.037,2.096
p55101,0.126,0.252,0.504,0.725,1.296,2.262,3.634,3.71309881,3.85018891,3.948196832,4.004608691,4.03088821,3.655,3.668,3.68,3.696,3.719,3.746,3.778,3.806,3.837
p55117,0.08125,0.1625,0.325,0.549,1.188,2.051,3.223,3.434156605,3.98792269,4.753263935,5.826187714,8.527986293,11.431,13.601,16.289,19.441,22.997,26.84,30.89,35.749,40.913
p55127,0.069,0.138,0.276,0.423,0.793,1.406,2.281,2.365389033,2.688987191,3.535341907,4.834402402,7.712949556,10.187,12.54,15.433,18.783,22.48,26.608,30.873,35.162,39.249
p55131,0.06775,0.1355,0.271,0.402,0.69,1.24,2.075,2.120165116,2.198443035,2.254405181,2.286616135,2.308901626,2.101,2.114,2.127,2.14,2.158,2.179,2.204,2.232,2.264
p55133,0.21925,0.4385,0.877,1.287,2.284,4.091,6.813,7.0931018,7.541454226,8.012644919,8.52053781,9.165841131,8.943,9.644,10.412,11.224,12.028,12.811,13.558,14.267,14.899
p17007,0.00925,0.0185,0.037,0.08,0.206,1.545,0.68,0.707062294,0.755416811,1.129918741,1.822681006,2.78175582,3.717,5.272,7.299,9.811,12.781,16.152,19.734,23.396,26.991
p17015,0.005,0.01,0.02,0.056,0.125,0.91,0.409,0.419945958,0.440748098,0.493252989,0.60498904,0.92023849,1.222,1.681,2.278,3.02,3.912,4.928,6.032,7.17,8.281
p17031,1.10675,2.2135,4.427,8.138,18.63,138.985,60.306,62.21432951,65.86429382,86.46159936,123.5015149,177.1542147,228.236,315.782,429.481,570.69,737.587,925.62,1127.001,1333.244,1535.465
p17037,0.02225,0.0445,0.089,0.166,0.382,2.858,1.238,1.278229667,1.346612577,1.836117954,2.90813493,4.467198638,6.002,8.55,11.844,15.922,20.757,26.207,32.001,37.959,43.796
p17043,0.209,0.418,0.836,1.519,3.438,25.535,11.187,11.53982883,12.12481064,15.56137128,22.73722926,32.95029635,42.567,59.336,81.017,107.742,139.137,174.425,212.052,250.469,288.198
p17063,0.012,0.024,0.048,0.086,0.194,1.433,0.627,0.645756315,0.677014506,1.009321645,1.486575984,2.171585654,3.004,4.151,5.905,8.105,10.839,13.906,17.191,20.558,23.852
p17085,0.0085,0.017,0.034,0.097,0.215,1.554,0.701,0.720345256,0.75329783,0.787683738,0.962031752,1.359871078,1.918,2.618,3.519,4.634,6.066,7.738,9.551,11.437,13.341
p17089,0.122,0.244,0.488,1,2.448,17.824,7.977,8.201718258,8.686763586,10.73205512,15.52805203,22.54528931,29.743,41.036,55.645,73.67,94.905,118.751,144.264,170.53,196.578
p17091,0.02225,0.0445,0.089,0.167,0.39,2.931,1.276,1.318078554,1.388992202,2.02190267,3.491084297,5.684216809,7.923,11.448,16.009,21.628,28.265,35.717,43.638,51.768,59.775
p17093,0.02175,0.0435,0.087,0.162,0.377,2.843,1.235,1.2802732,1.358266974,2.458659722,4.125826896,6.545763794,8.97,12.942,18.095,24.479,31.986,40.414,49.41,58.602,67.429
p17097,0.15275,0.3055,0.611,1.211,2.925,22.007,9.757,10.07563769,10.59914415,14.27826163,21.58235036,32.50401944,43.267,60.397,82.593,110.025,142.425,178.897,217.957,257.811,297.233
p17099,0.029,0.058,0.116,0.238,0.587,4.281,1.896,1.946464841,2.03634097,2.259837482,2.670106455,4.157130314,5.747,7.749,10.322,13.816,19.32,25.65,32.597,39.89,47.457
p17103,0.00625,0.0125,0.025,0.049,0.118,0.898,0.387,0.400532398,0.422736757,0.670346022,1.103085663,1.724201358,2.336,3.342,4.651,6.279,8.223,10.409,12.759,15.158,17.503
p17105,0.00675,0.0135,0.027,0.052,0.124,0.94,0.405,0.418924192,0.441807588,0.748571166,1.399519273,2.347660166,3.329,4.919,7.001,9.61,12.739,16.317,20.205,24.171,28.056
p17111,0.0665,0.133,0.266,0.484,1.097,8.156,3.567,3.682445821,3.873497703,5.324742067,8.272591482,12.50350516,16.609,23.599,32.669,43.865,57.07,71.899,87.817,104.066,120.056
p17141,0.01125,0.0225,0.045,0.087,0.205,1.556,0.68,0.702975229,0.739524452,1.09189263,1.798437365,2.828266068,3.828,5.381,7.387,9.865,12.783,16.057,19.542,23.078,26.567
p17177,0.00925,0.0185,0.037,0.079,0.213,1.755,0.773,0.799021263,0.843354533,1.000629962,1.883290108,3.179307707,4.527,6.676,9.441,12.833,16.858,21.379,26.364,31.477,36.413
p17195,0.0115,0.023,0.046,0.094,0.233,1.786,0.78,0.807195394,0.874079761,1.238564774,2.276698282,3.799444354,5.339,7.738,10.838,14.654,19.153,24.222,29.703,35.316,40.932
p17197,0.1265,0.253,0.506,0.946,2.194,16.513,7.207,7.439480583,7.849765996,11.87718431,19.15027238,29.71672668,39.78,56.336,77.825,104.452,135.879,171.225,209.191,247.915,285.799
p17201,0.06175,0.1235,0.247,0.465,1.082,8.147,3.543,3.662010494,3.869259741,5.668063531,9.023042368,14.17233717,19.084,27.318,37.922,51.06,66.602,84.19,103.004,122.198,140.838
p17001,0.01325,0.0265,0.053,0.116,0.316,2.523,1.119,1.150508877,1.204640834,1.252688758,1.299238758,1.853765622,2.952,3.743,5.521,7.722,10.531,13.676,17.038,20.482,23.992
p17003,0.00125,0.0025,0.005,0.01,0.025,0.193,0.08,0.083784838,0.088997212,0.093435588,0.100280515,0.150604614,0.333,0.585,0.91,1.313,1.795,2.345,2.942,3.574,4.211
p17005,0.003,0.006,0.012,0.022,0.052,0.392,0.167,0.171656742,0.180113405,0.189044097,0.197255079,0.475068968,0.85,1.387,2.078,2.925,3.92,5.033,6.224,7.439,8.639
p17009,0.00075,0.0015,0.003,0.006,0.016,0.125,0.053,0.054153615,0.058271984,0.063014699,0.068322988,0.129564264,0.194,0.287,0.405,0.549,0.715,0.897,1.09,1.287,1.489
p17011,0.0065,0.013,0.026,0.048,0.113,0.844,0.36,0.371922941,0.39307102,0.412854925,0.43418157,0.99443341,1.931,2.855,4.44,6.537,9.018,11.815,14.824,17.957,21.079
p17013,0.00075,0.0015,0.003,0.006,0.016,0.122,0.051,0.052110082,0.056153003,0.058668858,0.06281307,0.169430191,0.291,0.467,0.694,0.973,1.298,1.665,2.051,2.446,2.838
p17017,0.002,0.004,0.008,0.016,0.038,0.294,0.124,0.129764323,0.138793271,0.147758605,0.159787634,0.25137682,0.51,0.805,1.258,1.812,2.46,3.193,3.979,4.79,5.609
p17027,0.0065,0.013,0.026,0.05,0.117,0.887,0.38,0.392358267,0.414260832,0.440016433,0.472750999,0.790674226,1.604,2.535,3.74,5.569,7.74,10.206,12.871,15.626,18.366
p17051,0.00375,0.0075,0.015,0.028,0.065,0.488,0.207,0.213549161,0.225671502,0.236848351,0.247946328,0.420807011,0.866,1.264,2.073,3.073,4.272,5.63,7.112,8.656,10.218
p17055,0.0065,0.013,0.026,0.05,0.121,0.927,0.388,0.40257593,0.425915229,0.450881036,0.474954966,1.354334143,2.361,3.805,5.647,7.9,10.558,13.535,16.73,19.975,23.199
p17057,0.00675,0.0135,0.027,0.054,0.133,1.016,0.44,0.459794844,0.49584161,0.532365561,0.578541432,1.070843104,1.653,2.372,3.428,4.722,6.232,7.922,9.719,11.573,13.432
p17059,0.001,0.002,0.004,0.007,0.018,0.139,0.058,0.061305979,0.064628928,0.069533461,0.07493489,0.146175067,0.255,0.403,0.592,0.824,1.097,1.397,1.713,2.033,2.353
