r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p53073,0.24975,0.4995,0.999,2.451,3.97,5.784,9.468,9.67711314,10.08700754,10.49625976,10.97720072,12.43457014,13.041,13.598,14.043,14.442,14.931,15.324,15.799,16.302,16.926
p53003,0.03525,0.0705,0.141,0.361,0.58,0.86,1.394,1.446815775,1.548913457,1.795541487,2.42958812,3.537249181,4.224,4.31,4.394,4.46,4.543,4.624,4.742,4.865,5.022
p53005,0.2,0.4,0.8,1.969,3.208,4.682,7.659,7.836918782,8.218140688,9.124348755,10.17871868,12.35935658,14.113,14.785,15.303,15.743,16.258,16.664,17.236,17.68,18.317
p53009,0.09075,0.1815,0.363,0.879,1.411,2.055,3.369,3.452535667,3.591529835,3.705137334,3.78976098,3.928802093,3.702,3.763,3.817,3.864,3.911,3.986,4.141,4.373,4.659
p53011,0.4845,0.969,1.938,4.673,7.511,10.907,17.788,18.17613406,18.86559639,19.53262373,20.94886475,23.57060039,24.888,25.92,26.766,27.596,28.535,29.549,30.551,31.681,32.775
p53013,0.00575,0.0115,0.023,0.056,0.09,0.132,0.215,0.220700711,0.229900287,0.238971039,0.258818317,0.295323806,0.31,0.32,0.328,0.335,0.345,0.351,0.359,0.369,0.383
p53015,0.12425,0.2485,0.497,1.169,1.864,2.712,4.418,4.52640811,4.707128926,4.871750496,5.069534958,5.325783242,5.274,5.409,5.58,5.798,6.061,6.313,6.596,6.888,7.206
p53023,0.003,0.006,0.012,0.03,0.048,0.07,0.115,0.117502694,0.121836558,0.124916679,0.129959836,0.134941964,0.141,0.146,0.152,0.159,0.166,0.174,0.182,0.191,0.201
p53027,0.10225,0.2045,0.409,1.007,1.629,2.367,3.875,3.959329893,4.10854062,4.262374347,4.453877768,4.82141,5.115,5.415,5.699,5.967,6.195,6.438,6.668,6.906,7.189
p53031,0.04675,0.0935,0.187,0.475,0.776,1.13,1.855,1.895369536,1.974811685,2.06384079,2.145438648,2.547306087,2.839,3.037,3.212,3.338,3.458,3.533,3.649,3.833,4.005
p53039,0.027,0.054,0.108,0.272,0.449,0.661,1.091,1.118829996,1.178106542,1.243735634,1.397618914,1.788534061,2.051,2.182,2.304,2.382,2.471,2.592,2.717,2.857,2.991
p53041,0.095,0.19,0.38,0.9,1.434,2.082,3.398,3.471949155,3.600005422,3.74641415,3.865754443,4.501752398,4.773,4.774,4.784,4.801,4.828,4.87,4.923,4.986,5.054
p53045,0.0895,0.179,0.358,0.871,1.4,2.039,3.343,3.416773977,3.544914109,3.636704718,3.731389189,3.855800702,3.605,3.656,3.701,3.745,3.796,3.847,3.988,4.152,4.411
p53049,0.0395,0.079,0.158,0.382,0.611,0.889,1.457,1.48870804,1.544675664,1.586984944,1.616788468,1.672395485,1.57,1.586,1.604,1.625,1.646,1.667,1.692,1.733,1.799
p53059,0.01475,0.0295,0.059,0.141,0.228,0.333,0.542,0.555838829,0.579518236,0.598513829,0.617859898,0.691301044,0.709,0.727,0.742,0.753,0.777,0.809,0.839,0.881,0.93
p53069,0.00525,0.0105,0.021,0.05,0.08,0.117,0.192,0.19617841,0.203414079,0.209642775,0.218068199,0.230064987,0.222,0.226,0.23,0.234,0.243,0.255,0.269,0.281,0.292
p53071,0.07,0.14,0.28,0.704,1.185,1.801,3.06,3.400425776,4.105362275,5.129187479,6.456140326,7.970424516,8.519,8.861,9.149,9.373,9.791,10.275,10.697,11.214,11.594
p53077,0.26775,0.5355,1.071,2.616,4.328,6.485,10.837,11.60313555,13.29077929,15.70148348,18.70760825,23.37482394,25.764,26.68,27.571,28.536,29.56,30.384,31.247,32.544,33.56
p53001,0.02025,0.0405,0.081,0.214,0.352,0.531,0.871,0.918564535,1.065805019,1.316513178,1.71921444,2.310604609,2.669,2.723,2.838,2.952,3.061,3.149,3.252,3.353,3.419
p53019,0.0125,0.025,0.05,0.125,0.204,0.298,0.484,0.501685414,0.540318648,0.585479045,0.668522207,0.910305215,1.118,1.181,1.23,1.268,1.317,1.358,1.406,1.46,1.507
p53021,0.0845,0.169,0.338,0.958,1.484,2.137,3.369,3.444361566,3.577757007,3.726861974,3.881173407,4.312612432,4.453,4.693,4.884,5.066,5.226,5.404,5.542,5.737,5.99
p53043,0.01525,0.0305,0.061,0.151,0.245,0.357,0.585,0.598752856,0.624015066,0.654997893,0.689447943,0.788636231,0.85,0.89,0.929,0.963,0.996,1.018,1.051,1.088,1.121
p53047,0.05625,0.1125,0.225,0.545,0.873,1.269,2.079,2.124244348,2.202593076,2.264793709,2.367912266,2.513017555,2.713,2.858,2.985,3.131,3.266,3.413,3.567,3.69,3.897
p53051,0.02075,0.0415,0.083,0.197,0.315,0.458,0.749,0.765300152,0.793526798,0.813587764,0.824914552,0.828455171,0.755,0.755,0.757,0.76,0.765,0.773,0.78,0.79,0.8
p53063,0.68375,1.3675,2.735,6.653,11.116,16.466,26.634,27.65093821,30.57779767,36.07593701,45.23593511,58.00513495,64.691,65.853,67.368,68.68,69.859,71.407,73.349,75.957,79.271
p53065,0.063,0.126,0.252,0.666,1.11,1.66,2.744,2.880348637,3.1063025,3.711654726,4.644412104,6.011553878,6.536,6.688,6.858,7.018,7.195,7.433,7.632,7.946,8.181
p53075,0.05625,0.1125,0.225,0.584,0.99,1.461,2.386,2.485948292,2.674047582,3.056656833,3.647686244,4.469676029,4.74,4.823,4.864,4.963,5.096,5.22,5.364,5.467,5.684
p53017,0.04225,0.0845,0.169,0.409,0.656,0.953,1.561,1.594971345,1.653798841,1.699953072,1.754457786,1.827246919,1.766,1.805,1.844,1.878,1.92,1.974,2.038,2.103,2.143
p53025,0.093,0.186,0.372,0.889,1.42,2.063,3.372,3.445383329,3.572459765,3.885451845,4.358059923,4.917639106,5.025,5.052,5.091,5.14,5.196,5.248,5.299,5.34,5.395
p41003,0.25375,0.5075,1.015,1.682,2.544,3.621,6.749,7.001117013,8.297599312,12.79472666,20.02262558,29.85535644,28.765,29.12,29.571,29.974,30.318,30.72,31.248,31.917,32.741
p41005,1.05325,2.1065,4.213,6.69,9.845,13.671,26.083,26.99496665,33.81123397,53.50561559,86.82198127,128.4570069,120.809,121.826,122.752,123.597,124.646,125.817,127.015,128.397,129.865
p41007,0.146,0.292,0.584,0.952,1.411,1.963,3.72,3.848979537,4.101124481,4.896733832,7.273345396,12.03748682,12.142,12.45,12.646,12.845,13.064,13.33,13.653,14.065,14.377
p41009,0.12525,0.2505,0.501,0.797,1.181,1.636,3.143,3.244096106,3.628610527,6.140469466,9.318560781,13.42783148,13.082,13.166,13.303,13.431,13.613,13.922,14.285,14.659,14.946
p41013,0.08225,0.1645,0.329,0.709,1.407,1.924,3.878,4.011439783,4.575757333,5.194361398,5.988064646,8.455994369,8.121,8.178,8.248,8.338,8.462,8.597,8.771,9.001,9.193
p41017,0.71475,1.4295,2.859,6.125,9.776,14.181,26.203,27.50278264,32.12141389,41.56575351,55.79462111,80.4320469,80.854,81.869,82.66,83.362,83.986,85.669,87.832,90.662,93.728
p41021,0.00625,0.0125,0.025,0.039,0.059,0.081,0.155,0.159394958,0.166333388,0.173797119,0.272034572,0.459023893,0.448,0.458,0.467,0.472,0.48,0.489,0.497,0.501,0.509
p41023,0.025,0.05,0.1,0.158,0.232,0.316,0.603,0.616122819,0.642025687,0.665860213,0.690549298,1.137051957,1.128,1.171,1.197,1.224,1.253,1.294,1.314,1.339,1.346
p41027,0.05275,0.1055,0.211,0.341,0.494,0.673,1.273,1.30070373,1.350796619,1.389290721,1.486828632,1.555150828,1.534,1.56,1.584,1.611,1.638,1.676,1.719,1.764,1.863
p41031,0.07,0.14,0.28,0.556,0.863,1.244,2.427,2.761824181,3.547033005,5.160688207,7.36145376,10.3551366,10.153,10.275,10.379,10.449,10.531,10.653,10.865,11.087,11.343
p41039,1.233,2.466,4.932,8.025,11.508,15.984,28.777,29.89166349,35.06773969,49.10094485,71.39090278,102.075853,101.959,103.072,104.152,105.279,106.521,107.821,110.202,113.601,117.482
p41041,0.17525,0.3505,0.701,1.121,1.652,2.282,4.414,4.734847671,6.302658109,8.785444373,11.65893918,16.03044165,16.684,17.06,17.452,17.875,18.505,19.204,19.948,20.647,21.382
p41043,0.383,0.766,1.532,2.437,3.581,5.028,9.47,9.835486335,11.28418415,16.24677194,25.60098633,38.46177792,36.738,37.228,37.615,37.892,38.327,38.779,39.338,39.696,40.381
p41047,0.96475,1.9295,3.859,6.036,8.67,12.059,22.249,23.04687615,28.89327483,43.89572114,66.67490263,95.12966013,89.155,89.674,90.29,91,91.66,92.563,93.94,94.984,96.673
p41049,0.025,0.05,0.1,0.166,0.248,0.34,0.653,0.667210947,0.699235897,0.73537906,0.911921561,1.92015778,2.018,2.086,2.139,2.202,2.273,2.342,2.419,2.498,2.591
p41051,2.69425,5.3885,10.777,16.745,23.9,33.174,60.526,62.37247329,70.95231404,101.0489038,157.9496603,229.8393467,216.565,218.366,220.379,222.342,224.375,227.09,229.273,231.404,234.874
p41053,0.18,0.36,0.72,1.192,1.797,2.509,4.848,5.035245861,7.397068233,12.85446942,19.87174,29.64741309,28.563,28.723,29.019,29.25,29.536,29.933,30.524,31.126,31.73
p41055,0.0055,0.011,0.022,0.037,0.056,0.079,0.154,0.165525534,0.239435322,0.382353662,0.578211135,0.827349089,0.792,0.796,0.808,0.817,0.83,0.843,0.861,0.875,0.893
p41057,0.16775,0.3355,0.671,1.889,3.097,4.576,7.21,7.581478143,8.14715765,8.677907405,9.142344054,10.02552426,9.476,9.604,9.714,9.821,9.928,10.025,10.173,10.344,10.503
p41059,0.19225,0.3845,0.769,1.532,2.458,3.56,7.191,8.617545372,11.00554924,15.18986821,20.71647894,32.05092856,31.882,32.006,32.333,32.608,33.215,33.705,34.295,35.169,36.058
p41061,0.0685,0.137,0.274,0.433,0.635,0.866,1.642,1.677734112,1.744911398,1.809662503,1.873404076,4.349113127,4.379,4.54,4.632,4.773,4.899,5.016,5.116,5.252,5.388
p41063,0.03225,0.0645,0.129,0.263,0.514,0.763,1.615,1.753344541,2.201533628,2.981706825,4.011133243,5.376662999,5.067,5.079,5.105,5.141,5.193,5.252,5.317,5.36,5.389
p41065,0.06625,0.1325,0.265,0.411,0.596,0.812,1.532,1.565340231,1.626253185,1.67171104,1.700491413,1.736548222,1.607,1.624,1.639,1.655,1.674,1.71,1.755,1.799,1.859
p41067,1.47025,2.9405,5.881,9.348,13.814,19.22,36.802,38.11991733,45.71201705,71.78364137,112.3822175,163.1492585,153.549,154.587,155.655,157.218,158.881,160,161.783,163.367,165.774
p41069,0.00475,0.0095,0.019,0.032,0.049,0.068,0.136,0.13998147,0.148322766,0.156417407,0.287453536,0.465660383,0.454,0.459,0.464,0.473,0.481,0.482,0.491,0.502,0.509
p41071,0.26225,0.5245,1.049,1.674,2.477,3.482,6.613,6.866244356,9.459814129,16.96042636,27.32350484,40.33769243,38.189,38.379,38.652,38.983,39.377,40.229,40.609,41.114,41.674
p41011,0.17775,0.3555,0.711,1.118,1.639,2.248,4.275,4.388470165,4.599065196,5.383365765,6.930824134,11.20018299,11.131,11.318,11.583,11.876,12.136,12.402,12.735,13.06,13.351
p41015,0.07975,0.1595,0.319,0.512,0.75,1.027,1.925,1.967914677,2.046854172,2.131187173,2.690609146,5.309192017,5.357,5.493,5.629,5.729,5.888,6.023,6.211,6.376,6.512
p41019,0.39375,0.7875,1.575,2.517,3.67,5.139,9.615,10.31878002,12.98036093,22.2340827,34.67174234,50.71163242,48.117,48.329,48.646,49.053,49.665,50.305,50.777,51.613,52.569
p41029,0.67575,1.3515,2.703,5.027,8.871,12.878,27.027,29.03031766,33.68727852,44.74624079,59.19450258,83.21494838,78.268,79.128,79.842,80.491,81.273,82.057,83.065,84.175,85.265
p41033,0.25875,0.5175,1.035,2.158,4.175,6.312,12.971,13.86736137,15.93304342,20.11158538,24.98092373,33.03091692,31.714,32.163,32.352,32.737,33.106,33.66,34.261,34.65,35.326
p41035,0.275,0.55,1.1,2.268,4.232,6.549,13.838,15.21302265,18.08160463,21.81914208,27.57571503,35.27515663,33.5,33.604,33.706,34.013,34.395,34.73,35.097,35.578,36.156
p41001,0.0555,0.111,0.222,0.356,0.53,0.733,1.393,1.430467574,1.498059937,1.880267583,2.707129465,4.481842928,4.328,4.429,4.477,4.524,4.583,4.714,4.796,4.91,5.032
p41025,0.023,0.046,0.092,0.166,0.248,0.347,0.665,0.692755011,0.768100038,0.992816043,1.317220032,1.778579326,1.852,1.867,1.883,1.915,1.977,2.03,2.128,2.219,2.333
p41037,0.0285,0.057,0.114,0.203,0.338,0.496,1.057,1.167874598,1.513951662,1.95521759,2.521000547,3.535037018,3.397,3.421,3.458,3.495,3.532,3.592,3.639,3.703,3.779
p41045,0.124,0.248,0.496,0.76,1.06,1.484,2.615,2.709714291,2.948444699,4.46006857,6.972675606,10.17263312,9.663,9.737,9.817,9.99,10.108,10.23,10.57,10.764,10.991
p06035,0.616,1.232,2.464,5.822,8.24,10.032,13.502,13.83364321,14.46570748,15.26047329,16.26039846,17.56678909,16.965,17.012,17.061,17.187,17.551,17.755,18.045,18.494,19.049
p06049,0.10425,0.2085,0.417,0.517,0.519,0.565,0.774,0.835801768,0.949265703,1.097094315,1.290787523,1.513119725,1.522,1.559,1.634,1.644,1.661,1.711,1.729,1.763,1.807
p06093,0.68875,1.3775,2.755,4.161,4.982,5.697,8.064,8.805549682,10.07217526,11.41955696,13.06426758,15.16548578,15.451,15.664,16.009,16.337,16.628,16.907,17.158,17.621,18.143
p06001,25.375,50.75,101.5,194.224,289.441,383.947,524.067,549.0543255,591.7061295,639.9937702,708.0299972,797.0866948,789.892,793.091,796.986,801.615,807.151,814.876,824.688,833.433,846.656
p06003,0.053,0.106,0.212,0.39,0.552,0.777,1.144,1.222028013,1.334904894,1.516379865,1.76767404,2.051781498,2.044,2.064,2.081,2.124,2.145,2.178,2.199,2.221,2.25
p06005,0.79875,1.5975,3.195,7.66,11.804,14.773,20.419,21.35075031,22.70185879,23.95467418,25.26837726,27.03595427,25.779,25.936,26.042,26.142,26.557,27.219,27.946,28.616,29.197
p06007,4.92025,9.8405,19.681,50.26,72.834,91.012,125.612,130.844869,138.9328755,147.2659027,156.7304608,169.2891179,164.106,164.29,165.11,166.167,167.549,169.516,172.486,175.849,179.528
p06009,1.21575,2.4315,4.863,11.559,18.688,27.528,39.445,40.83576219,42.96062974,45.68148653,49.37702819,53.6936286,51.826,52.035,52.528,53.011,53.512,54.255,55.06,55.456,56.041
p06011,0.38275,0.7655,1.531,3.625,5.924,8.536,11.909,12.25910711,13.03333334,13.94830504,15.05111117,16.24280933,15.718,15.718,15.761,15.874,16.037,16.332,16.677,17.077,17.516
p06013,16.6745,33.349,66.698,142.952,210.051,277.949,389.64,408.0316797,436.9186098,467.3404534,507.2255303,555.7042798,539.529,542.901,545.781,548.702,552.671,558.305,565.887,574.866,585.614
p06015,0.26925,0.5385,1.077,1.274,1.336,1.492,2.009,2.114026722,2.385877637,2.756856802,3.223664745,3.814875681,3.92,4.073,4.198,4.282,4.436,4.53,4.686,4.752,4.843
p06017,4.0525,8.105,16.21,37.25,59.353,84.956,117.679,121.4395447,128.3828891,135.4172841,146.1938019,158.6740521,151.148,151.44,152.151,153.29,154.89,156.735,159.374,161.932,164.363
p06019,15.1125,30.225,60.45,129.357,195.827,265.694,367.121,382.5611828,411.7249285,442.523311,480.3535809,532.2122112,522.771,524.305,526.726,530.372,537.128,547.189,557.892,571.732,587.088
p06021,0.682,1.364,2.728,8.268,12.496,15.479,20.981,21.60823447,22.53552541,23.43654152,24.38619227,25.25295061,23.576,23.636,23.703,23.785,23.856,23.971,24.194,24.328,24.421
p06023,2.1475,4.295,8.59,15.496,21.711,29.768,41.558,43.54036767,46.64645048,50.1415551,53.95205496,59.05480645,57.334,57.733,58.067,58.767,59.373,59.801,61.01,62.012,63.463
p06031,2.055,4.11,8.22,19.225,31.361,43.259,59.571,61.33640606,64.43246902,67.51474963,70.27853469,75.23346304,72.336,72.597,73.077,74.022,75.023,75.6,76.567,77.205,78.114
p06033,1.66325,3.3265,6.653,16.984,26.509,34.491,48.064,50.139932,53.42586033,56.53620286,59.86192343,63.45479934,61.071,61.232,61.419,61.891,62.38,63.323,64.212,65.253,66.279
p06039,2.48675,4.9735,9.947,22.819,36.63,51.654,73.867,77.33925116,82.62531573,88.22593507,95.25395164,103.7537789,100.537,100.78,101.454,102.017,102.892,104.372,106.216,108.546,111.186
p06041,4.677,9.354,18.708,33.168,45.426,60.859,83.822,88.54798637,94.83121992,100.7284653,108.2235027,121.5130262,118.643,119.896,120.657,121.106,121.596,122.811,123.485,124.767,127.22
p06043,0.402,0.804,1.608,3.684,5.846,8.701,12.936,13.7927727,15.19460793,16.61500459,17.98181561,19.39182384,18.367,18.46,18.549,18.625,18.676,18.775,18.999,19.101,19.259
p06045,1.78975,3.5795,7.159,15.274,23.342,33.531,47.183,49.43695937,52.84952044,56.61549779,60.41370206,66.2388069,64.012,64.326,64.672,65.228,65.893,66.523,67.32,68.262,69.233
p06047,5.548,11.096,22.192,60.4,87.154,107.689,146.437,150.6588884,158.2942937,166.6725235,175.3081092,186.9543482,177.285,177.635,178.139,179.048,180.576,182.508,185.294,188.203,191.454
p06053,5.97275,11.9455,23.891,50.23,72.027,96.278,132.923,138.5469151,147.6542542,160.2615823,176.8742354,196.3416634,193.753,194.657,195.082,196.571,198.368,201.358,205.544,209.398,214.029
p06055,3.278,6.556,13.112,33.616,41.543,53.295,74.2,77.14511628,82.57128386,88.37366262,95.35307355,103.308028,97.933,98.474,98.821,99.083,100.081,100.682,102.096,103.325,104.63
p06057,2.327,4.654,9.308,21.04,34.186,50.699,71.297,73.85504086,77.58763892,82.19517503,89.06103505,96.6704319,93.32,93.436,93.906,94.869,95.868,97.055,98.73,100.51,101.573
p06061,8.1075,16.215,32.43,77.523,123.069,159.564,215.249,222.5327317,234.4887581,245.6426757,258.6982698,280.3341872,271.612,271.94,272.768,274.76,277.062,281.547,286.662,293.544,299.41
p06063,0.62,1.24,2.48,5.167,7.47,10.132,14.532,15.45926743,16.74034305,18.21828301,20.1624976,22.46451872,22.222,22.487,22.761,23.075,23.439,23.801,24.046,24.636,25.204
p06067,17.38825,34.7765,69.553,100.16,125.272,142.422,190.901,204.9226541,231.425893,266.1279249,311.1668001,367.6018188,377.54,382.296,386.869,391.884,397.708,405.226,413.882,423.899,433.707
p06069,0.79125,1.5825,3.165,5.728,8.45,12.162,17.457,18.60016552,20.30432722,21.87345368,23.78925811,26.2915613,25.35,25.47,25.553,25.812,26.127,26.387,26.725,27.087,27.315
p06075,13.8475,27.695,55.39,86.121,109.446,140.282,190.311,200.5311187,215.8678943,232.4536469,258.9526827,302.3728644,307.126,308.494,309.618,311.418,313.922,317.355,322.603,329.44,339.784
p06077,11.83875,23.6775,47.355,110.732,167.414,217.216,295.96,306.209976,322.0903026,339.5593802,359.9468942,390.7299865,380.046,381.387,383.113,385.532,388.492,393.404,399.828,406.688,413.794
p06079,4.8765,9.753,19.506,36.42,54.839,80.402,114.041,119.6790478,129.1827725,139.6546751,151.1994583,162.8970719,155.865,156.901,158.302,159.792,161.121,162.032,162.791,163.643,165.556
p06081,11.2135,22.427,44.854,84.559,113.909,153.974,213.765,225.4764296,243.8839459,264.4953182,286.8488919,320.2902814,313.246,314.838,316.215,317.758,321.108,325.188,329.183,335.498,342.363
p06083,7.01,14.02,28.04,52.472,81.246,115.753,165.485,174.7990505,191.8639735,214.8490849,243.424685,275.4464123,272.696,273.909,275.747,277.641,280.644,285.295,289.934,295.504,302.512
p06085,33.94425,67.8885,135.777,241.208,342.472,459.404,617.718,645.9020891,688.2621313,730.1553707,774.5485075,827.2539663,784.737,789.289,793.642,797.76,803.339,809.588,816.709,824.035,833.52
p06087,4.72475,9.4495,18.899,39.493,59.671,80.45,111.489,115.9812892,122.8938873,130.2446473,139.0669367,150.2346489,143.047,143.827,144.554,145.181,146.29,147.393,149.444,151.7,153.955
p06089,3.31,6.62,13.24,26.98,41.314,56.535,76.445,79.30920937,83.78753054,88.46707857,93.18781052,99.32945223,94.525,95.201,95.75,96.342,97.532,98.769,100.804,102.863,104.137
p06091,0.098,0.196,0.392,0.856,1.403,2.149,3.164,3.352402936,3.604243215,3.953884461,4.424141196,4.916533024,4.814,4.824,4.859,4.917,4.997,5.016,5.08,5.134,5.213
p06095,8.17325,16.3465,32.693,78.743,113.676,147.992,198.163,204.6559741,216.6698967,227.9446978,240.5226158,258.0499597,246.924,247.825,248.731,249.507,251.207,253.762,256.922,260.354,265.099
p06097,14.8105,29.621,59.242,95.186,136.737,181.624,244.122,253.6699238,268.1548476,281.6154207,302.0332669,331.8399862,319.944,321.585,323.358,325.057,327.226,330.316,334.417,340.831,346.446
p06099,9.59825,19.1965,38.393,81.232,113.872,141.651,189.064,195.3610001,205.9991331,217.7395483,232.6159915,252.2916986,245.395,246.007,246.924,248.748,252.177,255.783,259.284,264.423,269.445
p06101,1.9845,3.969,7.938,20.153,32.04,41.83,57.021,58.9587646,61.85589069,64.61559643,67.46126977,71.32457042,67.681,67.752,67.768,67.897,68.165,69.376,70.787,72.627,74.178
p06103,0.956,1.912,3.824,7.83,11.829,17.197,24.48,25.75965572,27.45666289,29.19574355,30.93374503,34.06731544,33.184,33.364,33.63,33.994,34.186,34.342,34.611,35.358,35.961
p06105,0.16375,0.3275,0.655,0.783,0.759,0.798,1.065,1.088177119,1.129371919,1.166613162,1.200476451,1.275312166,1.27,1.307,1.341,1.36,1.396,1.418,1.449,1.492,1.555
p06109,1.39525,2.7905,5.581,14.16,22.49,28.174,38.699,40.30853272,42.74026449,45.11773213,47.81751016,53.49232174,52.675,53.028,53.204,53.204,53.793,54.858,56.176,58.037,59.672
p06113,3.2095,6.419,12.838,25.623,36.245,46.834,64.616,67.32597814,71.33477488,75.86244251,80.90991008,86.70021172,82.487,83.019,83.521,83.697,85.053,86.178,87.282,88.707,90.63
p06115,1.21175,2.4235,4.847,10.766,16.959,24.945,34.91,36.39007333,38.64019945,40.99765417,44.18083746,47.81148628,46.562,46.562,46.928,47.404,47.774,48.72,49.58,50.408,51.453
p06025,2.96175,5.9235,11.847,22.483,28.389,33.559,44.746,46.1754933,48.65410506,51.33532407,54.89921986,65.78310125,68.162,68.448,68.68,69.421,70.35,71.157,72.292,73.627,75.344
p06027,0.396,0.792,1.584,3.375,5.364,8.242,12.739,13.74474986,15.090782,16.74643866,18.38050595,19.88734843,19.152,19.186,19.301,19.5,19.743,20.01,20.34,20.635,20.962
p06029,13.6285,27.257,54.514,126.853,194.139,261.296,359.613,373.5359541,395.6043627,418.8401948,452.3141956,500.3139219,491.087,491.744,493.881,497.018,502.742,510.962,522.874,534.004,546.799
p06037,165.64975,331.2995,662.599,1359.248,2006.276,2661.948,3638.742,3830.068756,4119.303555,4437.195783,4771.007302,5141.732358,4923.35,4938.078,4957.089,4984.458,5018.502,5065.091,5123.335,5187.48,5280.033
p06051,0.39975,0.7995,1.599,2.963,4.296,6.296,9.692,10.68865807,11.89654529,13.12928612,14.19425734,15.26171489,14.351,14.425,14.464,14.524,14.565,14.708,14.868,15.076,15.272
p06059,45.4325,90.865,181.73,344.548,524.912,737.571,1048.349,1108.212861,1203.24831,1304.131219,1410.183167,1527.505423,1465.373,1469.824,1476.274,1485.132,1496.574,1511.991,1527.687,1544.477,1565.71
p06065,33.9305,67.861,135.722,285.753,429.753,596.656,859.915,916.0234117,1011.240252,1116.182669,1228.88479,1361.377487,1334.546,1337.542,1343.154,1349.792,1365.167,1387.798,1410.834,1443.386,1477.786
p06071,33.087,66.174,132.348,282.626,466.882,663.16,947.369,1001.134189,1081.125701,1164.153933,1260.709531,1381.425217,1334.761,1339.417,1347.031,1355.905,1368.545,1382.999,1399.735,1417.403,1436.847
p06107,7.036,14.072,28.144,60.833,95.941,135.961,191.995,201.7112544,214.8476455,229.0819827,243.9180918,260.9832883,250.717,251.501,252.53,254.195,256.774,259.892,263.483,267.951,272.404
p06111,11.166,22.332,44.664,86.157,131.719,193.556,287.574,308.6877502,337.3050401,368.9680252,401.0340267,433.5994999,413.743,415.172,417.048,420.295,424.327,428.975,433.888,439.483,445.287
p06073,54.586,109.172,218.344,473.582,735.808,1000.397,1362.063,1424.319629,1522.410298,1625.865532,1737.616973,1846.680774,1742.251,1747.504,1753.485,1763.11,1775.514,1789.75,1804.373,1820.926,1840.007
p32001,0.082,0.164,0.328,0.681,0.799,1.104,1.484,1.604167208,1.856153472,2.318019077,2.925197664,3.700949269,4.089,4.328,4.522,4.594,4.729,4.874,5.082,5.264,5.515
p32005,0.19275,0.3855,0.771,1.953,2.367,3.422,4.96,5.379579842,6.199891621,7.261460884,8.372497229,9.985705319,10.366,10.792,10.971,11.105,11.344,11.64,11.824,12.19,12.657
p32007,0.14975,0.2995,0.599,1.252,1.464,2.008,2.67,2.798607633,3.117956432,3.585651814,4.207174351,5.101248663,5.446,5.82,5.992,6.157,6.266,6.354,6.579,6.797,7.093
p32009,0.0025,0.005,0.01,0.058,0.074,0.125,0.198,0.214570136,0.235197529,0.256350751,0.283048117,0.311915031,0.312,0.313,0.318,0.326,0.333,0.338,0.343,0.348,0.356
p32011,0.00775,0.0155,0.031,0.066,0.077,0.105,0.138,0.141003232,0.148322766,0.158589871,0.16740589,0.191352129,0.208,0.222,0.233,0.243,0.251,0.259,0.27,0.281,0.298
p32013,0.04275,0.0855,0.171,0.376,0.443,0.629,0.866,0.904259859,1.081696744,1.381687097,1.729126631,2.237603219,2.48,2.584,2.689,2.781,2.871,2.943,3,3.086,3.212
