r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p53045,0.0895,0.179,0.358,0.871,1.4,2.039,3.343,3.416759334,3.54480595,3.636444161,3.730914758,3.855944211,3.609,3.66,3.705,3.748,3.798,3.856,3.993,4.147,4.381
p53049,0.0395,0.079,0.158,0.382,0.611,0.889,1.457,1.48870166,1.544628534,1.586871242,1.6165829,1.673083909,1.571,1.587,1.606,1.627,1.648,1.668,1.695,1.738,1.8
p53059,0.01475,0.0295,0.059,0.141,0.228,0.333,0.542,0.555836447,0.579500554,0.598470948,0.61778134,0.692234321,0.711,0.729,0.744,0.755,0.78,0.811,0.844,0.885,0.92
p53069,0.00525,0.0105,0.021,0.05,0.08,0.117,0.192,0.196177569,0.203407873,0.209627755,0.218040473,0.23000757,0.222,0.226,0.23,0.234,0.242,0.254,0.267,0.279,0.289
p53071,0.07,0.14,0.28,0.704,1.185,1.801,3.06,3.402454719,4.12006884,5.148370765,6.471837671,7.977281771,8.519,8.822,9.159,9.344,9.66,10.155,10.594,11.083,11.475
p53077,0.26775,0.5355,1.071,2.616,4.328,6.485,10.837,11.6061511,13.2988491,15.71230622,18.69862237,23.40548184,25.788,26.739,27.521,28.305,29.291,30.012,30.912,32.244,33.264
p53001,0.02025,0.0405,0.081,0.214,0.352,0.531,0.871,0.918560598,1.0657725,1.3153327,1.720097064,2.324403422,2.681,2.731,2.828,2.958,3.052,3.134,3.251,3.347,3.41
p53019,0.0125,0.025,0.05,0.125,0.204,0.298,0.484,0.501683263,0.540302162,0.585437098,0.668437207,0.911183834,1.117,1.18,1.227,1.27,1.316,1.358,1.402,1.449,1.502
p53021,0.0845,0.169,0.338,0.958,1.484,2.137,3.369,3.444346805,3.577647846,3.726594957,3.880679931,4.311536128,4.465,4.699,4.886,5.087,5.225,5.391,5.512,5.687,5.934
p53043,0.01525,0.0305,0.061,0.151,0.245,0.357,0.585,0.59875029,0.623996026,0.656037119,0.689360283,0.790651021,0.851,0.89,0.926,0.959,0.982,1.006,1.056,1.086,1.116
p53047,0.05625,0.1125,0.225,0.545,0.873,1.269,2.079,2.124235244,2.202525873,2.264631444,2.367611195,2.512390378,2.714,2.858,2.982,3.125,3.233,3.348,3.528,3.662,3.887
p53051,0.02075,0.0415,0.083,0.197,0.315,0.458,0.749,0.765296872,0.793502587,0.813529473,0.824809667,0.828248412,0.755,0.755,0.757,0.76,0.765,0.773,0.781,0.79,0.8
p53063,0.68375,1.3675,2.735,6.653,11.116,16.466,26.634,27.65286322,30.58110237,36.09507537,45.28854791,58.1410481,64.797,66.088,67.49,68.728,69.891,71.397,72.944,75.575,78.811
p53065,0.063,0.126,0.252,0.666,1.11,1.66,2.744,2.880336293,3.10726714,3.712474953,4.648226444,6.014476789,6.56,6.751,6.904,6.979,7.092,7.323,7.562,7.723,8.147
p53075,0.05625,0.1125,0.225,0.584,0.99,1.461,2.386,2.485937637,2.67502541,3.058610142,3.650526098,4.47519536,4.754,4.836,4.876,4.955,5.094,5.207,5.422,5.519,5.699
p53017,0.04225,0.0845,0.169,0.409,0.656,0.953,1.561,1.59496451,1.653748382,1.70091743,1.754234713,1.826790891,1.766,1.805,1.843,1.879,1.918,1.976,2.032,2.096,2.136
p53025,0.093,0.186,0.372,0.889,1.42,2.063,3.372,3.445368563,3.572350766,3.88625962,4.360809457,4.924152444,5.036,5.062,5.102,5.151,5.206,5.258,5.309,5.348,5.4
p41003,0.25375,0.5075,1.015,1.682,2.544,3.621,6.749,6.992912943,8.302643224,12.80141305,20.02118099,29.82026026,28.716,29.154,29.439,29.826,30.433,30.808,31.16,31.872,32.654
p41005,1.05325,2.1065,4.213,6.69,9.845,13.671,26.083,26.99791623,33.82503418,53.5397975,86.85609199,128.5631735,120.997,121.989,122.855,123.738,124.456,125.594,126.871,128.112,129.599
p41007,0.146,0.292,0.584,0.952,1.411,1.963,3.72,3.848963042,4.102058768,4.906158385,7.283432765,12.06212775,12.091,12.397,12.664,12.899,13.051,13.21,13.467,13.786,14.329
p41009,0.12525,0.2505,0.501,0.797,1.181,1.636,3.143,3.244082203,3.632737478,6.144374139,9.321780821,13.4289035,13.082,13.18,13.307,13.487,13.675,13.934,14.187,14.499,14.832
p41013,0.08225,0.1645,0.329,0.709,1.407,1.924,3.878,4.011422591,4.58409305,5.202678474,5.993910574,8.509174277,8.187,8.236,8.306,8.375,8.569,8.733,8.905,9.142,9.32
p41017,0.71475,1.4295,2.859,6.125,9.776,14.181,26.203,27.52718697,32.1712858,41.6637878,55.89874971,80.67294349,81.391,82.195,82.891,83.541,85.014,86.71,89.443,92.59,96.288
p41021,0.00625,0.0125,0.025,0.039,0.059,0.081,0.155,0.159394275,0.166328313,0.173784667,0.271999984,0.463332556,0.451,0.461,0.47,0.476,0.482,0.489,0.498,0.505,0.513
p41023,0.025,0.05,0.1,0.158,0.232,0.316,0.603,0.616120179,0.642006098,0.665812506,0.690461497,1.135662376,1.127,1.17,1.194,1.227,1.255,1.29,1.318,1.342,1.362
p41027,0.05275,0.1055,0.211,0.341,0.494,0.673,1.273,1.300698156,1.350755405,1.389191183,1.486639588,1.554762707,1.535,1.56,1.584,1.61,1.636,1.674,1.716,1.799,1.906
p41031,0.07,0.14,0.28,0.556,0.863,1.244,2.427,2.762834103,3.547984198,5.162490769,7.363821424,10.38904384,10.164,10.284,10.359,10.439,10.544,10.745,11.013,11.338,11.795
p41039,1.233,2.466,4.932,8.025,11.508,15.984,28.777,29.89766593,35.09421455,49.13978695,71.4644168,104.9453769,105.409,106.538,107.58,111.548,117.227,121.649,127.1,133.59,140.477
p41041,0.17525,0.3505,0.701,1.121,1.652,2.282,4.414,4.727675071,6.303525224,8.790245697,11.66296287,16.05076863,16.677,17.031,17.373,17.917,18.672,19.33,19.996,20.755,21.574
p41043,0.383,0.766,1.532,2.437,3.581,5.028,9.47,9.841574732,11.26582979,16.23040176,25.58451669,38.44775574,36.601,37.142,37.616,37.862,38.248,38.657,39.103,39.557,40.218
p41047,0.96475,1.9295,3.859,6.036,8.67,12.059,22.249,23.04779913,28.91252217,43.92190232,66.70496769,95.26073128,89.34,89.887,90.51,91.216,92.107,92.9,93.958,95.08,96.457
p41049,0.025,0.05,0.1,0.166,0.248,0.34,0.653,0.667208088,0.699214563,0.735326373,0.911805614,1.925207591,2.028,2.101,2.169,2.235,2.307,2.377,2.466,2.557,2.643
p41051,2.69425,5.3885,10.777,16.745,23.9,33.174,60.526,62.37629301,71.00841709,101.1274701,157.9174643,229.9644434,216.786,218.626,220.34,222.065,223.885,226.448,229.078,231.387,234.73
p41053,0.18,0.36,0.72,1.192,1.797,2.509,4.848,5.028071974,7.389426629,12.84920383,19.86921339,29.68645778,28.638,28.844,29.036,29.533,30.089,30.763,31.468,32.293,33.109
p41055,0.0055,0.011,0.022,0.037,0.056,0.079,0.154,0.166546582,0.240487433,0.382326268,0.579238832,0.82382519,0.789,0.792,0.801,0.814,0.821,0.839,0.855,0.87,0.885
p41057,0.16775,0.3355,0.671,1.889,3.097,4.576,7.21,7.581445651,8.146909072,8.679457972,9.1455865,10.0285512,9.482,9.609,9.718,9.831,9.923,10.033,10.195,10.374,10.554
p41059,0.19225,0.3845,0.769,1.532,2.458,3.56,7.191,8.626704263,11.02534235,15.2126753,20.74357771,32.19221333,32.044,32.167,32.485,32.823,33.591,34.294,35.187,36.196,37.343
p41061,0.0685,0.137,0.274,0.433,0.635,0.866,1.642,1.677726922,1.744858159,1.809532847,1.874267095,4.348027714,4.367,4.527,4.654,4.773,4.897,5.013,5.146,5.286,5.391
p41063,0.03225,0.0645,0.129,0.263,0.514,0.763,1.615,1.757424059,2.206763537,2.986923967,4.016129315,5.380850166,5.072,5.084,5.11,5.141,5.188,5.248,5.312,5.357,5.378
p41065,0.06625,0.1325,0.265,0.411,0.596,0.812,1.532,1.565333523,1.626203566,1.671591267,1.700275202,1.73611483,1.607,1.624,1.638,1.654,1.673,1.709,1.751,1.789,1.847
p41067,1.47025,2.9405,5.881,9.348,13.814,19.22,36.802,38.12281923,45.70426583,71.81868602,112.431799,163.3971564,153.793,154.815,155.92,157.273,158.908,160.282,162.09,163.735,166.094
p41069,0.00475,0.0095,0.019,0.032,0.049,0.068,0.136,0.13998087,0.148318241,0.1564062,0.288518201,0.467755779,0.457,0.461,0.469,0.475,0.482,0.491,0.499,0.512,0.518
p41071,0.26225,0.5245,1.049,1.674,2.477,3.482,6.613,6.866214929,9.464822581,16.97441737,27.33654898,40.33647175,38.192,38.38,38.602,38.948,39.431,40.179,40.59,41.146,41.771
p41011,0.17775,0.3555,0.711,1.118,1.639,2.248,4.275,4.388451357,4.598924874,5.38406622,6.931044122,11.19738775,11.128,11.295,11.467,11.685,11.914,12.206,12.505,12.91,13.267
p41015,0.07975,0.1595,0.319,0.512,0.75,1.027,1.925,1.967906243,2.04679172,2.131034481,2.690267046,5.310078606,5.372,5.5,5.633,5.745,5.932,6.127,6.325,6.485,6.638
p41019,0.39375,0.7875,1.575,2.517,3.67,5.139,9.615,10.33304041,13.00645028,22.55181903,34.9657631,50.94667671,48.36,48.575,48.834,49.139,49.632,50.346,50.994,51.726,52.628
p41029,0.67575,1.3515,2.703,5.027,8.871,12.878,27.027,29.03223676,33.73816207,44.80929028,59.26626368,83.79905599,78.777,79.618,80.265,80.785,81.592,82.213,83.113,84.134,85.46
p41033,0.25875,0.5175,1.035,2.158,4.175,6.312,12.971,13.86219315,15.93573553,20.10362753,24.95902685,32.97733532,31.646,32.098,32.33,32.662,32.907,33.452,34.034,34.476,35.039
p41035,0.275,0.55,1.1,2.268,4.232,6.549,13.838,15.23032734,18.10224126,21.83604343,27.58652467,35.28957488,33.449,33.548,33.732,34.015,34.39,34.703,35.058,35.642,36.32
p41001,0.0555,0.111,0.222,0.356,0.53,0.733,1.393,1.430461444,1.499073646,1.881219022,2.707886478,4.51058114,4.354,4.454,4.499,4.545,4.615,4.737,4.796,4.934,5.125
p41025,0.023,0.046,0.092,0.166,0.248,0.347,0.665,0.692752042,0.768076603,0.992744911,1.319254982,1.775923832,1.859,1.875,1.891,1.939,2.003,2.105,2.194,2.296,2.406
p41037,0.0285,0.057,0.114,0.203,0.338,0.496,1.057,1.167869593,1.51390547,1.953991352,2.520680012,3.538577997,3.4,3.425,3.461,3.497,3.538,3.589,3.628,3.703,3.78
p41045,0.124,0.248,0.496,0.76,1.06,1.484,2.615,2.709702678,2.957889483,4.470610563,6.983902418,10.18004657,9.712,9.781,9.852,9.935,10.045,10.224,10.52,10.725,10.949
p06035,0.616,1.232,2.464,5.822,8.24,10.032,13.502,13.83358392,14.46526612,15.26046609,16.26163466,17.49826819,16.933,16.979,17.048,17.181,17.533,17.729,18.011,18.461,19.034
p06049,0.10425,0.2085,0.417,0.517,0.519,0.565,0.774,0.836819945,0.950296156,1.098101866,1.293927048,1.514953705,1.521,1.55,1.624,1.654,1.681,1.745,1.746,1.763,1.795
p06093,0.68875,1.3775,2.755,4.161,4.982,5.697,8.064,8.819816558,10.08775919,11.44806495,13.08793444,15.17718219,15.456,15.664,15.908,16.225,16.601,16.885,17.224,17.545,17.846
p06001,25.375,50.75,101.5,194.224,289.441,383.947,524.067,549.1153214,591.9063157,640.3617416,708.5566541,797.785679,790.665,794.272,797.927,802.52,808.174,815.108,824.427,832.643,846.429
p06003,0.053,0.106,0.212,0.39,0.552,0.777,1.144,1.222022776,1.334864165,1.516271221,1.764145644,2.050163627,2.045,2.062,2.087,2.113,2.139,2.163,2.187,2.205,2.231
p06005,0.79875,1.5975,3.195,7.66,11.804,14.773,20.419,21.35270232,22.7117603,23.95947483,25.27287299,27.03363009,25.78,25.934,26.193,26.341,26.628,27.19,27.764,28.509,29.119
p06007,4.92025,9.8405,19.681,50.26,72.834,91.012,125.612,130.849417,138.9402901,147.2770747,156.7512781,169.2955236,164.091,164.297,164.752,165.853,167.272,169.112,172.159,174.935,178.609
p06009,1.21575,2.4315,4.863,11.559,18.688,27.528,39.445,40.8376307,42.96249721,45.68364439,49.3784586,53.92239964,51.755,51.801,52.035,52.727,53.214,54.204,55.037,55.879,56.329
p06011,0.38275,0.7655,1.531,3.625,5.924,8.536,11.909,12.25905457,13.05094575,13.95816724,15.05580477,16.24317881,15.809,15.809,15.809,15.925,16.09,16.294,16.636,16.983,17.342
p06013,16.6745,33.349,66.698,142.952,210.051,277.949,389.64,408.1147369,437.1923807,467.5448378,507.4572653,555.9072859,539.601,542.968,545.993,548.807,553.184,558.212,565.729,573.681,585.036
p06015,0.26925,0.5385,1.077,1.274,1.336,1.492,2.009,2.114017662,2.385804841,2.758831592,3.225457298,3.816135208,3.909,4.065,4.184,4.261,4.385,4.528,4.595,4.698,4.786
p06017,4.0525,8.105,16.21,37.25,59.353,84.956,117.679,121.4431113,128.391685,135.429305,146.2126553,158.6565677,151.411,151.7,152.498,153.699,155.067,156.414,158.762,161.246,163.849
p06019,15.1125,30.225,60.45,129.357,195.827,265.694,367.121,382.6014353,411.7780501,442.6143412,480.5237608,532.4586776,522.807,524.224,526.687,530.075,536.862,546.687,557.408,571.354,585.803
p06021,0.682,1.364,2.728,8.268,12.496,15.479,20.981,21.60814186,22.53589724,23.43594852,24.38639531,25.24996562,23.578,23.637,23.703,23.753,23.83,23.997,24.197,24.318,24.413
p06023,2.1475,4.295,8.59,15.496,21.711,29.768,41.558,43.53915931,46.66091848,50.15751341,53.97272553,59.06992482,57.58,57.974,58.303,58.821,59.525,60.01,60.964,61.955,63.478
p06031,2.055,4.11,8.22,19.225,31.361,43.259,59.571,61.33716494,64.43368137,67.51642935,70.27840877,75.21247532,72.197,72.44,73.121,74.079,74.765,75.437,76.395,77.024,78.084
p06033,1.66325,3.3265,6.653,16.984,26.509,34.491,48.064,50.14278239,53.42846792,56.71245383,59.97434461,63.50531118,61.087,61.226,61.4,61.855,62.393,63.307,64.232,65.22,66.322
p06039,2.48675,4.9735,9.947,22.819,36.63,51.654,73.867,77.3440285,82.63444832,88.23916476,95.27157327,103.887121,100.565,100.734,101.388,101.873,102.73,104.35,106.042,108.282,110.687
p06041,4.677,9.354,18.708,33.168,45.426,60.859,83.822,88.55986798,94.84845543,100.7473162,108.248285,121.545731,118.666,119.939,120.699,121.256,121.882,122.658,123.58,124.917,127.247
p06043,0.402,0.804,1.608,3.684,5.846,8.701,12.936,13.79475711,15.25347163,16.65074342,18.00485723,19.40357128,18.384,18.473,18.537,18.624,18.72,18.837,18.925,19.165,19.303
p06045,1.78975,3.5795,7.159,15.274,23.342,33.531,47.183,49.44594332,52.85956152,56.56473686,60.40822312,66.1835724,63.984,64.309,64.544,65.04,65.794,66.445,67.216,67.99,68.851
p06047,5.548,11.096,22.192,60.4,87.154,107.689,146.437,150.7011566,158.2036513,166.5769481,175.6855604,186.9375465,176.926,177.359,177.954,178.882,180.7,182.255,184.453,186.934,189.813
p06053,5.97275,11.9455,23.891,50.23,72.027,96.278,132.923,138.5596042,147.6730562,160.298977,176.9607668,196.4596388,193.948,194.602,195.018,196.459,198.15,201.485,205.825,209.662,213.743
p06055,3.278,6.556,13.112,33.616,41.543,53.295,74.2,77.1509162,82.58147752,88.39122635,95.38169472,103.3297949,98.277,98.813,99.119,99.49,100.391,100.871,102.087,103.121,104.415
p06057,2.327,4.654,9.308,21.04,34.186,50.699,71.297,73.85881137,77.56302391,82.18928604,89.06402708,96.65294057,93.351,93.441,93.889,94.996,95.934,97.797,98.988,100.469,101.466
p06061,8.1075,16.215,32.43,77.523,123.069,159.564,215.249,222.5379085,234.5070296,245.6945902,258.7325514,280.194558,271.211,271.746,272.519,274.22,276.722,281.213,286.154,292.529,298.488
p06063,0.62,1.24,2.48,5.167,7.47,10.132,14.532,15.46022293,16.74195111,18.2202362,20.16654131,22.46222964,22.221,22.484,22.71,23.037,23.401,23.758,24.056,24.684,25.176
p06067,17.38825,34.7765,69.553,100.16,125.272,142.422,190.901,204.9503851,231.4929911,266.2706947,311.4564997,367.9148008,377.916,382.703,387.189,392.06,397.917,405.357,413.436,423.618,432.621
p06069,0.79125,1.5825,3.165,5.728,8.45,12.162,17.457,18.65526074,20.35879735,21.90229884,23.80605526,26.33586674,25.366,25.469,25.545,25.792,26.096,26.367,26.696,27.039,27.31
p06075,13.8475,27.695,55.39,86.121,109.446,140.282,190.311,200.4985847,215.8496543,232.4598016,259.1168753,302.336104,307.515,308.783,309.864,311.757,313.801,317.322,322.813,329.744,340.011
p06077,11.83875,23.6775,47.355,110.732,167.414,217.216,295.96,306.2250118,322.1090796,339.5817566,359.9727073,390.9398855,380.312,381.784,383.186,385.418,388.39,393.047,398.949,405.855,413.795
p06079,4.8765,9.753,19.506,36.42,54.839,80.402,114.041,119.7051006,129.2127324,139.6881155,151.2330922,162.8895916,155.854,157.023,158.163,159.592,160.705,161.714,162.546,163.407,164.912
p06081,11.2135,22.427,44.854,84.559,113.909,153.974,213.765,225.5040725,243.9284161,264.567605,286.9632865,320.4326131,313.75,315.272,316.824,318.752,321.815,325.422,329.566,335.661,342.13
p06083,7.01,14.02,28.04,52.472,81.246,115.753,165.485,174.8248671,192.2437469,215.1530211,243.7075806,275.6895059,273.006,274.188,275.901,277.777,280.563,285.153,289.936,295.373,302.271
p06085,33.94425,67.8885,135.777,241.208,342.472,459.404,617.718,645.8921686,688.4487773,730.2562053,774.6306259,827.271986,785.253,789.372,793.742,797.722,803.714,809.548,816.051,822.556,831.696
p06087,4.72475,9.4495,18.899,39.493,59.671,80.45,111.489,115.9899879,123.0903673,130.3743435,139.1461618,150.2469159,143.105,143.946,144.682,145.406,146.689,147.723,149.803,151.665,153.87
p06089,3.31,6.62,13.24,26.98,41.314,56.535,76.445,79.36200089,83.82311308,88.48898022,93.19688514,99.30687406,94.345,95.04,95.579,96.285,97.475,98.732,100.693,102.351,104.119
p06091,0.098,0.196,0.392,0.856,1.403,2.149,3.164,3.352388569,3.605192662,3.954687333,4.424679898,4.915305999,4.812,4.832,4.904,4.957,4.983,5.018,5.052,5.09,5.168
p06095,8.17325,16.3465,32.693,78.743,113.676,147.992,198.163,204.6622493,216.6834147,227.9978803,240.5812326,257.9291618,246.958,247.889,248.463,249.312,251.07,253.854,257.199,260.296,264.843
p06097,14.8105,29.621,59.242,95.186,136.737,181.624,244.122,253.6463579,268.1381906,281.6039332,302.0653423,331.8743839,320.154,321.746,323.747,325.148,327.148,330.282,334.601,340.338,346.266
p06099,9.59825,19.1965,38.393,81.232,113.872,141.651,189.064,195.3897939,206.0532346,217.8140988,232.6778161,252.3260447,245.446,245.965,246.922,248.612,251.473,255.164,258.527,263.123,268.038
p06101,1.9845,3.969,7.938,20.153,32.04,41.83,57.021,58.96157719,61.64529845,64.53493616,67.45819841,71.38085883,67.777,67.848,67.863,67.989,68.266,69.414,70.881,72.655,74.149
p06103,0.956,1.912,3.824,7.83,11.829,17.197,24.48,25.76363236,27.46112224,29.07851944,30.89237063,34.04996677,33.19,33.368,33.64,34,34.187,34.339,34.603,35.366,36.179
p06105,0.16375,0.3275,0.655,0.783,0.759,0.798,1.065,1.088172455,1.12933746,1.166529578,1.200323815,1.274993884,1.271,1.307,1.34,1.37,1.399,1.417,1.446,1.486,1.55
p06109,1.39525,2.7905,5.581,14.16,22.49,28.174,38.699,40.30938172,42.74107927,45.11884422,47.82354371,53.49555867,52.688,53.039,53.296,53.389,54.007,55.063,56.797,58.272,59.751
p06113,3.2095,6.419,12.838,25.623,36.245,46.834,64.616,67.33182015,71.34319255,75.87438569,80.92715307,86.71285381,82.471,82.948,83.48,83.671,84.908,86.11,87.221,88.652,90.502
p06115,1.21175,2.4235,4.847,10.766,16.959,24.945,34.91,36.3940044,38.64431758,41.00340607,44.19063704,47.81503518,46.569,46.569,46.928,47.391,47.751,48.673,49.614,50.572,51.447
p06025,2.96175,5.9235,11.847,22.483,28.389,33.559,44.746,46.16916485,48.65156116,51.34142146,54.91316272,65.87173522,68.278,68.551,68.777,69.516,70.441,71.245,72.378,73.716,75.403
p06027,0.396,0.792,1.584,3.375,5.364,8.242,12.739,13.74775623,15.09561864,16.75284192,18.38697866,19.88901995,19.13,19.164,19.287,19.452,19.711,19.954,20.292,20.585,20.938
p06029,13.6285,27.257,54.514,126.853,194.139,261.296,359.613,373.5231139,395.6261937,418.8949064,452.4527018,500.4478164,491.349,492.034,494.034,497.615,502.669,510.815,522.321,532.881,545.163
p06037,165.64975,331.2995,662.599,1359.248,2006.276,2661.948,3638.742,3830.621461,4119.882383,4438.195378,4772.480882,5141.705325,4924.376,4938.053,4956.73,4981.88,5015.105,5060.889,5117.276,5179.925,5269.368
p06051,0.39975,0.7995,1.599,2.963,4.296,6.296,9.692,10.69167753,11.90147939,13.13377622,14.19905988,15.26343503,14.354,14.426,14.464,14.524,14.56,14.699,14.855,15.057,15.247
p06059,45.4325,90.865,181.73,344.548,524.912,737.571,1048.349,1108.270439,1203.850426,1304.874121,1410.605131,1527.326564,1465.486,1469.664,1476.137,1484.482,1496.395,1511.026,1525.673,1541.534,1562.741
p06065,33.9305,67.861,135.722,285.753,429.753,596.656,859.915,916.3127305,1011.628926,1116.532816,1229.634842,1361.805155,1335.879,1338.653,1343.497,1349.993,1365.189,1386.287,1409.482,1442.334,1478.071
p06071,33.087,66.174,132.348,282.626,466.882,663.16,947.369,1001.279075,1081.286588,1164.409406,1261.043682,1381.506188,1335.001,1339.766,1347.077,1355.895,1367.708,1381.267,1397.726,1414.811,1434.054
p06107,7.036,14.072,28.144,60.833,95.941,135.961,191.995,201.7369556,214.8802887,229.1861329,243.9938964,260.9833969,250.642,251.444,252.329,254.018,256.484,259.963,263.349,267.339,271.885
p06111,11.166,22.332,44.664,86.157,131.719,193.556,287.574,308.7477327,337.3318281,369.0621531,401.1614336,433.7489386,413.947,415.218,417.023,420.07,424.122,428.582,433.317,438.76,444.396
p06073,54.586,109.172,218.344,473.582,735.808,1000.397,1362.063,1424.674205,1522.905209,1626.279088,1737.985192,1846.505194,1741.881,1746.993,1753.149,1762.224,1774.489,1787.699,1803.052,1818.989,1836.2
p32001,0.082,0.164,0.328,0.681,0.799,1.104,1.484,1.605182091,1.858215671,2.322197615,2.933635453,3.708872063,4.097,4.335,4.529,4.599,4.743,4.883,5.088,5.269,5.519
p32005,0.19275,0.3855,0.771,1.953,2.367,3.422,4.96,5.380578544,6.20394012,7.268543705,8.385748488,9.999800258,10.382,10.808,10.987,11.121,11.36,11.655,11.838,12.204,12.671
p32007,0.14975,0.2995,0.599,1.252,1.464,2.008,2.67,2.798595639,3.118920716,3.575619527,4.201133353,5.098869732,5.45,5.827,6.001,6.167,6.277,6.405,6.606,6.804,7.099
p32009,0.0025,0.005,0.01,0.058,0.074,0.125,0.198,0.214569217,0.235190353,0.257418538,0.283012129,0.311837186,0.312,0.313,0.318,0.326,0.333,0.338,0.343,0.348,0.356
p32011,0.00775,0.0155,0.031,0.066,0.077,0.105,0.138,0.141002628,0.148318241,0.158578509,0.167384605,0.191304373,0.208,0.222,0.233,0.243,0.251,0.26,0.27,0.281,0.297
p32013,0.04275,0.0855,0.171,0.376,0.443,0.629,0.866,0.904255984,1.082723156,1.383760412,1.739918925,2.245891222,2.485,2.585,2.689,2.779,2.868,2.926,2.991,3.08,3.207
