type,t,capcost,fom,vom
csp3,2047,1277.5,40,3
csp3,2048,1238.3,40,3
csp3,2049,1198.2,40,3
csp3,2050,1159.0,40,3
csp4,2010,4896.1,68.7,4.2
csp4,2011,4896.1,68.7,4.2
csp4,2012,4896.1,68.7,4.2
csp4,2013,4896.1,68.7,4.2
csp4,2014,4994.6,68.3,4.2
csp4,2015,4956.4,68.3,4.1
csp4,2016,4764.5,68.3,4.1
csp4,2017,4433.1,63.8,4
csp4,2018,4101.0,59.4,3.8
csp4,2019,3769.6,54.9,3.6
csp4,2020,3437.5,50.4,3.4
csp4,2021,3267.8,49.4,3.4
csp4,2022,3098.0,48.4,3.3
csp4,2023,2927.6,47.3,3.3
csp4,2024,2757.9,46.3,3.3
csp4,2025,2587.6,45.2,3.2
csp4,2026,2417.8,44.2,3.2
csp4,2027,2248.1,43.1,3.1
csp4,2028,2077.7,42.1,3.1
csp4,2029,1908.0,41,3
csp4,2030,1738.3,40,3
csp4,2031,1702.6,40,3
csp4,2032,1667.5,40,3
csp4,2033,1632.5,40,3
csp4,2034,1596.9,40,3
csp4,2035,1561.9,40,3
csp4,2036,1526.2,40,3
csp4,2037,1491.1,40,3
csp4,2038,1456.1,40,3
csp4,2039,1420.5,40,3
csp4,2040,1385.5,40,3
csp4,2041,1349.8,40,3
csp4,2042,1314.7,40,3
csp4,2043,1279.7,40,3
csp4,2044,1244.1,40,3
csp4,2045,1209.1,40,3
csp4,2046,1174.0,40,3
csp4,2047,1138.3,40,3
csp4,2048,1103.3,40,3
csp4,2049,1067.7,40,3
csp4,2050,1032.7,40,3
