r,rr,length_miles,USD2004perMW
p7,p54,1271.35,832419.15
p7,p55,1397.09,906382.16
p7,p56,1389.73,907476.55
p7,p57,1568.99,1039059.08
p7,p58,1888.38,1224842.33
p7,p59,1173.8,832687.31
p7,p60,1295.88,897842.88
p7,p61,1342.04,945682.94
p7,p62,1290.37,897547.57
p7,p63,1477.07,1002505.0
p7,p64,1571.32,1144853.05
p7,p65,1571.37,1145153.86
p7,p66,1759.92,1163423.14
p7,p67,1734.91,1224601.69
p7,p68,1220.1,817100.08
p7,p69,1299.94,859781.86
p7,p70,1249.77,829101.83
p7,p71,1337.56,876151.68
p7,p72,1506.27,970969.52
p7,p73,1453.12,944511.27
p7,p74,1549.16,1040948.25
p7,p75,1517.59,1000478.62
p7,p76,1493.96,987760.82
p7,p77,1385.96,922088.39
p7,p78,1473.0,970789.51
p7,p79,1534.07,1005467.86
p7,p80,1530.44,998402.06
p7,p81,1400.84,919115.81
p7,p82,1462.08,957464.02
p7,p83,1555.34,1006996.33
p7,p84,1561.76,1016588.54
p7,p85,1531.74,1003568.38
p7,p86,1639.01,1079344.61
p7,p87,1742.02,1138846.9
p7,p88,1742.39,1141327.06
p7,p89,1870.77,1280781.37
p7,p90,1917.07,1297776.9
p7,p91,1973.65,1356372.68
p7,p92,1778.98,1175577.08
p7,p93,1759.67,1140548.01
p7,p94,1992.1,1407033.13
p7,p95,2077.97,1515595.18
p7,p96,2271.36,1691167.3
p7,p97,2116.12,1558608.38
p7,p98,2214.31,1661622.94
p7,p99,2363.82,1797537.51
p7,p100,2182.64,1813609.28
p7,p101,2369.66,1745980.52
p7,p102,2590.25,1938945.76
p7,p103,1784.21,1149350.81
p7,p104,1658.22,1076113.82
p7,p105,1675.67,1101163.48
p7,p106,1665.84,1071160.17
p7,p107,1663.41,1063728.96
p7,p108,1693.17,1082081.81
p7,p109,1746.72,1141309.43
p7,p110,1950.35,1359077.93
p7,p111,1872.93,1278397.57
p7,p112,1817.01,1237019.22
p7,p113,1766.48,1177467.77
p7,p114,1776.0,1204195.81
p7,p115,1985.62,1463197.25
p7,p116,1925.81,1383077.69
p7,p117,1980.04,1457391.16
p7,p118,2134.34,1562628.68
p7,p119,2107.83,1670397.79
p7,p120,2145.83,1772856.23
p7,p121,2156.19,1777836.63
p7,p122,2278.41,1978814.13
p7,p123,2225.26,1897300.92
p7,p124,2416.5,2116470.21
p7,p125,2290.07,1981050.63
p7,p126,2303.81,1997213.95
p7,p127,2361.77,1925554.53
p7,p128,2397.42,2196512.04
p7,p129,2482.71,2078714.74
p7,p130,2501.26,2230077.21
p7,p131,2515.59,2260852.34
p7,p132,2490.35,2142334.6
p7,p133,2528.21,2244984.29
p7,p134,2607.55,2436915.29
p8,p1,544.29,449934.47
p8,p2,460.52,357448.13
p8,p3,601.89,447376.79
p8,p4,526.23,396979.48
p8,p5,367.7,305024.5
p8,p6,92.42,81593.09
p8,p7,368.91,293537.24
p8,p9,328.94,473141.54
p8,p10,789.74,765229.48
p8,p11,993.03,863146.08
p8,p12,287.8,281343.17
p8,p13,645.34,484053.36
p8,p14,519.4,426058.06
p8,p15,399.48,316270.39
p8,p16,607.46,456908.8
p8,p17,684.82,591981.65
p8,p18,877.15,687314.01
p8,p19,1102.37,815532.56
p8,p20,901.29,685884.65
p8,p21,810.24,635832.62
p8,p22,915.79,732975.03
p8,p23,984.59,764094.62
p8,p24,984.54,744177.97
p8,p25,600.81,455001.75
p8,p26,750.53,582297.06
p8,p27,792.47,593641.2
p8,p28,933.36,690452.68
p8,p29,950.85,744287.05
p8,p30,1056.84,767391.88
p8,p31,1117.65,843283.52
p8,p32,1089.76,814953.1
p8,p33,1075.51,808504.56
p8,p34,1057.53,849161.96
p8,p35,1034.01,771711.15
p8,p36,1268.25,914696.97
p8,p37,1451.14,1021709.26
p8,p38,1393.89,993900.78
p8,p39,1029.89,774690.01
p8,p40,1315.33,939585.22
p8,p41,1424.82,1007893.6
p8,p42,1501.41,1048512.37
p8,p43,1577.49,1099795.91
p8,p44,1449.25,1024993.5
p8,p45,1454.38,1032899.84
p8,p46,1665.33,1159034.44
p8,p47,1305.59,969388.34
p8,p48,1408.68,1029885.72
p8,p49,1290.25,972681.56
p8,p50,1555.07,1085051.39
p8,p51,1582.65,1101934.7
p8,p52,1296.59,933638.28
p8,p53,1460.71,1025002.36
p8,p54,1557.39,1080583.44
p8,p55,1683.13,1154546.45
p8,p56,1675.77,1155640.84
p8,p57,1855.03,1287223.37
p8,p58,2174.42,1473006.62
p8,p59,1308.11,943151.82
p8,p60,1478.02,1068841.99
p8,p61,1524.18,1116682.05
p8,p62,1472.52,1068546.68
p8,p63,1668.78,1250388.99
p8,p64,1753.46,1315852.16
p8,p65,1753.52,1316152.97
p8,p66,2045.96,1411587.43
p8,p67,1902.46,1443199.02
p8,p68,1523.59,1069942.39
p8,p69,1585.82,1109252.69
p8,p70,1535.66,1078572.65
p8,p71,1623.6,1124315.96
p8,p72,1792.31,1219133.8
p8,p73,1739.16,1192675.56
p8,p74,1894.22,1307686.06
p8,p75,1821.08,1253320.94
p8,p76,1797.45,1240603.14
p8,p77,1689.46,1174930.7
p8,p78,1758.88,1220260.34
p8,p79,1819.96,1254938.69
p8,p80,1816.32,1247872.88
p8,p81,1686.72,1168586.64
p8,p82,1752.51,1206354.42
p8,p83,1841.38,1255160.62
p8,p84,1847.8,1264752.83
p8,p85,1817.78,1251732.67
p8,p86,1925.05,1327508.9
p8,p87,2028.06,1387011.18
p8,p88,2028.43,1389491.35
p8,p89,2156.81,1528945.65
p8,p90,2203.11,1545941.18
p8,p91,2259.69,1604536.97
p8,p92,2065.02,1423741.36
p8,p93,2045.71,1388712.3
p8,p94,2278.13,1655197.42
p8,p95,2364.01,1763759.47
p8,p96,2557.4,1939331.58
p8,p97,2402.16,1806772.67
p8,p98,2500.35,1909787.23
p8,p99,2649.86,2045701.8
p8,p100,2468.52,2063080.11
p8,p101,2655.7,1994144.8
p8,p102,2876.29,2187110.05
p8,p103,2070.1,1398821.63
p8,p104,1944.1,1325584.64
p8,p105,1961.55,1350634.31
p8,p106,1951.88,1319324.45
p8,p107,1949.44,1311893.25
p8,p108,1979.21,1330246.09
p8,p109,2032.76,1389473.72
p8,p110,2236.39,1607242.21
p8,p111,2158.81,1527868.4
p8,p112,2102.89,1486490.05
p8,p113,2048.14,1426132.74
p8,p114,2062.04,1452360.1
p8,p115,2271.5,1712668.07
p8,p116,2211.69,1632548.52
p8,p117,2265.92,1706861.99
p8,p118,2420.38,1810792.97
p8,p119,2393.72,1919868.62
p8,p120,2431.72,2022327.05
p8,p121,2442.07,2027307.45
p8,p122,2564.29,2228284.95
p8,p123,2511.14,2146771.74
p8,p124,2702.38,2365941.03
p8,p125,2575.95,2230521.46
p8,p126,2589.69,2246684.77
p8,p127,2647.65,2175025.36
p8,p128,2683.3,2445982.87
p8,p129,2768.59,2328185.57
p8,p130,2787.14,2479548.04
p8,p131,2801.47,2510323.17
p8,p132,2776.23,2391805.42
p8,p133,2814.09,2494455.12
p8,p134,2893.43,2686386.11
p9,p1,896.82,893087.12
p9,p2,787.36,773087.88
p9,p3,928.73,863016.54
p9,p4,853.07,812619.23
p9,p5,720.23,748177.15
p9,p6,420.17,547213.68
p9,p7,635.6,661475.0
p9,p8,328.94,473141.54
p9,p10,418.61,530849.74
p9,p11,552.8,681180.63
p9,p12,237.71,393655.12
p9,p13,519.07,635983.65
p9,p14,836.29,824277.38
p9,p15,625.76,656717.6
p9,p16,755.44,747591.41
p9,p17,955.92,934276.08
p9,p18,1058.26,983623.35
p9,p19,1250.35,1106215.18
p9,p20,1049.27,976567.26
p9,p21,910.35,893534.58
p9,p22,1059.56,1001833.43
p9,p23,1084.7,1021796.57
p9,p24,1072.93,999550.02
p9,p25,672.42,704581.46
p9,p26,809.54,821631.19
p9,p27,612.22,681858.05
p9,p28,739.26,766091.34
p9,p29,905.1,894476.34
p9,p30,838.69,830812.43
p9,p31,1065.38,1008330.49
p9,p32,1178.16,1070325.15
p9,p33,1090.9,1061360.37
p9,p34,1079.29,1088171.56
p9,p35,1181.99,1062393.76
p9,p36,1389.29,1198814.96
p9,p37,1565.99,1296477.39
p9,p38,1482.29,1249272.82
p9,p39,1118.29,1030062.06
p9,p40,1403.72,1194957.27
p9,p41,1513.21,1263265.65
p9,p42,1627.04,1331040.6
p9,p43,1665.88,1355167.95
p9,p44,1537.65,1280365.55
p9,p45,1542.78,1288271.89
p9,p46,1753.72,1414406.48
p9,p47,1222.76,1117416.2
p9,p48,1361.31,1191879.38
p9,p49,1295.75,1207456.01
p9,p50,1589.53,1331249.28
p9,p51,1671.04,1357306.74
p9,p52,1384.98,1189010.33
p9,p53,1549.11,1280374.4
p9,p54,1645.78,1335955.48
p9,p55,1771.52,1409918.5
p9,p56,1764.16,1411012.88
p9,p57,1874.26,1515654.37
p9,p58,2193.65,1701437.63
p9,p59,1100.58,1011463.59
p9,p60,1386.48,1190797.7
p9,p61,1335.47,1195967.63
p9,p62,1346.81,1172234.86
p9,p63,1656.0,1439246.47
p9,p64,1658.03,1433569.75
p9,p65,1651.17,1430826.67
p9,p66,1875.7,1623523.15
p9,p67,1807.62,1561306.23
p9,p68,1611.99,1325314.44
p9,p69,1674.21,1364624.74
p9,p70,1624.05,1333944.7
p9,p71,1711.99,1379688.01
p9,p72,1880.7,1474505.85
p9,p73,1827.55,1448047.61
p9,p74,1982.62,1563058.11
p9,p75,1909.47,1508692.99
p9,p76,1885.85,1495975.19
p9,p77,1777.85,1430302.75
p9,p78,1847.27,1475632.38
p9,p79,1908.35,1510310.74
p9,p80,1904.71,1503244.93
p9,p81,1775.11,1423958.69
p9,p82,1840.9,1461726.47
p9,p83,1929.77,1510532.67
p9,p84,1936.2,1520124.88
p9,p85,1906.18,1507104.72
p9,p86,1945.46,1556347.76
p9,p87,2059.19,1624550.07
p9,p88,2116.82,1644863.4
p9,p89,2245.2,1784317.7
p9,p90,2234.23,1783480.06
p9,p91,2290.81,1842075.85
p9,p92,2153.42,1679113.41
p9,p93,2134.11,1644084.35
p9,p94,2366.53,1910569.46
p9,p95,2452.4,2019131.51
p9,p96,2645.8,2194703.63
p9,p97,2490.55,2062144.72
p9,p98,2588.74,2165159.28
p9,p99,2738.26,2301073.85
p9,p100,2556.92,2318452.16
p9,p101,2697.47,2242922.95
p9,p102,2910.68,2437650.09
p9,p103,2158.49,1654193.68
p9,p104,2032.49,1580956.69
p9,p105,2049.95,1606006.35
p9,p106,2040.27,1574696.5
p9,p107,2037.84,1567265.29
p9,p108,2067.61,1585618.14
p9,p109,2121.15,1644845.76
p9,p110,2324.78,1862614.26
p9,p111,2247.2,1783240.45
p9,p112,2191.29,1741862.1
p9,p113,2136.53,1681504.79
p9,p114,2150.44,1707732.15
p9,p115,2359.9,1968040.12
p9,p116,2300.09,1887920.56
p9,p117,2354.32,1962234.04
p9,p118,2508.78,2066165.01
p9,p119,2482.11,2175240.67
p9,p120,2520.11,2277699.1
p9,p121,2530.47,2282679.5
p9,p122,2652.68,2483657.0
p9,p123,2599.53,2402143.79
p9,p124,2790.77,2621313.08
p9,p125,2664.34,2485893.51
p9,p126,2678.09,2502056.82
p9,p127,2735.97,2430397.41
p9,p128,2771.7,2701354.92
p9,p129,2856.91,2583557.61
p9,p130,2875.46,2734920.09
p9,p131,2889.79,2765695.22
p9,p132,2864.55,2647177.47
p9,p133,2902.4,2749827.17
p9,p134,2981.74,2941758.16
p10,p1,1205.87,1059836.48
p10,p2,1045.93,938115.37
p10,p3,1144.35,1000145.97
p10,p4,1096.05,960842.0
p10,p5,1034.05,919161.37
p10,p6,820.87,779702.82
p10,p7,832.2,751544.45
p10,p8,789.74,765229.48
p10,p9,418.61,530849.74
p10,p11,115.41,219000.83
p10,p12,471.57,582163.37
p10,p13,269.69,329658.05
p10,p14,1038.48,924971.19
p10,p15,804.48,744404.06
p10,p16,878.58,731461.95
p10,p17,1164.54,944256.26
p10,p18,1206.45,984561.43
p10,p19,1398.55,1107153.25
p10,p20,1145.26,971682.35
p10,p21,926.92,811359.8
p10,p22,1079.28,919448.74
p10,p23,1112.09,937949.67
p10,p24,1065.06,906287.17
p10,p25,675.7,615130.6
p10,p26,755.37,689396.03
p10,p27,268.74,336994.69
p10,p28,377.73,397721.58
p10,p29,561.62,549612.99
p10,p30,476.81,457281.03
p10,p31,721.91,663467.13
p10,p32,1193.91,985434.21
p10,p33,963.62,890366.96
p10,p34,940.44,842720.41
p10,p35,1252.66,1031533.62
p10,p36,1405.97,1114086.68
p10,p37,1581.74,1211586.45
p10,p38,1463.6,1144856.54
p10,p39,1114.23,938301.57
p10,p40,1285.17,1031991.99
p10,p41,1409.81,1104609.77
p10,p42,1642.79,1246149.66
p10,p43,1660.0,1260515.6
p10,p44,1547.65,1193325.83
p10,p45,1494.7,1154305.18
p10,p46,1733.43,1297547.86
p10,p47,893.73,747006.09
p10,p48,1045.64,823682.69
p10,p49,1012.83,880572.9
p10,p50,1246.05,986385.92
p10,p51,1350.22,1048050.98
p10,p52,1065.88,907761.92
p10,p53,1249.8,1016383.82
p10,p54,1416.62,1111556.59
p10,p55,1452.86,1141736.3
p10,p56,1443.11,1106327.68
p10,p57,1530.78,1170791.02
p10,p58,1850.17,1356574.27
p10,p59,749.69,640107.87
p10,p60,1035.59,819441.98
p10,p61,984.57,824611.91
p10,p62,995.91,800879.14
p10,p63,1305.1,1067890.75
p10,p64,1307.14,1062214.03
p10,p65,1300.27,1059470.95
p10,p66,1524.8,1252167.44
p10,p67,1456.72,1189950.51
p10,p68,1594.41,1221040.04
p10,p69,1625.41,1229877.6
p10,p70,1536.98,1180683.84
p10,p71,1550.38,1192564.68
p10,p72,1636.0,1249825.74
p10,p73,1543.47,1198575.87
p10,p74,1971.55,1461594.25
p10,p75,1890.95,1393250.84
p10,p76,1865.71,1379217.69
p10,p77,1757.56,1313444.13
p10,p78,1795.96,1337916.46
p10,p79,1857.04,1372594.82
p10,p80,1835.79,1358093.33
p10,p81,1689.16,1272505.97
p10,p82,1710.87,1286786.18
p10,p83,1771.41,1320491.15
p10,p84,1645.53,1251778.58
p10,p85,1537.65,1172973.24
p10,p86,1601.98,1211484.41
p10,p87,1715.71,1279686.71
p10,p88,1754.43,1319075.36
p10,p89,1882.9,1454254.79
p10,p90,1890.76,1438616.71
p10,p91,1947.34,1497212.49
p10,p92,1849.27,1432225.07
p10,p93,1855.83,1413848.94
p10,p94,2009.2,1590420.53
p10,p95,2133.13,1730809.34
p10,p96,2288.46,1874554.7
p10,p97,2234.82,1835140.65
p10,p98,2333.01,1938155.21
p10,p99,2482.52,2074069.78
p10,p100,2439.93,2105311.68
p10,p101,2353.99,1898059.6
p10,p102,2567.2,2092786.74
p10,p103,2081.69,1501752.44
p10,p104,1956.46,1431606.85
p10,p105,1952.48,1444407.45
p10,p106,1868.85,1378533.72
p10,p107,1781.93,1339801.83
p10,p108,1811.33,1358068.92
p10,p109,1874.56,1423183.39
p10,p110,2069.05,1635610.2
p10,p111,2170.4,1630799.2
p10,p112,2048.77,1558504.81
p10,p113,1974.17,1488154.29
p10,p114,1963.64,1506224.38
p10,p115,2283.1,1815598.88
p10,p116,2144.14,1702192.2
p10,p117,2176.21,1767579.3
p10,p118,2253.04,1839160.95
p10,p119,2405.31,2022799.42
p10,p120,2379.86,2120900.03
p10,p121,2390.21,2125880.43
p10,p122,2575.88,2331215.76
p10,p123,2491.63,2191072.93
p10,p124,2713.97,2468871.84
p10,p125,2587.54,2333452.26
p10,p126,2601.29,2349615.58
p10,p127,2659.24,2277956.16
p10,p128,2694.89,2548913.67
p10,p129,2780.19,2431116.37
p10,p130,2798.74,2582478.84
p10,p131,2813.07,2613253.97
p10,p132,2787.83,2494736.23
p10,p133,2825.68,2597385.92
p10,p134,2905.02,2789316.92
p11,p1,1409.17,1157753.07
p11,p2,1249.22,1036031.96
p11,p3,1345.92,1081535.86
p11,p4,1297.61,1042231.9
p11,p5,1237.35,1017077.97
p11,p6,1024.17,877619.42
p11,p7,1016.54,825695.69
p11,p8,993.03,863146.08
p11,p9,552.8,681180.63
p11,p10,115.41,219000.83
p11,p12,750.44,699772.86
p11,p13,348.2,379446.15
p11,p14,1240.04,1006361.09
p11,p15,967.62,794193.31
p11,p16,951.56,776500.47
p11,p17,1237.52,989294.78
p11,p18,1279.43,1029599.95
p11,p19,1471.53,1152191.78
p11,p20,1218.24,1016720.87
p11,p21,999.9,856398.32
p11,p22,1152.26,964487.26
p11,p23,1185.07,982988.19
p11,p24,1121.63,911663.24
p11,p25,748.68,660169.12
p11,p26,828.35,734434.55
p11,p27,274.81,297110.3
p11,p28,328.04,315102.02
p11,p29,545.38,506865.03
p11,p30,397.85,357094.63
p11,p31,673.54,599170.38
p11,p32,1266.89,1030472.73
p11,p33,1014.38,848840.9
p11,p34,936.96,795046.61
p11,p35,1325.64,1076572.14
p11,p36,1478.95,1159125.2
p11,p37,1673.09,1221614.08
p11,p38,1460.12,1097182.74
p11,p39,1189.38,943418.88
p11,p40,1281.68,984318.19
p11,p41,1406.32,1056935.97
p11,p42,1736.05,1257426.0
p11,p43,1656.51,1212841.8
p11,p44,1544.16,1145652.03
p11,p45,1491.21,1106631.38
p11,p46,1729.94,1249874.06
p11,p47,814.77,646819.69
p11,p48,966.68,723496.29
p11,p49,1077.45,809747.58
p11,p50,1249.91,897277.08
p11,p51,1354.31,959699.7
p11,p52,1062.39,860088.12
p11,p53,1329.36,942027.53
p11,p54,1512.59,1051288.61
p11,p55,1524.24,1057895.31
p11,p56,1446.86,1017020.02
p11,p57,1347.96,1077283.21
p11,p58,1847.73,1263456.16
p11,p59,670.73,539921.47
p11,p60,956.63,719255.58
p11,p61,905.62,724425.51
p11,p62,916.96,700692.74
p11,p63,1226.14,967704.35
p11,p64,1228.18,962027.63
p11,p65,1221.31,959284.55
p11,p66,1445.84,1151981.04
p11,p67,1377.76,1089764.11
p11,p68,1590.93,1173366.24
p11,p69,1621.92,1182203.8
p11,p70,1533.49,1133010.04
p11,p71,1646.24,1133580.84
p11,p72,1728.84,1183479.46
p11,p73,1625.91,1122580.43
p11,p74,1968.07,1413920.45
p11,p75,1887.46,1345577.04
p11,p76,1862.22,1331543.89
p11,p77,1754.08,1265770.33
p11,p78,1792.48,1290242.66
p11,p79,1947.8,1321911.73
p11,p80,1931.69,1299402.12
p11,p81,1778.76,1220229.62
p11,p82,1806.93,1224611.49
p11,p83,1866.13,1257205.16
p11,p84,1667.5,1163623.51
p11,p85,1533.87,1080164.95
p11,p86,1599.54,1118366.3
p11,p87,1713.27,1186568.6
p11,p88,1753.1,1226335.43
p11,p89,1881.57,1361514.86
p11,p90,1888.31,1345498.6
p11,p91,1944.89,1404094.39
p11,p92,1909.06,1344322.62
p11,p93,1920.4,1332570.65
p11,p94,2007.86,1497680.6
p11,p95,2131.8,1638069.41
p11,p96,2287.13,1781814.77
p11,p97,2226.59,1743693.58
p11,p98,2396.49,1860892.53
p11,p99,2546.0,1996807.1
p11,p100,2503.41,2028049.0
p11,p101,2351.55,1804941.49
p11,p102,2564.76,1999668.63
p11,p103,2176.42,1438466.44
p11,p104,2051.69,1369246.06
p11,p105,2047.2,1381121.45
p11,p106,1963.57,1315247.73
p11,p107,1851.26,1264214.45
p11,p108,1873.01,1279799.26
p11,p109,1955.93,1353178.19
p11,p110,2134.86,1558838.19
p11,p111,2265.13,1567513.21
p11,p112,2143.49,1495218.82
p11,p113,2068.9,1424868.3
p11,p114,2058.36,1442938.38
p11,p115,2377.82,1752312.88
p11,p116,2238.86,1638906.21
p11,p117,2270.94,1704293.3
p11,p118,2316.52,1761898.27
p11,p119,2500.03,1959513.43
p11,p120,2474.58,2057614.04
p11,p121,2484.94,2062594.44
p11,p122,2670.61,2267929.76
p11,p123,2555.11,2113810.24
p11,p124,2808.7,2405585.84
p11,p125,2682.27,2270166.27
p11,p126,2696.01,2286329.58
p11,p127,2753.97,2214670.17
p11,p128,2789.62,2485627.68
p11,p129,2874.91,2367830.37
p11,p130,2893.46,2519192.85
p11,p131,2907.79,2549967.98
p11,p132,2882.55,2431450.23
p11,p133,2920.41,2534099.93
p11,p134,2999.75,2726030.92
p12,p1,715.94,589060.14
p12,p2,594.18,468799.6
p12,p3,700.98,550931.02
p12,p4,630.98,502669.17
p12,p5,544.12,448385.03
p12,p6,314.88,297086.76
p12,p7,415.63,311061.36
p12,p8,287.8,281343.17
p12,p9,237.71,393655.12
p12,p10,471.57,582163.37
p12,p11,750.44,699772.86
p12,p13,402.75,320680.15
p12,p14,621.91,484488.11
p12,p15,405.79,306303.97
p12,p16,535.47,397177.78
p12,p17,735.95,583862.44
p12,p18,838.29,633209.71
p12,p19,1030.38,755801.54
p12,p20,829.3,626153.62
p12,p21,693.77,546555.91
p12,p22,842.99,654854.76
p12,p23,868.12,674817.9
p12,p24,856.36,652571.35
p12,p25,455.84,357602.79
p12,p26,593.15,476816.28
p12,p27,549.88,430267.99
p12,p28,690.77,527079.46
p12,p29,728.05,583489.56
p12,p30,814.24,604018.67
p12,p31,894.04,697252.08
p12,p32,961.58,723346.48
p12,p33,874.52,716545.46
p12,p34,899.85,743400.38
p12,p35,962.02,711980.12
p12,p36,1172.71,851836.29
p12,p37,1349.41,949498.72
p12,p38,1265.71,902294.15
p12,p39,901.71,683083.39
p12,p40,1187.14,847978.59
p12,p41,1296.63,916286.98
p12,p42,1410.46,984061.93
p12,p43,1449.3,1008189.28
p12,p44,1321.07,933386.88
p12,p45,1326.2,941293.22
p12,p46,1537.14,1067427.81
p12,p47,1058.3,817051.88
p12,p48,1185.58,883871.18
p12,p49,1123.41,865303.44
p12,p50,1426.89,993444.76
p12,p51,1454.46,1010328.07
p12,p52,1168.41,842031.66
p12,p53,1332.53,933395.73
p12,p54,1429.2,988976.81
p12,p55,1554.95,1062939.83
p12,p56,1547.58,1064034.21
p12,p57,1726.85,1195616.74
p12,p58,2046.24,1381400.0
p12,p59,1065.52,779778.6
p12,p60,1254.92,922827.45
p12,p61,1300.41,964282.65
p12,p62,1311.75,940549.87
p12,p63,1501.94,1143010.87
p12,p64,1622.97,1201884.76
p12,p65,1616.1,1199141.68
p12,p66,1917.78,1319980.8
p12,p67,1772.55,1329621.25
p12,p68,1395.41,978335.77
p12,p69,1457.64,1017646.06
p12,p70,1407.47,986966.03
p12,p71,1495.41,1032709.34
p12,p72,1664.12,1127527.18
p12,p73,1610.98,1101068.94
p12,p74,1766.04,1216079.44
p12,p75,1692.9,1161714.31
p12,p76,1669.27,1148996.52
p12,p77,1561.28,1083324.08
p12,p78,1630.7,1128653.71
p12,p79,1691.77,1163332.06
p12,p80,1688.13,1156266.26
p12,p81,1558.53,1076980.01
p12,p82,1624.33,1114747.79
p12,p83,1713.19,1163554.0
p12,p84,1719.62,1173146.2
p12,p85,1689.6,1160126.05
p12,p86,1796.86,1235902.27
p12,p87,1899.88,1295404.56
p12,p88,1900.24,1297884.72
p12,p89,2028.63,1437339.03
p12,p90,2074.92,1454334.56
p12,p91,2131.5,1512930.35
p12,p92,1936.84,1332134.74
p12,p93,1917.53,1297105.68
p12,p94,2149.95,1563590.79
p12,p95,2235.82,1672152.84
p12,p96,2429.22,1847724.96
p12,p97,2273.97,1715166.04
p12,p98,2372.16,1818180.61
p12,p99,2521.68,1954095.18
p12,p100,2340.34,1971473.48
p12,p101,2527.52,1902538.18
p12,p102,2748.1,2095503.43
p12,p103,1941.91,1307215.01
p12,p104,1815.92,1233978.02
p12,p105,1833.37,1259027.68
p12,p106,1823.69,1227717.83
p12,p107,1821.26,1220286.62
p12,p108,1851.03,1238639.47
p12,p109,1904.57,1297867.09
p12,p110,2108.2,1515635.59
p12,p111,2030.63,1436261.78
p12,p112,1974.71,1394883.43
p12,p113,1919.95,1334526.12
p12,p114,1933.86,1360753.48
p12,p115,2143.32,1621061.45
p12,p116,2083.51,1540941.89
p12,p117,2137.74,1615255.36
p12,p118,2292.2,1719186.34
p12,p119,2265.53,1828261.99
p12,p120,2303.53,1930720.43
p12,p121,2313.89,1935700.83
p12,p122,2436.1,2136678.33
p12,p123,2382.95,2055165.12
p12,p124,2574.2,2274334.41
p12,p125,2447.77,2138914.83
p12,p126,2461.51,2155078.15
p12,p127,2519.47,2083418.73
p12,p128,2555.12,2354376.24
p12,p129,2640.41,2236578.94
p12,p130,2658.96,2387941.41
p12,p131,2673.29,2418716.54
p12,p132,2648.05,2300198.8
p12,p133,2685.9,2402848.5
p12,p134,2765.25,2594779.49
p13,p1,1061.48,778660.36
p13,p2,901.53,656939.25
p13,p3,1006.97,710445.85
p13,p4,958.67,671141.88
p13,p5,889.66,637985.25
p13,p6,676.48,498526.71
p13,p7,677.6,454605.68
p13,p8,645.34,484053.36
p13,p9,519.07,635983.65
p13,p10,269.69,329658.05
p13,p11,348.2,379446.15
p13,p12,402.75,320680.15
p13,p14,901.1,635271.07
p13,p15,628.68,423103.3
p13,p16,612.62,405410.46
p13,p17,898.58,618204.76
p13,p18,940.49,658509.93
p13,p19,1132.59,781101.76
p13,p20,882.56,646412.17
p13,p21,664.22,486089.62
p13,p22,816.58,594178.56
p13,p23,849.39,612679.49
p13,p24,802.36,581016.99
p13,p25,413.0,289860.42
p13,p26,492.66,364125.85
p13,p27,147.64,109941.27
p13,p28,288.53,206752.75
p13,p29,413.81,308203.45
p13,p30,412.01,283691.95
p13,p31,574.1,422057.59
p13,p32,931.21,660164.03
p13,p33,685.75,567578.35
p13,p34,708.01,576955.6
p13,p35,989.96,706263.44
p13,p36,1143.26,788816.5
p13,p37,1319.04,886316.27
p13,p38,1221.04,836051.41
p13,p39,851.52,613031.39
p13,p40,1133.15,776424.24
p13,p41,1242.64,844732.62
p13,p42,1380.09,920879.49
p13,p43,1418.93,945006.84
p13,p44,1290.7,870204.44
p13,p45,1276.01,871241.22
p13,p46,1506.78,1004245.37
p13,p47,731.47,531143.31
p13,p48,870.03,605606.49
p13,p49,865.02,639163.36
p13,p50,1098.24,744976.38
p13,p51,1202.42,806641.45
p13,p52,918.07,666352.38
p13,p53,1101.99,774974.28
p13,p54,1268.81,870147.05
p13,p55,1305.05,900326.76
p13,p56,1295.3,864918.14
p13,p57,1382.98,929381.48
p13,p58,1702.37,1115164.73
p13,p59,663.28,459451.89
p13,p60,949.18,638786.0
p13,p61,898.17,643955.93
p13,p62,909.51,620223.16
p13,p63,1193.22,856319.85
p13,p64,1220.73,881558.05
p13,p65,1213.86,878814.97
p13,p66,1573.9,1053745.54
p13,p67,1370.32,1009294.53
p13,p68,1365.04,915153.33
p13,p69,1407.45,947594.07
p13,p70,1348.91,915444.68
p13,p71,1402.57,951155.14
p13,p72,1488.19,1008416.21
p13,p73,1395.66,957166.33
p13,p74,1735.67,1152897.0
p13,p75,1662.53,1098531.87
p13,p76,1638.9,1085814.07
p13,p77,1530.91,1020141.64
p13,p78,1580.51,1058601.72
p13,p79,1641.59,1093280.07
p13,p80,1637.95,1086214.26
p13,p81,1508.35,1006928.02
p13,p82,1570.33,1043193.44
p13,p83,1623.6,1079081.62
p13,p84,1497.73,1010369.05
p13,p85,1389.85,931563.7
p13,p86,1454.17,970074.87
p13,p87,1567.91,1038277.17
p13,p88,1606.62,1077665.82
p13,p89,1735.09,1212845.25
p13,p90,1742.95,1197207.17
p13,p91,1799.53,1255802.96
p13,p92,1701.46,1190815.53
p13,p93,1708.02,1172439.4
p13,p94,1861.39,1349010.99
p13,p95,1985.32,1489399.8
p13,p96,2140.66,1633145.16
p13,p97,2087.01,1593731.11
p13,p98,2185.2,1696745.67
p13,p99,2334.72,1832660.24
p13,p100,2292.12,1863902.14
p13,p101,2206.18,1656650.06
p13,p102,2419.39,1851377.2
p13,p103,1891.73,1237163.01
p13,p104,1765.73,1163926.02
