r,rr,status,trtype,t,MW
p10,p58,Possible,LCC,0,100000
p10,p59,Possible,LCC,0,100000
p10,p60,Possible,LCC,0,100000
p10,p61,Possible,LCC,0,100000
p10,p62,Possible,LCC,0,100000
p10,p63,Possible,LCC,0,100000
p10,p64,Possible,LCC,0,100000
p10,p65,Possible,LCC,0,100000
p10,p66,Possible,LCC,0,100000
p10,p67,Possible,LCC,0,100000
p10,p68,Possible,LCC,0,100000
p10,p69,Possible,LCC,0,100000
p10,p70,Possible,LCC,0,100000
p10,p71,Possible,LCC,0,100000
p10,p72,Possible,LCC,0,100000
p10,p73,Possible,LCC,0,100000
p10,p74,Possible,LCC,0,100000
p10,p75,Possible,LCC,0,100000
p10,p76,Possible,LCC,0,100000
p10,p77,Possible,LCC,0,100000
p10,p78,Possible,LCC,0,100000
p10,p79,Possible,LCC,0,100000
p10,p80,Possible,LCC,0,100000
p10,p81,Possible,LCC,0,100000
p10,p82,Possible,LCC,0,100000
p10,p83,Possible,LCC,0,100000
p10,p84,Possible,LCC,0,100000
p10,p85,Possible,LCC,0,100000
p10,p86,Possible,LCC,0,100000
p10,p87,Possible,LCC,0,100000
p10,p88,Possible,LCC,0,100000
p10,p89,Possible,LCC,0,100000
p10,p90,Possible,LCC,0,100000
p10,p91,Possible,LCC,0,100000
p10,p92,Possible,LCC,0,100000
p10,p93,Possible,LCC,0,100000
p10,p94,Possible,LCC,0,100000
p10,p95,Possible,LCC,0,100000
p10,p96,Possible,LCC,0,100000
p10,p97,Possible,LCC,0,100000
p10,p98,Possible,LCC,0,100000
p10,p99,Possible,LCC,0,100000
p100,p101,Possible,LCC,0,100000
p100,p102,Possible,LCC,0,100000
p100,p103,Possible,LCC,0,100000
p100,p104,Possible,LCC,0,100000
p100,p105,Possible,LCC,0,100000
p100,p106,Possible,LCC,0,100000
p100,p107,Possible,LCC,0,100000
p100,p108,Possible,LCC,0,100000
p100,p109,Possible,LCC,0,100000
p100,p110,Possible,LCC,0,100000
p100,p111,Possible,LCC,0,100000
p100,p112,Possible,LCC,0,100000
p100,p113,Possible,LCC,0,100000
p100,p114,Possible,LCC,0,100000
p100,p115,Possible,LCC,0,100000
p100,p118,Possible,LCC,0,100000
p100,p119,Possible,LCC,0,100000
p100,p120,Possible,LCC,0,100000
p100,p121,Possible,LCC,0,100000
p100,p122,Possible,LCC,0,100000
p100,p123,Possible,LCC,0,100000
p100,p124,Possible,LCC,0,100000
p100,p125,Possible,LCC,0,100000
p100,p126,Possible,LCC,0,100000
p100,p127,Possible,LCC,0,100000
p100,p128,Possible,LCC,0,100000
p100,p129,Possible,LCC,0,100000
p100,p130,Possible,LCC,0,100000
p100,p131,Possible,LCC,0,100000
p100,p132,Possible,LCC,0,100000
p100,p133,Possible,LCC,0,100000
p100,p134,Possible,LCC,0,100000
p101,p103,Possible,LCC,0,100000
p101,p104,Possible,LCC,0,100000
p101,p105,Possible,LCC,0,100000
p101,p106,Possible,LCC,0,100000
p101,p107,Possible,LCC,0,100000
p101,p108,Possible,LCC,0,100000
p101,p109,Possible,LCC,0,100000
p101,p110,Possible,LCC,0,100000
p101,p111,Possible,LCC,0,100000
p101,p112,Possible,LCC,0,100000
p101,p113,Possible,LCC,0,100000
p101,p114,Possible,LCC,0,100000
p101,p115,Possible,LCC,0,100000
p101,p116,Possible,LCC,0,100000
p101,p117,Possible,LCC,0,100000
p101,p118,Possible,LCC,0,100000
p101,p119,Possible,LCC,0,100000
p101,p120,Possible,LCC,0,100000
p101,p121,Possible,LCC,0,100000
p101,p122,Possible,LCC,0,100000
p101,p123,Possible,LCC,0,100000
p101,p124,Possible,LCC,0,100000
p101,p125,Possible,LCC,0,100000
p101,p126,Possible,LCC,0,100000
p101,p127,Possible,LCC,0,100000
p101,p128,Possible,LCC,0,100000
p101,p129,Possible,LCC,0,100000
p101,p130,Possible,LCC,0,100000
p101,p131,Possible,LCC,0,100000
p101,p132,Possible,LCC,0,100000
p101,p133,Possible,LCC,0,100000
p101,p134,Possible,LCC,0,100000
p102,p103,Possible,LCC,0,100000
p102,p104,Possible,LCC,0,100000
p102,p105,Possible,LCC,0,100000
p102,p106,Possible,LCC,0,100000
p102,p107,Possible,LCC,0,100000
p102,p108,Possible,LCC,0,100000
p102,p109,Possible,LCC,0,100000
p102,p110,Possible,LCC,0,100000
p102,p111,Possible,LCC,0,100000
p102,p112,Possible,LCC,0,100000
p102,p113,Possible,LCC,0,100000
p102,p114,Possible,LCC,0,100000
p102,p115,Possible,LCC,0,100000
p102,p116,Possible,LCC,0,100000
p102,p117,Possible,LCC,0,100000
p102,p118,Possible,LCC,0,100000
p102,p119,Possible,LCC,0,100000
p102,p120,Possible,LCC,0,100000
p102,p121,Possible,LCC,0,100000
p102,p122,Possible,LCC,0,100000
p102,p123,Possible,LCC,0,100000
p102,p124,Possible,LCC,0,100000
p102,p125,Possible,LCC,0,100000
p102,p126,Possible,LCC,0,100000
p102,p127,Possible,LCC,0,100000
p102,p128,Possible,LCC,0,100000
p102,p129,Possible,LCC,0,100000
p102,p130,Possible,LCC,0,100000
p102,p131,Possible,LCC,0,100000
p102,p132,Possible,LCC,0,100000
p102,p133,Possible,LCC,0,100000
p102,p134,Possible,LCC,0,100000
p103,p106,Possible,LCC,0,100000
p103,p107,Possible,LCC,0,100000
p103,p108,Possible,LCC,0,100000
p103,p109,Possible,LCC,0,100000
p103,p110,Possible,LCC,0,100000
p103,p112,Possible,LCC,0,100000
p103,p113,Possible,LCC,0,100000
p103,p114,Possible,LCC,0,100000
p103,p116,Possible,LCC,0,100000
p103,p117,Possible,LCC,0,100000
p103,p118,Possible,LCC,0,100000
p103,p119,Possible,LCC,0,100000
p103,p120,Possible,LCC,0,100000
p103,p121,Possible,LCC,0,100000
p103,p122,Possible,LCC,0,100000
p103,p123,Possible,LCC,0,100000
p103,p124,Possible,LCC,0,100000
p103,p125,Possible,LCC,0,100000
p103,p126,Possible,LCC,0,100000
p103,p127,Possible,LCC,0,100000
p103,p128,Possible,LCC,0,100000
p103,p129,Possible,LCC,0,100000
p103,p130,Possible,LCC,0,100000
p103,p131,Possible,LCC,0,100000
p103,p132,Possible,LCC,0,100000
p103,p133,Possible,LCC,0,100000
p103,p134,Possible,LCC,0,100000
p104,p107,Possible,LCC,0,100000
p104,p108,Possible,LCC,0,100000
p104,p109,Possible,LCC,0,100000
p104,p110,Possible,LCC,0,100000
p104,p111,Possible,LCC,0,100000
p104,p113,Possible,LCC,0,100000
p104,p114,Possible,LCC,0,100000
p104,p115,Possible,LCC,0,100000
p104,p116,Possible,LCC,0,100000
p104,p117,Possible,LCC,0,100000
p104,p118,Possible,LCC,0,100000
p104,p119,Possible,LCC,0,100000
p104,p120,Possible,LCC,0,100000
p104,p121,Possible,LCC,0,100000
p104,p122,Possible,LCC,0,100000
p104,p123,Possible,LCC,0,100000
p104,p124,Possible,LCC,0,100000
p104,p125,Possible,LCC,0,100000
p104,p126,Possible,LCC,0,100000
p104,p127,Possible,LCC,0,100000
p104,p128,Possible,LCC,0,100000
p104,p129,Possible,LCC,0,100000
p104,p130,Possible,LCC,0,100000
p104,p131,Possible,LCC,0,100000
p104,p132,Possible,LCC,0,100000
p104,p133,Possible,LCC,0,100000
p104,p134,Possible,LCC,0,100000
p105,p108,Possible,LCC,0,100000
p105,p109,Possible,LCC,0,100000
p105,p110,Possible,LCC,0,100000
p105,p111,Possible,LCC,0,100000
p105,p114,Possible,LCC,0,100000
p105,p115,Possible,LCC,0,100000
p105,p116,Possible,LCC,0,100000
p105,p118,Possible,LCC,0,100000
p105,p119,Possible,LCC,0,100000
p105,p120,Possible,LCC,0,100000
p105,p121,Possible,LCC,0,100000
p105,p122,Possible,LCC,0,100000
p105,p123,Possible,LCC,0,100000
p105,p124,Possible,LCC,0,100000
p105,p125,Possible,LCC,0,100000
p105,p126,Possible,LCC,0,100000
p105,p127,Possible,LCC,0,100000
p105,p128,Possible,LCC,0,100000
p105,p129,Possible,LCC,0,100000
p105,p130,Possible,LCC,0,100000
p105,p131,Possible,LCC,0,100000
p105,p132,Possible,LCC,0,100000
p105,p133,Possible,LCC,0,100000
p105,p134,Possible,LCC,0,100000
p106,p108,Possible,LCC,0,100000
p106,p109,Possible,LCC,0,100000
p106,p110,Possible,LCC,0,100000
p106,p111,Possible,LCC,0,100000
p106,p112,Possible,LCC,0,100000
p106,p113,Possible,LCC,0,100000
p106,p114,Possible,LCC,0,100000
p106,p115,Possible,LCC,0,100000
p106,p116,Possible,LCC,0,100000
p106,p117,Possible,LCC,0,100000
p106,p118,Possible,LCC,0,100000
p106,p119,Possible,LCC,0,100000
p106,p120,Possible,LCC,0,100000
p106,p121,Possible,LCC,0,100000
p106,p122,Possible,LCC,0,100000
p106,p123,Possible,LCC,0,100000
p106,p124,Possible,LCC,0,100000
p106,p125,Possible,LCC,0,100000
p106,p126,Possible,LCC,0,100000
p106,p127,Possible,LCC,0,100000
p106,p128,Possible,LCC,0,100000
p106,p129,Possible,LCC,0,100000
p106,p130,Possible,LCC,0,100000
p106,p131,Possible,LCC,0,100000
p106,p132,Possible,LCC,0,100000
p106,p133,Possible,LCC,0,100000
p106,p134,Possible,LCC,0,100000
p107,p110,Possible,LCC,0,100000
p107,p111,Possible,LCC,0,100000
p107,p112,Possible,LCC,0,100000
p107,p113,Possible,LCC,0,100000
p107,p115,Possible,LCC,0,100000
p107,p116,Possible,LCC,0,100000
p107,p117,Possible,LCC,0,100000
p107,p118,Possible,LCC,0,100000
p107,p119,Possible,LCC,0,100000
p107,p120,Possible,LCC,0,100000
p107,p121,Possible,LCC,0,100000
p107,p122,Possible,LCC,0,100000
p107,p123,Possible,LCC,0,100000
p107,p124,Possible,LCC,0,100000
p107,p125,Possible,LCC,0,100000
p107,p126,Possible,LCC,0,100000
p107,p127,Possible,LCC,0,100000
p107,p128,Possible,LCC,0,100000
p107,p129,Possible,LCC,0,100000
p107,p130,Possible,LCC,0,100000
p107,p131,Possible,LCC,0,100000
p107,p132,Possible,LCC,0,100000
p107,p133,Possible,LCC,0,100000
p107,p134,Possible,LCC,0,100000
p108,p110,Possible,LCC,0,100000
p108,p111,Possible,LCC,0,100000
p108,p115,Possible,LCC,0,100000
p108,p116,Possible,LCC,0,100000
p108,p117,Possible,LCC,0,100000
p108,p118,Possible,LCC,0,100000
p108,p119,Possible,LCC,0,100000
p108,p120,Possible,LCC,0,100000
p108,p121,Possible,LCC,0,100000
p108,p122,Possible,LCC,0,100000
p108,p123,Possible,LCC,0,100000
p108,p124,Possible,LCC,0,100000
p108,p125,Possible,LCC,0,100000
p108,p126,Possible,LCC,0,100000
p108,p127,Possible,LCC,0,100000
p108,p128,Possible,LCC,0,100000
p108,p129,Possible,LCC,0,100000
p108,p130,Possible,LCC,0,100000
p108,p131,Possible,LCC,0,100000
p108,p132,Possible,LCC,0,100000
p108,p133,Possible,LCC,0,100000
p108,p134,Possible,LCC,0,100000
p109,p111,Possible,LCC,0,100000
p109,p115,Possible,LCC,0,100000
p109,p116,Possible,LCC,0,100000
p109,p117,Possible,LCC,0,100000
p109,p119,Possible,LCC,0,100000
p109,p120,Possible,LCC,0,100000
p109,p121,Possible,LCC,0,100000
p109,p122,Possible,LCC,0,100000
p109,p123,Possible,LCC,0,100000
p109,p124,Possible,LCC,0,100000
p109,p125,Possible,LCC,0,100000
p109,p126,Possible,LCC,0,100000
p109,p127,Possible,LCC,0,100000
p109,p128,Possible,LCC,0,100000
p109,p129,Possible,LCC,0,100000
p109,p130,Possible,LCC,0,100000
p109,p131,Possible,LCC,0,100000
p109,p132,Possible,LCC,0,100000
p109,p133,Possible,LCC,0,100000
p109,p134,Possible,LCC,0,100000
p11,p100,Possible,LCC,0,100000
p11,p101,Possible,LCC,0,100000
p11,p102,Possible,LCC,0,100000
p11,p103,Possible,LCC,0,100000
p11,p104,Possible,LCC,0,100000
p11,p105,Possible,LCC,0,100000
p11,p106,Possible,LCC,0,100000
p11,p107,Possible,LCC,0,100000
p11,p108,Possible,LCC,0,100000
p11,p109,Possible,LCC,0,100000
p11,p110,Possible,LCC,0,100000
p11,p111,Possible,LCC,0,100000
p11,p112,Possible,LCC,0,100000
p11,p113,Possible,LCC,0,100000
p11,p114,Possible,LCC,0,100000
p11,p115,Possible,LCC,0,100000
p11,p116,Possible,LCC,0,100000
p11,p117,Possible,LCC,0,100000
p11,p118,Possible,LCC,0,100000
p11,p119,Possible,LCC,0,100000
p11,p12,Possible,LCC,0,100000
p11,p120,Possible,LCC,0,100000
p11,p121,Possible,LCC,0,100000
p11,p122,Possible,LCC,0,100000
p11,p123,Possible,LCC,0,100000
p11,p124,Possible,LCC,0,100000
p11,p125,Possible,LCC,0,100000
p11,p126,Possible,LCC,0,100000
p11,p127,Possible,LCC,0,100000
p11,p128,Possible,LCC,0,100000
p11,p129,Possible,LCC,0,100000
p11,p13,Possible,LCC,0,100000
p11,p130,Possible,LCC,0,100000
p11,p131,Possible,LCC,0,100000
p11,p132,Possible,LCC,0,100000
p11,p133,Possible,LCC,0,100000
p11,p134,Possible,LCC,0,100000
p11,p14,Possible,LCC,0,100000
p11,p15,Possible,LCC,0,100000
p11,p16,Possible,LCC,0,100000
p11,p17,Possible,LCC,0,100000
p11,p18,Possible,LCC,0,100000
p11,p19,Possible,LCC,0,100000
p11,p20,Possible,LCC,0,100000
p11,p21,Possible,LCC,0,100000
p11,p22,Possible,LCC,0,100000
p11,p23,Possible,LCC,0,100000
p11,p24,Possible,LCC,0,100000
p11,p26,Possible,LCC,0,100000
p11,p27,Possible,LCC,0,100000
p11,p28,Possible,LCC,0,100000
p11,p29,Possible,LCC,0,100000
p11,p30,Possible,LCC,0,100000
p11,p31,Possible,LCC,0,100000
p11,p32,Possible,LCC,0,100000
p11,p33,Possible,LCC,0,100000
p11,p34,Possible,LCC,0,100000
p11,p35,Possible,LCC,0,100000
p11,p36,Possible,LCC,0,100000
p11,p37,Possible,LCC,0,100000
p11,p38,Possible,LCC,0,100000
p11,p39,Possible,LCC,0,100000
p11,p40,Possible,LCC,0,100000
p11,p41,Possible,LCC,0,100000
p11,p42,Possible,LCC,0,100000
p11,p43,Possible,LCC,0,100000
p11,p44,Possible,LCC,0,100000
p11,p45,Possible,LCC,0,100000
p11,p46,Possible,LCC,0,100000
p11,p47,Possible,LCC,0,100000
p11,p48,Possible,LCC,0,100000
p11,p49,Possible,LCC,0,100000
p11,p50,Possible,LCC,0,100000
p11,p51,Possible,LCC,0,100000
p11,p52,Possible,LCC,0,100000
p11,p53,Possible,LCC,0,100000
p11,p54,Possible,LCC,0,100000
p11,p55,Possible,LCC,0,100000
p11,p56,Possible,LCC,0,100000
p11,p57,Possible,LCC,0,100000
p11,p58,Possible,LCC,0,100000
p11,p59,Possible,LCC,0,100000
p11,p60,Possible,LCC,0,100000
p11,p61,Possible,LCC,0,100000
p11,p62,Possible,LCC,0,100000
p11,p63,Possible,LCC,0,100000
p11,p64,Possible,LCC,0,100000
p11,p65,Possible,LCC,0,100000
p11,p66,Possible,LCC,0,100000
p11,p67,Possible,LCC,0,100000
p11,p68,Possible,LCC,0,100000
p11,p69,Possible,LCC,0,100000
p11,p70,Possible,LCC,0,100000
p11,p71,Possible,LCC,0,100000
p11,p72,Possible,LCC,0,100000
p11,p73,Possible,LCC,0,100000
p11,p74,Possible,LCC,0,100000
p11,p75,Possible,LCC,0,100000
p11,p76,Possible,LCC,0,100000
p11,p77,Possible,LCC,0,100000
p11,p78,Possible,LCC,0,100000
p11,p79,Possible,LCC,0,100000
p11,p80,Possible,LCC,0,100000
p11,p81,Possible,LCC,0,100000
p11,p82,Possible,LCC,0,100000
p11,p83,Possible,LCC,0,100000
p11,p84,Possible,LCC,0,100000
p11,p85,Possible,LCC,0,100000
p11,p86,Possible,LCC,0,100000
p11,p87,Possible,LCC,0,100000
p11,p88,Possible,LCC,0,100000
p11,p89,Possible,LCC,0,100000
p11,p90,Possible,LCC,0,100000
p11,p91,Possible,LCC,0,100000
p11,p92,Possible,LCC,0,100000
p11,p93,Possible,LCC,0,100000
p11,p94,Possible,LCC,0,100000
p11,p95,Possible,LCC,0,100000
p11,p96,Possible,LCC,0,100000
p11,p97,Possible,LCC,0,100000
p11,p98,Possible,LCC,0,100000
p11,p99,Possible,LCC,0,100000
p110,p111,Possible,LCC,0,100000
p110,p113,Possible,LCC,0,100000
p110,p114,Possible,LCC,0,100000
p110,p115,Possible,LCC,0,100000
p110,p119,Possible,LCC,0,100000
p110,p120,Possible,LCC,0,100000
p110,p121,Possible,LCC,0,100000
p110,p122,Possible,LCC,0,100000
p110,p123,Possible,LCC,0,100000
p110,p124,Possible,LCC,0,100000
p110,p125,Possible,LCC,0,100000
p110,p126,Possible,LCC,0,100000
p110,p127,Possible,LCC,0,100000
p110,p128,Possible,LCC,0,100000
p110,p129,Possible,LCC,0,100000
p110,p130,Possible,LCC,0,100000
p110,p131,Possible,LCC,0,100000
p110,p132,Possible,LCC,0,100000
p110,p133,Possible,LCC,0,100000
p110,p134,Possible,LCC,0,100000
p111,p113,Possible,LCC,0,100000
p111,p114,Possible,LCC,0,100000
p111,p118,Possible,LCC,0,100000
p111,p119,Possible,LCC,0,100000
p111,p120,Possible,LCC,0,100000
p111,p121,Possible,LCC,0,100000
p111,p123,Possible,LCC,0,100000
p111,p124,Possible,LCC,0,100000
p111,p125,Possible,LCC,0,100000
p111,p127,Possible,LCC,0,100000
p111,p128,Possible,LCC,0,100000
p111,p129,Possible,LCC,0,100000
p111,p130,Possible,LCC,0,100000
p111,p131,Possible,LCC,0,100000
p111,p132,Possible,LCC,0,100000
p111,p133,Possible,LCC,0,100000
p111,p134,Possible,LCC,0,100000
p112,p118,Possible,LCC,0,100000
p112,p119,Possible,LCC,0,100000
p112,p120,Possible,LCC,0,100000
p112,p121,Possible,LCC,0,100000
p112,p122,Possible,LCC,0,100000
p112,p123,Possible,LCC,0,100000
p112,p124,Possible,LCC,0,100000
p112,p125,Possible,LCC,0,100000
p112,p126,Possible,LCC,0,100000
p112,p127,Possible,LCC,0,100000
p112,p128,Possible,LCC,0,100000
p112,p129,Possible,LCC,0,100000
p112,p130,Possible,LCC,0,100000
p112,p131,Possible,LCC,0,100000
p112,p132,Possible,LCC,0,100000
p112,p133,Possible,LCC,0,100000
p112,p134,Possible,LCC,0,100000
p113,p118,Possible,LCC,0,100000
p113,p119,Possible,LCC,0,100000
p113,p120,Possible,LCC,0,100000
p113,p121,Possible,LCC,0,100000
p113,p122,Possible,LCC,0,100000
p113,p123,Possible,LCC,0,100000
p113,p124,Possible,LCC,0,100000
p113,p125,Possible,LCC,0,100000
p113,p126,Possible,LCC,0,100000
p113,p127,Possible,LCC,0,100000
p113,p128,Possible,LCC,0,100000
p113,p129,Possible,LCC,0,100000
p113,p130,Possible,LCC,0,100000
p113,p131,Possible,LCC,0,100000
p113,p132,Possible,LCC,0,100000
p113,p133,Possible,LCC,0,100000
p113,p134,Possible,LCC,0,100000
p114,p118,Possible,LCC,0,100000
p114,p119,Possible,LCC,0,100000
p114,p120,Possible,LCC,0,100000
p114,p121,Possible,LCC,0,100000
p114,p122,Possible,LCC,0,100000
p114,p123,Possible,LCC,0,100000
p114,p124,Possible,LCC,0,100000
p114,p125,Possible,LCC,0,100000
p114,p126,Possible,LCC,0,100000
p114,p127,Possible,LCC,0,100000
p114,p128,Possible,LCC,0,100000
p114,p129,Possible,LCC,0,100000
p114,p130,Possible,LCC,0,100000
p114,p131,Possible,LCC,0,100000
p114,p132,Possible,LCC,0,100000
p114,p133,Possible,LCC,0,100000
p114,p134,Possible,LCC,0,100000
p115,p118,Possible,LCC,0,100000
p115,p119,Possible,LCC,0,100000
p115,p120,Possible,LCC,0,100000
p115,p121,Possible,LCC,0,100000
p115,p123,Possible,LCC,0,100000
p115,p124,Possible,LCC,0,100000
p115,p125,Possible,LCC,0,100000
p115,p127,Possible,LCC,0,100000
p115,p128,Possible,LCC,0,100000
p115,p129,Possible,LCC,0,100000
p115,p130,Possible,LCC,0,100000
p115,p131,Possible,LCC,0,100000
