r,rr,length_miles,USD2004perMW
p119,p80,582.92,1635201.67
p119,p81,717.86,1822895.34
p119,p82,695.1,1783362.28
p119,p83,589.77,1710393.52
p119,p84,811.92,2076986.91
p119,p85,1003.07,2344989.97
p119,p86,1154.99,2551652.16
p119,p87,1139.54,2531947.89
p119,p88,993.38,2399606.49
p119,p89,848.58,2502641.25
p119,p90,1320.6,2935189.71
p119,p91,1050.02,3035162.32
p119,p92,774.53,2134490.63
p119,p93,686.86,1983888.44
p119,p94,740.05,2279844.5
p119,p95,589.68,1897580.03
p119,p96,690.8,2067556.6
p119,p97,521.83,1718343.99
p119,p98,441.16,1484996.93
p119,p99,427.6,1478070.04
p119,p100,154.87,592950.34
p119,p101,1115.88,3038140.02
p119,p102,1297.35,3466391.55
p119,p103,402.77,1375657.73
p119,p104,468.36,1470683.62
p119,p105,412.9,1440541.4
p119,p106,492.66,1607704.09
p119,p107,650.23,1837346.83
p119,p108,651.59,1853242.16
p119,p109,600.05,1860568.98
p119,p110,502.62,1749657.57
p119,p111,244.1,1028668.88
p119,p112,328.12,1286301.29
p119,p113,406.87,1442184.73
p119,p114,437.16,1569443.03
p119,p115,131.41,669137.09
p119,p116,274.43,1315785.05
p119,p117,320.2,1680849.35
p119,p118,346.25,1245358.84
p119,p120,81.33,421583.98
p119,p121,104.89,483741.86
p119,p122,185.76,778756.26
p119,p123,182.93,778469.65
p119,p124,343.88,1157577.76
p119,p125,217.46,830229.12
p119,p126,196.96,803139.8
p119,p127,297.32,1200456.66
p119,p128,290.57,1284901.47
p119,p129,447.54,1580734.11
p119,p130,466.09,1946621.38
p119,p131,444.5,1940339.28
p119,p132,298.95,1344315.5
p119,p133,409.78,1832030.14
p119,p134,572.37,2446609.37
p120,p1,2462.1,4935478.22
p120,p2,2359.9,4714980.25
p120,p3,2210.49,4445915.34
p120,p4,2300.55,4585676.08
p120,p5,2502.77,4978593.64
p120,p6,2449.42,4919794.64
p120,p7,2145.83,4285510.92
p120,p8,2431.72,4888554.75
p120,p9,2520.11,5505863.5
p120,p10,2379.86,5126834.41
p120,p11,2474.58,4973853.66
p120,p12,2303.53,4667114.78
p120,p13,2253.35,4497778.66
p120,p14,2185.08,4419222.65
p120,p15,2096.92,4209360.48
p120,p16,1872.98,3851778.51
p120,p17,2017.27,4006172.3
p120,p18,1886.76,3724529.89
p120,p19,1683.41,3385098.83
p120,p20,1744.61,3490192.65
p120,p21,1664.01,3427802.19
p120,p22,1601.69,3321081.23
p120,p23,1542.5,3206195.45
p120,p24,1468.57,3122546.48
p120,p25,1861.75,3835806.12
p120,p26,1755.64,3638824.61
p120,p27,2147.27,4404105.07
p120,p28,2088.43,4272013.56
p120,p29,1830.29,3811879.51
p120,p30,2079.25,4123760.39
p120,p31,1721.47,3583739.23
p120,p32,1427.42,3020139.76
p120,p33,1519.87,3184000.06
p120,p34,1544.08,3212648.39
p120,p35,1607.46,3274989.33
p120,p36,1383.58,2956511.48
p120,p37,1241.95,2761882.98
p120,p38,1102.34,2559503.69
p120,p39,1402.19,3017296.86
p120,p40,1161.62,2659155.65
p120,p41,1034.94,2482041.53
p120,p42,1216.71,2777675.79
p120,p43,997.69,2451818.79
p120,p44,1085.06,2535460.63
p120,p45,985.63,2400125.69
p120,p46,853.42,2229191.25
p120,p47,1666.16,3429734.05
p120,p48,1552.56,3275898.33
p120,p49,1391.32,3040729.29
p120,p50,1239.86,2846882.44
p120,p51,1122.54,2702933.84
p120,p52,1316.28,2938403.25
p120,p53,1145.22,2699591.89
p120,p54,963.39,2441760.44
p120,p55,957.24,2458056.22
p120,p56,1032.2,2603780.46
p120,p57,1228.5,2906781.18
p120,p58,1169.11,2921913.81
p120,p59,1835.26,3709516.06
p120,p60,1643.81,3405897.45
p120,p61,1770.13,3630202.49
p120,p62,1691.14,3475891.95
p120,p63,1304.33,3110687.88
p120,p64,1459.17,3449698.93
p120,p65,1529.45,3608017.81
p120,p66,1299.06,3047867.65
p120,p67,1377.95,3226932.33
p120,p68,992.84,2415244.66
p120,p69,861.56,2223920.73
p120,p70,908.36,2295504.24
p120,p71,832.91,2256800.9
p120,p72,750.93,2139397.57
p120,p73,850.03,2296323.85
p120,p74,992.41,2444182.03
p120,p75,827.83,2184581.94
p120,p76,814.08,2164852.17
p120,p77,836.32,2201147.32
p120,p78,745.23,2066913.81
p120,p79,714.36,2020759.58
p120,p80,621.0,1882873.6
p120,p81,755.94,2070567.27
p120,p82,673.72,2028203.42
p120,p83,608.5,1936207.26
p120,p84,819.8,2279667.87
p120,p85,1005.69,2546624.37
p120,p86,1073.44,2679532.17
p120,p87,1013.58,2619066.3
p120,p88,828.93,2299307.24
p120,p89,762.96,2130684.19
p120,p90,984.09,2698500.62
p120,p91,964.4,2663205.27
p120,p92,679.66,1975055.33
p120,p93,648.57,1934664.11
p120,p94,654.43,1907887.44
p120,p95,504.06,1525622.98
p120,p96,602.69,1687722.28
p120,p97,451.43,1338590.0
p120,p98,353.05,1105162.61
p120,p99,339.49,1098235.72
p120,p100,69.24,220993.28
p120,p101,1027.77,2658305.7
p120,p102,1209.24,3086557.24
p120,p103,440.85,1623329.67
p120,p104,506.44,1718355.56
p120,p105,443.14,1687477.58
p120,p106,506.09,1811351.61
p120,p107,652.67,2038368.25
p120,p108,698.61,2018628.79
p120,p109,625.26,2008240.33
p120,p110,417.0,1377700.51
p120,p111,295.29,1289209.4
p120,p112,336.26,1430891.23
p120,p113,401.58,1604521.3
p120,p114,431.48,1688616.51
p120,p115,155.63,803847.37
p120,p116,260.89,1363828.68
p120,p117,420.08,1625209.6
p120,p118,260.62,873401.78
p120,p119,81.33,421583.98
p120,p121,24.23,75757.67
p120,p122,153.48,534129.88
p120,p123,97.7,374855.44
p120,p124,276.83,862318.32
p120,p125,150.4,534969.68
p120,p126,172.69,589115.46
p120,p127,342.5,1152487.49
p120,p128,274.79,1090671.56
p120,p129,495.59,1642612.66
p120,p130,452.1,1856275.27
p120,p131,435.56,1771485.24
p120,p132,290.01,1175461.46
p120,p133,400.84,1663176.1
p120,p134,575.59,2342599.68
p121,p1,2472.45,4947517.31
p121,p2,2370.26,4727019.34
p121,p3,2220.85,4457954.43
p121,p4,2310.91,4597715.16
p121,p5,2513.13,4990632.72
p121,p6,2459.78,4931833.73
p121,p7,2156.19,4297550.01
p121,p8,2442.07,4900593.83
p121,p9,2530.47,5517902.59
p121,p10,2390.21,5138873.5
p121,p11,2484.94,4985892.75
p121,p12,2313.89,4679153.87
p121,p13,2263.71,4509817.75
p121,p14,2195.44,4431261.74
p121,p15,2107.27,4221399.57
p121,p16,1883.33,3863817.6
p121,p17,2027.62,4018211.39
p121,p18,1897.12,3736568.98
p121,p19,1693.77,3397137.92
p121,p20,1754.97,3502231.73
p121,p21,1674.37,3439841.27
p121,p22,1612.05,3333120.32
p121,p23,1552.86,3218234.54
p121,p24,1478.93,3134585.56
p121,p25,1872.1,3847845.2
p121,p26,1766.0,3650863.69
p121,p27,2157.62,4416144.15
p121,p28,2098.79,4284052.64
p121,p29,1840.64,3823918.6
p121,p30,2089.61,4135799.47
p121,p31,1731.83,3595778.32
p121,p32,1437.77,3032178.85
p121,p33,1530.22,3196039.15
p121,p34,1554.44,3224687.48
p121,p35,1617.81,3287028.42
p121,p36,1393.94,2968550.57
p121,p37,1252.31,2773922.07
p121,p38,1112.7,2571542.78
p121,p39,1412.55,3029335.95
p121,p40,1171.98,2671194.74
p121,p41,1045.3,2494080.62
p121,p42,1227.06,2789714.88
p121,p43,1008.04,2463857.88
p121,p44,1095.42,2547499.72
p121,p45,995.98,2412164.78
p121,p46,863.78,2241230.34
p121,p47,1676.52,3441773.14
p121,p48,1562.92,3287937.42
p121,p49,1401.67,3052768.37
p121,p50,1250.22,2858921.53
p121,p51,1132.9,2714972.93
p121,p52,1326.64,2950442.34
p121,p53,1155.58,2711630.98
p121,p54,973.75,2453799.53
p121,p55,967.59,2470095.31
p121,p56,1101.97,2596302.44
p121,p57,1266.74,2851269.59
p121,p58,1148.43,2856853.01
p121,p59,1845.62,3721555.14
p121,p60,1654.17,3417936.54
p121,p61,1780.49,3642241.58
p121,p62,1701.5,3487931.04
p121,p63,1350.5,3057206.31
p121,p64,1438.48,3384638.13
p121,p65,1508.77,3542957.01
p121,p66,1278.38,2982806.86
p121,p67,1357.27,3161871.53
p121,p68,1003.2,2427283.75
p121,p69,871.91,2235959.81
p121,p70,918.71,2307543.33
p121,p71,843.27,2268839.99
p121,p72,761.29,2151436.66
p121,p73,860.39,2308362.94
p121,p74,1002.77,2456221.12
p121,p75,838.19,2196621.02
p121,p76,824.44,2176891.26
p121,p77,846.67,2213186.41
p121,p78,755.58,2078952.9
p121,p79,724.72,2032798.67
p121,p80,631.36,1894912.69
p121,p81,766.29,2082606.36
p121,p82,684.07,2040242.51
p121,p83,618.86,1948246.35
p121,p84,879.94,2246883.35
p121,p85,1043.93,2491112.79
p121,p86,1052.76,2614471.38
p121,p87,992.9,2554005.51
p121,p88,808.24,2234246.44
p121,p89,742.27,2065623.39
p121,p90,963.4,2633439.82
p121,p91,990.44,2596030.52
p121,p92,658.98,1909994.53
p121,p93,627.89,1869603.32
p121,p94,633.75,1842826.64
p121,p95,483.38,1460562.18
p121,p96,577.97,1619691.59
p121,p97,426.71,1270559.31
p121,p98,328.33,1037131.92
p121,p99,314.77,1030205.03
p121,p100,46.4,154733.06
p121,p101,1003.05,2590275.01
p121,p102,1184.52,3018526.55
p121,p103,451.21,1635368.75
p121,p104,516.79,1730394.64
p121,p105,453.5,1699516.66
p121,p106,516.44,1823390.69
p121,p107,706.05,1995800.42
p121,p108,677.93,1953567.99
p121,p109,604.57,1943179.53
p121,p110,396.32,1312639.71
p121,p111,299.61,1302911.03
p121,p112,346.62,1442930.32
p121,p113,411.94,1616560.39
p121,p114,441.83,1700655.59
p121,p115,165.99,815886.45
p121,p116,271.25,1375867.77
p121,p117,399.4,1560148.8
p121,p118,239.94,808340.99
p121,p119,104.89,483741.86
p121,p120,24.23,75757.67
p121,p122,161.97,586853.68
p121,p123,74.37,312701.91
p121,p124,279.63,881877.18
p121,p125,153.2,554528.54
p121,p126,181.17,641839.26
p121,p127,365.52,1221036.77
p121,p128,283.28,1143395.36
p121,p129,518.61,1711161.94
p121,p130,475.11,1924824.55
p121,p131,458.58,1840034.52
p121,p132,313.02,1244010.73
p121,p133,423.86,1731725.38
p121,p134,598.61,2411148.96
p122,p1,2594.67,5433338.58
p122,p2,2492.47,5212840.61
p122,p3,2343.06,4943775.7
p122,p4,2433.12,5083536.43
p122,p5,2635.34,5476453.99
p122,p6,2582.0,5417655.0
p122,p7,2278.41,4783371.28
p122,p8,2564.29,5386415.1
p122,p9,2652.68,6003723.86
p122,p10,2575.88,5635228.89
p122,p11,2670.61,5482248.14
p122,p12,2436.1,5164975.14
p122,p13,2385.92,4995639.01
p122,p14,2317.66,4917083.01
p122,p15,2229.49,4707220.84
p122,p16,2005.55,4349638.87
p122,p17,2149.84,4504032.66
p122,p18,2019.33,4222390.24
p122,p19,1815.99,3882959.19
p122,p20,1877.18,3988053.0
p122,p21,1796.58,3925662.54
p122,p22,1734.26,3818941.59
p122,p23,1675.07,3704055.81
p122,p24,1601.14,3620406.83
p122,p25,1994.32,4333666.47
p122,p26,1888.21,4136684.96
p122,p27,2343.29,4912499.55
p122,p28,2284.46,4780408.04
p122,p29,2026.31,4320273.99
p122,p30,2275.28,4632154.87
p122,p31,1917.49,4092133.71
p122,p32,1559.99,3518000.12
p122,p33,1652.44,3681860.42
p122,p34,1676.65,3710508.74
p122,p35,1740.03,3772849.68
p122,p36,1516.16,3454371.84
p122,p37,1374.53,3259743.34
p122,p38,1234.92,3057364.05
p122,p39,1534.77,3515157.22
p122,p40,1294.2,3157016.01
p122,p41,1167.51,2979901.88
p122,p42,1349.28,3275536.15
p122,p43,1130.26,2949679.15
p122,p44,1217.63,3033320.99
p122,p45,1118.2,2897986.05
p122,p46,985.99,2727051.6
p122,p47,1862.18,3938128.53
p122,p48,1748.58,3784292.81
p122,p49,1587.34,3549123.77
p122,p50,1435.88,3355276.92
p122,p51,1341.32,3218750.47
p122,p52,1512.31,3446797.73
p122,p53,1341.25,3207986.38
p122,p54,1159.41,2949611.76
p122,p55,1111.01,2980717.03
p122,p56,1185.78,3127759.35
p122,p57,1411.28,3414466.62
p122,p58,1292.96,3420050.04
p122,p59,2031.28,4217910.54
p122,p60,1839.84,3914291.93
p122,p61,1966.15,4138596.98
p122,p62,1887.17,3984286.44
p122,p63,1495.04,3620403.33
p122,p64,1583.02,3947835.16
p122,p65,1653.3,4106154.04
p122,p66,1422.91,3546003.88
p122,p67,1501.8,3725068.55
p122,p68,1125.41,2913105.02
p122,p69,994.13,2721781.08
p122,p70,1040.93,2793364.59
p122,p71,1025.84,2756818.79
p122,p72,904.51,2663376.47
p122,p73,1007.28,2819721.63
p122,p74,1124.99,2942042.39
p122,p75,960.4,2682442.29
p122,p76,946.65,2662712.53
p122,p77,968.89,2699007.68
p122,p78,877.8,2564774.16
p122,p79,846.93,2518619.94
p122,p80,753.58,2380733.96
p122,p81,888.51,2568427.63
p122,p82,865.75,2528894.57
p122,p83,760.42,2455925.82
p122,p84,973.38,2803646.76
p122,p85,1188.46,3054309.81
p122,p86,1197.29,3177668.4
p122,p87,1137.43,3117202.53
p122,p88,952.78,2797443.46
p122,p89,886.81,2628820.41
p122,p90,1107.42,3110153.36
p122,p91,1114.79,3062055.78
p122,p92,803.51,2473191.56
p122,p93,772.42,2432800.34
p122,p94,777.76,2319540.18
p122,p95,627.4,1937275.72
p122,p96,702.32,2085716.86
p122,p97,551.06,1736584.57
p122,p98,452.67,1503157.19
p122,p99,429.46,1489608.26
p122,p100,190.94,717930.09
p122,p101,1127.39,3056300.28
p122,p102,1308.87,3484551.81
p122,p103,573.42,2121190.02
p122,p104,639.01,2216215.91
p122,p105,583.55,2186073.7
p122,p106,659.67,2335330.5
p122,p107,850.58,2558997.45
p122,p108,822.46,2516765.02
p122,p109,749.11,2506376.56
p122,p110,540.85,1875836.73
p122,p111,418.58,1783359.08
p122,p112,489.84,1954870.12
p122,p113,555.16,2128500.2
p122,p114,585.06,2212595.4
p122,p115,309.21,1327826.26
p122,p116,414.47,1887807.57
p122,p117,543.93,2123345.83
p122,p118,384.48,1371538.01
p122,p119,185.76,778756.26
p122,p120,153.48,534129.88
p122,p121,161.97,586853.68
p122,p123,155.97,647485.49
p122,p124,208.19,656167.35
p122,p125,77.85,321246.08
p122,p126,28.69,147432.38
p122,p127,251.96,902557.71
p122,p128,146.5,713577.12
p122,p129,405.05,1392682.88
p122,p130,361.56,1606345.49
p122,p131,345.02,1521555.46
p122,p132,176.54,924817.72
p122,p133,310.3,1413246.32
p122,p134,485.05,2092669.9
p123,p1,2541.52,5236297.36
p123,p2,2439.32,5015799.39
p123,p3,2289.91,4746734.48
p123,p4,2379.97,4886495.21
p123,p5,2582.19,5279412.78
p123,p6,2528.85,5220613.78
p123,p7,2225.26,4586330.06
p123,p8,2511.14,5189373.89
p123,p9,2599.53,5806682.64
p123,p10,2491.63,5296462.72
p123,p11,2555.11,5109696.24
p123,p12,2382.95,4967933.92
p123,p13,2343.82,4712905.41
p123,p14,2264.51,4720041.79
p123,p15,2176.34,4510179.62
p123,p16,1952.4,4152597.65
p123,p17,2096.69,4306991.44
p123,p18,1966.18,4025349.03
p123,p19,1762.84,3685917.97
p123,p20,1824.03,3791011.79
p123,p21,1743.43,3728621.33
p123,p22,1681.11,3621900.37
p123,p23,1621.92,3507014.59
p123,p24,1547.99,3423365.61
p123,p25,1941.17,4136625.25
p123,p26,1835.06,3939643.74
p123,p27,2259.04,4573733.38
p123,p28,2168.99,4409105.61
p123,p29,1942.06,3981507.82
p123,p30,2159.78,4259602.97
p123,p31,1802.03,3723666.14
p123,p32,1506.84,3320958.9
p123,p33,1651.13,3441779.81
p123,p34,1624.94,3415135.56
p123,p35,1686.88,3575808.47
p123,p36,1463.01,3257330.62
p123,p37,1321.38,3062702.12
p123,p38,1181.76,2860322.83
p123,p39,1481.62,3318116.0
p123,p40,1241.05,2959974.79
p123,p41,1114.36,2782860.67
p123,p42,1296.13,3078494.93
p123,p43,1077.11,2752637.93
p123,p44,1164.48,2836279.77
p123,p45,1065.05,2700944.83
p123,p46,932.84,2530010.39
p123,p47,1746.69,3565576.63
p123,p48,1631.76,3407985.2
p123,p49,1472.01,3184828.81
p123,p50,1302.55,2951373.73
p123,p51,1201.28,2802739.36
p123,p52,1426.99,3105466.61
p123,p53,1228.98,2854531.33
p123,p54,1102.86,2636847.62
p123,p55,1031.89,2555183.96
p123,p56,1105.68,2660334.05
p123,p57,1270.45,2915301.21
p123,p58,1151.39,2919516.07
p123,p59,1913.47,3843829.57
p123,p60,1723.01,3537984.33
p123,p61,1849.33,3762293.87
p123,p62,1770.34,3607983.34
p123,p63,1354.21,3121237.92
p123,p64,1441.45,3447301.19
p123,p65,1511.73,3605620.07
p123,p66,1281.35,3045469.92
p123,p67,1360.24,3224534.59
p123,p68,1072.26,2716063.8
p123,p69,940.98,2524739.86
p123,p70,987.78,2596323.38
p123,p71,1034.3,2520015.56
p123,p72,866.76,2283281.05
p123,p73,931.91,2404238.58
p123,p74,1071.83,2745001.17
p123,p75,907.25,2485401.07
p123,p76,893.5,2465671.31
p123,p77,915.74,2501966.46
p123,p78,824.65,2367732.95
p123,p79,793.78,2321578.72
p123,p80,700.43,2183692.74
p123,p81,835.36,2371386.41
p123,p82,753.14,2329022.56
p123,p83,687.92,2237026.4
p123,p84,883.65,2310914.97
p123,p85,1047.63,2555144.4
p123,p86,1055.72,2677134.44
p123,p87,995.87,2616668.57
p123,p88,811.21,2296909.5
p123,p89,745.24,2128286.45
p123,p90,943.26,2578296.56
p123,p91,950.63,2530198.98
p123,p92,661.94,1972657.59
p123,p93,631.59,1933634.93
p123,p94,613.61,1787683.38
p123,p95,463.24,1405418.91
p123,p96,538.16,1553860.06
p123,p97,386.9,1204727.77
p123,p98,288.52,971300.38
p123,p99,247.09,941147.37
p123,p100,72.71,329449.22
p123,p101,963.24,2524443.47
p123,p102,1144.71,2952695.01
p123,p103,520.27,1924148.8
p123,p104,585.86,2019174.7
p123,p105,522.56,1988296.72
p123,p106,585.51,2112170.74
p123,p107,709.75,2059832.04
p123,p108,681.63,2017599.61
p123,p109,635.69,2008606.83
p123,p110,402.07,1384975.02
p123,p111,375.9,1593389.16
p123,p112,415.68,1731710.37
p123,p113,481.0,1905340.44
p123,p114,510.9,1989435.64
p123,p115,235.05,1104666.51
p123,p116,287.02,1646233.61
p123,p117,411.97,1644083.4
p123,p118,240.72,881529.98
p123,p119,182.85,778469.65
p123,p120,97.7,374855.44
p123,p121,74.37,312701.91
p123,p122,155.97,647485.49
p123,p124,279.34,899060.33
p123,p125,152.91,571711.69
p123,p126,195.64,747049.85
p123,p127,401.27,1369926.59
p123,p128,297.74,1248605.95
p123,p129,554.36,1860051.76
p123,p130,510.87,2073714.37
p123,p131,494.33,1988924.33
p123,p132,348.78,1392900.55
p123,p133,459.61,1880615.19
p123,p134,634.36,2560038.77
p124,p1,2732.76,5766093.51
p124,p2,2630.56,5545595.54
p124,p3,2481.15,5276530.63
p124,p4,2571.21,5416291.36
p124,p5,2773.43,5809208.92
p124,p6,2720.09,5750409.92
p124,p7,2416.5,5116126.21
p124,p8,2702.38,5719170.03
p124,p9,2790.77,6336478.79
p124,p10,2713.97,5967983.82
p124,p11,2808.7,5815003.07
p124,p12,2574.2,5497730.07
p124,p13,2524.01,5328393.94
p124,p14,2455.75,5249837.94
p124,p15,2367.58,5039975.76
p124,p16,2143.64,4682393.79
p124,p17,2287.93,4836787.59
p124,p18,2157.42,4555145.17
p124,p19,1954.08,4215714.12
p124,p20,2015.27,4320807.93
p124,p21,1934.67,4258417.47
p124,p22,1872.35,4151696.52
p124,p23,1813.16,4036810.74
p124,p24,1739.23,3953161.76
p124,p25,2132.41,4666421.4
p124,p26,2026.3,4469439.89
p124,p27,2481.38,5245254.48
p124,p28,2422.55,5113162.97
p124,p29,2164.4,4653028.92
p124,p30,2413.37,4964909.8
p124,p31,2055.58,4424888.64
p124,p32,1698.08,3850755.05
p124,p33,1790.53,4014615.35
p124,p34,1814.74,4043263.67
p124,p35,1878.12,4105604.61
p124,p36,1654.25,3787126.76
p124,p37,1512.62,3592498.27
p124,p38,1373.01,3390118.98
p124,p39,1672.86,3847912.15
p124,p40,1432.29,3489770.94
p124,p41,1305.6,3312656.81
p124,p42,1487.37,3608291.08
p124,p43,1268.35,3282434.08
p124,p44,1355.72,3366075.92
p124,p45,1256.29,3230740.98
p124,p46,1124.09,3059806.53
p124,p47,2000.27,4270883.46
p124,p48,1886.67,4117047.74
p124,p49,1725.43,3881878.7
p124,p50,1573.97,3688031.85
p124,p51,1479.41,3551505.4
p124,p52,1650.4,3779552.66
p124,p53,1479.34,3540741.3
p124,p54,1297.5,3282366.69
p124,p55,1232.74,3308564.62
p124,p56,1371.97,3436613.82
p124,p57,1536.74,3691580.98
p124,p58,1418.42,3697164.4
p124,p59,2169.37,4550665.47
p124,p60,1977.93,4247046.86
p124,p61,2104.24,4471351.9
p124,p62,2025.26,4317041.37
p124,p63,1620.5,3897517.69
p124,p64,1708.48,4224949.52
p124,p65,1778.76,4383268.4
p124,p66,1548.38,3823118.24
p124,p67,1627.27,4002182.91
p124,p68,1263.5,3245859.95
p124,p69,1132.22,3054536.01
p124,p70,1179.02,3126119.52
p124,p71,1163.93,3089573.72
p124,p72,1026.44,2989905.97
p124,p73,1125.53,3146832.25
p124,p74,1263.08,3274797.32
p124,p75,1098.49,3015197.22
p124,p76,1084.75,2995467.46
p124,p77,1106.98,3031762.61
p124,p78,1015.89,2897529.09
p124,p79,985.02,2851374.87
p124,p80,891.67,2713488.89
p124,p81,1026.6,2901182.56
p124,p82,1003.84,2861649.5
p124,p83,884.0,2786715.66
p124,p84,1149.94,3087194.74
p124,p85,1313.92,3331424.17
p124,p86,1322.75,3454782.76
p124,p87,1262.9,3394316.89
p124,p88,1078.24,3074557.82
p124,p89,1012.27,2905934.77
p124,p90,1227.9,3376038.34
p124,p91,1235.27,3327940.77
p124,p92,928.97,2750305.92
p124,p93,897.89,2709914.7
p124,p94,898.24,2585425.17
p124,p95,747.87,2203160.7
p124,p96,822.79,2351601.84
p124,p97,671.54,2002469.56
p124,p98,573.15,1769042.17
p124,p99,549.93,1755493.25
p124,p100,316.4,995044.45
p124,p101,1247.87,3322185.26
p124,p102,1429.35,3750436.8
p124,p103,711.51,2453944.95
p124,p104,777.1,2548970.84
p124,p105,721.64,2518828.63
p124,p106,781.59,2661860.0
p124,p107,976.05,2836111.81
p124,p108,947.93,2793879.38
p124,p109,874.57,2783490.92
p124,p110,666.31,2152951.1
p124,p111,556.67,2116114.01
p124,p112,611.76,2281399.63
p124,p113,677.08,2455029.7
p124,p114,706.98,2539124.9
p124,p115,431.13,1654355.76
p124,p116,536.4,2214337.08
p124,p117,669.39,2400460.19
p124,p118,509.94,1648652.37
p124,p119,343.88,1157577.76
p124,p120,276.83,862318.32
p124,p121,279.63,881877.18
p124,p122,208.19,656167.35
p124,p123,279.34,899060.33
p124,p125,129.44,347239.21
p124,p126,236.87,803599.73
p124,p127,461.82,1483485.24
p124,p128,367.94,1338099.77
p124,p129,614.91,1973610.41
p124,p130,571.41,2187273.02
p124,p131,554.87,2102482.99
p124,p132,409.32,1506459.21
p124,p133,520.16,1994173.85
p124,p134,694.9,2673597.43
p125,p1,2606.33,5438744.87
p125,p2,2504.13,5218246.89
p125,p3,2354.72,4949181.99
p125,p4,2444.78,5088942.72
p125,p5,2647.01,5481860.28
p125,p6,2593.66,5423061.28
p125,p7,2290.07,4788777.57
p125,p8,2575.95,5391821.39
p125,p9,2664.34,6009130.15
p125,p10,2587.54,5640635.18
p125,p11,2682.27,5487654.43
p125,p12,2447.77,5170381.43
p125,p13,2397.58,5001045.3
p125,p14,2329.32,4922489.3
p125,p15,2241.15,4712627.12
p125,p16,2017.21,4355045.15
p125,p17,2161.5,4509438.95
p125,p18,2030.99,4227796.53
p125,p19,1827.65,3888365.47
p125,p20,1888.84,3993459.29
p125,p21,1808.25,3931068.83
p125,p22,1745.93,3824347.88
p125,p23,1686.73,3709462.1
p125,p24,1612.8,3625813.12
p125,p25,2005.98,4339072.76
p125,p26,1899.87,4142091.25
p125,p27,2354.95,4917905.84
p125,p28,2296.12,4785814.33
p125,p29,2037.97,4325680.28
p125,p30,2286.94,4637561.16
p125,p31,1929.16,4097540.0
p125,p32,1571.65,3523406.41
p125,p33,1664.1,3687266.7
p125,p34,1688.31,3715915.03
p125,p35,1751.69,3778255.97
p125,p36,1527.82,3459778.12
p125,p37,1386.19,3265149.63
p125,p38,1246.58,3062770.34
p125,p39,1546.43,3520563.51
p125,p40,1305.86,3162422.3
p125,p41,1179.17,2985308.17
p125,p42,1360.94,3280942.44
p125,p43,1141.92,2955085.44
p125,p44,1229.3,3038727.28
p125,p45,1129.86,2903392.33
p125,p46,997.66,2732457.89
p125,p47,1873.85,3943534.82
p125,p48,1760.24,3789699.1
p125,p49,1599.0,3554530.06
p125,p50,1447.55,3360683.21
p125,p51,1352.98,3224156.76
p125,p52,1523.97,3452204.02
p125,p53,1352.91,3213392.66
p125,p54,1171.08,2955018.04
p125,p55,1106.31,2981215.98
p125,p56,1245.54,3109265.18
p125,p57,1410.31,3364232.33
p125,p58,1292.0,3369815.76
p125,p59,2042.94,4223316.82
p125,p60,1851.5,3919698.22
p125,p61,1977.81,4144003.26
p125,p62,1898.83,3989692.72
p125,p63,1494.07,3570169.05
p125,p64,1582.05,3897600.88
p125,p65,1652.34,4055919.76
p125,p66,1421.95,3495769.6
p125,p67,1500.84,3674834.27
p125,p68,1137.07,2918511.31
p125,p69,1005.79,2727187.37
p125,p70,1052.59,2798770.88
p125,p71,1037.5,2762225.07
p125,p72,900.01,2662557.33
p125,p73,999.1,2819483.61
p125,p74,1136.65,2947448.67
p125,p75,972.06,2687848.58
p125,p76,958.32,2668118.82
p125,p77,980.55,2704413.97
p125,p78,889.46,2570180.45
p125,p79,858.6,2524026.23
p125,p80,765.24,2386140.25
p125,p81,900.17,2573833.92
p125,p82,877.41,2534300.86
p125,p83,757.57,2459367.02
p125,p84,1023.51,2759846.1
p125,p85,1187.5,3004075.53
p125,p86,1196.33,3127434.12
p125,p87,1136.47,3066968.25
p125,p88,951.81,2747209.18
p125,p89,885.84,2578586.13
p125,p90,1101.47,3048689.7
p125,p91,1108.84,3000592.13
p125,p92,802.55,2422957.28
p125,p93,771.46,2382566.06
p125,p94,771.81,2258076.53
p125,p95,621.45,1875812.06
p125,p96,696.36,2024253.2
p125,p97,545.11,1675120.92
p125,p98,446.72,1441693.53
p125,p99,423.51,1428144.61
p125,p100,189.97,667695.81
p125,p101,1121.44,2994836.62
p125,p102,1302.92,3423088.15
p125,p103,585.08,2126596.31
p125,p104,650.67,2221622.2
p125,p105,595.22,2191479.98
p125,p106,655.16,2334511.36
p125,p107,849.62,2508763.17
p125,p108,821.5,2466530.74
p125,p109,748.14,2456142.28
p125,p110,539.89,1825602.45
p125,p111,430.25,1788765.37
p125,p112,485.33,1954050.99
p125,p113,550.65,2127681.06
p125,p114,580.55,2211776.26
p125,p115,304.7,1327007.12
p125,p116,409.97,1886988.43
p125,p117,542.97,2073111.55
p125,p118,383.51,1321303.73
p125,p119,217.46,830229.12
p125,p120,150.4,534969.68
p125,p121,153.2,554528.54
p125,p122,77.85,321246.08
p125,p123,152.91,571711.69
p125,p124,129.44,347239.21
p125,p126,106.54,468678.46
p125,p127,335.39,1156136.6
p125,p128,241.52,1010751.13
p125,p129,488.48,1646261.77
p125,p130,444.98,1859924.38
p125,p131,428.45,1775134.35
