,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
4447,p37073||p37091,p37073,p37091,566.5351,421.2481,0.0,0.0
4448,p37073||p51800,p37073,p51800,432.6729,608.0,0.0,0.0
4449,p37075||p37113,p37075,p37113,289.1585,210.7035,0.0,0.0
4450,p37075||p37173,p37075,p37173,189.3082,299.0,0.0,0.0
4451,p37075||p47009,p37075,p47009,301.8554,230.4642,0.0,0.0
4452,p37077||p37145,p37077,p37145,367.4882,789.4042,0.0,0.0
4453,p37077||p37181,p37077,p37181,663.8167,353.0551,0.0,0.0
4454,p37079||p37107,p37079,p37107,29.6872,67.0761,0.0,0.0
4455,p37079||p37191,p37079,p37191,14.5906,47.8164,0.0,0.0
4456,p37081||p37135,p37081,p37135,523.9315,812.4076,0.0,0.0
4457,p37081||p37151,p37081,p37151,790.2508,647.8997,0.0,0.0
4458,p37081||p37157,p37081,p37157,23.6142,115.9743,0.0,0.0
4459,p37081||p37159,p37081,p37159,1610.0,1800.8451,0.0,0.0
4460,p37081||p37169,p37081,p37169,236.0847,837.8571,0.0,0.0
4461,p37083||p37091,p37083,p37091,278.0381,115.5263,0.0,0.0
4462,p37083||p37127,p37083,p37127,585.9143,393.8601,0.0,0.0
4463,p37083||p37131,p37083,p37131,221.665,26.9339,0.0,0.0
4464,p37083||p37143,p37083,p37143,208.6857,257.7213,0.0,0.0
4465,p37083||p37185,p37083,p37185,84.042,86.6999,0.0,0.0
4466,p37083||p51025,p37083,p51025,85.4145,84.2939,0.0,0.0
4467,p37083||p51081,p37083,p51081,514.7595,498.9358,0.0,0.0
4468,p37085||p37101,p37085,p37101,332.3508,340.1471,0.0,0.0
4469,p37085||p37163,p37085,p37163,471.3966,397.9381,0.0,0.0
4470,p37085||p37183,p37085,p37183,454.8891,854.851,0.0,0.0
4471,p37087||p37175,p37087,p37175,140.4625,137.9016,0.0,0.0
4472,p37087||p47029,p37087,p47029,276.0,161.0336,0.0,0.0
4473,p37087||p47163,p37087,p47163,100.0,59.4696,0.0,0.0
4474,p37089||p37149,p37089,p37149,21.1408,27.4633,0.0,0.0
4475,p37089||p37175,p37089,p37175,148.3922,179.528,0.0,0.0
4476,p37089||p45083,p37089,p45083,24.932,31.7163,0.0,0.0
4477,p37091||p37117,p37091,p37117,560.9456,460.4279,0.0,0.0
4478,p37091||p37131,p37091,p37131,44.9834,94.2944,0.0,0.0
4479,p37093||p37153,p37093,p37153,232.1644,562.293,0.0,0.0
4480,p37093||p37155,p37093,p37155,128.0441,77.8057,0.0,0.0
4481,p37097||p37119,p37097,p37119,2112.1537,1753.0576,0.0,0.0
4482,p37097||p37159,p37097,p37159,16.8916,64.0713,0.0,0.0
4483,p37097||p37171,p37097,p37171,416.2802,250.8418,0.0,0.0
4484,p37097||p37193,p37097,p37193,1753.5447,2087.2265,0.0,0.0
4485,p37099||p37113,p37099,p37113,288.7189,514.1711,0.0,0.0
4486,p37099||p45077,p37099,p45077,558.1878,263.9371,0.0,0.0
4487,p37101||p37183,p37101,p37183,1309.2677,1324.6193,0.0,0.0
4488,p37101||p37191,p37101,p37191,1219.6006,1371.2663,0.0,0.0
4489,p37103||p37107,p37103,p37107,36.4516,65.3578,0.0,0.0
4490,p37103||p37133,p37103,p37133,955.4207,916.8761,0.0,0.0
4491,p37105||p37125,p37105,p37125,477.8501,320.3149,0.0,0.0
4492,p37105||p37183,p37105,p37183,194.875,751.6428,0.0,0.0
4493,p37107||p37147,p37107,p37147,26.4,26.4,0.0,0.0
4494,p37107||p37191,p37107,p37191,783.172,1450.6586,0.0,0.0
4495,p37109||p37119,p37109,p37119,1130.0,249.7293,0.0,0.0
4496,p37111||p37161,p37111,p37161,57.7749,50.5935,0.0,0.0
4497,p37113||p37173,p37113,p37173,172.9493,257.6334,0.0,0.0
4498,p37115||p37199,p37115,p37199,59.3576,89.7634,0.0,0.0
4499,p37117||p37147,p37117,p37147,546.1204,522.2023,0.0,0.0
4500,p37117||p37187,p37117,p37187,39.14,60.1021,0.0,0.0
4501,p37117||p37195,p37117,p37195,3.1786,3.1786,0.0,0.0
4502,p37119||p37159,p37119,p37159,1610.0,1610.0,0.0,0.0
4503,p37119||p37161,p37119,p37161,2167.7099,2477.0,0.0,0.0
4504,p37119||p37167,p37119,p37167,509.3363,497.1612,0.0,0.0
4505,p37119||p37179,p37119,p37179,88.9919,125.2115,0.0,0.0
4506,p37119||p45091,p37119,p45091,1378.6532,1578.2328,0.0,0.0
4507,p37121||p37199,p37121,p37199,85.7852,85.7852,0.0,0.0
4508,p37123||p37125,p37123,p37125,73.6502,44.1716,0.0,0.0
4509,p37123||p37151,p37123,p37151,182.9888,192.6738,0.0,0.0
4510,p37123||p37153,p37123,p37153,253.3106,254.3822,0.0,0.0
4511,p37123||p37167,p37123,p37167,76.3032,102.9656,0.0,0.0
4512,p37125||p37153,p37125,p37153,460.7692,626.2657,0.0,0.0
4513,p37127||p37181,p37127,p37181,229.9751,359.9338,0.0,0.0
4514,p37127||p37183,p37127,p37183,17.6554,110.4791,0.0,0.0
4515,p37127||p37195,p37127,p37195,438.0089,420.7639,0.0,0.0
4516,p37129||p37141,p37129,p37141,622.9819,299.2698,0.0,0.0
4517,p37131||p51175,p37131,p51175,102.7752,33.4448,0.0,0.0
4518,p37133||p37141,p37133,p37141,498.0219,985.52,0.0,0.0
4519,p37135||p37145,p37135,p37145,1391.6712,1279.876,0.0,0.0
4520,p37139||p37143,p37139,p37143,121.8993,256.5458,0.0,0.0
4521,p37143||p51550,p37143,p51550,85.3722,278.705,0.0,0.0
4522,p37145||p37181,p37145,p37181,29.1918,13.6544,0.0,0.0
4523,p37145||p37183,p37145,p37183,646.6369,207.4807,0.0,0.0
4524,p37145||p51083,p37145,p51083,542.0,542.0,0.0,0.0
4525,p37145||p51143,p37145,p51143,277.3454,401.1387,0.0,0.0
4526,p37147||p37195,p37147,p37195,308.7548,449.2954,0.0,0.0
4527,p37149||p37161,p37149,p37161,50.3405,48.6797,0.0,0.0
4528,p37149||p45083,p37149,p45083,27.6057,30.8966,0.0,0.0
4529,p37153||p37165,p37153,p37165,796.0,796.0,0.0,0.0
4530,p37153||p45025,p37153,p45025,606.7223,578.0698,0.0,0.0
4531,p37153||p45091,p37153,p45091,2165.0,2165.0,0.0,0.0
4532,p37155||p37165,p37155,p37165,354.4598,450.0444,0.0,0.0
4533,p37155||p45033,p37155,p45033,519.8033,510.9255,0.0,0.0
4534,p37157||p37169,p37157,p37169,1104.7762,217.6505,0.0,0.0
4535,p37157||p51089,p37157,p51089,145.0,145.0,0.0,0.0
4536,p37157||p51590,p37157,p51590,109.0,109.0,0.0,0.0
4537,p37159||p37167,p37159,p37167,124.7743,114.2362,0.0,0.0
4538,p37161||p45021,p37161,p45021,49.8481,100.8733,0.0,0.0
4539,p37161||p45077,p37161,p45077,2342.0096,2477.0,0.0,0.0
4540,p37161||p45083,p37161,p45083,787.2265,368.8831,0.0,0.0
4541,p37163||p37191,p37163,p37191,337.7785,561.5484,0.0,0.0
4542,p37165||p45069,p37165,p45069,696.6027,797.0,0.0,0.0
4543,p37167||p37179,p37167,p37179,84.7147,67.7885,0.0,0.0
4544,p37169||p37171,p37169,p37171,31.8175,3.9238,0.0,0.0
4545,p37171||p37193,p37171,p37193,1007.7781,328.217,0.0,0.0
4546,p37171||p37197,p37171,p37197,29.1675,23.3679,0.0,0.0
4547,p37173||p47009,p37173,p47009,362.2518,194.4741,0.0,0.0
4548,p37175||p45045,p37175,p45045,1034.1139,943.978,0.0,0.0
4549,p37177||p37187,p37177,p37187,12.9655,12.9655,0.0,0.0
4550,p37179||p45057,p37179,p45057,212.2619,305.4349,0.0,0.0
4551,p37179||p45091,p37179,p45091,5.4375,78.6405,0.0,0.0
4552,p37181||p37185,p37181,p37185,112.798,188.1792,0.0,0.0
4553,p37183||p37191,p37183,p37191,22.6286,22.6286,0.0,0.0
4554,p37183||p37195,p37183,p37195,625.9797,483.5769,0.0,0.0
4555,p37183||p51025,p37183,p51025,3424.0,3424.0,0.0,0.0
4556,p37185||p51117,p37185,p51117,121.73,284.6929,0.0,0.0
4557,p37191||p37195,p37191,p37195,125.771,37.2884,0.0,0.0
4558,p37199||p47163,p37199,p47163,505.6272,598.0,0.0,0.0
4559,p38001||p38011,p38001,p38011,10.8188,82.0228,0.0,0.0
4560,p38001||p38041,p38001,p38041,18.8666,31.7362,0.0,0.0
4561,p38001||p46105,p38001,p46105,89.1153,15.216,0.0,0.0
4562,p38003||p38017,p38003,p38017,451.0,451.0,0.0,0.0
4563,p38003||p38039,p38003,p38039,1037.0,1037.0,0.0,0.0
4564,p38003||p38073,p38003,p38073,34.8372,42.2136,0.0,0.0
4565,p38003||p38091,p38003,p38091,319.0,319.0,0.0,0.0
4566,p38003||p38093,p38003,p38093,35.2289,59.0671,0.0,0.0
4567,p38005||p38069,p38005,p38069,27.519,36.1893,0.0,0.0
4568,p38005||p38071,p38005,p38071,21.6152,50.2774,0.0,0.0
4569,p38005||p38095,p38005,p38095,5.0376,1.6826,0.0,0.0
4570,p38007||p38025,p38007,p38025,203.0,203.0,0.0,0.0
4571,p38007||p38089,p38007,p38089,203.0,203.0,0.0,0.0
4572,p38009||p38049,p38009,p38049,10.1049,27.8184,0.0,0.0
4573,p38009||p38079,p38009,p38079,1.707,4.2135,0.0,0.0
4574,p38009||p38101,p38009,p38101,8.4608,19.0571,0.0,0.0
4575,p38011||p38087,p38011,p38087,57.3621,186.1311,0.0,0.0
4576,p38013||p38023,p38013,p38023,149.7257,10.4462,0.0,0.0
4577,p38013||p38061,p38013,p38061,63.4376,22.0396,0.0,0.0
4578,p38013||p38101,p38013,p38101,8.0156,8.0156,0.0,0.0
4579,p38013||p38105,p38013,p38105,112.6912,14.1969,0.0,0.0
4580,p38015||p38029,p38015,p38029,33.1341,36.3054,0.0,0.0
4581,p38015||p38043,p38015,p38043,242.7888,299.2615,0.0,0.0
4582,p38015||p38059,p38015,p38059,365.6154,487.9807,0.0,0.0
4583,p38015||p38065,p38015,p38065,611.1436,630.6091,0.0,0.0
4584,p38015||p38093,p38015,p38093,245.1385,301.0661,0.0,0.0
4585,p38015||p46021,p38015,p46021,240.1607,249.4,0.0,0.0
4586,p38017||p38073,p38017,p38073,76.3871,45.9467,0.0,0.0
4587,p38017||p38077,p38017,p38077,364.0,307.2698,0.0,0.0
4588,p38017||p38093,p38017,p38093,1104.645,1334.3469,0.0,0.0
4589,p38017||p38097,p38017,p38097,33.1139,23.627,0.0,0.0
4590,p38019||p38067,p38019,p38067,145.0851,61.0852,0.0,0.0
4591,p38019||p38071,p38019,p38071,81.0,35.0516,0.0,0.0
4592,p38021||p38045,p38021,p38045,19.2818,16.1173,0.0,0.0
4593,p38021||p38051,p38021,p38051,234.0,234.0,0.0,0.0
4594,p38021||p38081,p38021,p38081,305.0,179.1025,0.0,0.0
4595,p38021||p46013,p38021,p46013,106.0,28.6445,0.0,0.0
4596,p38021||p46051,p38021,p46051,1697.3737,437.5712,0.0,0.0
4597,p38023||p38105,p38023,p38105,101.2603,27.0978,0.0,0.0
4598,p38025||p38053,p38025,p38053,761.1088,575.8064,0.0,0.0
4599,p38025||p38057,p38025,p38057,583.5736,816.8692,0.0,0.0
4600,p38027||p38031,p38027,p38031,25.8793,120.0,0.0,0.0
4601,p38027||p38071,p38027,p38071,120.0,28.0469,0.0,0.0
4602,p38029||p38051,p38029,p38051,31.928,44.0,0.0,0.0
4603,p38031||p38093,p38031,p38093,120.0,35.1149,0.0,0.0
4604,p38033||p38089,p38033,p38089,193.3558,202.0857,0.0,0.0
4605,p38035||p38039,p38035,p38039,123.5232,319.0,0.0,0.0
4606,p38035||p38067,p38035,p38067,123.7491,136.9629,0.0,0.0
4607,p38035||p38071,p38035,p38071,230.8911,287.1287,0.0,0.0
4608,p38035||p38083,p38035,p38083,311.5453,364.744,0.0,0.0
4609,p38035||p38099,p38035,p38099,45.0899,10.6846,0.0,0.0
4610,p38037||p38059,p38037,p38059,12.042,12.042,0.0,0.0
4611,p38039||p38093,p38039,p38093,319.0,303.9837,0.0,0.0
4612,p38041||p38089,p38041,p38089,18.9467,36.906,0.0,0.0
4613,p38043||p38093,p38043,p38093,244.6923,303.9266,0.0,0.0
4614,p38045||p38081,p38045,p38081,7.1056,4.9824,0.0,0.0
4615,p38045||p38093,p38045,p38093,119.8219,58.2206,0.0,0.0
4616,p38045||p46013,p38045,p46013,69.8345,35.7026,0.0,0.0
4617,p38047||p38051,p38047,p38051,227.4935,234.0,0.0,0.0
4618,p38047||p38057,p38047,p38057,627.3808,581.8898,0.0,0.0
4619,p38047||p38059,p38047,p38059,234.0,234.0,0.0,0.0
4620,p38047||p46089,p38047,p46089,586.1457,637.2974,0.0,0.0
4621,p38049||p38055,p38049,p38055,195.067,224.6241,0.0,0.0
4622,p38049||p38057,p38049,p38057,10.1253,42.7428,0.0,0.0
4623,p38049||p38069,p38049,p38069,213.5336,319.4846,0.0,0.0
4624,p38049||p38101,p38049,p38101,364.7234,231.6086,0.0,0.0
4625,p38053||p38057,p38053,p38057,447.6461,622.1811,0.0,0.0
4626,p38053||p38089,p38053,p38089,358.0,358.0,0.0,0.0
4627,p38053||p38105,p38053,p38105,703.1522,398.6447,0.0,0.0
4628,p38055||p38057,p38055,p38057,217.9683,512.854,0.0,0.0
4629,p38055||p38083,p38055,p38083,76.5399,74.3679,0.0,0.0
4630,p38055||p38101,p38055,p38101,109.834,17.8798,0.0,0.0
4631,p38057||p38059,p38057,p38059,24.608,30.7162,0.0,0.0
4632,p38057||p38065,p38057,p38065,1123.3395,1166.2783,0.0,0.0
4633,p38057||p38083,p38057,p38083,137.0908,134.2714,0.0,0.0
4634,p38057||p38085,p38057,p38085,1007.6519,943.7315,0.0,0.0
4635,p38057||p38089,p38057,p38089,43.2547,35.4822,0.0,0.0
4636,p38057||p38101,p38057,p38101,309.0042,138.9462,0.0,0.0
4637,p38059||p38065,p38059,p38065,789.4941,391.0,0.0,0.0
4638,p38059||p38089,p38059,p38089,240.0,240.0,0.0,0.0
4639,p38061||p38101,p38061,p38101,243.2849,307.5493,0.0,0.0
4640,p38061||p38105,p38061,p38105,113.0716,364.1533,0.0,0.0
4641,p38063||p38071,p38063,p38071,72.0,55.8,0.0,0.0
4642,p38065||p38083,p38065,p38083,353.7242,310.3728,0.0,0.0
4643,p38065||p38093,p38065,p38093,705.0,705.0,0.0,0.0
4644,p38067||p38099,p38067,p38099,31.4723,32.0903,0.0,0.0
4645,p38069||p38071,p38069,p38071,262.868,278.0792,0.0,0.0
4646,p38069||p38079,p38069,p38079,12.9338,157.9624,0.0,0.0
4647,p38069||p38101,p38069,p38101,30.3737,18.0756,0.0,0.0
4648,p38069||p38103,p38069,p38103,83.9982,70.6656,0.0,0.0
4649,p38073||p38081,p38073,p38081,80.3326,111.7902,0.0,0.0
4650,p38075||p38101,p38075,p38101,11.75,11.75,0.0,0.0
4651,p38077||p38081,p38077,p38081,145.1682,257.0,0.0,0.0
4652,p38079||p38095,p38079,p38095,12.1514,11.3635,0.0,0.0
4653,p38081||p46091,p38081,p46091,40.3277,120.0,0.0,0.0
4654,p38083||p38093,p38083,p38093,134.4936,135.1013,0.0,0.0
4655,p38083||p38103,p38083,p38103,74.4389,74.3679,0.0,0.0
4656,p38085||p46017,p38085,p46017,691.4867,716.611,0.0,0.0
4657,p38085||p46089,p38085,p46089,334.9855,316.275,0.0,0.0
4658,p38087||p38089,p38087,p38089,69.2267,221.9218,0.0,0.0
4659,p39001||p39015,p39001,p39015,53.1815,275.0,0.0,0.0
4660,p39001||p39025,p39001,p39025,1255.0,889.6847,0.0,0.0
4661,p39001||p39027,p39001,p39027,1255.0,778.948,0.0,0.0
4662,p39001||p39071,p39001,p39071,131.2233,223.997,0.0,0.0
4663,p39001||p39129,p39001,p39129,1102.2713,1104.2329,0.0,0.0
4664,p39001||p39131,p39001,p39131,1313.1796,1270.5989,0.0,0.0
4665,p39001||p39145,p39001,p39145,143.7872,104.5086,0.0,0.0
4666,p39003||p39011,p39003,p39011,83.6439,98.2504,0.0,0.0
4667,p39003||p39063,p39003,p39063,1510.9062,1557.6749,0.0,0.0
4668,p39003||p39065,p39003,p39065,62.5721,230.7266,0.0,0.0
4669,p39003||p39125,p39003,p39125,48.9697,158.4707,0.0,0.0
4670,p39003||p39137,p39003,p39137,128.9854,324.2873,0.0,0.0
4671,p39003||p39149,p39003,p39149,1157.138,1255.0,0.0,0.0
4672,p39003||p39159,p39003,p39159,1784.757,1663.1361,0.0,0.0
4673,p39003||p39161,p39003,p39161,897.0,897.0,0.0,0.0
4674,p39005||p39067,p39005,p39067,68.3781,41.4224,0.0,0.0
4675,p39005||p39075,p39005,p39075,50.0,50.0,0.0,0.0
4676,p39005||p39077,p39005,p39077,8.1811,8.1811,0.0,0.0
4677,p39005||p39093,p39005,p39093,143.0067,105.7745,0.0,0.0
4678,p39005||p39103,p39005,p39103,21.2565,52.0,0.0,0.0
4679,p39005||p39139,p39005,p39139,303.1826,302.1368,0.0,0.0
4680,p39005||p39169,p39005,p39169,166.9132,90.7589,0.0,0.0
4681,p39007||p39085,p39007,p39085,1555.3565,1623.0136,0.0,0.0
4682,p39007||p39155,p39007,p39155,3.6582,6.6262,0.0,0.0
4683,p39007||p42039,p39007,p42039,5.5502,9.0788,0.0,0.0
4684,p39007||p42049,p39007,p42049,1560.0,1560.0,0.0,0.0
4685,p39009||p39045,p39009,p39045,98.3817,164.0,0.0,0.0
4686,p39009||p39073,p39009,p39073,163.1516,56.3231,0.0,0.0
4687,p39009||p39105,p39009,p39105,271.9865,136.2319,0.0,0.0
4688,p39009||p39127,p39009,p39127,134.0,233.3808,0.0,0.0
4689,p39009||p39163,p39009,p39163,226.79,369.2855,0.0,0.0
4690,p39011||p39107,p39011,p39107,51.1286,8.9052,0.0,0.0
4691,p39011||p39149,p39011,p39149,11.0709,59.8346,0.0,0.0
4692,p39013||p39019,p39013,p39019,400.0,400.0,0.0,0.0
4693,p39013||p39059,p39013,p39059,687.3194,810.5636,0.0,0.0
4694,p39013||p39067,p39013,p39067,136.4787,270.459,0.0,0.0
4695,p39013||p39081,p39013,p39081,1941.3846,1792.6246,0.0,0.0
4696,p39013||p39111,p39013,p39111,3.9675,31.0,0.0,0.0
4697,p39013||p39121,p39013,p39121,29.6503,23.105,0.0,0.0
4698,p39013||p54051,p39013,p54051,1202.912,1116.1405,0.0,0.0
4699,p39013||p54069,p39013,p54069,13.6361,13.6361,0.0,0.0
4700,p39015||p39025,p39015,p39025,325.4333,126.2545,0.0,0.0
4701,p39015||p39071,p39015,p39071,185.0,92.1163,0.0,0.0
4702,p39017||p39025,p39017,p39025,545.2763,1160.2556,0.0,0.0
4703,p39017||p39061,p39017,p39061,2611.7423,2494.8654,0.0,0.0
4704,p39017||p39113,p39017,p39113,149.092,191.6876,0.0,0.0
4705,p39017||p39165,p39017,p39165,3374.8264,2245.2188,0.0,0.0
4706,p39019||p39029,p39019,p39029,42.4277,75.3621,0.0,0.0
4707,p39019||p39067,p39019,p39067,98.188,156.7965,0.0,0.0
4708,p39019||p39081,p39019,p39081,38.3552,85.0595,0.0,0.0
4709,p39019||p39103,p39019,p39103,1366.0,1366.0,0.0,0.0
4710,p39019||p39151,p39019,p39151,1589.0988,1480.7877,0.0,0.0
4711,p39019||p39157,p39019,p39157,6.839,12.0806,0.0,0.0
4712,p39021||p39023,p39021,p39023,97.106,126.0131,0.0,0.0
4713,p39021||p39057,p39021,p39057,119.6115,93.89,0.0,0.0
4714,p39021||p39091,p39021,p39091,91.3838,170.929,0.0,0.0
4715,p39021||p39149,p39021,p39149,160.0,59.3643,0.0,0.0
4716,p39021||p39159,p39021,p39159,98.4793,23.8502,0.0,0.0
4717,p39023||p39057,p39023,p39057,201.4095,155.339,0.0,0.0
4718,p39023||p39097,p39023,p39097,273.0758,117.2683,0.0,0.0
4719,p39025||p39053,p39025,p39053,574.1532,693.4108,0.0,0.0
4720,p39025||p39061,p39025,p39061,480.9353,725.3966,0.0,0.0
4721,p39025||p39131,p39025,p39131,956.0,956.0,0.0,0.0
4722,p39025||p39165,p39025,p39165,2110.1015,1897.6958,0.0,0.0
4723,p39027||p39047,p39027,p39047,4.6946,1.251,0.0,0.0
4724,p39027||p39057,p39027,p39057,1167.8511,843.5473,0.0,0.0
4725,p39027||p39071,p39027,p39071,96.8028,163.0261,0.0,0.0
4726,p39027||p39165,p39027,p39165,145.9972,111.8386,0.0,0.0
4727,p39029||p39081,p39029,p39081,1960.7332,2032.259,0.0,0.0
4728,p39029||p39099,p39029,p39099,360.2644,308.5837,0.0,0.0
4729,p39029||p39151,p39029,p39151,64.8094,135.0727,0.0,0.0
4730,p39029||p39153,p39029,p39153,71.4333,110.649,0.0,0.0
4731,p39029||p42007,p39029,p42007,16.7873,7.9964,0.0,0.0
4732,p39029||p54029,p39029,p54029,2321.5897,2103.308,0.0,0.0
4733,p39031||p39041,p39031,p39041,848.5683,210.2402,0.0,0.0
4734,p39031||p39049,p39031,p39049,1192.4003,360.9418,0.0,0.0
4735,p39031||p39075,p39031,p39075,69.3999,163.0427,0.0,0.0
4736,p39031||p39083,p39031,p39083,30.8941,6.9068,0.0,0.0
4737,p39031||p39089,p39031,p39089,52.7957,39.7972,0.0,0.0
4738,p39031||p39119,p39031,p39119,1638.1248,1132.2407,0.0,0.0
4739,p39031||p39157,p39031,p39157,277.4522,155.9944,0.0,0.0
4740,p39033||p39117,p39033,p39117,76.0,30.7018,0.0,0.0
4741,p39033||p39139,p39033,p39139,244.5837,134.9808,0.0,0.0
4742,p39033||p39147,p39033,p39147,155.8598,133.5726,0.0,0.0
4743,p39033||p39175,p39033,p39175,20.0355,31.0,0.0,0.0
4744,p39035||p39055,p39035,p39055,144.4562,99.8633,0.0,0.0
4745,p39035||p39085,p39035,p39085,1991.0356,4437.0701,0.0,0.0
4746,p39035||p39093,p39035,p39093,1585.0868,1719.8636,0.0,0.0
4747,p39035||p39103,p39035,p39103,1325.0618,1216.0345,0.0,0.0
4748,p39035||p39133,p39035,p39133,1555.0,1555.0,0.0,0.0
4749,p39035||p39153,p39035,p39153,1245.0285,1308.0607,0.0,0.0
4750,p39035||p42007,p39035,p42007,945.544,748.9238,0.0,0.0
4751,p39037||p39107,p39037,p39107,64.9164,58.6421,0.0,0.0
4752,p39037||p39109,p39037,p39109,28.6084,113.5728,0.0,0.0
4753,p39037||p39135,p39037,p39135,30.9541,12.8979,0.0,0.0
4754,p39037||p39149,p39037,p39149,3.1507,59.0737,0.0,0.0
4755,p39039||p39069,p39039,p39069,320.7994,296.1515,0.0,0.0
4756,p39039||p39125,p39039,p39125,38.8925,133.0484,0.0,0.0
4757,p39039||p39137,p39039,p39137,181.9231,97.2937,0.0,0.0
4758,p39039||p39171,p39039,p39171,115.0959,108.1292,0.0,0.0
4759,p39041||p39045,p39041,p39045,217.5746,376.4587,0.0,0.0
4760,p39041||p39049,p39041,p39049,2718.8236,2956.439,0.0,0.0
4761,p39041||p39083,p39041,p39083,10.8579,20.575,0.0,0.0
4762,p39041||p39097,p39041,p39097,40.733,78.0423,0.0,0.0
4763,p39041||p39101,p39041,p39101,77.4407,214.6493,0.0,0.0
4764,p39041||p39117,p39041,p39117,3.9271,46.4074,0.0,0.0
4765,p39041||p39159,p39041,p39159,5295.4309,5206.4277,0.0,0.0
4766,p39041||p54051,p39041,p54051,4047.0,4047.0,0.0,0.0
4767,p39043||p39077,p39043,p39077,117.9794,132.9072,0.0,0.0
4768,p39043||p39093,p39043,p39093,1626.506,1706.8591,0.0,0.0
4769,p39043||p39123,p39043,p39123,1551.129,1612.9637,0.0,0.0
4770,p39043||p39143,p39043,p39143,456.0646,180.1674,0.0,0.0
4771,p39045||p39049,p39045,p39049,189.7261,37.2085,0.0,0.0
4772,p39045||p39073,p39045,p39073,36.4021,184.0761,0.0,0.0
4773,p39045||p39089,p39045,p39089,580.9643,476.2847,0.0,0.0
4774,p39045||p39127,p39045,p39127,41.4004,150.4766,0.0,0.0
4775,p39045||p39129,p39045,p39129,296.0,16.8001,0.0,0.0
4776,p39045||p39167,p39045,p39167,599.2816,767.6878,0.0,0.0
4777,p39047||p39057,p39047,p39057,2.4018,23.8255,0.0,0.0
4778,p39047||p39071,p39047,p39071,3.0422,10.3106,0.0,0.0
4779,p39047||p39129,p39047,p39129,4.0124,34.162,0.0,0.0
4780,p39049||p39057,p39049,p39057,1228.0482,1200.8896,0.0,0.0
4781,p39049||p39073,p39049,p39073,157.3428,139.4476,0.0,0.0
4782,p39049||p39089,p39049,p39089,430.8903,635.2648,0.0,0.0
4783,p39049||p39097,p39049,p39097,61.651,122.051,0.0,0.0
4784,p39049||p39119,p39049,p39119,458.879,1045.1606,0.0,0.0
4785,p39049||p39129,p39049,p39129,552.9022,1519.6189,0.0,0.0
4786,p39051||p39069,p39051,p39069,311.7856,143.2634,0.0,0.0
4787,p39051||p39095,p39051,p39095,770.8816,1306.5227,0.0,0.0
4788,p39051||p39171,p39051,p39171,40.056,137.7099,0.0,0.0
4789,p39051||p39173,p39051,p39173,902.234,777.6578,0.0,0.0
4790,p39053||p39079,p39053,p39079,41.132,122.2072,0.0,0.0
4791,p39053||p39087,p39053,p39087,159.872,23.1665,0.0,0.0
4792,p39053||p39105,p39053,p39105,17.7501,0.0029,0.0,0.0
4793,p39053||p39131,p39053,p39131,1551.6429,721.0825,0.0,0.0
4794,p39053||p39141,p39053,p39141,3970.0,3970.0,0.0,0.0
4795,p39053||p39145,p39053,p39145,46.0091,91.3088,0.0,0.0
4796,p39053||p54011,p39053,p54011,4047.0,4047.0,0.0,0.0
4797,p39053||p54053,p39053,p54053,5818.8362,4906.7774,0.0,0.0
4798,p39055||p39085,p39055,p39085,14.2377,51.8708,0.0,0.0
4799,p39057||p39109,p39057,p39109,1301.8497,1333.9834,0.0,0.0
4800,p39057||p39113,p39057,p39113,726.0956,961.1366,0.0,0.0
4801,p39057||p39165,p39057,p39165,2546.9999,2356.5606,0.0,0.0
4802,p39059||p39121,p39059,p39121,16.0259,80.4555,0.0,0.0
4803,p39059||p39157,p39059,p39157,79.2904,55.4491,0.0,0.0
4804,p39059||p39167,p39059,p39167,902.8886,789.183,0.0,0.0
4805,p39061||p39109,p39061,p39109,1121.139,874.0213,0.0,0.0
4806,p39061||p39165,p39061,p39165,195.5114,135.9799,0.0,0.0
4807,p39063||p39095,p39063,p39095,1350.7124,1409.0,0.0,0.0
4808,p39063||p39137,p39063,p39137,46.7341,60.7687,0.0,0.0
4809,p39063||p39143,p39063,p39143,56.0851,48.0057,0.0,0.0
4810,p39063||p39147,p39063,p39147,1416.3157,1857.3694,0.0,0.0
4811,p39063||p39173,p39063,p39173,1447.6425,1581.0662,0.0,0.0
4812,p39065||p39101,p39065,p39101,54.8473,159.0,0.0,0.0
4813,p39065||p39175,p39065,p39175,60.2461,34.1426,0.0,0.0
4814,p39067||p39081,p39067,p39081,115.1425,133.5568,0.0,0.0
4815,p39067||p39151,p39067,p39151,33.6354,29.257,0.0,0.0
4816,p39067||p39157,p39067,p39157,20.076,20.5954,0.0,0.0
4817,p39067||p39169,p39067,p39169,39.4708,63.4216,0.0,0.0
4818,p39069||p39095,p39069,p39095,764.1544,895.4024,0.0,0.0
4819,p39069||p39173,p39069,p39173,1173.9069,816.3738,0.0,0.0
4820,p39071||p39141,p39071,p39141,7.3877,17.0838,0.0,0.0
4821,p39071||p39165,p39071,p39165,88.731,185.0,0.0,0.0
4822,p39073||p39127,p39073,p39127,11.9776,12.5923,0.0,0.0
4823,p39073||p39129,p39073,p39129,78.3755,94.2688,0.0,0.0
4824,p39073||p39131,p39073,p39131,423.266,374.3405,0.0,0.0
