r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p53045,0.08925,0.1785,0.357,0.868,1.396,2.034,3.336,3.410115745,3.542789177,3.646112751,3.71757992,3.783135976,3.443,3.53,3.605,3.681,3.775,3.912,4.217,4.565,5.043
p53049,0.03925,0.0785,0.157,0.38,0.609,0.886,1.453,1.484836133,1.542741978,1.588351513,1.620740258,1.639658815,1.481,1.516,1.553,1.585,1.628,1.667,1.715,1.795,1.946
p53059,0.0145,0.029,0.058,0.14,0.227,0.331,0.541,0.552853646,0.57720195,0.596041186,0.609585217,0.62414996,0.586,0.639,0.696,0.754,0.793,0.844,0.907,0.987,1.084
p53069,0.00525,0.0105,0.021,0.05,0.08,0.117,0.191,0.195184929,0.202657302,0.20850525,0.213577302,0.219295932,0.201,0.208,0.216,0.225,0.234,0.251,0.276,0.3,0.328
p53071,0.06975,0.1395,0.279,0.698,1.177,1.791,3.048,3.307924683,3.878075604,4.644972981,5.488491718,6.488910398,6.706,7.485,8.195,8.595,9.221,10.024,10.649,11.474,12.299
p53077,0.2655,0.531,1.062,2.58,4.284,6.423,10.751,11.4392675,12.81621757,14.60846732,16.68461437,18.89431258,19.055,21.835,24.299,26.717,28.465,30.161,31.47,33.19,34.652
p53001,0.02,0.04,0.08,0.21,0.349,0.526,0.865,0.905412811,0.980394489,1.146233051,1.35376863,1.645281787,1.764,2.13,2.431,2.77,2.997,3.155,3.344,3.493,3.667
p53019,0.01275,0.0255,0.051,0.129,0.214,0.312,0.503,0.518108685,0.547493026,0.580758079,0.614034744,0.681504281,0.749,0.939,1.126,1.285,1.358,1.433,1.51,1.585,1.673
p53021,0.08425,0.1685,0.337,0.941,1.467,2.113,3.336,3.411137656,3.544911243,3.66357916,3.78654759,3.91358894,3.566,3.887,4.204,4.516,5.27,6.05,6.919,7.836,8.696
p53043,0.01525,0.0305,0.061,0.15,0.244,0.356,0.584,0.596795803,0.620704303,0.644073809,0.666316688,0.693874821,0.675,0.746,0.812,0.864,0.921,0.969,1.021,1.08,1.167
p53047,0.05625,0.1125,0.225,0.542,0.87,1.265,2.074,2.11944263,2.200582436,2.265174838,2.313754109,2.396510929,2.206,2.293,2.5,2.73,2.939,3.155,3.445,3.702,4.123
p53051,0.0205,0.041,0.082,0.196,0.314,0.456,0.746,0.762345324,0.791530616,0.814371291,0.82983681,0.838947514,0.746,0.746,0.747,0.75,0.756,0.765,0.773,0.787,0.8
p53063,0.676,1.352,2.704,6.493,10.961,16.323,26.467,27.44443166,29.229337,32.40564582,37.40494984,44.556435,47.536,56.198,63.627,70.173,74.778,79.33,84.714,90.901,97.699
p53065,0.0625,0.125,0.25,0.657,1.1,1.648,2.728,2.857262099,3.067446394,3.37210847,3.903347677,4.600716194,4.875,5.728,6.423,6.962,7.161,7.408,7.82,8.477,9.043
p53075,0.056,0.112,0.224,0.576,0.982,1.45,2.371,2.460760777,2.635605965,2.815366702,3.154714737,3.606574636,3.71,4.284,4.755,5.109,5.189,5.417,5.73,5.881,6.116
p53017,0.042,0.084,0.168,0.407,0.653,0.95,1.556,1.590092928,1.650967343,1.698608216,1.736427964,1.777983941,1.616,1.664,1.721,1.784,1.84,1.918,2.014,2.125,2.248
p53025,0.09275,0.1855,0.371,0.883,1.413,2.053,3.359,3.432597779,3.564009837,3.666854111,3.73649041,4.111517576,3.988,4.328,4.591,4.826,4.943,5.089,5.263,5.48,6.042
p41003,0.254,0.508,1.016,1.683,2.549,3.639,6.774,7.024613614,7.429353045,8.934067891,12.65779231,17.97439426,21.727,22.954,23.997,24.973,25.699,26.577,27.649,28.76,30.078
p41005,1.053,2.106,4.212,6.683,9.835,13.655,26.061,26.93347635,28.41340263,38.23615127,56.20865151,83.53825496,101.429,104.513,106.823,109.014,110.982,112.976,114.838,117.143,120.066
p41007,0.14625,0.2925,0.585,0.952,1.412,1.964,3.722,3.838296295,4.052085016,4.294553163,5.04687615,6.762186867,8.564,9.371,10.063,10.585,11.087,11.464,11.977,12.507,13.196
p41009,0.12525,0.2505,0.501,0.796,1.18,1.635,3.141,3.240478582,3.397427656,3.816410233,6.095852172,8.807824305,10.419,10.979,11.514,11.948,12.241,12.759,13.246,13.767,14.438
p41013,0.08225,0.1645,0.329,0.709,1.407,1.923,3.877,3.992604799,4.490291643,5.024867364,5.540773662,6.045820156,6.639,6.93,7.214,7.507,7.823,8.15,8.426,8.797,9.259
p41017,0.715,1.43,2.86,6.135,9.785,14.193,26.22,27.21858941,29.94659531,35.34873563,42.91791396,53.17982581,60.27,66.441,71.975,77.15,82.24,87.376,92.899,100.145,107.498
p41021,0.00625,0.0125,0.025,0.039,0.059,0.081,0.155,0.158396146,0.165521148,0.172480783,0.179093467,0.224918905,0.313,0.334,0.351,0.366,0.377,0.389,0.399,0.413,0.431
p41023,0.025,0.05,0.1,0.158,0.232,0.316,0.603,0.616212105,0.64086393,0.662631868,0.683002415,0.703996171,0.825,0.884,0.941,0.995,1.04,1.086,1.126,1.176,1.202
p41027,0.05275,0.1055,0.211,0.341,0.494,0.673,1.273,1.301914132,1.352817071,1.39403772,1.424961064,1.475468014,1.351,1.385,1.462,1.567,1.663,1.796,1.945,2.133,2.383
p41031,0.0715,0.143,0.286,0.572,0.884,1.273,2.468,2.756092947,3.282836093,4.075131407,5.292712525,6.970236854,7.91,8.376,8.809,9.193,9.617,10.1,10.675,11.268,11.997
p41039,1.23275,2.4655,4.931,8.064,11.561,16.045,28.861,29.67935019,31.80552512,39.65093035,51.85033968,68.32586484,79.417,85.512,90.372,94.969,100.571,106.518,113.171,120.226,128.297
p41041,0.17525,0.3505,0.701,1.12,1.651,2.28,4.411,4.659912435,5.234075774,6.988746657,9.081484878,11.33816198,12.599,14.063,15.471,16.72,17.95,19.222,20.523,21.975,23.695
p41043,0.383,0.766,1.532,2.434,3.576,5.022,9.462,9.787859936,10.94031123,12.85855153,16.97049648,23.20938177,28.358,29.651,30.681,31.611,32.222,32.827,33.685,35.006,37.019
p41047,0.9645,1.929,3.858,6.027,8.657,12.04,22.223,22.99094517,24.98626605,33.05954448,45.91133334,64.67093264,76.148,78.198,79.846,81.672,82.892,84.452,86.267,88.213,90.156
p41049,0.025,0.05,0.1,0.166,0.248,0.34,0.653,0.667307636,0.696037646,0.725947599,0.76086914,0.910921564,1.537,1.725,1.893,2.03,2.157,2.285,2.403,2.556,2.7
p41051,2.69325,5.3865,10.773,16.718,23.863,33.119,60.45,62.22515967,65.32992369,76.84128041,108.4805839,153.8602751,184.336,189.745,194.285,198.148,201.652,205.916,210.053,213.888,218.51
p41053,0.17975,0.3595,0.719,1.192,1.796,2.508,4.847,5.023712617,5.629841082,9.096723819,14.03714572,19.48360011,23.078,24.308,25.307,26.371,27.428,28.391,29.614,30.592,31.941
p41055,0.0055,0.011,0.022,0.037,0.056,0.079,0.155,0.163505699,0.214328665,0.29147069,0.409356496,0.562297262,0.66,0.691,0.711,0.733,0.754,0.78,0.803,0.826,0.857
p41057,0.16775,0.3355,0.671,1.885,3.089,4.568,7.198,7.568270065,8.140245153,8.68189662,9.135991586,9.494951558,8.651,8.858,9.022,9.203,9.367,9.523,9.755,10.001,10.262
p41059,0.19225,0.3845,0.769,1.534,2.461,3.564,7.197,8.424631166,10.35355998,13.08343153,16.60118573,20.64080788,25.757,27.507,29.363,30.83,32.509,34.502,36.263,38.157,40.202
p41061,0.0685,0.137,0.274,0.432,0.634,0.866,1.641,1.67695533,1.741155148,1.800131715,1.855452814,1.912935284,2.558,2.814,3.044,3.249,3.44,3.635,3.806,4.03,4.277
p41063,0.032,0.064,0.128,0.262,0.512,0.761,1.611,1.729072772,2.097662235,2.702926698,3.393876821,4.192488382,4.569,4.689,4.813,4.92,4.985,5.105,5.242,5.374,5.491
p41065,0.06625,0.1325,0.265,0.411,0.595,0.811,1.531,1.564545162,1.625502551,1.675683555,1.711955564,1.734124755,1.558,1.583,1.606,1.63,1.659,1.711,1.766,1.831,1.911
p41067,1.47,2.94,5.88,9.338,13.799,19.199,36.773,38.02733806,40.51236189,49.10462389,72.26032064,106.03127,127.403,131.394,134.562,137.089,139.807,142.07,144.738,147.519,151.063
p41069,0.00475,0.0095,0.019,0.032,0.049,0.068,0.136,0.140001755,0.147483587,0.155014374,0.161295359,0.272151875,0.366,0.384,0.4,0.417,0.436,0.453,0.467,0.487,0.507
p41071,0.262,0.524,1.048,1.671,2.474,3.477,6.607,6.844757345,8.449005755,12.20465286,19.04842566,27.52332636,32.771,33.856,34.728,35.465,36.183,37.14,37.808,38.768,39.893
p41011,0.17775,0.3555,0.711,1.117,1.637,2.245,4.272,4.383996568,4.577296349,4.759596286,5.437322156,6.428182294,7.576,8.101,8.573,8.942,9.366,9.858,10.457,10.957,11.521
p41015,0.07975,0.1595,0.319,0.512,0.75,1.026,1.924,1.966156036,2.043549552,2.114527066,2.186942586,2.258185802,2.584,2.935,3.292,3.644,3.969,4.322,4.75,5.208,5.689
p41019,0.39375,0.7875,1.575,2.513,3.666,5.133,9.607,9.983044864,11.83582308,16.94678274,25.11424352,34.80282671,41.053,42.353,43.507,44.622,45.78,46.73,47.567,49.04,50.448
p41029,0.67525,1.3505,2.701,5.022,8.864,12.868,27.013,28.62780416,32.09518713,37.5844359,46.50200807,57.84014551,65.407,67.81,69.796,71.413,72.826,74.669,76.608,78.639,80.31
p41033,0.2595,0.519,1.038,2.166,4.19,6.332,12.999,13.69360233,15.26508173,17.74259597,21.03513952,24.66235789,26.123,27.316,28.48,29.281,30.115,31.359,32.772,34.196,35.535
p41035,0.275,0.55,1.1,2.268,4.234,6.56,13.854,15.08442269,17.20783315,19.95646324,23.04966293,27.36813231,29.068,30.08,30.834,31.525,32.538,33.41,34.427,35.435,36.727
p41001,0.0555,0.111,0.222,0.356,0.529,0.732,1.392,1.427609139,1.496056526,1.557785298,1.904397613,2.28742526,3.054,3.222,3.378,3.548,3.659,3.876,4.06,4.335,4.623
p41025,0.023,0.046,0.092,0.168,0.25,0.35,0.669,0.694899223,0.735295867,0.854762361,1.053425549,1.312401808,1.438,1.615,1.761,1.909,2.064,2.227,2.404,2.556,2.72
p41037,0.0285,0.057,0.114,0.202,0.338,0.496,1.056,1.153737092,1.317802982,1.658217146,2.041220572,2.477481734,2.8,2.899,3,3.122,3.225,3.329,3.419,3.524,3.635
p41045,0.12375,0.2475,0.495,0.759,1.058,1.481,2.61,2.702953595,2.855239795,3.384116625,4.749870214,6.811669026,8.128,8.44,8.67,8.924,9.22,9.475,9.949,10.449,11.169
p06035,0.61575,1.2315,2.463,5.816,8.22,10.008,13.476,13.81214396,14.3992788,14.98727005,15.62451453,16.36847328,15.302,16.041,16.635,17.255,17.708,18.265,18.875,19.59,20.423
p06049,0.10425,0.2085,0.417,0.516,0.518,0.563,0.771,0.823659961,0.92415974,1.0414346,1.169113254,1.312401808,1.281,1.406,1.476,1.565,1.603,1.66,1.693,1.749,1.819
p06093,0.688,1.376,2.752,4.158,4.976,5.689,8.057,8.735291995,9.824104519,10.99947068,11.96922799,12.95870269,12.718,13.819,14.835,15.736,16.548,17.119,17.537,18.178,19.275
p06001,25.36225,50.7245,101.449,193.859,288.206,382.423,522.298,546.1948768,582.1336317,620.3282272,660.1807902,706.8605137,684.889,743.162,787.794,826.26,858.872,888.202,923.699,958.69,992.703
p06003,0.053,0.106,0.212,0.391,0.551,0.776,1.143,1.219139372,1.336901576,1.43661209,1.608504059,1.81509556,1.791,1.942,2.046,2.117,2.173,2.237,2.286,2.33,2.385
p06005,0.7985,1.597,3.194,7.661,11.804,14.773,20.417,21.27924488,22.65093242,23.71064939,24.5413669,25.40683947,23.779,24.92,25.699,26.369,27.288,28.404,29.41,30.075,31.048
p06007,4.922,9.844,19.688,50.373,73.017,91.235,125.87,130.6952152,138.2345619,145.3117846,151.8356639,159.2122204,148.435,155.856,162.489,167.972,173.458,178.332,183.213,189.118,195.257
p06009,1.215,2.43,4.86,11.554,18.672,27.506,39.423,40.59233372,42.99411807,44.90176937,47.09713232,49.92749845,46.887,49.547,51.249,52.701,54.507,55.999,57.327,58.204,59.02
p06011,0.383,0.766,1.532,3.622,5.915,8.524,11.896,12.23840161,12.86396406,13.60305718,14.34527548,15.19327201,14.13,14.885,15.555,15.996,16.457,16.861,17.393,17.913,18.549
p06013,16.67725,33.3545,66.709,143.154,210.39,278.336,390.097,407.1884625,433.1932469,459.0619701,483.1808256,509.6909789,482.485,511.407,535.318,554.391,572.369,589.453,606.103,623.288,641.497
p06015,0.269,0.538,1.076,1.272,1.328,1.482,1.999,2.106157792,2.304563669,2.598128248,2.9066536,3.262448711,3.16,3.484,3.769,3.999,4.14,4.403,4.66,4.76,5.001
p06017,4.05425,8.1085,16.217,37.272,59.367,85.002,117.738,121.3406453,127.6550019,133.9073116,139.5149233,148.0292525,139.008,146.532,151.004,154.561,157.976,161.273,164.702,167.898,171.002
p06019,15.0975,30.195,60.39,129.984,196.162,266.19,367.787,382.4050861,406.2493749,431.1823074,457.3123873,485.4615899,461.119,493.163,518.992,541.931,561.566,583.036,602.934,621.288,640.74
p06021,0.68125,1.3625,2.725,8.269,12.483,15.481,20.983,21.59705908,22.56923288,23.30673869,24.03523319,24.79056167,22.517,23.005,23.445,23.865,24.181,24.522,24.912,25.335,25.823
p06023,2.14525,4.2905,8.581,15.477,21.664,29.708,41.486,43.45163964,46.08702926,48.84590271,51.55222136,54.66878896,51.149,54.374,56.616,58.701,61.423,63.771,65.985,68.301,71.091
p06031,2.05275,4.1055,8.211,19.207,31.316,43.202,59.503,61.25741031,64.27101276,66.87014452,69.41818518,71.29704357,66.577,69.78,72.423,74.325,75.837,76.974,78.61,80.196,81.98
p06033,1.665,3.33,6.66,16.991,26.514,34.501,48.076,50.04398506,53.33070153,56.15886957,58.46901129,60.6347629,55.619,58.316,60.609,62.594,64.149,65.665,67.305,69.14,70.711
p06039,2.486,4.972,9.944,22.805,36.588,51.611,73.818,77.08067438,81.99981311,86.49147104,90.76924113,96.43285576,90.419,95.194,98.533,101.525,104.708,108.653,111.514,114.679,118.307
p06041,4.68325,9.3665,18.733,33.077,45.135,60.504,83.397,87.95686913,93.85049065,99.27579033,103.7485118,109.0058225,104.023,112.204,118.468,123.967,128.352,133.844,138.57,143.483,149.06
p06043,0.40175,0.8035,1.607,3.682,5.84,8.698,12.933,13.68236132,14.75684692,15.92281455,17.05392512,18.28140857,17.147,17.863,18.333,18.631,18.896,19.169,19.476,19.654,19.929
p06045,1.789,3.578,7.156,15.266,23.324,33.512,47.166,49.39302799,52.48824133,55.2844575,58.35332358,61.15769935,57.54,60.913,63.616,65.779,67.508,69.04,70.362,71.679,72.772
p06047,5.5545,11.109,22.218,60.515,87.138,107.653,146.389,150.5213031,157.6854188,164.1471227,170.4491483,176.6546815,163.647,170.703,176.362,180.262,184.361,188.811,193.926,198.572,204.022
p06053,5.9955,11.991,23.982,50.334,72.172,96.446,133.121,138.3850926,146.6718963,154.9892665,165.2710111,177.2900774,169.839,181.654,191.684,200.206,209.153,217.712,225.404,232.788,239.257
p06055,3.2765,6.553,13.106,33.597,41.434,53.179,74.087,76.99892153,81.63693982,86.31571531,91.15634999,96.42160981,90.189,95.052,98.3,100.424,102.895,104.47,106.464,108.417,110.042
p06057,2.3265,4.653,9.306,21.03,34.147,50.652,71.241,73.65931762,77.64427265,80.6740654,84.51431836,89.67854105,84.982,89.315,92.098,95.036,97.521,100.065,101.922,103.913,105.474
p06061,8.097,16.194,32.388,77.43,122.537,158.965,214.56,221.5778144,233.0028461,243.1072968,251.8843938,260.8856867,243.241,255.864,266.848,276.268,285.695,294.334,303.304,313.262,322.596
p06063,0.62,1.24,2.48,5.164,7.46,10.124,14.525,15.40428071,16.61683777,17.76988724,19.06733615,20.64305707,19.62,20.847,22.064,22.974,23.691,24.403,24.793,25.593,26.288
p06067,17.40475,34.8095,69.619,100.389,125.293,142.766,191.175,203.2590446,225.1978874,250.9027732,280.2835008,313.3311522,312.557,347.48,374.593,397.106,416.258,434.361,453.199,473.624,494.853
p06069,0.79,1.58,3.16,5.716,8.413,12.136,17.432,18.54665587,20.21904479,21.63542174,22.72929698,24.06182442,22.573,23.915,24.97,25.569,26.334,26.997,27.462,28.01,28.389
p06075,13.8745,27.749,55.498,85.881,108.778,139.474,189.345,199.000743,213.3705526,227.4006291,241.0319972,259.5316748,255.884,283.39,305.947,326.064,345.462,366.27,385.858,403.613,424.169
p06077,11.862,23.724,47.448,110.67,167.1,216.816,295.496,305.4685012,320.9476271,334.0396022,348.1654867,364.1392082,338.885,357.995,374.143,389.751,406.193,420.953,437.376,451.748,467.116
p06079,4.8715,9.743,19.486,36.366,54.673,80.234,113.847,119.3080651,127.1308516,136.1266371,144.7753767,154.5856385,144.863,150.374,154.733,158.418,161.623,163.799,165.459,167.035,169.253
p06081,11.24625,22.4925,44.985,84.954,114.419,154.607,214.517,225.171874,241.3404434,257.141556,274.0296904,290.9562196,275.545,295.28,312.88,326.016,338.464,350.275,361.701,372.892,384.081
p06083,7.00275,14.0055,28.011,52.38,81.029,115.483,165.162,173.5653876,187.3328029,204.0240247,223.0937285,245.3089279,238.063,257.566,273.174,286.545,297.685,308.174,318.004,327.967,338.157
p06085,33.8715,67.743,135.486,241.944,341.412,458.474,616.595,643.9344963,682.9466209,719.6542334,753.2548864,786.2220246,728.98,757.761,780.266,800.225,814.658,830.966,846.18,860.684,876.481
p06087,4.72,9.44,18.88,39.447,59.534,80.379,111.414,115.4350238,121.9095083,128.0036655,134.1999631,141.2119605,132.074,138.58,143.203,146.472,149.347,151.717,154.819,157.983,162.053
p06089,3.31275,6.6255,13.251,27.013,41.388,56.621,76.547,79.28800132,83.76537201,87.66936196,91.40774827,95.11145719,87.433,90.738,94.129,96.422,98.405,100.751,103.675,106.218,107.95
p06091,0.098,0.196,0.392,0.856,1.402,2.148,3.164,3.340625823,3.584169464,3.797852174,4.070204945,4.427528637,4.279,4.606,4.827,4.997,5.069,5.16,5.24,5.326,5.414
p06095,8.185,16.37,32.74,78.906,113.543,147.806,197.935,204.1777422,214.8156795,224.6616779,233.9616986,243.6591477,224.851,235.218,243.642,251.603,259.749,268.2,276.666,284.667,291.877
p06097,14.788,29.576,59.152,94.942,135.749,180.38,242.634,251.8590699,265.441808,277.8370666,288.4928783,303.8924304,287.314,305.273,318.569,330.545,339.882,348.849,357.776,367.763,377.753
p06099,9.60975,19.2195,38.439,81.442,113.998,141.832,189.292,195.5354441,205.1666455,214.6370511,223.8924187,234.3115181,219.12,230.149,239.205,248.394,258.55,268.829,279.132,289.313,299.281
p06101,1.989,3.978,7.956,20.19,32.1,41.899,57.104,58.98979064,61.84867443,64.27747452,66.42031628,68.78807319,63.059,65.389,67.72,69.331,70.965,72.854,75.296,77.818,80.12
p06103,0.96075,1.9215,3.843,7.844,11.837,17.206,24.492,25.71535889,27.44255743,28.85232336,30.15555776,31.36494125,29.345,31.29,32.778,34.038,35.124,35.853,36.816,38.291,39.457
p06105,0.16375,0.3275,0.655,0.782,0.756,0.796,1.062,1.08526908,1.126817043,1.161516158,1.19136089,1.220185058,1.104,1.147,1.223,1.315,1.402,1.495,1.594,1.698,1.815
p06109,1.40825,2.8165,5.633,14.164,22.492,28.175,38.7,40.26736614,42.6025969,44.62776509,46.41635467,48.42054179,45.778,49.373,52.543,55.127,57,59.248,61.54,63.82,65.841
p06113,3.20725,6.4145,12.829,25.596,36.151,46.718,64.485,67.12930875,70.93323895,74.45929896,78.18931554,81.90421912,76.784,79.88,82.86,85.504,88.113,90.995,93.133,95.311,97.567
p06115,1.215,2.43,4.86,10.788,16.988,24.98,34.955,36.29111191,38.3839297,40.10178201,42.15148291,44.55980879,42.202,44.24,45.969,47.65,49.318,50.914,52.26,53.533,54.993
p06025,2.974,5.948,11.896,22.516,28.351,33.498,44.672,46.00437237,48.34278541,50.54887753,52.77250418,55.62356971,52.828,58.585,63.396,68.363,73.559,77.559,82.476,87.667,95.208
p06027,0.396,0.792,1.584,3.374,5.361,8.238,12.734,13.74674168,14.93722253,16.27323437,17.51445118,18.70987908,17.566,18.261,18.932,19.472,19.945,20.337,20.834,21.311,21.77
p06029,13.6635,27.327,54.654,127.146,194.631,261.888,360.317,374.026441,395.2082656,414.3741643,431.7053586,454.9490913,430.836,460.014,483.422,504.844,525.694,544.507,564.277,579.95,598.228
p06037,165.8845,331.769,663.538,1361.697,2016.797,2673.953,3652.935,3837.751617,4104.097914,4363.729965,4618.693705,4876.446528,4548.212,4743.409,4904.96,5048.45,5184.796,5351.824,5551.009,5742.277,5940.542
p06051,0.3995,0.799,1.598,2.961,4.291,6.291,9.685,10.62071709,11.74987941,12.72318686,13.66116068,14.6613388,13.547,14.019,14.376,14.594,14.732,15.022,15.276,15.593,15.877
p06059,45.34075,90.6815,181.363,343.537,521.515,734.981,1045.229,1102.162285,1188.389849,1273.018434,1353.929926,1431.742655,1337.986,1400.566,1451.239,1496.506,1538.75,1578.809,1623.144,1665.485,1714.398
p06065,33.90725,67.8145,135.629,285.421,429.021,595.709,858.869,911.9826743,989.4206969,1076.292093,1162.667002,1246.798587,1184.899,1267.103,1337.008,1401.21,1461.25,1518.693,1577.718,1638.71,1697.705
p06071,33.037,66.074,132.148,281.981,464.691,662.94,947.104,997.7782025,1073.27944,1143.134946,1207.750723,1276.499128,1200.294,1267.895,1318.463,1359.291,1397.536,1434.938,1473.498,1512.143,1553.165
p06107,7.0265,14.053,28.106,60.75,95.734,135.702,191.684,201.058871,214.4209753,226.2281964,237.3744859,248.8322826,229.417,238.73,248.375,256.024,262.978,269.737,276.807,284.271,292.488
p06111,11.15075,22.3015,44.603,86.024,131.378,193.127,287.048,307.162829,333.4062766,359.0962567,384.5514948,407.2111784,381.983,399.623,411.963,421.929,430.251,438.634,446.704,454.923,464.419
p06073,54.46525,108.9305,217.861,471.412,736.14,996.793,1357.792,1416.378341,1506.64033,1595.985425,1681.793332,1768.48674,1636.812,1695.022,1739.137,1770.779,1796.318,1821.386,1846.412,1879.438,1914.655
p32001,0.08175,0.1635,0.327,0.681,0.799,1.103,1.488,1.602355855,1.816488491,2.156009786,2.743133477,3.25457655,3.369,3.882,4.229,4.547,4.772,5.063,5.396,5.744,6.17
p32005,0.19275,0.3855,0.771,1.952,2.367,3.42,4.97,5.370140318,6.034094654,6.935255781,8.163769907,9.046238344,8.891,9.748,10.459,11.028,11.405,11.906,12.268,12.938,13.641
p32007,0.14975,0.2995,0.599,1.251,1.463,2.006,2.669,2.770399696,3.045164701,3.403766335,3.851065733,4.293701889,4.396,4.948,5.449,5.799,6.114,6.499,6.768,7.159,7.581
p32009,0.0025,0.005,0.01,0.058,0.074,0.125,0.198,0.212557409,0.233427259,0.253262922,0.270308773,0.290145387,0.271,0.283,0.299,0.311,0.323,0.328,0.336,0.353,0.373
p32011,0.00775,0.0155,0.031,0.066,0.077,0.105,0.137,0.141023666,0.147483587,0.153922724,0.167969649,0.17656134,0.165,0.181,0.199,0.216,0.233,0.25,0.267,0.288,0.309
p32013,0.04275,0.0855,0.171,0.376,0.443,0.628,0.867,0.905412811,0.999493083,1.194265674,1.498378262,1.749869078,1.823,2.126,2.363,2.567,2.76,2.884,3.041,3.19,3.416
