t,i,r,rs,value
2014,dupv,p9,sk,15.4765
2014,upv,p10,sk,3921.0834
2014,dupv,p10,sk,19.7613
2014,upv,p11,sk,55.575
2014,dupv,p11,sk,1.3819
2014,upv,p13,sk,373.62
2014,upv,p27,sk,11.6168
2014,upv,p28,sk,405.5649
2014,dupv,p28,sk,3.25
2014,upv,p29,sk,10.79
2014,upv,p30,sk,124.8624
2014,upv,p31,sk,117.819
2014,dupv,p31,sk,0.455
2014,upv,p33,sk,14.2961
2014,dupv,p33,sk,4.0508
2014,upv,p44,sk,2.21
2014,upv,p47,sk,4.03
2014,upv,p48,sk,2.99
2014,upv,p55,sk,9.9645
2014,upv,p58,sk,2.34
2014,upv,p59,sk,14.8655
2014,upv,p61,sk,87.867
2014,dupv,p61,sk,0.0195
2014,upv,p65,sk,58.63
2014,upv,p67,sk,1.43
2014,dupv,p70,sk,3.12
2014,upv,p72,sk,7.41
2014,upv,p79,sk,1.3
2014,dupv,p80,sk,0.39
2014,upv,p92,sk,51.35
2014,dupv,p92,sk,1.04
2014,upv,p94,sk,89.5635
2014,dupv,p94,sk,2.34
2014,upv,p96,sk,3.25
2014,upv,p97,sk,147.3693
2014,dupv,p97,sk,3.3735
2014,upv,p98,sk,699.1088
2014,dupv,p98,sk,17.55
2014,upv,p102,sk,2.9042
2014,upv,p105,sk,25.1121
2014,upv,p106,sk,105.0556
2014,upv,p107,sk,1.3
2014,upv,p111,sk,4.94
2014,dupv,p111,sk,0.78
2014,upv,p112,sk,5.2
2014,upv,p113,sk,5.85
2014,upv,p121,sk,2.21
2014,upv,p122,sk,3.77
2014,dupv,p122,sk,1.0998
2014,upv,p123,sk,18.2169
2014,upv,p125,sk,5.07
2014,upv,p126,sk,199.4044
2014,dupv,p126,sk,4.4109
2014,upv,p127,sk,23.3168
2014,upv,p128,sk,49.66
2014,upv,p129,sk,34.203
2014,dupv,p129,sk,0.065
2014,upv,p131,sk,453.2034
2014,dupv,p131,sk,11.5739
2014,upv,p132,sk,16.9351
2014,upv,p133,sk,18.746
2014,upv,p134,sk,1.56
2016,upv,p5,sk,43.81
2016,dupv,p5,sk,0.5239
2016,upv,p6,sk,7.4334
2016,dupv,p6,sk,1.17
2016,upv,p7,sk,125.3512
2016,upv,p9,sk,1152.7867
2016,dupv,p9,sk,4.9322
2016,upv,p10,sk,4539.3166
2016,dupv,p10,sk,3.3072
2016,upv,p11,sk,28.9523
2016,dupv,p11,sk,1.3
2016,upv,p12,sk,137.1539
2016,upv,p13,sk,1232.2687
2016,upv,p15,sk,246.9987
2016,upv,p18,sk,1.3
2016,upv,p25,sk,1131.0156
2016,upv,p27,sk,21.06
2016,upv,p28,sk,447.59
2016,upv,p30,sk,24.6064
2016,upv,p31,sk,84.37
2016,dupv,p31,sk,1.04
2016,upv,p33,sk,146.2292
2016,dupv,p33,sk,2.4609
2016,upv,p34,sk,296.4
2016,upv,p38,sk,1.3
2016,upv,p41,sk,6.5
2016,upv,p43,sk,201.5
2016,dupv,p43,sk,11.7
2016,upv,p44,sk,80.925
2016,upv,p46,sk,1.3
2016,upv,p47,sk,213.72
2016,upv,p50,sk,3.25
2016,upv,p52,sk,1.3
2016,upv,p54,sk,11.752
2016,upv,p56,sk,1.3
2016,upv,p58,sk,2.73
2016,upv,p61,sk,282.36
2016,upv,p63,sk,15.6
2016,dupv,p64,sk,2.08
2016,upv,p65,sk,271.362
2016,upv,p69,sk,1.9188
2016,upv,p70,sk,3.77
2016,upv,p71,sk,3.64
2016,upv,p72,sk,1.3
2016,upv,p73,sk,7.28
2016,upv,p78,sk,2.925
2016,upv,p81,sk,26
2016,dupv,p81,sk,1.17
2016,upv,p83,sk,7.54
2016,upv,p85,sk,1.755
2016,upv,p88,sk,3.978
2016,upv,p89,sk,97.5
2016,upv,p92,sk,38.3708
2016,upv,p93,sk,2.47
2016,upv,p94,sk,1180.205
2016,upv,p96,sk,30.55
2016,upv,p97,sk,545.974
2016,upv,p98,sk,2094.612
2016,upv,p99,sk,62.9837
2016,upv,p101,sk,51.285
2016,upv,p102,sk,29.12
2016,upv,p103,sk,10.7094
2016,dupv,p103,sk,0.312
2016,upv,p104,sk,7.28
2016,upv,p105,sk,51.35
2016,upv,p106,sk,13.39
2016,upv,p107,sk,32.565
2016,upv,p109,sk,13
2016,upv,p111,sk,7.8
2016,upv,p112,sk,8.06
2016,upv,p118,sk,22.1
2016,upv,p121,sk,37.7312
2016,upv,p122,sk,2.6
2016,upv,p123,sk,162.8978
2016,dupv,p123,sk,1.4872
2016,upv,p124,sk,104
2016,upv,p125,sk,1.56
2016,upv,p126,sk,356.7083
2016,dupv,p126,sk,2.34
2016,upv,p127,sk,98.2735
2016,upv,p128,sk,60.19
2016,upv,p129,sk,54.223
2016,upv,p131,sk,349.2216
2016,dupv,p131,sk,2.7807
2016,upv,p132,sk,16.25
2016,dupv,p132,sk,1.2402
2016,upv,p133,sk,5.9085
2018,upv,p5,sk,143.78
2018,upv,p6,sk,97.5234
2018,upv,p7,sk,31.9839
2018,upv,p9,sk,1075.5368
2018,dupv,p9,sk,1.56
2018,upv,p10,sk,1163.0281
2018,dupv,p10,sk,6.4805
2018,upv,p11,sk,36.8329
2018,upv,p12,sk,39.8294
2018,upv,p13,sk,660.4
2018,upv,p15,sk,104.4238
2018,upv,p16,sk,52
2018,upv,p18,sk,18.2
2018,upv,p20,sk,3.9
2018,upv,p25,sk,417.69
2018,upv,p27,sk,114.673
2018,upv,p28,sk,336.5271
2018,upv,p30,sk,4.29
2018,upv,p31,sk,125.008
2018,upv,p33,sk,47.411
2018,upv,p34,sk,12.753
2018,upv,p40,sk,16.1109
2018,upv,p43,sk,502.0444
2018,dupv,p43,sk,40.95
2018,upv,p44,sk,29.64
2018,dupv,p44,sk,16.38
2018,upv,p46,sk,19.695
2018,upv,p47,sk,7.1487
2018,upv,p50,sk,36.4
2018,upv,p53,sk,2.977
2018,upv,p54,sk,22.36
2018,upv,p55,sk,13.546
2018,upv,p56,sk,8.45
2018,upv,p59,sk,3.9
2018,upv,p60,sk,152.62
2018,upv,p61,sk,868.92
2018,upv,p62,sk,439.4
2018,upv,p63,sk,85.4893
2018,upv,p64,sk,22.2846
2018,dupv,p64,sk,1.95
2018,upv,p68,sk,63.05
2018,dupv,p68,sk,9.36
2018,upv,p69,sk,1.69
2018,upv,p70,sk,6.5
2018,upv,p72,sk,3.9
2018,upv,p74,sk,1.3
2018,upv,p76,sk,1.95
2018,upv,p77,sk,3.9
2018,dupv,p77,sk,0.39
2018,upv,p78,sk,1.339
2018,upv,p80,sk,7.9391
2018,upv,p83,sk,1.3
2018,upv,p84,sk,3.25
2018,upv,p85,sk,107.64
2018,upv,p87,sk,205.53
2018,upv,p89,sk,13
2018,upv,p90,sk,125.58
2018,upv,p91,sk,156
2018,upv,p92,sk,29.77
2018,upv,p93,sk,4.03
2018,upv,p94,sk,121.0833
2018,upv,p96,sk,415.779
2018,upv,p97,sk,396.9732
2018,upv,p98,sk,1180.8784
2018,upv,p99,sk,405.6
2018,upv,p100,sk,29.2526
2018,upv,p101,sk,1282.4006
2018,upv,p102,sk,391.274
2018,upv,p103,sk,246.87
2018,upv,p105,sk,20.8
2018,upv,p106,sk,6.162
2018,upv,p107,sk,26.39
2018,upv,p109,sk,21.164
2018,upv,p111,sk,31.2
2018,upv,p112,sk,23.738
2018,upv,p113,sk,1.3182
2018,dupv,p114,sk,0.0104
2018,upv,p118,sk,4.7034
2018,upv,p121,sk,24.96
2018,upv,p122,sk,3.9
2018,upv,p123,sk,189.4425
2018,upv,p124,sk,26
2018,upv,p125,sk,1.6224
2018,upv,p126,sk,221.143
2018,dupv,p126,sk,7.1513
2018,upv,p127,sk,131.6198
2018,upv,p128,sk,86.047
2018,upv,p129,sk,43.9088
2018,upv,p131,sk,291.8578
2018,dupv,p131,sk,1.4235
2018,upv,p132,sk,57.837
2018,upv,p133,sk,10.036
2018,upv,p134,sk,28.6481
2020,upv,p10,sk,327.99
2020,upv,p78,sk,2.6
2020,upv,p96,sk,96.85
2016,wind-ons,p36,s100,274.8
2012,wind-ons,p36,s100,255
2018,wind-ons,p36,s100,271.3
2016,wind-ons,p37,s102,200
2016,wind-ons,p38,s109,114.5
2012,wind-ons,p38,s110,75
2016,wind-ons,p38,s111,79.55
2020,wind-ons,p38,s112,98
2018,wind-ons,p39,s114,30
2012,wind-ons,p40,s116,83
2016,wind-ons,p40,s116,400
2014,wind-ons,p40,s116,76.85
2014,wind-ons,p40,s117,74.8
2018,wind-ons,p40,s117,187.76
2016,wind-ons,p40,s117,1.7
2016,wind-ons,p40,s118,114.9
2012,wind-ons,p40,s118,163.5
2014,wind-ons,p40,s118,200.6
2018,wind-ons,p40,s118,566.8
2014,wind-ons,p42,s120,48
2012,wind-ons,p43,s121,1.65
2018,wind-ons,p44,s123,200
2012,wind-ons,p44,s123,296.77
2016,wind-ons,p43,s124,118
2012,wind-ons,p43,s124,39.8
2012,wind-ons,p43,s127,5
2012,wind-ons,p43,s128,51.75
2016,wind-ons,p45,s132,1021.5
2012,wind-ons,p45,s132,215.1
2014,wind-ons,p45,s132,250
2020,wind-ons,p45,s132,300
2018,wind-ons,p45,s132,2
2014,wind-ons,p69,s133,138.65
2020,wind-ons,p69,s133,70
2012,wind-ons,p69,s133,0.9
2016,wind-ons,p45,s134,20.7
2012,wind-ons,p45,s134,100
2018,wind-ons,p45,s134,107.4
2014,wind-ons,p52,s135,250
2012,wind-ons,p53,s136,768.6
2018,wind-ons,p53,s136,858.6
2016,wind-ons,p53,s136,456.3
2014,wind-ons,p53,s137,4.2
2016,wind-ons,p53,s137,200
2012,wind-ons,p53,s138,201
2018,wind-ons,p53,s138,300
2014,wind-ons,p53,s139,470.2
2016,wind-ons,p53,s139,356.6
2014,wind-ons,p53,s140,129
2016,wind-ons,p53,s140,75
2012,wind-ons,p53,s141,199.8
2016,wind-ons,p53,s143,200
2016,wind-ons,p54,s144,200
2018,wind-ons,p54,s144,300
2018,wind-ons,p47,s148,674.3
2012,wind-ons,p47,s148,32.3
2014,wind-ons,p47,s148,34.8
2016,wind-ons,p47,s148,300
2018,wind-ons,p48,s149,1163.3
2016,wind-ons,p48,s149,799.8
2012,wind-ons,p48,s149,69.87
2014,wind-ons,p48,s149,5.4
2020,wind-ons,p48,s150,500
2018,wind-ons,p48,s150,742.794
2014,wind-ons,p48,s150,1522.07
2016,wind-ons,p48,s150,1020.28
2012,wind-ons,p48,s150,347.4
2012,wind-ons,p49,s152,120
2016,wind-ons,p49,s152,698
2020,wind-ons,p49,s152,2000
2018,wind-ons,p50,s153,200
2012,wind-ons,p50,s153,357.1
2014,wind-ons,p50,s153,498.1
2016,wind-ons,p50,s153,225
2014,wind-ons,p50,s154,150
2012,wind-ons,p50,s154,247.8
2016,wind-ons,p50,s154,100
2020,wind-ons,p50,s155,200
2018,wind-ons,p50,s155,452
2016,wind-ons,p50,s155,977.55
2012,wind-ons,p50,s155,295
2012,wind-ons,p50,s156,500.05
2018,wind-ons,p50,s156,399.1
2016,wind-ons,p50,s156,730.8
2016,wind-ons,p51,s157,150
2012,wind-ons,p51,s157,132
2016,wind-ons,p5,s16,10
2020,wind-ons,p5,s16,404
2012,wind-ons,p5,s16,1046.3
2012,wind-ons,p61,s163,158
2016,wind-ons,p62,s164,211
2018,wind-ons,p62,s164,660
2016,wind-ons,p60,s165,1145.9
2018,wind-ons,p60,s165,1125.7
2014,wind-ons,p60,s165,230.8
2012,wind-ons,p60,s165,224.9
2016,wind-ons,p61,s166,95.2
2018,wind-ons,p61,s166,297.3
2012,wind-ons,p61,s166,99
2016,wind-ons,p63,s167,413.3
2014,wind-ons,p63,s167,64.5
2018,wind-ons,p63,s167,300.05
2012,wind-ons,p63,s167,525
2018,wind-ons,p63,s168,125.6
2016,wind-ons,p63,s168,110
2014,wind-ons,p63,s169,151
2018,wind-ons,p63,s169,160
2018,wind-ons,p65,s172,200
2012,wind-ons,p65,s172,91.2
2016,wind-ons,p65,s172,889.9
2014,wind-ons,p65,s174,401.7
2018,wind-ons,p65,s174,772
2012,wind-ons,p65,s174,211
2016,wind-ons,p65,s174,567
2012,wind-ons,p68,s176,442.8
2016,wind-ons,p68,s176,415
2018,wind-ons,p69,s177,66
2016,wind-ons,p69,s177,0.8
2012,wind-ons,p69,s177,40.75
2012,wind-ons,p70,s178,234.7
2020,wind-ons,p70,s178,340
2018,wind-ons,p70,s178,23.5
2016,wind-ons,p70,s178,6
2014,wind-ons,p70,s178,43.7
2014,wind-ons,p70,s179,117.5
2018,wind-ons,p70,s179,198
2012,wind-ons,p70,s180,811.8
2016,wind-ons,p70,s180,157.85
2020,wind-ons,p70,s180,170
2018,wind-ons,p70,s180,171.7
2012,wind-ons,p70,s181,1.5
2012,wind-ons,p70,s182,43.75
2012,wind-ons,p70,s183,6
2012,wind-ons,p7,s19,3
2018,wind-ons,p7,s19,50
2012,wind-ons,p74,s191,28
2012,wind-ons,p76,s193,162
2018,wind-ons,p77,s194,99
2012,wind-ons,p77,s194,5
2012,wind-ons,p78,s195,12.9
2018,wind-ons,p80,s199,75.4
2012,wind-ons,p80,s199,112
2014,wind-ons,p80,s199,2.6
2012,wind-ons,p9,s20,1
2012,wind-ons,p81,s200,529.8
2018,wind-ons,p81,s200,342.8
2012,wind-ons,p81,s202,1.5
2020,wind-ons,p82,s203,185
2012,wind-ons,p82,s203,200
2016,wind-ons,p80,s207,154.7
2012,wind-ons,p83,s208,151.65
2018,wind-ons,p83,s209,305.8
2012,wind-ons,p83,s209,515.2
2016,wind-ons,p83,s209,304.2
2012,wind-ons,p103,s212,100.8
2012,wind-ons,p103,s214,18.6
2018,wind-ons,p103,s215,161.3
2012,wind-ons,p103,s215,212.8
2014,wind-ons,p103,s215,151.2
2014,wind-ons,p103,s218,487.3
2016,wind-ons,p103,s218,81
2012,wind-ons,p103,s218,382
2018,wind-ons,p103,s218,294
2012,wind-ons,p9,s22,1
2016,wind-ons,p105,s221,150.4
2018,wind-ons,p105,s221,298.7
2012,wind-ons,p105,s226,200
2018,wind-ons,p105,s226,120
2014,wind-ons,p105,s226,200
2012,wind-ons,p111,s227,1.5
2018,wind-ons,p111,s227,1.5
2012,wind-ons,p112,s228,412
2018,wind-ons,p112,s228,478
2016,wind-ons,p112,s228,209.8
2014,wind-ons,p112,s228,4
2012,wind-ons,p111,s234,3.725
2022,wind-ofs,p111,s234,21
2018,wind-ons,p116,s249,52.5
2014,wind-ons,p9,s25,1.6
2016,wind-ons,p9,s25,105.8
2012,wind-ons,p9,s25,491.7
2018,wind-ons,p9,s25,46
2012,wind-ons,p116,s250,152.8
2016,wind-ons,p116,s250,103
2012,wind-ons,p115,s252,46.2
2016,wind-ons,p121,s253,30
2014,wind-ons,p121,s253,40
2012,wind-ons,p121,s253,120
2012,wind-ons,p119,s255,50
2012,wind-ons,p9,s26,2
2018,wind-ons,p9,s29,9.07
2014,wind-ons,p9,s29,2
2018,wind-ons,p98,s294,208
2012,wind-ons,p10,s30,1584.6
2018,wind-ons,p10,s30,256.8
2014,wind-ons,p10,s30,229.8
2016,wind-ons,p10,s30,363.138
2020,wind-ons,p10,s30,132
2020,wind-ofs,p123,s315,248
2022,wind-ofs,p123,s315,120
2018,wind-ons,p11,s32,131.1
2014,wind-ons,p11,s32,1
2012,wind-ons,p122,s322,282.4
2016,wind-ons,p122,s322,39.9
2014,wind-ons,p122,s322,16
2012,wind-ons,p122,s323,69
2012,wind-ons,p122,s324,140.8
2012,wind-ons,p122,s326,3
2014,wind-ons,p122,s327,0.056
2012,wind-ons,p126,s329,1.5
2016,wind-ons,p10,s33,40.271
2012,wind-ons,p10,s33,350.68
2014,wind-ons,p10,s33,42.66
2028,wind-ofs,p126,s332,1000
2030,wind-ofs,p126,s332,1000
2026,wind-ofs,p126,s332,1000
2024,wind-ofs,p126,s332,500
2014,wind-ons,p127,s333,92.8
2018,wind-ons,p127,s333,81.5
2012,wind-ons,p127,s333,15
2014,wind-ons,p127,s335,16.2
2012,wind-ons,p127,s335,58.65
2014,wind-ons,p127,s337,1.8
2018,wind-ons,p127,s337,80
2012,wind-ons,p127,s337,74
2012,wind-ons,p127,s338,216
2016,wind-ons,p127,s338,100.9
2022,wind-ofs,p128,s342,90
2016,wind-ons,p132,s343,5
2024,wind-ofs,p132,s344,200
2016,wind-ons,p133,s345,13.5
2018,wind-ons,p133,s345,1.5
2016,wind-ofs,p133,s345,30
2012,wind-ons,p133,s345,6
2024,wind-ofs,p133,s346,400
2012,wind-ons,p131,s347,50.1
2018,wind-ons,p131,s347,12.5
2014,wind-ons,p131,s348,5.8
2012,wind-ons,p131,s348,26
2016,wind-ons,p131,s348,8
2026,wind-ofs,p131,s349,800
2014,wind-ons,p131,s349,3.36
2012,wind-ons,p131,s349,4.65
2022,wind-ofs,p131,s349,800
2012,wind-ons,p129,s350,10
2012,wind-ons,p129,s351,103
2018,wind-ons,p129,s352,30
2012,wind-ons,p130,s353,147
2016,wind-ons,p130,s353,12.05
2016,wind-ons,p134,s355,364.25
2018,wind-ons,p134,s355,19.25
2014,wind-ons,p134,s355,8.55
2012,wind-ons,p134,s355,70.6
2016,wind-ons,p134,s356,104.5
2012,wind-ons,p134,s356,94.2
2022,wind-ofs,p134,s356,12
2016,wind-ons,p135,s357,155.1
2012,wind-ons,p12,s36,151.8
2012,wind-ons,p1,s4,4.25
2012,wind-ons,p15,s44,239
2012,wind-ons,p16,s46,263.7
2012,wind-ons,p16,s47,177.3
2016,wind-ons,p25,s48,2
2012,wind-ons,p25,s48,102
2012,wind-ons,p2,s5,151.2
2016,wind-ons,p25,s52,60
2012,wind-ons,p27,s53,10
2018,wind-ons,p27,s53,350
2012,wind-ons,p28,s54,164.3
2016,wind-ons,p28,s59,42.5
2014,wind-ons,p18,s64,10
2016,wind-ons,p18,s64,25
2012,wind-ons,p18,s64,189
2014,wind-ons,p20,s66,9.72
2012,wind-ons,p20,s66,60
2018,wind-ons,p18,s67,211
2012,wind-ons,p18,s67,9.6
2016,wind-ons,p24,s74,80
2012,wind-ons,p3,s8,104.4
2012,wind-ons,p33,s82,5
2016,wind-ons,p34,s83,249.9
2012,wind-ons,p33,s85,318
2014,wind-ons,p33,s85,83.8
2016,wind-ons,p34,s86,149.6
2018,wind-ons,p34,s86,600
2014,wind-ons,p34,s86,200.6
2012,wind-ons,p34,s86,643
2012,wind-ons,p34,s87,28.8
2014,wind-ons,p34,s87,8
2018,wind-ons,p34,s87,133.6
2016,wind-ons,p34,s87,60
2012,wind-ons,p2,s9,342.7
2014,wind-ons,p2,s9,267
2012,wind-ons,p31,s90,50.4
2018,wind-ons,p31,s92,698
2018,wind-ons,p31,s93,180
2018,wind-ons,p36,s97,150
2016,wind-ons,p36,s98,441.5
2014,wind-ons,p37,s99,1.6
2016,wind-ons,p37,s99,150
2012,wind-ons,p37,s99,1
2012,hydND,p1,sk,7.9
2012,hydUND,p9,sk,6.7
2012,hydNPND,p16,sk,3.3
2012,hydNPND,p18,sk,13
2012,hydUND,p21,sk,0.3
2012,hydUND,p31,sk,3
2012,hydUND,p33,sk,5
2012,hydNPND,p33,sk,2.6
2012,hydNPND,p43,sk,9.6
2012,hydNPND,p53,sk,4.8
2012,hydUND,p77,sk,0.43
2012,hydUD,p97,sk,30
2012,hydUND,p97,sk,1.5
2012,hydUND,p122,sk,2.6
2012,hydUND,p134,sk,0.952
2014,hydUD,p2,sk,3.6
2014,hydUND,p18,sk,61
2014,hydNPND,p93,sk,72
2014,hydNPND,p98,sk,4.4
2014,hydNPND,p109,sk,105
2014,hydNPND,p110,sk,84
2016,hydNPND,p5,sk,8.621
2016,hydNPND,p17,sk,4.7
2016,hydNPND,p25,sk,0.037
2016,hydNPND,p77,sk,0.205
2016,hydNPND,p115,sk,6
2016,hydNPND,p116,sk,35
2016,hydNPND,p131,sk,0.066
2018,hydNPND,p5,sk,3.325
2018,hydNPND,p33,sk,0.61
2018,hydNPND,p70,sk,36.4
2018,hydNPND,p134,sk,0.075
