i,v,rs,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034
wind-ons_3,'init-1',s125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35764992,0
wind-ons_3,'init-1',s128,0,0,0,0,0,0,0,0,0,0,0,4.355108162,17.15428715,0,0.019356036,0.30969658
wind-ons_3,'init-1',s144,0,0,0,0,0,0,0,0,0,0,0,0,0,5.726935933,21.97029886,50.45157846
wind-ons_3,'init-1',s174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.21631
wind-ons_3,'init-1',s178,0,0,0,0,0,0,0,0,0,0,0,0,0,69.62367239,62.09791792,56.45162626
wind-ons_3,'init-1',s193,0,0,0,0,0,0,0,0,0,0,0.269053426,0,0,0,76.64659464,12.10740416
wind-ons_3,'init-1',s197,0,0,0,0,0,0,0,0,0,0,11.00821973,0,0,0,0,10.89922746
wind-ons_3,'init-1',s214,0,0,0,0,0,0,0,0,0,0,0,0.609826252,0,0,1.693961811,10.99381215
wind-ons_3,'init-1',s218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413100019,0
wind-ons_3,'init-1',s227,0,0,0,0,0,0,0,0,0,0,0,0,0.108148359,0,0,0.001201648
wind-ons_3,'init-1',s249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.16680355
wind-ons_3,'init-1',s323,0,0,0,0,0,0,0,0,0,0,0,0,18.961358,0,0,29.54444153
wind-ons_3,'init-1',s325,0,0,0,0,0,0,0,0,0,0,0,0,0,18.80592318,0,73.77708325
wind-ons_3,'init-1',s334,0,0.003,0.12,0,0,0,0,0.02,0,0,11.5,30,0,0,34.5,0
wind-ons_3,'init-1',s335,0,0,0.004673353,0,0,0,0,0,0,0,0,0,0,0,0,32.71347141
wind-ons_3,'init-1',s336,0,0,0.018,0.014,0,0,0,0.002,0,0.004,0,0,0,0,0,0
wind-ons_3,'init-1',s337,0,0,0,0.000157719,0,0,0,0,0,0,0,0,0,5.078542645,0,0
wind-ons_3,'init-1',s338,0,0.001814943,0.001088966,0,0,0,0,0,0,0,0,0,0,0,33.21345533,37.02483544
wind-ons_3,'init-1',s340,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0
wind-ons_3,'init-1',s348,0,0,0,0,0,0,0,0,0,0,0,0.518660101,0,1.414527549,0,1.493112413
wind-ons_3,'init-1',s46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21920108
wind-ons_3,'init-1',s5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.787581697,7.186184185,14.37958583
wind-ons_3,'init-1',s9,0,0,0,0,0,0,0,0,0,0,0,0.277472623,0.019239335,0.184981749,0.308056273,0
wind-ons_4,'init-1',s126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01215
wind-ons_4,'init-1',s133,0,0,0,0,0,0,0,0,0,0,0,0.9,0.45,0,75.007,0.9
wind-ons_4,'init-1',s144,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87306407,106.9297011,245.5484215
wind-ons_4,'init-1',s145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024
wind-ons_4,'init-1',s16,0,0,0,0,0,0,0,0,0,1.447505557,0,11.22106308,2.373909113,10.16148901,40.63970281,55.86288716
wind-ons_4,'init-1',s174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.0323865
wind-ons_4,'init-1',s177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.002,203
wind-ons_4,'init-1',s179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
wind-ons_4,'init-1',s183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.006
wind-ons_4,'init-1',s193,0,0,0,0,0,0,0,0,0,0,0.930946574,0,0,0,265.2034054,41.89259584
wind-ons_4,'init-1',s194,0,0,0,0,0,0,0,0,0,0,0,1.458000004,0,0,0,0
wind-ons_4,'init-1',s20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.586350203
wind-ons_4,'init-1',s218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.3869,0
wind-ons_4,'init-1',s227,0,0,0,0,0,0,0,0,0,0,0,0,1.490043978,0,0,0.016556044
wind-ons_4,'init-1',s228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
wind-ons_4,'init-1',s249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66289573
wind-ons_4,'init-1',s25,0,0,36.52023795,5.582256856,5.396657523,8.566123053,0,0.970827279,4.040354707,0,0,0,27.77137094,26.12667531,14.41964047,26.66919644
wind-ons_4,'init-1',s293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
wind-ons_4,'init-1',s30,0,1.10673947,2.965226504,2.632011413,2.240327067,5.429287966,2.499858964,0.125291261,0,0.339181342,2.195580188,0.265498148,2.592335847,0.93670133,0.715950061,17.49692456
wind-ons_4,'init-1',s318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.883250068
wind-ons_4,'init-1',s325,0,0,0,0,0,0,0,0,0,0,0,0,0,7.194076819,0,28.22291675
wind-ons_4,'init-1',s332,0,0,0,0,0,0,0,0,0,0,0,0,0,1.190700084,0,0
wind-ons_4,'init-1',s333,0,0.018,0.015,0,0,0,0,0,0,0,6.6,0,0,0,120.5,238.5
wind-ons_4,'init-1',s337,0,0,0,0.002082793,0,0,0,0,0,0,0,0,0,67.06592008,0,0
wind-ons_4,'init-1',s348,0,0,0,0,0,0,0,0,0,0,0,0.141339899,0,0.385472451,0,0.406887587
wind-ons_4,'init-1',s4,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8800317,0,45.0701288
wind-ons_4,'init-1',s46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.98079892
wind-ons_4,'init-1',s5,0,0,0,0,0,0,0,0,0,0,0,0,0,24.00412575,36.03031338,72.09681388
wind-ons_4,'init-1',s84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
wind-ons_4,'init-1',s85,0,0,0,0,0,0,0,0,0,0.510633866,1.620280537,3.888673288,0,5.891929225,68.92575205,17.1160544
wind-ons_4,'init-1',s86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
wind-ons_4,'init-1',s9,0,0,0,0,0,0,0,0,0,0,0,11.21416339,0.777565169,7.476108923,12.45021339,0
wind-ons_5,'init-1',s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069200022
wind-ons_5,'init-1',s126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14785
wind-ons_5,'init-1',s127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64
wind-ons_5,'init-1',s16,0,0,0,0,0,0,0,0,0,16.83597743,0,130.512497,27.61100298,118.1885615,472.6815148,649.7427956
wind-ons_5,'init-1',s19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256
wind-ons_5,'init-1',s194,0,0,0,0,0,0,0,0,0,0,0,28.542,0,0,0,0
wind-ons_5,'init-1',s199,0,0,0,0,0,0,0,0,0,0,0,0,50.4,0,80,328.1
wind-ons_5,'init-1',s20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.49114975
wind-ons_5,'init-1',s200,0,0,0,0,0,0,0,0,0,0,0,0,0.66,53,230.4,3
wind-ons_5,'init-1',s201,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0
wind-ons_5,'init-1',s202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0
wind-ons_5,'init-1',s203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,100.5
wind-ons_5,'init-1',s207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,711
wind-ons_5,'init-1',s208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.01,0
wind-ons_5,'init-1',s209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
wind-ons_5,'init-1',s221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.8,808.85
wind-ons_5,'init-1',s223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
wind-ons_5,'init-1',s226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
wind-ons_5,'init-1',s227,0,0,0,0,0,0,0,0,0,0,0,0,5.601807664,0,0,0.062242307
wind-ons_5,'init-1',s25,0,0,117.1230199,17.90269773,17.30746737,27.47217042,0,3.113512648,12.95770705,0,0,0,89.06477652,83.7901198,46.24482022,85.53002392
wind-ons_5,'init-1',s30,0,2.850184541,7.636343486,6.778215149,5.769511024,13.98203737,6.43788314,0.322662401,0,0.873493214,5.654274453,0.683736992,6.676038722,2.412285568,1.843785148,45.05980428
wind-ons_5,'init-1',s32,0,0,0,0,0,0,0,0,0,0,0,0,0,45.90270423,0,0
wind-ons_5,'init-1',s33,0,0,15.00195302,35.3162978,8.364891535,3.784770596,0,5.402897156,0,2.591745082,27.31617039,46.37715274,0,0,17.82681803,1.782681803
wind-ons_5,'init-1',s332,0,0,0,0,0,0,0,0,0,0,0,0,0,6.309299916,0,0
wind-ons_5,'init-1',s337,0,0,0,0.007759489,0,0,0,0,0,0,0,0,0,249.8555373,0,0
wind-ons_5,'init-1',s34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
wind-ons_5,'init-1',s4,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0277736,0,133.5543362
wind-ons_5,'init-1',s47,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94491497,0,48.14948703
wind-ons_5,'init-1',s48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.9195045
wind-ons_5,'init-1',s49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10565004,0
wind-ons_5,'init-1',s5,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1220415,150.2836874,300.7183126
wind-ons_5,'init-1',s54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
wind-ons_5,'init-1',s85,0,0,0,0,0,0,0,0,0,4.689366134,14.87971946,35.71132671,0,54.10807078,632.974248,157.1839456
wind-ons_5,'init-1',s88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4
wind-ons_5,'init-1',s9,0,0,0,0,0,0,0,0,0,0,0,143.7991408,9.970712867,95.86609385,159.6490016,0
wind-ons_6,'init-1',s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.930799978
wind-ons_6,'init-1',s16,0,0,0,0,0,0,0,0,0,4.080458719,0,31.63171599,6.691952299,28.6448202,114.5616532,157.4751847
wind-ons_6,'init-1',s229,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.002,0.002
wind-ons_6,'init-1',s25,0,0,102.1567421,15.61504542,15.09587511,23.96170652,0,2.715660072,11.30193824,0,0,0,77.68385254,73.08320489,40.33553931,74.60077964
wind-ons_6,'init-1',s256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
wind-ons_6,'init-1',s26,0,0,16.6,0,17.4,0,0,0,0,0,0,0,0,0,0,1.5
wind-ons_6,'init-1',s267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
wind-ons_6,'init-1',s268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0
wind-ons_6,'init-1',s281,0,0,0,0,0,0,0,0,0,0,1.286381219,0,19.29571828,0,0,0
wind-ons_6,'init-1',s30,0,5.29513435,14.18696373,12.59271439,10.71872209,25.97613077,11.96043824,0.599449172,0,1.622794543,10.5046331,1.27026134,12.40288881,4.481596189,3.425423838,83.71307683
wind-ons_6,'init-1',s318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116749932
wind-ons_6,'init-1',s32,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013200045,0,0
wind-ons_6,'init-1',s33,0,0,34.65049085,81.57118295,19.32065761,8.741805736,0,12.47924442,0,5.986236537,63.09303271,107.1187935,0,0,41.17517195,4.117517195
wind-ons_6,'init-1',s346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
wind-ons_6,'init-1',s4,0,0,0,0,0,0,0,0,0,0,0,0,0,19.16141496,0,19.68110338
wind-ons_6,'init-1',s44,0,0,0,0,0,0,0,0,0,0,0,0,0.324,10.5,40.8,0
wind-ons_6,'init-1',s47,0,0,0,0,0,0,0,0,0,0,0,0,0,39.55508503,0,76.35051297
wind-ons_6,'init-1',s48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.08739558
wind-ons_6,'init-1',s5,0,0,0,0,0,0,0,0,0,0,0,0,0,57.44959665,86.23213327,172.550874
wind-ons_6,'init-1',s82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
wind-ons_6,'init-1',s9,0,0,0,0,0,0,0,0,0,0,0,69.70922322,4.833482629,46.47281548,77.39272871,0
wind-ons_7,'init-1',s281,0,0,0,0,0,0,0,0,0,0,0.513618782,0,7.704281723,0,0,0
wind-ons_7,'init-1',s291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
wind-ons_7,'init-1',s30,0,9.519958627,25.50630425,22.64005255,19.27085965,46.70168383,21.50330277,1.077731165,0,2.917572226,18.88595566,2.28376366,22.29877102,8.057323474,6.158463802,150.5051572
wind-ons_7,'init-1',s32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084095725,0,0
wind-ons_7,'init-1',s49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.89434996,0
wind-ons_7,'init-1',s8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
wind-ons_8,'init-1',s30,0,16.62967151,44.55496894,39.54813792,33.66275822,81.5795206,37.5624386,1.882604321,0,5.096478842,32.99039954,3.989328205,38.95197989,14.0747085,10.75773898,262.9056935
