,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p128,0.004,0.375,0.332,0.03,0.0,0.317,0.24,0.004,0.0,0.218,0.167,0.0,0.002,0.36,0.31,0.018,0.333
p129,0.006,0.368,0.322,0.029,0.0,0.288,0.225,0.003,0.0,0.197,0.155,0.0,0.003,0.355,0.305,0.017,0.344
p13,0.004,0.489,0.441,0.02,0.0,0.462,0.353,0.002,0.0,0.359,0.28,0.0,0.003,0.505,0.438,0.011,0.381
p130,0.007,0.391,0.284,0.024,0.001,0.323,0.199,0.002,0.0,0.232,0.151,0.0,0.004,0.383,0.27,0.014,0.289
p131,0.006,0.378,0.322,0.025,0.0,0.321,0.227,0.002,0.0,0.234,0.174,0.0,0.003,0.37,0.3,0.014,0.323
p132,0.005,0.362,0.323,0.03,0.0,0.301,0.237,0.004,0.0,0.224,0.183,0.0,0.003,0.346,0.306,0.018,0.325
p133,0.006,0.389,0.31,0.024,0.0,0.322,0.214,0.002,0.0,0.229,0.162,0.0,0.004,0.371,0.285,0.013,0.302
p134,0.008,0.372,0.309,0.025,0.001,0.318,0.223,0.002,0.0,0.228,0.163,0.0,0.005,0.366,0.298,0.014,0.36
p14,0.007,0.456,0.403,0.027,0.0,0.362,0.258,0.002,0.0,0.197,0.154,0.0,0.003,0.386,0.331,0.014,0.381
p15,0.002,0.413,0.54,0.071,0.0,0.355,0.444,0.02,0.0,0.187,0.263,0.006,0.0,0.367,0.476,0.049,0.454
p16,0.003,0.441,0.491,0.056,0.0,0.368,0.401,0.013,0.0,0.172,0.208,0.003,0.001,0.379,0.428,0.039,0.467
p17,0.003,0.396,0.457,0.067,0.0,0.303,0.329,0.013,0.0,0.169,0.202,0.003,0.001,0.332,0.378,0.043,0.391
p18,0.003,0.418,0.44,0.052,0.0,0.309,0.316,0.008,0.0,0.178,0.191,0.001,0.001,0.355,0.383,0.033,0.44
p19,0.006,0.423,0.407,0.044,0.0,0.324,0.271,0.005,0.0,0.171,0.134,0.0,0.003,0.386,0.35,0.025,0.452
p2,0.006,0.404,0.423,0.047,0.0,0.305,0.272,0.006,0.0,0.145,0.136,0.0,0.002,0.338,0.33,0.025,0.41
p20,0.005,0.425,0.411,0.045,0.0,0.324,0.287,0.007,0.0,0.201,0.181,0.001,0.002,0.364,0.355,0.03,0.413
p21,0.006,0.43,0.436,0.046,0.0,0.394,0.393,0.01,0.0,0.26,0.274,0.002,0.002,0.41,0.444,0.033,0.405
p22,0.006,0.447,0.387,0.041,0.0,0.356,0.271,0.006,0.0,0.229,0.193,0.001,0.003,0.397,0.341,0.026,0.376
p23,0.007,0.463,0.397,0.033,0.0,0.375,0.294,0.004,0.0,0.231,0.202,0.001,0.003,0.421,0.357,0.02,0.335
p24,0.007,0.483,0.349,0.032,0.0,0.412,0.274,0.005,0.0,0.26,0.213,0.001,0.003,0.431,0.332,0.021,0.287
p25,0.002,0.415,0.497,0.058,0.0,0.357,0.409,0.015,0.0,0.217,0.273,0.004,0.001,0.381,0.465,0.041,0.46
p26,0.004,0.446,0.446,0.052,0.0,0.379,0.369,0.014,0.0,0.216,0.236,0.003,0.002,0.399,0.412,0.039,0.402
p27,0.001,0.386,0.541,0.063,0.0,0.363,0.459,0.019,0.0,0.284,0.388,0.008,0.0,0.403,0.543,0.049,0.453
p28,0.0,0.405,0.493,0.043,0.0,0.391,0.422,0.012,0.0,0.309,0.37,0.005,0.0,0.435,0.521,0.035,0.392
p29,0.003,0.395,0.423,0.043,0.0,0.401,0.417,0.013,0.0,0.324,0.39,0.005,0.001,0.442,0.518,0.038,0.305
p3,0.007,0.438,0.429,0.034,0.0,0.352,0.285,0.002,0.0,0.167,0.149,0.0,0.003,0.376,0.34,0.017,0.402
p30,0.0,0.414,0.457,0.036,0.0,0.404,0.407,0.011,0.0,0.335,0.384,0.005,0.0,0.456,0.517,0.032,0.316
p31,0.002,0.462,0.423,0.03,0.0,0.436,0.382,0.006,0.0,0.358,0.345,0.002,0.001,0.472,0.466,0.023,0.35
p32,0.007,0.42,0.403,0.035,0.0,0.345,0.306,0.005,0.0,0.246,0.261,0.001,0.004,0.394,0.389,0.021,0.404
p33,0.005,0.453,0.365,0.028,0.0,0.397,0.315,0.005,0.0,0.29,0.272,0.001,0.002,0.426,0.372,0.019,0.315
p34,0.005,0.469,0.377,0.029,0.0,0.418,0.339,0.006,0.0,0.312,0.291,0.001,0.003,0.454,0.403,0.022,0.361
p35,0.006,0.435,0.419,0.037,0.0,0.331,0.285,0.004,0.0,0.174,0.178,0.0,0.003,0.385,0.374,0.02,0.44
p36,0.002,0.36,0.473,0.076,0.0,0.26,0.335,0.016,0.0,0.115,0.216,0.004,0.001,0.31,0.42,0.048,0.455
p37,0.002,0.356,0.438,0.057,0.0,0.279,0.323,0.012,0.0,0.134,0.22,0.003,0.001,0.325,0.413,0.037,0.405
p38,0.002,0.371,0.45,0.053,0.0,0.295,0.333,0.011,0.0,0.178,0.252,0.003,0.001,0.339,0.415,0.034,0.417
p39,0.006,0.451,0.416,0.026,0.0,0.383,0.316,0.003,0.0,0.255,0.253,0.0,0.003,0.411,0.377,0.015,0.396
p4,0.005,0.467,0.454,0.037,0.0,0.359,0.299,0.003,0.0,0.17,0.158,0.0,0.002,0.4,0.372,0.019,0.411
p40,0.001,0.357,0.49,0.062,0.0,0.307,0.399,0.018,0.0,0.207,0.323,0.007,0.0,0.334,0.446,0.042,0.447
p41,0.001,0.364,0.466,0.053,0.0,0.307,0.373,0.012,0.0,0.201,0.287,0.003,0.0,0.338,0.419,0.034,0.43
p42,0.002,0.365,0.421,0.052,0.0,0.261,0.288,0.008,0.0,0.127,0.181,0.002,0.001,0.329,0.393,0.032,0.426
p43,0.003,0.369,0.423,0.044,0.0,0.274,0.299,0.007,0.0,0.168,0.218,0.001,0.001,0.339,0.386,0.027,0.391
p44,0.002,0.362,0.439,0.051,0.0,0.289,0.328,0.01,0.0,0.165,0.247,0.002,0.001,0.329,0.402,0.032,0.433
p45,0.002,0.358,0.438,0.048,0.0,0.295,0.344,0.01,0.0,0.182,0.261,0.003,0.001,0.333,0.408,0.031,0.42
p46,0.004,0.359,0.397,0.04,0.0,0.28,0.287,0.006,0.0,0.18,0.219,0.001,0.002,0.336,0.37,0.024,0.366
p47,0.003,0.446,0.413,0.029,0.0,0.418,0.363,0.008,0.0,0.348,0.335,0.003,0.001,0.462,0.437,0.022,0.397
p48,0.0,0.364,0.529,0.07,0.0,0.328,0.459,0.03,0.0,0.268,0.426,0.018,0.0,0.365,0.53,0.057,0.465
p49,0.0,0.375,0.513,0.062,0.0,0.336,0.441,0.024,0.0,0.266,0.403,0.014,0.0,0.368,0.506,0.047,0.49
p5,0.004,0.374,0.463,0.057,0.0,0.277,0.298,0.008,0.0,0.129,0.147,0.001,0.001,0.293,0.337,0.028,0.437
p50,0.0,0.363,0.482,0.049,0.0,0.321,0.393,0.014,0.0,0.257,0.354,0.007,0.0,0.336,0.444,0.035,0.414
p51,0.001,0.35,0.449,0.042,0.0,0.31,0.366,0.01,0.0,0.24,0.315,0.004,0.0,0.327,0.409,0.027,0.405
p52,0.001,0.367,0.52,0.07,0.0,0.322,0.434,0.024,0.0,0.242,0.39,0.012,0.0,0.348,0.489,0.05,0.504
p53,0.001,0.35,0.466,0.052,0.0,0.311,0.378,0.014,0.0,0.237,0.333,0.006,0.0,0.328,0.424,0.035,0.422
p54,0.001,0.332,0.428,0.048,0.0,0.301,0.349,0.011,0.0,0.212,0.282,0.003,0.001,0.32,0.381,0.03,0.399
p55,0.001,0.353,0.427,0.042,0.0,0.313,0.349,0.01,0.0,0.214,0.275,0.003,0.001,0.32,0.388,0.028,0.397
p56,0.001,0.351,0.431,0.04,0.0,0.303,0.347,0.009,0.0,0.223,0.276,0.003,0.0,0.317,0.389,0.026,0.387
p57,0.001,0.363,0.425,0.037,0.0,0.308,0.348,0.01,0.0,0.229,0.29,0.004,0.0,0.319,0.397,0.027,0.381
p58,0.001,0.367,0.329,0.021,0.0,0.34,0.301,0.005,0.0,0.271,0.27,0.002,0.001,0.367,0.365,0.018,0.309
p59,0.001,0.423,0.455,0.031,0.0,0.406,0.423,0.008,0.0,0.352,0.394,0.003,0.0,0.45,0.512,0.026,0.417
p6,0.006,0.456,0.449,0.054,0.0,0.348,0.305,0.009,0.0,0.165,0.168,0.001,0.002,0.359,0.347,0.03,0.431
p60,0.0,0.353,0.51,0.067,0.0,0.321,0.439,0.027,0.0,0.253,0.4,0.015,0.0,0.347,0.507,0.052,0.412
p61,0.0,0.352,0.487,0.055,0.0,0.328,0.43,0.023,0.0,0.271,0.412,0.015,0.0,0.354,0.505,0.047,0.405
p62,0.0,0.359,0.512,0.066,0.0,0.334,0.449,0.031,0.0,0.262,0.41,0.018,0.0,0.366,0.526,0.055,0.434
p63,0.0,0.347,0.455,0.049,0.0,0.299,0.38,0.016,0.0,0.23,0.331,0.008,0.0,0.305,0.431,0.037,0.412
p64,0.0,0.343,0.436,0.044,0.0,0.295,0.375,0.018,0.0,0.229,0.331,0.01,0.0,0.294,0.417,0.036,0.384
p65,0.0,0.332,0.453,0.047,0.0,0.297,0.398,0.019,0.0,0.222,0.348,0.012,0.0,0.29,0.439,0.036,0.389
p66,0.0,0.345,0.383,0.031,0.0,0.321,0.344,0.009,0.0,0.239,0.296,0.005,0.0,0.316,0.39,0.025,0.359
p67,0.0,0.32,0.408,0.04,0.0,0.29,0.358,0.012,0.0,0.212,0.302,0.007,0.0,0.295,0.408,0.033,0.369
p68,0.003,0.368,0.41,0.04,0.0,0.295,0.306,0.007,0.0,0.175,0.222,0.002,0.001,0.339,0.367,0.025,0.382
p69,0.003,0.367,0.407,0.039,0.0,0.294,0.3,0.006,0.0,0.177,0.219,0.001,0.001,0.339,0.378,0.024,0.391
p7,0.006,0.427,0.492,0.068,0.0,0.348,0.374,0.016,0.0,0.165,0.209,0.004,0.002,0.364,0.419,0.043,0.435
p70,0.002,0.351,0.423,0.044,0.0,0.298,0.324,0.009,0.0,0.183,0.239,0.002,0.001,0.327,0.383,0.028,0.394
p71,0.002,0.359,0.408,0.037,0.0,0.314,0.314,0.007,0.0,0.207,0.239,0.001,0.001,0.34,0.365,0.023,0.352
p72,0.003,0.373,0.395,0.033,0.0,0.33,0.308,0.006,0.0,0.219,0.234,0.001,0.001,0.347,0.356,0.02,0.408
p73,0.002,0.363,0.397,0.037,0.0,0.318,0.332,0.007,0.0,0.209,0.242,0.001,0.001,0.333,0.369,0.024,0.379
p74,0.003,0.335,0.425,0.066,0.0,0.233,0.284,0.016,0.0,0.139,0.205,0.004,0.002,0.309,0.388,0.045,0.414
p75,0.005,0.395,0.371,0.029,0.0,0.299,0.239,0.003,0.0,0.179,0.171,0.0,0.003,0.366,0.348,0.017,0.383
p76,0.006,0.388,0.345,0.03,0.0,0.303,0.234,0.004,0.0,0.174,0.168,0.0,0.003,0.359,0.323,0.018,0.336
p77,0.004,0.367,0.374,0.031,0.0,0.309,0.286,0.005,0.0,0.196,0.215,0.001,0.002,0.349,0.359,0.02,0.358
p78,0.005,0.378,0.386,0.033,0.0,0.316,0.287,0.005,0.0,0.179,0.186,0.0,0.002,0.353,0.352,0.019,0.386
p79,0.005,0.391,0.353,0.027,0.0,0.325,0.252,0.003,0.0,0.201,0.186,0.0,0.003,0.364,0.338,0.016,0.378
p8,0.004,0.492,0.493,0.04,0.0,0.408,0.361,0.006,0.0,0.224,0.227,0.001,0.002,0.421,0.418,0.024,0.449
p80,0.005,0.389,0.361,0.027,0.0,0.31,0.252,0.003,0.0,0.19,0.179,0.0,0.002,0.354,0.324,0.015,0.358
p81,0.003,0.377,0.386,0.032,0.0,0.322,0.289,0.005,0.0,0.206,0.209,0.001,0.002,0.345,0.346,0.019,0.409
p82,0.004,0.374,0.384,0.032,0.0,0.318,0.286,0.004,0.0,0.207,0.211,0.0,0.002,0.347,0.344,0.017,0.388
p83,0.004,0.376,0.387,0.031,0.0,0.329,0.287,0.004,0.0,0.206,0.204,0.001,0.002,0.344,0.343,0.018,0.404
p84,0.002,0.379,0.39,0.031,0.0,0.334,0.319,0.006,0.0,0.233,0.246,0.001,0.001,0.351,0.363,0.02,0.377
p85,0.001,0.358,0.412,0.034,0.0,0.311,0.334,0.007,0.0,0.229,0.269,0.002,0.001,0.328,0.388,0.023,0.39
p86,0.001,0.376,0.38,0.024,0.0,0.333,0.323,0.005,0.0,0.257,0.271,0.002,0.0,0.353,0.382,0.017,0.359
p87,0.001,0.384,0.354,0.02,0.0,0.349,0.301,0.003,0.0,0.272,0.26,0.001,0.001,0.372,0.369,0.015,0.337
p88,0.002,0.384,0.372,0.022,0.0,0.334,0.3,0.003,0.0,0.257,0.249,0.001,0.001,0.364,0.371,0.015,0.377
p89,0.003,0.392,0.335,0.018,0.0,0.347,0.266,0.002,0.0,0.264,0.222,0.001,0.002,0.369,0.336,0.013,0.336
p9,0.003,0.46,0.483,0.04,0.0,0.382,0.352,0.006,0.0,0.223,0.217,0.001,0.001,0.42,0.427,0.024,0.429
p90,0.003,0.384,0.331,0.017,0.0,0.346,0.271,0.002,0.0,0.283,0.243,0.001,0.002,0.388,0.351,0.013,0.299
p91,0.003,0.379,0.327,0.015,0.0,0.352,0.275,0.002,0.0,0.293,0.246,0.001,0.002,0.407,0.367,0.012,0.256
p92,0.002,0.365,0.376,0.032,0.0,0.321,0.305,0.008,0.0,0.228,0.241,0.003,0.001,0.34,0.361,0.023,0.376
p93,0.004,0.387,0.345,0.023,0.0,0.342,0.271,0.003,0.0,0.237,0.21,0.001,0.002,0.362,0.325,0.015,0.358
p94,0.0,0.336,0.408,0.045,0.0,0.294,0.351,0.016,0.0,0.237,0.313,0.009,0.0,0.334,0.42,0.039,0.393
p95,0.0,0.355,0.396,0.038,0.0,0.317,0.336,0.012,0.0,0.264,0.305,0.006,0.0,0.351,0.397,0.032,0.321
p96,0.001,0.357,0.378,0.035,0.0,0.309,0.315,0.01,0.0,0.259,0.296,0.005,0.0,0.364,0.399,0.031,0.337
p97,0.001,0.348,0.385,0.04,0.0,0.307,0.322,0.012,0.0,0.25,0.29,0.005,0.0,0.344,0.384,0.033,0.317
p98,0.001,0.357,0.385,0.035,0.0,0.305,0.306,0.008,0.0,0.245,0.277,0.003,0.001,0.353,0.38,0.027,0.344
p99,0.002,0.356,0.366,0.035,0.0,0.311,0.293,0.007,0.0,0.241,0.26,0.002,0.001,0.348,0.362,0.026,0.349
