*r,t,value
p6,2070,0
p7,2010,0
p7,2011,0
p7,2012,0
p7,2013,0
p7,2014,0
p7,2015,0
p7,2016,0
p7,2017,0
p7,2018,0
p7,2019,0
p7,2020,0
p7,2021,0
p7,2022,0
p7,2023,0
p7,2024,0
p7,2025,0
p7,2026,0
p7,2027,0
p7,2028,0
p7,2029,0
p7,2030,0
p7,2031,0
p7,2032,0
p7,2033,0
p7,2034,0
p7,2035,0
p7,2036,0
p7,2037,0
p7,2038,0
p7,2039,0
p7,2040,0
p7,2041,0
p7,2042,0
p7,2043,0
p7,2044,0
p7,2045,0
p7,2046,0
p7,2047,0
p7,2048,0
p7,2049,0
p7,2050,0
p7,2051,0
p7,2052,0
p7,2053,0
p7,2054,0
p7,2055,0
p7,2056,0
p7,2057,0
p7,2058,0
p7,2059,0
p7,2060,0
p7,2061,0
p7,2062,0
p7,2063,0
p7,2064,0
p7,2065,0
p7,2066,0
p7,2067,0
p7,2068,0
p7,2069,0
p7,2070,0
p8,2010,0
p8,2011,0
p8,2012,0
p8,2013,0
p8,2014,0
p8,2015,0
p8,2016,0
p8,2017,0
p8,2018,0
p8,2019,0
p8,2020,0
p8,2021,0
p8,2022,0
p8,2023,0
p8,2024,0
p8,2025,0
p8,2026,0
p8,2027,0
p8,2028,0
p8,2029,0
p8,2030,0
p8,2031,0
p8,2032,0
p8,2033,0
p8,2034,0
p8,2035,0
p8,2036,0
p8,2037,0
p8,2038,0
p8,2039,0
p8,2040,0
p8,2041,0
p8,2042,0
p8,2043,0
p8,2044,0
p8,2045,0
p8,2046,0
p8,2047,0
p8,2048,0
p8,2049,0
p8,2050,0
p8,2051,0
p8,2052,0
p8,2053,0
p8,2054,0
p8,2055,0
p8,2056,0
p8,2057,0
p8,2058,0
p8,2059,0
p8,2060,0
p8,2061,0
p8,2062,0
p8,2063,0
p8,2064,0
p8,2065,0
p8,2066,0
p8,2067,0
p8,2068,0
p8,2069,0
p8,2070,0
p9,2010,0.02164673858442
p9,2011,0.01977999699024
p9,2012,0.01977999699024
p9,2013,0.01977999699024
p9,2014,0.01930572023373
p9,2015,0.01930572023373
p9,2016,0.01930572023373
p9,2017,0.01930572023373
p9,2018,0.01835716672071
p9,2019,0.0178828899642
p9,2020,0.0178828899642
p9,2021,0.01740861320769
p9,2022,0.01740861320769
p9,2023,0.01646005969467
p9,2024,0.01408867591212
p9,2025,0.00792307807749
p9,2026,0.00792307807749
p9,2027,0.00644628985431
p9,2028,0.00644628985431
p9,2029,0.00234644581674
p9,2030,0
p9,2031,0
p9,2032,0
p9,2033,0
p9,2034,0
p9,2035,0
p9,2036,0
p9,2037,0
p9,2038,0
p9,2039,0
p9,2040,0
p9,2041,0
p9,2042,0
p9,2043,0
p9,2044,0
p9,2045,0
p9,2046,0
p9,2047,0
p9,2048,0
p9,2049,0
p9,2050,0
p9,2051,0
p9,2052,0
p9,2053,0
p9,2054,0
p9,2055,0
p9,2056,0
p9,2057,0
p9,2058,0
p9,2059,0
p9,2060,0
p9,2061,0
p9,2062,0
p9,2063,0
p9,2064,0
p9,2065,0
p9,2066,0
p9,2067,0
p9,2068,0
p9,2069,0
p9,2070,0
p10,2010,0.00627207345558
p10,2011,0.00492779137293
p10,2012,0.00469971186288
p10,2013,0.00469971186288
p10,2014,0.00399735559632
p10,2015,0.00399735559632
p10,2016,0.00394339764267
p10,2017,0.00394339764267
p10,2018,0.00394339764267
p10,2019,0.00299484412965
p10,2020,0.00157201386012
p10,2021,0.00157201386012
p10,2022,0.00157201386012
p10,2023,0.00109773710361
p10,2024,0.00109773710361
p10,2025,0.00109773710361
p10,2026,0.00109773710361
p10,2027,0.0006234603471
p10,2028,0.0006234603471
p10,2029,0.0006234603471
p10,2030,0
p10,2031,0
p10,2032,0
p10,2033,0
p10,2034,0
p10,2035,0
p10,2036,0
p10,2037,0
p10,2038,0
p10,2039,0
p10,2040,0
p10,2041,0
p10,2042,0
p10,2043,0
p10,2044,0
p10,2045,0
p10,2046,0
p10,2047,0
p10,2048,0
p10,2049,0
p10,2050,0
p10,2051,0
p10,2052,0
p10,2053,0
p10,2054,0
p10,2055,0
p10,2056,0
p10,2057,0
p10,2058,0
p10,2059,0
p10,2060,0
p10,2061,0
p10,2062,0
p10,2063,0
p10,2064,0
p10,2065,0
p10,2066,0
p10,2067,0
p10,2068,0
p10,2069,0
p10,2070,0
p11,2010,0.00521704432161
p11,2011,0.00521704432161
p11,2012,0.0047427675651
p11,2013,0.0047427675651
p11,2014,0.0047427675651
p11,2015,0.0047427675651
p11,2016,0.0047427675651
p11,2017,0.0047427675651
p11,2018,0.00284566053906
p11,2019,0.00284566053906
p11,2020,0.00094855351302
p11,2021,0.00094855351302
p11,2022,0.00094855351302
p11,2023,0.00094855351302
p11,2024,0.00094855351302
p11,2025,0.00047427675651
p11,2026,0.00047427675651
p11,2027,0.00047427675651
p11,2028,0
p11,2029,0
p11,2030,0
p11,2031,0
p11,2032,0
p11,2033,0
p11,2034,0
p11,2035,0
p11,2036,0
p11,2037,0
p11,2038,0
p11,2039,0
p11,2040,0
p11,2041,0
p11,2042,0
p11,2043,0
p11,2044,0
p11,2045,0
p11,2046,0
p11,2047,0
p11,2048,0
p11,2049,0
p11,2050,0
p11,2051,0
p11,2052,0
p11,2053,0
p11,2054,0
p11,2055,0
p11,2056,0
p11,2057,0
p11,2058,0
p11,2059,0
p11,2060,0
p11,2061,0
p11,2062,0
p11,2063,0
p11,2064,0
p11,2065,0
p11,2066,0
p11,2067,0
p11,2068,0
p11,2069,0
p11,2070,0
p12,2010,0.00016272044925
p12,2011,0.00016272044925
p12,2012,0.00016272044925
p12,2013,0.00016272044925
p12,2014,0.00016272044925
p12,2015,0.00016272044925
p12,2016,0.00016272044925
p12,2017,0.00016272044925
p12,2018,0.00016272044925
p12,2019,0.00016272044925
p12,2020,0.00016272044925
p12,2021,0.00016272044925
p12,2022,0.00016272044925
p12,2023,0.00016272044925
p12,2024,0.00016272044925
p12,2025,0.00016272044925
p12,2026,0.00016272044925
p12,2027,0.00016272044925
p12,2028,0.00016272044925
p12,2029,0
p12,2030,0
p12,2031,0
p12,2032,0
p12,2033,0
p12,2034,0
p12,2035,0
p12,2036,0
p12,2037,0
p12,2038,0
p12,2039,0
p12,2040,0
p12,2041,0
p12,2042,0
p12,2043,0
p12,2044,0
p12,2045,0
p12,2046,0
p12,2047,0
p12,2048,0
p12,2049,0
p12,2050,0
p12,2051,0
p12,2052,0
p12,2053,0
p12,2054,0
p12,2055,0
p12,2056,0
p12,2057,0
p12,2058,0
p12,2059,0
p12,2060,0
p12,2061,0
p12,2062,0
p12,2063,0
p12,2064,0
p12,2065,0
p12,2066,0
p12,2067,0
p12,2068,0
p12,2069,0
p12,2070,0
p13,2010,0.00072082173555
p13,2011,0.00072082173555
p13,2012,0.00072082173555
p13,2013,0.00072082173555
p13,2014,0.00072082173555
p13,2015,0.00072082173555
p13,2016,0.00072082173555
p13,2017,0.00072082173555
p13,2018,0.00072082173555
p13,2019,0.00072082173555
p13,2020,0.00072082173555
p13,2021,0.00072082173555
p13,2022,0.00072082173555
p13,2023,0.00072082173555
p13,2024,0.00072082173555
p13,2025,0.00072082173555
p13,2026,0.00072082173555
p13,2027,0.00072082173555
p13,2028,0.0003254408985
p13,2029,0.00016272044925
p13,2030,0
p13,2031,0
p13,2032,0
p13,2033,0
p13,2034,0
p13,2035,0
p13,2036,0
p13,2037,0
p13,2038,0
p13,2039,0
p13,2040,0
p13,2041,0
p13,2042,0
p13,2043,0
p13,2044,0
p13,2045,0
p13,2046,0
p13,2047,0
p13,2048,0
p13,2049,0
p13,2050,0
p13,2051,0
p13,2052,0
p13,2053,0
p13,2054,0
p13,2055,0
p13,2056,0
p13,2057,0
p13,2058,0
p13,2059,0
p13,2060,0
p13,2061,0
p13,2062,0
p13,2063,0
p13,2064,0
p13,2065,0
p13,2066,0
p13,2067,0
p13,2068,0
p13,2069,0
p13,2070,0
p14,2010,0
p14,2011,0
p14,2012,0
p14,2013,0
p14,2014,0
p14,2015,0
p14,2016,0
p14,2017,0
p14,2018,0
p14,2019,0
p14,2020,0
p14,2021,0
p14,2022,0
p14,2023,0
p14,2024,0
p14,2025,0
p14,2026,0
p14,2027,0
p14,2028,0
p14,2029,0
p14,2030,0
p14,2031,0
p14,2032,0
p14,2033,0
p14,2034,0
p14,2035,0
p14,2036,0
p14,2037,0
p14,2038,0
p14,2039,0
p14,2040,0
p14,2041,0
p14,2042,0
p14,2043,0
p14,2044,0
p14,2045,0
p14,2046,0
p14,2047,0
p14,2048,0
p14,2049,0
p14,2050,0
p14,2051,0
p14,2052,0
p14,2053,0
p14,2054,0
p14,2055,0
p14,2056,0
p14,2057,0
p14,2058,0
p14,2059,0
p14,2060,0
p14,2061,0
p14,2062,0
p14,2063,0
p14,2064,0
p14,2065,0
p14,2066,0
p14,2067,0
p14,2068,0
p14,2069,0
p14,2070,0
p15,2010,0.00186087155322
p15,2011,0.00186087155322
p15,2012,0.00186087155322
p15,2013,0.00186087155322
p15,2014,0.00186087155322
p15,2015,0.00186087155322
p15,2016,0.00186087155322
p15,2017,0.00186087155322
p15,2018,0.00186087155322
p15,2019,0.00186087155322
p15,2020,0.00186087155322
p15,2021,0.00186087155322
p15,2022,0.00186087155322
p15,2023,0.00186087155322
p15,2024,0.00186087155322
p15,2025,0.00186087155322
p15,2026,0.00186087155322
p15,2027,0.00186087155322
p15,2028,0.0009123180402
p15,2029,0.0009123180402
p15,2030,0
p15,2031,0
p15,2032,0
p15,2033,0
p15,2034,0
p15,2035,0
p15,2036,0
p15,2037,0
p15,2038,0
p15,2039,0
p15,2040,0
p15,2041,0
p15,2042,0
p15,2043,0
p15,2044,0
p15,2045,0
p15,2046,0
p15,2047,0
p15,2048,0
p15,2049,0
p15,2050,0
p15,2051,0
p15,2052,0
p15,2053,0
p15,2054,0
p15,2055,0
p15,2056,0
p15,2057,0
p15,2058,0
p15,2059,0
p15,2060,0
p15,2061,0
p15,2062,0
p15,2063,0
p15,2064,0
p15,2065,0
p15,2066,0
p15,2067,0
p15,2068,0
p15,2069,0
p15,2070,0
p16,2010,0
p16,2011,0
p16,2012,0
p16,2013,0
p16,2014,0
p16,2015,0
p16,2016,0
p16,2017,0
p16,2018,0
p16,2019,0
p16,2020,0
p16,2021,0
p16,2022,0
p16,2023,0
p16,2024,0
p16,2025,0
p16,2026,0
p16,2027,0
p16,2028,0
p16,2029,0
p16,2030,0
p16,2031,0
p16,2032,0
p16,2033,0
p16,2034,0
p16,2035,0
p16,2036,0
p16,2037,0
p16,2038,0
p16,2039,0
p16,2040,0
p16,2041,0
p16,2042,0
p16,2043,0
p16,2044,0
p16,2045,0
p16,2046,0
p16,2047,0
p16,2048,0
p16,2049,0
p16,2050,0
p16,2051,0
p16,2052,0
p16,2053,0
p16,2054,0
p16,2055,0
p16,2056,0
p16,2057,0
p16,2058,0
p16,2059,0
p16,2060,0
p16,2061,0
p16,2062,0
p16,2063,0
p16,2064,0
p16,2065,0
p16,2066,0
p16,2067,0
p16,2068,0
p16,2069,0
p16,2070,0
p17,2010,0
p17,2011,0
p17,2012,0
p17,2013,0
p17,2014,0
p17,2015,0
p17,2016,0
p17,2017,0
p17,2018,0
p17,2019,0
p17,2020,0
p17,2021,0
p17,2022,0
p17,2023,0
p17,2024,0
p17,2025,0
p17,2026,0
p17,2027,0
p17,2028,0
p17,2029,0
p17,2030,0
p17,2031,0
p17,2032,0
p17,2033,0
p17,2034,0
p17,2035,0
p17,2036,0
p17,2037,0
p17,2038,0
p17,2039,0
p17,2040,0
p17,2041,0
p17,2042,0
p17,2043,0
p17,2044,0
p17,2045,0
p17,2046,0
p17,2047,0
p17,2048,0
p17,2049,0
p17,2050,0
p17,2051,0
p17,2052,0
p17,2053,0
p17,2054,0
p17,2055,0
p17,2056,0
p17,2057,0
p17,2058,0
p17,2059,0
p17,2060,0
p17,2061,0
p17,2062,0
p17,2063,0
p17,2064,0
p17,2065,0
p17,2066,0
p17,2067,0
p17,2068,0
p17,2069,0
p17,2070,0
p18,2010,0.00016272044925
p18,2011,0.00016272044925
p18,2012,0.00016272044925
p18,2013,0.00016272044925
p18,2014,0.00016272044925
p18,2015,0.00016272044925
p18,2016,0.00016272044925
p18,2017,0.00016272044925
p18,2018,0.00016272044925
p18,2019,0.00016272044925
p18,2020,0.00016272044925
p18,2021,0.00016272044925
p18,2022,0.00016272044925
p18,2023,0.00016272044925
p18,2024,0.00016272044925
p18,2025,0.00016272044925
p18,2026,0.00016272044925
p18,2027,0
p18,2028,0
p18,2029,0
p18,2030,0
p18,2031,0
p18,2032,0
p18,2033,0
p18,2034,0
p18,2035,0
p18,2036,0
p18,2037,0
p18,2038,0
p18,2039,0
p18,2040,0
p18,2041,0
p18,2042,0
p18,2043,0
p18,2044,0
p18,2045,0
p18,2046,0
p18,2047,0
p18,2048,0
p18,2049,0
p18,2050,0
p18,2051,0
p18,2052,0
p18,2053,0
p18,2054,0
p18,2055,0
p18,2056,0
p18,2057,0
p18,2058,0
p18,2059,0
p18,2060,0
p18,2061,0
p18,2062,0
p18,2063,0
p18,2064,0
p18,2065,0
p18,2066,0
p18,2067,0
p18,2068,0
p18,2069,0
p18,2070,0
p19,2010,0
p19,2011,0
p19,2012,0
p19,2013,0
p19,2014,0
p19,2015,0
p19,2016,0
p19,2017,0
p19,2018,0
p19,2019,0
p19,2020,0
p19,2021,0
p19,2022,0
p19,2023,0
p19,2024,0
p19,2025,0
p19,2026,0
p19,2027,0
p19,2028,0
p19,2029,0
p19,2030,0
p19,2031,0
p19,2032,0
p19,2033,0
p19,2034,0
p19,2035,0
p19,2036,0
p19,2037,0
p19,2038,0
p19,2039,0
p19,2040,0
p19,2041,0
p19,2042,0
p19,2043,0
p19,2044,0
p19,2045,0
p19,2046,0
p19,2047,0
p19,2048,0
p19,2049,0
p19,2050,0
p19,2051,0
p19,2052,0
p19,2053,0
p19,2054,0
p19,2055,0
p19,2056,0
p19,2057,0
p19,2058,0
p19,2059,0
p19,2060,0
p19,2061,0
p19,2062,0
p19,2063,0
p19,2064,0
p19,2065,0
p19,2066,0
p19,2067,0
p19,2068,0
p19,2069,0
p19,2070,0
p20,2010,0.0002166784029
p20,2011,5.395795365e-05
p20,2012,5.395795365e-05
p20,2013,5.395795365e-05
p20,2014,5.395795365e-05
p20,2015,5.395795365e-05
p20,2016,0
p20,2017,0
p20,2018,0
p20,2019,0
p20,2020,0
p20,2021,0
p20,2022,0
p20,2023,0
p20,2024,0
p20,2025,0
p20,2026,0
p20,2027,0
p20,2028,0
p20,2029,0
p20,2030,0
p20,2031,0
p20,2032,0
p20,2033,0
p20,2034,0
p20,2035,0
p20,2036,0
p20,2037,0
p20,2038,0
p20,2039,0
p20,2040,0
p20,2041,0
p20,2042,0
p20,2043,0
p20,2044,0
p20,2045,0
p20,2046,0
p20,2047,0
p20,2048,0
p20,2049,0
p20,2050,0
p20,2051,0
p20,2052,0
p20,2053,0
p20,2054,0
p20,2055,0
p20,2056,0
p20,2057,0
p20,2058,0
p20,2059,0
p20,2060,0
p20,2061,0
p20,2062,0
p20,2063,0
p20,2064,0
p20,2065,0
p20,2066,0
p20,2067,0
p20,2068,0
p20,2069,0
p20,2070,0
p21,2010,0
p21,2011,0
p21,2012,0
p21,2013,0
p21,2014,0
p21,2015,0
p21,2016,0
p21,2017,0
p21,2018,0
p21,2019,0
p21,2020,0
p21,2021,0
p21,2022,0
p21,2023,0
p21,2024,0
p21,2025,0
p21,2026,0
p21,2027,0
p21,2028,0
p21,2029,0
p21,2030,0
p21,2031,0
p21,2032,0
p21,2033,0
p21,2034,0
p21,2035,0
p21,2036,0
p21,2037,0
p21,2038,0
p21,2039,0
p21,2040,0
p21,2041,0
p21,2042,0
p21,2043,0
p21,2044,0
p21,2045,0
p21,2046,0
p21,2047,0
p21,2048,0
p21,2049,0
p21,2050,0
p21,2051,0
p21,2052,0
p21,2053,0
p21,2054,0
p21,2055,0
p21,2056,0
p21,2057,0
p21,2058,0
p21,2059,0
p21,2060,0
p21,2061,0
p21,2062,0
p21,2063,0
p21,2064,0
p21,2065,0
p21,2066,0
p21,2067,0
p21,2068,0
p21,2069,0
p21,2070,0
p22,2010,0
p22,2011,0
p22,2012,0
p22,2013,0
p22,2014,0
p22,2015,0
p22,2016,0
p22,2017,0
p22,2018,0
p22,2019,0
p22,2020,0
p22,2021,0
p22,2022,0
p22,2023,0
p22,2024,0
p22,2025,0
p22,2026,0
p22,2027,0
p22,2028,0
p22,2029,0
p22,2030,0
p22,2031,0
p22,2032,0
p22,2033,0
p22,2034,0
p22,2035,0
p22,2036,0
p22,2037,0
p22,2038,0
p22,2039,0
p22,2040,0
p22,2041,0
p22,2042,0
p22,2043,0
p22,2044,0
p22,2045,0
p22,2046,0
p22,2047,0
p22,2048,0
p22,2049,0
p22,2050,0
p22,2051,0
p22,2052,0
p22,2053,0
p22,2054,0
p22,2055,0
p22,2056,0
p22,2057,0
p22,2058,0
p22,2059,0
p22,2060,0
p22,2061,0
p22,2062,0
p22,2063,0
p22,2064,0
p22,2065,0
p22,2066,0
p22,2067,0
p22,2068,0
p22,2069,0
p22,2070,0
p23,2010,0.000650881797
p23,2011,0.000650881797
p23,2012,0.000650881797
p23,2013,0.000650881797
p23,2014,0.000650881797
p23,2015,0.000650881797
p23,2016,0.00048816134775
p23,2017,0.00048816134775
p23,2018,0.00048816134775
p23,2019,0.00048816134775
p23,2020,0.00048816134775
p23,2021,0.00048816134775
p23,2022,0.00048816134775
p23,2023,0.00048816134775
p23,2024,0.00016272044925
p23,2025,0.00016272044925
p23,2026,0.00016272044925
p23,2027,0.00016272044925
p23,2028,0.00016272044925
p23,2029,0
p23,2030,0
p23,2031,0
p23,2032,0
p23,2033,0
p23,2034,0
p23,2035,0
p23,2036,0
p23,2037,0
p23,2038,0
p23,2039,0
p23,2040,0
p23,2041,0
p23,2042,0
p23,2043,0
p23,2044,0
p23,2045,0
p23,2046,0
p23,2047,0
p23,2048,0
p23,2049,0
p23,2050,0
p23,2051,0
p23,2052,0
p23,2053,0
p23,2054,0
p23,2055,0
p23,2056,0
p23,2057,0
p23,2058,0
p23,2059,0
p23,2060,0
p23,2061,0
p23,2062,0
p23,2063,0
p23,2064,0
p23,2065,0
p23,2066,0
p23,2067,0
p23,2068,0
p23,2069,0
p23,2070,0
p24,2010,0
p24,2011,0
p24,2012,0
p24,2013,0
p24,2014,0
p24,2015,0
p24,2016,0
p24,2017,0
p24,2018,0
p24,2019,0
p24,2020,0
p24,2021,0
p24,2022,0
p24,2023,0
p24,2024,0
p24,2025,0
p24,2026,0
p24,2027,0
p24,2028,0
p24,2029,0
p24,2030,0
p24,2031,0
p24,2032,0
p24,2033,0
p24,2034,0
p24,2035,0
p24,2036,0
p24,2037,0
p24,2038,0
p24,2039,0
p24,2040,0
p24,2041,0
p24,2042,0
p24,2043,0
p24,2044,0
p24,2045,0
p24,2046,0
p24,2047,0
p24,2048,0
p24,2049,0
p24,2050,0
p24,2051,0
p24,2052,0
p24,2053,0
p24,2054,0
p24,2055,0
p24,2056,0
p24,2057,0
p24,2058,0
p24,2059,0
p24,2060,0
p24,2061,0
p24,2062,0
p24,2063,0
p24,2064,0
p24,2065,0
p24,2066,0
p24,2067,0
p24,2068,0
p24,2069,0
p24,2070,0
p25,2010,0.00524227373919
p25,2011,0.00524227373919
p25,2012,0.00524227373919
p25,2013,0.00524227373919
p25,2014,0.00491683284069
p25,2015,0.00491683284069
p25,2016,0.00491683284069
p25,2017,0.00491683284069
p25,2018,0.00491683284069
p25,2019,0.00491683284069
p25,2020,0.00448516921149
p25,2021,0.00448516921149
p25,2022,0.00443121125784
p25,2023,0.00443121125784
p25,2024,0.00443121125784
p25,2025,0.00443121125784
p25,2026,0.00443121125784
p25,2027,0.00158555071878
p25,2028,0.00142283026953
p25,2029,0.00142283026953
p25,2030,0
p25,2031,0
p25,2032,0
p25,2033,0
p25,2034,0
p25,2035,0
p25,2036,0
p25,2037,0
p25,2038,0
p25,2039,0
p25,2040,0
p25,2041,0
p25,2042,0
p25,2043,0
p25,2044,0
p25,2045,0
p25,2046,0
p25,2047,0
p25,2048,0
p25,2049,0
p25,2050,0
p25,2051,0
p25,2052,0
p25,2053,0
p25,2054,0
p25,2055,0
p25,2056,0
p25,2057,0
p25,2058,0
p25,2059,0
p25,2060,0
p25,2061,0
p25,2062,0
p25,2063,0
p25,2064,0
p25,2065,0
p25,2066,0
p25,2067,0
p25,2068,0
p25,2069,0
p25,2070,0
p26,2010,0
p26,2011,0
p26,2012,0
p26,2013,0
p26,2014,0
p26,2015,0
p26,2016,0
p26,2017,0
p26,2018,0
p26,2019,0
p26,2020,0
p26,2021,0
p26,2022,0
p26,2023,0
p26,2024,0
p26,2025,0
p26,2026,0
p26,2027,0
p26,2028,0
p26,2029,0
p26,2030,0
p26,2031,0
p26,2032,0
p26,2033,0
p26,2034,0
p26,2035,0
p26,2036,0
p26,2037,0
p26,2038,0
p26,2039,0
p26,2040,0
p26,2041,0
p26,2042,0
p26,2043,0
