*i,month,r,value
hydD,MAY,p27,1.0
hydD,MAY,p28,1.0
hydD,MAY,p29,1.0
hydD,MAY,p3,1.0
hydD,MAY,p30,1.0
hydD,MAY,p31,1.0
hydD,MAY,p32,1.0
hydD,MAY,p33,1.0
hydD,MAY,p34,1.0
hydD,MAY,p35,1.0
hydD,MAY,p36,1.0
hydD,MAY,p37,1.0
hydD,MAY,p38,1.0
hydD,MAY,p39,1.0
hydD,MAY,p4,1.0
hydD,MAY,p40,1.0
hydD,MAY,p41,1.0
hydD,MAY,p42,1.0
hydD,MAY,p43,1.0
hydD,MAY,p44,1.0
hydD,MAY,p45,1.0
hydD,MAY,p46,1.0
hydD,MAY,p47,1.0
hydD,MAY,p48,1.0
hydD,MAY,p49,1.0
hydD,MAY,p5,1.0
hydD,MAY,p50,1.0
hydD,MAY,p51,1.0
hydD,MAY,p52,1.0
hydD,MAY,p53,1.0
hydD,MAY,p54,1.0
hydD,MAY,p55,1.0
hydD,MAY,p56,1.0
hydD,MAY,p57,1.0
hydD,MAY,p58,1.0
hydD,MAY,p59,1.0
hydD,MAY,p6,1.0
hydD,MAY,p60,1.0
hydD,MAY,p61,1.0
hydD,MAY,p62,1.0
hydD,MAY,p63,1.0
hydD,MAY,p64,1.0
hydD,MAY,p65,1.0
hydD,MAY,p66,1.0
hydD,MAY,p67,1.0
hydD,MAY,p68,1.0
hydD,MAY,p69,1.0
hydD,MAY,p7,1.0
hydD,MAY,p70,1.0
hydD,MAY,p71,1.0
hydD,MAY,p72,1.0
hydD,MAY,p73,1.0
hydD,MAY,p74,1.0
hydD,MAY,p75,1.0
hydD,MAY,p76,1.0
hydD,MAY,p77,1.0
hydD,MAY,p78,1.0
hydD,MAY,p79,1.0
hydD,MAY,p8,1.0
hydD,MAY,p80,1.0
hydD,MAY,p81,1.0
hydD,MAY,p82,1.0
hydD,MAY,p83,1.0
hydD,MAY,p84,1.0
hydD,MAY,p85,1.0
hydD,MAY,p86,1.0
hydD,MAY,p87,1.0
hydD,MAY,p88,1.0
hydD,MAY,p89,1.0
hydD,MAY,p9,1.0
hydD,MAY,p90,1.0
hydD,MAY,p91,1.0
hydD,MAY,p92,1.0
hydD,MAY,p93,1.0
hydD,MAY,p94,1.0
hydD,MAY,p95,1.0
hydD,MAY,p96,1.0
hydD,MAY,p97,1.0
hydD,MAY,p98,1.0
hydD,MAY,p99,1.0
hydD,JUN,p1,1.0
hydD,JUN,p10,1.0
hydD,JUN,p100,1.0
hydD,JUN,p101,1.0
hydD,JUN,p102,1.0
hydD,JUN,p103,1.0
hydD,JUN,p104,1.0
hydD,JUN,p105,1.0
hydD,JUN,p106,1.0
hydD,JUN,p107,1.0
hydD,JUN,p108,1.0
hydD,JUN,p109,1.0
hydD,JUN,p11,1.0
hydD,JUN,p110,1.0
hydD,JUN,p111,1.0
hydD,JUN,p112,1.0
hydD,JUN,p113,1.0
hydD,JUN,p114,1.0
hydD,JUN,p115,1.0
hydD,JUN,p116,1.0
hydD,JUN,p117,1.0
hydD,JUN,p118,1.0
hydD,JUN,p119,1.0
hydD,JUN,p12,1.0
hydD,JUN,p120,1.0
hydD,JUN,p121,1.0
hydD,JUN,p122,1.0
hydD,JUN,p123,1.0
hydD,JUN,p124,1.0
hydD,JUN,p125,1.0
hydD,JUN,p126,1.0
hydD,JUN,p127,1.0
hydD,JUN,p128,1.0
hydD,JUN,p129,1.0
hydD,JUN,p13,1.0
hydD,JUN,p130,1.0
hydD,JUN,p131,1.0
hydD,JUN,p132,1.0
hydD,JUN,p133,1.0
hydD,JUN,p134,1.0
hydD,JUN,p135,1.0
hydD,JUN,p136,1.0
hydD,JUN,p137,1.0
hydD,JUN,p138,1.0
hydD,JUN,p139,1.0
hydD,JUN,p14,1.0
hydD,JUN,p140,1.0
hydD,JUN,p141,1.0
hydD,JUN,p142,1.0
hydD,JUN,p143,1.0
hydD,JUN,p144,1.0
hydD,JUN,p145,1.0
hydD,JUN,p146,1.0
hydD,JUN,p147,1.0
hydD,JUN,p148,1.0
hydD,JUN,p149,1.0
hydD,JUN,p15,1.0
hydD,JUN,p150,1.0
hydD,JUN,p151,1.0
hydD,JUN,p152,1.0
hydD,JUN,p153,1.0
hydD,JUN,p154,1.0
hydD,JUN,p155,1.0
hydD,JUN,p156,1.0
hydD,JUN,p157,1.0
hydD,JUN,p158,1.0
hydD,JUN,p159,1.0
hydD,JUN,p16,1.0
hydD,JUN,p160,1.0
hydD,JUN,p161,1.0
hydD,JUN,p162,1.0
hydD,JUN,p163,1.0
hydD,JUN,p164,1.0
hydD,JUN,p165,1.0
hydD,JUN,p166,1.0
hydD,JUN,p167,1.0
hydD,JUN,p168,1.0
hydD,JUN,p169,1.0
hydD,JUN,p17,1.0
hydD,JUN,p170,1.0
hydD,JUN,p171,1.0
hydD,JUN,p172,1.0
hydD,JUN,p173,1.0
hydD,JUN,p174,1.0
hydD,JUN,p175,1.0
hydD,JUN,p176,1.0
hydD,JUN,p177,1.0
hydD,JUN,p178,1.0
hydD,JUN,p179,1.0
hydD,JUN,p18,1.0
hydD,JUN,p180,1.0
hydD,JUN,p181,1.0
hydD,JUN,p182,1.0
hydD,JUN,p183,1.0
hydD,JUN,p184,1.0
hydD,JUN,p185,1.0
hydD,JUN,p186,1.0
hydD,JUN,p187,1.0
hydD,JUN,p188,1.0
hydD,JUN,p189,1.0
hydD,JUN,p19,1.0
hydD,JUN,p190,1.0
hydD,JUN,p191,1.0
hydD,JUN,p192,1.0
hydD,JUN,p193,1.0
hydD,JUN,p194,1.0
hydD,JUN,p195,1.0
hydD,JUN,p196,1.0
hydD,JUN,p197,1.0
hydD,JUN,p198,1.0
hydD,JUN,p199,1.0
hydD,JUN,p2,1.0
hydD,JUN,p20,1.0
hydD,JUN,p200,1.0
hydD,JUN,p201,1.0
hydD,JUN,p202,1.0
hydD,JUN,p203,1.0
hydD,JUN,p204,1.0
hydD,JUN,p205,1.0
hydD,JUN,p21,1.0
hydD,JUN,p22,1.0
hydD,JUN,p23,1.0
hydD,JUN,p24,1.0
hydD,JUN,p25,1.0
hydD,JUN,p26,1.0
hydD,JUN,p27,1.0
hydD,JUN,p28,1.0
hydD,JUN,p29,1.0
hydD,JUN,p3,1.0
hydD,JUN,p30,1.0
hydD,JUN,p31,1.0
hydD,JUN,p32,1.0
hydD,JUN,p33,1.0
hydD,JUN,p34,1.0
hydD,JUN,p35,1.0
hydD,JUN,p36,1.0
hydD,JUN,p37,1.0
hydD,JUN,p38,1.0
hydD,JUN,p39,1.0
hydD,JUN,p4,1.0
hydD,JUN,p40,1.0
hydD,JUN,p41,1.0
hydD,JUN,p42,1.0
hydD,JUN,p43,1.0
hydD,JUN,p44,1.0
hydD,JUN,p45,1.0
hydD,JUN,p46,1.0
hydD,JUN,p47,1.0
hydD,JUN,p48,1.0
hydD,JUN,p49,1.0
hydD,JUN,p5,1.0
hydD,JUN,p50,1.0
hydD,JUN,p51,1.0
hydD,JUN,p52,1.0
hydD,JUN,p53,1.0
hydD,JUN,p54,1.0
hydD,JUN,p55,1.0
hydD,JUN,p56,1.0
hydD,JUN,p57,1.0
hydD,JUN,p58,1.0
hydD,JUN,p59,1.0
hydD,JUN,p6,1.0
hydD,JUN,p60,1.0
hydD,JUN,p61,1.0
hydD,JUN,p62,1.0
hydD,JUN,p63,1.0
hydD,JUN,p64,1.0
hydD,JUN,p65,1.0
hydD,JUN,p66,1.0
hydD,JUN,p67,1.0
hydD,JUN,p68,1.0
hydD,JUN,p69,1.0
hydD,JUN,p7,1.0
hydD,JUN,p70,1.0
hydD,JUN,p71,1.0
hydD,JUN,p72,1.0
hydD,JUN,p73,1.0
hydD,JUN,p74,1.0
hydD,JUN,p75,1.0
hydD,JUN,p76,1.0
hydD,JUN,p77,1.0
hydD,JUN,p78,1.0
hydD,JUN,p79,1.0
hydD,JUN,p8,1.0
hydD,JUN,p80,1.0
hydD,JUN,p81,1.0
hydD,JUN,p82,1.0
hydD,JUN,p83,1.0
hydD,JUN,p84,1.0
hydD,JUN,p85,1.0
hydD,JUN,p86,1.0
hydD,JUN,p87,1.0
hydD,JUN,p88,1.0
hydD,JUN,p89,1.0
hydD,JUN,p9,1.0
hydD,JUN,p90,1.0
hydD,JUN,p91,1.0
hydD,JUN,p92,1.0
hydD,JUN,p93,1.0
hydD,JUN,p94,1.0
hydD,JUN,p95,1.0
hydD,JUN,p96,1.0
hydD,JUN,p97,1.0
hydD,JUN,p98,1.0
hydD,JUN,p99,1.0
hydD,JUL,p1,1.0
hydD,JUL,p10,1.0
hydD,JUL,p100,1.0
hydD,JUL,p101,1.0
hydD,JUL,p102,1.0
hydD,JUL,p103,1.0
hydD,JUL,p104,1.0
hydD,JUL,p105,1.0
hydD,JUL,p106,1.0
hydD,JUL,p107,1.0
hydD,JUL,p108,1.0
hydD,JUL,p109,1.0
hydD,JUL,p11,1.0
hydD,JUL,p110,1.0
hydD,JUL,p111,1.0
hydD,JUL,p112,1.0
hydD,JUL,p113,1.0
hydD,JUL,p114,1.0
hydD,JUL,p115,1.0
hydD,JUL,p116,1.0
hydD,JUL,p117,1.0
hydD,JUL,p118,1.0
hydD,JUL,p119,1.0
hydD,JUL,p12,1.0
hydD,JUL,p120,1.0
hydD,JUL,p121,1.0
hydD,JUL,p122,1.0
hydD,JUL,p123,1.0
hydD,JUL,p124,1.0
hydD,JUL,p125,1.0
hydD,JUL,p126,1.0
hydD,JUL,p127,1.0
hydD,JUL,p128,1.0
hydD,JUL,p129,1.0
hydD,JUL,p13,1.0
hydD,JUL,p130,1.0
hydD,JUL,p131,1.0
hydD,JUL,p132,1.0
hydD,JUL,p133,1.0
hydD,JUL,p134,1.0
hydD,JUL,p135,1.0
hydD,JUL,p136,1.0
hydD,JUL,p137,1.0
hydD,JUL,p138,1.0
hydD,JUL,p139,1.0
hydD,JUL,p14,1.0
hydD,JUL,p140,1.0
hydD,JUL,p141,1.0
hydD,JUL,p142,1.0
hydD,JUL,p143,1.0
hydD,JUL,p144,1.0
hydD,JUL,p145,1.0
hydD,JUL,p146,1.0
hydD,JUL,p147,1.0
hydD,JUL,p148,1.0
hydD,JUL,p149,1.0
hydD,JUL,p15,1.0
hydD,JUL,p150,1.0
hydD,JUL,p151,1.0
hydD,JUL,p152,1.0
hydD,JUL,p153,1.0
hydD,JUL,p154,1.0
hydD,JUL,p155,1.0
hydD,JUL,p156,1.0
hydD,JUL,p157,1.0
hydD,JUL,p158,1.0
hydD,JUL,p159,1.0
hydD,JUL,p16,1.0
hydD,JUL,p160,1.0
hydD,JUL,p161,1.0
hydD,JUL,p162,1.0
hydD,JUL,p163,1.0
hydD,JUL,p164,1.0
hydD,JUL,p165,1.0
hydD,JUL,p166,1.0
hydD,JUL,p167,1.0
hydD,JUL,p168,1.0
hydD,JUL,p169,1.0
hydD,JUL,p17,1.0
hydD,JUL,p170,1.0
hydD,JUL,p171,1.0
hydD,JUL,p172,1.0
hydD,JUL,p173,1.0
hydD,JUL,p174,1.0
hydD,JUL,p175,1.0
hydD,JUL,p176,1.0
hydD,JUL,p177,1.0
hydD,JUL,p178,1.0
hydD,JUL,p179,1.0
hydD,JUL,p18,1.0
hydD,JUL,p180,1.0
hydD,JUL,p181,1.0
hydD,JUL,p182,1.0
hydD,JUL,p183,1.0
hydD,JUL,p184,1.0
hydD,JUL,p185,1.0
hydD,JUL,p186,1.0
hydD,JUL,p187,1.0
hydD,JUL,p188,1.0
hydD,JUL,p189,1.0
hydD,JUL,p19,1.0
hydD,JUL,p190,1.0
hydD,JUL,p191,1.0
hydD,JUL,p192,1.0
hydD,JUL,p193,1.0
hydD,JUL,p194,1.0
hydD,JUL,p195,1.0
hydD,JUL,p196,1.0
hydD,JUL,p197,1.0
hydD,JUL,p198,1.0
hydD,JUL,p199,1.0
hydD,JUL,p2,1.0
hydD,JUL,p20,1.0
hydD,JUL,p200,1.0
hydD,JUL,p201,1.0
hydD,JUL,p202,1.0
hydD,JUL,p203,1.0
hydD,JUL,p204,1.0
hydD,JUL,p205,1.0
hydD,JUL,p21,1.0
hydD,JUL,p22,1.0
hydD,JUL,p23,1.0
hydD,JUL,p24,1.0
hydD,JUL,p25,1.0
hydD,JUL,p26,1.0
hydD,JUL,p27,1.0
hydD,JUL,p28,1.0
hydD,JUL,p29,1.0
hydD,JUL,p3,1.0
hydD,JUL,p30,1.0
hydD,JUL,p31,1.0
hydD,JUL,p32,1.0
hydD,JUL,p33,1.0
hydD,JUL,p34,1.0
hydD,JUL,p35,1.0
hydD,JUL,p36,1.0
hydD,JUL,p37,1.0
hydD,JUL,p38,1.0
hydD,JUL,p39,1.0
hydD,JUL,p4,1.0
hydD,JUL,p40,1.0
hydD,JUL,p41,1.0
hydD,JUL,p42,1.0
hydD,JUL,p43,1.0
hydD,JUL,p44,1.0
hydD,JUL,p45,1.0
hydD,JUL,p46,1.0
hydD,JUL,p47,1.0
hydD,JUL,p48,1.0
hydD,JUL,p49,1.0
hydD,JUL,p5,1.0
hydD,JUL,p50,1.0
hydD,JUL,p51,1.0
hydD,JUL,p52,1.0
hydD,JUL,p53,1.0
hydD,JUL,p54,1.0
hydD,JUL,p55,1.0
hydD,JUL,p56,1.0
hydD,JUL,p57,1.0
hydD,JUL,p58,1.0
hydD,JUL,p59,1.0
hydD,JUL,p6,1.0
hydD,JUL,p60,1.0
hydD,JUL,p61,1.0
hydD,JUL,p62,1.0
hydD,JUL,p63,1.0
hydD,JUL,p64,1.0
hydD,JUL,p65,1.0
hydD,JUL,p66,1.0
hydD,JUL,p67,1.0
hydD,JUL,p68,1.0
hydD,JUL,p69,1.0
hydD,JUL,p7,1.0
hydD,JUL,p70,1.0
hydD,JUL,p71,1.0
hydD,JUL,p72,1.0
hydD,JUL,p73,1.0
hydD,JUL,p74,1.0
hydD,JUL,p75,1.0
hydD,JUL,p76,1.0
hydD,JUL,p77,1.0
hydD,JUL,p78,1.0
hydD,JUL,p79,1.0
hydD,JUL,p8,1.0
hydD,JUL,p80,1.0
hydD,JUL,p81,1.0
hydD,JUL,p82,1.0
hydD,JUL,p83,1.0
hydD,JUL,p84,1.0
hydD,JUL,p85,1.0
hydD,JUL,p86,1.0
hydD,JUL,p87,1.0
hydD,JUL,p88,1.0
hydD,JUL,p89,1.0
hydD,JUL,p9,1.0
hydD,JUL,p90,1.0
hydD,JUL,p91,1.0
hydD,JUL,p92,1.0
hydD,JUL,p93,1.0
hydD,JUL,p94,1.0
hydD,JUL,p95,1.0
hydD,JUL,p96,1.0
hydD,JUL,p97,1.0
hydD,JUL,p98,1.0
hydD,JUL,p99,1.0
hydD,AUG,p1,1.0
hydD,AUG,p10,1.0
hydD,AUG,p100,1.0
hydD,AUG,p101,1.0
hydD,AUG,p102,1.0
hydD,AUG,p103,1.0
hydD,AUG,p104,1.0
hydD,AUG,p105,1.0
hydD,AUG,p106,1.0
hydD,AUG,p107,1.0
hydD,AUG,p108,1.0
hydD,AUG,p109,1.0
hydD,AUG,p11,1.0
hydD,AUG,p110,1.0
hydD,AUG,p111,1.0
hydD,AUG,p112,1.0
hydD,AUG,p113,1.0
hydD,AUG,p114,1.0
hydD,AUG,p115,1.0
hydD,AUG,p116,1.0
hydD,AUG,p117,1.0
hydD,AUG,p118,1.0
hydD,AUG,p119,1.0
hydD,AUG,p12,1.0
hydD,AUG,p120,1.0
hydD,AUG,p121,1.0
hydD,AUG,p122,1.0
hydD,AUG,p123,1.0
hydD,AUG,p124,1.0
hydD,AUG,p125,1.0
hydD,AUG,p126,1.0
hydD,AUG,p127,1.0
hydD,AUG,p128,1.0
hydD,AUG,p129,1.0
hydD,AUG,p13,1.0
hydD,AUG,p130,1.0
hydD,AUG,p131,1.0
hydD,AUG,p132,1.0
hydD,AUG,p133,1.0
hydD,AUG,p134,1.0
hydD,AUG,p135,1.0
hydD,AUG,p136,1.0
hydD,AUG,p137,1.0
hydD,AUG,p138,1.0
hydD,AUG,p139,1.0
hydD,AUG,p14,1.0
hydD,AUG,p140,1.0
hydD,AUG,p141,1.0
hydD,AUG,p142,1.0
hydD,AUG,p143,1.0
hydD,AUG,p144,1.0
hydD,AUG,p145,1.0
hydD,AUG,p146,1.0
hydD,AUG,p147,1.0
hydD,AUG,p148,1.0
hydD,AUG,p149,1.0
hydD,AUG,p15,1.0
hydD,AUG,p150,1.0
hydD,AUG,p151,1.0
hydD,AUG,p152,1.0
hydD,AUG,p153,1.0
hydD,AUG,p154,1.0
hydD,AUG,p155,1.0
hydD,AUG,p156,1.0
hydD,AUG,p157,1.0
hydD,AUG,p158,1.0
hydD,AUG,p159,1.0
hydD,AUG,p16,1.0
hydD,AUG,p160,1.0
hydD,AUG,p161,1.0
hydD,AUG,p162,1.0
hydD,AUG,p163,1.0
hydD,AUG,p164,1.0
hydD,AUG,p165,1.0
hydD,AUG,p166,1.0
hydD,AUG,p167,1.0
hydD,AUG,p168,1.0
hydD,AUG,p169,1.0
hydD,AUG,p17,1.0
hydD,AUG,p170,1.0
hydD,AUG,p171,1.0
hydD,AUG,p172,1.0
hydD,AUG,p173,1.0
hydD,AUG,p174,1.0
hydD,AUG,p175,1.0
hydD,AUG,p176,1.0
hydD,AUG,p177,1.0
hydD,AUG,p178,1.0
hydD,AUG,p179,1.0
hydD,AUG,p18,1.0
hydD,AUG,p180,1.0
hydD,AUG,p181,1.0
hydD,AUG,p182,1.0
hydD,AUG,p183,1.0
hydD,AUG,p184,1.0
hydD,AUG,p185,1.0
hydD,AUG,p186,1.0
hydD,AUG,p187,1.0
hydD,AUG,p188,1.0
hydD,AUG,p189,1.0
hydD,AUG,p19,1.0
hydD,AUG,p190,1.0
hydD,AUG,p191,1.0
hydD,AUG,p192,1.0
hydD,AUG,p193,1.0
hydD,AUG,p194,1.0
hydD,AUG,p195,1.0
hydD,AUG,p196,1.0
hydD,AUG,p197,1.0
hydD,AUG,p198,1.0
hydD,AUG,p199,1.0
hydD,AUG,p2,1.0
hydD,AUG,p20,1.0
hydD,AUG,p200,1.0
hydD,AUG,p201,1.0
hydD,AUG,p202,1.0
hydD,AUG,p203,1.0
hydD,AUG,p204,1.0
hydD,AUG,p205,1.0
hydD,AUG,p21,1.0
hydD,AUG,p22,1.0
hydD,AUG,p23,1.0
hydD,AUG,p24,1.0
hydD,AUG,p25,1.0
hydD,AUG,p26,1.0
hydD,AUG,p27,1.0
hydD,AUG,p28,1.0
hydD,AUG,p29,1.0
hydD,AUG,p3,1.0
hydD,AUG,p30,1.0
hydD,AUG,p31,1.0
hydD,AUG,p32,1.0
hydD,AUG,p33,1.0
hydD,AUG,p34,1.0
hydD,AUG,p35,1.0
hydD,AUG,p36,1.0
hydD,AUG,p37,1.0
hydD,AUG,p38,1.0
hydD,AUG,p39,1.0
hydD,AUG,p4,1.0
hydD,AUG,p40,1.0
hydD,AUG,p41,1.0
hydD,AUG,p42,1.0
hydD,AUG,p43,1.0
hydD,AUG,p44,1.0
hydD,AUG,p45,1.0
hydD,AUG,p46,1.0
hydD,AUG,p47,1.0
hydD,AUG,p48,1.0
hydD,AUG,p49,1.0
hydD,AUG,p5,1.0
hydD,AUG,p50,1.0
hydD,AUG,p51,1.0
hydD,AUG,p52,1.0
hydD,AUG,p53,1.0
hydD,AUG,p54,1.0
hydD,AUG,p55,1.0
hydD,AUG,p56,1.0
hydD,AUG,p57,1.0
hydD,AUG,p58,1.0
hydD,AUG,p59,1.0
hydD,AUG,p6,1.0
hydD,AUG,p60,1.0
hydD,AUG,p61,1.0
hydD,AUG,p62,1.0
hydD,AUG,p63,1.0
hydD,AUG,p64,1.0
hydD,AUG,p65,1.0
hydD,AUG,p66,1.0
hydD,AUG,p67,1.0
hydD,AUG,p68,1.0
hydD,AUG,p69,1.0
hydD,AUG,p7,1.0
hydD,AUG,p70,1.0
hydD,AUG,p71,1.0
hydD,AUG,p72,1.0
hydD,AUG,p73,1.0
hydD,AUG,p74,1.0
hydD,AUG,p75,1.0
hydD,AUG,p76,1.0
hydD,AUG,p77,1.0
hydD,AUG,p78,1.0
hydD,AUG,p79,1.0
hydD,AUG,p8,1.0
hydD,AUG,p80,1.0
hydD,AUG,p81,1.0
hydD,AUG,p82,1.0
hydD,AUG,p83,1.0
hydD,AUG,p84,1.0
hydD,AUG,p85,1.0
hydD,AUG,p86,1.0
hydD,AUG,p87,1.0
hydD,AUG,p88,1.0
hydD,AUG,p89,1.0
hydD,AUG,p9,1.0
hydD,AUG,p90,1.0
hydD,AUG,p91,1.0
hydD,AUG,p92,1.0
hydD,AUG,p93,1.0
hydD,AUG,p94,1.0
hydD,AUG,p95,1.0
hydD,AUG,p96,1.0
hydD,AUG,p97,1.0
hydD,AUG,p98,1.0
hydD,AUG,p99,1.0
hydD,SEP,p1,1.0
hydD,SEP,p10,1.0
hydD,SEP,p100,1.0
hydD,SEP,p101,1.0
hydD,SEP,p102,1.0
hydD,SEP,p103,1.0
hydD,SEP,p104,1.0
hydD,SEP,p105,1.0
hydD,SEP,p106,1.0
hydD,SEP,p107,1.0
hydD,SEP,p108,1.0
hydD,SEP,p109,1.0
hydD,SEP,p11,1.0
hydD,SEP,p110,1.0
hydD,SEP,p111,1.0
hydD,SEP,p112,1.0
hydD,SEP,p113,1.0
hydD,SEP,p114,1.0
hydD,SEP,p115,1.0
hydD,SEP,p116,1.0
hydD,SEP,p117,1.0
hydD,SEP,p118,1.0
hydD,SEP,p119,1.0
hydD,SEP,p12,1.0
hydD,SEP,p120,1.0
hydD,SEP,p121,1.0
hydD,SEP,p122,1.0
hydD,SEP,p123,1.0
hydD,SEP,p124,1.0
hydD,SEP,p125,1.0
hydD,SEP,p126,1.0
hydD,SEP,p127,1.0
hydD,SEP,p128,1.0
hydD,SEP,p129,1.0
hydD,SEP,p13,1.0
hydD,SEP,p130,1.0
hydD,SEP,p131,1.0
hydD,SEP,p132,1.0
hydD,SEP,p133,1.0
hydD,SEP,p134,1.0
hydD,SEP,p135,1.0
hydD,SEP,p136,1.0
hydD,SEP,p137,1.0
hydD,SEP,p138,1.0
hydD,SEP,p139,1.0
hydD,SEP,p14,1.0
hydD,SEP,p140,1.0
hydD,SEP,p141,1.0
hydD,SEP,p142,1.0
hydD,SEP,p143,1.0
hydD,SEP,p144,1.0
hydD,SEP,p145,1.0
hydD,SEP,p146,1.0
hydD,SEP,p147,1.0
hydD,SEP,p148,1.0
hydD,SEP,p149,1.0
hydD,SEP,p15,1.0
hydD,SEP,p150,1.0
hydD,SEP,p151,1.0
hydD,SEP,p152,1.0
hydD,SEP,p153,1.0
hydD,SEP,p154,1.0
hydD,SEP,p155,1.0
hydD,SEP,p156,1.0
hydD,SEP,p157,1.0
hydD,SEP,p158,1.0
hydD,SEP,p159,1.0
hydD,SEP,p16,1.0
hydD,SEP,p160,1.0
hydD,SEP,p161,1.0
hydD,SEP,p162,1.0
hydD,SEP,p163,1.0
hydD,SEP,p164,1.0
hydD,SEP,p165,1.0
hydD,SEP,p166,1.0
hydD,SEP,p167,1.0
hydD,SEP,p168,1.0
hydD,SEP,p169,1.0
hydD,SEP,p17,1.0
hydD,SEP,p170,1.0
hydD,SEP,p171,1.0
hydD,SEP,p172,1.0
hydD,SEP,p173,1.0
hydD,SEP,p174,1.0
hydD,SEP,p175,1.0
hydD,SEP,p176,1.0
hydD,SEP,p177,1.0
hydD,SEP,p178,1.0
hydD,SEP,p179,1.0
hydD,SEP,p18,1.0
hydD,SEP,p180,1.0
hydD,SEP,p181,1.0
hydD,SEP,p182,1.0
hydD,SEP,p183,1.0
hydD,SEP,p184,1.0
hydD,SEP,p185,1.0
hydD,SEP,p186,1.0
hydD,SEP,p187,1.0
hydD,SEP,p188,1.0
hydD,SEP,p189,1.0
hydD,SEP,p19,1.0
hydD,SEP,p190,1.0
hydD,SEP,p191,1.0
hydD,SEP,p192,1.0
hydD,SEP,p193,1.0
hydD,SEP,p194,1.0
hydD,SEP,p195,1.0
hydD,SEP,p196,1.0
hydD,SEP,p197,1.0
hydD,SEP,p198,1.0
hydD,SEP,p199,1.0
hydD,SEP,p2,1.0
hydD,SEP,p20,1.0
hydD,SEP,p200,1.0
hydD,SEP,p201,1.0
hydD,SEP,p202,1.0
hydD,SEP,p203,1.0
hydD,SEP,p204,1.0
hydD,SEP,p205,1.0
hydD,SEP,p21,1.0
hydD,SEP,p22,1.0
hydD,SEP,p23,1.0
hydD,SEP,p24,1.0
hydD,SEP,p25,1.0
hydD,SEP,p26,1.0
hydD,SEP,p27,1.0
hydD,SEP,p28,1.0
hydD,SEP,p29,1.0
hydD,SEP,p3,1.0
hydD,SEP,p30,1.0
hydD,SEP,p31,1.0
hydD,SEP,p32,1.0
hydD,SEP,p33,1.0
hydD,SEP,p34,1.0
hydD,SEP,p35,1.0
hydD,SEP,p36,1.0
hydD,SEP,p37,1.0
hydD,SEP,p38,1.0
hydD,SEP,p39,1.0
hydD,SEP,p4,1.0
hydD,SEP,p40,1.0
hydD,SEP,p41,1.0
hydD,SEP,p42,1.0
hydD,SEP,p43,1.0
hydD,SEP,p44,1.0
hydD,SEP,p45,1.0
hydD,SEP,p46,1.0
hydD,SEP,p47,1.0
hydD,SEP,p48,1.0
hydD,SEP,p49,1.0
hydD,SEP,p5,1.0
hydD,SEP,p50,1.0
hydD,SEP,p51,1.0
hydD,SEP,p52,1.0
hydD,SEP,p53,1.0
hydD,SEP,p54,1.0
hydD,SEP,p55,1.0
hydD,SEP,p56,1.0
hydD,SEP,p57,1.0
hydD,SEP,p58,1.0
hydD,SEP,p59,1.0
hydD,SEP,p6,1.0
hydD,SEP,p60,1.0
hydD,SEP,p61,1.0
hydD,SEP,p62,1.0
hydD,SEP,p63,1.0
hydD,SEP,p64,1.0
hydD,SEP,p65,1.0
hydD,SEP,p66,1.0
hydD,SEP,p67,1.0
hydD,SEP,p68,1.0
hydD,SEP,p69,1.0
hydD,SEP,p7,1.0
hydD,SEP,p70,1.0
hydD,SEP,p71,1.0
hydD,SEP,p72,1.0
hydD,SEP,p73,1.0
hydD,SEP,p74,1.0
hydD,SEP,p75,1.0
hydD,SEP,p76,1.0
hydD,SEP,p77,1.0
hydD,SEP,p78,1.0
hydD,SEP,p79,1.0
hydD,SEP,p8,1.0
hydD,SEP,p80,1.0
hydD,SEP,p81,1.0
hydD,SEP,p82,1.0
hydD,SEP,p83,1.0
hydD,SEP,p84,1.0
hydD,SEP,p85,1.0
hydD,SEP,p86,1.0
hydD,SEP,p87,1.0
hydD,SEP,p88,1.0
hydD,SEP,p89,1.0
hydD,SEP,p9,1.0
hydD,SEP,p90,1.0
hydD,SEP,p91,1.0
hydD,SEP,p92,1.0
hydD,SEP,p93,1.0
hydD,SEP,p94,1.0
hydD,SEP,p95,1.0
hydD,SEP,p96,1.0
hydD,SEP,p97,1.0
hydD,SEP,p98,1.0
hydD,SEP,p99,1.0
hydD,OCT,p1,1.0
hydD,OCT,p10,1.0
hydD,OCT,p100,1.0
hydD,OCT,p101,1.0
hydD,OCT,p102,1.0
hydD,OCT,p103,1.0
hydD,OCT,p104,1.0
hydD,OCT,p105,1.0
hydD,OCT,p106,1.0
hydD,OCT,p107,1.0
hydD,OCT,p108,1.0
hydD,OCT,p109,1.0
hydD,OCT,p11,1.0
hydD,OCT,p110,1.0
hydD,OCT,p111,1.0
hydD,OCT,p112,1.0
hydD,OCT,p113,1.0
hydD,OCT,p114,1.0
hydD,OCT,p115,1.0
hydD,OCT,p116,1.0
hydD,OCT,p117,1.0
hydD,OCT,p118,1.0
hydD,OCT,p119,1.0
hydD,OCT,p12,1.0
hydD,OCT,p120,1.0
hydD,OCT,p121,1.0
hydD,OCT,p122,1.0
hydD,OCT,p123,1.0
hydD,OCT,p124,1.0
hydD,OCT,p125,1.0
hydD,OCT,p126,1.0
hydD,OCT,p127,1.0
