r,szn,HDD-CDD,t,Value
p1,fall,cdd,2036,15.159878398499998
p1,fall,cdd,2038,15.3512045229
p1,fall,cdd,2040,15.5783375969
p1,fall,cdd,2042,17.7074880565
p1,fall,cdd,2044,16.6817466672
p1,fall,cdd,2046,17.4220739265
p1,fall,cdd,2048,18.321691784200002
p1,fall,cdd,2050,19.6555476226
p1,fall,hdd,2010,425.348118851
p1,fall,hdd,2012,399.294651096
p1,fall,hdd,2014,384.611497168
p1,fall,hdd,2016,377.304027244
p1,fall,hdd,2018,377.028923603
p1,fall,hdd,2020,353.585971699
p1,fall,hdd,2022,368.39976481800005
p1,fall,hdd,2024,363.821419874
p1,fall,hdd,2026,356.237141487
p1,fall,hdd,2028,345.20442495699996
p1,fall,hdd,2030,350.972867942
p1,fall,hdd,2032,352.53289453699995
p1,fall,hdd,2034,349.81302340300005
p1,fall,hdd,2036,356.34526353300004
p1,fall,hdd,2038,338.338852162
p1,fall,hdd,2040,342.384360562
p1,fall,hdd,2042,328.141883366
p1,fall,hdd,2044,326.739436906
p1,fall,hdd,2046,326.409588476
p1,fall,hdd,2048,330.301562835
p1,fall,hdd,2050,322.772688716
p1,wint,cdd,2010,0.0
p1,wint,cdd,2012,0.0
p1,wint,cdd,2014,0.0
p1,wint,cdd,2016,0.0
p1,wint,cdd,2018,0.0
p1,wint,cdd,2020,0.0
p1,wint,cdd,2022,0.0
p1,wint,cdd,2024,0.0
p1,wint,cdd,2026,0.0
p1,wint,cdd,2028,0.0
p1,wint,cdd,2030,0.0
p1,wint,cdd,2032,0.0
p1,wint,cdd,2034,0.0
p1,wint,cdd,2036,0.0
p1,wint,cdd,2038,0.0
p1,wint,cdd,2040,0.0
p1,wint,cdd,2042,0.0
p1,wint,cdd,2044,0.0
p1,wint,cdd,2046,0.0
p1,wint,cdd,2048,0.0
p1,wint,cdd,2050,0.0
p1,wint,hdd,2010,1953.14475864
p1,wint,hdd,2012,1914.25707769
p1,wint,hdd,2014,1915.73717165
p1,wint,hdd,2016,1910.3626809
p1,wint,hdd,2018,1887.39639128
p1,wint,hdd,2020,1858.85178695
p1,wint,hdd,2022,1840.28638991
p1,wint,hdd,2024,1844.95698397
p1,wint,hdd,2026,1838.88464536
p1,wint,hdd,2028,1828.4488434999998
p1,wint,hdd,2030,1830.70469351
p1,wint,hdd,2032,1855.01428682
p1,wint,hdd,2034,1845.76857686
p1,wint,hdd,2036,1842.33847805
p1,wint,hdd,2038,1836.67977195
p1,wint,hdd,2040,1857.21872087
p1,wint,hdd,2042,1864.74418069
p1,wint,hdd,2044,1858.94557219
p1,wint,hdd,2046,1847.12045561
p1,wint,hdd,2048,1833.13757351
p1,wint,hdd,2050,1834.8471327999998
p2,spri,cdd,2010,3.4951935769999998
p2,spri,cdd,2012,3.0145940193799996
p2,spri,cdd,2014,2.94278145418
p2,spri,cdd,2016,3.16792852666
p2,spri,cdd,2018,3.0751344930299997
p2,spri,cdd,2020,2.82195491554
p2,spri,cdd,2022,2.61597069424
p2,spri,cdd,2024,3.13921202125
p2,spri,cdd,2026,3.80738334018
p2,spri,cdd,2028,3.5837267602900003
p2,spri,cdd,2030,3.4910472652399998
p2,spri,cdd,2032,3.09213230745
p2,spri,cdd,2034,4.0607304825099995
p2,spri,cdd,2036,3.86421474773
p2,spri,cdd,2038,3.7043389839099996
p2,spri,cdd,2040,4.0520815378099995
p2,spri,cdd,2042,4.1163170749
p2,spri,cdd,2044,3.4994767234
p2,spri,cdd,2046,3.01599814523
p2,spri,cdd,2048,2.68781930444
p2,spri,cdd,2050,2.75820679653
p2,spri,hdd,2010,768.320680057
p2,spri,hdd,2012,746.608622429
p2,spri,hdd,2014,747.6545747460001
p2,spri,hdd,2016,733.35598112
p2,spri,hdd,2018,727.265877263
p2,spri,hdd,2020,723.0035979689999
p2,spri,hdd,2022,696.738718672
p2,spri,hdd,2024,677.0100550459999
p2,spri,hdd,2026,660.307012588
p2,spri,hdd,2028,656.2952632619999
p2,spri,hdd,2030,670.853748346
p2,spri,hdd,2032,687.997342045
p2,spri,hdd,2034,694.3213543019999
p2,spri,hdd,2036,695.7293680739999
p2,spri,hdd,2038,692.6418002969999
p2,spri,hdd,2040,687.173406421
p2,spri,hdd,2042,695.527280783
p2,spri,hdd,2044,716.122225971
p2,spri,hdd,2046,727.688541744
p2,spri,hdd,2048,718.5833496719999
p2,spri,hdd,2050,709.5229138369999
p2,summ,cdd,2010,126.933700082
p2,summ,cdd,2012,130.33824439100002
p2,summ,cdd,2014,133.214104587
p2,summ,cdd,2016,140.905966785
p2,summ,cdd,2018,146.618312317
p2,summ,cdd,2020,151.460604686
p2,summ,cdd,2022,156.83738061
p2,summ,cdd,2024,162.535947723
p2,summ,cdd,2026,167.26703899700001
p2,summ,cdd,2028,171.109050254
p2,summ,cdd,2030,163.290195282
p2,summ,cdd,2032,166.384810693
p2,summ,cdd,2034,174.354203521
p2,summ,cdd,2036,174.452283832
p2,summ,cdd,2038,179.473942212
p2,summ,cdd,2040,182.755077243
p2,summ,cdd,2042,184.255822858
p2,summ,cdd,2044,179.01772654299998
p2,summ,cdd,2046,188.44967268599999
p2,summ,cdd,2048,193.434370603
p2,summ,cdd,2050,208.88920090599999
p2,summ,hdd,2010,106.96774326399999
p2,summ,hdd,2012,99.3261532672
p2,summ,hdd,2014,99.4263554814
p2,summ,hdd,2016,90.15373800290001
p2,summ,hdd,2018,86.36849737719999
p2,summ,hdd,2020,84.498822009
p2,summ,hdd,2022,82.32377562970001
p2,summ,hdd,2024,78.15987836890001
p2,summ,hdd,2026,73.238000645
p2,summ,hdd,2028,72.3797832231
p2,summ,hdd,2030,74.270825398
p2,summ,hdd,2032,75.0974647812
p2,summ,hdd,2034,73.6693569033
p2,summ,hdd,2036,78.76612158420001
p2,summ,hdd,2038,78.3477399099
p2,summ,hdd,2040,76.7862241027
p2,summ,hdd,2042,76.0209046339
p2,summ,hdd,2044,79.59276635350001
p2,summ,hdd,2046,76.9824715254
p2,summ,hdd,2048,74.008494895
p2,summ,hdd,2050,67.1881634271
p2,fall,cdd,2010,8.51771020339
p2,fall,cdd,2012,9.828668161980001
p2,fall,cdd,2014,11.5325106207
p2,fall,cdd,2016,14.299783939400001
p2,fall,cdd,2018,15.829707494700001
p2,fall,cdd,2020,17.618965496199998
p2,fall,cdd,2022,16.1084536678
p2,fall,cdd,2024,18.8814772801
p2,fall,cdd,2026,20.280049635999998
p2,fall,cdd,2028,21.1582260001
p2,fall,cdd,2030,20.6102942204
p2,fall,cdd,2032,20.8089258897
p2,fall,cdd,2034,22.752602115
p2,fall,cdd,2036,21.4588190024
p2,fall,cdd,2038,23.0101894875
p2,fall,cdd,2040,24.918782385300002
p2,fall,cdd,2042,26.561495274400002
p2,fall,cdd,2044,25.5198988396
p2,fall,cdd,2046,26.6035437682
p2,fall,cdd,2048,27.5920123685
p2,fall,cdd,2050,29.677471159
p2,fall,hdd,2010,331.720420377
p2,fall,hdd,2012,310.621127921
p2,fall,hdd,2014,297.896508178
p2,fall,hdd,2016,291.745886983
p2,fall,hdd,2018,292.24369565
p2,fall,hdd,2020,274.814534225
p2,fall,hdd,2022,285.800798247
p2,fall,hdd,2024,282.560552525
p2,fall,hdd,2026,274.99661572599996
p2,fall,hdd,2028,264.261181913
p2,fall,hdd,2030,269.63991536
p2,fall,hdd,2032,271.867606337
p2,fall,hdd,2034,271.13146719400004
p2,fall,hdd,2036,276.626003271
p2,fall,hdd,2038,261.379110171
p2,fall,hdd,2040,263.106193988
p2,fall,hdd,2042,251.919760705
p2,fall,hdd,2044,250.05115669999998
p2,fall,hdd,2046,251.488704738
p2,fall,hdd,2048,255.46631277900002
p2,fall,hdd,2050,249.885897348
p2,wint,cdd,2010,0.0
p2,wint,cdd,2012,0.0
p2,wint,cdd,2014,0.0
p2,wint,cdd,2016,0.0
p2,wint,cdd,2018,0.0
p2,wint,cdd,2020,0.0
p2,wint,cdd,2022,0.0
p2,wint,cdd,2024,0.0
p2,wint,cdd,2026,0.0
p2,wint,cdd,2028,0.0
p2,wint,cdd,2030,0.0
p2,wint,cdd,2032,0.0
p2,wint,cdd,2034,0.0
p2,wint,cdd,2036,0.0
p2,wint,cdd,2038,0.0
p2,wint,cdd,2040,0.0
p2,wint,cdd,2042,0.0
p2,wint,cdd,2044,0.0
p2,wint,cdd,2046,0.0
p2,wint,cdd,2048,0.0
p2,wint,cdd,2050,0.0
p2,wint,hdd,2010,1753.36664098
p2,wint,hdd,2012,1714.10392476
p2,wint,hdd,2014,1713.51365678
p2,wint,hdd,2016,1702.53295002
p2,wint,hdd,2018,1679.99152853
p2,wint,hdd,2020,1651.16544114
p2,wint,hdd,2022,1637.53326102
p2,wint,hdd,2024,1638.93039268
p2,wint,hdd,2026,1631.81237107
p2,wint,hdd,2028,1620.91569939
p2,wint,hdd,2030,1622.81503446
p2,wint,hdd,2032,1648.52160748
p2,wint,hdd,2034,1643.70313079
p2,wint,hdd,2036,1644.19456021
p2,wint,hdd,2038,1636.64001703
p2,wint,hdd,2040,1652.97300304
p2,wint,hdd,2042,1657.10816574
p2,wint,hdd,2044,1653.21576133
p2,wint,hdd,2046,1642.7879349000002
p2,wint,hdd,2048,1627.51257138
p2,wint,hdd,2050,1629.2544774
p3,spri,cdd,2010,6.518465094369999
p3,spri,cdd,2012,6.32331571149
p3,spri,cdd,2014,5.695111900110001
p3,spri,cdd,2016,6.55614960978
p3,spri,cdd,2018,6.2266082665799996
p3,spri,cdd,2020,5.70477169159
p3,spri,cdd,2022,5.42253697756
p3,spri,cdd,2024,6.32313956241
p3,spri,cdd,2026,6.37024458326
p3,spri,cdd,2028,4.95829726294
p3,spri,cdd,2030,4.77422660862
p3,spri,cdd,2032,4.370016801559999
p3,spri,cdd,2034,5.33507263589
p3,spri,cdd,2036,4.70780092425
p3,spri,cdd,2038,4.34808690284
p3,spri,cdd,2040,4.55082135446
p3,spri,cdd,2042,4.76355277257
p3,spri,cdd,2044,3.49279461232
p3,spri,cdd,2046,3.5325066780500003
p3,spri,cdd,2048,2.99940627243
p3,spri,cdd,2050,3.04937466304
p3,spri,hdd,2010,885.8707128980001
p3,spri,hdd,2012,862.923164615
p3,spri,hdd,2014,866.400034771
p3,spri,hdd,2016,853.201355562
p3,spri,hdd,2018,849.0206089589999
p3,spri,hdd,2020,845.06563483
p3,spri,hdd,2022,814.876519629
p3,spri,hdd,2024,792.502005713
p3,spri,hdd,2026,776.144071534
p3,spri,hdd,2028,772.4580900489999
p3,spri,hdd,2030,795.3524262369999
p3,spri,hdd,2032,818.8451675860001
p3,spri,hdd,2034,825.422506865
p3,spri,hdd,2036,821.074927272
p3,spri,hdd,2038,821.241349712
p3,spri,hdd,2040,816.012426546
p3,spri,hdd,2042,829.3389552230001
p3,spri,hdd,2044,853.5189887089999
p3,spri,hdd,2046,864.965349093
p3,spri,hdd,2048,854.2559016480001
p3,spri,hdd,2050,838.350566755
p3,summ,cdd,2010,216.421007073
p3,summ,cdd,2012,215.653908452
p3,summ,cdd,2014,219.534023918
p3,summ,cdd,2016,236.262416861
p3,summ,cdd,2018,243.18602286599997
p3,summ,cdd,2020,247.935437835
p3,summ,cdd,2022,253.54133056
p3,summ,cdd,2024,258.440054368
p3,summ,cdd,2026,251.675980962
p3,summ,cdd,2028,252.595699863
p3,summ,cdd,2030,246.990596991
p3,summ,cdd,2032,254.92139950900003
p3,summ,cdd,2034,266.519403621
p3,summ,cdd,2036,257.844677601
p3,summ,cdd,2038,261.076390678
p3,summ,cdd,2040,263.33610668200004
p3,summ,cdd,2042,267.707360241
p3,summ,cdd,2044,263.70603365799997
p3,summ,cdd,2046,282.222462195
p3,summ,cdd,2048,283.991777715
p3,summ,cdd,2050,302.06374945
p3,summ,hdd,2010,91.4591001167
p3,summ,hdd,2012,85.1155057039
p3,summ,hdd,2014,84.3634319169
p3,summ,hdd,2016,76.98427260609999
p3,summ,hdd,2018,74.1064546785
p3,summ,hdd,2020,71.4057931288
p3,summ,hdd,2022,71.2807211558
p3,summ,hdd,2024,68.2973772628
p3,summ,hdd,2026,67.08954430819999
p3,summ,hdd,2028,69.8118247516
p3,summ,hdd,2030,68.8008624001
p3,summ,hdd,2032,69.6217339189
p3,summ,hdd,2034,68.6602895834
p3,summ,hdd,2036,76.6803100219
p3,summ,hdd,2038,76.0883335967
p3,summ,hdd,2040,78.7672794338
p3,summ,hdd,2042,76.1794529399
p3,summ,hdd,2044,81.477870542
p3,summ,hdd,2046,75.9653706314
p3,summ,hdd,2048,72.8258215397
p3,summ,hdd,2050,67.8074105609
p3,fall,cdd,2010,9.901435155549999
p3,fall,cdd,2012,11.742651605599999
p3,fall,cdd,2014,13.525279246300002
p3,fall,cdd,2016,17.8368381335
p3,fall,cdd,2018,20.6785714664
p3,fall,cdd,2020,24.887779501399997
p3,fall,cdd,2022,23.2733961669
p3,fall,cdd,2024,27.267710565300003
p3,fall,cdd,2026,28.1342456256
p3,fall,cdd,2028,27.780217383000004
p3,fall,cdd,2030,27.794036429000002
p3,fall,cdd,2032,27.683223062
p3,fall,cdd,2034,30.993608980700003
p3,fall,cdd,2036,29.967635013400002
p3,fall,cdd,2038,28.958009047199997
p3,fall,cdd,2040,28.3203551899
p3,fall,cdd,2042,30.1644348277
p3,fall,cdd,2044,28.9490391504
p3,fall,cdd,2046,30.6432221858
p3,fall,cdd,2048,31.6530295823
p3,fall,cdd,2050,32.6885164125
p3,fall,hdd,2010,426.03270810699996
p3,fall,hdd,2012,403.57528799199997
p3,fall,hdd,2014,391.04250604
p3,fall,hdd,2016,380.66158266
p3,fall,hdd,2018,380.43037987400004
p3,fall,hdd,2020,356.97005031199996
p3,fall,hdd,2022,371.330494297
p3,fall,hdd,2024,365.455887204
p3,fall,hdd,2026,360.375591076
p3,fall,hdd,2028,349.44625279
p3,fall,hdd,2030,354.20568926
p3,fall,hdd,2032,353.357562879
p3,fall,hdd,2034,352.766755994
p3,fall,hdd,2036,362.757272846
p3,fall,hdd,2038,344.98430827199996
p3,fall,hdd,2040,349.85158049800003
p3,fall,hdd,2042,338.21562671099997
p3,fall,hdd,2044,337.805565662
p3,fall,hdd,2046,337.78306931
p3,fall,hdd,2048,343.034450699
p3,fall,hdd,2050,337.19237862
p3,wint,cdd,2010,0.0
p3,wint,cdd,2012,0.0
p3,wint,cdd,2014,0.0
p3,wint,cdd,2016,0.0
p3,wint,cdd,2018,0.0
p3,wint,cdd,2020,0.0
p3,wint,cdd,2022,0.0
p3,wint,cdd,2024,0.0
p3,wint,cdd,2026,0.0
p3,wint,cdd,2028,0.0
p3,wint,cdd,2030,0.0
p3,wint,cdd,2032,0.0
p3,wint,cdd,2034,0.0
p3,wint,cdd,2036,0.0
p3,wint,cdd,2038,0.0
p3,wint,cdd,2040,0.0
p3,wint,cdd,2042,0.0
p3,wint,cdd,2044,0.0
p3,wint,cdd,2046,0.0
p3,wint,cdd,2048,0.0
p3,wint,cdd,2050,0.0
p3,wint,hdd,2010,2282.30197767
p3,wint,hdd,2012,2241.91027843
p3,wint,hdd,2014,2244.96058521
p3,wint,hdd,2016,2239.26545964
p3,wint,hdd,2018,2210.36953949
p3,wint,hdd,2020,2177.05407181
p3,wint,hdd,2022,2161.68556851
p3,wint,hdd,2024,2171.33321404
p3,wint,hdd,2026,2170.12917694
p3,wint,hdd,2028,2155.57532948
p3,wint,hdd,2030,2157.38494246
p3,wint,hdd,2032,2184.49829194
p3,wint,hdd,2034,2172.97576639
p3,wint,hdd,2036,2171.06923142
p3,wint,hdd,2038,2165.05838919
p3,wint,hdd,2040,2185.06167669
p3,wint,hdd,2042,2188.55602471
p3,wint,hdd,2044,2181.61068369
p3,wint,hdd,2046,2169.58630373
p3,wint,hdd,2048,2159.89030572
p3,wint,hdd,2050,2169.74149863
p4,spri,cdd,2010,26.5260103717
p4,spri,cdd,2012,26.183422965100004
p4,spri,cdd,2014,24.4762143346
p4,spri,cdd,2016,26.2871622119
p4,spri,cdd,2018,23.6190268121
p4,spri,cdd,2020,22.7971532994
p4,spri,cdd,2022,22.5869249586
p4,spri,cdd,2024,27.3778214425
p4,spri,cdd,2026,28.833247650700002
p4,spri,cdd,2028,26.953385306599998
p4,spri,cdd,2030,26.860611026599997
p4,spri,cdd,2032,25.255512020300003
p4,spri,cdd,2034,27.8725483245
p4,spri,cdd,2036,27.0045711307
p4,spri,cdd,2038,26.1671969208
p4,spri,cdd,2040,26.865220520700003
p4,spri,cdd,2042,28.3852637027
p4,spri,cdd,2044,22.410735236
p4,spri,cdd,2046,21.4290317694
p4,spri,cdd,2048,19.9160503153
p4,spri,cdd,2050,20.7533832039
p4,spri,hdd,2010,611.862706715
p4,spri,hdd,2012,587.118422245
p4,spri,hdd,2014,589.671008516
p4,spri,hdd,2016,574.8209312419999
p4,spri,hdd,2018,567.96744393
p4,spri,hdd,2020,562.501320269
p4,spri,hdd,2022,531.247848105
p4,spri,hdd,2024,514.41655097
p4,spri,hdd,2026,502.122539031
p4,spri,hdd,2028,497.27698156900004
p4,spri,hdd,2030,519.254001738
p4,spri,hdd,2032,542.366371598
p4,spri,hdd,2034,549.2310251819999
p4,spri,hdd,2036,546.3761065130001
p4,spri,hdd,2038,546.942109005
p4,spri,hdd,2040,542.541844019
p4,spri,hdd,2042,555.985843222
p4,spri,hdd,2044,575.704780715
p4,spri,hdd,2046,584.406756194
p4,spri,hdd,2048,573.861492659
p4,spri,hdd,2050,561.742765622
p4,summ,cdd,2010,397.63561951699995
p4,summ,cdd,2012,400.31998678800005
p4,summ,cdd,2014,402.365721915
p4,summ,cdd,2016,420.275745171
p4,summ,cdd,2018,428.27051513
p4,summ,cdd,2020,433.40596119
p4,summ,cdd,2022,438.53743894900003
p4,summ,cdd,2024,445.626428514
p4,summ,cdd,2026,444.747627559
p4,summ,cdd,2028,445.243604414
p4,summ,cdd,2030,437.18903184
p4,summ,cdd,2032,442.17112730900004
p4,summ,cdd,2034,455.939492905
p4,summ,cdd,2036,446.947750308
p4,summ,cdd,2038,450.41070278
p4,summ,cdd,2040,454.326774659
p4,summ,cdd,2042,460.62138865400004
p4,summ,cdd,2044,452.93127047900003
p4,summ,cdd,2046,473.84648306199995
p4,summ,cdd,2048,477.303934164
p4,summ,cdd,2050,499.99432462699997
p4,summ,hdd,2010,32.5879210857
p4,summ,hdd,2012,29.2379536349
p4,summ,hdd,2014,29.2413350452
p4,summ,hdd,2016,26.0093741833
p4,summ,hdd,2018,25.7891772556
p4,summ,hdd,2020,24.5322941196
p4,summ,hdd,2022,24.887466457800002
p4,summ,hdd,2024,23.815254634099997
p4,summ,hdd,2026,22.5289093365
p4,summ,hdd,2028,23.2784304087
p4,summ,hdd,2030,22.4140410107
p4,summ,hdd,2032,22.8671960371
p4,summ,hdd,2034,22.5574874169
p4,summ,hdd,2036,26.549692991300002
p4,summ,hdd,2038,26.0142515722
p4,summ,hdd,2040,26.7630542413
p4,summ,hdd,2042,26.283464522800003
p4,summ,hdd,2044,28.602498117899998
p4,summ,hdd,2046,26.2182884302
p4,summ,hdd,2048,24.670096655
p4,summ,hdd,2050,23.1596816142
p4,fall,cdd,2010,32.6959205244
p4,fall,cdd,2012,37.7135733208
p4,fall,cdd,2014,41.9150501306
p4,fall,cdd,2016,49.842464650699995
p4,fall,cdd,2018,53.817629697200005
p4,fall,cdd,2020,60.4689996025
p4,fall,cdd,2022,56.98892463600001
p4,fall,cdd,2024,62.60836075899999
p4,fall,cdd,2026,64.9892342358
p4,fall,cdd,2028,65.6580994855
p4,fall,cdd,2030,63.499969451300004
p4,fall,cdd,2032,63.0117868143
p4,fall,cdd,2034,67.3329705908
p4,fall,cdd,2036,64.4312870464
p4,fall,cdd,2038,66.5113788876
p4,fall,cdd,2040,66.7108813502
p4,fall,cdd,2042,70.54678509819999
p4,fall,cdd,2044,70.01223367909999
p4,fall,cdd,2046,71.1279314596
p4,fall,cdd,2048,73.5878877128
p4,fall,cdd,2050,77.1136127482
p4,fall,hdd,2010,296.389050858
p4,fall,hdd,2012,276.305095878
p4,fall,hdd,2014,264.914562729
p4,fall,hdd,2016,259.99202952400003
p4,fall,hdd,2018,262.533834466
p4,fall,hdd,2020,242.841796437
p4,fall,hdd,2022,255.404112942
p4,fall,hdd,2024,252.85331217
p4,fall,hdd,2026,248.259440443
p4,fall,hdd,2028,238.906886118
p4,fall,hdd,2030,242.52679646099998
p4,fall,hdd,2032,243.201045088
p4,fall,hdd,2034,243.450915092
p4,fall,hdd,2036,250.930830552
p4,fall,hdd,2038,235.43880569
p4,fall,hdd,2040,240.407241277
p4,fall,hdd,2042,230.495360356
p4,fall,hdd,2044,230.34500120400003
p4,fall,hdd,2046,231.202928364
p4,fall,hdd,2048,237.22792480799998
p4,fall,hdd,2050,233.384010409
p4,wint,cdd,2010,0.0
p4,wint,cdd,2012,0.0
p4,wint,cdd,2014,0.0
p4,wint,cdd,2016,0.0
p4,wint,cdd,2018,0.0
p4,wint,cdd,2020,0.0
p4,wint,cdd,2022,0.0
p4,wint,cdd,2024,0.0
p4,wint,cdd,2026,0.0
p4,wint,cdd,2028,0.0
p4,wint,cdd,2030,0.0
p4,wint,cdd,2032,0.0
p4,wint,cdd,2034,0.0
p4,wint,cdd,2036,0.0
p4,wint,cdd,2038,0.0
p4,wint,cdd,2040,0.0
p4,wint,cdd,2042,0.0
p4,wint,cdd,2044,0.0
p4,wint,cdd,2046,0.0
p4,wint,cdd,2048,0.0
p4,wint,cdd,2050,0.0
p4,wint,hdd,2010,1982.53439972
p4,wint,hdd,2012,1939.75287086
p4,wint,hdd,2014,1943.36033701
p4,wint,hdd,2016,1939.08867159
p4,wint,hdd,2018,1909.74377043
p4,wint,hdd,2020,1878.07635066
p4,wint,hdd,2022,1859.87685098
p4,wint,hdd,2024,1868.50677345
p4,wint,hdd,2026,1866.46895947
p4,wint,hdd,2028,1853.04174036
p4,wint,hdd,2030,1853.70137127
p4,wint,hdd,2032,1885.54041469
p4,wint,hdd,2034,1876.19514593
p4,wint,hdd,2036,1875.57301341
p4,wint,hdd,2038,1868.79357541
p4,wint,hdd,2040,1887.26370613
p4,wint,hdd,2042,1893.84253878
p4,wint,hdd,2044,1887.01890309
p4,wint,hdd,2046,1876.09236501
p4,wint,hdd,2048,1865.20463919
p4,wint,hdd,2050,1872.99997735
p5,spri,cdd,2010,3.75499513061
p5,spri,cdd,2012,3.3752334952200003
p5,spri,cdd,2014,3.4526164945699995
p5,spri,cdd,2016,3.4706745853800003
p5,spri,cdd,2018,3.4729476715699996
p5,spri,cdd,2020,3.3077671580400003
p5,spri,cdd,2022,3.02954403708
p5,spri,cdd,2024,3.19706515479
p5,spri,cdd,2026,3.5122894761000003
p5,spri,cdd,2028,3.16957842394
p5,spri,cdd,2030,3.09897150297
p5,spri,cdd,2032,2.9645813938999996
p5,spri,cdd,2034,4.2726963729900005
p5,spri,cdd,2036,4.21997102143
p5,spri,cdd,2038,4.073529962519999
p5,spri,cdd,2040,4.59547755484
p5,spri,cdd,2042,4.67384191596
p5,spri,cdd,2044,4.41359627522
p5,spri,cdd,2046,3.78552768119
p5,spri,cdd,2048,3.29521707303
p5,spri,cdd,2050,3.51786071487
p5,spri,hdd,2010,861.7009115330001
p5,spri,hdd,2012,843.777925734
p5,spri,hdd,2014,845.474760544
p5,spri,hdd,2016,833.875048337
p5,spri,hdd,2018,828.411114819
p5,spri,hdd,2020,822.772555323
p5,spri,hdd,2022,801.334864327
p5,spri,hdd,2024,781.141609313
p5,spri,hdd,2026,763.301812648
p5,spri,hdd,2028,761.417402984
p5,spri,hdd,2030,774.1791883
p5,spri,hdd,2032,789.702407377
p5,spri,hdd,2034,793.7416066889999
p5,spri,hdd,2036,796.61828119
p5,spri,hdd,2038,792.6544104310001
p5,spri,hdd,2040,789.0452454660001
p5,spri,hdd,2042,792.87351376
p5,spri,hdd,2044,814.878083823
p5,spri,hdd,2046,831.48972369
p5,spri,hdd,2048,823.3641993919999
