year,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134
2032,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.407312118,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.44152099,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.397699128,0.447641632,0.447641632,0.447641632,0.447641632,0.447641632,0.412550856,0.412550856,0.412550856,0.412550856,0.447641632,0.447641632,0.447641632,0.44152099,0.447641632,0.447641632,0.447641632,0.447641632,0.447641632,0.447641632,0.447641632,0.447641632,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.412550856,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.412550856,0.447641632,0.447641632,0.419492273,0.419492273,0.419492273,0.419492273,0.430359648,0.419492273,0.419492273,0.430359648,0.430359648,0.430359648,0.430359648,0.430359648,0.430359648,0.430359648,0.430359648,0.430359648,0.397699128,0.397699128,0.397699128,0.397699128,0.397699128,0.419492273,0.419492273,0.419492273,0.397699128,0.397699128,0.397699128,0.397699128,0.39514114,0.430359648,0.430359648,0.430359648,0.39514114,0.39514114,0.430359648,0.39514114,0.430359648,0.430359648,0.430359648,0.39514114,0.39514114,0.39514114,0.405041765,0.405041765,0.405041765,0.405041765,0.405041765,0.405041765
2033,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.446629181,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.487103724,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.43524784,0.494067262,0.494067262,0.494067262,0.494067262,0.494067262,0.452693869,0.452693869,0.452693869,0.452693869,0.494067262,0.494067262,0.494067262,0.487103724,0.494067262,0.494067262,0.494067262,0.494067262,0.494067262,0.494067262,0.494067262,0.494067262,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.452693869,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.452693869,0.494067262,0.494067262,0.460848681,0.460848681,0.460848681,0.460848681,0.473786552,0.460848681,0.460848681,0.473786552,0.473786552,0.473786552,0.473786552,0.473786552,0.473786552,0.473786552,0.473786552,0.473786552,0.43524784,0.43524784,0.43524784,0.43524784,0.43524784,0.460848681,0.460848681,0.460848681,0.43524784,0.43524784,0.43524784,0.43524784,0.432238072,0.473786552,0.473786552,0.473786552,0.432238072,0.432238072,0.473786552,0.432238072,0.473786552,0.473786552,0.473786552,0.432238072,0.432238072,0.432238072,0.443816587,0.443816587,0.443816587,0.443816587,0.443816587,0.443816587
2034,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.486256935,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.533497906,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.472966459,0.541322003,0.541322003,0.541322003,0.541322003,0.541322003,0.493187305,0.493187305,0.493187305,0.493187305,0.541322003,0.541322003,0.541322003,0.533497906,0.541322003,0.541322003,0.541322003,0.541322003,0.541322003,0.541322003,0.541322003,0.541322003,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.493187305,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.493187305,0.541322003,0.541322003,0.50264279,0.50264279,0.50264279,0.50264279,0.517837037,0.50264279,0.50264279,0.517837037,0.517837037,0.517837037,0.517837037,0.517837037,0.517837037,0.517837037,0.517837037,0.517837037,0.472966459,0.472966459,0.472966459,0.472966459,0.472966459,0.50264279,0.50264279,0.50264279,0.472966459,0.472966459,0.472966459,0.472966459,0.469472631,0.517837037,0.517837037,0.517837037,0.469472631,0.469472631,0.517837037,0.469472631,0.517837037,0.517837037,0.517837037,0.469472631,0.469472631,0.469472631,0.48283183,0.48283183,0.48283183,0.48283183,0.48283183,0.48283183
2035,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.52625308,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.580831208,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.510891845,0.589536409,0.589536409,0.589536409,0.589536409,0.589536409,0.53409176,0.53409176,0.53409176,0.53409176,0.589536409,0.589536409,0.589536409,0.580831208,0.589536409,0.589536409,0.589536409,0.589536409,0.589536409,0.589536409,0.589536409,0.589536409,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.53409176,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.53409176,0.589536409,0.589536409,0.544954218,0.544954218,0.544954218,0.544954218,0.562615751,0.544954218,0.544954218,0.562615751,0.562615751,0.562615751,0.562615751,0.562615751,0.562615751,0.562615751,0.562615751,0.562615751,0.510891845,0.510891845,0.510891845,0.510891845,0.510891845,0.544954218,0.544954218,0.544954218,0.510891845,0.510891845,0.510891845,0.510891845,0.506878745,0.562615751,0.562615751,0.562615751,0.506878745,0.506878745,0.562615751,0.506878745,0.562615751,0.562615751,0.562615751,0.506878745,0.506878745,0.506878745,0.522132555,0.522132555,0.522132555,0.522132555,0.522132555,0.522132555
2036,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.566549243,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.628973475,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.548974383,0.638560385,0.638560385,0.638560385,0.638560385,0.638560385,0.575330957,0.575330957,0.575330957,0.575330957,0.638560385,0.638560385,0.638560385,0.628973475,0.638560385,0.638560385,0.638560385,0.638560385,0.638560385,0.638560385,0.638560385,0.638560385,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.575330957,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.575330957,0.638560385,0.638560385,0.587683783,0.587683783,0.587683783,0.587683783,0.608005075,0.587683783,0.587683783,0.608005075,0.608005075,0.608005075,0.608005075,0.608005075,0.608005075,0.608005075,0.608005075,0.608005075,0.548974383,0.548974383,0.548974383,0.548974383,0.548974383,0.587683783,0.587683783,0.587683783,0.548974383,0.548974383,0.548974383,0.548974383,0.544410529,0.608005075,0.608005075,0.608005075,0.544410529,0.544410529,0.608005075,0.544410529,0.608005075,0.608005075,0.608005075,0.544410529,0.544410529,0.544410529,0.561654361,0.561654361,0.561654361,0.561654361,0.561654361,0.561654361
2037,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.607159103,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.677962,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.587217811,0.688407499,0.688407499,0.688407499,0.688407499,0.688407499,0.616913228,0.616913228,0.616913228,0.616913228,0.688407499,0.688407499,0.688407499,0.677962,0.688407499,0.688407499,0.688407499,0.688407499,0.688407499,0.688407499,0.688407499,0.688407499,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.616913228,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.616913228,0.688407499,0.688407499,0.630836547,0.630836547,0.630836547,0.630836547,0.654016962,0.630836547,0.630836547,0.654016962,0.654016962,0.654016962,0.654016962,0.654016962,0.654016962,0.654016962,0.654016962,0.654016962,0.587217811,0.587217811,0.587217811,0.587217811,0.587217811,0.630836547,0.630836547,0.630836547,0.587217811,0.587217811,0.587217811,0.587217811,0.582077424,0.654016962,0.654016962,0.654016962,0.582077424,0.582077424,0.654016962,0.582077424,0.654016962,0.654016962,0.654016962,0.582077424,0.582077424,0.582077424,0.601409178,0.601409178,0.601409178,0.601409178,0.601409178,0.601409178
2038,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.648105586,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.727854161,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.625633674,0.739124693,0.739124693,0.739124693,0.739124693,0.739124693,0.658859428,0.658859428,0.658859428,0.658859428,0.739124693,0.739124693,0.739124693,0.727854161,0.739124693,0.739124693,0.739124693,0.739124693,0.739124693,0.739124693,0.739124693,0.739124693,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.658859428,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.658859428,0.739124693,0.739124693,0.674439063,0.674439063,0.674439063,0.674439063,0.700690293,0.674439063,0.674439063,0.700690293,0.700690293,0.700690293,0.700690293,0.700690293,0.700690293,0.700690293,0.700690293,0.700690293,0.625633674,0.625633674,0.625633674,0.625633674,0.625633674,0.674439063,0.674439063,0.674439063,0.625633674,0.625633674,0.625633674,0.625633674,0.61989287,0.700690293,0.700690293,0.700690293,0.61989287,0.61989287,0.700690293,0.61989287,0.700690293,0.700690293,0.700690293,0.61989287,0.61989287,0.61989287,0.641413365,0.641413365,0.641413365,0.641413365,0.641413365,0.641413365
2039,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.689378384,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.778638066,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.664211379,0.790698445,0.790698445,0.790698445,0.790698445,0.790698445,0.701154885,0.701154885,0.701154885,0.701154885,0.790698445,0.790698445,0.790698445,0.778638066,0.790698445,0.790698445,0.790698445,0.790698445,0.790698445,0.790698445,0.790698445,0.790698445,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.701154885,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.701154885,0.790698445,0.790698445,0.718479005,0.718479005,0.718479005,0.718479005,0.748015523,0.718479005,0.718479005,0.748015523,0.748015523,0.748015523,0.748015523,0.748015523,0.748015523,0.748015523,0.748015523,0.748015523,0.664211379,0.664211379,0.664211379,0.664211379,0.664211379,0.718479005,0.718479005,0.718479005,0.664211379,0.664211379,0.664211379,0.664211379,0.65784892,0.748015523,0.748015523,0.748015523,0.65784892,0.65784892,0.748015523,0.65784892,0.748015523,0.748015523,0.748015523,0.65784892,0.65784892,0.65784892,0.681655354,0.681655354,0.681655354,0.681655354,0.681655354,0.681655354
2040,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.731002238,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.830376026,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.702967477,0.843203248,0.843203248,0.843203248,0.843203248,0.843203248,0.743828573,0.743828573,0.743828573,0.743828573,0.843203248,0.843203248,0.843203248,0.830376026,0.843203248,0.843203248,0.843203248,0.843203248,0.843203248,0.843203248,0.843203248,0.843203248,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.743828573,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.743828573,0.843203248,0.843203248,0.762998786,0.762998786,0.762998786,0.762998786,0.796053012,0.762998786,0.762998786,0.796053012,0.796053012,0.796053012,0.796053012,0.796053012,0.796053012,0.796053012,0.796053012,0.796053012,0.702967477,0.702967477,0.702967477,0.702967477,0.702967477,0.762998786,0.762998786,0.762998786,0.702967477,0.702967477,0.702967477,0.702967477,0.695952304,0.796053012,0.796053012,0.796053012,0.695952304,0.695952304,0.796053012,0.695952304,0.796053012,0.796053012,0.796053012,0.695952304,0.695952304,0.695952304,0.722143185,0.722143185,0.722143185,0.722143185,0.722143185,0.722143185
2041,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.77295789,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.882994748,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.741875308,0.896581953,0.896581953,0.896581953,0.896581953,0.896581953,0.786853769,0.786853769,0.786853769,0.786853769,0.896581953,0.896581953,0.896581953,0.882994748,0.896581953,0.896581953,0.896581953,0.896581953,0.896581953,0.896581953,0.896581953,0.896581953,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.786853769,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.786853769,0.896581953,0.896581953,0.807961593,0.807961593,0.807961593,0.807961593,0.844748852,0.807961593,0.807961593,0.844748852,0.844748852,0.844748852,0.844748852,0.844748852,0.844748852,0.844748852,0.844748852,0.844748852,0.741875308,0.741875308,0.741875308,0.741875308,0.741875308,0.807961593,0.807961593,0.807961593,0.741875308,0.741875308,0.741875308,0.741875308,0.734168944,0.844748852,0.844748852,0.844748852,0.734168944,0.734168944,0.844748852,0.734168944,0.844748852,0.844748852,0.844748852,0.734168944,0.734168944,0.734168944,0.762854641,0.762854641,0.762854641,0.762854641,0.762854641,0.762854641
2042,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.815274604,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.936559614,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.780946929,0.950896324,0.950896324,0.950896324,0.950896324,0.950896324,0.830255157,0.830255157,0.830255157,0.830255157,0.950896324,0.950896324,0.950896324,0.936559614,0.950896324,0.950896324,0.950896324,0.950896324,0.950896324,0.950896324,0.950896324,0.950896324,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.830255157,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.830255157,0.950896324,0.950896324,0.853402017,0.853402017,0.853402017,0.853402017,0.894152355,0.853402017,0.853402017,0.894152355,0.894152355,0.894152355,0.894152355,0.894152355,0.894152355,0.894152355,0.894152355,0.894152355,0.780946929,0.780946929,0.780946929,0.780946929,0.780946929,0.853402017,0.853402017,0.853402017,0.780946929,0.780946929,0.780946929,0.780946929,0.77251406,0.894152355,0.894152355,0.894152355,0.77251406,0.77251406,0.894152355,0.77251406,0.894152355,0.894152355,0.894152355,0.77251406,0.77251406,0.77251406,0.803812822,0.803812822,0.803812822,0.803812822,0.803812822,0.803812822
2043,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.857998586,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.991173386,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.82020823,1.006254289,1.006254289,1.006254289,1.006254289,1.006254289,0.874079926,0.874079926,0.874079926,0.874079926,1.006254289,1.006254289,1.006254289,0.991173386,1.006254289,1.006254289,1.006254289,1.006254289,1.006254289,1.006254289,1.006254289,1.006254289,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.874079926,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.874079926,1.006254289,1.006254289,0.899382453,0.899382453,0.899382453,0.899382453,0.944348912,0.899382453,0.899382453,0.944348912,0.944348912,0.944348912,0.944348912,0.944348912,0.944348912,0.944348912,0.944348912,0.944348912,0.82020823,0.82020823,0.82020823,0.82020823,0.82020823,0.899382453,0.899382453,0.899382453,0.82020823,0.82020823,0.82020823,0.82020823,0.811006007,0.944348912,0.944348912,0.944348912,0.811006007,0.811006007,0.944348912,0.811006007,0.944348912,0.944348912,0.944348912,0.811006007,0.811006007,0.811006007,0.845046058,0.845046058,0.845046058,0.845046058,0.845046058,0.845046058
2044,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,0.901129728,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,1.04683974,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.85965643,1.062663766,1.062663766,1.062663766,1.062663766,1.062663766,0.918328582,0.918328582,0.918328582,0.918328582,1.062663766,1.062663766,1.062663766,1.04683974,1.062663766,1.062663766,1.062663766,1.062663766,1.062663766,1.062663766,1.062663766,1.062663766,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.918328582,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.918328582,1.062663766,1.062663766,0.945903686,0.945903686,0.945903686,0.945903686,0.995344622,0.945903686,0.945903686,0.995344622,0.995344622,0.995344622,0.995344622,0.995344622,0.995344622,0.995344622,0.995344622,0.995344622,0.85965643,0.85965643,0.85965643,0.85965643,0.85965643,0.945903686,0.945903686,0.945903686,0.85965643,0.85965643,0.85965643,0.85965643,0.849631769,0.995344622,0.995344622,0.995344622,0.849631769,0.849631769,0.995344622,0.849631769,0.995344622,0.995344622,0.995344622,0.849631769,0.849631769,0.849631769,0.886539192,0.886539192,0.886539192,0.886539192,0.886539192,0.886539192
2045,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,0.944645856,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,1.103514818,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.89927182,1.120069323,1.120069323,1.120069323,1.120069323,1.120069323,0.962974029,0.962974029,0.962974029,0.962974029,1.120069323,1.120069323,1.120069323,1.103514818,1.120069323,1.120069323,1.120069323,1.120069323,1.120069323,1.120069323,1.120069323,1.120069323,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.962974029,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.962974029,1.120069323,1.120069323,0.992927672,0.992927672,0.992927672,0.992927672,1.047095149,0.992927672,0.992927672,1.047095149,1.047095149,1.047095149,1.047095149,1.047095149,1.047095149,1.047095149,1.047095149,1.047095149,0.89927182,0.89927182,0.89927182,0.89927182,0.89927182,0.992927672,0.992927672,0.992927672,0.89927182,0.89927182,0.89927182,0.89927182,0.888371277,1.047095149,1.047095149,1.047095149,0.888371277,0.888371277,1.047095149,0.888371277,1.047095149,1.047095149,1.047095149,0.888371277,0.888371277,0.888371277,0.928267579,0.928267579,0.928267579,0.928267579,0.928267579,0.928267579
2046,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,0.988510422,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.161124375,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,0.939025987,1.17837371,1.17837371,1.17837371,1.17837371,1.17837371,1.007973595,1.007973595,1.007973595,1.007973595,1.17837371,1.17837371,1.17837371,1.161124375,1.17837371,1.17837371,1.17837371,1.17837371,1.17837371,1.17837371,1.17837371,1.17837371,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,1.007973595,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,1.007973595,1.17837371,1.17837371,1.040391666,1.040391666,1.040391666,1.040391666,1.099521754,1.040391666,1.040391666,1.099521754,1.099521754,1.099521754,1.099521754,1.099521754,1.099521754,1.099521754,1.099521754,1.099521754,0.939025987,0.939025987,0.939025987,0.939025987,0.939025987,1.040391666,1.040391666,1.040391666,0.939025987,0.939025987,0.939025987,0.939025987,0.927198055,1.099521754,1.099521754,1.099521754,0.927198055,0.927198055,1.099521754,0.927198055,1.099521754,1.099521754,1.099521754,0.927198055,0.927198055,0.927198055,0.970195984,0.970195984,0.970195984,0.970195984,0.970195984,0.970195984
2047,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.032717205,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.219662242,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,0.978905825,1.237549415,1.237549415,1.237549415,1.237549415,1.237549415,1.053312179,1.053312179,1.053312179,1.053312179,1.237549415,1.237549415,1.237549415,1.219662242,1.237549415,1.237549415,1.237549415,1.237549415,1.237549415,1.237549415,1.237549415,1.237549415,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,1.053312179,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,1.053312179,1.237549415,1.237549415,1.08827569,1.08827569,1.08827569,1.08827569,1.152598424,1.08827569,1.08827569,1.152598424,1.152598424,1.152598424,1.152598424,1.152598424,1.152598424,1.152598424,1.152598424,1.152598424,0.978905825,0.978905825,0.978905825,0.978905825,0.978905825,1.08827569,1.08827569,1.08827569,0.978905825,0.978905825,0.978905825,0.978905825,0.966113671,1.152598424,1.152598424,1.152598424,0.966113671,0.966113671,1.152598424,0.966113671,1.152598424,1.152598424,1.152598424,0.966113671,0.966113671,0.966113671,1.012326139,1.012326139,1.012326139,1.012326139,1.012326139,1.012326139
