"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"p1","s4","wind-ons_9","bin5","cap",383.7091999
"p1","s4","wind-ons_9","bin5","cost",128843.860704019
"p1","s4","wind-ons_10","bin1","cap",120.8196006
"p1","s4","wind-ons_10","bin1","cost",31129.7633113367
"p1","s4","wind-ons_10","bin2","cap",318.8646147
"p1","s4","wind-ons_10","bin2","cost",72109.202260819
"p1","s4","wind-ons_10","bin3","cap",322.5582154
"p1","s4","wind-ons_10","bin3","cost",90026.9677552387
"p1","s4","wind-ons_10","bin4","cap",557.3934345
"p1","s4","wind-ons_10","bin4","cost",120964.743373794
"p1","s4","wind-ons_10","bin5","cap",1505.579522
"p1","s4","wind-ons_10","bin5","cost",154477.238063161
"p1","s4","csp1_1","bin1","cap",8.68968016989529
"p1","s4","csp1_1","bin1","cost",9158.85875940524
"p1","s4","csp1_1","bin2","cap",219.173046684265
"p1","s4","csp1_1","bin2","cost",35228.9025059805
"p1","s4","csp1_1","bin3","cap",337.388929319381
"p1","s4","csp1_1","bin3","cost",133897.295537694
"p1","s4","csp1_1","bin4","cap",382.345933914184
"p1","s4","csp1_1","bin4","cost",141366.264616415
"p1","s4","csp1_1","bin5","cap",445.587494277954
"p1","s4","csp1_1","bin5","cost",152251.668668372
"p1","s4","csp1_2","bin1","cap",174.39704447696
"p1","s4","csp1_2","bin1","cost",6280.50166583478
"p1","s4","csp1_2","bin2","cap",42.0001195907593
"p1","s4","csp1_2","bin2","cost",11798.7952308848
"p1","s4","csp1_2","bin3","cap",629.639770574868
"p1","s4","csp1_2","bin3","cost",15062.8089165402
"p1","s4","csp1_2","bin4","cap",642.251924657821
"p1","s4","csp1_2","bin4","cost",26192.8097191897
"p1","s4","csp1_2","bin5","cap",174.397052955627
"p1","s4","csp1_2","bin5","cost",128677.067941442
"p1","s4","csp1_3","bin1","cap",15.0862507104874
"p1","s4","csp1_3","bin1","cost",6435.01417456935
"p1","s4","csp1_3","bin2","cap",15.4483186244965
"p1","s4","csp1_3","bin2","cost",11798.7952308848
"p1","s4","csp2_1","bin1","cap",8.68968016989529
"p1","s4","csp2_1","bin1","cost",9158.85875940524
"p1","s4","csp2_1","bin2","cap",219.173046684265
"p1","s4","csp2_1","bin2","cost",35228.9025059805
"p1","s4","csp2_1","bin3","cap",337.388929319381
"p1","s4","csp2_1","bin3","cost",133897.295537694
"p1","s4","csp2_1","bin4","cap",382.345933914184
"p1","s4","csp2_1","bin4","cost",141366.264616415
"p1","s4","csp2_1","bin5","cap",445.587494277954
"p1","s4","csp2_1","bin5","cost",152251.668668372
"p1","s4","csp2_2","bin1","cap",174.39704447696
"p1","s4","csp2_2","bin1","cost",6280.50166583478
"p1","s4","csp2_2","bin2","cap",42.0001195907593
"p1","s4","csp2_2","bin2","cost",11798.7952308848
"p1","s4","csp2_2","bin3","cap",629.639770574868
"p1","s4","csp2_2","bin3","cost",15062.8089165402
"p1","s4","csp2_2","bin4","cap",642.251924657821
"p1","s4","csp2_2","bin4","cost",26192.8097191897
"p1","s4","csp2_2","bin5","cap",174.397052955627
"p1","s4","csp2_2","bin5","cost",128677.067941442
"p1","s4","csp2_3","bin1","cap",15.0862507104874
"p1","s4","csp2_3","bin1","cost",6435.01417456935
"p1","s4","csp2_3","bin2","cap",15.4483186244965
"p1","s4","csp2_3","bin2","cost",11798.7952308848
"p1","s4","csp3_1","bin1","cap",8.68968016989529
"p1","s4","csp3_1","bin1","cost",9158.85875940524
"p1","s4","csp3_1","bin2","cap",219.173046684265
"p1","s4","csp3_1","bin2","cost",35228.9025059805
"p1","s4","csp3_1","bin3","cap",337.388929319381
"p1","s4","csp3_1","bin3","cost",133897.295537694
"p1","s4","csp3_1","bin4","cap",382.345933914184
"p1","s4","csp3_1","bin4","cost",141366.264616415
"p1","s4","csp3_1","bin5","cap",445.587494277954
"p1","s4","csp3_1","bin5","cost",152251.668668372
"p1","s4","csp3_2","bin1","cap",174.39704447696
"p1","s4","csp3_2","bin1","cost",6280.50166583478
"p1","s4","csp3_2","bin2","cap",42.0001195907593
"p1","s4","csp3_2","bin2","cost",11798.7952308848
"p1","s4","csp3_2","bin3","cap",629.639770574868
"p1","s4","csp3_2","bin3","cost",15062.8089165402
"p1","s4","csp3_2","bin4","cap",642.251924657821
"p1","s4","csp3_2","bin4","cost",26192.8097191897
"p1","s4","csp3_2","bin5","cap",174.397052955627
"p1","s4","csp3_2","bin5","cost",128677.067941442
"p1","s4","csp3_3","bin1","cap",15.0862507104874
"p1","s4","csp3_3","bin1","cost",6435.01417456935
"p1","s4","csp3_3","bin2","cap",15.4483186244965
"p1","s4","csp3_3","bin2","cost",11798.7952308848
"p1","s4","csp4_1","bin1","cap",8.68968016989529
"p1","s4","csp4_1","bin1","cost",9158.85875940524
"p1","s4","csp4_1","bin2","cap",219.173046684265
"p1","s4","csp4_1","bin2","cost",35228.9025059805
"p1","s4","csp4_1","bin3","cap",337.388929319381
"p1","s4","csp4_1","bin3","cost",133897.295537694
"p1","s4","csp4_1","bin4","cap",382.345933914184
"p1","s4","csp4_1","bin4","cost",141366.264616415
"p1","s4","csp4_1","bin5","cap",445.587494277954
"p1","s4","csp4_1","bin5","cost",152251.668668372
"p1","s4","csp4_2","bin1","cap",174.39704447696
"p1","s4","csp4_2","bin1","cost",6280.50166583478
"p1","s4","csp4_2","bin2","cap",42.0001195907593
"p1","s4","csp4_2","bin2","cost",11798.7952308848
"p1","s4","csp4_2","bin3","cap",629.639770574868
"p1","s4","csp4_2","bin3","cost",15062.8089165402
"p1","s4","csp4_2","bin4","cap",642.251924657821
"p1","s4","csp4_2","bin4","cost",26192.8097191897
"p1","s4","csp4_2","bin5","cap",174.397052955627
"p1","s4","csp4_2","bin5","cost",128677.067941442
"p1","s4","csp4_3","bin1","cap",15.0862507104874
"p1","s4","csp4_3","bin1","cost",6435.01417456935
"p1","s4","csp4_3","bin2","cap",15.4483186244965
"p1","s4","csp4_3","bin2","cost",11798.7952308848
"p1","sk","pumped-hydro","bin1","cap",1150
"p1","sk","pumped-hydro","bin1","cost",1414176.78005097
"p1","sk","pumped-hydro","bin2","cost",398967625
"p1","sk","pumped-hydro","bin3","cost",398967625
"p1","sk","pumped-hydro","bin4","cost",398967625
"p1","sk","pumped-hydro","bin5","cap",750
"p1","sk","pumped-hydro","bin5","cost",2792773.375
"p1","sk","upv_1","bin1","cap",4387.4784
"p1","sk","upv_1","bin1","cost",26901.3651713275
"p1","sk","upv_1","bin2","cap",17814.0384
"p1","sk","upv_1","bin2","cost",78597.2606258618
"p1","sk","upv_1","bin3","cap",20048.3424
"p1","sk","upv_1","bin3","cost",139108.864047789
"p1","sk","upv_1","bin4","cap",23340.1824
"p1","sk","upv_1","bin4","cost",192249.808650975
"p1","sk","upv_1","bin5","cap",16389.7344
"p1","sk","upv_1","bin5","cost",284917.113947052
"p1","sk","upv_2","bin1","cap",42.5088
"p1","sk","upv_2","bin1","cost",22516.0004974034
"p1","sk","upv_2","bin2","cap",25.4016
"p1","sk","upv_2","bin2","cost",54131.8004452708
"p1","sk","upv_2","bin3","cap",417.0528
"p1","sk","upv_2","bin3","cost",90381.6700643499
"p1","sk","upv_2","bin4","cap",1175.2128
"p1","sk","upv_2","bin4","cost",115953.726650172
"p1","sk","upv_2","bin5","cap",568.1664
"p1","sk","upv_2","bin5","cost",165267.00530626
"p1","sk","upv_3","bin1","cap",1746.2304
"p1","sk","upv_3","bin1","cost",12355.2858001435
"p1","sk","upv_3","bin2","cap",210.2112
"p1","sk","upv_3","bin2","cost",29768.8994476789
"p1","sk","upv_3","bin3","cap",1039.6512
"p1","sk","upv_3","bin3","cost",40340.4170651255
"p1","sk","upv_3","bin4","cap",241.5744
"p1","sk","upv_3","bin4","cost",63186.5979447971
"p1","sk","upv_3","bin5","cap",15663.1968
"p1","sk","upv_3","bin5","cost",134747.554466233
"p1","sk","dupv_1","bin1","cap",2178.0576
"p1","sk","dupv_1","bin1","cost",5215.10504739117
"p1","sk","dupv_1","bin2","cap",2649.8016
"p1","sk","dupv_1","bin2","cost",11810.3853648415
"p1","sk","dupv_1","bin3","cap",2282.256
"p1","sk","dupv_1","bin3","cost",19207.2398121894
"p1","sk","dupv_1","bin4","cap",3149.0208
"p1","sk","dupv_1","bin4","cost",37282.5611135988
"p1","sk","dupv_1","bin5","cap",1078.7904
"p1","sk","dupv_1","bin5","cost",87063.3214948175
"p1","sk","dupv_2","bin1","cap",3.888
"p1","sk","dupv_2","bin1","cost",1474.17182080642
"p1","sk","dupv_2","bin2","cap",1.8144
"p1","sk","dupv_2","bin2","cost",2128.83069482113
"p1","sk","dupv_2","bin3","cap",9.3312
"p1","sk","dupv_2","bin3","cost",3205.60080929739
"p1","sk","dupv_2","bin4","cap",4.1472
"p1","sk","dupv_2","bin4","cost",5878.86468505711
"p1","sk","dupv_2","bin5","cap",9.3312
"p1","sk","dupv_2","bin5","cost",12098.3671621848
"p1","sk","dupv_3","bin1","cap",6.48
"p1","sk","dupv_3","bin1","cost",10000.0895392961
"p1","sk","dupv_3","bin2","cap",5.184
"p1","sk","dupv_3","bin2","cost",10798.3425520978
"p1","sk","dupv_3","bin3","cap",43.5456
"p1","sk","dupv_3","bin3","cost",14946.6634666702
"p1","sk","dupv_3","bin4","cap",407.9808
"p1","sk","dupv_3","bin4","cost",23303.4356361314
"p1","sk","dupv_3","bin5","cap",318.816
"p1","sk","dupv_3","bin5","cost",28976.6702905165
"p1","sk","hydD","bin1","cost",4958139.45
"p1","sk","hydD","bin2","cost",5270273.056
"p1","sk","hydD","bin3","cost",5450583.263
"p1","sk","hydD","bin4","cost",5594413.561
"p1","sk","hydD","bin5","cost",5686211.85
"p1","sk","hydND","bin1","cap",102
"p1","sk","hydND","bin1","cost",4958139.45
"p1","sk","hydND","bin2","cap",97
"p1","sk","hydND","bin2","cost",5270273.056
"p1","sk","hydND","bin3","cap",98
"p1","sk","hydND","bin3","cost",5450583.263
"p1","sk","hydND","bin4","cap",100
"p1","sk","hydND","bin4","cost",5594413.561
"p1","sk","hydND","bin5","cap",97
"p1","sk","hydND","bin5","cost",5686211.85
"p1","sk","hydSD","bin1","cost",5823131.682
"p1","sk","hydSD","bin2","cost",5916840.809
"p1","sk","hydSD","bin3","cost",5995070.623
"p1","sk","hydSD","bin4","cost",6073101.917
"p1","sk","hydSD","bin5","cost",6226834.824
"p1","sk","hydSND","bin1","cap",97
"p1","sk","hydSND","bin1","cost",5823131.682
"p1","sk","hydSND","bin2","cap",95
"p1","sk","hydSND","bin2","cost",5916840.809
"p1","sk","hydSND","bin3","cap",95
"p1","sk","hydSND","bin3","cost",5995070.623
"p1","sk","hydSND","bin4","cap",95
"p1","sk","hydSND","bin4","cost",6073101.917
"p1","sk","hydSND","bin5","cap",94
"p1","sk","hydSND","bin5","cost",6226834.824
"p1","sk","hydUD","bin1","cap",130
"p1","sk","hydUD","bin1","cost",755802.5965
"p1","sk","hydUD","bin2","cap",45
"p1","sk","hydUD","bin2","cost",932300.0959
"p1","sk","hydUD","bin3","cap",39
"p1","sk","hydUD","bin3","cost",1100627.354
"p1","sk","hydUD","bin4","cap",10
"p1","sk","hydUD","bin4","cost",1237626.054
"p1","sk","hydUD","bin5","cap",8
"p1","sk","hydUD","bin5","cost",1554391.033
"p1","sk","hydUND","bin1","cap",63
"p1","sk","hydUND","bin1","cost",872323.5693
"p1","sk","hydUND","bin2","cap",6
"p1","sk","hydUND","bin2","cost",1330988.359
"p1","sk","hydUND","bin3","cap",3
"p1","sk","hydUND","bin3","cost",1456263.971
"p1","sk","hydUND","bin4","cap",2
"p1","sk","hydUND","bin4","cost",1731949.228
"p1","sk","hydUND","bin5","cap",1
"p1","sk","hydUND","bin5","cost",2191136.524
"p1","sk","hydNPD","bin1","cost",2196886.724
"p1","sk","hydNPD","bin2","cost",2783084.404
"p1","sk","hydNPD","bin3","cost",4280947.88
"p1","sk","hydNPD","bin4","cost",4486250.93
"p1","sk","hydNPD","bin5","cost",4912817.557
"p1","sk","hydNPND","bin1","cap",48
"p1","sk","hydNPND","bin1","cost",2196886.724
"p1","sk","hydNPND","bin2","cap",14
"p1","sk","hydNPND","bin2","cost",2783084.404
"p1","sk","hydNPND","bin3","cap",7
"p1","sk","hydNPND","bin3","cost",4280947.88
"p1","sk","hydNPND","bin4","cap",4
"p1","sk","hydNPND","bin4","cost",4486250.93
"p1","sk","hydNPND","bin5","cap",3
"p1","sk","hydNPND","bin5","cost",4912817.557
"p1","sk","deep-egs_pbinary_1","bin1","cap",371.8061
"p1","sk","deep-egs_pbinary_1","bin1","cost",46419994.3799424
"p1","sk","deep-egs_pbinary_2","bin1","cap",2452.2526
"p1","sk","deep-egs_pbinary_2","bin1","cost",55409037.0715365
"p1","sk","deep-egs_pbinary_3","bin1","cap",59.934
"p1","sk","deep-egs_pbinary_3","bin1","cost",62123800.0417839
"p1","sk","deep-egs_pbinary_4","bin1","cap",3670.8761
"p1","sk","deep-egs_pbinary_4","bin1","cost",75380489.2788895
"p1","sk","deep-egs_pbinary_5","bin1","cap",1149.2637
"p1","sk","deep-egs_pbinary_5","bin1","cost",90594587.7280545
"p1","sk","deep-egs_pflash_1","bin1","cap",4.571623171
"p1","sk","deep-egs_pflash_1","bin1","cost",33847573.0178719
"p1","sk","deep-egs_pflash_2","bin1","cap",724.805
"p1","sk","deep-egs_pflash_2","bin1","cost",43056172.142039
"p1","sk","geohydro_pbinary_1","bin1","cap",22.7
"p1","sk","geohydro_pbinary_1","bin1","cost",12490820.9781411
"p1","sk","undisc_pbinary_1","bin1","cap",73.9944
"p1","sk","undisc_pbinary_1","bin1","cost",12496003.7139484
"p2","s1","wind-ofs_5","bin1","cap",1116
"p2","s1","wind-ofs_5","bin1","cost",154950.510825906
"p2","s1","wind-ofs_5","bin2","cap",1339.2
"p2","s1","wind-ofs_5","bin2","cost",332046.169588548
"p2","s1","wind-ofs_5","bin3","cap",669.6
"p2","s1","wind-ofs_5","bin3","cost",437832.151832002
"p2","s1","wind-ofs_5","bin4","cap",892.8
"p2","s1","wind-ofs_5","bin4","cost",531369.862045335
"p2","s1","wind-ofs_5","bin5","cap",1785.6
"p2","s1","wind-ofs_5","bin5","cost",702084.817395226
"p2","s1","wind-ofs_12","bin1","cap",1015.2
"p2","s1","wind-ofs_12","bin1","cost",235169.917290931
"p2","s1","wind-ofs_12","bin2","cap",1422
"p2","s1","wind-ofs_12","bin2","cost",351659.225215127
"p2","s1","wind-ofs_12","bin3","cap",2275.2
"p2","s1","wind-ofs_12","bin3","cost",439610.36713916
"p2","s1","wind-ofs_12","bin4","cap",2559.6
"p2","s1","wind-ofs_12","bin4","cost",525122.227808363
"p2","s1","wind-ofs_12","bin5","cap",2275.2
"p2","s1","wind-ofs_12","bin5","cost",641130.588409854
"p2","s1","wind-ofs_13","bin1","cap",1969.2
"p2","s1","wind-ofs_13","bin1","cost",426201.563299226
"p2","s1","wind-ofs_13","bin2","cap",2844
"p2","s1","wind-ofs_13","bin2","cost",559981.411041151
"p2","s1","wind-ofs_13","bin3","cap",2559.6
"p2","s1","wind-ofs_13","bin3","cost",656097.533931829
"p2","s1","wind-ofs_13","bin4","cap",3412.8
"p2","s1","wind-ofs_13","bin4","cost",730854.446138547
"p2","s1","wind-ofs_13","bin5","cap",3697.2
"p2","s1","wind-ofs_13","bin5","cost",808213.985276188
"p2","s1","wind-ofs_14","bin1","cap",1116
"p2","s1","wind-ofs_14","bin1","cost",290212.803342963
"p2","s1","wind-ofs_14","bin2","cap",2091.6
"p2","s1","wind-ofs_14","bin2","cost",660445.248347155
"p2","s1","wind-ofs_14","bin3","cap",4773.6
"p2","s1","wind-ofs_14","bin3","cost",784485.492618234
"p2","s1","wind-ofs_14","bin4","cap",2275.2
"p2","s1","wind-ofs_14","bin4","cost",925569.257957388
"p2","s1","wind-ofs_14","bin5","cap",1137.6
"p2","s1","wind-ofs_14","bin5","cost",975718.10467896
"p2","s1","wind-ofs_15","bin1","cap",187.2
"p2","s1","wind-ofs_15","bin1","cost",145456.633959821
"p2","s1","wind-ofs_15","bin2","cap",223.2
"p2","s1","wind-ofs_15","bin2","cost",421372.994847366
"p2","s1","wind-ons_7","bin1","cap",9.64710027
"p2","s1","wind-ons_7","bin1","cost",18452.1711058233
"p2","s1","wind-ons_7","bin2","cap",36.32849979
"p2","s1","wind-ons_7","bin2","cost",36371.8703564162
"p2","s1","wind-ons_7","bin3","cap",0.024300001
"p2","s1","wind-ons_7","bin3","cost",50837.6184146326
"p2","s1","wind-ons_7","bin4","cap",13.45005101
"p2","s1","wind-ons_7","bin4","cost",90154.0353880054
"p2","s1","wind-ons_7","bin5","cap",124.792654
"p2","s1","wind-ons_7","bin5","cost",221588.947013914
"p2","s1","wind-ons_8","bin1","cap",233.450103
"p2","s1","wind-ons_8","bin1","cost",19154.9853627503
"p2","s1","wind-ons_8","bin2","cap",327.7705578
"p2","s1","wind-ons_8","bin2","cost",45837.4550090315
"p2","s1","wind-ons_8","bin3","cap",408.5073083
"p2","s1","wind-ons_8","bin3","cost",73148.0187059499
"p2","s1","wind-ons_8","bin4","cap",509.0850192
"p2","s1","wind-ons_8","bin4","cost",117998.82910961
"p2","s1","wind-ons_8","bin5","cap",306.5080612
"p2","s1","wind-ons_8","bin5","cost",241494.905997006
"p2","s1","wind-ons_9","bin1","cap",339.5925145
"p2","s1","wind-ons_9","bin1","cost",24063.9991070428
"p2","s1","wind-ons_9","bin2","cap",1075.177842
"p2","s1","wind-ons_9","bin2","cost",92065.8576804471
"p2","s1","wind-ons_9","bin3","cap",1383.16824
"p2","s1","wind-ons_9","bin3","cost",160248.123970348
"p2","s1","wind-ons_9","bin4","cap",985.559436
"p2","s1","wind-ons_9","bin4","cost",209239.659844026
"p2","s1","wind-ons_9","bin5","cap",1320.899487
"p2","s1","wind-ons_9","bin5","cost",267143.163336654
"p2","s1","wind-ons_10","bin1","cap",144.317706
"p2","s1","wind-ons_10","bin1","cost",29697.8494236469
"p2","s1","wind-ons_10","bin2","cap",925.8664845
"p2","s1","wind-ons_10","bin2","cost",85268.3372431809
"p2","s1","wind-ons_10","bin3","cap",529.351215
"p2","s1","wind-ons_10","bin3","cost",130033.649797021
"p2","s1","wind-ons_10","bin4","cap",1258.387707
"p2","s1","wind-ons_10","bin4","cost",192143.040065205
"p2","s1","wind-ons_10","bin5","cap",1075.287197
"p2","s1","wind-ons_10","bin5","cost",252237.534232356
"p2","s5","wind-ons_1","bin1","cost",746.753146189836
"p2","s5","wind-ons_1","bin2","cost",11202.6703106932
"p2","s5","wind-ons_1","bin3","cost",12112.4458536989
"p2","s5","wind-ons_1","bin4","cost",13505.796959647
"p2","s5","wind-ons_1","bin5","cap",4.79000003578145E-7
"p2","s5","wind-ons_1","bin5","cost",14122.4507401954
"p2","s5","wind-ons_2","bin1","cost",11191.6037986927
"p2","s5","wind-ons_2","bin2","cost",17339.8923917111
"p2","s5","wind-ons_3","bin1","cost",11436.8299402819
"p2","s5","wind-ons_4","bin1","cap",1.11999999941048E-7
"p2","s5","wind-ons_4","bin1","cost",7381.78389830696
"p2","s5","wind-ons_5","bin1","cost",11268.5612638445
"p2","s5","wind-ons_5","bin2","cap",7.10000001902245E-7
"p2","s5","wind-ons_5","bin2","cost",21148.9413715275
"p2","s5","wind-ons_6","bin1","cost",4753.47296590617
"p2","s5","wind-ons_6","bin2","cost",10318.4870595392
"p2","s5","wind-ons_6","bin3","cost",11233.2502419994
"p2","s5","wind-ons_6","bin4","cost",11317.5441585191
"p2","s5","wind-ons_6","bin5","cap",2.16199999947264E-6
"p2","s5","wind-ons_6","bin5","cost",63100.6257321178
"p2","s5","wind-ons_7","bin1","cost",12087.5144119063
"p2","s5","wind-ons_7","bin2","cost",19714.0590239205
"p2","s5","wind-ons_7","bin3","cap",396.398478
"p2","s5","wind-ons_7","bin3","cost",29271.6623889317
"p2","s5","wind-ons_7","bin4","cap",218.8944225
"p2","s5","wind-ons_7","bin4","cost",41381.1199145916
"p2","s5","wind-ons_7","bin5","cap",174.1581143
"p2","s5","wind-ons_7","bin5","cost",81023.674728934
"p2","s5","wind-ons_8","bin1","cap",1252.154826
"p2","s5","wind-ons_8","bin1","cost",18564.9454571894
"p2","s5","wind-ons_8","bin2","cap",773.8214141
"p2","s5","wind-ons_8","bin2","cost",40323.2920030375
"p2","s5","wind-ons_8","bin3","cap",1408.950596
"p2","s5","wind-ons_8","bin3","cost",77531.4715148659
"p2","s5","wind-ons_8","bin4","cap",1059.78388
"p2","s5","wind-ons_8","bin4","cost",128113.556024665
"p2","s5","wind-ons_8","bin5","cap",288.6232853
"p2","s5","wind-ons_8","bin5","cost",232035.29192213
"p2","s5","wind-ons_9","bin1","cap",836.04153
"p2","s5","wind-ons_9","bin1","cost",23041.2133046148
"p2","s5","wind-ons_9","bin2","cap",1292.310497
"p2","s5","wind-ons_9","bin2","cost",65082.2482497583
"p2","s5","wind-ons_9","bin3","cap",1778.347053
"p2","s5","wind-ons_9","bin3","cost",121521.5247046
"p2","s5","wind-ons_9","bin4","cap",2925.76887
"p2","s5","wind-ons_9","bin4","cost",174645.027902957
"p2","s5","wind-ons_9","bin5","cap",1348.443624
"p2","s5","wind-ons_9","bin5","cost",239011.875838919
"p2","s5","wind-ons_10","bin1","cap",265.8055586
"p2","s5","wind-ons_10","bin1","cost",41798.6867097661
"p2","s5","wind-ons_10","bin2","cap",1661.087309
"p2","s5","wind-ons_10","bin2","cost",85853.4672132409
"p2","s5","wind-ons_10","bin3","cap",4375.324709
"p2","s5","wind-ons_10","bin3","cost",132489.262982594
"p2","s5","wind-ons_10","bin4","cap",6040.907714
"p2","s5","wind-ons_10","bin4","cost",168459.28175023
"p2","s5","wind-ons_10","bin5","cap",4371.205982
"p2","s5","wind-ons_10","bin5","cost",215693.024977469
"p2","s5","csp1_1","bin1","cap",19.0690208554267
"p2","s5","csp1_1","bin1","cost",9253.25078842239
"p2","s5","csp1_1","bin2","cap",22.5690308213234
"p2","s5","csp1_1","bin2","cost",17065.4946106968
"p2","s5","csp1_1","bin3","cap",55.4570564731955
"p2","s5","csp1_1","bin3","cost",57454.8777471754
"p2","s5","csp1_1","bin4","cap",92.0864699602127
"p2","s5","csp1_1","bin4","cost",100974.501501009
"p2","s5","csp1_1","bin5","cap",294.483599090576
"p2","s5","csp1_1","bin5","cost",267488.307728114
"p2","s5","csp1_2","bin1","cap",1270.26229051221
"p2","s5","csp1_2","bin1","cost",23381.071609018
"p2","s5","csp1_2","bin2","cap",1322.88316010237
