r,szn,HDD-CDD,t,Value
p1,wint,cdd,2012,0.0
p1,wint,cdd,2014,0.0
p1,wint,cdd,2016,0.0
p1,wint,cdd,2018,0.0
p1,wint,cdd,2020,0.0
p1,wint,cdd,2022,0.0
p1,wint,cdd,2024,0.0
p1,wint,cdd,2026,0.0
p1,wint,cdd,2028,0.0
p1,wint,cdd,2030,0.0
p1,wint,cdd,2032,0.0
p1,wint,cdd,2034,0.0
p1,wint,cdd,2036,0.0
p1,wint,cdd,2038,0.0
p1,wint,cdd,2040,0.0
p1,wint,cdd,2042,0.0
p1,wint,cdd,2044,0.0
p1,wint,cdd,2046,0.0
p1,wint,cdd,2048,0.0
p1,wint,cdd,2050,0.0
p1,wint,hdd,2010,1956.71178549
p1,wint,hdd,2012,1949.48531673
p1,wint,hdd,2014,1937.5025253
p1,wint,hdd,2016,1918.8745161
p1,wint,hdd,2018,1902.55388477
p1,wint,hdd,2020,1900.29609258
p1,wint,hdd,2022,1890.62018953
p1,wint,hdd,2024,1883.29440945
p1,wint,hdd,2026,1869.02623861
p1,wint,hdd,2028,1859.05865136
p1,wint,hdd,2030,1832.51793262
p1,wint,hdd,2032,1799.8558869000003
p1,wint,hdd,2034,1796.94271844
p1,wint,hdd,2036,1794.29992404
p1,wint,hdd,2038,1789.87544271
p1,wint,hdd,2040,1763.34445855
p1,wint,hdd,2042,1761.30246779
p1,wint,hdd,2044,1745.84219124
p1,wint,hdd,2046,1724.73575501
p1,wint,hdd,2048,1706.93462943
p1,wint,hdd,2050,1696.82045818
p2,spri,cdd,2010,5.63307972232
p2,spri,cdd,2012,4.52137491214
p2,spri,cdd,2014,4.532239403969999
p2,spri,cdd,2016,4.5798319771800005
p2,spri,cdd,2018,4.94476868742
p2,spri,cdd,2020,4.97800116748
p2,spri,cdd,2022,5.02679697494
p2,spri,cdd,2024,5.04222213792
p2,spri,cdd,2026,4.58720442498
p2,spri,cdd,2028,3.2178900326899997
p2,spri,cdd,2030,3.65195640384
p2,spri,cdd,2032,4.42263836077
p2,spri,cdd,2034,4.48950212284
p2,spri,cdd,2036,5.20094065294
p2,spri,cdd,2038,5.529868437509999
p2,spri,cdd,2040,6.12424919201
p2,spri,cdd,2042,5.45898161908
p2,spri,cdd,2044,6.1433543968199995
p2,spri,cdd,2046,7.170373551619999
p2,spri,cdd,2048,8.46051917445
p2,spri,cdd,2050,8.50601645038
p2,spri,hdd,2010,736.94146751
p2,spri,hdd,2012,727.19559161
p2,spri,hdd,2014,726.131247
p2,spri,hdd,2016,706.0710965860001
p2,spri,hdd,2018,694.308178337
p2,spri,hdd,2020,693.962596085
p2,spri,hdd,2022,699.299322987
p2,spri,hdd,2024,691.4381045169999
p2,spri,hdd,2026,697.5568969789999
p2,spri,hdd,2028,693.7169547469999
p2,spri,hdd,2030,675.187990887
p2,spri,hdd,2032,664.597417036
p2,spri,hdd,2034,662.012192296
p2,spri,hdd,2036,665.545898094
p2,spri,hdd,2038,669.0675616880001
p2,spri,hdd,2040,655.721430068
p2,spri,hdd,2042,639.088613258
p2,spri,hdd,2044,629.45796628
p2,spri,hdd,2046,619.124085013
p2,spri,hdd,2048,602.505950357
p2,spri,hdd,2050,597.859732444
p2,summ,cdd,2010,110.383286521
p2,summ,cdd,2012,117.919720577
p2,summ,cdd,2014,124.252890895
p2,summ,cdd,2016,131.67573411
p2,summ,cdd,2018,140.632160978
p2,summ,cdd,2020,148.872354617
p2,summ,cdd,2022,150.905917495
p2,summ,cdd,2024,159.513284673
p2,summ,cdd,2026,168.13997343100002
p2,summ,cdd,2028,167.342792946
p2,summ,cdd,2030,175.79389367
p2,summ,cdd,2032,174.341351576
p2,summ,cdd,2034,175.343814431
p2,summ,cdd,2036,181.84078181900003
p2,summ,cdd,2038,186.374209733
p2,summ,cdd,2040,193.82891294599997
p2,summ,cdd,2042,203.867261224
p2,summ,cdd,2044,213.24965899400001
p2,summ,cdd,2046,221.44326351400002
p2,summ,cdd,2048,243.514516056
p2,summ,cdd,2050,259.571116782
p2,summ,hdd,2010,114.621266479
p2,summ,hdd,2012,109.14688845799999
p2,summ,hdd,2014,109.052996103
p2,summ,hdd,2016,105.325281082
p2,summ,hdd,2018,101.828627109
p2,summ,hdd,2020,90.32920804209999
p2,summ,hdd,2022,88.9647572815
p2,summ,hdd,2024,83.9139763928
p2,summ,hdd,2026,83.1602358084
p2,summ,hdd,2028,79.7638697229
p2,summ,hdd,2030,77.3101819291
p2,summ,hdd,2032,75.0305987869
p2,summ,hdd,2034,73.3938382864
p2,summ,hdd,2036,65.4359743169
p2,summ,hdd,2038,62.8185441861
p2,summ,hdd,2040,63.8707878475
p2,summ,hdd,2042,60.629709758000004
p2,summ,hdd,2044,59.85168812770001
p2,summ,hdd,2046,53.3941395242
p2,summ,hdd,2048,47.720446610699994
p2,summ,hdd,2050,43.478525437200005
p2,fall,cdd,2010,8.09061178897
p2,fall,cdd,2012,12.402029085799999
p2,fall,cdd,2014,13.3190047666
p2,fall,cdd,2016,13.9118041695
p2,fall,cdd,2018,15.1621975496
p2,fall,cdd,2020,16.5698801894
p2,fall,cdd,2022,18.1770270725
p2,fall,cdd,2024,23.6876593081
p2,fall,cdd,2026,25.2365391258
p2,fall,cdd,2028,26.9920731358
p2,fall,cdd,2030,29.5255139186
p2,fall,cdd,2032,26.3580235371
p2,fall,cdd,2034,26.6640151079
p2,fall,cdd,2036,29.1661156339
p2,fall,cdd,2038,29.4760886156
p2,fall,cdd,2040,30.716419228499998
p2,fall,cdd,2042,32.5786088682
p2,fall,cdd,2044,36.1012901169
p2,fall,cdd,2046,38.0231349774
p2,fall,cdd,2048,39.4420599177
p2,fall,cdd,2050,43.757894624399995
p2,fall,hdd,2010,335.945739551
p2,fall,hdd,2012,316.804275624
p2,fall,hdd,2014,302.588405652
p2,fall,hdd,2016,300.899721904
p2,fall,hdd,2018,297.433346514
p2,fall,hdd,2020,287.62540575400004
p2,fall,hdd,2022,286.924311713
p2,fall,hdd,2024,273.21257999200003
p2,fall,hdd,2026,262.322215457
p2,fall,hdd,2028,265.481826329
p2,fall,hdd,2030,258.92441233
p2,fall,hdd,2032,265.24684226
p2,fall,hdd,2034,270.065023212
p2,fall,hdd,2036,263.050451204
p2,fall,hdd,2038,254.977281035
p2,fall,hdd,2040,252.845835108
p2,fall,hdd,2042,242.52059403599998
p2,fall,hdd,2044,237.733330375
p2,fall,hdd,2046,230.74418000400001
p2,fall,hdd,2048,217.080944825
p2,fall,hdd,2050,208.899279525
p2,wint,cdd,2010,0.0
p2,wint,cdd,2012,0.0
p2,wint,cdd,2014,0.0
p2,wint,cdd,2016,0.0
p2,wint,cdd,2018,0.0
p2,wint,cdd,2020,0.0
p2,wint,cdd,2022,0.0
p2,wint,cdd,2024,0.0
p2,wint,cdd,2026,0.0
p2,wint,cdd,2028,0.0
p2,wint,cdd,2030,0.0
p2,wint,cdd,2032,0.0
p2,wint,cdd,2034,0.0
p2,wint,cdd,2036,0.0
p2,wint,cdd,2038,0.0
p2,wint,cdd,2040,0.0
p2,wint,cdd,2042,0.0
p2,wint,cdd,2044,0.0
p2,wint,cdd,2046,0.0
p2,wint,cdd,2048,0.0
p2,wint,cdd,2050,0.0
p2,wint,hdd,2010,1760.43311099
p2,wint,hdd,2012,1755.3854741
p2,wint,hdd,2014,1740.28191694
p2,wint,hdd,2016,1718.12992885
p2,wint,hdd,2018,1703.6688258000001
p2,wint,hdd,2020,1695.91809102
p2,wint,hdd,2022,1685.43404794
p2,wint,hdd,2024,1676.2483105000001
p2,wint,hdd,2026,1663.34507728
p2,wint,hdd,2028,1654.0582794000002
p2,wint,hdd,2030,1625.2778709000002
p2,wint,hdd,2032,1591.80717313
p2,wint,hdd,2034,1590.75138751
p2,wint,hdd,2036,1590.69243715
p2,wint,hdd,2038,1585.61479525
p2,wint,hdd,2040,1563.87404236
p2,wint,hdd,2042,1559.3794287
p2,wint,hdd,2044,1542.73867799
p2,wint,hdd,2046,1521.53105175
p2,wint,hdd,2048,1500.93402086
p2,wint,hdd,2050,1493.11473797
p3,spri,cdd,2010,5.90230822023
p3,spri,cdd,2012,5.127329511919999
p3,spri,cdd,2014,4.56280519693
p3,spri,cdd,2016,4.6773417765800005
p3,spri,cdd,2018,5.7758113804999995
p3,spri,cdd,2020,5.85875346465
p3,spri,cdd,2022,6.01710765426
p3,spri,cdd,2024,6.49532292229
p3,spri,cdd,2026,6.07894871528
p3,spri,cdd,2028,4.11917424367
p3,spri,cdd,2030,4.53791515328
p3,spri,cdd,2032,5.76069967371
p3,spri,cdd,2034,5.704819255249999
p3,spri,cdd,2036,5.7725075799
p3,spri,cdd,2038,5.705438481640001
p3,spri,cdd,2040,5.93095646085
p3,spri,cdd,2042,5.70950106538
p3,spri,cdd,2044,6.610422521259999
p3,spri,cdd,2046,7.719080935599999
p3,spri,cdd,2048,9.69973699732
p3,spri,cdd,2050,9.33985239587
p3,spri,hdd,2010,853.68176124
p3,spri,hdd,2012,845.876002269
p3,spri,hdd,2014,848.007344631
p3,spri,hdd,2016,823.0255378410001
p3,spri,hdd,2018,806.3275777760001
p3,spri,hdd,2020,809.8177655039999
p3,spri,hdd,2022,822.31594371
p3,spri,hdd,2024,808.9118667710001
p3,spri,hdd,2026,819.438554267
p3,spri,hdd,2028,812.289339572
p3,spri,hdd,2030,794.341704554
p3,spri,hdd,2032,782.5690679960001
p3,spri,hdd,2034,780.714311105
p3,spri,hdd,2036,787.1089223089999
p3,spri,hdd,2038,790.6537372060001
p3,spri,hdd,2040,775.3358567160001
p3,spri,hdd,2042,751.097731745
p3,spri,hdd,2044,741.92083096
p3,spri,hdd,2046,727.497175383
p3,spri,hdd,2048,706.819667185
p3,spri,hdd,2050,701.983842474
p3,summ,cdd,2010,187.428079939
p3,summ,cdd,2012,196.284516345
p3,summ,cdd,2014,202.45908095099998
p3,summ,cdd,2016,216.10015082200002
p3,summ,cdd,2018,222.233998294
p3,summ,cdd,2020,235.10903537
p3,summ,cdd,2022,235.739750152
p3,summ,cdd,2024,252.092898418
p3,summ,cdd,2026,265.760219509
p3,summ,cdd,2028,270.682594504
p3,summ,cdd,2030,274.313638858
p3,summ,cdd,2032,274.405442421
p3,summ,cdd,2034,274.697259541
p3,summ,cdd,2036,278.971764518
p3,summ,cdd,2038,288.253446879
p3,summ,cdd,2040,304.871529319
p3,summ,cdd,2042,319.89503237
p3,summ,cdd,2044,330.957029561
p3,summ,cdd,2046,342.583740208
p3,summ,cdd,2048,365.279294504
p3,summ,cdd,2050,388.146404553
p3,summ,hdd,2010,105.832128876
p3,summ,hdd,2012,100.332530799
p3,summ,hdd,2014,101.50526317799999
p3,summ,hdd,2016,99.7841313833
p3,summ,hdd,2018,95.3440394459
p3,summ,hdd,2020,81.2641238467
p3,summ,hdd,2022,76.68387658350001
p3,summ,hdd,2024,72.3896178558
p3,summ,hdd,2026,69.89500933560001
p3,summ,hdd,2028,66.839357402
p3,summ,hdd,2030,67.3864198774
p3,summ,hdd,2032,64.7694536962
p3,summ,hdd,2034,62.2729162983
p3,summ,hdd,2036,55.3660045232
p3,summ,hdd,2038,54.19436272
p3,summ,hdd,2040,56.997739066499996
p3,summ,hdd,2042,55.4113747145
p3,summ,hdd,2044,55.063857865500005
p3,summ,hdd,2046,50.9264127525
p3,summ,hdd,2048,46.261918471099996
p3,summ,hdd,2050,42.4224812996
p3,fall,cdd,2010,6.289717942030001
p3,fall,cdd,2012,10.6930744627
p3,fall,cdd,2014,11.453930186300001
p3,fall,cdd,2016,11.7207173344
p3,fall,cdd,2018,12.4691017368
p3,fall,cdd,2020,13.7680747437
p3,fall,cdd,2022,16.3199371464
p3,fall,cdd,2024,23.838826645900003
p3,fall,cdd,2026,25.1969218572
p3,fall,cdd,2028,28.7292108087
p3,fall,cdd,2030,31.8846210898
p3,fall,cdd,2032,28.3733223793
p3,fall,cdd,2034,28.4344788227
p3,fall,cdd,2036,33.6119625055
p3,fall,cdd,2038,35.377653078899996
p3,fall,cdd,2040,37.4896302953
p3,fall,cdd,2042,38.579738718899996
p3,fall,cdd,2044,39.855872558099996
p3,fall,cdd,2046,41.1129062872
p3,fall,cdd,2048,41.656724621100004
p3,fall,cdd,2050,47.2216583613
p3,fall,hdd,2010,436.641559115
p3,fall,hdd,2012,410.64123338800005
p3,fall,hdd,2014,394.514795496
p3,fall,hdd,2016,393.15167773300004
p3,fall,hdd,2018,387.48893355800004
p3,fall,hdd,2020,376.242403066
p3,fall,hdd,2022,376.137708465
p3,fall,hdd,2024,361.477832226
p3,fall,hdd,2026,346.839434301
p3,fall,hdd,2028,346.74080385300005
p3,fall,hdd,2030,340.504904465
p3,fall,hdd,2032,350.91750316099996
p3,fall,hdd,2034,359.46263671599996
p3,fall,hdd,2036,349.35517370599996
p3,fall,hdd,2038,342.476455609
p3,fall,hdd,2040,341.255773186
p3,fall,hdd,2042,328.10880323099997
p3,fall,hdd,2044,320.859730117
p3,fall,hdd,2046,315.427525426
p3,fall,hdd,2048,301.84650628
p3,fall,hdd,2050,291.495635855
p3,wint,cdd,2010,0.0
p3,wint,cdd,2012,0.0
p3,wint,cdd,2014,0.0
p3,wint,cdd,2016,0.0
p3,wint,cdd,2018,0.0
p3,wint,cdd,2020,0.0
p3,wint,cdd,2022,0.0
p3,wint,cdd,2024,0.0
p3,wint,cdd,2026,0.0
p3,wint,cdd,2028,0.0
p3,wint,cdd,2030,0.0
p3,wint,cdd,2032,0.0
p3,wint,cdd,2034,0.0
p3,wint,cdd,2036,0.0
p3,wint,cdd,2038,0.0
p3,wint,cdd,2040,0.0
p3,wint,cdd,2042,0.0
p3,wint,cdd,2044,0.0
p3,wint,cdd,2046,0.0
p3,wint,cdd,2048,0.0
p3,wint,cdd,2050,0.0
p3,wint,hdd,2010,2290.52541954
p3,wint,hdd,2012,2288.40785701
p3,wint,hdd,2014,2278.69068837
p3,wint,hdd,2016,2258.79662081
p3,wint,hdd,2018,2236.22012321
p3,wint,hdd,2020,2232.60667606
p3,wint,hdd,2022,2223.0539804
p3,wint,hdd,2024,2214.58801862
p3,wint,hdd,2026,2193.77724732
p3,wint,hdd,2028,2183.75740642
p3,wint,hdd,2030,2149.14287675
p3,wint,hdd,2032,2109.98810624
p3,wint,hdd,2034,2106.98821713
p3,wint,hdd,2036,2105.69629954
p3,wint,hdd,2038,2101.31551873
p3,wint,hdd,2040,2074.31311661
p3,wint,hdd,2042,2076.5684688
p3,wint,hdd,2044,2061.83705472
p3,wint,hdd,2046,2041.26001145
p3,wint,hdd,2048,2024.88679451
p3,wint,hdd,2050,2021.17288461
p4,spri,cdd,2010,30.4522209784
p4,spri,cdd,2012,27.378798768400003
p4,spri,cdd,2014,25.5100806748
p4,spri,cdd,2016,27.0102410765
p4,spri,cdd,2018,28.5789311792
p4,spri,cdd,2020,28.2121086694
p4,spri,cdd,2022,28.0144034644
p4,spri,cdd,2024,28.987862306100002
p4,spri,cdd,2026,29.2650032377
p4,spri,cdd,2028,22.703745546999997
p4,spri,cdd,2030,21.8346615801
p4,spri,cdd,2032,24.8591514249
p4,spri,cdd,2034,24.764326552100002
p4,spri,cdd,2036,25.0377324764
p4,spri,cdd,2038,24.5441056608
p4,spri,cdd,2040,25.6708772248
p4,spri,cdd,2042,25.0634557959
p4,spri,cdd,2044,27.793220851100003
p4,spri,cdd,2046,29.4311942258
p4,spri,cdd,2048,34.09621975
p4,spri,cdd,2050,34.9828213969
p4,spri,hdd,2010,586.635229233
p4,spri,hdd,2012,575.673369523
p4,spri,hdd,2014,574.210616724
p4,spri,hdd,2016,549.368636141
p4,spri,hdd,2018,536.318251133
p4,spri,hdd,2020,540.340759987
p4,spri,hdd,2022,549.2891923
p4,spri,hdd,2024,538.296587751
p4,spri,hdd,2026,548.877102317
p4,spri,hdd,2028,538.463378004
p4,spri,hdd,2030,519.159222472
p4,spri,hdd,2032,508.00888328699995
p4,spri,hdd,2034,507.457022507
p4,spri,hdd,2036,513.3871878140001
p4,spri,hdd,2038,515.483089007
p4,spri,hdd,2040,501.798687594
p4,spri,hdd,2042,480.67420796
p4,spri,hdd,2044,472.96940535
p4,spri,hdd,2046,459.178424946
p4,spri,hdd,2048,440.602947173
p4,spri,hdd,2050,436.78533348699995
p4,summ,cdd,2010,360.077676717
p4,summ,cdd,2012,370.263794883
p4,summ,cdd,2014,375.103498596
p4,summ,cdd,2016,387.47696789599996
p4,summ,cdd,2018,396.72878996
p4,summ,cdd,2020,417.062113491
p4,summ,cdd,2022,420.875649694
p4,summ,cdd,2024,438.662376483
p4,summ,cdd,2026,453.42694017800005
p4,summ,cdd,2028,456.83842348699994
p4,summ,cdd,2030,462.227543034
p4,summ,cdd,2032,460.11796549
p4,summ,cdd,2034,462.961300455
p4,summ,cdd,2036,474.019861314
p4,summ,cdd,2038,482.33118644300004
p4,summ,cdd,2040,494.480768696
p4,summ,cdd,2042,508.368309203
p4,summ,cdd,2044,520.288820215
p4,summ,cdd,2046,532.72418397
p4,summ,cdd,2048,562.422127403
p4,summ,cdd,2050,585.763033396
p4,summ,hdd,2010,37.5015532349
p4,summ,hdd,2012,35.1388621797
p4,summ,hdd,2014,35.7645049983
p4,summ,hdd,2016,35.229827138699996
p4,summ,hdd,2018,33.3316913292
p4,summ,hdd,2020,27.1820991773
p4,summ,hdd,2022,24.667973281
p4,summ,hdd,2024,23.4443733573
p4,summ,hdd,2026,22.708443308699998
p4,summ,hdd,2028,21.933378487
p4,summ,hdd,2030,21.838494596500002
p4,summ,hdd,2032,19.9246847486
p4,summ,hdd,2034,18.8502377615
p4,summ,hdd,2036,15.737733526300001
p4,summ,hdd,2038,14.9811995977
p4,summ,hdd,2040,16.3420162342
p4,summ,hdd,2042,16.5138345907
p4,summ,hdd,2044,16.8641119384
p4,summ,hdd,2046,14.324990657799999
p4,summ,hdd,2048,12.1762435496
p4,summ,hdd,2050,11.0885214703
p4,fall,cdd,2010,26.0832702137
p4,fall,cdd,2012,35.143345958000005
p4,fall,cdd,2014,37.91771007
p4,fall,cdd,2016,39.389429455700004
p4,fall,cdd,2018,40.8739035983
p4,fall,cdd,2020,44.501191990500004
p4,fall,cdd,2022,48.8498337863
p4,fall,cdd,2024,59.134719848100005
p4,fall,cdd,2026,63.259527786899994
p4,fall,cdd,2028,68.0837276492
p4,fall,cdd,2030,72.4799509029
p4,fall,cdd,2032,66.2849808155
p4,fall,cdd,2034,66.0253305054
p4,fall,cdd,2036,73.8723657099
p4,fall,cdd,2038,76.3002349735
p4,fall,cdd,2040,78.43829039890001
p4,fall,cdd,2042,80.9187413871
p4,fall,cdd,2044,85.1347628315
p4,fall,cdd,2046,86.5544558533
p4,fall,cdd,2048,88.27817442889999
p4,fall,cdd,2050,94.6137773752
p4,fall,hdd,2010,304.468153321
p4,fall,hdd,2012,283.895102173
p4,fall,hdd,2014,269.522511476
p4,fall,hdd,2016,269.888799813
p4,fall,hdd,2018,265.753782965
p4,fall,hdd,2020,256.183543753
p4,fall,hdd,2022,257.31801107
p4,fall,hdd,2024,245.278740382
p4,fall,hdd,2026,233.945802734
p4,fall,hdd,2028,237.34698353
p4,fall,hdd,2030,233.038309322
p4,fall,hdd,2032,241.202019424
p4,fall,hdd,2034,248.42396658099997
p4,fall,hdd,2036,241.86127877099997
p4,fall,hdd,2038,235.698697953
p4,fall,hdd,2040,234.658588414
p4,fall,hdd,2042,224.131014988
p4,fall,hdd,2044,219.151239137
p4,fall,hdd,2046,213.297598475
p4,fall,hdd,2048,199.764536165
p4,fall,hdd,2050,191.648370857
p4,wint,cdd,2010,0.0
p4,wint,cdd,2012,0.0
p4,wint,cdd,2014,0.0
p4,wint,cdd,2016,0.0
p4,wint,cdd,2018,0.0
p4,wint,cdd,2020,0.0
p4,wint,cdd,2022,0.0
p4,wint,cdd,2024,0.0
p4,wint,cdd,2026,0.0
p4,wint,cdd,2028,0.0
p4,wint,cdd,2030,0.0
p4,wint,cdd,2032,0.0
p4,wint,cdd,2034,0.0
p4,wint,cdd,2036,0.0
p4,wint,cdd,2038,0.0
p4,wint,cdd,2040,0.0
p4,wint,cdd,2042,0.0
p4,wint,cdd,2044,0.0
p4,wint,cdd,2046,0.0
p4,wint,cdd,2048,0.0
p4,wint,cdd,2050,0.0
p4,wint,hdd,2010,1989.91014868
p4,wint,hdd,2012,1985.7719454
p4,wint,hdd,2014,1976.11760786
p4,wint,hdd,2016,1956.77540264
p4,wint,hdd,2018,1938.2751241
p4,wint,hdd,2020,1934.64341998
p4,wint,hdd,2022,1922.31939057
p4,wint,hdd,2024,1915.54877429
p4,wint,hdd,2026,1896.62614846
p4,wint,hdd,2028,1886.6848542999999
p4,wint,hdd,2030,1854.00275493
p4,wint,hdd,2032,1815.78875134
p4,wint,hdd,2034,1811.87498401
p4,wint,hdd,2036,1812.28752118
p4,wint,hdd,2038,1807.16908543
p4,wint,hdd,2040,1780.40550389
p4,wint,hdd,2042,1782.88452929
p4,wint,hdd,2044,1764.04973027
p4,wint,hdd,2046,1740.51011945
p4,wint,hdd,2048,1719.64041037
p4,wint,hdd,2050,1714.17945028
p5,spri,cdd,2010,4.75468329617
p5,spri,cdd,2012,3.9536139928900003
p5,spri,cdd,2014,4.28359659705
p5,spri,cdd,2016,4.22068428336
p5,spri,cdd,2018,4.1258814202
p5,spri,cdd,2020,4.08422803486
p5,spri,cdd,2022,4.74311837482
p5,spri,cdd,2024,4.7306611241
p5,spri,cdd,2026,4.7997332218199995
p5,spri,cdd,2028,3.8844505495199995
p5,spri,cdd,2030,4.1373787789300005
p5,spri,cdd,2032,5.041374804059999
p5,spri,cdd,2034,5.215761344
p5,spri,cdd,2036,6.00103511947
p5,spri,cdd,2038,7.21404032635
p5,spri,cdd,2040,7.8150876358
p5,spri,cdd,2042,6.931765264310001
p5,spri,cdd,2044,7.97263569523
p5,spri,cdd,2046,8.29954956153
p5,spri,cdd,2048,9.879842558410001
p5,spri,cdd,2050,10.4765310239
p5,spri,hdd,2010,829.895863196
p5,spri,hdd,2012,821.0868886869999
p5,spri,hdd,2014,820.4021679660001
p5,spri,hdd,2016,804.25937124
p5,spri,hdd,2018,795.215233012
p5,spri,hdd,2020,792.0608924310001
p5,spri,hdd,2022,796.8517418
p5,spri,hdd,2024,791.6357791730001
p5,spri,hdd,2026,795.886111572
p5,spri,hdd,2028,795.805203388
p5,spri,hdd,2030,783.0638776669999
p5,spri,hdd,2032,774.8721615630001
p5,spri,hdd,2034,771.475625385
p5,spri,hdd,2036,776.182482489
p5,spri,hdd,2038,779.463687525
p5,spri,hdd,2040,769.189575061
p5,spri,hdd,2042,753.043246914
p5,spri,hdd,2044,743.277288575
p5,spri,hdd,2046,737.872000847
p5,spri,hdd,2048,721.392830533
