,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p83,0.004,0.375,0.375,0.031,0.0,0.331,0.283,0.005,0.0,0.211,0.206,0.001,0.002,0.344,0.335,0.019,0.39
p84,0.002,0.383,0.382,0.032,0.0,0.335,0.311,0.006,0.0,0.232,0.238,0.001,0.001,0.354,0.352,0.021,0.367
p85,0.001,0.365,0.408,0.033,0.0,0.311,0.325,0.006,0.0,0.226,0.257,0.002,0.001,0.331,0.38,0.023,0.382
p86,0.001,0.366,0.372,0.026,0.0,0.32,0.316,0.006,0.0,0.246,0.263,0.002,0.001,0.344,0.372,0.021,0.346
p87,0.002,0.383,0.341,0.021,0.0,0.341,0.286,0.004,0.0,0.264,0.246,0.001,0.001,0.369,0.353,0.017,0.323
p88,0.002,0.383,0.355,0.021,0.0,0.336,0.29,0.003,0.0,0.259,0.244,0.001,0.001,0.364,0.357,0.015,0.36
p89,0.003,0.386,0.344,0.019,0.0,0.345,0.279,0.002,0.0,0.263,0.228,0.001,0.002,0.363,0.346,0.013,0.352
p9,0.003,0.456,0.485,0.04,0.0,0.376,0.352,0.006,0.0,0.223,0.217,0.001,0.001,0.418,0.428,0.024,0.431
p90,0.003,0.379,0.337,0.017,0.0,0.344,0.281,0.002,0.0,0.286,0.256,0.001,0.002,0.385,0.365,0.014,0.303
p91,0.003,0.382,0.326,0.014,0.0,0.356,0.277,0.002,0.0,0.298,0.25,0.001,0.002,0.409,0.366,0.011,0.262
p92,0.002,0.367,0.374,0.03,0.0,0.323,0.303,0.007,0.0,0.23,0.238,0.003,0.001,0.341,0.359,0.022,0.375
p93,0.004,0.391,0.34,0.022,0.0,0.348,0.269,0.003,0.0,0.244,0.212,0.001,0.002,0.366,0.321,0.014,0.351
p94,0.0,0.337,0.411,0.045,0.0,0.293,0.352,0.016,0.0,0.235,0.311,0.008,0.0,0.335,0.423,0.038,0.396
p95,0.0,0.347,0.409,0.041,0.0,0.308,0.347,0.013,0.0,0.252,0.313,0.007,0.0,0.343,0.412,0.035,0.337
p96,0.001,0.359,0.376,0.036,0.0,0.307,0.309,0.01,0.0,0.256,0.288,0.005,0.0,0.366,0.396,0.031,0.334
p97,0.001,0.348,0.388,0.041,0.0,0.304,0.324,0.012,0.0,0.247,0.293,0.006,0.0,0.343,0.388,0.033,0.323
p98,0.001,0.367,0.362,0.032,0.0,0.309,0.286,0.007,0.0,0.252,0.259,0.003,0.001,0.366,0.365,0.025,0.327
p99,0.002,0.355,0.372,0.036,0.0,0.304,0.293,0.007,0.0,0.232,0.256,0.002,0.001,0.345,0.364,0.026,0.356
