r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p53041,0.094,0.188,0.406,0.905,1.367,2.069,3.506,3.456096012,3.588364535,3.691817736,3.81080262,3.907248285,3.501,3.501,3.501,3.501,3.501,3.505,3.517,3.533,3.565
p53045,0.08875,0.1775,0.384,0.879,1.349,2.049,3.488,3.41011011,3.54274074,3.645970206,3.717367879,3.782441218,3.385,3.385,3.385,3.387,3.395,3.416,3.456,3.512,3.585
p53049,0.03925,0.0785,0.17,0.385,0.583,0.884,1.503,1.48483368,1.542720885,1.588289416,1.620647816,1.639357698,1.461,1.461,1.461,1.461,1.462,1.468,1.479,1.499,1.531
p53059,0.0145,0.029,0.063,0.144,0.224,0.34,0.576,0.552852733,0.577194059,0.596017884,0.609550448,0.624035338,0.561,0.561,0.561,0.562,0.566,0.573,0.583,0.594,0.609
p53069,0.00525,0.0105,0.023,0.052,0.081,0.122,0.208,0.195184606,0.202654532,0.208497099,0.213565121,0.219255659,0.197,0.197,0.197,0.197,0.199,0.201,0.204,0.207,0.212
p53071,0.07,0.14,0.303,0.849,2.127,3.629,6.326,3.309963034,3.88014462,4.648066209,5.493740262,6.491091899,6.32,6.321,6.338,6.389,6.522,6.645,6.989,7.247,7.698
p53077,0.265,0.53,1.146,2.773,5.354,8.422,14.633,11.4392486,12.8192254,14.61335424,16.69478591,18.89758904,18.054,18.084,18.111,18.284,18.638,19.299,20.077,20.878,21.95
p53001,0.02,0.04,0.086,0.214,0.34,0.538,0.918,0.905411315,0.980381085,1.146188238,1.35035446,1.64385525,1.615,1.615,1.617,1.649,1.696,1.743,1.793,1.886,2.029
p53019,0.01275,0.0255,0.055,0.132,0.212,0.325,0.544,0.51708592,0.547485541,0.580735374,0.613999722,0.681379125,0.646,0.646,0.647,0.649,0.657,0.681,0.727,0.813,0.92
p53021,0.084,0.168,0.363,0.96,1.462,2.208,3.609,3.411132019,3.543801758,3.663435932,3.786331616,3.911745837,3.547,3.547,3.547,3.569,3.598,3.628,3.668,3.833,4.049
p53043,0.0155,0.031,0.067,0.156,0.243,0.373,0.635,0.596794817,0.620695817,0.644048629,0.666278683,0.693747393,0.635,0.635,0.635,0.638,0.648,0.666,0.692,0.724,0.762
p53047,0.05675,0.1135,0.245,0.565,0.869,1.318,2.243,2.119439127,2.200552349,2.265086281,2.313622139,2.396070819,2.171,2.171,2.171,2.176,2.19,2.212,2.249,2.302,2.465
p53051,0.0205,0.041,0.089,0.199,0.301,0.456,0.772,0.762344064,0.791519794,0.814339453,0.829789479,0.838793445,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.746,0.748
p53063,0.6755,1.351,2.921,6.66,10.864,16.977,28.541,27.44438631,29.23212043,32.41747821,37.43284897,44.58535719,43.531,43.531,43.591,44.07,44.863,45.996,47.589,50.067,54.12
p53065,0.0625,0.125,0.27,0.669,1.077,1.691,2.905,2.857257377,3.068465474,3.37525146,3.905349678,4.600995679,4.503,4.503,4.535,4.603,4.693,4.826,5.041,5.294,5.622
p53075,0.056,0.112,0.242,0.587,0.96,1.487,2.522,2.46177862,2.63556993,2.816348243,3.156759438,3.610409854,3.485,3.485,3.485,3.527,3.596,3.66,3.76,3.986,4.25
p53017,0.04175,0.0835,0.181,0.416,0.643,0.975,1.659,1.5900903,1.650944771,1.698541809,1.736328923,1.777657421,1.603,1.603,1.603,1.607,1.619,1.639,1.667,1.698,1.737
p53025,0.09225,0.1845,0.399,0.895,1.353,2.05,3.48,3.432592106,3.563961109,3.666710755,3.736277291,4.1118869,3.829,3.829,3.829,3.829,3.829,3.848,3.95,4.091,4.261
p41003,0.253,0.506,1.355,2.451,2.973,3.768,5.938,7.024602006,7.433495544,8.957733986,12.63037471,17.98571038,19.177,19.178,19.281,19.397,19.634,19.876,20.196,20.596,21.054
p41005,1.048,2.096,5.614,9.7,10.868,13.346,21.573,26.93547566,28.41619721,38.21391587,56.18431148,83.44870388,91.869,91.869,91.869,92.075,92.522,93.227,94.349,95.813,97.529
p41007,0.14575,0.2915,0.781,1.387,1.57,1.937,3.112,3.838289953,4.052029615,4.295476875,5.048812928,6.75419869,7.227,7.227,7.228,7.288,7.425,7.603,7.884,8.187,8.579
p41009,0.1245,0.249,0.667,1.15,1.282,1.569,2.552,3.240473227,3.403747317,3.83154354,6.102178392,8.806206783,9.601,9.601,9.601,9.601,9.645,9.826,10.083,10.311,10.648
p41013,0.08225,0.1645,0.441,1.201,2.577,3.088,5.334,3.992598201,4.49129127,5.024670916,5.553805452,6.051456193,5.639,5.641,5.641,5.644,5.67,5.727,5.816,6.001,6.164
p41017,0.71675,1.4335,3.84,9.194,12.632,16.837,26.893,27.24817979,30.01409106,35.40630049,42.95773414,53.19929363,53.046,53.138,53.224,53.486,53.866,54.332,55.128,57.353,59.93
p41021,0.00625,0.0125,0.033,0.058,0.065,0.078,0.129,0.158395885,0.165518885,0.17247404,0.179083252,0.224877599,0.262,0.262,0.262,0.263,0.267,0.273,0.28,0.288,0.298
p41023,0.025,0.05,0.134,0.232,0.26,0.313,0.506,0.616211087,0.640855168,0.662605963,0.682963458,0.703866885,0.638,0.638,0.639,0.642,0.649,0.664,0.687,0.716,0.755
p41027,0.05275,0.1055,0.283,0.498,0.548,0.659,1.054,1.301911981,1.352798575,1.39398322,1.424879789,1.47519705,1.321,1.321,1.321,1.323,1.328,1.338,1.352,1.371,1.399
p41031,0.0755,0.151,0.404,1.008,1.644,2.208,3.717,2.763241755,3.291279357,4.089162992,5.299084553,6.970081185,7.158,7.159,7.183,7.207,7.28,7.392,7.542,7.684,7.886
p41039,1.22775,2.4555,6.577,11.814,13.565,16.694,25.329,29.68849832,31.83798184,39.76072419,51.76395841,68.19300755,70.972,70.985,71.023,71.361,72.036,72.74,73.725,75.187,77.777
p41041,0.17675,0.3535,0.947,1.701,2.086,2.541,4.219,4.646619919,5.22233301,6.965549666,9.039811118,11.28210915,11.376,11.376,11.376,11.44,11.516,11.775,12.058,12.338,12.908
p41043,0.3815,0.763,2.044,3.546,4.322,5.376,8.632,9.789887579,10.9486498,12.87333133,16.98621331,23.20174629,24.728,24.777,24.931,25.145,25.261,25.503,25.944,26.35,26.936
p41047,0.9605,1.921,5.145,8.808,10.396,12.793,20.051,22.99090718,24.98168036,33.03314503,45.88646832,64.61745373,69.487,69.487,69.487,69.587,69.812,70.668,71.317,72.419,73.571
p41049,0.025,0.05,0.134,0.241,0.273,0.332,0.545,0.667306533,0.69602813,0.725919218,0.764162697,0.913003053,0.912,0.912,0.912,0.918,0.933,0.974,1.029,1.104,1.191
p41051,2.68325,5.3665,14.374,24.459,27.097,33.362,51.249,62.22607875,65.33221355,76.85792523,108.4399146,153.7218292,168.287,168.287,168.29,168.657,169.716,171.447,173.632,175.692,178.506
p41053,0.179,0.358,0.959,1.73,2.198,2.711,4.486,5.023704315,5.635069203,9.105101045,14.04524363,19.48564397,20.583,20.583,20.583,20.658,20.678,20.801,21.082,21.46,22.125
p41055,0.0055,0.011,0.029,0.055,0.083,0.103,0.175,0.164527338,0.215386754,0.292550903,0.411557784,0.564442774,0.6,0.6,0.6,0.602,0.607,0.611,0.62,0.637,0.652
p41057,0.168,0.336,0.9,2.825,3.887,5.142,6.832,7.567235649,8.13907284,8.681557201,9.13880745,9.498829788,8.602,8.61,8.622,8.635,8.68,8.726,8.791,8.855,8.954
p41059,0.1915,0.383,1.026,2.755,4.646,6.475,11.323,8.408266701,10.34386926,13.07527878,16.64361926,20.65050993,20.706,20.706,20.711,20.802,20.879,21.102,21.58,22.124,23.036
p41061,0.06825,0.1365,0.366,0.632,0.705,0.852,1.372,1.676952559,1.741131343,1.800061338,1.855346985,1.912583981,1.732,1.732,1.733,1.742,1.756,1.789,1.886,1.999,2.147
p41063,0.03175,0.0635,0.17,0.413,0.768,1.132,2.053,1.729069915,2.098694574,2.705004243,3.39590788,4.18497212,4.181,4.181,4.182,4.189,4.199,4.221,4.236,4.29,4.366
p41065,0.06575,0.1315,0.352,0.594,0.652,0.782,1.246,1.564542577,1.625480327,1.675618044,1.711857919,1.733806289,1.547,1.547,1.547,1.548,1.553,1.562,1.576,1.593,1.616
p41067,1.46275,2.9255,7.836,13.545,15.413,18.97,30.833,38.02931904,40.50119782,49.0830552,72.11604701,105.8161543,115.59,115.59,115.597,115.948,116.649,117.603,118.955,120.842,122.786
p41069,0.00475,0.0095,0.025,0.046,0.052,0.063,0.109,0.140001524,0.14748157,0.155008314,0.161286159,0.272101895,0.323,0.323,0.323,0.325,0.328,0.335,0.34,0.348,0.355
p41071,0.261,0.522,1.398,2.433,3.387,4.196,6.865,6.84781176,8.449951258,12.20854215,19.0540131,27.4159525,29.627,29.627,29.627,29.684,29.92,30.243,30.697,31.06,31.515
p41011,0.177,0.354,0.948,1.631,1.817,2.203,3.559,4.383989323,4.577233768,4.759410209,5.437012027,6.427001784,6.426,6.426,6.444,6.513,6.624,6.768,6.909,7.12,7.43
p41015,0.0795,0.159,0.426,0.746,0.835,1.014,1.612,1.966152787,2.043521613,2.114444398,2.186817849,2.257771095,2.363,2.363,2.363,2.372,2.402,2.438,2.485,2.615,2.743
p41019,0.392,0.784,2.1,3.668,4.452,5.511,8.781,9.983028367,11.83566126,16.96686075,25.11503571,34.79081336,37.126,37.127,37.141,37.19,37.455,37.857,38.246,38.942,39.695
p41029,0.7115,1.423,3.812,9.917,21.908,27.898,48.349,28.64410739,32.09899239,37.62663085,46.53494991,57.84526483,57.78,57.911,58.1,58.38,58.719,59.348,60.074,60.793,62.169
p41033,0.257,0.514,1.377,3.586,6.869,9.052,15.612,13.72117124,15.31155784,17.78884146,21.11625129,24.68144089,23.998,24.013,24.054,24.216,24.33,24.784,24.99,25.528,26.117
p41035,0.2755,0.551,1.476,4.068,7.62,10.579,18.436,15.10279212,17.22881825,19.9786068,23.06948229,27.3788477,26.885,26.885,26.91,26.926,26.962,27.125,27.384,27.794,28.255
p41001,0.05525,0.1105,0.296,0.518,0.587,0.722,1.165,1.427606779,1.496036072,1.557724396,1.90540131,2.287005183,2.509,2.509,2.509,2.525,2.55,2.6,2.654,2.735,2.838
p41025,0.023,0.046,0.123,0.245,0.278,0.345,0.557,0.694898074,0.734224795,0.854728944,1.053365464,1.308787627,1.322,1.322,1.322,1.327,1.34,1.351,1.39,1.443,1.501
p41037,0.0285,0.057,0.153,0.317,0.506,0.674,1.233,1.154757094,1.323090058,1.664701965,2.050002694,2.477026755,2.469,2.469,2.469,2.47,2.499,2.532,2.577,2.626,2.696
p41045,0.1235,0.247,0.662,1.119,1.239,1.539,2.276,2.702949128,2.855200758,3.382892715,4.749599295,6.808169314,7.389,7.389,7.395,7.428,7.522,7.631,7.723,7.814,7.95
p06035,0.61625,1.2325,3.054,6.576,9.662,11.661,15.241,13.81212114,14.40014295,14.98777573,15.62473567,16.36546728,14.925,14.925,14.925,14.925,14.961,15.083,15.311,15.607,15.975
p06049,0.104,0.208,0.515,0.598,0.644,0.704,0.94,0.824680509,0.924147105,1.042485493,1.17015889,1.313285179,1.254,1.254,1.254,1.264,1.282,1.297,1.345,1.393,1.426
p06093,0.68825,1.3765,3.411,4.922,7.192,8.634,11.717,8.740387105,9.846251592,11.01323156,11.97521921,12.95519849,12.128,12.128,12.157,12.157,12.228,12.636,12.858,13.528,14.202
p06001,25.37075,50.7415,125.752,217.229,321.715,422.641,561.817,546.3748521,582.2986188,620.0943867,660.2399071,707.0882569,648.464,648.758,649.302,649.634,651.694,656.414,662.94,673.725,690.598
p06003,0.053,0.106,0.263,0.435,0.606,0.853,1.222,1.219137357,1.336883298,1.438739141,1.609524632,1.802393957,1.688,1.688,1.691,1.692,1.696,1.716,1.742,1.794,1.864
p06005,0.798,1.596,3.955,8.588,13.57,17.662,23.67,21.28227544,22.65486681,23.71518046,24.54552872,25.40891993,23.026,23.026,23.028,23.028,23.096,23.249,23.761,24.242,24.727
p06007,4.915,9.83,24.362,56.495,86.654,106.26,142.513,130.7031744,138.2846619,145.3650504,151.8970797,159.2560669,144.427,144.427,144.427,144.437,144.574,145.37,145.931,147.934,151.389
p06009,1.2125,2.425,6.01,12.892,20.742,30.749,42.922,40.7475968,43.07204562,44.93276216,47.10779385,49.91832946,45.456,45.456,45.456,45.524,45.524,46.284,47.297,48.347,49.295
p06011,0.38225,0.7645,1.895,4.049,6.597,9.493,12.911,12.2404252,12.86591022,13.60470859,14.34779422,15.1927306,13.804,13.804,13.804,13.804,13.809,13.861,13.918,13.974,14.346
p06013,16.67625,33.3525,82.657,160.326,238.563,311.146,424.585,407.0569853,433.2212768,459.200123,483.382404,509.8852195,463.187,463.326,463.593,463.947,466.535,471.535,477.461,484.998,496.874
p06015,0.26975,0.5395,1.337,1.426,1.535,1.673,2.196,2.106154311,2.30559318,2.599118282,2.908712449,3.262973964,3.111,3.111,3.111,3.159,3.227,3.299,3.364,3.467,3.633
p06017,4.05175,8.1035,20.083,41.781,67.045,95.85,129.042,121.3874526,127.7052465,133.9610233,139.5737048,148.0627844,134.858,134.858,134.858,134.909,135.179,136.566,138.84,141.83,143.855
p06019,15.08775,30.1755,74.784,145.493,223.68,302.377,406.365,382.4933603,406.2798953,431.258237,457.4498143,485.5737023,442.07,442.26,442.671,442.914,444.272,448.578,454.477,465.953,479.524
p06021,0.68,1.36,3.37,9.283,15.135,18.354,24.192,21.59702339,22.56998533,23.30691912,24.03497461,24.78713337,22.267,22.267,22.267,22.267,22.268,22.32,22.424,22.583,22.907
p06023,2.14675,4.2935,10.641,17.292,23.736,32.51,44.216,43.46485265,46.10231443,48.86255041,51.57263966,54.68573456,49.99,49.99,49.99,49.996,50.165,50.576,51.127,51.781,53.072
p06031,2.0535,4.107,10.178,21.57,35.221,49.339,66.111,61.26344054,64.28711034,66.89045399,69.43202286,71.29519403,63.974,63.974,63.98,63.98,64.084,64.597,65.997,67.709,69.528
p06033,1.664,3.328,8.248,19.151,30.408,39.052,52.905,50.62741236,53.94111904,56.79308141,58.98624137,61.12060706,55.274,55.274,55.274,55.274,55.356,55.413,55.826,56.485,57.768
p06039,2.48325,4.9665,12.308,25.584,42.181,59.172,82.354,77.12142336,82.01991237,86.50228055,90.77741173,96.42076819,87.854,87.854,87.854,88.07,88.085,89.302,90.393,92.301,94.756
p06041,4.6835,9.367,23.214,36.999,49.988,66.84,89.686,87.98124959,93.88103807,99.30902381,103.7826377,109.0240332,99.147,99.315,99.316,99.344,100.024,101.243,102.423,104.15,106.478
p06043,0.40125,0.8025,1.989,4.109,6.469,9.628,13.948,13.68438252,14.78953674,15.87197808,17.01735822,18.23532451,16.571,16.571,16.571,16.595,16.627,16.855,17.078,17.363,17.677
p06045,1.789,3.578,8.867,17.082,26.132,37.243,51.015,49.28258021,52.45357111,55.3303269,58.40672351,61.28251893,55.647,55.647,55.789,56.009,56.148,56.421,57.439,58.782,60.37
p06047,5.581,11.162,27.663,68.362,104.099,126.925,167.692,150.525142,157.5071339,164.0686593,170.4249662,176.6346078,159.825,159.847,159.875,159.879,159.968,161.09,163.359,165.789,168.934
p06053,5.9955,11.991,29.717,56.399,82.509,108.434,145.691,138.4257403,146.7112708,155.0268715,165.3272113,177.3485942,162.874,162.938,163.008,163.024,163.477,164.327,166.033,169.707,174.37
p06055,3.27575,6.5515,16.237,38.864,46.345,58.439,79.3,76.97529038,81.61566432,86.29705828,91.1455891,96.40165359,88.286,88.32,88.395,88.483,89.045,89.523,90.218,92.049,93.88
p06057,2.32375,4.6475,11.518,23.485,37.998,56.764,77.723,73.6714588,77.65806535,80.68837717,84.52840732,89.62159398,81.901,81.901,81.901,81.901,82.1,82.873,84.677,86.482,88.182
p06061,8.095,16.19,40.124,87.201,142.944,183.639,240.967,221.4711697,232.9169011,243.02138,251.803288,260.7489494,235.659,235.659,235.68,235.938,236.205,237.195,239.984,243.659,249.575
p06063,0.61975,1.2395,3.072,5.793,8.39,11.36,15.825,15.40732098,16.62085465,17.77355895,19.07069787,20.79443159,19.135,19.135,19.135,19.189,19.289,19.514,19.989,20.48,21.184
p06067,17.4435,34.887,86.46,125.664,172.242,211.169,274.814,203.3721406,225.2903002,251.0643466,280.5333583,313.6840118,294.325,294.421,294.718,295.874,298.438,302.962,309.423,317.599,330.351
p06069,0.7885,1.577,3.908,6.379,9.242,13.274,18.577,18.59874258,20.26969724,21.67714861,22.77138098,24.08214209,21.98,21.98,21.98,21.98,22.076,22.396,22.746,23.469,23.963
p06075,13.88775,27.7755,68.836,96.087,119.619,151.911,200.635,199.0065456,213.3930998,227.2836697,240.947061,259.6301833,238.318,238.475,238.706,239.117,240.04,241.706,243.812,247.429,256.554
p06077,11.86025,23.7205,58.786,124.131,190.656,246.641,326.598,305.3157319,320.7936355,333.9130157,348.2056935,364.0655891,329.699,329.699,329.701,329.81,330.725,332.564,335.431,339.799,347.649
p06079,4.87025,9.7405,24.14,40.617,59.969,88.078,121.856,119.0462592,127.0516591,135.9553908,144.5602279,154.040031,140.543,140.543,140.565,140.632,141.08,143.488,145.375,147.759,150.383
p06081,11.25325,22.5065,55.778,95.328,126.016,168.665,227.949,224.2293019,240.4151187,256.2363846,273.138666,289.9875348,264.492,264.685,264.9,265.081,265.815,268.503,272.765,278.493,285.382
p06083,7.0005,14.001,34.699,58.585,89.97,127.993,178.35,173.6335687,187.466052,204.4941726,223.4180364,245.5078701,227.483,227.557,227.565,227.696,228.198,230.328,233.762,241.135,249.377
p06085,33.872,67.744,167.889,271.479,383.603,509.762,666.98,644.1245291,683.2226976,719.9906955,753.5867742,786.8039927,711.086,711.542,711.627,712.008,714.067,719.213,726.006,734.395,744.287
p06087,4.7205,9.441,23.398,44.165,67.512,89.624,120.953,115.5114762,122.1486927,128.1591276,134.3257869,141.2883468,128.434,128.434,128.488,128.571,128.922,129.957,132.354,135.143,138.028
p06089,3.31475,6.6295,16.43,30.277,46.845,63.762,83.879,79.18976704,83.68889445,87.60589609,91.35248031,95.04339289,85.67,85.708,85.708,85.795,86.122,86.644,87.051,88.662,90.684
p06091,0.09775,0.1955,0.485,0.955,1.548,2.388,3.428,3.341642211,3.585181479,3.798795305,4.07108511,4.427839927,4.103,4.103,4.103,4.109,4.132,4.166,4.256,4.353,4.52
p06095,8.182,16.364,40.555,89.06,130.418,166.934,217.541,204.0793016,214.6716271,224.5153522,233.8237744,243.4918424,220.157,220.157,220.158,220.186,220.625,221.301,222.682,225.24,229.259
p06097,14.7885,29.577,73.3,106.426,152.115,201.258,263.391,251.8044926,265.3628465,277.7530668,288.3896627,303.814134,274.238,274.27,274.271,274.371,274.876,276.671,279.788,284.981,292.922
p06099,9.616,19.232,47.662,91.897,131.157,163.607,212.137,195.5494277,205.2603931,214.6930648,223.9297028,234.3067169,212.301,212.301,212.304,212.413,212.998,214.311,216.46,219.591,224.279
p06101,1.99,3.98,9.864,22.618,36.867,47.928,63.565,58.93144435,61.78947281,64.21601477,66.35979962,68.71809675,61.552,61.552,61.552,61.64,61.64,61.88,62.057,62.648,63.688
p06103,0.9605,1.921,4.761,8.752,13.086,18.953,26.293,25.72246975,27.4517314,28.86101985,30.16496096,31.3681763,28.35,28.35,28.35,28.354,28.447,28.864,29.237,30.158,31.058
p06105,0.16425,0.3285,0.814,0.873,0.809,0.825,1.07,1.085267287,1.126801637,1.161470748,1.192405256,1.221085363,1.099,1.099,1.099,1.104,1.111,1.118,1.127,1.147,1.182
p06109,1.40575,2.8115,6.968,15.834,25.757,32.661,43.619,40.27138723,42.64339415,44.65112734,46.43039199,48.4251422,43.626,43.896,43.896,43.917,44.01,44.228,44.74,45.782,47.179
p06113,3.20775,6.4155,15.899,28.636,40.826,51.941,69.731,67.14861408,70.95348951,74.47931174,78.21155149,81.91503865,74.284,74.284,74.328,74.363,74.59,74.894,75.729,76.815,77.842
p06115,1.2145,2.429,6.02,12.061,18.94,27.815,37.877,36.29718339,38.39189306,40.1100387,42.16131421,44.56286943,40.65,40.65,40.65,40.65,40.758,41.26,41.487,41.919,43.003
p06025,2.978,5.956,14.761,25.602,33.404,39.746,51.422,46.02677835,48.36334483,50.58183277,52.79730214,55.64033997,50.312,50.321,50.349,50.491,50.614,50.996,51.519,52.666,54.253
p06027,0.39575,0.7915,1.962,3.826,6.054,9.209,13.892,13.75285042,14.94444544,16.28133103,17.52235075,18.7143138,17.028,17.028,17.032,17.066,17.066,17.111,17.203,17.582,18.096
p06029,13.64,27.28,67.608,142.371,221.058,298.866,399.726,373.9767712,395.189069,414.3634223,431.7029818,454.9071441,411.632,412.011,412.202,412.523,413.392,415.567,419.505,428.263,442.399
p06037,165.8855,331.771,822.225,1529.514,2261.734,2980.272,3961.965,3838.741636,4105.459323,4365.454396,4620.524763,4876.855278,4426.191,4428.032,4430.111,4433.23,4441.11,4468.156,4514.692,4591.04,4688.219
p06051,0.39975,0.7995,1.981,3.323,4.744,6.994,10.489,10.64113772,11.76457302,12.73251392,13.66594308,14.66089508,13.309,13.309,13.309,13.39,13.39,13.39,13.494,13.6,13.752
p06059,45.3415,90.683,224.739,385.356,582.087,816.114,1130.118,1102.324991,1188.459543,1272.807107,1354.05848,1431.589911,1303.161,1303.389,1303.74,1304.311,1307.113,1316.361,1330.665,1352.168,1375.765
p06065,33.90325,67.8065,168.044,321.802,484.347,669.583,938.708,912.2693455,989.8273328,1076.912621,1163.321469,1247.397167,1144.478,1144.848,1145.386,1146.013,1148.255,1156.321,1171.567,1194.451,1228.592
p06071,33.0125,66.025,163.629,317.006,519.662,739.306,1029.504,998.3232749,1073.776177,1143.566196,1208.202401,1276.517692,1161.356,1161.76,1162.092,1162.666,1164.918,1174.836,1190.567,1213.586,1240.19
p06107,7.0185,14.037,34.788,68.005,107.822,153.853,211.41,201.0953275,214.4753387,225.9529997,237.2663996,248.7832123,224.66,224.66,224.698,224.775,224.937,226.421,228.502,231.136,236.778
p06111,11.15025,22.3005,55.267,96.544,145.778,213.883,310.483,307.2532713,333.5290404,359.140073,384.6597024,407.3320392,371.946,371.946,372.038,372.291,373.388,376.759,382.083,388.416,396.558
p06073,54.45875,108.9175,269.929,528.48,822.556,1110.596,1471.826,1416.508848,1506.934853,1596.460101,1682.041114,1768.862458,1603.798,1604.073,1604.441,1605.006,1609.106,1620.74,1634.76,1656.547,1683.516
p32001,0.082,0.164,0.415,0.857,1.002,1.362,1.836,1.594177936,1.79948736,2.123177261,2.544984353,3.070703616,2.985,2.992,3.01,3.065,3.145,3.211,3.389,3.575,3.79
p32005,0.1935,0.387,0.979,2.806,3.384,4.842,6.976,5.339474175,5.978839194,6.85202245,7.838507315,8.727499623,8.148,8.165,8.183,8.326,8.473,8.564,8.952,9.331,9.846
p32007,0.15025,0.3005,0.76,1.385,1.581,2.045,2.661,2.767329391,3.044062049,3.392717186,3.811914938,4.256932952,4.041,4.043,4.059,4.097,4.188,4.378,4.521,4.745,5.107
p32009,0.0025,0.005,0.013,0.064,0.078,0.127,0.196,0.212557058,0.233424068,0.254344628,0.270293356,0.290092103,0.267,0.267,0.267,0.267,0.27,0.275,0.279,0.282,0.29
p32011,0.008,0.016,0.04,0.074,0.081,0.103,0.133,0.141023433,0.14748157,0.153916706,0.161286159,0.168658199,0.155,0.155,0.155,0.156,0.159,0.163,0.167,0.172,0.183
p32013,0.04275,0.0855,0.216,0.416,0.483,0.643,0.867,0.899279861,0.988869233,1.161470748,1.452687747,1.706820978,1.683,1.687,1.703,1.728,1.773,1.837,1.958,2.049,2.16
