,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p113,0.00074308,3.858751976,4.451,5.458,7.723,8.206,9.268,9.402,9.649,9.987,10.396,12.329,18.093,29.479,45.917,72.505,107.165,151.03,205.772,273.679,356.881
p114,0,5.660933492,5.846,7.094,9.848,10.175,11.059,11.206,11.374,11.593,11.875,12.266,17.05,32.96,56.576,92.289,139.343,199.878,275.856,370.399,487.149
p115,0.438228156,35.5977707,29.515,39.139,61.625,75.868,94.4,106.499,121.689,138.861,157.029,182.302,211.624,245.219,282.9,324.432,384.996,465.712,568.913,692.214,848.116
p116,0,0,0,0,0.64,0.76,1.003,1.257,1.575,1.928,2.314,2.779,3.614,7.615,17.065,31.226,53.444,83.976,125.112,179.133,249.041
p117,0,0,0,0,0.387,0.526,0.732,0.782,0.853,0.945,1.055,1.199,1.72,2.374,3.201,4.137,5.264,7.017,10.796,16.854,25.235
p118,0,0,0.287,0.624,1.409,2.14,3.664,3.932,4.794,5.885,6.942,8.953,10.001,11.373,12.736,15.129,18.877,24.116,33.79,49.703,74.588
p119,0.123533323,4.106571736,2.423,2.975,4.011,4.07,4.174,4.211,4.249,4.296,4.341,4.469,4.718,5.061,5.879,7.966,12.035,18.335,26.315,36.31,48.474
p12,0.408189973,14.22757422,15.773,49.382,61.122,65.616,70.56,70.894,71.121,71.296,71.651,72.96,75.275,78.309,81.609,85.538,90.738,98.126,110.681,128.348,143.053
p120,0.304902382,2.880211639,1.214,1.627,2.446,2.69,3.023,3.055,3.087,3.126,3.171,3.221,3.719,4.768,5.814,8.327,13.774,20.647,29.567,40.451,53.755
p121,0,8.308360209,14.875,61.237,82.827,84.1,84.796,84.798,84.8,84.812,84.821,84.842,84.903,85.675,88.529,91.265,100.161,114.758,133.364,157.89,191.575
p122,2.438565672,132.0154459,104.383,137.363,215.53,257.813,312.453,338.642,377.064,422.934,468.344,534.352,613.917,713.153,830.104,964.251,1120.97,1301.499,1515.365,1800.992,2172.434
p123,0.002115553,75.49163979,124.595,453.947,683.049,710.01,727.711,727.939,728.443,729.198,729.655,731.847,736.232,748.852,784.366,819.608,891.468,1003.002,1166.403,1382.552,1671.365
p124,0,0,0.026,0.03,0.035,0.037,0.042,0.051,0.111,0.131,0.154,0.181,0.206,0.231,0.313,0.435,0.618,1.041,1.695,2.784,4.144
p125,0.947636682,17.6,17.756,46.235,69.579,82.025,94.963,95.312,95.752,96.421,97.077,99.353,104.578,115.378,129.643,147.121,168.28,193.63,223.996,262.909,314.677
p126,4.57672123,816.9,718.18,1063.42,1477.401,1796.862,2039.479,2065.177,2084.397,2106.008,2123.412,2159.081,2212.561,2303.75,2460.363,2679.709,2956.489,3289.091,3710.586,4243.15,4907.836
p127,3.257673856,107.8581726,198.681,515.478,811.679,944.398,984.959,995.78,1007.305,1019.668,1031.23,1045.12,1064.074,1091.349,1119.48,1179.035,1310.066,1550.842,1906.609,2370.573,2939.315
p128,7.216393541,16.04182742,50.246,176.445,348.552,524.534,570.595,583.083,591.878,600.685,610.48,621.445,632.755,645.289,670.768,716.413,788.8,887.2,1008.729,1159.794,1369.49
p129,0.188722468,8.9,20.249,72.913,103.819,140.818,167.334,170.208,172.023,174.044,176.224,179.874,185.855,195.828,213.724,237.741,269.439,308.997,358.201,367.616,380.084
p13,0.543822861,29.67242578,35.566,156.694,245.572,310.158,374.709,392.056,404.941,417.186,428.465,442.75,461.393,484.372,508.618,538.567,578.046,629.248,700.384,782.136,872.826
p130,0,0,4.374,42.973,69.857,79.894,88.55,89.178,89.79,90.472,91.147,92.145,95.222,102.964,114.207,128.607,129.965,133.569,140.253,152.753,172.448
p131,2.936474285,178.4,403.518,966.1,1511.128,1916.312,2264.379,2340.844,2403.701,2462.444,2515.419,2587.582,2681.536,2807.827,2985.792,3222.292,3512.164,3855.196,3858.061,4408.702,4413.293
p132,1.362208484,36.6,81.782,238.394,391.75,586.405,793.308,802.962,811.125,819.076,826.219,835.367,845.878,860.989,880.529,906.567,939.349,978.218,1031.441,1096.969,1183.959
p133,0,0,0.05,8.734,60.764,96.867,149.548,191.032,229.936,264.588,292.685,322.736,354.909,388.799,426.365,466.799,516.863,580.016,580.223,580.837,582.71
p134,1.440997601,5.640375641,0,0.025,10.727,14.664,20.324,28.168,39.984,56.594,79.253,109.647,149.138,199.081,260.998,335.529,361.843,392.131,427.057,467.325,514.019
p14,0,0,0.164,0.914,3.909,5.549,7.717,7.951,8.227,8.522,8.847,9.25,10.569,14.624,16.138,18.051,20.561,23.658,27.478,32.974,40.421
p15,0,0,0.27,2.72,13.265,23.724,39.243,39.641,40.588,41.416,42.124,44.767,53.673,69.926,74.336,79.628,86.111,93.795,102.689,113.975,129.076
p16,0,0,0.2,1.897,9.617,16.896,27.087,27.772,28.599,29.452,30.43,32.397,36.736,44.67,47.348,50.1,53.592,57.426,62.541,69.098,76.996
p17,0,0,0.231,1.276,2.752,3.215,3.872,4.111,4.368,4.62,4.819,5.12,5.581,6.216,6.973,7.865,9.126,11.182,16.672,29.858,49.611
p18,0,0,0.236,1.204,2.484,2.897,3.602,3.905,4.28,4.593,4.863,5.224,5.747,6.416,7.285,8.55,10.106,12.511,16.839,24.234,35.277
p19,0,0,0.022,0.128,0.269,0.313,0.381,0.392,0.404,0.414,0.424,0.45,0.491,0.55,0.634,0.756,0.895,1.013,1.147,1.72,2.651
p2,0.0000425,3.598774958,6.897,16.749,27.761,30.566,33.399,33.517,33.625,33.735,33.921,34.44,35.469,36.437,37.941,39.739,42.585,46.714,53.328,62.6,76.446
p20,0,0,0.265,1.421,3.021,3.596,4.47,4.748,5.1,5.375,5.615,5.994,6.619,7.38,8.477,9.912,11.509,12.93,15.875,21.113,29.866
p21,0,0,0.102,0.392,1.203,2.944,5.922,7.783,10.851,14.22,17.278,21.254,26.393,32.264,33.681,35.336,37.25,39.531,42.132,45.503,50.114
p22,0,0,0.003,0.01,0.026,0.05,0.102,0.108,0.119,0.134,0.154,0.341,0.825,1.637,1.781,1.994,2.255,2.66,3.18,3.705,4.441
p23,0,0,0.008,0.029,0.083,0.194,0.425,0.675,0.976,1.311,1.626,2.006,2.767,4.141,4.552,5.119,5.72,6.47,7.405,8.484,9.709
p24,0,0,0.176,0.66,1.866,4.274,8.778,13.239,19.308,26.005,32.552,40.078,48.432,57.712,59.428,61.556,64.577,68.026,72.238,76.723,83.396
p25,0,0,13.035,129.097,261.873,296.355,316.217,316.91,317.376,317.866,318.549,320.192,323.404,328.175,333.951,350.313,383.843,441.765,523.165,627.628,772.484
p26,0,0,0.573,5.987,10.336,11.557,12.555,12.642,12.699,12.799,12.956,13.208,13.434,13.851,14.162,14.686,15.829,18.136,21.439,25.65,31.478
p27,0.432030983,12.67567255,19.417,39.674,64.966,69.274,72.791,72.793,72.796,72.797,72.806,72.896,74.054,76.488,81.034,88.972,100.026,114.705,131.75,152.764,154.983
p28,7.941410686,257.0910799,351.554,551.279,797.607,825.096,853.982,855.929,857.409,859.373,862.357,870.183,891.711,944.67,1043.979,1200.539,1402.102,1689.729,2027.491,2395.186,2453.91
p29,0.033362992,3.953283745,4.06,6.627,9.873,10.556,11.126,11.14,11.147,11.161,11.189,11.338,11.418,11.764,12.68,14.376,16.928,20.747,25.281,30.272,32.028
p3,0.075701514,1.7785297,3.78,8.551,13.564,14.281,15.248,15.541,15.781,15.943,16.097,16.449,17.06,18.024,19.574,21.776,24.874,29.881,37.157,46.075,57.58
p30,2.435539638,48.87996376,96.158,207.146,348.819,369.426,389.485,391.932,393.878,395.565,396.981,399.734,406.802,424.382,450.744,484.514,529.016,596.223,677.406,772.93,780.295
p31,0.65127812,21.37159267,39.474,66.245,104.724,178.123,272.371,307.315,342.762,376.726,406.424,446.887,496.198,553.195,619.815,630.376,647.364,672.717,709.721,760.897,830.3
p32,0,0,0,0,0.035,0.047,0.067,0.088,0.126,0.181,0.264,0.397,0.608,0.939,1.461,2.276,3.519,5.4,8.159,12.143,17.756
p33,2.526042441,132.7315941,158.911,222.803,323.685,413.631,507.549,511.393,516.356,520.324,526.75,548.343,587.961,652.587,732.424,829.297,943.427,1083.176,1252.339,1451.339,1723.527
p34,0.857821277,34.1684059,55.124,81.415,124.019,169.605,218.858,225.272,232.039,237.513,244.55,261.296,283.753,314.466,350.514,395.791,450.818,514.446,586.347,673.581,782.035
p35,0,0,0.049,0.272,0.59,0.699,0.853,0.888,0.94,1.002,1.064,1.153,1.312,1.531,1.85,2.311,2.901,5.334,11.493,18.261,23.578
p36,0,0,0,0.003,0.01,0.011,0.011,0.012,0.014,0.016,0.018,0.022,0.029,0.044,0.089,0.203,0.47,0.96,2.007,4.095,7.571
p37,0,0,0,0.048,0.143,0.155,0.175,0.189,0.216,0.258,0.322,0.438,0.667,1.07,1.779,3.017,5.194,9.051,16.246,27.085,42.132
p38,0,0,0,0,0.049,0.061,0.08,0.093,0.123,0.169,0.236,0.35,0.54,0.86,1.4,2.28,3.67,5.844,9.196,14.268,21.786
p39,0,0,0,0.298,1.088,1.111,1.151,1.167,1.214,1.286,1.383,1.566,1.907,2.497,3.455,5.041,7.624,11.392,15.999,18.456,21.829
p4,0.119576402,0.38937141,0.478,0.906,1.208,1.216,1.223,1.223,1.223,1.223,1.223,1.223,1.225,1.231,1.242,1.269,1.402,1.593,1.859,2.19,2.666
p40,0,0,0,0.501,2.329,2.435,2.634,2.695,2.884,3.171,3.557,4.358,6.153,9.521,15.428,25.349,41.439,63.789,91.7,105.225,123.135
p41,0,0,0,1.701,5.869,5.949,6.105,6.192,6.336,6.524,6.768,7.192,8.121,10.087,13.754,20.94,34.533,55.235,82.602,95.455,113.5
p42,0,0,0.149,0.452,1.031,1.859,2.97,3.588,4.853,6.579,8.636,11.395,15.172,20.172,26.267,33.61,42.353,52.84,65.311,80.066,98.301
p43,0,0,9.652,46.037,310.183,328.674,355.026,372.18,402.173,440.045,485.773,551.953,633.886,733.952,853.348,988.903,1145.918,1328.598,1539.834,1783.791,2083.073
p44,0,0,0.194,0.793,4.34,5.006,6.025,6.695,7.923,9.482,11.391,13.979,17.107,20.885,25.259,30.385,36.262,42.935,50.569,59.67,70.859
p45,0,0,1.633,3.113,6.521,6.873,7.375,7.661,8.062,8.515,8.994,9.563,10.302,11.155,12.153,13.396,14.889,16.837,19.559,23.167,28.072
p46,0.037516039,2.141675603,1.907,3.235,6.277,8.095,10.406,10.707,11.66,13.49,15.734,20.276,28.139,40.519,56.937,80.535,108.953,143.671,184.963,234.074,292.151
p47,0.078073811,5.728407335,4.929,9.402,16.068,28.858,43.926,45.497,47.658,50.098,53.012,58.471,66.419,76.109,87.804,88.587,91.036,94.867,100.811,108.6,120.097
p48,0.015890803,2.982025329,1.741,3.216,4.341,5.248,7.28,9.703,13.849,19.492,25.777,33.797,42.744,51.722,61.922,72.954,85.985,101.232,118.386,137.592,165.125
p49,0,0,0.017,0.043,0.371,0.402,0.449,0.506,0.598,0.723,0.889,1.106,1.388,1.739,2.183,2.723,3.423,4.293,5.355,6.637,8.343
p5,5.718094633,41.9169796,41.932,70.477,104.705,159.07,207.095,209.394,211.691,213.608,215.403,219.79,229.384,259.737,323.501,401.973,518.083,664.677,848.257,877.745,918.341
p50,0,0,0.528,1.638,12.435,14.728,17.948,21.109,25.864,32.249,40.566,51.587,67.166,86.463,110.606,141.616,181.597,251.295,353.302,488.094,660.65
p51,0,0,0.033,0.11,1.269,1.299,1.349,1.424,1.54,1.726,1.999,2.377,2.853,3.49,4.922,7.244,11.174,18.226,29.435,46.193,70.01
p52,0,0,0,0.049,0.427,0.464,0.527,0.575,0.657,0.769,0.919,1.177,1.617,2.377,3.699,5.883,8.991,13.36,15.836,19.258,23.695
p53,0,0,0,0.555,6.137,6.611,7.472,7.967,9.048,10.562,12.63,16.317,23.134,35.381,56.377,89.692,142.158,218.621,261.271,318.562,395.434
p54,0.094914678,2.754555382,18.238,25.286,34.401,35.291,36.881,37.629,38.742,40.034,41.576,43.594,46.979,53.074,64.197,83.147,112.71,157.888,214.869,289.387,385.549
p55,0.007026694,1.701282147,9.976,13.898,18.809,19.125,19.664,19.879,20.237,20.669,21.148,21.844,22.91,24.8,28.272,34.966,46.796,68.135,100.635,148.072,211.693
p56,0,0,0.195,0.729,5.576,8.416,12.762,14.178,15.907,18.054,20.007,22.521,26.792,35.727,51.603,75.361,114.182,123.296,136.633,156.877,184.919
p57,0.681239627,1.237219526,0.631,0.983,1.046,1.092,1.218,1.344,1.512,1.706,1.892,2.1,2.339,2.67,3.122,4.048,5.372,7.222,10.316,15.987,25.142
p58,2.973437518,3.310040121,30.028,74.69,97.504,124.175,153.912,154.942,156.347,158.165,160.129,164.059,179.169,227.218,307.973,324.562,353.479,402.074,470.512,567.633,700.441
p59,0.225905501,1.216504631,2.253,6.394,9.465,10.937,15.02,23.061,35.206,50.855,69.951,93.872,120.762,150.313,186.042,228.371,274.999,335.009,405.307,445.088,495.23
p6,0.246640299,9.779499557,7.313,12.535,21.814,37.324,53.188,54.806,56.577,58.034,59.478,62.594,67.359,74.657,89.022,106.69,129.786,158.874,197.835,203.546,212.404
p60,0.01193542,0.447235192,0.535,1.7,3.334,7.851,15.951,26.561,39.256,52.548,64.501,75.716,86.865,98.632,111.571,125.809,141.497,160.575,185.711,189.38,194.458
p61,0.007968921,0.746904448,1.249,4.719,10.938,29.511,57.625,84.82,115.722,147.598,176.976,204.828,233.627,264.483,298.952,336.239,377.169,430.395,498.348,505.285,514.337
p62,0.064115463,0.41323642,0.961,3.273,6.715,16.149,32.543,52.329,74.264,96.056,115.444,133.169,151.299,170.371,192.151,216.015,242.424,276.04,318.935,325.089,333.078
p63,0.201813968,12.24810532,25.472,87.612,187.468,456.316,868.699,1224.139,1616.226,2007.165,2369.536,2742.399,3146.097,3575.351,4053.876,4624.655,5299.893,6070.119,6947.497,7070.73,7273.089
p64,0.017288812,5.864901897,5.88,13.249,21.737,39.254,67.708,93.803,125.603,159.59,193.028,229.637,271.792,319.006,373.808,440.382,523.269,622.132,753.638,839.333,948.304
p65,0.074564522,6.345614295,8.411,20.102,35.886,67.927,115.633,156.121,205.496,255.753,303.211,354.291,413.122,483.391,578.783,695.632,832.165,998.227,1244.258,1418.946,1631.898
p66,0.00687512,2.876324151,1.953,3.41,4.307,6.399,9.981,12.911,16.882,20.997,24.83,29.101,33.822,39.143,45.35,57.057,77.028,105.47,143.772,183.139,232.862
p67,0.049593126,5.42192879,15.578,54.579,120.121,297.938,564.441,782.942,1015.157,1243.245,1452.754,1669.723,1900.436,2143.188,2415.362,2743.907,3142.798,3595.541,4107.357,4159.785,4262.621
p68,0,0,0.946,4.449,30.001,31.751,34.373,36.35,39.225,42.8,47.071,52.811,61.058,70.687,81.814,94.485,109.009,125.525,144.471,166.551,193.523
p69,0,0,0.883,1.599,3.283,3.496,3.812,3.967,4.228,4.532,4.858,5.27,5.823,6.515,7.402,8.469,9.867,11.656,13.786,16.518,20.112
p7,0.042888671,1.603520842,0.94,1.463,1.857,2.703,3.919,3.995,4.08,4.151,4.206,4.288,4.465,5.196,6.38,7.874,9.999,12.977,16.699,17.381,18.3
p70,0,0,11.414,21.634,45.597,49.222,54.255,56.804,60.295,64.159,68.099,72.759,78.566,85.362,93.333,102.66,113.348,126.06,141.568,161.946,187.685
p71,0.048889458,0.2611806,1.147,1.609,2.184,2.228,2.292,2.324,2.359,2.4,2.443,2.498,2.6,2.83,3.255,4.215,5.988,9.157,14.097,21.086,30.176
p72,0.051234245,4.395968779,29.955,41.178,55.33,55.984,57.041,57.677,58.354,59.136,59.971,61.097,62.866,66.583,74.339,93.05,134.94,196.943,288.359,414.155,590.181
p73,0,0.247787902,1.549,2.16,2.917,2.956,3.006,3.025,3.046,3.07,3.095,3.132,3.184,3.257,3.358,3.727,4.73,7.84,14.01,23.934,36.84
p74,0,0,0.731,1.391,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.61,2.62,2.637,2.667,2.713,2.776,2.871,3.155,7.013
p75,0.049455912,1.133727956,1.775,2.616,4.414,4.52,4.688,4.886,5.124,5.433,5.825,6.341,7.018,7.886,10.751,15.42,22.394,33.414,50.126,75.785,113.459
p76,0.004075108,2.41498537,2.115,3.35,6.349,7.731,9.493,9.657,9.915,10.242,10.642,13.004,18.383,26.524,39.123,55.604,76.079,100.611,130.439,166.942,211.588
p77,0,0.829536661,0.675,1.25,2.601,3.785,5.434,5.551,6.374,7.664,9.107,11.742,16.02,21.568,30.134,40.752,53.326,68.062,85.584,106.309,130.723
p78,0.044142199,1.68559734,1.652,2.727,5.178,6.353,8.048,8.78,10.155,12.339,14.672,19.584,25.963,34.664,47.591,63.453,83.24,107.043,135.648,169.064,208.771
p79,0.101972038,2.372986019,5.285,7.666,13.631,14.019,14.555,14.665,14.907,15.219,15.611,16.751,18.538,20.85,24.29,28.387,33.259,38.919,45.605,54.024,64.836
p8,0.819524,8.793521013,7.021,15.069,20.899,26.384,27.167,27.167,27.167,27.167,27.17,27.194,27.264,27.518,27.937,28.498,29.272,30.373,32.058,34.28,36.739
p80,0.355709642,8.406996517,8.083,15.177,35.182,35.826,36.613,37.479,38.513,39.815,41.437,43.611,47.707,86.558,171.212,282.774,458.84,679.997,950.881,1279.369,1678.497
p81,0.090199905,0.960017493,1.464,2.844,6.772,6.944,7.184,7.314,7.494,7.72,7.97,8.313,8.733,9.292,10.506,12.08,15.241,33.297,69.367,126.939,203.411
p82,0,0.338281606,0.559,1.053,2.446,2.487,2.549,2.598,2.647,2.7,2.756,2.833,2.938,3.07,3.24,3.46,3.738,8.08,17.723,32.528,52.534
p83,0.035923054,0.394704384,0.689,1.331,3.165,3.211,3.276,3.326,3.382,3.45,3.52,3.62,3.75,3.917,4.135,4.423,4.808,10.266,23.7,46.094,77.197
p84,0,0.93922519,3.819,5.336,7.214,7.313,7.44,7.494,7.557,7.633,7.717,7.841,8.02,8.239,8.624,9.91,13.101,21.399,36.428,58.408,86.533
p85,0,0,0.849,1.793,30.701,34.687,40.858,41.259,42.017,43.118,44.599,46.974,56.675,105.292,188.705,307.272,455.738,487.406,529.571,584.529,657.089
p86,0,0,0.193,0.264,0.572,0.62,0.699,0.796,0.921,1.088,1.272,1.494,1.739,2.046,2.4,2.846,3.819,6.139,10.634,17.806,28.265
p87,0,0,0.325,0.56,2.042,2.826,4.007,5.075,6.557,8.391,10.589,13.895,19.35,28.63,43.837,68.293,106.981,173.182,268.908,396.199,561.715
p88,0,0,0.072,0.175,0.541,0.677,0.894,1.118,1.389,1.703,2.065,2.537,3.237,4.608,7.404,12.606,21.78,37.088,60.688,93.899,137.894
p89,0,0,0.596,1.188,5.053,5.434,6.049,6.711,7.729,9.105,10.904,13.733,18.08,24.363,33.492,46.95,66.685,94.509,132.537,183.024,251.566
p9,430.9401092,716.7919976,1089.561,2215.077,3263.619,4250.118,4457.715,4493.984,4521.773,4545.286,4570.453,4613.398,4670.06,4744.923,4851.375,4989.632,5159.1,5366.103,5646.693,6011.239,6479.46
p90,0,0,0.622,1.135,5.681,6.049,6.632,7.202,7.981,9.075,10.889,13.969,18.611,25.133,34.401,47.552,65.846,91.409,125.51,169.808,226.809
p91,0.434143915,2.552060478,4.844,10.074,27.499,56.705,100.3,123.19,152.152,182.538,211.812,251.716,297.866,351.726,411.742,476.618,552.235,642.664,748.87,870.984,890.9
p92,0.114763759,35.8,32.475,43.315,50.634,51.998,53.69,54.923,55.87,57.109,58.669,60.899,63.867,69.08,77.028,92.288,121.276,167.416,238.464,339.021,476.904
p93,0,0,0.179,0.921,3.666,3.666,3.666,3.666,3.666,3.666,3.666,3.683,3.725,3.785,3.878,4.016,4.398,5.796,9.456,30.097,62.596
p94,0.872693419,21.5,16.475,22.42,34.791,43.047,49.488,54.348,59.885,66.093,72.942,83.412,98.647,120.888,152.517,196.141,255.638,335.671,447.016,600.048,813.84
p95,0,0,0.246,8.839,35.327,61.812,94.347,95.754,101.193,106.813,111.778,121.781,140.447,170.854,209.86,218.521,231.382,249.941,276.704,315.027,367.177
p96,0,0,1.047,36.209,146.454,258.135,389.579,406.161,430.599,458.346,484.639,531.923,603.835,703.589,832.638,860.457,903.535,963.684,1049.908,1168.055,1322.41
p97,1.601205543,22.69234846,33.723,45.045,58.205,84.873,123.668,129.709,157.876,190.111,219.816,265.008,326.567,410.023,510.253,624.64,756.361,932.562,1186.082,1533.175,1999.864
p98,1.314698949,24.50765154,30.092,45.061,70.566,126.511,208.676,218.251,278.228,349.634,414.188,516.781,651.691,834.679,1051.295,1294.992,1566.712,1881.838,2262.398,2715.783,3266.228
p99,0,0,6.256,20.657,58.21,128.669,263.985,302.848,399.149,498.346,585.49,723.298,752.219,787.048,821.764,870.853,935.855,1020.357,1128.768,1266.713,1462.391
