,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p119,0.002,0.342,0.363,0.04,0.0,0.274,0.267,0.008,0.0,0.192,0.211,0.002,0.001,0.33,0.336,0.027,0.307
p12,0.005,0.504,0.46,0.03,0.0,0.453,0.358,0.004,0.0,0.294,0.248,0.0,0.002,0.475,0.423,0.018,0.377
p120,0.002,0.345,0.36,0.039,0.0,0.274,0.272,0.008,0.0,0.201,0.221,0.002,0.001,0.326,0.351,0.028,0.301
p121,0.002,0.363,0.356,0.036,0.0,0.302,0.271,0.007,0.0,0.226,0.226,0.002,0.001,0.338,0.336,0.025,0.3
p122,0.003,0.361,0.34,0.034,0.0,0.296,0.255,0.006,0.0,0.217,0.205,0.001,0.002,0.343,0.325,0.023,0.321
p123,0.003,0.373,0.353,0.032,0.0,0.31,0.269,0.006,0.0,0.234,0.231,0.002,0.001,0.353,0.341,0.023,0.343
p124,0.003,0.369,0.386,0.034,0.0,0.313,0.289,0.006,0.0,0.223,0.228,0.001,0.001,0.353,0.363,0.025,0.379
p125,0.003,0.374,0.346,0.032,0.0,0.319,0.268,0.005,0.0,0.242,0.22,0.001,0.001,0.363,0.345,0.021,0.371
p126,0.003,0.368,0.338,0.029,0.0,0.314,0.256,0.004,0.0,0.233,0.203,0.001,0.002,0.354,0.329,0.019,0.349
p127,0.004,0.366,0.342,0.034,0.0,0.29,0.241,0.005,0.0,0.194,0.176,0.001,0.002,0.345,0.318,0.022,0.321
p128,0.005,0.369,0.334,0.03,0.0,0.313,0.246,0.004,0.0,0.221,0.179,0.0,0.003,0.354,0.311,0.02,0.333
p129,0.006,0.362,0.323,0.031,0.0,0.283,0.228,0.004,0.0,0.195,0.16,0.0,0.004,0.353,0.309,0.019,0.345
p13,0.004,0.492,0.439,0.018,0.0,0.468,0.35,0.001,0.0,0.368,0.281,0.0,0.003,0.511,0.436,0.01,0.374
p130,0.007,0.381,0.287,0.026,0.001,0.323,0.207,0.003,0.0,0.237,0.159,0.0,0.005,0.379,0.276,0.015,0.293
p131,0.006,0.379,0.319,0.026,0.0,0.321,0.225,0.002,0.0,0.233,0.17,0.0,0.003,0.369,0.296,0.014,0.317
p132,0.005,0.365,0.333,0.029,0.0,0.308,0.244,0.003,0.0,0.229,0.188,0.0,0.003,0.351,0.315,0.017,0.329
p133,0.006,0.388,0.319,0.024,0.0,0.325,0.223,0.002,0.0,0.237,0.173,0.0,0.004,0.373,0.296,0.013,0.31
p134,0.009,0.375,0.302,0.026,0.001,0.315,0.215,0.002,0.0,0.226,0.158,0.0,0.005,0.367,0.293,0.014,0.348
p14,0.009,0.452,0.393,0.028,0.0,0.359,0.257,0.002,0.0,0.185,0.141,0.0,0.003,0.375,0.307,0.014,0.373
p15,0.002,0.41,0.545,0.078,0.0,0.338,0.435,0.021,0.0,0.17,0.245,0.005,0.0,0.355,0.469,0.053,0.463
p16,0.003,0.433,0.491,0.063,0.0,0.354,0.395,0.016,0.0,0.166,0.204,0.004,0.001,0.371,0.426,0.045,0.469
p17,0.003,0.394,0.462,0.067,0.0,0.293,0.327,0.013,0.0,0.159,0.191,0.002,0.001,0.331,0.38,0.043,0.401
p18,0.004,0.423,0.436,0.052,0.0,0.313,0.317,0.009,0.0,0.177,0.192,0.001,0.001,0.352,0.377,0.034,0.439
p19,0.006,0.422,0.405,0.045,0.0,0.328,0.277,0.005,0.0,0.173,0.138,0.0,0.003,0.389,0.353,0.027,0.451
p2,0.006,0.394,0.424,0.048,0.0,0.304,0.28,0.006,0.0,0.145,0.144,0.0,0.002,0.328,0.331,0.025,0.414
p20,0.005,0.425,0.409,0.045,0.0,0.324,0.289,0.006,0.0,0.203,0.181,0.001,0.002,0.365,0.356,0.029,0.408
p21,0.005,0.435,0.451,0.05,0.0,0.363,0.363,0.01,0.0,0.221,0.241,0.002,0.002,0.394,0.429,0.035,0.415
p22,0.009,0.446,0.349,0.042,0.0,0.348,0.24,0.007,0.0,0.207,0.173,0.001,0.004,0.391,0.311,0.028,0.343
p23,0.007,0.446,0.417,0.041,0.0,0.349,0.294,0.005,0.0,0.208,0.186,0.001,0.003,0.393,0.368,0.025,0.367
p24,0.007,0.481,0.353,0.033,0.0,0.406,0.276,0.005,0.0,0.255,0.212,0.001,0.003,0.425,0.335,0.022,0.283
p25,0.002,0.413,0.493,0.059,0.0,0.355,0.407,0.015,0.0,0.213,0.267,0.004,0.001,0.379,0.459,0.042,0.457
p26,0.004,0.456,0.439,0.051,0.0,0.378,0.351,0.013,0.0,0.203,0.22,0.003,0.002,0.394,0.397,0.038,0.4
p27,0.001,0.423,0.501,0.047,0.0,0.401,0.417,0.013,0.0,0.315,0.354,0.006,0.001,0.444,0.504,0.036,0.404
p28,0.0,0.398,0.502,0.048,0.0,0.383,0.43,0.014,0.0,0.303,0.376,0.006,0.0,0.425,0.524,0.038,0.398
p29,0.005,0.427,0.426,0.051,0.0,0.403,0.379,0.016,0.0,0.313,0.337,0.005,0.002,0.448,0.477,0.042,0.286
p3,0.009,0.438,0.423,0.037,0.0,0.343,0.275,0.003,0.0,0.159,0.14,0.0,0.003,0.374,0.331,0.019,0.399
p30,0.0,0.417,0.456,0.035,0.0,0.408,0.411,0.01,0.0,0.34,0.381,0.005,0.0,0.46,0.52,0.032,0.305
p31,0.003,0.464,0.422,0.03,0.0,0.439,0.377,0.006,0.0,0.357,0.338,0.002,0.001,0.474,0.46,0.023,0.348
p32,0.007,0.413,0.423,0.038,0.0,0.335,0.316,0.005,0.0,0.233,0.265,0.001,0.004,0.383,0.402,0.023,0.419
p33,0.006,0.446,0.361,0.029,0.0,0.391,0.313,0.005,0.0,0.287,0.267,0.001,0.002,0.422,0.37,0.02,0.312
p34,0.005,0.461,0.382,0.03,0.0,0.412,0.351,0.006,0.0,0.308,0.304,0.002,0.002,0.446,0.414,0.023,0.365
p35,0.006,0.436,0.41,0.037,0.0,0.333,0.276,0.004,0.0,0.177,0.174,0.0,0.003,0.387,0.367,0.02,0.42
p36,0.003,0.375,0.455,0.06,0.0,0.286,0.328,0.014,0.0,0.141,0.227,0.003,0.001,0.336,0.415,0.038,0.43
p37,0.002,0.356,0.448,0.06,0.0,0.269,0.324,0.012,0.0,0.129,0.21,0.003,0.001,0.319,0.416,0.039,0.427
p38,0.002,0.365,0.451,0.057,0.0,0.292,0.337,0.012,0.0,0.174,0.257,0.003,0.001,0.331,0.416,0.037,0.423
p39,0.006,0.445,0.421,0.029,0.0,0.371,0.315,0.004,0.0,0.245,0.249,0.001,0.003,0.403,0.38,0.016,0.396
p4,0.006,0.467,0.455,0.037,0.0,0.364,0.306,0.003,0.0,0.174,0.166,0.0,0.002,0.403,0.373,0.019,0.413
p40,0.001,0.357,0.474,0.06,0.0,0.305,0.381,0.016,0.0,0.205,0.309,0.006,0.0,0.335,0.435,0.04,0.432
p41,0.001,0.367,0.437,0.049,0.0,0.312,0.35,0.012,0.0,0.202,0.272,0.003,0.0,0.341,0.397,0.032,0.4
p42,0.003,0.349,0.425,0.057,0.0,0.254,0.3,0.01,0.0,0.132,0.199,0.002,0.001,0.319,0.401,0.037,0.438
p43,0.004,0.35,0.415,0.05,0.0,0.258,0.299,0.009,0.0,0.159,0.218,0.002,0.002,0.318,0.384,0.032,0.389
p44,0.002,0.357,0.432,0.053,0.0,0.282,0.322,0.011,0.0,0.161,0.24,0.003,0.001,0.326,0.392,0.034,0.427
p45,0.002,0.346,0.444,0.053,0.0,0.286,0.352,0.012,0.0,0.183,0.271,0.003,0.001,0.319,0.409,0.035,0.424
p46,0.005,0.361,0.388,0.043,0.0,0.268,0.269,0.007,0.0,0.167,0.201,0.001,0.002,0.333,0.356,0.027,0.352
p47,0.002,0.447,0.416,0.026,0.0,0.424,0.369,0.006,0.0,0.361,0.343,0.002,0.001,0.467,0.444,0.019,0.397
p48,0.0,0.358,0.537,0.075,0.0,0.319,0.464,0.032,0.0,0.258,0.426,0.019,0.0,0.357,0.533,0.06,0.477
p49,0.0,0.375,0.52,0.071,0.0,0.316,0.422,0.025,0.0,0.236,0.361,0.013,0.0,0.356,0.494,0.052,0.483
p5,0.004,0.365,0.464,0.059,0.0,0.271,0.302,0.008,0.0,0.129,0.151,0.001,0.001,0.284,0.335,0.029,0.434
p50,0.0,0.355,0.479,0.052,0.0,0.311,0.388,0.015,0.0,0.245,0.343,0.007,0.0,0.327,0.437,0.038,0.417
p51,0.001,0.342,0.451,0.048,0.0,0.296,0.36,0.012,0.0,0.23,0.312,0.005,0.0,0.321,0.412,0.031,0.414
p52,0.001,0.37,0.515,0.068,0.0,0.32,0.425,0.023,0.0,0.24,0.376,0.011,0.0,0.35,0.483,0.048,0.499
p53,0.001,0.34,0.467,0.057,0.0,0.295,0.372,0.015,0.0,0.218,0.316,0.005,0.0,0.317,0.419,0.038,0.418
p54,0.002,0.339,0.406,0.044,0.0,0.315,0.334,0.011,0.0,0.228,0.277,0.003,0.001,0.331,0.364,0.028,0.377
p55,0.001,0.35,0.432,0.043,0.0,0.311,0.352,0.01,0.0,0.215,0.281,0.003,0.001,0.32,0.393,0.029,0.395
p56,0.001,0.348,0.437,0.044,0.0,0.297,0.345,0.01,0.0,0.213,0.268,0.003,0.0,0.312,0.391,0.028,0.385
p57,0.001,0.366,0.417,0.037,0.0,0.308,0.339,0.01,0.0,0.226,0.278,0.004,0.0,0.322,0.388,0.028,0.369
p58,0.001,0.365,0.337,0.024,0.0,0.332,0.301,0.006,0.0,0.258,0.261,0.003,0.001,0.357,0.363,0.02,0.316
p59,0.001,0.451,0.433,0.027,0.0,0.425,0.385,0.006,0.0,0.368,0.354,0.002,0.001,0.479,0.48,0.021,0.393
p6,0.005,0.433,0.467,0.056,0.0,0.337,0.323,0.01,0.0,0.16,0.175,0.001,0.002,0.344,0.362,0.031,0.455
p60,0.0,0.345,0.495,0.065,0.0,0.321,0.437,0.028,0.0,0.255,0.403,0.016,0.0,0.342,0.498,0.052,0.409
p61,0.0,0.349,0.488,0.055,0.0,0.329,0.431,0.024,0.0,0.27,0.413,0.015,0.0,0.348,0.496,0.046,0.405
p62,0.0,0.354,0.502,0.066,0.0,0.331,0.451,0.032,0.0,0.264,0.418,0.02,0.0,0.358,0.518,0.056,0.433
p63,0.001,0.352,0.438,0.047,0.0,0.303,0.364,0.016,0.0,0.235,0.319,0.008,0.0,0.308,0.416,0.036,0.395
p64,0.0,0.337,0.431,0.048,0.0,0.297,0.371,0.019,0.0,0.226,0.33,0.011,0.0,0.292,0.414,0.039,0.375
p65,0.0,0.332,0.457,0.05,0.0,0.296,0.389,0.02,0.0,0.218,0.338,0.012,0.0,0.292,0.438,0.038,0.39
p66,0.0,0.34,0.385,0.033,0.0,0.311,0.342,0.009,0.0,0.233,0.29,0.005,0.0,0.311,0.388,0.026,0.363
p67,0.0,0.308,0.41,0.043,0.0,0.282,0.366,0.014,0.0,0.207,0.311,0.008,0.0,0.284,0.413,0.035,0.375
p68,0.003,0.355,0.411,0.047,0.0,0.276,0.302,0.009,0.0,0.163,0.217,0.002,0.002,0.327,0.366,0.03,0.389
p69,0.003,0.354,0.414,0.042,0.0,0.283,0.305,0.008,0.0,0.167,0.225,0.002,0.001,0.324,0.38,0.027,0.41
p7,0.005,0.459,0.466,0.056,0.0,0.376,0.349,0.013,0.0,0.181,0.199,0.003,0.002,0.389,0.397,0.036,0.398
p70,0.003,0.367,0.399,0.035,0.0,0.316,0.306,0.007,0.0,0.201,0.239,0.002,0.001,0.341,0.364,0.023,0.361
p71,0.002,0.358,0.409,0.037,0.0,0.312,0.314,0.007,0.0,0.206,0.24,0.001,0.001,0.339,0.366,0.023,0.351
p72,0.003,0.37,0.395,0.034,0.0,0.326,0.306,0.006,0.0,0.216,0.232,0.001,0.001,0.344,0.358,0.021,0.412
p73,0.003,0.375,0.381,0.034,0.0,0.333,0.319,0.007,0.0,0.222,0.236,0.001,0.001,0.346,0.354,0.022,0.354
p74,0.004,0.341,0.425,0.055,0.0,0.248,0.285,0.01,0.0,0.156,0.211,0.002,0.002,0.317,0.391,0.035,0.417
p75,0.006,0.389,0.365,0.03,0.0,0.302,0.244,0.003,0.0,0.186,0.186,0.0,0.003,0.363,0.345,0.018,0.371
p76,0.006,0.371,0.355,0.033,0.0,0.29,0.244,0.004,0.0,0.166,0.178,0.001,0.003,0.345,0.337,0.021,0.35
p77,0.004,0.368,0.37,0.033,0.0,0.308,0.281,0.005,0.0,0.188,0.204,0.001,0.002,0.349,0.349,0.02,0.352
p78,0.006,0.36,0.389,0.038,0.0,0.296,0.295,0.007,0.0,0.166,0.191,0.001,0.003,0.332,0.356,0.023,0.399
p79,0.006,0.395,0.335,0.026,0.0,0.32,0.231,0.004,0.0,0.19,0.164,0.0,0.003,0.364,0.311,0.016,0.363
p8,0.004,0.488,0.499,0.042,0.0,0.403,0.364,0.006,0.0,0.221,0.225,0.001,0.002,0.418,0.42,0.024,0.459
p80,0.005,0.387,0.363,0.027,0.0,0.31,0.256,0.003,0.0,0.195,0.187,0.0,0.002,0.354,0.328,0.015,0.358
p81,0.003,0.376,0.38,0.032,0.0,0.327,0.293,0.005,0.0,0.215,0.217,0.001,0.002,0.348,0.348,0.019,0.411
p82,0.003,0.377,0.378,0.027,0.0,0.333,0.294,0.004,0.0,0.222,0.223,0.0,0.002,0.355,0.344,0.015,0.387
p83,0.004,0.379,0.375,0.029,0.0,0.342,0.287,0.004,0.0,0.221,0.213,0.001,0.002,0.35,0.337,0.017,0.392
p84,0.002,0.383,0.384,0.031,0.0,0.338,0.315,0.006,0.0,0.236,0.242,0.001,0.001,0.355,0.355,0.02,0.369
p85,0.001,0.362,0.408,0.034,0.0,0.308,0.325,0.007,0.0,0.224,0.258,0.002,0.001,0.328,0.381,0.023,0.382
p86,0.001,0.366,0.364,0.026,0.0,0.323,0.312,0.006,0.0,0.25,0.263,0.002,0.001,0.347,0.366,0.021,0.338
p87,0.002,0.377,0.35,0.021,0.0,0.339,0.295,0.003,0.0,0.265,0.257,0.001,0.001,0.367,0.365,0.017,0.329
p88,0.002,0.382,0.356,0.021,0.0,0.335,0.29,0.003,0.0,0.259,0.244,0.001,0.001,0.364,0.358,0.015,0.361
p89,0.003,0.38,0.351,0.02,0.0,0.34,0.287,0.002,0.0,0.259,0.233,0.001,0.002,0.358,0.354,0.014,0.365
p9,0.003,0.457,0.484,0.04,0.0,0.378,0.352,0.006,0.0,0.224,0.218,0.001,0.001,0.419,0.428,0.023,0.43
p90,0.003,0.375,0.346,0.017,0.0,0.345,0.291,0.002,0.0,0.291,0.271,0.001,0.002,0.388,0.38,0.013,0.308
p91,0.003,0.38,0.327,0.015,0.0,0.356,0.277,0.002,0.0,0.298,0.251,0.001,0.002,0.408,0.367,0.011,0.263
p92,0.002,0.366,0.373,0.03,0.0,0.324,0.304,0.007,0.0,0.233,0.24,0.003,0.001,0.341,0.358,0.021,0.372
p93,0.004,0.393,0.344,0.022,0.0,0.345,0.267,0.003,0.0,0.239,0.207,0.001,0.002,0.365,0.323,0.013,0.355
p94,0.0,0.336,0.411,0.045,0.0,0.294,0.353,0.016,0.0,0.236,0.314,0.008,0.0,0.334,0.423,0.039,0.394
p95,0.001,0.346,0.408,0.041,0.0,0.307,0.347,0.013,0.0,0.253,0.314,0.007,0.0,0.341,0.412,0.035,0.336
p96,0.001,0.358,0.376,0.036,0.0,0.307,0.31,0.01,0.0,0.257,0.29,0.005,0.0,0.365,0.396,0.031,0.333
p97,0.001,0.347,0.385,0.041,0.0,0.305,0.323,0.012,0.0,0.248,0.293,0.006,0.0,0.343,0.385,0.034,0.32
p98,0.001,0.368,0.361,0.032,0.0,0.309,0.285,0.007,0.0,0.252,0.259,0.003,0.001,0.367,0.364,0.025,0.326
p99,0.002,0.355,0.371,0.036,0.0,0.305,0.294,0.007,0.0,0.234,0.257,0.002,0.001,0.345,0.364,0.026,0.354
