year,st,GWh
2012,MI,107215.05982
2012,MN,69022.9968
2012,MO,82684.83872
2012,MS,50268.87326
2012,MT,13880.51227
2012,NC,130287.17425
2012,ND,14883.35807
2012,NE,31270.17324
2012,NH,10971.48824
2012,NJ,77205.19697
2012,NM,23359.22075
2012,NV,35356.399
2012,NY,145008.79336
2012,OH,153967.22081
2012,OK,60231.32845
2012,OR,47382.68659
2012,PA,148625.56718
2012,RI,7776.4061
2012,SC,80090.22469
2012,SD,11734.78499
2012,TN,98851.83511
2012,TX,399523.21603
2012,UT,30855.07298
2012,VA,109889.80613
2012,VT,5529.75336
2012,WA,93170.21302
2012,WI,71045.69463
2012,WV,31315.64777
2012,WY,18255.31225
2013,AL,92462.78929
2013,AR,48712.36465
2013,AZ,76771.69307
2013,CA,276816.67933
2013,CO,53813.91064
2013,CT,30890.78825
2013,DE,12178.53327
2013,FL,227368.25541
2013,GA,135407.76734
2013,IA,49170.91151
2013,ID,24821.18022
2013,IL,145579.7435
2013,IN,114070.23833
2013,KS,39926.99223
2013,KY,85031.12675
2013,LA,105447.53589
2013,MA,56751.11339
2013,MD,74048.79282
2013,ME,15309.472
2013,MI,105428.36555
2013,MN,69777.0343
2013,MO,83741.68077
2013,MS,50554.23935
2013,MT,14072.15201
2013,NC,132199.5575
2013,ND,16214.4578
2013,NE,31133.76724
2013,NH,11175.16467
2013,NJ,77272.59857
2013,NM,23297.60289
2013,NV,35548.6332
2013,NY,150208.78928
2013,OH,151558.75914
2013,OK,61163.61767
2013,OR,48298.20324
2013,PA,151344.32229
2013,RI,7810.15241
2013,SC,80875.5453
2013,SD,12210.18097
2013,TN,99510.03162
2013,TX,415938.42979
2013,UT,31723.60575
2013,VA,112980.88844
2013,VT,5614.17497
2013,WA,94149.30963
2013,WI,71274.74432
2013,WV,31960.65811
2013,WY,18374.1603
2014,AL,95497.2074
2014,AR,49011.0865
2014,AZ,77623.65455
2014,CA,278536.70448
2014,CO,53845.93043
2014,CT,30318.3886
2014,DE,12132.17158
2014,FL,231573.98365
2014,GA,140457.70995
2014,IA,49590.99603
2014,ID,23821.47464
2014,IL,145000.72857
2014,IN,114910.42241
2014,KS,40625.46418
2014,KY,79243.26987
2014,LA,111048.54724
2014,MA,56202.77184
2014,MD,74042.95342
2014,ME,15167.58257
2014,MI,105681.90654
2014,MN,69861.89287
2014,MO,84268.23463
2014,MS,51174.52529
2014,MT,14207.918
2014,NC,135587.06282
2014,ND,18410.58732
2014,NE,30668.69662
2014,NH,11076.1388
2014,NJ,76288.8699
2014,NM,23422.02727
2014,NV,35317.9068
2014,NY,149823.05822
2014,OH,151946.91152
2014,OK,62831.58282
2014,OR,48099.15224
2014,PA,151805.96866
2014,RI,7682.64611
2014,SC,83993.44932
2014,SD,12355.22971
2014,TN,102744.95178
2014,TX,424719.08224
2014,UT,31307.73304
2014,VA,113697.15921
2014,VT,5608.31112
2014,WA,93121.16974
2014,WI,71635.57386
2014,WV,33396.38095
2014,WY,18524.83559
2015,AL,93400.55888
2015,AR,47582.00535
2015,AZ,78957.08497
2015,CA,278798.67786
2015,CO,54593.59579
2015,CT,30513.91447
2015,DE,12347.46096
2015,FL,241146.54587
2015,GA,141238.23018
2015,IA,49621.18066
2015,ID,23698.49689
2015,IL,142693.69559
2015,IN,112879.11253
2015,KS,39899.29111
2015,KY,76440.92793
2015,LA,112639.93168
2015,MA,56672.59718
2015,MD,74309.9635
2015,ME,14324.39825
2015,MI,104607.6561
2015,MN,67752.04177
2015,MO,81917.72898
2015,MS,50541.16906
2015,MT,14316.76028
2015,NC,136308.50623
2015,ND,18313.06838
2015,NE,29977.63948
2015,NH,11144.35143
2015,NJ,78579.67596
2015,NM,23414.63823
2015,NV,36365.39922
2015,NY,151170.74761
2015,OH,150513.03593
2015,OK,62623.81069
2015,OR,47982.92197
2015,PA,150944.7915
2015,RI,7713.26333
2015,SC,83647.14638
2015,SD,12102.57212
2015,TN,102217.62224
2015,TX,428679.30552
2015,UT,31469.18459
2015,VA,114779.77785
2015,VT,5579.81375
2015,WA,91120.80057
2015,WI,70694.43418
2015,WV,32965.97587
2015,WY,18448.78158
2016,AL,92819.16001
2016,AR,47531.35669
2016,AZ,79161.06036
2016,CA,274957.19271
2016,CO,55174.34813
2016,CT,29978.66564
2016,DE,12141.0238
2016,FL,241252.96952
2016,GA,143586.50383
2016,IA,50745.19889
2016,ID,23708.8249
2016,IL,144589.99288
2016,IN,108647.94475
2016,KS,40869.89328
2016,KY,74978.91847
2016,LA,113023.7836
2016,MA,55355.51723
2016,MD,73907.71154
2016,ME,13616.05985
2016,MI,106934.46553
2016,MN,67820.53095
2016,MO,79067.80757
2016,MS,50914.24068
2016,MT,14208.87743
2016,NC,136732.71956
2016,ND,18712.08169
2016,NE,30652.31724
2016,NH,11057.23804
2016,NJ,77877.55568
2016,NM,23356.05794
2016,NV,36516.34106
2016,NY,150351.46625
2016,OH,151769.55985
2016,OK,62831.36068
2016,OR,47990.69583
2016,PA,150797.64355
2016,RI,7618.2996
2016,SC,82049.07472
2016,SD,12130.15466
2016,TN,103302.54376
2016,TX,435118.67699
2016,UT,31647.18022
2016,VA,115010.81452
2016,VT,5590.71978
2016,WA,89996.14444
2016,WI,71546.98642
2016,WV,32551.24986
2016,WY,18022.2402
2017,AL,91177.03198
2017,AR,47490.63487
2017,AZ,78667.01143
2017,CA,277813.76266
2017,CO,55254.85259
2017,CT,29367.87305
2017,DE,11991.94622
2017,FL,238626.80606
2017,GA,138786.51704
2017,IA,51299.67683
2017,ID,24428.27539
2017,IL,141387.26789
2017,IN,103952.78264
2017,KS,40356.29692
2017,KY,73072.63578
2017,LA,113373.13551
2017,MA,54408.0809
2017,MD,71255.43138
2017,ME,13348.31158
2017,MI,104363.34956
2017,MN,68638.46925
2017,MO,76919.36987
2017,MS,49686.77156
2017,MT,14825.70096
2017,NC,133791.6602
2017,ND,20315.24293
2017,NE,30812.32503
2017,NH,10965.32553
2017,NJ,76228.65404
2017,NM,23349.48196
2017,NV,37042.60221
2017,NY,147708.89553
2017,OH,147759.93871
2017,OK,61748.74154
2017,OR,50682.78153
2017,PA,148632.19048
2017,RI,7648.68838
2017,SC,81058.65302
2017,SD,12314.37054
2017,TN,99712.38119
2017,TX,437467.81822
2017,UT,31948.1524
2017,VA,114277.95783
2017,VT,5524.19229
2017,WA,93047.17035
2017,WI,70929.65419
2017,WV,32358.59649
2017,WY,18253.96289
2018,AL,95328.45618
2018,AR,51025.1439
2018,AZ,79427.55107
2018,CA,277761.58222
2018,CO,56929.06058
2018,CT,30171.28954
2018,DE,12570.9838
2018,FL,244045.85234
2018,GA,145404.78911
2018,IA,53701.8564
2018,ID,24369.3488
2018,IL,146858.86924
2018,IN,111097.24884
2018,KS,42167.08525
2018,KY,77009.89239
2018,LA,114323.81227
2018,MA,55391.23722
2018,MD,75054.64921
2018,ME,14417.05472
2018,MI,107471.09595
2018,MN,70263.25539
2018,MO,82534.43323
2018,MS,52242.85782
2018,MT,14956.89108
2018,NC,140597.5309
2018,ND,20851.7111
2018,NE,31441.46646
2018,NH,11251.28583
2018,NJ,78913.99821
2018,NM,24434.07201
2018,NV,38235.99314
2018,NY,152929.62391
2018,OH,154240.92836
2018,OK,65876.15714
2018,OR,49999.11653
2018,PA,154694.44985
2018,RI,7888.01
2018,SC,84058.19387
2018,SD,12858.19722
2018,TN,105488.41404
2018,TX,463507.95962
2018,UT,32379.92274
2018,VA,121028.96033
2018,VT,5652.24437
2018,WA,91132.52488
2018,WI,72964.52308
2018,WV,34128.40355
2018,WY,18463.54903
2019,AL,93268.57392
2019,AR,49470.34851
2019,AZ,79159.15053
2019,CA,274868.93826
2019,CO,57054.49142
2019,CT,29280.17816
2019,DE,12257.5978
2019,FL,245991.56065
2019,GA,144758.58084
2019,IA,53581.02068
2019,ID,24697.60904
2019,IL,142195.87973
2019,IN,109626.27664
2019,KS,41311.35741
2019,KY,75701.21705
2019,LA,115067.81509
2019,MA,53332.78674
2019,MD,73597.09309
2019,ME,13944.3657
2019,MI,103690.81659
2019,MN,68469.74444
2019,MO,79390.82827
2019,MS,50767.93429
2019,MT,15446.24001
2019,NC,138709.77836
2019,ND,21762.61704
2019,NE,30854.8186
2019,NH,10917.98542
2019,NJ,77231.1207
2019,NM,25276.42453
2019,NV,37572.424
2019,NY,148718.10849
2019,OH,149836.83236
2019,OK,65704.20076
2019,OR,51106.06958
2019,PA,150770.93682
2019,RI,7735.242
2019,SC,82477.93568
2019,SD,12882.61459
2019,TN,102799.80274
2019,TX,467067.66693
2019,UT,32275.80814
2019,VA,121326.07514
2019,VT,5563.9577
2019,WA,92131.14044
2019,WI,71119.75512
2019,WV,34030.16909
2019,WY,18147.5996
2020,AL,88520.26808
2020,AR,46795.18017
2020,AZ,83479.39499
2020,CA,276289.32662
2020,CO,56645.38822
2020,CT,28444.97046
2020,DE,11941.535
2020,FL,248187.62016
2020,GA,138945.19464
2020,IA,52988.09452
2020,ID,25199.07059
2020,IL,136876.24428
2020,IN,104634.36583
2020,KS,39735.86583
2020,KY,72131.16823
2020,LA,110114.89165
2020,MA,52022.37698
2020,MD,68993.54601
2020,ME,13322.7712
2020,MI,99299.93666
2020,MN,65509.52337
2020,MO,76298.90985
2020,MS,48387.40999
2020,MT,14646.2864
2020,NC,132780.08142
2020,ND,21985.94745
2020,NE,31524.15536
2020,NH,10923.73042
2020,NJ,75278.52
2020,NM,25247.907
2020,NV,38910.58429
2020,NY,144214.38326
2020,OH,143998.91448
2020,OK,63251.86826
2020,OR,51736.56439
2020,PA,145318.062
2020,RI,7846.47
2020,SC,79125.10715
2020,SD,12727.26105
2020,TN,97713.77438
2020,TX,463962.2652
2020,UT,32839.93347
2020,VA,120202.96351
2020,VT,5489.37408
2020,WA,87776.33489
2020,WI,69334.29223
2020,WV,32851.6106
2020,WY,16847.66491
2021,AL,90947.48386
2021,AR,50048.03942
2021,AZ,83372.80676
2021,CA,276180.83616
2021,CO,57284.74334
2021,CT,29175.86419
2021,DE,12310.793
2021,FL,247865.07696
2021,GA,142824.12648
2021,IA,55301.54208
2021,ID,26032.62457
2021,IL,140476.15996
2021,IN,107322.21732
2021,KS,40800.2698
2021,KY,74945.46994
2021,LA,110709.50042
2021,MA,53514.20798
2021,MD,70277.23516
2021,ME,13428.70249
2021,MI,102380.59776
2021,MN,68142.62606
2021,MO,78429.3285
2021,MS,49843.05154
2021,MT,15032.3989
2021,NC,138135.44487
2021,ND,23042.40136
2021,NE,32806.19212
2021,NH,11145.51154
2021,NJ,76095.963
2021,NM,26006.66581
2021,NV,39883.44878
2021,NY,145771.88239
2021,OH,149070.46473
2021,OK,65434.62053
2021,OR,54877.17153
2021,PA,149588.31976
2021,RI,7961.658
2021,SC,82522.24292
2021,SD,13097.98065
2021,TN,102272.39931
2021,TX,473433.33322
2021,UT,33949.18668
2021,VA,128183.07426
2021,VT,5574.19752
2021,WA,89339.77135
2021,WI,71243.8013
2021,WV,33575.21185
2021,WY,17280.69649
2022,AL,91945.98591
2022,AR,50422.74597
2022,AZ,86951.17688
2022,CA,284408.09628
2022,CO,58143.20907
2022,CT,29170.81786
2022,DE,12471.905
2022,FL,255119.51295
2022,GA,150493.42215
2022,IA,56809.12233
2022,ID,26970.29692
2022,IL,140722.45599
2022,IN,107298.78042
2022,KS,42227.81206
2022,KY,75797.9702
2022,LA,114875.51056
2022,MA,54561.22389
2022,MD,71170.99055
2022,ME,13610.04039
2022,MI,103415.87252
2022,MN,68479.99154
2022,MO,81063.06868
2022,MS,50577.25615
2022,MT,15663.42321
2022,NC,141648.08471
2022,ND,25595.36665
2022,NE,34323.90414
2022,NH,11131.7036
2022,NJ,78318.92
2022,NM,27834.51185
2022,NV,40435.92667
2022,NY,148627.81232
2022,OH,150923.38286
2022,OK,70492.80948
2022,OR,57115.76174
2022,PA,152063.532
2022,RI,8263.381
2022,SC,85691.56531
2022,SD,13539.01798
2022,TN,104381.07023
2022,TX,515736.3504
2022,UT,34714.3243
2022,VA,135045.69034
2022,VT,5640.88971
2022,WA,92021.3158
2022,WI,71604.1704
2022,WV,33554.55998
2022,WY,18017.4424
2023,AL,90393.43106
2023,AR,50078.36845
2023,AZ,89278.42901
2023,CA,275130.02597
2023,CO,57264.72988
2023,CT,28384.17662
2023,DE,11939.366
2023,FL,257637.85448
2023,GA,147297.66225
2023,IA,56984.28106
2023,ID,26513.67343
2023,IL,134932.77724
2023,IN,103266.52482
2023,KS,41436.00948
2023,KY,71680.1265
2023,LA,112730.61229
2023,MA,53750.27605
2023,MD,68321.09776
2023,ME,12868.68403
2023,MI,100148.69708
2023,MN,68118.21307
2023,MO,77896.78281
2023,MS,50251.64111
2023,MT,15600.48658
2023,NC,135523.27197
2023,ND,28383.39197
2023,NE,34037.49257
2023,NH,10938.5872
2023,NJ,74996.657
2023,NM,29186.62013
2023,NV,39642.49053
2023,NY,145330.37639
2023,OH,148046.45404
2023,OK,69955.53413
2023,OR,58950.9607
2023,PA,146464.166
2023,RI,8072.40806
2023,SC,83854.84498
2023,SD,13568.4572
2023,TN,101335.38948
2023,TX,535488.74164
2023,UT,34641.92163
2023,VA,135322.69821
2023,VT,5561.5911
2023,WA,90720.24618
2023,WI,70338.38369
2023,WV,32780.12361
2023,WY,18351.39206
2024,AL,92193.59848
2024,AR,51106.32616
2024,AZ,94428.0612
2024,CA,282355.90694
2024,CO,58821.05073
2024,CT,28753.46676
2024,DE,12208.88191
2024,FL,261380.17625
2024,GA,149643.87865
2024,IA,56010.61215
2024,ID,26707.41087
2024,IL,135926.32279
2024,IN,107297.54989
2024,KS,41957.42598
2024,KY,74540.35006
2024,LA,111391.43238
2024,MA,53012.33944
2024,MD,70426.09314
2024,ME,11495.02889
2024,MI,101024.92785
2024,MN,66935.89346
2024,MO,79398.12434
2024,MS,49940.37317
2024,MT,15775.53849
2024,NC,139272.71583
2024,ND,29813.22481
2024,NE,35477.70158
2024,NH,11307.38183
2024,NJ,77346.23754
2024,NM,31303.69393
2024,NV,42262.17613
2024,NY,146288.63929
2024,OH,155393.21025
2024,OK,73405.34574
2024,OR,59786.9105
2024,PA,148725.72882
2024,RI,8256.70262
2024,SC,85253.86824
2024,SD,13560.2559
2024,TN,105385.45865
2024,TX,528697.89518
2024,UT,35923.76858
2024,VA,139086.7421
2024,VT,5629.58664
2024,WA,91395.10034
2024,WI,70653.87626
2024,WV,33788.63909
2024,WY,18831.81763
