*t,st,Value
2027,MI,0.2769787511460029
2028,MI,0.3124450720919533
2029,MI,0.34791139303790375
2030,MI,0.3833777139838542
2031,MI,0.46670217118708335
2032,MI,0.5500266283903126
2033,MI,0.6333510855935418
2034,MI,0.716675542796771
2035,MI,0.8000000000000002
2036,MI,0.8400000000000001
2037,MI,0.8800000000000001
2038,MI,0.92
2039,MI,0.96
2040,MI,1.0
2041,MI,1.0
2042,MI,1.0
2043,MI,1.0
2044,MI,1.0
2045,MI,1.0
2046,MI,1.0
2047,MI,1.0
2048,MI,1.0
2049,MI,1.0
2050,MI,1.0
2010,MN,0.1077267217713373
2011,MN,0.1073142221098629
2012,MN,0.147767768348589
2013,MN,0.147322963700159
2014,MN,0.1467455144049857
2015,MN,0.1472124894077333
2016,MN,0.2062775938662552
2017,MN,0.2052946632876949
2018,MN,0.2053075854704306
2019,MN,0.2046966945443656
2020,MN,0.2437567409282011
2021,MN,0.2431047539143303
2022,MN,0.2433406041418156
2023,MN,0.1998288896678912
2024,MN,0.2741686525484962
2025,MN,0.34850841542910127
2026,MN,0.42284817830970634
2027,MN,0.49718794119031134
2028,MN,0.5715277040709164
2029,MN,0.6458674669515214
2030,MN,0.7202072298321265
2031,MN,0.7560117845668032
2032,MN,0.7918163393014799
2033,MN,0.8276208940361566
2034,MN,0.8634254487708333
2035,MN,0.89923000350551
2036,MN,0.9192128924722992
2037,MN,0.9391957814390884
2038,MN,0.9591786704058776
2039,MN,0.9791615593726668
2040,MN,0.999144448339456
2041,MN,0.999144448339456
2042,MN,0.999144448339456
2043,MN,0.9991444483394559
2044,MN,0.9991444483394558
2045,MN,0.9991444483394558
2046,MN,0.9991444483394558
2047,MN,0.9991444483394558
2048,MN,0.9991444483394558
2049,MN,0.9991444483394558
2050,MN,0.9991444483394556
2010,NC,0.0001996493492754
2011,NC,0.000207767245073
2012,NC,0.0172178652099119
2013,NC,0.016978977505801
2014,NC,0.0168683779086415
2015,NC,0.0342579050979386
2016,NC,0.0341170325011447
2017,NC,0.0350724970658702
2018,NC,0.0595132009592229
2019,NC,0.0595535911681338
2020,NC,0.0616853381758558
2021,NC,0.0589221133554918
2022,NC,0.0569218380532295
2023,NC,0.0596087419775176
2024,NC,0.12202537818666256
2025,NC,0.18444201439580754
2026,NC,0.2468586506049525
2027,NC,0.3092752868140975
2028,NC,0.37169192302324244
2029,NC,0.4341085592323874
2030,NC,0.4965251954415324
2031,NC,0.5119802241320914
2032,NC,0.5274352528226505
2033,NC,0.5428902815132095
2034,NC,0.5583453102037684
2035,NC,0.5738003388943275
2036,NC,0.5892553675848865
2037,NC,0.6047103962754455
2038,NC,0.6201654249660046
2039,NC,0.6356204536565635
2040,NC,0.6510754823471225
2041,NC,0.6665305110376816
2042,NC,0.6819855397282406
2043,NC,0.6974405684187996
2044,NC,0.7128955971093587
2045,NC,0.7283506257999177
2046,NC,0.7438056544904768
2047,NC,0.7592606831810358
2048,NC,0.7747157118715947
2049,NC,0.7901707405621538
2050,NC,0.8056257692527128
2010,NE,0.0
2011,NE,0.0
2012,NE,0.0
2013,NE,0.0
2014,NE,0.0
2015,NE,0.0
2016,NE,0.0
2017,NE,0.0
2018,NE,0.0
2019,NE,0.0
2020,NE,0.0
2021,NE,0.0
2022,NE,0.0
2023,NE,0.0
2024,NE,0.005774335106147876
2025,NE,0.011548670212295753
2026,NE,0.01732300531844363
2027,NE,0.023097340424591505
2028,NE,0.02887167553073938
2029,NE,0.03464601063688726
2030,NE,0.04042034574303514
2031,NE,0.04619468084918301
2032,NE,0.051969015955330884
2033,NE,0.05774335106147876
2034,NE,0.06351768616762664
2035,NE,0.06929202127377453
2036,NE,0.0750663563799224
2037,NE,0.08084069148607027
2038,NE,0.08661502659221815
2039,NE,0.09238936169836602
2040,NE,0.0981636968045139
2041,NE,0.18720765998689223
2042,NE,0.27625162316927054
2043,NE,0.36529558635164894
2044,NE,0.4543395495340272
2045,NE,0.5433835127164056
2046,NE,0.6324274758987839
2047,NE,0.7214714390811623
2048,NE,0.8105154022635406
2049,NE,0.899559365445919
2050,NE,0.9886033286282974
2010,NM,0.0397841490214346
2011,NM,0.0664389530878085
2012,NM,0.0674934663780782
2013,NM,0.0680906944184097
2014,NM,0.0676646320499835
2015,NM,0.1128238828039318
2016,NM,0.1158318891202168
2017,NM,0.1176052433586632
2018,NM,0.1207620416948243
2019,NM,0.1234798476016541
2020,NM,0.1643163673050205
2021,NM,0.1640832547109601
2022,NM,0.1631541029865854
2023,NM,0.165150937840307
2024,NM,0.2630250771897039
2025,NM,0.3608992165391009
2026,NM,0.37894417736605596
2027,NM,0.39698913819301096
2028,NM,0.415034099019966
2029,NM,0.4330790598469211
2030,NM,0.4511240206738761
2031,NM,0.4736018607855357
2032,NM,0.4960797008971952
2033,NM,0.5185575410088548
2034,NM,0.5410353811205144
2035,NM,0.563513221232174
2036,NM,0.5859910613438335
2037,NM,0.6084689014554931
2038,NM,0.6309467415671527
2039,NM,0.6534245816788122
2040,NM,0.6759024217904719
2041,NM,0.7058728752726846
2042,NM,0.7358433287548974
2043,NM,0.7658137822371102
2044,NM,0.795784235719323
2045,NM,0.8257546892015357
2046,NM,0.8410533596307791
2047,NM,0.8563520300600224
2048,NM,0.8716507004892657
2049,NM,0.886949370918509
2050,NM,0.9022480413477524
2010,NV,0.0734464697828295
2011,NV,0.0904019030496797
2012,NV,0.0893412680543897
2013,NV,0.1084928708780736
2014,NV,0.1081969147041773
2015,NV,0.1295192488391112
2016,NV,0.131121798048275
2017,NV,0.1317663797182874
2018,NV,0.132744483243925
2019,NV,0.1309247885803425
2020,NV,0.1677905276856756
2021,NV,0.1815519044548596
2022,NV,0.2283743743234891
2023,NV,0.2284400869720138
2024,NV,0.2710455120364355
2025,NV,0.3028945385338425
2026,NV,0.34012176431475694
2027,NV,0.3773489900956713
2028,NV,0.4013174725051283
2029,NV,0.4252859549145853
2030,NV,0.4522934702856492
2031,NV,0.4732229197334993
2032,NV,0.49719140214295626
2033,NV,0.5211598845524132
2034,NV,0.5451283669618703
2035,NV,0.5690968493713273
2036,NV,0.5930653317807842
2037,NV,0.6170338141902413
2038,NV,0.6410022965996983
2039,NV,0.6649707790091552
2040,NV,0.6889392614186123
2041,NV,0.7129077438280693
2042,NV,0.7368762262375264
2043,NV,0.7608447086469833
2044,NV,0.7848131910564402
2045,NV,0.8087816734658972
2046,NV,0.8327501558753543
2047,NV,0.8567186382848112
2048,NV,0.8806871206942684
2049,NV,0.9046556031037254
2050,NV,0.9286240855131822
2010,NY,0.2372848309184598
2011,NY,0.2486348009691179
2012,NY,0.2615047068267455
2013,NY,0.2624474929809603
2014,NY,0.2730789288720958
2015,NY,0.280684383069529
2016,NY,0.2830170663385254
2017,NY,0.2921815009087902
2018,NY,0.291051818557653
2019,NY,0.3078619191237747
2020,NY,0.3416262551740166
2021,NY,0.3556424599477396
2022,NY,0.3622222222222222
2023,NY,0.4044444444444444
2024,NY,0.44666666666666666
2025,NY,0.4888888888888889
2026,NY,0.5311111111111111
2027,NY,0.5733333333333333
2028,NY,0.6155555555555554
2029,NY,0.6577777777777776
2030,NY,0.7
2031,NY,0.7199999999999999
2032,NY,0.751111111111111
2033,NY,0.7822222222222222
2034,NY,0.8133333333333332
2035,NY,0.8444444444444443
2036,NY,0.8755555555555554
2037,NY,0.9066666666666666
2038,NY,0.9377777777777778
2039,NY,0.9688888888888889
2040,NY,1.0
2041,NY,1.0
2042,NY,1.0
2043,NY,1.0
2044,NY,1.0000000000000002
2045,NY,1.0
2046,NY,1.0
2047,NY,1.0
2048,NY,1.0
2049,NY,1.0
2050,NY,1.0
2010,OR,0.0
2011,OR,0.0343950882913362
2012,OR,0.0344372627163964
2013,OR,0.0343799625535463
2014,OR,0.0343556945514033
2015,OR,0.1031166898228921
2016,OR,0.1019219879986356
2017,OR,0.0999574189854794
2018,OR,0.0989349614587921
2019,OR,0.0977743992761762
2020,OR,0.135196356701486
2021,OR,0.1333089177956812
2022,OR,0.1313335956944389
2023,OR,0.1291240252290816
2024,OR,0.1845534679627247
2025,OR,0.2399829106963678
2026,OR,0.29541235343001093
2027,OR,0.350841796163654
2028,OR,0.4062712388972971
2029,OR,0.46170068163094025
2030,OR,0.5171301243645834
2031,OR,0.5300674262804794
2032,OR,0.5430047281963756
2033,OR,0.5559420301122716
2034,OR,0.5688793320281677
2035,OR,0.5818184247066862
2036,OR,0.5947539358599598
2037,OR,0.6076912377758559
2038,OR,0.6206285396917519
2039,OR,0.6335658416076481
2040,OR,0.6465031435235441
2041,OR,0.6465062224840697
2042,OR,0.6465089368567946
2043,OR,0.6465112811620791
2044,OR,0.6465134725290979
2045,OR,0.6465156114902352
2046,OR,0.6465175307568398
2047,OR,0.6465194855488376
2048,OR,0.64652139791432
2049,OR,0.6465232878198401
2050,OR,0.6465251001324562
2010,VA,0.0
2011,VA,0.0
2012,VA,0.0
2013,VA,0.0
2014,VA,0.0
2015,VA,0.0
2016,VA,0.0
2017,VA,0.0
2018,VA,0.0
2019,VA,0.0
2020,VA,0.0
2021,VA,0.288894146246535
2022,VA,0.2922504361640909
2023,VA,0.3056157594001434
2024,VA,0.31985338538955554
2025,VA,0.33409101137896774
2026,VA,0.34832863736837993
2027,VA,0.3625662633577921
2028,VA,0.3768038893472042
2029,VA,0.3910415153366164
2030,VA,0.4076073067248413
2031,VA,0.4247619092201671
2032,VA,0.4439018161739505
2033,VA,0.4588110740233403
2034,VA,0.4738704722777409
2035,VA,0.4946444307860293
2036,VA,0.5182338371686791
2037,VA,0.5361923478026063
2038,VA,0.5569663063108947
2039,VA,0.5786307625682369
2040,VA,0.600616953102979
2041,VA,0.6219460164457977
2042,VA,0.6435181236536873
2043,VA,0.6652927010175009
2044,VA,0.6872487544677275
2045,VA,0.7142013375625815
2046,VA,0.7179910354542307
2047,VA,0.7217859262973888
2048,VA,0.725586299575079
2049,VA,0.7293959862526884
2050,VA,0.7332056729302978
2010,WA,0.0
2011,WA,0.0
2012,WA,0.024046295067599
2013,WA,0.0237972567657247
2014,WA,0.0240328088261636
2015,WA,0.0243988939922307
2016,WA,0.0740477251320336
2017,WA,0.0716242116390437
2018,WA,0.0745460650203379
2019,WA,0.0742366738735575
2020,WA,0.1284886411136468
2021,WA,0.12683690076839
2022,WA,0.1257143528705494
2023,WA,0.1319502774020865
2024,WA,0.25544779551129476
2025,WA,0.37894531362050304
2026,WA,0.5024428317297113
2027,WA,0.6259403498389196
2028,WA,0.7494378679481278
2029,WA,0.8729353860573361
2030,WA,0.9964329041665444
2031,WA,0.9964852597514556
2032,WA,0.996506733147692
2033,WA,0.9965436476382658
2034,WA,0.9965805621288396
2035,WA,0.9966174766194134
2036,WA,0.9966543911099871
2037,WA,0.996691305600561
2038,WA,0.9967282200911347
2039,WA,0.9967651345817086
2040,WA,0.9968020490722823
2041,WA,0.9968389635628561
2042,WA,0.9968758780534299
2043,WA,0.9969127925440037
2044,WA,0.9969497070345775
2045,WA,0.9969866215251513
2046,WA,0.9971113190770527
2047,WA,0.9971389806899228
2048,WA,0.9971217622407564
2049,WA,0.9971342794874465
2050,WA,0.9971711939780202
