"","","dupvsc1","dupvsc2","dupvsc3","dupvsc4","dupvsc5"
"p110","class3",10855.9397278815,12491.2805580484,34960.1470768904,45084.9103719599,0
"p111","class2",12727.1197248667,31618.9378845697,72401.5357640969,149929.998930944,256945.003565904
"p111","class3",5581.18803996964,19404.5809250111,43475.2423611205,232125.380022505,475546.400481851
"p112","class2",8919.25315858942,20727.427755263,37935.7788576942,102207.73543081,253249.026337774
"p112","class3",22552.6944621735,66777.4132879599,115644.085796627,219266.154579716,425113.610311503
"p113","class3",9729.83637491449,25897.4965789172,45490.2316337591,71683.7199632372,114586.970794792
"p114","class3",8668.13442508558,22083.1102653419,41473.0871822278,65292.5709113941,107579.107258682
"p115","class2",7582.89104450108,14941.5988253525,24049.8485415449,38626.0923616996,56752.485696701
"p115","class3",6964.31726895381,12332.5165262435,13453.8977563988,20166.427599475,46834.2627617409
"p116","class2",4784.75932293685,10082.1996663437,14829.972353637,17641.0037389343,26952.0012572778
"p116","class3",7786.61544152068,19547.5819306447,31923.7114257453,63185.2467906801,114283.056728259
"p117","class3",6532.99751785143,14357.4752876238,19635.2596219979,39567.1731804673,106994.345059238
"p118","class3",6096.00871874811,16359.5006099289,29157.9641166905,48564.8435994956,180434.512169725
"p119","class2",16456.0038194258,20111.247400298,86395.1626908634,115832.75526462,231788.42876731
"p12","class4",8885.92724479154,10385.1517476774,111814.147271067,494594.341497486,584898.093019253
"p12","class5",9954.59779537505,26956.7079047828,46041.177772186,70317.1453408492,152264.516172873
"p12","class6",8856.80302995303,16112.9044143757,112844.985694848,159464.174858332,176390.411570829
"p120","class3",16063.3925021195,24260.0678449069,41110.4155177644,54670.1601736919,81893.8747836538
"p121","class3",9915.83439106322,18283.9284523583,34716.4419457695,51466.5317993117,70051.918563602
"p122","class2",22616.797942734,63812.8805066845,171967.279817289,299853.832936313,538925.356660251
"p122","class3",17618.7436518613,51841.5599267006,110850.202286398,182112.267942085,246135.82166468
"p123","class3",11965.3555857219,28221.515054391,61025.9617212803,146487.515357414,274965.894086857
"p125","class3",11574.7315616827,41598.4773642893,66671.2797309641,116309.154902389,194935.074166471
"p126","class3",14550.9752231619,45321.9713098489,88530.8645910887,153054.004358845,244394.777872401
"p127","class2",20626.0394472272,70167.5871743674,168808.833985454,303410.600672281,661656.752232339
"p127","class3",5452.90326471914,14208.6052316317,23779.7287799605,38762.5551282286,92153.5819295181
"p128","class3",54218.9049399909,184666.973057781,455081.554897957,1220383.2942714,2236117.77394748
"p129","class2",6883.97240265483,20797.554277841,52208.3375317995,155470.839957641,279265.637314394
"p13","class5",30567.6825144035,32013.3961422404,40542.8049248599,50517.9273353167,0
"p13","class6",4226.4094143656,9191.99739441731,17485.664123014,30253.2943731387,48035.2035376443
"p130","class2",15950.1588990301,28366.127126259,63637.7672629774,115885.915655639,210982.131158514
"p130","class3",12932.2149854909,25073.2106919688,41998.9449857141,75317.897134625,256210.30444209
"p131","class2",10214.2751407777,23242.7077282013,40695.3855391058,117351.992851621,277268.207938824
"p131","class3",22682.905318621,61452.9186345078,132912.897164329,209081.812763205,413353.122955078
"p132","class3",8884.83548419257,23440.2389428063,40128.3358911611,69872.3504047016,130547.330230491
"p133","class3",12947.5503692236,21655.4223759665,39639.4311188398,62729.4457750464,159936.050702107
"p134","class2",8120.83592197406,27115.2910496838,60422.9139420691,137025.564430759,483958.276610955
"p134","class3",15506.4534507552,17469.5867266096,27568.974854182,36262.4958172676,59683.6301542669
"p14","class2",8204.47877204504,24897.7328164393,33548.1629202768,76184.1652500003,124760.849892599
"p15","class3",7180.09639639135,12281.4861564615,30358.6947266701,88988.3243568577,171988.727001761
"p15","class4",14393.7119832205,39827.0985013258,67870.0800019759,105632.614914595,181846.042851108
"p16","class3",9592.53434423705,26576.6852423947,36992.4708925229,75747.1795768864,155113.11780073
"p16","class4",1432.19603858485,19016.8921932289,43516.4302765178,61825.7461071231,376122.906416449
"p17","class2",3334.96761361202,17155.6011352983,34462.2644683041,80362.3445853792,268659.15429017
"p17","class3",4932.31717588871,11602.7594122946,31805.5789415029,50391.7005578075,145043.713042096
"p18","class2",10718.3290768336,90386.2710517151,182615.849970626,210874.772145818,340037.605654111
"p18","class3",4266.70840591271,10054.6904182959,90010.9058121784,117089.132129697,148610.299631443
"p2","class1",4180.66793631509,9069.12965833591,15921.6273343944,51952.0313145661,161510.237351036
"p2","class2",6450.63485495385,9516.21361794453,11572.8500128668,20287.7367489524,139510.883628343
"p2","class3",13123.657640012,23034.2088688776,38006.0732147985,59282.8826262721,132437.193864918
"p20","class2",279231.662935349,0,0,0,0
"p20","class3",11242.7569570212,16774.5668783357,47294.4189246406,63680.3541912276,97865.4279902987
"p21","class3",12540.0823074997,32366.209842755,227688.496004055,317237.111140907,377468.311077091
"p21","class4",3563.90426828175,10157.4250590814,15453.3758383373,63103.9952609398,181521.248543386
"p22","class3",37073.4417992763,49881.8313136744,0,0,0
"p23","class3",18339.9174184735,55748.6050508075,61998.6283534955,68828.6779750267,73395.0915252487
"p24","class3",6070.14759382497,10579.8367448255,14340.3192700264,20599.5471598129,212893.080617346
"p24","class4",19423.1482581713,47816.5691038381,82052.3265844181,170496.813417912,258626.757964794
"p25","class4",9613.89490518542,22966.1623368651,62547.7905238459,193371.789499528,314396.718207462
"p25","class5",10102.2254851086,30607.4111219242,57312.0871464288,83997.8389433615,326819.03182341
"p26","class4",8243.02019566437,14419.3762434928,34978.2640565096,47692.149275636,115585.197393621
"p27","class5",44945.2838957072,315249.605767918,0,0,0
"p27","class6",6422.68883601782,18281.0548072032,55880.6895499598,85721.6801034018,150650.927164224
"p28","class5",6571.07481793835,14668.0491833349,38557.1829269626,104902.848581809,153602.855389537
"p28","class6",16161.5823267083,42868.3126775951,78575.3234894666,133275.05044159,285978.164060866
"p28","class7",5455.41208256641,20852.0606892117,53341.7911622765,54402.3141077118,80769.7031949423
"p3","class2",7564.35131533779,18688.8271807952,43809.5983016207,59495.2254220665,87353.5082875335
"p3","class3",15140.8810574734,21894.2585751014,49949.3180302888,61092.6033212526,90754.1862212582
"p30","class6",9653.42271040031,25422.74503889,46547.3254110802,66133.3629823262,201077.694618672
"p31","class5",12100.8972659008,28971.8304295252,49396.2145236215,113323.640732754,254394.226928182
"p31","class6",15383.5003964349,29949.6533984841,69024.638000488,128273.47090788,210854.502978131
"p31","class7",5110.6519891652,6262.57837574984,23261.5565309537,0,0
"p32","class3",3831.96735461948,13656.5100677027,20309.6441265359,45709.3941071664,162204.566441557
"p33","class3",6397.305080151,10751.3003160616,70607.6377425286,170877.992498684,210669.836120228
"p33","class4",20037.4258727932,63089.7146758425,104653.082009099,194193.539680642,521002.005743731
"p33","class5",4082.95830600958,14967.3489954458,33757.766672162,187554.778363171,515440.793648924
"p34","class4",9401.50894867947,29151.1615465733,53042.367664635,148910.785686662,445928.962208529
"p34","class5",13321.6355646064,35389.7312451604,78911.3757484369,151879.322445291,427884.885527491
"p35","class3",199347.649788602,0,0,0,0
"p36","class2",8903.2188358632,15025.2590399191,25245.0670843176,58719.8931436912,338145.227508555
"p36","class3",386.97156514114,16370.8773527694,24828.0694577243,80287.7582602695,203360.187629474
"p37","class2",10319.7850629691,41904.0288024742,87835.1498904334,111031.478300051,287341.458400339
"p38","class3",11333.8036029866,28736.5413790916,68331.5735616049,150442.015708129,285371.361682289
"p39","class4",7403.48470833541,11969.8581856614,41189.6938718634,70306.6335481996,104053.920279133
"p4","class3",7194.21111791718,20167.5347802674,31287.0811458914,41406.7958639656,81161.3210575038
"p40","class3",10830.9360586302,19540.6841062636,32189.0328731199,84360.1974688953,190465.743060481
"p40","class4",7332.20720665101,32498.3894131097,73474.7680017554,175851.654810473,310368.380656272
"p41","class3",5257.91703226701,15130.2967996903,28196.1634113026,57212.2834650914,116273.11185812
"p42","class2",6219.80156678825,18553.3565284219,150423.315817186,169660.614882477,264801.024075183
"p43","class2",14999.1652427752,39289.3490266141,87872.6229104657,165784.55651547,297452.344413488
"p44","class3",10196.5801341783,14029.8101363048,20870.7745270856,25285.580093743,43791.2516669117
"p45","class3",4570.41982155215,14452.5480069527,26632.7090139368,66229.9229080898,215960.423546613
"p46","class2",8970.29920230351,20304.1279960667,42656.5634666827,83510.0341355872,201596.533473614
"p47","class6",13681.8356820901,23562.5324328159,36866.5764735493,90175.8380872165,190328.75722348
"p48","class5",7881.86335619822,19666.90781767,44644.5066011804,89405.9886783724,191227.620987772
"p48","class6",10859.06520901,23782.5979662304,38202.2083786754,65493.1319980034,91038.7839890649
"p49","class5",36858.7926493367,39447.435251499,0,0,0
"p5","class1",2960.01907034996,9945.0074523521,18510.5342997595,46373.4432036649,150811.684726038
"p5","class2",7117.76097994301,17418.0368787069,32119.9624967166,67194.5143888686,133821.516524774
"p5","class3",7849.22659977862,14251.5515366215,31981.1536707528,122917.73291259,325365.567650334
"p5","class4",9242.20379041335,25474.6708304008,44241.9442414386,77134.2238284178,342104.622970671
"p50","class4",12965.2305076469,30193.1330110975,51415.2772963955,99622.4156028349,199442.060810554
"p50","class5",5880.63764245261,13525.4602575851,23060.3152754909,103950.093030864,188657.046561145
"p51","class4",7730.47547345187,19117.4250294002,41117.503538493,70341.8758091249,171869.178929172
"p52","class5",14540.4002738951,30752.3988154745,123074.213898549,136427.17677078,218353.436004239
"p53","class3",7459.91119338534,20899.0238506224,51132.4358443054,99297.9942359054,175408.621455345
"p53","class4",9423.8409453473,22114.7626932057,36212.8004791003,104173.400490813,264736.800144044
"p53","class5",33369.5505567584,64934.6243036779,109664.151208831,118924.82849905,126325.467781328
"p54","class3",9603.1311120303,34522.6389489013,58277.2037573212,91825.5955568504,183363.454896199
"p55","class3",7695.323837302,15644.0964434995,40877.307920112,87063.6299625327,209327.562469484
"p55","class4",6505.09605242166,13289.2979449266,37630.4164660429,78419.7170994356,153981.938351124
"p56","class4",8558.37556320422,14962.693801,24967.8485286599,98530.5185087675,144556.083457727
"p57","class4",9925.00896721476,31016.4459854883,51586.923525672,94364.0315615402,185579.108398229
"p58","class4",24226.5038574757,93788.1267102781,203463.599789255,287364.013049903,442791.727451543
"p58","class5",5200.56004213953,10079.3427926418,15898.7737595155,43361.8830355913,177386.278533571
"p59","class6",11712.0715818584,24889.1767060992,46843.8703059426,64465.9762738804,97851.0851067098
"p59","class7",8943.33786616316,21994.7727214133,34773.7910156593,51462.5196767749,66038.3590645806
"p6","class2",4450.2590270097,10604.8404811281,13003.3525828808,19100.9667926413,26787.1726289053
"p6","class3",7060.05420714342,13940.7411518602,21630.2808727135,33684.7309091997,99622.0073764662
"p6","class4",2837.40185652391,9531.26702774591,11036.7176187937,17770.0284723942,287425.161807431
"p60","class5",3576.08543302034,11332.6173240277,16838.1774221693,23207.0411067641,85988.9882083056
"p60","class6",6555.27350819468,16060.3911976764,28372.4389775806,35928.5702005447,53735.5814431952
"p61","class5",5604.20776824614,18911.9074970632,35892.4808711807,71541.2205944504,530841.197739105
"p61","class6",21878.9974714456,229825.539833833,310080.320139433,342843.596969475,516238.883469306
"p62","class6",6474.08079987152,19299.541874492,33288.3696253709,59629.1987510807,130094.109491137
"p63","class4",10565.5922308876,33910.1862199937,71212.8267835393,133509.836579692,223519.800488216
"p63","class5",5213.87327982418,15886.5722199441,24749.4859487969,46140.2810487666,99309.0878886896
"p64","class4",10253.7313001655,24936.7114216529,49957.7432517316,72377.2343438116,145129.908458084
"p64","class5",8666.77418392179,22003.4623177552,42617.5733476199,77181.8019712197,139583.066082886
"p65","class4",8197.25624217415,22190.2223260034,42356.9253264053,92748.6119525659,271205.805884766
"p65","class5",20470.6614128229,90777.4557438834,200724.849883978,316998.557599818,519259.147739496
"p66","class4",18746.2123397039,61725.0186204272,127464.470379314,194314.70198959,411957.369240831
"p67","class4",10877.2368968558,28381.5279102476,61254.6509300109,87356.1776909759,126310.416199493
"p67","class5",2413.07700510773,5477.69294331654,6916.99936590171,13417.1824585525,17774.8795368021
"p68","class2",3787.17833322924,10531.5376734922,16506.110334959,29805.6933179985,56423.960913534
"p68","class3",4959.61744120116,8722.69684372178,14304.2695714753,33641.7405280629,103175.024937442
"p69","class3",7531.09503807823,18212.5833365372,34295.721649346,86833.2091172999,185481.151701852
"p7","class3",11777.3160421716,11844.8184978871,155379.279825032,156979.542781775,184371.623359296
"p70","class3",15740.8362793776,38068.8401503503,96876.2946797709,176734.368967326,256546.975764167
"p71","class3",7350.99622393314,7598.44496203594,19234.1584249766,146070.676112508,146330.451031045
"p72","class3",11132.8759706325,28805.5198627601,63206.0209710673,123929.824795934,329922.235930685
"p72","class4",12784.4602961945,13800.0495579017,49447.0511769849,361576.081167706,0
"p73","class3",4584.7519476894,17185.1470299306,22687.9576157665,29637.6269703099,58770.8196256767
"p74","class2",2477.79561286003,14475.8290242911,33345.1852997961,110417.674896172,303177.582174069
"p75","class2",14276.905756525,40461.6011011769,74185.0539100783,142035.834868206,193869.67422271
"p75","class3",10713.271782957,12872.9393165748,14201.7754504578,15069.7921126496,15684.8115593229
"p76","class2",5345.25494521119,19515.768513571,45683.8842031775,79015.6693969299,262228.145030412
"p76","class3",5100.2625636276,5137.3079661817,7496.02991962254,70070.3674870095,94849.8044881602
"p77","class2",4714.54009616744,7494.91386270981,25111.5073565443,98616.2239880203,175833.16175067
"p77","class3",4233.8873388907,6326.59957059663,17029.4239445663,69292.7145937864,183242.516712907
"p78","class2",5666.34263458302,8334.26387285432,12274.066103222,28032.4359088911,32132.1833850013
"p78","class3",7323.1205114981,19581.4235396688,36089.6065164292,59871.3361988374,97843.8142252077
"p79","class2",7859.97823013815,12311.1649211775,19170.6018792391,33055.8565747987,79857.1668316562
"p79","class3",7382.60435508515,17464.1767341148,36485.4953048387,68783.6607104768,148743.578583315
"p8","class4",7729.39170368842,86995.5125449421,0,0,0
"p8","class5",53046.6919537535,64866.5849899072,90248.0489469567,0,0
"p80","class2",20723.5944763164,51609.0673046152,0,0,0
"p80","class3",9830.92319543727,23684.1972008923,52996.9348972217,116770.100727005,226066.240086103
"p81","class3",12561.4577176005,38473.0468105473,85012.8017900203,152371.570098245,356704.239427024
"p82","class3",7456.71408945276,18598.742733735,35239.9045838373,57394.5961340345,148597.066196629
"p83","class3",12301.8932273382,23824.7920072738,47564.4928015545,77690.2210845104,139512.106223195
"p84","class3",11741.4232450468,14642.0493405538,34392.0500749764,189503.087185437,196000.236143802
"p84","class4",16734.9767806903,31880.6484541221,72605.614944394,201830.455798174,364994.422233259
"p85","class3",3333.6030299063,6797.0144674643,21435.8503247506,0,0
"p85","class4",29566.2913954181,83890.2912919212,169553.33724563,279985.415830394,476322.727533857
"p86","class4",17256.697490593,28837.5444908074,35229.1018969869,42736.7108133276,58052.6409272052
"p87","class4",23098.0071436173,77136.1586084233,162827.052062194,417229.722261535,608926.793022942
"p87","class5",4859.28409948907,8546.73183581649,14556.9307781359,69125.1478503442,707057.327250067
"p88","class4",12327.0180047126,27561.7882793906,43321.7226407748,79011.8850686035,180098.868307715
"p89","class4",19260.6296306507,50822.9601269051,109809.617955738,198056.650596412,297776.246803645
"p9","class2",5329.1193397774,12160.9522922145,26139.4477640848,436712.369056496,686058.697678821
"p9","class3",7800.54156806104,17552.7944425102,75902.603438904,672861.12007924,973634.164307367
"p9","class4",15574.1578245749,41496.8308654454,103108.609547102,241151.277015984,573282.304298616
"p9","class5",30660.3255558138,137723.252130823,286988.574334368,517162.261919482,931598.568707409
"p9","class6",14553.0742383758,23248.9402933149,49787.3740710775,83828.357516174,178544.742729055
"p90","class4",24753.1000773446,73540.4525990889,143042.646275335,310642.251783731,410897.70661951
"p90","class5",8659.093450569,30602.0666819284,49070.1970793272,56878.6476496515,352389.567861551
"p91","class4",7776.24606356074,16656.5681393056,35635.0412918236,97293.510683874,189989.441517483
"p91","class5",7703.55380248108,26772.3540258892,50309.2524994785,105395.782616758,241409.857576054
"p92","class3",17716.3443010598,50026.4175569989,113867.680137805,148359.459400325,236851.363614145
"p92","class4",14845.826441742,38649.7549159535,109428.789193221,230948.563074176,357677.860833507
"p93","class3",5218.82279774429,19367.7530771234,48126.7813968593,105972.271491185,292210.992682867
"p94","class4",33089.1792216174,138923.352463581,247622.611136153,474600.378839264,729332.316776812
"p94","class5",5095.82866280231,7345.43417947642,14059.6853449721,29675.4675447809,691186.161257411
"p95","class4",6989.00288043968,16336.9579126592,27028.8715146025,56473.7003480421,163039.247961449
"p96","class4",13770.9228379623,54624.0924174018,92266.4412206251,181150.077452134,277685.04627681
"p97","class3",1778.72274079712,8516.16691047449,18121.903587243,34557.3022517765,62705.5661589006
"p97","class4",8726.82240673797,20208.6340657925,47008.0895548505,119143.817583702,183425.888773189
"p98","class3",2105.40477474922,0,0,0,0
"p98","class4",14271.1543940635,49706.2189614425,109743.944819944,173993.013899868,290989.848794703
"p99","class3",14174.5090073171,36132.4384486683,74999.0976172247,138244.976369369,192918.678005798
"p99","class4",4275.53980212383,11488.1884695895,20164.8402421863,41537.5290694073,78049.2523936765
