,,dupvsc1,dupvsc2,dupvsc3,dupvsc4,dupvsc5
p16,class6,38.8908,51.5268,172.9377,191.9268,45.4896
p17,class3,52.8255,23.6925,20.2527,13.7592,118.5678
p17,class4,123.7626,613.0215,302.3865,180.4491,378.9396
p17,class5,4.563,6.8796,26.0091,0,0
p18,class4,254.124,94.068,360.2664,714.636,167.778
p19,class4,2.0709,13.1976,0,0,0
p20,class4,26.6409,36.2232,37.8027,123.9381,26.7813
p20,class5,14.0751,62.0217,62.7237,167.6025,81.5022
p21,class4,7.02,5.265,3.3696,13.5135,15.0228
p21,class5,137.5569,36.6444,58.9329,126.9567,388.8378
p21,class6,79.5366,52.5447,23.4468,250.3332,63.0747
p22,class4,13.9698,2.4921,36.6093,19.305,105.4053
p22,class5,1.404,0.5616,0,0,0
p23,class5,25.5177,47.9466,40.8915,16.3566,23.517
p24,class5,116.0055,169.7085,61.2495,505.4049,330.2559
p24,class6,31.0635,98.9118,69.9894,243.9801,247.8762
p25,class4,0.3861,12.0042,12.0393,38.6802,0
p25,class5,338.7852,2032.7112,1416.0042,1096.5942,1292.6277
p25,class6,636.714,802.2456,566.5491,767.0403,1796.0319
p25,class7,119.0241,42.7167,23.5521,43.7697,313.5132
p25,class8,120.4281,99.7893,97.227,57.4938,405.9315
p26,class4,2.9133,19.1646,69.147,0,0
p26,class5,9.6876,1.2285,102.6675,53.001,310.5648
p26,class6,1.7901,42.1551,32.643,345.2787,294.5592
p27,class7,29.6244,8.8101,34.047,3.5451,18.5328
p27,class8,159.9156,70.1298,307.8621,1401.3675,81.1863
p28,class7,80.1333,24.219,75.5001,630.8874,664.2324
p28,class8,6801.0813,7471.5966,6740.6742,2422.8126,2429.1657
p29,class7,14.04,36.0477,39.663,155.2473,18.252
p29,class8,2.7027,28.1502,40.1544,8.9154,76.6584
p30,class8,1023.867,2534.3253,3486.0618,3573.3204,507.9321
p31,class7,1077.2892,402.5268,895.6818,3032.9559,3239.9406
p31,class8,5060.8935,4367.3877,4964.193,3300.0318,1097.7525
p32,class5,42.6114,119.34,25.4124,57.4938,149.3856
p33,class4,2.4921,0.8775,1.8603,2.3166,0.0351
p33,class5,1030.536,2063.4237,1025.0604,1213.8633,914.5305
p33,class6,1654.8948,843.6987,2894.1003,1158.1245,1026.5697
p34,class6,342.1548,213.408,2119.9698,137.8377,366.4089
p34,class7,994.383,628.1145,829.3779,383.5728,186.381
p35,class4,46.0863,16.6023,30.0105,172.8324,393.0147
p36,class3,0.7371,0.1404,22.113,4.8438,31.3794
p36,class4,127.1673,119.691,206.1423,300.456,190.4175
p37,class3,203.3343,112.5657,41.5233,643.4181,103.7205
p37,class4,46.7181,34.8192,61.7058,63.3906,93.2958
p38,class4,166.9005,455.3172,229.2381,248.8941,152.3691
p38,class5,30.8178,99.2277,17.3043,15.444,34.5033
p39,class5,36.9954,4.9842,8.424,3.3345,1.5444
p39,class6,145.9809,16.146,31.3794,113.3379,238.1535
p40,class4,139.4874,39.9789,117.6903,18.8487,245.5947
p40,class5,308.4939,514.0044,503.6148,455.6331,575.1135
p40,class6,6.4584,3.6153,1.1934,0.4914,1.6848
p41,class4,879.0795,522.639,120.9897,843.4881,261.1791
p41,class5,79.1505,227.9043,83.5029,301.6845,699.8238
p42,class3,148.7538,103.8609,382.8006,114.075,51.0705
p42,class4,6.318,196.8057,79.2909,0,0
p43,class3,1395.3303,1007.0541,2890.0638,1457.5977,987.4332
p43,class4,1686.6603,3045.3111,1676.8323,392.5584,957.4227
p44,class4,59.0382,87.399,200.7018,263.9169,365.6016
p45,class3,1.404,3.7206,2.3166,1.5093,15.0228
p45,class4,669.357,404.5275,733.4496,228.7467,1761.7392
p46,class3,221.7618,186.3108,1238.1525,816.3207,551.1753
p46,class4,0.0351,7.5465,4.8438,0.0351,25.3071
p47,class7,301.7898,283.0815,88.2765,1100.8413,2653.5951
p48,class6,13.2678,8.073,14.2155,90.3825,343.2078
p48,class7,887.0823,415.4787,766.0926,3114.4581,3469.1787
p49,class6,22.4289,61.2846,16.1811,34.5384,0
p49,class7,4.9491,2.1411,1.1232,0,0
p50,class4,8.073,13.7241,18.252,6.0372,33.5556
p50,class5,966.0573,3657.1743,4166.721,2328.2181,1647.2781
p50,class6,357.3531,46.3671,294.84,1044.8568,588.8727
p51,class5,1370.1636,1513.1961,3701.1546,1030.7466,1420.848
p52,class5,0.6669,19.8315,36.2583,26.8515,0
p52,class6,107.1954,408.7746,68.796,88.0659,1090.8027
p53,class4,474.1308,460.2663,390.7683,1606.9131,622.1475
p53,class5,2137.4496,1236.2571,451.8423,2790.9765,3158.1576
p53,class6,108.6696,109.0908,145.4193,142.3305,540.7506
p54,class4,1055.8782,2491.3278,2328.1479,893.1897,1021.1643
p55,class4,570.2697,340.3296,1478.9034,588.8376,222.2883
p55,class5,83.3976,47.6307,79.4313,54.0891,752.0175
p56,class4,60.5826,28.8873,79.5015,231.2037,45.0684
p56,class5,519.3045,340.3296,582.6951,1824.8139,1467.2151
p57,class5,328.7817,431.4843,435.4857,88.9434,382.239
p58,class4,24.0084,25.9389,47.2095,22.8501,60.6177
p58,class5,7547.9742,2830.113,8096.9031,3201.3306,2860.7553
p59,class7,4.1067,9.0207,0.7371,3.2292,111.618
p59,class8,717.9705,1265.5656,2882.5173,1080.4131,97.5429
p60,class6,49.4559,117.7254,5.3001,340.9614,316.3563
p60,class7,121.4109,93.1554,75.7458,258.4413,357.8094
p61,class5,0.2457,5.3001,0.1404,1.755,0
p61,class6,181.2213,297.0162,513.0216,921.1995,392.9445
p61,class7,26.5005,15.2685,234.0468,169.3926,112.6008
p61,class8,0.8775,4.7034,22.6746,39.5226,0
p62,class7,382.239,398.2797,768.1284,2048.436,588.8727
p63,class5,11659.2372,7127.2656,11809.6056,5171.7393,3342.222
p63,class6,827.658,641.8386,281.9934,609.7221,875.9907
p64,class5,3349.7685,3636.1143,1839.1347,1929.1311,1039.311
p64,class6,6.669,1.5444,13.1274,12.2499,0
p65,class5,3110.0706,1762.2306,4712.8419,4101.3648,18388.8549
p65,class6,190.593,210.1788,957.3525,120.9546,498.2796
p66,class4,219.1644,218.8485,131.6601,220.428,856.7559
p66,class5,217.971,357.8094,304.2117,358.6167,203.2641
p67,class4,378.9747,427.4478,1325.4111,2604.8412,532.116
p67,class5,1394.9091,1850.6124,1323.0945,3670.1262,1244.0844
p68,class3,13.2678,44.5419,44.5419,548.7534,106.2477
p68,class4,105.9669,80.8704,43.8048,182.0286,466.1982
p69,class3,20.1123,75.9213,120.5685,82.4499,119.2347
p69,class4,99.9297,39.4875,77.8518,628.992,615.3732
p70,class3,7.5114,2.0709,2.8782,17.6904,3.2643
p70,class4,2907.4032,1217.0925,876.8682,1507.8258,2716.5996
p71,class4,25.8687,57.3885,12.7062,25.8336,376.2369
p72,class4,2009.3697,1229.6934,1196.8398,589.3641,1491.2235
p73,class4,30.9582,57.3885,33.6258,46.1214,78.975
p74,class3,49.842,63.7416,102.7728,17.4447,69.6384
p74,class4,0.4563,0,0,0,0
p75,class3,430.6419,231.1335,153.9837,1309.4757,907.4052
p75,class4,7.2657,2.2815,42.8922,107.6517,124.1487
p76,class3,775.0431,690.1713,901.5084,1153.5615,337.7322
p76,class4,8.1081,24.1839,7.4061,24.921,150.0525
p77,class3,52.1235,102.6324,204.9138,102.4569,329.6241
p77,class4,18.252,44.8929,111.7584,72.306,124.1487
p78,class3,107.055,363.8115,726.4998,1701.9639,1194.2424
p78,class4,74.9736,51.0705,67.2165,76.3425,225.7632
p79,class3,1759.212,4075.1451,3851.4528,3353.2785,1296.9099
p79,class4,107.0199,170.4807,220.0068,147.7008,102.8079
p80,class3,7486.5843,1370.0934,4690.1673,4478.2335,3573.0045
p80,class4,2213.1252,2035.3437,844.7166,641.628,385.9947
p81,class4,2900.5236,1744.3296,3923.2674,2324.7783,760.4064
p82,class4,356.5107,452.8953,119.7963,863.0739,1767.8115
p83,class3,2.1762,19.0593,33.2397,0,0
p83,class4,1484.4843,1069.9533,1419.1281,1665.6354,359.1432
p84,class4,411.4773,158.2308,271.4985,382.6953,729.0972
p85,class4,475.3944,723.5163,672.3054,344.5065,1600.3143
p85,class5,1799.226,1108.809,734.5377,623.0601,1059.669
p86,class5,107.3358,417.9708,586.521,281.9232,255.8439
p87,class4,10.9161,17.3394,183.924,48.5082,252.6849
p87,class5,3962.8251,1941.5916,1315.4778,3514.8438,465.7419
p88,class4,25.0965,31.9761,37.8027,188.1711,253.8081
p88,class5,393.8571,403.3692,796.8051,639.3816,335.205
p89,class4,1968.1974,608.4936,328.3254,1304.3862,3164.1948
p89,class5,952.263,927.0612,478.9044,154.7559,260.2314
p90,class4,49.6665,72.4113,85.0122,18.8838,117.1287
p90,class5,2839.9761,1019.5146,1466.0568,2732.9211,3550.5756
p90,class6,0.351,0.1755,1.0179,0.8775,0
p91,class5,599.2272,345.5946,141.3477,934.9587,993.0843
p91,class6,3.4398,17.5851,7.8273,13.9698,22.9905
p92,class4,14353.794,4952.2239,5352.4341,1435.9761,8620.3494
p92,class5,47.5605,55.7037,136.1178,277.1496,146.016
p93,class4,448.1217,552.6846,148.3677,2003.1219,679.2201
p94,class4,186.4161,165.2157,643.6638,186.9426,1438.9947
p94,class5,15038.244,4745.871,8235.7236,2072.6199,1506.8781
p95,class5,2464.4763,1449.6651,2802.4893,2542.9248,1095.6816
p96,class5,4405.0149,1005.7905,1655.0703,4956.9975,1658.7558
p97,class4,17.7957,8.8101,85.1526,192.4533,218.0763
p97,class5,5999.292,2679.7095,4016.9142,4607.577,5047.4853
p98,class4,28.431,29.7297,18.603,19.7613,36.8199
p98,class5,8097.9912,5147.8362,4963.2102,4330.4274,2819.5128
p99,class4,3730.8492,2754.297,1993.6098,527.7987,800.9469
p99,class5,2590.38,1367.9874,1135.3797,181.6425,257.8446
p100,class4,263.5308,200.1051,216.1809,81.5724,70.1649
p101,class5,6071.3874,3256.8939,8297.6751,1889.1171,1184.6952
p101,class6,3115.3356,2029.9032,843.9093,1296.8748,797.472
p102,class5,473.6394,528.6411,877.9212,838.8549,1078.0614
p102,class6,168.129,182.4147,480.0978,206.7741,175.6053
p103,class2,0.1404,0,0,0,0
p103,class3,11895.0741,3640.3263,4706.1378,5962.1211,586.872
p104,class3,496.5597,683.2917,488.592,1054.8603,888.1002
p105,class3,5543.7993,2018.8818,2254.3326,3025.4094,2926.4625
p105,class4,1537.5555,957.0015,3298.3821,2369.1798,901.9998
p106,class4,375.6402,420.1821,477.6057,1253.5614,1152.4032
p107,class3,2.808,32.2569,0,0,0
p107,class4,3367.0728,1944.7506,2651.6646,2036.9934,2327.481
p108,class4,284.2047,962.6877,762.0561,550.719,321.3054
p109,class4,4220.1783,2416.2489,1799.4366,2260.3347,1678.2363
p110,class4,15.0228,14.0751,27.9747,35.4159,106.1424
p111,class3,7466.6826,1689.4683,3651.9093,1421.2341,1670.4792
p112,class3,4737.7629,2900.664,3013.9668,3210.6321,1545.804
p112,class4,267.2163,783.432,663.4953,202.5972,84.1698
p113,class3,23.8329,42.7869,109.5471,770.6907,647.7705
p113,class4,1206.3168,1055.1411,645.4539,1100.8764,451.737
p114,class4,989.0127,1703.8242,897.507,1369.7424,555.0363
p115,class3,626.1138,940.2237,739.6272,582.5196,763.1793
p116,class3,61.7409,86.6268,131.625,111.2319,65.8476
p116,class4,379.5012,505.8963,446.8932,421.6914,38.4696
p117,class3,6.0372,7.2657,21.762,10.6353,16.146
p117,class4,204.8436,464.1273,95.9634,148.122,148.0869
p118,class4,958.6161,798.9813,501.6141,38.1888,148.8591
p118,class5,70.4808,213.8643,200.3859,29.2734,34.5735
p119,class3,133.2396,60.5826,15.7599,118.9188,302.3865
p120,class4,35.9424,296.0334,440.8911,416.3913,384.8715
p121,class3,0.9828,3.9312,21.7269,1.8603,15.8301
p121,class4,404.1765,578.7288,806.1066,774.0252,918.7425
p122,class2,22.464,10.4598,8.3187,18.1467,336.4686
p122,class3,2341.0647,762.6528,508.0725,2016.6003,735.6258
p122,class4,9777.9825,5524.8102,5535.4455,7290.8667,7686.8649
p123,class4,5514.9471,2126.1123,2537.2035,3728.4273,1518.8823
p123,class5,8.1081,22.0428,2.8431,55.7037,74.4822
p124,class5,0.2808,8.9856,72.5517,42.7167,31.9059
p125,class4,703.5795,538.7148,2020.9527,743.5584,1583.6418
p126,class4,2460.2643,2420.4258,5030.9532,5310.63,4227.5142
p127,class2,5.7213,10.3896,13.1625,24.9561,402.597
p127,class3,9753.7635,1732.8168,4237.5879,6565.9113,5567.7726
p127,class4,1226.745,1594.8387,1093.2948,455.8086,311.2317
p128,class4,443.1024,435.942,425.412,593.1549,613.1619
p129,class2,2.5272,5.8617,2.6676,7.3008,19.1646
p129,class3,390.3471,220.3578,118.8837,229.5189,605.5101
p129,class4,1.5093,0,0,0,0
p130,class2,0.1404,0.702,0,0,0
p130,class3,70.6914,42.8571,85.995,101.6847,168.0237
p130,class4,1178.658,601.8597,316.9881,428.4306,594.1728
p131,class3,291.33,375.7104,648.9639,1794.2418,818.2512
p131,class4,4546.854,1401.192,2347.3125,2098.8747,594.1026
p132,class3,9.2313,119.5506,319.2345,500.7717,514.8468
p132,class4,2752.3665,886.9068,1441.4166,1325.8674,521.4105
p133,class4,161.6004,395.928,301.1229,348.5079,593.0145
p134,class3,305.1594,262.0215,222.6042,87.0831,219.1995
p134,class4,711.477,402.8076,101.2986,355.8789,368.199
p136,class5,42.2604,41.3127,40.1193,45.0684,242.2251
p136,class6,12.1797,54.9666,34.1874,56.7918,149.877
p136,class7,1.2636,0.6318,100.6668,39.1014,0
p136,class8,37.8729,36.7146,43.173,21.9024,237.9078
p137,class2,9246.2877,6580.5129,2264.3712,5034.8142,494.0676
p137,class3,0.1404,4.7736,8.1432,34.749,7.5816
p138,class2,7.5816,21.1653,42.3306,57.8097,62.2323
p138,class3,3870.4068,1360.5813,2965.9851,1001.0871,1215.2673
p139,class1,39.1716,18.954,77.0796,18.6381,0.9477
p139,class2,1060.4763,497.5425,308.6343,236.6091,69.1821
p139,class3,157.6341,655.1766,371.1825,667.1808,127.3077
p140,class4,16933.5036,1123.6563,2060.9316,2482.974,1188.4158
p141,class3,416.3562,1073.1123,1782.6237,2190.1347,1971.216
p141,class4,3681.1827,8651.2374,591.3648,294.4188,487.1178
p142,class3,3.4749,191.1195,33.8013,101.088,18.6381
p142,class4,3091.0815,406.5633,1430.0793,3346.6446,690.2415
p142,class5,7.2657,44.226,20.8494,44.226,207.5463
p143,class3,1137.24,235.0296,36.0126,41.3829,268.515
p143,class4,8480.3355,441.9441,501.0174,733.8357,119.4102
p144,class3,304.5276,2321.865,525.3417,996.9804,79.6068
p144,class4,13.5837,225.5526,323.1657,226.5003,92.2428
p145,class3,1668.303,1578.8682,1049.7357,2423.5848,737.3106
p146,class2,0.1053,6.1425,9.0909,63.4959,33.5205
p146,class3,31638.1221,30867.5367,25028.757,9737.3016,7800.8346
p147,class3,2041.3458,287.469,3538.3959,10650.8844,2215.7226
p148,class3,9383.8095,10066.7853,6167.9475,1888.1343,1317.9348
p149,class3,5903.2233,4949.2053,2739.4848,2047.9797,5305.2246
p150,class2,27.4833,17.6904,0,0,0
p150,class3,10113.8544,388.6623,1171.3572,362.0214,315.9
p151,class3,184.8015,2295.3294,1499.8932,626.4297,160.7931
p152,class2,26.8515,39.8034,0,0,0
p152,class3,1524.3579,446.0508,1007.7561,2070.4086,1328.0436
p153,class2,4666.1589,1391.8554,353.4921,692.1369,390.7683
p153,class3,24.0084,332.6427,900.6309,433.7307,138.3642
p154,class2,78.0273,1.5795,2.2113,77.7114,0.9477
