region,class,sc_point_gid,capacity,supply_curve_cost_per_MW,dist_km,trans_adder_per_MW,capital_adder_per_MW
p172,,64330,228.2803178,0,14.99866233,0,0
p173,,64331,130.5928574,0,5.76,0,0
p174,,64332,14.50884437,0,5.76,0,0
p175,,64333,8.743297793,0,19.0885909,0,0
p176,,64640,8.137253661,0,7.183006486,0,0
p177,,64641,164.1973684,0,5.76,0,0
p178,,64642,339.0305309,0,6.288305192,0,0
p179,,64643,372.6033539,0,8.491980515,0,0
p180,,64644,389.1965155,0,5.76,0,0
p181,,64645,340.9616647,0,5.76,0,0
p182,,64646,91.88605303,0,5.76,0,0
p183,,64656,0.188546956,0,10.38198052,0,0
p184,,64657,0.056017608,0,17.59587012,0,0
p185,,64710,24.00411498,0,7.024844148,0,0
p186,,64711,4.896292898,0,5.76,0,0
p187,,65021,9.64032112,0,27.94541556,0,0
p188,,65022,264.5027596,0,5.903818177,0,0
p189,,65023,358.7048297,0,5.76,0,0
p190,,65024,381.2651016,0,5.76,0,0
p191,,65025,355.0660328,0,5.76,0,0
p192,,65026,202.0062901,0,5.76,0,0
p193,,65027,23.87448566,0,12.8774935,0,0
p194,,65088,55.59440762,0,12.5238896,0,0
p195,,65089,6.345263309,0,5.76,0,0
p196,,65402,92.56102529,0,5.76,0,0
p197,,65403,254.0725609,0,5.844701295,0,0
p198,,65404,364.0096732,0,5.76,0,0
p199,,65405,354.2537546,0,5.76,0,0
p200,,65406,245.9381865,0,5.76,0,0
p201,,65407,29.84870551,0,6.465655839,0,0
p202,,65409,0.299326338,0,5.76,0,0
p203,,65410,28.30699546,0,5.840954544,0,0
p204,,65411,0.07484372,0,31.68923374,0,0
p205,,65468,225.010436,0,20.40615583,0,0
p1,,65469,129.3143507,0,20.22770778,0,0
p2,,65782,156.5721269,0,5.76,0,0
p3,,65783,332.6752979,0,5.76,0,0
p4,,65784,355.0762828,0,5.76,0,0
p5,,65785,362.1273198,0,5.76,0,0
p6,,65786,219.4889191,0,5.76,0,0
p7,,65787,38.7047963,0,5.894772721,0,0
p8,,65788,114.0573503,0,5.76,0,0
p9,,65789,13.30696592,0,6.380954544,0,0
p10,,65790,34.59131958,0,5.76,0,0
p11,,65791,43.63139647,0,17.81470129,0,0
p12,,65801,11.89674839,0,5.76,0,0
p13,,65802,3.228870988,0,5.76,0,0
p14,,65848,106.8657182,0,32.74319477,0,0
p15,,65849,132.8889146,0,16.32947402,0,0
p16,,66162,243.4008318,0,6.545512986,0,0
p17,,66163,319.7545215,0,5.76,0,0
p18,,66164,359.7131848,0,5.76,0,0
p19,,66165,370.3965742,0,5.76,0,0
p20,,66166,202.0296723,0,5.76,0,0
p21,,66167,74.24548646,0,8.931837662,0,0
p22,,66168,238.6284838,0,5.76,0,0
p23,,66169,123.8008606,0,7.390142853,0,0
p24,,66170,136.723224,0,5.76,0,0
p25,,66171,45.45742776,0,5.76,0,0
p26,,66181,196.9718091,0,5.76,0,0
p27,,66182,37.46332798,0,5.76,0,0
p28,,66229,9.724138267,0,13.66300649,0,0
p29,,66542,42.00063741,0,12.48551299,0,0
p30,,66543,138.1740341,0,7.603675324,0,0
p31,,66544,140.2227661,0,5.76,0,0
p32,,66545,142.7894111,0,5.76,0,0
p33,,66546,91.21125163,0,5.76,0,0
p34,,66547,170.1096069,0,5.76,0,0
p35,,66548,222.5323842,0,5.76,0,0
p36,,66549,203.3003259,0,5.76,0,0
p37,,66550,76.85820766,0,5.76,0,0
p38,,66551,113.3093339,0,5.76,0,0
p39,,66552,0.01907213,0,5.76,0,0
p40,,66557,0.018656747,0,5.76,0,0
p41,,66561,22.78285935,0,5.76,0,0
p42,,66562,3.592315285,0,9.525655839,0,0
p43,,66563,4.184785714,0,5.76,0,0
p44,,66584,68.41896659,0,5.822863633,0,0
p45,,66585,39.91568896,0,17.57403246,0,0
p46,,66609,57.72917986,0,5.76,0,0
p47,,66929,24.6607618,0,16.53240908,0,0
p48,,66930,319.2704822,0,5.76,0,0
p49,,66931,158.8737707,0,5.76,0,0
p50,,66932,1.544842548,0,5.76,0,0
p51,,66935,21.30966883,0,5.76,0,0
p52,,66936,94.1106248,0,5.76,0,0
p53,,66937,86.80179609,0,5.76,0,0
p54,,66938,34.98853201,0,5.76,0,0
p55,,66941,2.273504333,0,10.82183766,0,0
p56,,66942,2.649569623,0,19.9038896,0,0
p57,,66943,2.758917989,0,11.00668181,0,0
p58,,66944,47.94324145,0,5.76,0,0
p59,,66964,98.07237994,0,10.19933116,0,0
p60,,66965,266.2680732,0,21.84505843,0,0
p61,,66966,133.7138527,0,34.23262336,0,0
p62,,66967,49.58435314,0,48.58474672,0,0
p63,,66987,31.6242684,0,18.84792206,0,0
p64,,66988,73.31842624,0,8.899402589,0,0
p65,,66989,253.7724761,0,5.76,0,0
p66,,66990,77.60268321,0,5.76,0,0
p67,,67309,164.2188612,0,12.31565584,0,0
p68,,67310,256.597611,0,5.76,0,0
p69,,67311,81.02632688,0,5.76,0,0
p70,,67315,38.71488185,0,10.64823376,0,0
p71,,67316,48.61160573,0,13.13470129,0,0
p72,,67317,25.10584841,0,14.50014285,0,0
p73,,67320,0.05652604,0,11.73462987,0,0
p74,,67321,20.00001491,0,15.79166881,0,0
p75,,67334,0.453610274,0,5.76,0,0
p76,,67344,1.119609657,0,15.61851947,0,0
p77,,67345,176.4051507,0,27.11622725,0,0
p78,,67346,313.551443,0,37.919974,0,0
p79,,67347,197.3071028,0,46.03166881,0,0
p80,,67364,14.12950149,0,14.26322077,0,0
p81,,67365,146.8657995,0,5.76,0,0
p82,,67366,242.4318382,0,6.043889604,0,0
p83,,67367,311.5878797,0,18.30682466,0,0
p84,,67368,323.0933063,0,5.76,0,0
p85,,67369,330.0265898,0,5.76,0,0
p86,,67370,218.0172554,0,5.76,0,0
p87,,67689,23.70767076,0,6.028448045,0,0
p88,,67690,61.30158381,0,5.76,0,0
p89,,67691,54.45444643,0,16.49933116,0,0
p90,,67692,0.245006152,0,17.06381818,0,0
p91,,67713,24.26013588,0,5.76,0,0
p92,,67714,162.4052573,0,5.76,0,0
p93,,67715,67.67754722,0,5.76,0,0
p94,,67725,22.63650275,0,36.38157139,0,0
p95,,67726,159.2313937,0,31.08682466,0,0
p96,,67727,28.91335646,0,24.33307791,0,0
p97,,67744,111.4550863,0,21.19431816,0,0
p98,,67745,323.8771711,0,9.684915575,0,0
p99,,67746,334.0669078,0,5.76,0,0
p100,,67747,330.6020695,0,6.50293506,0,0
p101,,67748,332.0885145,0,5.76,0,0
p102,,67749,333.9292078,0,9.78021428,0,0
p103,,67750,228.8077285,0,5.76,0,0
p104,,68071,60.65848539,0,34.6735779,0,0
p105,,68072,170.5331355,0,29.84756493,0,0
p106,,68073,71.36770281,0,21.36572727,0,0
p107,,68074,0.359686411,0,23.7696883,0,0
p108,,68075,4.314318786,0,29.49040256,0,0
p109,,68076,0.585118506,0,37.16954544,0,0
p110,,68093,3.514377276,0,5.76,0,0
p111,,68094,7.394888965,0,5.76,0,0
p112,,68124,130.3716999,0,31.20725322,0,0
p113,,68125,326.5340977,0,18.43520128,0,0
p114,,68126,325.8916092,0,8.799259736,0,0
p115,,68127,275.8602354,0,5.76,0,0
p116,,68128,287.0498809,0,5.76,0,0
p117,,68129,312.9589935,0,8.413675324,0,0
p118,,68130,73.11217846,0,5.76,0,0
p119,,68452,51.58420694,0,41.52042856,0,0
p120,,68453,226.2147674,0,43.82799349,0,0
p121,,68454,35.43854468,0,37.469974,0,0
p122,,68455,16.46078849,0,40.64135711,0,0
p123,,68456,42.41536822,0,49.21274021,0,0
p124,,68457,27.77301831,0,50.324987,0,0
p125,,68458,7.272134105,0,55.68899346,0,0
p126,,68459,1.281402846,0,50.99181167,0,0
p127,,68493,4.274747855,0,5.76,0,0
p128,,68494,125.3400212,0,9.227422074,0,0
p129,,68495,4.036321165,0,30.28431816,0,0
p130,,68504,190.7913314,0,31.11240908,0,0
p131,,68505,303.9229568,0,18.1038896,0,0
p132,,68506,85.58710927,0,6.064629868,0,0
p133,,68509,32.57180979,0,10.49491557,0,0
p134,,68510,1.009658354,0,5.76,0,0
p135,,68834,35.59220915,0,50.01570127,0,0
p136,,68835,96.94237809,0,52.16135711,0,0
p137,,68836,83.71667947,0,63.26333762,0,0
p138,,68837,5.217362289,0,62.7396883,0,0
p139,,68838,14.44434193,0,67.35811035,0,0
p140,,68839,39.01762003,0,64.45033114,0,0
p141,,68840,0.02017079,0,59.08212337,0,0
p142,,68873,129.9432074,0,5.76,0,0
p143,,68874,316.2043828,0,16.6724805,0,0
p144,,68875,94.46135727,0,26.95851947,0,0
p145,,68884,218.8215659,0,29.98078569,0,0
p146,,68885,194.4743913,0,19.05661038,0,0
p147,,69215,3.132366454,0,63.68135711,0,0
p148,,69216,34.80016946,0,71.55457787,0,0
p149,,69217,5.737394686,0,77.72665581,0,0
p150,,69218,98.0639675,0,79.40001943,0,0
p151,,69219,38.20205129,0,73.95725322,0,0
p152,,69220,0.506486281,0,71.04947402,0,0
p153,,69253,242.9265503,0,5.76,0,0
p154,,69254,320.7401297,0,12.58190909,0,0
p155,,69255,132.9736764,0,24.40014285,0,0
p156,,69264,265.8738852,0,25.59417531,0,0
p157,,69265,247.7944053,0,7.662792206,0,0
p158,,69266,2.179062384,0,5.76,0,0
p159,,69597,22.20673042,0,87.87720123,0,0
p160,,69598,144.6581017,0,90.55672724,0,0
p161,,69599,24.47844351,0,85.55181167,0,0
p162,,69602,0.062877776,0,31.12785063,0,0
p163,,69603,0.380619805,0,17.52021428,0,0
p164,,69604,0.040520096,0,6.00021428,0,0
p165,,69632,13.98579231,0,5.76,0,0
p166,,69633,298.4030044,0,5.76,0,0
p167,,69634,309.2046074,0,12.23205194,0,0
p168,,69635,67.97549245,0,27.43940259,0,0
p169,,69643,3.041585534,0,27.05226622,0,0
p170,,69644,247.7997275,0,20.17873375,0,0
p171,,69645,303.9567765,0,8.027636354,0,0
p172,,69646,33.71071037,0,5.76,0,0
p173,,69648,48.46730128,0,11.3410974,0,0
p174,,69649,127.374837,0,5.76,0,0
p175,,69771,37.37475236,0,16.34756493,0,0
p176,,69979,11.36239157,0,97.74283764,0,0
p177,,69980,7.963233713,0,57.24283764,0,0
p178,,69981,0.022174348,0,45.59555842,0,0
p179,,70012,8.904681729,0,16.62880518,0,0
p180,,70013,231.9980725,0,5.76,0,0
p181,,70014,290.8341796,0,8.761980515,0,0
p182,,70015,9.417110413,0,20.03381818,0,0
p183,,70024,115.3975788,0,17.64484415,0,0
p184,,70025,212.4987459,0,5.76,0,0
p185,,70026,49.01700609,0,5.76,0,0
p186,,70027,218.0067152,0,5.76,0,0
p187,,70028,324.6608826,0,23.90116882,0,0
p188,,70029,307.1302911,0,5.76,0,0
p189,,70030,6.969160324,0,5.76,0,0
p190,,70150,87.87896554,0,8.42646753,0,0
p191,,70151,309.3648206,0,5.76,0,0
p192,,70152,64.35665195,0,19.65417531,0,0
p193,,70156,3.638592468,0,5.76,0,0
p194,,70157,211.904725,0,5.76,0,0
p195,,70158,6.638276974,0,13.01866233,0,0
p196,,70360,12.1638647,0,62.09818177,0,0
p197,,70361,19.01505134,0,51.73803892,0,0
p198,,70364,0.29892876,0,35.56983115,0,0
p199,,70393,81.18504857,0,5.76,0,0
p200,,70394,238.5551008,0,5.76,0,0
p201,,70395,13.1331853,0,8.097350647,0,0
p202,,70406,70.73500848,0,5.76,0,0
p203,,70407,323.7116273,0,5.76,0,0
p204,,70408,337.3699676,0,5.76,0,0
p205,,70409,329.4009281,0,5.76,0,0
p1,,70410,69.23717231,0,5.76,0,0
p2,,70530,99.40938212,0,9.295584412,0,0
p3,,70531,328.819152,0,5.76,0,0
p4,,70532,67.03478371,0,17.114987,0,0
p5,,70536,2.626411845,0,5.76,0,0
p6,,70537,169.5623128,0,10.93742207,0,0
p7,,70538,11.82749727,0,20.11212337,0,0
p8,,70741,8.203114758,0,62.7835519,0,0
p9,,70742,44.70592693,0,76.75209737,0,0
p10,,70743,5.959982157,0,61.12453244,0,0
p11,,70783,9.887783993,0,17.45424674,0,0
p12,,70786,137.8884483,0,5.76,0,0
p13,,70787,324.9326391,0,21.18572727,0,0
p14,,70788,309.9434819,0,5.76,0,0
p15,,70789,271.0581495,0,5.76,0,0
p16,,70790,64.93215288,0,5.76,0,0
p17,,70910,19.52902388,0,6.193006486,0,0
p18,,70911,92.96439331,0,5.76,0,0
p19,,70912,13.20117469,0,11.86565584,0,0
p20,,71123,18.63815303,0,75.61188309,0,0
p21,,71124,31.93053501,0,64.09188309,0,0
p22,,71125,2.059336026,0,52.9424805,0,0
p23,,71163,211.7797185,0,15.81021428,0,0
p24,,71164,109.8373234,0,5.76,0,0
p25,,71165,9.275240303,0,5.76,0,0
p26,,71166,232.0080777,0,13.27212337,0,0
p27,,71167,180.1968771,0,24.2260844,0,0
p28,,71168,15.45043596,0,14.28880518,0,0
p29,,71505,5.56931666,0,60.74579869,0,0
p30,,71543,290.9476994,0,5.76,0,0
p31,,71544,326.7815906,0,5.76,0,0
p32,,71545,296.6789516,0,9.346753237,0,0
p33,,71546,311.6950956,0,15.05403246,0,0
p34,,71547,26.24316527,0,10.34735065,0,0
p35,,71922,21.72225432,0,5.76,0,0
p36,,71923,302.7508614,0,5.76,0,0
p37,,71924,328.6932539,0,6.481097398,0,0
p38,,71925,338.1934148,0,5.76,0,0
p39,,71926,329.6796504,0,5.76,0,0
p40,,71927,64.8276933,0,5.76,0,0
p41,,72034,12.38421301,0,10.61954544,0,0
p42,,72035,24.08951577,0,5.801025971,0,0
p43,,72275,14.5885096,0,22.3296883,0,0
p44,,72276,21.73870727,0,11.3613831,0,0
p45,,72277,13.40645052,0,5.76,0,0
p46,,72299,30.35859495,0,5.76,0,0
p47,,72300,145.0734649,0,5.76,0,0
p48,,72301,151.9409709,0,5.76,0,0
p49,,72302,77.48751415,0,5.76,0,0
p50,,72303,222.5971059,0,5.76,0,0
p51,,72304,304.8098637,0,5.76,0,0
p52,,72305,331.8588352,0,6.095512986,0,0
p53,,72306,304.9152914,0,7.392792206,0,0
p54,,72307,34.82229524,0,5.76,0,0
p55,,72414,193.636963,0,6.89646753,0,0
p56,,72415,286.9525264,0,5.76,0,0
p57,,72416,76.62275172,0,7.974915575,0,0
p58,,72655,29.33150764,0,20.66756493,0,0
p59,,72656,182.3324942,0,8.10374675,0,0
p60,,72657,168.2113914,0,5.76,0,0
p61,,72679,191.1790639,0,13.78014285,0,0
p62,,72680,325.5853852,0,12.44558441,0,0
p63,,72681,322.7981309,0,11.23830519,0,0
p64,,72682,215.6717359,0,9.680071427,0,0
p65,,72684,114.7051288,0,7.138233765,0,0
p66,,72685,251.7409096,0,5.915512986,0,0
p67,,72686,69.82983364,0,5.76,0,0
p68,,72793,30.90229631,0,6.388448045,0,0
p69,,72794,272.217085,0,5.76,0,0
p70,,72795,265.9012639,0,5.76,0,0
p71,,72796,66.32816158,0,5.76,0,0
p72,,72808,2.267231232,0,5.76,0,0
p73,,72809,76.95058848,0,5.76,0,0
p74,,72810,1.876709676,0,5.76,0,0
p75,,73035,126.5756902,0,19.70205194,0,0
p76,,73036,154.155183,0,7.638305192,0,0
p77,,73037,75.19656738,0,5.76,0,0
p78,,73059,142.0560944,0,26.06756493,0,0
p79,,73060,327.453068,0,25.14307791,0,0
p80,,73061,326.6330379,0,23.58484415,0,0
p81,,73062,253.1368528,0,21.7810974,0,0
p82,,73174,55.94387595,0,7.35021428,0,0
p83,,73188,43.48195295,0,11.80124025,0,0
p84,,73189,310.0415484,0,6.127493501,0,0
p85,,73190,12.03056653,0,5.76,0,0
p86,,73415,75.99662552,0,20.05940259,0,0
p87,,73416,63.38687615,0,8.390285707,0,0
p88,,73417,1.649594845,0,5.76,0,0
p89,,73439,17.72081522,0,38.38961687,0,0
p90,,73440,252.0455915,0,37.69145453,0,0
p91,,73441,302.3155951,0,35.23851947,0,0
p92,,73442,306.2731368,0,33.97851947,0,0
p93,,73443,22.45048652,0,5.76,0,0
p94,,73568,2.041627496,0,8.84668181,0,0
p95,,73569,45.2588907,0,16.90940259,0,0
p96,,73570,1.773086619,0,17.3710974,0,0
p97,,73821,2.476412631,0,38.49505843,0,0
p98,,73822,49.13260707,0,25.81145453,0,0
p99,,73823,3.616639647,0,16.03124025,0,0
p100,,73934,5.594886236,0,10.01668181,0,0
p101,,73935,90.93362437,0,8.28374675,0,0
p102,,74189,78.56967392,0,19.17064284,0,0
p103,,74314,63.63968338,0,6.12374675,0,0
p104,,74315,290.5292858,0,5.76,0,0
p105,,74569,106.6583846,0,16.44396103,0,0
p106,,74685,31.218289,0,5.76,0,0
p107,,74686,96.13085693,0,5.76,0,0
p108,,74694,113.3873381,0,5.76,0,0
p109,,74695,288.7988519,0,5.76,0,0
p110,,75065,192.0667699,0,5.76,0,0
p111,,75066,257.3612141,0,10.1710974,0,0
p112,,75067,4.608656208,0,18.02512986,0,0
p113,,75074,137.4760974,0,5.76,0,0
p114,,75075,260.4844062,0,6.890071427,0,0
p115,,75455,220.2704446,0,7.197350647,0,0
p116,,75456,211.9992688,0,5.76,0,0
p117,,75457,2.062614492,0,6.832051942,0,0
p118,,75835,299.1789352,0,6.359116882,0,0
p119,,75836,324.4460063,0,5.76,0,0
p120,,75837,4.963681384,0,5.76,0,0
p121,,76211,14.93550501,0,28.81033114,0,0
p122,,76212,210.3702291,0,30.65491557,0,0
p123,,76213,40.50393013,0,13.72102597,0,0
p124,,76215,250.0623047,0,5.76,0,0
p125,,76216,323.9271633,0,5.76,0,0
p126,,76217,4.957196045,0,5.76,0,0
p127,,76591,58.9868649,0,10.31007143,0,0
p128,,76592,316.7381918,0,32.22594155,0,0
p129,,76593,102.6581532,0,15.09396103,0,0
p130,,76595,48.55026069,0,5.76,0,0
p131,,76596,133.1710571,0,5.76,0,0
p132,,76597,0.867815247,0,21.36417531,0,0
p133,,76971,60.42566921,0,5.76,0,0
p134,,76972,322.6290117,0,5.76,0,0
p135,,76973,175.6894334,0,22.37116882,0,0
p136,,77351,103.8903593,0,7.107350647,0,0
p137,,77352,320.1752812,0,5.76,0,0
p138,,77353,241.4752476,0,27.25739608,0,0
p139,,77731,102.0028067,0,9.290285707,0,0
p140,,77732,287.9477318,0,5.76,0,0
p141,,77733,160.3590793,0,12.44668181,0,0
p142,,78111,17.12102745,0,5.76,0,0
p143,,78112,41.99044867,0,5.76,0,0
p144,,79993,3.651272878,0,5.76,0,0
p145,,79994,8.034362454,0,5.76,0,0
p146,,80373,149.4152395,0,5.76,0,0
p147,,80374,138.8468629,0,5.76,0,0
p148,,80685,3.974711735,0,49.61266879,0,0
p149,,80686,10.07805953,0,38.92870776,0,0
p150,,80753,133.9466874,0,5.76,0,0
p151,,80754,93.38549484,0,5.76,0,0
p152,,81065,73.72107514,0,42.63789606,0,0
p153,,81066,100.5823054,0,32.18665581,0,0
p154,,89854,42.89928403,0,21.84725322,0,0
p155,,89855,197.247416,0,31.95438959,0,0
p156,,89856,59.25665622,0,16.2921948,0,0
p157,,90234,159.7763236,0,14.6721948,0,0
p158,,90235,309.4399652,0,39.53266879,0,0
p159,,90236,27.8345419,0,23.22813634,0,0
p160,,90614,79.86563935,0,6.226538957,0,0
p161,,90615,97.10184347,0,11.31661038,0,0
p162,,93266,33.72961736,0,5.76,0,0
p163,,93267,32.93556046,0,5.76,0,0
p164,,93268,169.2841335,0,5.76,0,0
p165,,93269,240.5984721,0,9.614103884,0,0
p166,,93270,42.72968371,0,9.440954544,0,0
p167,,93646,209.4787534,0,5.76,0,0
p168,,93647,289.6838752,0,5.76,0,0
p169,,93648,310.13792,0,6.903961031,0,0
p170,,93649,273.0772658,0,5.76,0,0
p171,,93650,23.00707804,0,5.76,0,0
p172,,94026,200.1333492,0,8.142123369,0,0
p173,,94027,312.1943449,0,5.76,0,0
p174,,94028,294.3046275,0,5.76,0,0
p175,,94029,155.1893576,0,6.478448045,0,0
p176,,94406,24.98497707,0,20.9013831,0,0
p177,,94407,93.80164191,0,12.45042856,0,0
p178,,94408,51.03167442,0,5.76,0,0
p179,,95168,208.0676443,0,5.76,0,0
p180,,95169,243.4224765,0,5.76,0,0
p181,,95170,154.819021,0,8.467493501,0,0
p182,,95171,0.844586444,0,12.86424674,0,0
p183,,95548,247.6422246,0,5.76,0,0
p184,,95549,318.3636973,0,5.76,0,0
p185,,95550,317.6354566,0,5.76,0,0
p186,,95551,289.1827086,0,5.76,0,0
p187,,95552,97.45712992,0,8.064915575,0,0
p188,,95553,2.403462024,0,5.76,0,0
p189,,95928,87.10809469,0,12.65116882,0,0
p190,,95929,312.8742523,0,5.76,0,0
p191,,95930,322.8493887,0,5.76,0,0
p192,,95931,326.3114109,0,5.76,0,0
p193,,95932,315.3947625,0,5.76,0,0
p194,,95933,119.7218858,0,5.76,0,0
p195,,96308,30.03562134,0,14.90601297,0,0
p196,,96309,116.9661537,0,8.591025971,0,0
p197,,96310,139.5404524,0,9.091097398,0,0
p198,,96311,299.681114,0,5.76,0,0
p199,,96312,322.5843984,0,5.76,0,0
p200,,96313,259.4946066,0,5.76,0,0
p201,,96691,37.93889592,0,12.46851947,0,0
p202,,96692,226.7180756,0,6.083818177,0,0
p203,,96693,281.286346,0,5.76,0,0
p204,,96694,13.60024441,0,5.76,0,0
p205,,97073,33.68917409,0,20.56431816,0,0
p1,,97074,85.11791711,0,5.76,0,0
