region,class,bin,capacity,supply_curve_cost_per_mw,sc_point_gid,dist_mi
p1,2,1,9.8289,6149.2007,6873,1.5548
p1,2,2,8.1792,26239.0137,7640,2.8165
p1,2,3,9.2791,26757.6016,8397,2.9476
p1,2,4,15.8688,45461.0039,7641,11.4945
p1,2,5,62.1504,76737.7812,6884,19.4026
p1,2,6,487.2061,130339.4453,8020,32.9554
p1,2,7,1024.4293,155238.2969,8021,39.2509
p1,2,8,879.3588,169487.5469,8401,42.8537
p1,3,1,1866.2492,2382.6851,"5748,8784",0.5917
p1,3,2,3219.0081,18567.8988,"8403,9545",0.8769
p1,3,3,834.5341,20896.2148,8785,1.4656
p1,3,4,4042.6622,21675.5981,"8406,8783,8786",1.6627
p1,3,5,1166.4628,24449.6992,9926,6.1819
p1,3,6,4533.3574,26060.7157,"6129,7645,9164,10304,10306",6.4471
p1,3,7,1590.6229,30522.2014,"8404,8405,9925",4.2361
p1,3,8,1660.8289,35773.6016,9165,5.2273
p1,3,9,1438.3803,37011.6363,"6887,8023,8781,8782",5.6614
p1,3,10,2483.5204,45778.6718,"6507,6885,7642,9166,9546",10.2933
p1,3,11,1148.6445,61587.6619,"6505,6506,7643,8026,9161,9162",12.3196
p1,3,12,2234.9645,84782.2741,"6125,6128,8787,9924",19.3756
p1,3,13,698.0172,120894.6543,"6508,7265",28.2289
p1,3,14,2848.7447,178429.6719,9544,41.2968
p1,3,15,972.9553,181198.875,8022,45.8148
p1,3,16,1627.5684,193487.7188,8402,48.9219
p1,3,17,4491.831,201541.1461,"9163,9543",47.1403
p10,5,1,6824.1139,6991.5727,"43729,44869,52848,53984,57780,57781,57782,58162,58540,58542,58923,58924,59305,59309,59688,59691,59692,59694,60068,60069,60070,60071,60072,60074,60449,60450,60829,61209,61583,61589,61590",1.7678
p10,5,2,8100.4908,15991.2108,"44110,46011,49805,50185,51322,52085,58159,58160,58541,58922,59693,60830,61207,61211,61591,61964,61970",3.0069
p10,5,3,7280.1088,19851.5017,"44489,49425,50942,52465,54364,55884,57399,57779,61210",3.3359
p10,5,4,7002.6866,31927.8063,"49428,49808,50184,50188,51328,52462,53607,53985,53987,57400,57401,58161,61963,61971",6.9296
p10,5,5,7543.7125,57356.8695,"42970,49804,49807,50568,51708,52087,52468,52845,52846,53606,53986,54367,54747,60075",13.3098
p10,5,6,7311.1411,140652.6845,"43349,43351,44490,44491,49426,49427,52467,52847,53226,53227,54746",34.2574
p10,5,7,7104.6536,241076.7262,"42971,43352,54744,55125,55505",59.5127
p10,5,8,7930.9794,316624.7572,"54365,54366,54745",80.0562
p10,5,9,7075.5803,429609.5745,"43350,43730,44112,44874,45254,50948,51707",105.1306
p10,5,10,5255.0706,512081.6373,"52466,52844",129.476
p10,5,11,9159.2847,523774.5342,"45631,50187,52842,52843",131.2441
p10,5,12,8024.1311,547216.4237,"52463,52464,52841",135.8786
p10,5,13,5243.6359,565683.9446,"50567,51702,52083,52086",140.783
p10,5,14,9763.498,588269.866,"49424,51705,51706,52082,52084",144.9218
p10,5,15,7705.4836,602472.0461,"51326,51327,51704,52081",148.5128
p10,5,16,5004.743,617261.4483,"50183,50947,51703",154.2552
p10,5,17,9716.8598,631520.1211,"51323,51324,51325",155.8573
p10,5,18,6151.0451,647464.8601,"49806,50563,50946",159.8889
p10,5,19,7096.5016,659262.735,"50564,50944,50945",162.8719
p10,5,20,9126.4046,671647.7699,"50186,50565,50566,50943",166.0033
p10,6,1,36782.7031,10367.9415,"47152,52474,52849,53601,53983,55134,55531,56274,56285,56644,56654,57028,57405,57785,57813,58165,58166,58168,58170,58174,58175,58543,58544,58545,58546,58572,58573,58934,60452,60831,60834,61212,61214,61592,61600,61980,61987,62748,64646,65784,66162,66166",2.4101
p10,6,2,38298.8661,16114.2345,"47913,52093,53229,53602,53613,53982,54754,55889,55907,55908,56264,56271,56645,56659,57407,57783,57786,57790,57796,58164,58554,58557,58936,60076,60839,61219,61594,61972,62367,62747,63885,66544,66549",2.1714
p10,6,3,36199.6512,19409.8252,"52094,53228,53600,53614,54372,55123,55529,55887,55888,56265,56657,56662,57038,57040,57408,57414,57784,57788,57789,57797,58169,58173,58553,58558,58933,59313,59314,59714,60453,60832,60833,61217,61218,61979,61986,62745,63129,64266,66546",3.2325
p10,6,4,37187.3376,26156.2674,"51713,51714,52853,52854,53225,53234,53603,53604,53605,53611,53981,53992,54359,54751,55509,55885,55906,55909,56655,57039,57053,57402,57404,57422,57794,57802,58163,58167,58559,59311,60451,60454,60838,60840,61213,61220,61593,61599,61601,61606,61982,62364,62366,62744,62746,63130,63510,65021,65790,66160,66161,66170,66171,66548",5.0945
p10,6,5,35014.6465,35432.701,"44111,44492,50195,52473,52855,53218,53612,53979,53980,54371,54377,54740,55122,55130,55135,55530,55886,55894,55911,56275,56279,56282,56290,56648,56663,56665,56673,57026,57027,57033,57413,57426,58176,58179,58181,58550,58555,58935,59715,60095,60457,60459,60856,61215,61221,61602,61973,61981,62360,62372,62740,63131,63505,63881,64264,65792,66543",7.1492
p10,6,6,38687.1635,48629.1101,"51333,52092,52472,52852,53232,53599,53608,53998,54360,54363,54748,54755,55507,55910,56266,56287,56646,56649,56672,57032,57052,57409,57787,57795,58171,58177,58194,58551,58552,58561,58563,58571,58954,60085,60455,61975,61976,62353,62369,62743,62750,63125,63883,65028",11.002
p10,6,7,35112.1964,65742.0004,"52857,52858,53235,53619,53990,54361,54370,54749,54769,55121,55126,55500,55506,55515,56268,56647,57029,57410,57791,58172,58556,58567,58570,59334,59699,60456,60835,60855,61216,61974,61990,62371,63122",16.028
p10,6,8,36516.2781,91591.7465,"45250,51334,52457,53988,54368,54369,55120,55127,55128,55129,55508,55516,56267,56270,57030,57031,57411,57412,58195,58569,58575,59317,60836,61595,61596,62354,62355,62356,62735,63501,64263,65020",22.3255
p10,6,9,39517.5588,129750.9248,"45630,46772,48293,53230,53609,53627,54008,55136,55150,55520,56269,57415,57418,57792,58186,58568,58574,58937,58955,59318,59320,59335,60082,60096,60462,60837,60843,60844,64647,65031",30.931
p10,6,10,34747.312,168814.9515,"46012,46392,48673,49053,53610,53628,54750,55890,56272,56276,56286,57793,58938,58939,59319,60476,63124",40.7685
p10,6,11,38497.5599,209435.449,"43731,44870,44871,45252,45633,46013,46393,47533,49433,49813,50193,50194,53231,54752,54753,55124,55504,55510,55512,55891,55898,57036,58184,58185,58941,60475,60857,61237,63503",51.7495
p10,6,12,35575.6824,252159.0063,"45253,55131,55132,55145,55511,55514,55519,55892,56273,57037,57416,57417,58940,61235,61236,64641,65780",62.7177
p10,6,13,38132.7782,286623.4751,"53233,54374,54742,54743,55524,55525,55893,55905,56656,57419,57800,57801,61615,62741,63121,63882,64262,64642,65402",70.4794
p10,6,14,36810.6336,315547.7654,"53618,54741,54756,55513,55904,56283,56284,56664,57045,57420,57425,58182,60083,60463,61994,62361,62742,63502,64643,65023,65403,65782,65783",78.4454
p10,6,15,34767.2306,352649.8842,"54362,55900,57041,57042,57421,60084,60464,62362,62373,62753,63123,63504,63884,64265,64644,64645,65024,65025,65404,65405,66163,66164",86.6913
p10,6,16,38465.9364,397575.517,"43732,53237,53993,53994,54375,55899,57043,57044,57424,62751,62752,63132,63133,65026,65406,65785,65786,66165,66545",98.0184
p10,6,17,36393.616,438867.1529,"44493,53222,53223,53224,53238,53995,53996,54376,62368,62749,63511,63512,63513,63892,65027,65407,65408",108.4784
p10,6,18,36616.7197,496427.2146,"44872,44873,45251,45632,45634,50955,53219,53220,53221,53617,53997,63891,64271,64651,65409,65789,66550",123.0751
p10,6,19,37436.599,572871.3134,"46014,46394,50575,50954,52458,52459,52460,52461,52838,52839,52840,66172,66551",143.2669
p10,6,20,38056.6874,637840.7136,"46773,46774,47153,47154,47534,47914,48294,48674,49054,49434,49814,50574,51697,52077,52078,52079,52080",157.6944
p10,7,1,1526.9012,15922.6724,"56280,63887,66547",0.2081
p10,7,2,897.582,28786.8288,"58180,60080,60841,63888,66167",5.4848
p10,7,3,1695.8652,41203.4561,"60079,61223,63119,65022,65401",7.8247
p10,7,4,2942.647,51677.5119,"60460,65781",13.0663
p10,7,5,2269.1067,77937.5859,60461,19.7059
p10,7,6,2870.8227,96926.3005,"59700,60081",24.5071
p10,7,7,1261.2571,117885.2812,59701,29.8064
p10,7,8,2791.603,262971.75,64261,62.6726
p10,7,9,3255.6165,267992.1562,58560,67.7598
p10,7,10,1601.1705,440531.6562,65787,107.5673
p10,7,11,3136.1524,468160.25,65788,114.553
p10,7,12,2543.964,474439.8437,66168,116.1408
p10,7,13,3753.5375,502012.9062,66169,123.1124
p100,3,1,2842.4166,18939.8324,"42500,43259",2.8712
p100,3,2,1049.5451,21843.2305,44020,1.7051
p100,3,3,3253.1139,23011.2811,"42118,43640",4.4454
p100,3,4,2282.7687,33333.6339,"42878,44019,44400,45919",4.6103
p100,3,5,3117.6577,49491.3536,"43639,43641,44399,45539",10.0244
p100,3,6,1518.151,60342.8047,44401,11.4394
p100,3,7,2932.6595,70978.8046,"43260,44779,44780",14.1286
p100,3,8,1946.8984,79565.4766,43261,16.2997
p100,3,9,2245.6264,82513.6695,"44781,46299",17.8813
p100,3,10,1375.6295,89155.4755,"43258,44778",18.7245
p100,3,11,1573.9473,98033.6172,42880,20.9692
p100,3,12,4325.7221,99336.8758,"42881,44782",23.2844
p100,3,13,2073.2386,100513.4953,"42879,45160",21.5963
p100,3,14,2178.6832,105956.1851,"45159,45161",22.9724
p100,3,15,1071.3885,110620.7768,"45158,45540",26.0847
p100,3,16,3327.8073,123294.8852,"42498,42499",27.3564
p100,3,17,1207.7639,148436.1728,"45538,45920",33.7132
p100,3,18,2816.6182,171645.262,"45921,46300",39.5814
p100,3,19,1627.5445,188701.7656,46301,43.894
p100,3,20,3743.3311,214002.2899,"46679,46680",50.2911
p101,4,1,19356.9571,21647.3814,"77450,77828,77829,77830,78208,78209,78210,78211,78583,78587,78588,78589,78590,78591,78947,78948,78962,78966,78967,78968,78969,79326,79327,79335,79727,80085,80087,80089,80107,80467,80488,80491,81244,81245,82011,82391,82768,83533",4.5509
p101,4,2,18922.9266,105788.1925,"77070,77821,78202,78203,78582,78963,78970,78971,79347,79348,79349,79350,79351,79705,80096,80468,80476,80477,80478,80864,81249,81630,82388,83152,83153",25.6759
p101,4,3,18829.6067,276303.1607,"81628,82008,82013,82392,82393,82394,82774,82775,83155,83156,83536",66.0434
p101,4,4,19879.2507,320625.9239,"81246,81247,81248,81250,81251,81627,81631,81632,81633,82014,82382",77.2501
p101,4,5,20043.3162,356899.7218,"79702,80082,80866,80867,80868,80869,80870,80871,80872,81252,81253",86.4216
p101,4,6,19619.5465,385344.3279,"78563,78943,79323,79703,80486,80487,80489,80490,80863,80865",93.6136
p101,4,7,17765.4584,405369.9536,"78183,79324,79704,79710,80108,80109,80110,80484,80485,80492,81241",98.7853
p101,4,8,19047.7371,423948.7832,"78184,78564,78944,79325,79729,80104,80105,80106,80111,80112,80861",103.3745
p101,4,9,19358.7723,444433.8974,"78185,78565,78945,79725,79726,79728,79730,79731,80103,80481",108.554
p101,4,10,20209.5863,475191.4458,"78186,78566,78946,79343,79344,79345,79346,79722,79723,79724,80479,80480",116.3308
p101,4,11,19730.6563,514915.038,"78187,78567,78568,78964,78965,79328,79341,79342,79708,79720,80088",126.3746
p101,4,12,19777.0771,542084.3077,"78188,78584,78585,78586,78961,79329,79339,79340,79709,80097,80475",133.2442
p101,4,13,18453.1765,559516.7854,"78189,78204,78206,78207,78569,78581,78949,78959,78960,79717",137.6518
p101,4,14,18731.1982,579240.7211,"77827,78570,78580,78950,78958,79330,79337,79716,80095",142.6389
p101,4,15,20649.26,597339.7943,"77826,78190,78200,78201,78578,78579,78957,79331,79336,79711,79715",147.2151
p101,4,16,19286.8078,612415.3858,"77446,77447,77448,77449,78571,78951,78956,79714",151.0269
p101,4,17,19729.7068,629507.9881,"77069,77820,78191,78198,78199,78577,78955,79332,79334,79713",155.3486
p101,4,18,18011.2891,641008.7869,"77066,77067,77068,77819,78192,78572,78576,78952",158.2565
p101,4,19,19882.4343,656611.36,"76688,77818,78196,78197,78575,78953,78954,79333",162.2015
p101,4,20,20873.5342,678481.6142,"76686,76687,77815,77817,78193,78194,78195,78573,78574",167.7312
p101,5,1,30734.5763,11315.73,"82015,82396,82767,82777,83523,83534,83903,83909,83914,84293,84294,84295,84669,84673,84675,85053,85055,85433,85434,85813,85814,86183,86564,86943,86945,86946,86950,86951,86952,87324,87325,87330,87333,87339,87707,87710,88085,88087,88090,88470,88471,89226,89605,89606,90747,91131,91140,91892,91893,92272,92653,93034,93794",2.2928
p101,5,2,31195.3383,20566.2249,"77831,80846,80874,81605,83143,83147,83908,83916,84284,84289,84296,84676,85044,85049,85051,85057,85424,85429,85438,86193,86566,86571,86944,86947,87327,87331,87332,88086,88466,88845,89225,89987,91894,92271,92273,92274,92654,92655,92656,93033,93414,93795,94174",3.5454
p101,5,3,32630.1398,31884.6965,"78972,80113,81225,81255,83142,83148,83522,83524,83904,83910,83913,83915,84283,84288,84290,84672,85056,85428,85432,85437,85804,85812,85815,86184,86192,86194,86572,88089,88095,88467,91139,91513,91514,93415,94175",7.0964
p101,5,4,30836.8022,45975.2539,"80494,81603,81625,81626,81635,81982,81998,83149,83150,83158,83906,84285,84287,84663,84677,85048,85052,85430,85435,85436,85808,85810,85817,85818,86565,86570,86573,86957,87328,87708,88088,88091,88468,88846,91128,91130,91510,91512,92277,94555,94557",10.5569
p101,5,5,31889.9103,70361.6079,"79352,80493,80848,80859,81604,83141,83538,83911,84664,84668,84671,85047,85050,85427,85431,85807,85811,86188,86189,86190,86195,86198,86574,87336,87712,87717,89621,90000,90755,91133,91511,91891,93797,94176",15.7504
p101,5,6,32247.5834,92114.9008,"83530,84667,84670,85046,85426,85806,85816,86185,86186,86187,86191,86197,86567,86568,86569,86948,86953,88098,88847,89227,90379,91132,94556",21.0403
p101,5,7,30887.264,128422.2326,"83907,84286,84291,84292,84665,84666,85045,85425,85805,86196,86949,86955,87329,87709,88469,88848,89607,91509,93041,93418,93419",29.6148
p101,5,8,31631.5109,175659.3657,"80092,81226,81983,83525,83526,83527,83528,83529,83531,83532,83905,83912,87337,87711,90367,90368,91900,92280,92281,92659,92660,92661,93039,93040,93417,93796",41.8543
p101,5,9,30214.6068,221185.0207,"81238,82766,83144,83145,83146,86575,86576,86954,87334,87713,88092,91519,91520,91899,92278,92279,92658,93038",52.6961
p101,5,10,33260.3321,249979.0718,"82386,82387,82764,82765,82773,83154,83535,86577,86956,87335,87714,87715,88093,88094,88472,90748,91518,91898,92657,93037",59.6729
p101,5,11,31480.579,276136.9531,"82006,82007,82384,82385,82763,88473,88474,88849,88850,88851,88852,89620,89999,91138,91517,91897",66.0871
p101,5,12,31581.4582,293225.4702,"82005,82012,82383,82762,83537,86578,86958,88101,88476,88853,89228,89229,89230,89241,90378,91137,92276,93036,93416",70.744
p101,5,13,31073.6237,307007.1986,"82004,82395,82761,82776,83157,87338,88475,88854,88861,89231,89232,89240,89619,89998,91516,91896,93035",73.8642
p101,5,14,31236.6098,324318.3144,"81624,82003,86959,87718,88855,88860,89233,89239,89608,89609,89610,89618,90377,91136",78.1836
p101,5,15,30423.5539,336373.0732,"81623,81634,82002,82381,88477,88481,88856,89234,89238,89611,89612,89997,90376,91515,91895,92275",81.2316
p101,5,16,32782.4298,351909.7404,"81622,82001,87719,88480,88859,89235,89613,89614,89617,89988,89989,89990,89991,89996,91135",85.1599
p101,5,17,32753.5325,367270.0675,"81243,81254,81621,82000,88099,88478,88479,88857,88858,89236,89237,89615,89616,89992,89993,90375",89.0437
p101,5,18,31265.8904,385743.0255,"80873,81242,81620,81999,88100,89994,89995,90369,90370,90371,90372,90373,90374,90754,91134",93.7144
p101,5,19,31565.1557,421805.493,"79732,80102,80482,80483,80860,80862,81239,81240,81618,81619,90749,90750,90751,90752,90753,91129",102.8326
p101,5,20,32116.3722,542481.2819,"79338,79712,79718,79719,79721,80093,80094,80098,80099,80100,80101,80473,80474,80847",133.3445
p102,5,1,3268.385,3319.5975,"90003,91145,92667,93426,94566,94946,94947,95327",0.8393
p102,5,2,3536.5942,11110.872,"84679,85058,85059,85060,85821,86201,87723,88865,89245,90387,91146,93046,94186,95706",2.8093
p102,5,3,3234.8793,15497.2089,"84678,86200,88864,89623,90764,90767,91527,91528,93806,94948,95707",1.7467
p102,5,4,3424.0537,18021.4688,"85439,88485,88863,90007,91907,96086,96087",4.5566
p102,5,5,2624.0246,20845.7774,"84297,84299,84300,85440,88104,90383,90762,91521,91522,91525,92287,92664,92666,95326",3.0662
p102,5,6,4075.2494,24104.945,"88483,88484,90002,90384,91526,91905,92286,93425",5.8342
p102,5,7,3163.4809,25539.3011,"89243,89626,91904,92285,92662",3.0577
p102,5,8,3663.3685,26645.0038,"84680,86199,90385,92284",3.2072
p102,5,9,3069.303,31479.8895,"84298,90765,91142,91144,91524,95325,95705",4.8922
p102,5,10,3799.6828,35028.3779,"89624,90004,90766",6.9168
p102,5,11,3357.0473,38142.0462,"83919,88102,89244,89622,90763,96085",9.1125
p102,5,12,3265.2084,45682.1954,"85819,88482,88862,92663",11.3678
p102,5,13,1974.4828,52281.7033,"85820,86582,88103,91143",12.8499
p102,5,14,4587.7292,58783.8316,"89242,91523,91903,92283",12.5545
p102,5,15,3549.2235,76398.9884,"83917,83918,89625",17.6711
p102,5,16,3289.681,86174.4862,"90006,91902,92282,93042,93422",17.9707
p102,5,17,3766.9648,123942.5518,"86579,86580,86581,86962,87343",31.338
p102,5,18,3127.9699,178885.9655,"90005,90386,91901",41.4122
p102,5,19,3303.1164,337670.9205,"86960,87340,87720,87721",82.1929
p102,5,20,3754.1471,388754.2782,"86961,87341,87342,87722",94.4758
p103,2,1,65309.8419,10047.2952,"18505,20026,24974,24975,26100,26882,28002,28014,28392,28774,29520,29908,29916,30282,30296,30298,30304,30662,30676,30678,30683,30684,31042,31043,31064,31420,31422,31423,31424,31437,31438,31439,31441,31442,31801,31811,31819,31820,31821,31823,32195,32198,32199,32200,32578,32951,32952,32953,32955,32957,32958,33324,33337,33339,33340,33341,33710,33717,33718,33720,33721,34480,34857,34858,34860",2.328
p103,2,2,66257.1802,20561.9954,"17748,18125,20016,20406,22682,26478,27632,27637,28015,28379,28391,28394,28395,28760,28772,29140,29141,29521,29900,29909,29917,30281,30287,30288,31057,31058,31061,31419,31436,31440,31443,31444,31814,31818,32194,32574,32575,33327,33332,33335,33338,33707,33719,34100,34478,34479,35237",2.9695
p103,2,3,66117.1239,31145.9568,"17366,17743,18496,19635,20405,21174,22302,22316,24201,24202,24212,24973,25352,25736,26097,26482,26857,26874,27257,28012,28761,29164,29519,29544,29902,29924,30297,30661,30665,30677,30679,31044,31054,31055,31059,31060,31063,31421,31434,31435,31800,31803,32180,32181,32197,32577,32945,32954,32956,33328,33329,33330,33331,33334,33336,33708,34099,34101,34473,34859",6.4144
p103,2,4,66246.5995,52713.8474,"17359,17749,18129,18510,18875,19255,19262,19264,19267,19270,19640,20396,20404,20407,20785,20791,21544,23076,23441,23442,23821,23822,24597,24965,24972,24977,26121,26498,26858,26877,27619,27636,28011,28016,28377,28757,28759,28763,28766,29145,29527,30303,30663,30673,30674,30675,30680,30681,30682,31039,31053,31056,31062,31433,31802,31815,31817,32576,33320,33709,33714,33715,33716,34087,34088,34094,34098,35229,35238,35607",11.4763
p103,2,5,66776.396,90270.7589,"19268,20409,23061,23440,23819,24958,25345,26119,26120,26477,28023,28385,28390,28783,29154,29517,29526,29922,29923,30293,30294,30295,30299,30300,30301,30302,30667,30672,31052,31432,31806,31812,31813,31816,32193,32196,33322,33323,33333,34090,34096,34097,34477,34855",20.7453
p103,2,6,66523.282,125995.7701,"17363,18508,19269,21930,24595,26494,26495,27250,29148,29542,29543,29912,29913,29914,29915,30291,30292,30659,30671,31050,31051,31430,31431,32191,32192,32572,32573,32941,32942,32943,33321,33713,34089,34091,34092,34093,34847,34853,35608,35610",28.7071
p103,2,7,65926.2013,154128.106,"18512,19271,20790,22681,23456,25356,28403,29146,29532,29533,29534,29535,29536,29537,29539,29906,29911,29918,29919,29920,29921,30290,30670,31049,31429,31810,32190,32562,32563,32571,32940,32944,33712,34095,34467,34469,34472,34475,35227,35228,35231",36.2746
p103,2,8,64976.2435,178295.1669,"18876,27630,28387,29152,29153,29155,29156,29157,29528,29531,29538,29540,29541,29910,30289,30669,31809,32182,32183,32189,32560,32561,32564,32565,32570,32946,32947,33711,34468,34471,34474,34848,34850,34851,35230",41.9453
p103,2,9,66795.1694,205729.781,"17360,28402,28771,28773,28775,28776,28777,29150,29151,29158,29159,29160,29529,29530,30668,31048,31428,31804,31808,32184,32185,32186,32188,32566,32567,32568,32569,32948,32949,32950,34849,34854",48.4879
p103,2,10,65985.5503,245719.4254,"24976,25725,26501,27629,28013,28017,28388,28393,28396,28397,28398,28399,28768,28769,28770,28778,28779,28780,29149,29161,29163,29907,30286,30666,31046,31047,31425,31426,31427,31805,31807,32187,34470,35611",58.7132
p103,2,11,64912.1541,292227.3679,"20015,20395,24215,26115,27631,27633,27638,27639,28008,28009,28010,28018,28019,28020,28389,28400,28401,28767,28781,28782,29137,29147,29162,29525,29905,30278,30285,30660,30664,31040,31041,31045,34852",70.3964
p103,2,12,68007.0198,334407.172,"17736,18116,18117,19256,19257,19636,19637,26871,26872,26873,26878,27249,27251,27252,27253,27258,27259,27260,27262,27628,27640,27641,28006,28007,28021,28022,29138,29144,29518,29524,29898,29899,29903,29904,30279,30280,30283,30284",81.4408
p103,2,13,66451.4571,374444.5267,"17737,17738,18118,18498,18503,18878,19258,19638,22695,26490,26491,26492,26493,26499,26868,26869,26870,26879,26880,26881,27247,27248,27261,27625,27626,27627,27642,27997,28004,28005,28378,28384,28758,28764,29522,29523,29901",90.9352
p103,2,14,66279.516,414845.4756,"17739,18119,18499,18500,18879,18880,19259,19260,19639,25346,25355,25732,25733,25734,25735,26109,26110,26111,26112,26113,26114,26487,26488,26489,26500,26866,26867,27239,27244,27245,27246,27617,27624,27998,28003,28383",101.0988
p103,2,15,64780.8165,457129.9045,"17361,17740,17741,18120,18121,18501,18881,22313,25338,25349,25350,25351,25353,25354,25718,25727,25728,25729,25730,25731,26098,26105,26107,26108,26484,26485,26486,26863,26864,26865,27237,27238,27242,27243,27618,27621,27622,27623",111.7641
p103,2,16,66529.7595,506673.294,"17362,17742,18122,18123,18502,18882,18883,19263,23820,24199,24200,24579,24580,24596,24959,24960,24966,24967,24968,24969,24970,24971,25339,25340,25347,25348,25719,25720,25723,25724,26099,26103,26104,26483,26861,26862,27241",124.2907
p103,2,17,66180.518,563672.9612,"18884,20784,21164,21173,21923,22303,23829,23830,23831,23832,23833,23834,23835,23836,24207,24208,24209,24210,24211,24216,24581,24582,24585,24586,24587,24588,24961,24962,24963,24964,25341,25342,25343,25344,25721,25722",138.7227
p103,2,18,66511.9096,605643.083,"17746,18126,18506,20786,21165,21545,21555,21924,21925,22304,22314,22683,22684,23063,23073,23074,23075,23443,23448,23449,23450,23451,23452,23453,23454,23455,23823,23826,23827,23828,24203,24204,24205,24206,24583,24584",149.3389
p103,2,19,65485.3541,642328.6205,"17367,17747,18127,18128,18507,18887,18888,20787,21166,21167,21546,21547,21926,22305,22306,22685,22691,22692,22693,22694,23064,23065,23067,23068,23069,23070,23071,23072,23444,23445,23446,23447,23824,23825",158.5902
p103,2,20,67939.2318,698439.5611,"17368,18509,18889,18890,18891,18892,19272,20408,20788,20789,21168,21169,21170,21171,21172,21548,21549,21550,21551,21552,21553,21554,21927,21928,21929,21931,21932,21933,21934,21935,22307,22308,22309,22310,22311,22312,22315,22686,22687,22688,22689,22690,23066",172.8101
p103,3,1,1647.8058,16655.7754,35239,0.3935
p103,3,2,2026.0546,35011.9297,34856,8.8525
p103,3,3,2043.5198,106145.9375,35234,23.0204
p103,3,4,2560.5062,120412.4141,34476,26.6276
p103,3,5,3372.4401,140227.8438,35236,31.6377
p103,3,6,2340.3694,263592.375,35614,66.6474
p103,3,7,1893.2133,288755.2188,35232,69.1918
p103,3,8,2501.9158,295097.0312,35612,70.7953
p103,3,9,2688.7682,311793.8125,35235,75.0169
p103,3,10,2451.1283,314073.5625,35233,75.5933
p103,3,11,3371.0145,322409.0312,35613,77.7009
p103,3,12,3722.8309,340145.0,35615,82.1853
p104,2,1,2885.3547,8115.5999,"34084,34459,35601",2.052
p104,2,2,1854.7995,15314.0835,"33704,34085",3.8721
p104,2,3,1970.1316,15444.4092,35219,0.0872
p104,2,4,2599.1447,16230.7061,"34839,35979",1.8724
p104,2,5,2880.2721,18005.8637,"33702,35599",0.7348
p104,2,6,2136.9898,19031.2533,"34079,34080",4.8119
p104,2,7,2903.0726,20557.4972,"33700,35981",3.9684
p104,2,8,2910.1309,21739.1392,"33701,34843,35600",1.6787
p104,2,9,1552.176,24193.5067,"34464,35603",3.5028
p104,2,10,3364.196,27390.0934,"33325,33703,34840",4.3817
p104,2,11,2295.272,29945.5674,"34460,34462",3.7537
p104,2,12,1837.6269,30998.7929,"34463,34465",4.8178
p104,2,13,2635.8541,38591.7221,"34842,35220,35980",7.1923
p104,2,14,2095.6585,45559.8867,"33705,35602,35604",10.6926
p104,2,15,1095.9094,52529.1211,34082,9.4638
p104,2,16,4378.5417,54293.0988,"34083,34461,34841,34844,34845",10.6536
p104,2,17,2300.0919,63396.2984,"34086,35222,35223,35605",12.6703
p104,2,18,2027.9537,73502.6065,"34081,35221",14.7668
p104,2,19,2903.6304,90826.4453,"34466,34846,35224,35225,35606",21.4663
p104,2,20,2743.1737,137536.1771,"33326,33706,35226",31.5661
p104,3,1,634.4617,9048.9512,35218,2.288
p104,3,2,1756.3796,21846.5098,35598,5.5237
