region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km
s8,10,3100,61.6,655610.316,38.477
s8,10,3101,31.614,1775372.157,46.073
s8,10,3102,30.788,1929159.589,48.64
s8,10,3103,31.08,2079471.991,47.204
s8,10,3104,19.294,2441557.219,39.474
s1,9,3442,32.489,1455588.307,39.268
s1,9,3443,136.785,463251.5,29.664
s1,9,3444,73.508,552709.947,22.695
s1,9,3445,13.827,2774518.67,22.444
s1,8,3446,12.855,3073818.221,19.771
s1,10,3449,29.087,599515.521,5.76
s1,10,3450,13.754,506599.596,5.76
s3,10,3457,20.266,637544.241,5.76
s2,10,3458,52.294,368990.472,6.236
s2,10,3459,71.831,286892.114,7.397
s2,9,3460,20.995,1222613.464,10.265
s2,10,3461,34.142,307141.188,5.76
s6,10,3469,13.146,1398481.861,16.755
s6,10,3470,15.042,1283036.883,16.83
s6,10,3471,20.728,1669205.399,25.906
s6,10,3472,29.354,1176366.078,23.474
s6,10,3473,48.236,451070.409,16.164
s6,10,3474,120.965,101680.885,5.76
s6,10,3475,101.161,160122.588,8.815
s6,10,3476,86.459,320666.185,21.006
s6,10,3477,71.661,575892.619,32.489
s6,10,3478,48.527,753961.325,24.904
s8,10,3479,79.704,376515.728,22.416
s8,10,3480,83.3,404939.178,28.824
s8,10,3481,83.835,651408.688,42.238
s8,10,3482,58.903,753749.327,34.694
s8,10,3483,86.824,609012.764,35.904
s8,10,3484,52.585,747665.513,26.598
s8,10,3485,47.069,608202.408,17.605
s8,10,3486,27.945,493562.019,5.76
s8,10,3487,6.804,1686194.357,5.76
s8,10,3488,20.995,927529.047,10.698
s1,9,3823,56.595,890885.466,45.001
s1,10,3824,41.018,1238282.293,46.441
s1,10,3825,30.059,2244365.209,61.295
s1,10,3830,47.02,625785.842,11.628
s1,10,3831,44.153,389694.825,5.76
s1,10,3832,40.824,247247.457,5.76
s3,10,3838,91.344,105254.95,5.76
s3,10,3839,37.179,543531.797,7.719
s3,10,3840,20.443,577148.345,5.76
s3,10,3841,16.62,711513.062,5.76
s6,10,3849,18.104,586370.694,5.76
s6,10,3850,29.257,541429.155,5.76
s6,10,3851,31.566,971004.552,17.755
s6,10,3852,53.484,522584.405,18.325
s6,10,3853,95.693,179863.16,6.202
s6,10,3854,126.919,110665.207,5.76
s6,10,3855,92.875,245273.525,14.806
s6,10,3856,104.247,312596.695,25.204
s6,10,3857,78.854,438565.947,23.714
s8,10,3858,85.074,257514.774,11.436
s8,10,3859,45.781,356763.292,9.628
s8,10,3860,21.36,1242061.209,19.241
s8,10,3861,51.127,948170.395,20.881
s8,10,3862,55.671,579113.208,21.683
s8,10,3863,70.81,647092.974,35.298
s8,10,3864,33.534,784115.776,17.934
s8,10,3865,75.986,209678.11,7.083
s8,10,3866,16.062,828507.039,5.76
s8,10,3867,17.958,540355.175,5.76
s8,10,3868,16.524,2000408.388,17.12
s8,10,3869,6.269,10007504.284,31.341
s41,9,3870,36.936,1744220.915,71.421
s41,7,3871,27.945,1800973.363,58.345
s41,10,3872,19.999,2017214.909,47.261
s1,9,4203,65.294,986219.088,57.429
s1,10,4204,108.208,1165646.808,58.031
s1,10,4205,43.74,1731068.86,64.235
s1,10,4211,31.93,1026240.354,16.804
s1,10,4212,78.392,179066.186,5.76
s1,9,4213,32.659,330826.975,5.76
s3,10,4216,13.292,915916.854,5.867
s3,10,4218,72.22,158262.031,5.76
s3,10,4219,43.837,690120.211,15.566
s6,10,4229,50.374,372701.87,8.492
s6,10,4230,54.942,246048.668,5.76
s6,10,4231,36.426,581051.954,5.76
s6,10,4232,53.581,469968.382,19.555
s6,10,4233,90.202,165093.087,5.76
s6,10,4234,130.005,154658.611,7.204
s6,10,4235,110.905,299122.449,19.476
s6,10,4236,66.46,576543.945,36.779
s6,10,4237,77.493,439766.674,22.512
s8,10,4238,92.024,196523.092,10.656
s8,10,4239,81.405,198325.72,5.76
s8,9,4240,15.09,1051804.62,5.76
s8,10,4241,33.048,931094.699,9.927
s8,10,4242,43.643,438990.643,8.672
s8,10,4243,42.331,613050.494,23.753
s8,10,4244,59.0,399390.89,8.638
s8,10,4245,63.253,179752.738,5.76
s8,10,4246,60.483,159978.427,5.76
s8,10,4247,31.93,740045.956,7.831
s8,10,4248,10.692,3238647.287,18.071
s41,10,4249,31.809,2323028.162,37.297
s41,10,4250,83.738,937456.763,52.013
s41,8,4251,34.725,1713975.411,53.647
s41,10,4252,34.239,1081404.08,37.081
s41,9,4253,55.881,696623.04,36.592
s41,10,4254,12.685,3498185.404,35.341
s60,7,4255,50.009,1326391.255,46.443
s60,8,4256,98.512,845132.293,47.13
s60,10,4257,38.929,2484274.16,70.371
s60,10,4258,15.819,5598931.902,77.878
s1,10,4583,83.689,963747.185,70.642
s1,10,4584,101.331,859032.512,71.094
s1,10,4585,28.893,3291376.685,75.069
s1,10,4592,49.208,206699.602,5.76
s1,10,4593,47.093,350291.638,7.601
s3,10,4598,84.564,258199.587,11.115
s3,10,4599,50.86,646675.44,18.857
s3,10,4600,15.965,2868324.786,30.095
s6,10,4609,21.676,1028141.495,11.261
s6,10,4610,52.075,301133.102,5.76
s6,10,4611,85.56,247962.396,5.761
s6,10,4612,75.427,147143.586,5.76
s6,10,4613,72.438,155955.957,5.76
s6,10,4614,162.154,100060.949,9.358
s6,9,4615,91.903,334661.603,21.475
s6,10,4616,161.96,306509.04,37.307
s6,10,4617,79.461,531378.608,28.942
s8,10,4618,68.623,371032.393,20.629
s8,10,4619,28.237,930019.247,10.995
s8,10,4620,27.313,982443.009,7.949
s8,10,4621,40.678,247852.29,5.76
s8,10,4622,9.817,646755.419,5.76
s8,10,4623,29.622,470421.185,6.326
s8,10,4624,33.704,301577.939,5.76
s8,10,4625,82.353,131029.902,5.76
s8,10,4626,82.134,153584.421,5.76
s8,10,4627,34.506,913951.279,10.507
s8,10,4628,35.891,1338788.993,24.186
s41,10,4629,38.443,1863804.326,34.245
s41,10,4630,54.213,1322579.824,42.227
s41,7,4631,11.129,4146506.204,35.484
s41,10,4633,98.61,273924.854,22.925
s41,10,4634,42.719,829692.544,22.584
s60,7,4635,40.435,1301038.072,29.015
s60,9,4636,112.12,1167436.661,39.607
s60,10,4637,103.931,1157046.151,73.421
s60,10,4638,68.404,1301074.442,75.278
s60,7,4639,97.516,705983.744,62.469
s60,10,4640,56.254,995717.008,50.832
s60,10,4641,12.782,3260279.309,43.976
s60,7,4643,8.821,7777379.824,49.409
s1,9,4962,31.809,3048090.682,84.14
s1,9,4963,187.645,473998.351,80.971
s1,10,4964,102.133,947249.817,81.3
s1,10,4965,28.285,3140229.097,79.125
s3,10,4972,24.908,1511083.424,25.791
s3,10,4973,23.498,443480.68,5.76
s3,10,4974,9.453,824464.885,5.76
s3,10,4976,7.582,557012.73,5.76
s3,10,4977,9.598,674406.1,5.76
s3,10,4978,50.787,213572.422,5.76
s3,10,4979,55.696,404498.391,8.961
s6,10,4989,53.411,482926.271,21.752
s6,10,4990,112.29,348240.31,25.502
s6,10,4991,81.551,218984.993,7.713
s6,10,4992,118.098,120692.062,5.76
s6,9,4993,111.95,100512.449,5.76
s6,10,4994,135.424,201845.273,18.962
s6,10,4995,137.052,244930.48,27.443
s6,10,4996,97.467,393592.791,32.488
s6,10,4997,151.17,434881.159,57.091
s8,10,4998,157.78,450144.269,34.245
s8,9,4999,113.821,624753.378,22.727
s8,10,5000,54.043,726342.489,19.11
s8,10,5001,41.48,683294.351,21.48
s8,10,5002,34.117,734912.305,9.936
s8,10,5003,27.265,348245.735,5.76
s8,10,5004,70.762,298494.81,9.389
s8,10,5005,32.489,630799.227,5.76
s8,10,5006,110.881,198498.578,5.76
s8,10,5007,153.479,237628.584,12.559
s8,10,5008,94.478,477837.102,25.067
s41,10,5009,87.043,739406.971,38.817
s41,10,5010,27.945,1905616.46,32.093
s41,7,5011,64.589,670643.109,21.763
s41,9,5012,43.424,582362.659,16.845
s41,10,5013,44.955,388349.743,9.017
s41,10,5014,48.94,454516.077,9.712
s60,8,5015,29.5,1289879.403,18.596
s60,9,5016,88.646,624438.139,27.719
s60,10,5017,102.862,1034171.555,59.733
s60,6,5018,83.033,971831.337,53.842
s60,6,5019,82.814,754204.061,44.589
s60,10,5020,57.98,675043.022,34.317
s60,10,5021,17.472,1915428.692,29.844
s60,6,5023,19.732,2967271.426,37.323
s60,10,5024,16.281,4386084.287,43.079
s1,8,5342,69.717,1026231.438,67.516
s1,9,5343,141.183,556382.881,67.758
s1,10,5344,86.967,760229.915,64.045
s1,10,5345,23.959,3108672.382,65.482
s1,10,5350,14.41,1143654.261,5.76
s1,10,5351,9.501,1230033.72,5.76
s3,10,5357,14.143,481917.753,5.76
s3,10,5358,66.776,219800.857,5.76
s3,10,5359,25.175,316377.882,5.76
s4,9,5368,12.855,1528708.195,7.751
s6,10,5369,38.71,805419.208,16.08
s6,10,5370,149.542,215377.134,24.439
s6,10,5371,87.164,153265.183,5.76
s6,10,5372,167.16,62099.131,5.76
s6,9,5373,203.221,58848.567,5.76
s6,10,5374,148.497,129139.045,8.272
s6,10,5375,154.086,253418.433,18.039
s6,10,5376,81.356,247449.832,18.446
s8,10,5377,137.975,364420.042,24.935
s8,10,5378,110.006,647338.355,33.069
s8,9,5379,163.296,545577.163,66.96
s8,10,5380,58.442,848970.999,29.716
s8,10,5381,46.462,501483.822,8.936
s8,10,5382,39.415,604180.675,9.563
s8,10,5383,33.461,298255.02,5.76
s8,10,5384,7.582,1146143.464,5.76
s8,9,5385,27.483,1132563.24,18.704
s8,10,5386,119.629,134643.084,5.76
s8,10,5387,105.778,326980.313,14.402
s41,10,5388,104.223,520877.31,24.843
s41,10,5389,73.532,897580.979,51.854
s41,10,5390,58.806,818604.373,24.583
s41,9,5391,70.203,474514.838,14.101
s41,9,5392,50.277,267819.281,5.76
s41,10,5393,11.834,971224.98,5.76
s41,10,5394,38.03,262881.102,5.76
s60,9,5395,25.321,1165901.392,11.428
s60,7,5396,30.108,1495127.288,23.727
s60,9,5397,74.722,927529.047,34.649
s60,8,5398,73.508,991184.0,51.85
s60,9,5399,46.34,1127744.018,38.954
s60,9,5400,162.786,375999.079,25.912
s60,10,5401,55.768,430401.742,15.535
s60,6,5403,12.174,3713574.76,26.514
s60,10,5404,103.008,1109703.707,74.217
s64,1,5409,36.426,1997254.3,71.106
s64,1,5410,215.687,472882.174,94.218
s64,6,5411,136.007,483276.889,81.282
s64,4,5412,75.67,621703.456,52.597
s64,4,5413,44.08,993636.115,60.127
s64,2,5414,8.529,3939168.94,49.82
s1,8,5722,32.781,2174520.383,59.145
s1,9,5723,132.192,507399.728,55.576
s1,10,5724,96.245,566918.898,51.183
s1,10,5725,52.731,1126702.429,52.431
s1,10,5726,24.932,2215852.037,53.46
s1,10,5727,6.318,5842121.998,26.725
s1,10,5728,7.995,2879002.009,16.423
s1,10,5729,21.092,699243.638,5.76
s1,10,5730,32.1,1012280.82,20.211
s3,10,5731,23.96,920358.589,16.674
s3,9,5732,45.562,229469.645,5.76
s3,10,5738,123.42,146638.516,5.76
s3,10,5739,20.169,1073899.927,7.767
s4,10,5745,10.838,3033066.101,20.725
s4,10,5748,7.387,1204412.686,5.76
s6,10,5749,16.597,1351855.354,11.76
s7,10,5750,106.24,224680.289,11.949
s7,10,5751,101.671,106801.447,5.76
s6,10,5752,224.119,72208.258,5.76
s6,10,5753,152.823,146388.42,8.927
s6,10,5754,144.731,68356.38,5.76
s6,10,5755,130.783,208215.635,9.933
s6,10,5756,127.235,150904.081,6.478
s8,10,5757,126.603,280478.088,18.111
s8,10,5758,102.376,576253.578,21.023
s8,9,5759,113.578,757440.219,29.104
s8,10,5760,69.255,836923.649,52.044
s8,10,5761,28.018,383146.279,5.76
s8,10,5762,18.954,677638.878,5.76
s8,10,5763,31.274,324962.967,5.76
s8,10,5764,38.516,320280.276,5.76
s8,9,5765,53.946,268769.185,5.76
s8,10,5766,70.543,150944.506,5.76
s8,10,5767,43.06,733958.129,20.468
s41,10,5768,105.802,541560.104,30.485
s41,10,5769,93.312,441961.79,36.052
s41,8,5770,47.847,705783.508,20.75
s41,10,5771,62.378,366842.87,7.111
s41,7,5772,93.02,175117.195,5.76
s41,7,5773,23.328,1569449.826,14.933
s60,10,5774,45.514,469440.933,6.242
s60,10,5775,38.831,608769.34,6.53
s60,7,5776,26.025,1561961.529,19.85
s60,10,5777,116.883,515091.048,34.167
s60,8,5778,110.322,577354.042,34.279
s60,7,5779,67.773,774232.287,37.166
s60,7,5780,170.246,323576.576,18.48
s60,10,5781,71.15,204560.634,5.76
s60,9,5782,27.799,795952.693,7.245
s60,6,5783,40.557,869278.71,17.69
s60,10,5784,46.17,1113077.656,28.519
s60,10,5785,24.203,2645955.421,39.11
s64,1,5789,11.591,5009210.984,61.496
s64,1,5790,214.204,493968.114,98.892
s64,1,5791,265.769,332753.276,81.751
s64,1,5792,251.311,298070.364,68.942
s64,2,5793,316.678,185894.382,57.844
s64,4,5794,231.53,209163.933,44.582
s64,5,5795,256.316,140129.377,31.719
s64,4,5796,182.177,98096.853,19.528
s64,2,5797,114.234,119488.675,7.272
s64,5,5798,53.144,237728.392,7.716
s64,5,5799,22.137,659303.68,11.524
s1,8,6102,27.167,2042269.651,43.114
s1,9,6103,71.853,631754.846,41.31
s1,10,6104,66.578,673509.208,38.712
s1,10,6105,133.067,414677.644,38.569
s1,10,6106,88.024,479645.892,40.076
s1,10,6107,15.746,2116338.691,22.352
s1,10,6108,35.988,546641.446,10.665
s1,10,6109,26.244,431844.191,5.76
s1,10,6110,20.169,1254312.844,14.436
s3,10,6111,33.656,324307.15,5.76
s3,9,6112,6.124,981902.162,5.76
s3,9,6116,6.731,1010202.929,5.76
s3,10,6117,36.887,279406.449,5.76
s3,10,6118,90.469,225969.707,9.923
s3,10,6119,14.726,1628204.565,17.556
s4,9,6122,7.241,1070737.992,5.76
s4,7,6124,12.49,864471.408,5.76
s4,10,6125,11.883,1695799.831,9.898
s4,7,6126,15.649,1777838.39,18.096
s4,10,6127,14.191,1776796.323,17.924
s4,10,6128,14.604,743749.53,5.76
s4,10,6129,67.408,281423.225,7.065
s7,10,6130,164.803,45861.085,5.76
s7,10,6131,199.819,40792.115,5.76
s7,10,6132,214.569,28431.512,5.76
s7,10,6133,208.494,27332.195,5.76
s7,10,6134,177.22,64789.834,5.76
s7,10,6135,122.399,91134.503,5.76
s6,10,6136,187.572,96405.33,6.286
s8,10,6137,76.18,225738.165,5.76
s8,10,6138,123.444,288357.357,10.976
s8,10,6139,67.117,592703.07,23.689
s8,10,6140,64.298,800835.239,36.414
s8,10,6141,78.708,334784.034,16.233
s8,9,6142,66.023,452503.864,17.398
s8,10,6143,40.435,314196.863,5.76
s8,10,6144,45.878,415903.986,7.825
s8,10,6145,74.261,257388.875,5.76
s8,10,6146,29.33,307556.473,5.76
s8,10,6147,51.638,536416.283,13.26
s41,10,6148,91.271,317712.75,21.641
s41,10,6149,59.219,484529.52,22.237
s41,7,6150,28.771,946490.809,12.829
s41,10,6151,12.174,643328.865,5.76
s41,10,6152,93.409,270773.963,12.326
s41,9,6153,25.491,1684496.661,21.2
s60,10,6154,32.708,764657.513,9.387
s60,10,6155,23.401,544030.47,5.76
s60,8,6156,23.231,978759.148,9.473
s60,10,6157,80.506,419245.288,16.652
s60,9,6158,134.379,310991.509,20.908
s60,10,6159,24.64,1674358.521,24.581
s60,9,6160,139.944,363087.445,22.755
s60,10,6161,139.093,282043.786,13.642
s60,10,6162,66.825,150547.872,5.76
s60,9,6163,53.776,497525.19,7.848
s60,6,6164,28.455,1332519.942,20.942
s60,10,6165,55.744,1020070.085,32.566
s64,1,6170,178.678,419899.435,41.112
s64,1,6171,278.648,241256.699,31.974
s64,1,6172,315.657,229284.473,61.645
s64,2,6173,320.882,180311.698,49.774
s64,4,6174,305.038,149752.834,38.254
s64,4,6175,327.297,99981.617,28.157
s64,5,6176,273.91,95590.024,17.647
s64,4,6177,225.285,73329.814,5.928
s64,2,6178,243.51,70856.26,6.157
s64,5,6179,260.982,58984.282,5.76
s64,7,6180,234.13,146769.695,16.947
s64,5,6181,144.706,267231.318,43.843
s64,1,6182,136.59,185066.559,11.311
s64,6,6183,95.961,169587.484,11.386
s65,3,6184,59.0,381308.592,23.081
s65,3,6185,37.592,673072.534,28.154
s355,7,6437,5.516,32796412.052,88.314
s355,8,6438,75.208,2298690.469,81.721
s355,9,6439,6.853,23504720.949,81.054
s355,8,6442,7.776,4626831.901,12.028
s355,7,6443,37.689,339311.327,5.76
s355,7,6444,70.203,171127.514,5.76
s355,7,6445,38.953,257964.882,5.76
s1,8,6482,30.667,1200577.612,32.223
s1,8,6483,76.618,449147.924,28.035
s1,9,6484,157.021,224964.651,29.155
s1,10,6485,147.817,246366.419,25.751
s1,10,6486,83.598,401492.494,32.298
s1,10,6487,46.611,490549.859,19.51
s1,10,6488,44.972,318177.724,6.574
s1,10,6489,6.294,1707068.796,5.76
s1,10,6490,25.564,379220.06,5.76
s1,10,6491,7.144,1706750.408,5.76
s3,8,6496,45.708,245653.581,5.76
s3,8,6497,34.773,283338.575,5.76
s3,10,6498,30.691,648608.723,10.109
s4,9,6504,34.142,631311.484,9.262
s4,9,6505,26.244,349775.872,5.76
s4,7,6506,24.64,700378.266,6.227
s4,10,6507,95.353,182530.076,6.556
s4,10,6508,50.568,308517.835,5.76
s7,10,6509,45.028,203655.887,5.76
s7,9,6510,186.138,26150.738,5.76
s7,10,6511,198.312,68900.891,7.093
s7,10,6512,245.867,96796.791,10.692
s7,10,6513,206.113,110436.338,10.181
s7,10,6514,119.556,102460.986,5.76
s7,10,6515,69.449,112276.21,5.76
s6,10,6516,131.026,64443.215,5.76
s8,10,6517,75.913,225876.697,5.926
s8,10,6518,125.218,352755.351,11.538
s8,10,6519,73.75,515552.881,24.009
s8,10,6520,69.984,624347.441,34.01
s8,10,6521,106.774,424571.5,26.126
s8,10,6522,110.006,264047.624,11.05
s8,10,6523,51.783,209238.783,5.76
s8,10,6524,76.108,267983.429,6.729
s8,10,6525,91.951,243449.085,10.221
s8,10,6526,51.03,265106.88,5.76
s8,10,6527,31.298,627325.475,9.837
s41,10,6528,46.316,429537.519,10.597
s41,10,6529,84.224,292991.872,9.095
s41,9,6530,21.846,625486.196,5.76
s41,10,6532,65.416,299746.089,5.76
s41,7,6533,19.877,1942218.766,17.9
s60,9,6534,23.255,1211875.921,11.764
s60,10,6535,20.776,614756.932,5.76
s60,10,6536,10.911,918856.404,5.76
s60,10,6537,75.184,176689.643,5.76
s60,10,6538,110.662,207909.54,7.471
s60,10,6539,106.871,374012.573,11.559
s60,8,6540,136.323,280398.716,19.45
s60,8,6541,156.128,326098.611,28.755
s60,10,6542,136.76,338190.983,8.874
s60,10,6543,83.908,169548.172,5.76
s60,6,6544,37.446,898988.452,15.324
s60,8,6545,19.756,2121488.324,30.242
s64,1,6550,98.707,304409.903,30.783
s64,1,6551,268.126,165318.43,20.664
s64,1,6552,316.872,135728.995,16.173
s64,5,6553,365.302,122338.726,18.448
s64,4,6554,326.47,122276.795,34.035
s64,5,6555,367.343,64137.121,22.111
s64,6,6556,256.754,81705.711,10.495
s64,3,6557,219.308,62372.385,5.76
s64,1,6558,335.243,41609.747,8.74
s64,5,6559,222.758,31797.553,5.76
s64,7,6560,242.417,108791.972,9.776
s64,7,6561,209.49,157338.748,11.837
s64,5,6562,178.24,63324.796,5.76
s65,4,6563,187.256,79931.363,7.164
s65,1,6564,193.185,162871.46,18.877
s65,4,6565,200.135,109724.181,16.336
s65,5,6566,214.253,150209.649,16.336
s65,6,6567,209.296,169870.444,17.597
s65,7,6568,168.691,176744.615,18.842
s65,7,6569,145.168,233062.998,20.602
s65,7,6570,100.918,193477.327,19.963
s65,7,6571,69.449,302829.198,17.493
s65,7,6572,20.412,1256161.315,25.512
s355,6,6817,76.423,2271213.483,83.451
s355,7,6818,163.806,1161576.196,68.35
s355,6,6819,51.03,2646745.077,63.492
s355,7,6821,7.509,3970118.494,15.778
s355,7,6822,48.406,203558.109,5.76
s355,7,6823,55.404,295659.703,5.76
s355,7,6824,66.995,567630.911,15.725
s355,7,6825,119.362,364964.707,7.53
s355,7,6826,36.013,327853.789,5.76
s355,7,6827,7.46,2185655.585,5.76
s1,8,6863,105.972,268460.43,17.19
s1,9,6864,188.08,110446.471,12.611
s1,9,6865,179.577,141166.689,15.377
s1,10,6866,62.59,393196.653,23.164
s1,9,6867,77.08,338965.062,19.927
s1,9,6868,42.355,363375.562,6.876
s3,10,6876,60.275,188418.794,5.76
s3,9,6877,75.458,178248.948,5.76
s4,9,6885,24.859,974978.185,10.833
s4,7,6886,11.324,1321289.079,5.77
s4,10,6887,35.745,408890.484,5.76
s7,10,6888,132.702,99521.529,5.76
s7,9,6889,184.118,58020.059,5.76
s7,9,6890,202.679,23131.762,5.76
s7,9,6891,225.983,95965.718,7.701
s7,9,6892,248.297,101158.546,13.956
s7,9,6893,220.158,54126.447,5.76
s7,10,6894,116.689,156054.953,6.894
s7,9,6895,182.201,56464.38,5.76
s8,9,6896,150.927,71867.567,5.76
s8,10,6897,100.383,166688.365,9.964
s8,10,6898,121.257,481132.244,24.711
s8,10,6899,92.486,583884.923,46.583
s8,10,6900,60.799,736490.123,38.814
s8,10,6901,121.378,315947.679,19.359
s8,10,6902,119.24,169360.257,8.048
s8,10,6903,46.559,330731.752,5.76
s8,10,6904,63.715,257787.183,5.76
s8,10,6905,51.662,468289.148,9.905
s8,10,6906,48.427,277909.981,5.76
s8,10,6907,43.4,319634.619,5.76
s41,10,6908,49.256,244965.706,5.76
s41,10,6909,51.953,189881.777,5.76
s41,9,6910,37.179,560861.583,7.179
s41,10,6911,25.175,1297784.662,18.701
s41,10,6912,5.759,1341098.034,5.76
s41,8,6913,10.06,2717499.542,20.012
s60,9,6914,25.199,1412264.992,26.439
s60,10,6916,36.086,609260.418,7.605
s60,10,6917,70.033,235467.743,5.994
s60,10,6918,40.216,358935.971,5.76
s60,10,6919,133.456,109708.627,5.76
s60,10,6920,134.816,187679.0,9.538
s60,8,6921,81.259,399895.102,22.571
s60,10,6922,114.307,417268.235,41.787
s60,10,6923,101.137,115719.583,5.76
s60,8,6924,53.047,470353.938,17.088
s60,9,6925,58.417,495327.03,16.308
s60,10,6926,9.939,2711131.581,20.148
s64,1,6930,105.584,455079.703,26.168
s64,1,6931,273.472,117230.705,14.069
s64,3,6932,223.9,49551.316,5.76
s64,5,6933,242.611,70048.328,6.207
s64,6,6934,255.393,91232.425,8.501
s64,6,6935,185.093,115564.32,10.518
s64,6,6936,164.632,93385.892,8.209
s64,5,6937,196.927,47856.413,5.76
s64,7,6938,247.204,85572.292,8.442
s64,6,6939,142.592,89773.557,5.76
s64,7,6940,186.746,42183.771,5.76
s64,8,6941,284.553,3118.528,5.76
s64,7,6942,297.505,37813.683,5.76
s65,5,6943,252.356,142078.16,16.733
s65,1,6944,184.072,157203.661,18.287
s65,3,6945,200.062,56381.216,6.767
s65,5,6946,218.822,47339.736,5.76
s65,6,6947,212.455,62821.367,5.76
s65,6,6948,228.347,78936.354,6.906
s65,7,6949,258.309,90296.774,8.495
s65,7,6950,240.57,87179.382,8.533
s65,6,6951,257.167,68462.587,6.32
s65,6,6952,133.966,252645.999,17.893
s65,7,6953,227.57,308176.512,29.36
s65,7,6954,224.994,314200.083,37.303
s65,7,6955,211.75,327581.081,36.409
s65,8,6956,154.451,273783.532,41.18
s65,6,6957,107.212,467560.738,45.952
s65,5,6958,54.796,487588.207,25.323
s65,5,6959,36.11,662202.449,21.222
s355,8,7197,105.851,2051553.609,75.923
s355,8,7198,202.225,840008.611,63.983
s355,7,7199,153.503,861921.994,49.537
s355,8,7200,72.924,811445.896,34.337
s355,6,7201,128.863,573517.024,22.863
s355,7,7202,79.024,440068.428,9.585
s355,7,7203,71.345,572091.071,11.187
s355,7,7204,72.73,274195.366,5.76
s355,7,7205,65.245,369168.886,5.76
s355,7,7206,18.93,1850284.009,9.47
s355,7,7207,17.01,713506.725,5.76
s1,8,7243,23.394,991721.957,16.817
s1,9,7244,67.287,184995.017,5.76
s1,9,7245,74.091,209580.561,6.857
s1,10,7246,62.913,249481.486,8.082
s1,9,7247,75.597,274061.241,9.613
s1,8,7248,110.686,171116.958,5.76
s3,8,7249,6.974,1247175.356,5.76
s3,10,7256,43.764,240730.023,5.76
s3,9,7257,75.889,188551.991,5.76
s3,8,7258,28.188,730266.278,6.742
s3,6,7259,11.445,716691.906,5.76
s4,10,7264,9.501,3650617.473,29.652
s4,10,7265,18.128,1285638.218,17.757
s4,9,7266,7.946,1635787.272,6.838
s7,9,7267,35.284,311792.15,5.76
s7,9,7268,162.258,94883.651,6.817
s7,9,7269,195.363,101495.949,16.76
