,,upvsc1,upvsc2,upvsc3,upvsc4,upvsc5
p175,class5,86072.11744,133718.9498,173054.3082,228167.9365,300661.1869
p175,class6,123130.8959,185774.0517,200622.9288,214573.1544,227099.2922
p176,class4,41316.68635,53145.70449,63337.40302,0,0
p176,class5,23503.0141,39550.71943,57262.87144,68733.49194,88989.61148
p177,class5,89035.07078,130816.6544,178890.6612,215598.3403,266512.0632
p177,class6,68700.68178,111449.0265,159743.566,208863.4053,262549.1084
p177,class7,138691.3331,212264.0955,240304.7012,257155.4543,272166.2434
p178,class5,26615.8185,36700.76026,65532.93285,117235.6616,272745.9797
p178,class6,54641.29624,145817.3052,203046.5358,280835.1458,356379.0297
p178,class7,68867.38171,102928.2355,157492.0668,202374.9827,251223.9746
p179,class5,181649.5664,190177.8997,0,0,0
p179,class6,72786.16058,147140.0697,188672.9509,229270.261,296172.0009
p179,class7,58575.71491,130139.1522,199812.1382,252187.5189,378057.9916
p180,class6,67439.67971,148848.5624,228087.8469,282799.1714,364515.184
p180,class7,120714.5714,224522.7412,318696.0912,390687.4906,458776.2952
p181,class5,159625.7179,167736.9184,176504.5791,185828.2401,0
p181,class6,69411.19408,144149.4506,190580.4529,225099.0461,257790.1803
p181,class7,95966.43444,192445.9386,264995.3488,324378.5554,379002.4241
p182,class6,74764.04222,135460.8011,149472.1912,186823.3001,199465.6749
p182,class7,41712.30268,79791.70354,111019.8626,144948.979,201336.5087
p183,class6,22004.64248,42143.97977,69943.40297,94825.3931,122710.3635
p184,class5,43264.75625,78467.22021,94235.70721,116530.6144,276435.9453
p184,class6,57391.75837,98747.38145,177957.8687,238995.9301,286756.4778
p184,class7,38937.85989,137270.1664,187128.8849,233682.1519,276719.826
p185,class5,112113.0236,135624.3509,137339.8553,139635.6114,150451.207
p185,class6,52267.66196,119208.2108,196664.6332,253409.6523,287763.7236
p185,class7,32926.46427,199229.3564,222406.0434,240433.6278,267885.116
p186,class6,23453.96086,49579.45026,57164.56412,138145.5398,191788.5384
p186,class7,43716.57443,91079.45115,123885.4815,161065.7233,206720.4548
p187,class5,61646.19969,105101.4896,169795.0412,207001.041,235456.3774
p187,class6,30768.33203,101298.3146,150403.3639,198311.8562,238930.9122
p187,class7,31917.90559,99872.20013,175403.9054,208714.7681,246621.6333
p188,class4,48311.99395,79241.02816,109144.6544,141230.4344,179566.4821
p188,class5,66919.42393,104843.1746,139074.8847,173810.073,208335.3213
p189,class4,45626.76036,102563.4621,134350.8726,222508.3592,255499.3355
p189,class5,51211.42084,96816.37959,133775.6318,181625.8005,254642.3821
p189,class6,33477.51154,93586.1282,105934.7945,127706.867,159557.844
p190,class4,55297.30401,80697.85736,147910.8481,191062.7852,227449.8724
p190,class5,90425.99691,167772.2754,190235.927,201734.7949,223765.7621
p190,class6,72388.0092,98873.56336,129469.7591,162533.4118,227485.6677
p190,class7,48717.04615,92769.14928,154420.8913,210354.2474,261426.0842
p191,class6,56819.83742,128035.1088,180896.9069,233156.4144,334108.5374
p191,class7,84389.25647,188641.9186,235506.9184,297745.0382,337753.98
p192,class4,92442.16341,140045.7195,171323.4958,201960.5412,232931.7007
p192,class5,94485.83546,144542.1004,190428.5832,226709.0146,260169.4822
p192,class6,26614.53619,117355.87,176635.1934,233024.972,369994.0109
p192,class7,91039.75619,153283.872,194417.9232,279439.3336,342324.1491
p193,class3,295313.3218,0,0,0,0
p193,class4,111265.4938,150775.2073,183567.3377,219847.42,256644.9573
p193,class5,46091.31394,91729.39982,139278.386,192318.4057,233390.4882
p194,class4,180072.221,193133.1833,196277.1413,217609.6305,224361.7259
p194,class5,53674.42881,93807.59073,124362.1223,156344.0446,194921.7152
p194,class6,79585.48057,117476.0156,167911.3438,223994.8301,282348.865
p195,class3,306300.1586,0,0,0,0
p195,class4,20955.84882,68760.68758,245596.3094,273219.9371,302880.7012
p195,class5,69499.11816,193017.2643,260138.4558,331412.8302,485033.5584
p195,class6,70338.34322,149263.2573,229637.5133,300218.4731,383377.8556
p195,class7,14344.06867,21345.50449,31981.49743,82209.01528,0
p196,class4,67547.33516,237851.7924,260922.2126,281676.1741,312446.9191
p196,class5,61551.40641,250750.7846,293050.9291,326833.4015,347036.0655
p196,class6,61426.04622,183952.8927,290667.3819,370512.5484,423640.0802
p196,class7,121343.7915,264555.2224,372834.5544,411511.4486,459289.6461
p197,class1,69956.94595,0,0,0,0
p197,class5,85692.95662,210357.9353,265196.5886,312140.3098,493687.6642
p197,class6,71712.81615,162148.3978,244129.2723,304707.7373,376402.8274
p198,class5,16587.869,170075.3914,219841.4041,259133.9835,290932.6112
p198,class6,63067.11091,104024.7116,141514.1693,199028.9348,269595.1855
p199,class5,32393.94241,71289.60961,106478.796,186915.3218,297881.1733
p199,class6,31024.45759,57904.81316,111116.2247,163343.6703,241582.4598
p200,class5,59772.96266,96979.80859,134695.6937,169145.2057,288597.6007
p200,class6,68527.12539,164034.1235,179185.1768,192427.1237,221393.348
p201,class6,27790.32856,57284.8598,88523.20842,127405.1709,152226.6088
p202,class5,54962.8761,81850.11625,146578.0799,180465.4299,327358.7658
p202,class6,59934.82293,120214.6767,190317.7607,301074.5437,453265.4955
p202,class7,127201.7856,206038.7398,320663.8342,441573.1248,562779.3794
p203,class6,30303.17361,51360.05572,92439.85485,119645.0714,168348.0361
p203,class7,38929.80726,69279.49555,96159.53188,130586.4711,146954.3448
p204,class6,42207.98457,120178.3861,134635.7842,0,0
p204,class7,42784.55027,72420.9371,103279.2653,140115.2279,178178.2369
p205,class6,112930.1002,189887.1706,389356.4002,428535.1246,657490.8321
p205,class7,102685.0042,230920.6418,348577.5043,461317.2907,645693.1799
p1,class1,36136.87195,101491.806,178210.7836,244601.2948,359585.7609
p1,class2,37359.49581,79756.28709,124312.1107,151057.3229,193043.2165
p1,class3,20304.37393,59158.67712,136275.9637,161012.8253,184077.8631
p2,class1,55037.37285,146698.6627,206541.2016,289942.3902,353606.4563
p2,class2,53432.07354,150698.5702,313642.0598,363555.0948,413665.6733
p2,class3,36007.13464,166282.177,227441.7881,296015.2321,352635.6052
p3,class1,5045.632203,121822.7738,322164.2143,377921.1972,394980.8903
p3,class2,49569.25389,96926.36119,160524.882,253905.6885,366534.8565
p3,class3,60226.96652,127589.3537,164100.3053,199212.2438,253961.3402
p4,class2,28778.27222,204786.5112,215472.6129,229333.8299,246466.5769
p4,class3,35965.26847,73425.76024,108897.9371,140465.3737,183323.9126
p5,class1,41352.71913,101155.4173,194753.1754,251907.5922,358090.2875
p5,class2,53362.57811,115377.2566,187702.6598,293738.9598,439272.3351
p5,class3,38367.80944,226084.4166,321844.4417,384667.4766,442663.9367
p5,class4,34939.78492,382057.6925,410281.8484,447662.3214,485741.7073
p6,class2,51688.8555,175713.5036,214267.2826,264731.2969,308571.3666
p6,class3,34091.4955,76852.04473,118273.055,178702.4024,341883.3985
p6,class4,24284.62268,130326.4984,230890.5693,279446.533,325166.6015
p7,class2,266661.3495,279515.3027,292394.5082,295156.8847,305295.6165
p7,class3,79072.15036,142156.7452,221585.5491,303495.9643,418449.1643
p7,class4,192751.6798,307038.1501,392096.5983,447131.0845,493661.7008
p8,class4,77544.70577,133337.3407,198361.4955,240610.7949,294040.1516
p8,class5,26466.02923,214126.6528,260580.0975,290653.4478,316927.1046
p9,class2,36135.06177,648652.4704,902829.9792,1057160.815,1144272.578
p9,class3,38798.46553,107835.7075,693098.6703,1075968.083,1192513.698
p9,class4,83941.85336,338369.9024,513695.1767,705888.8148,924420.0604
p9,class5,147305.9701,409027.9624,685995.722,933707.8353,1206017.106
p9,class6,51842.02502,308697.4214,870512.9937,1158071.806,1340689.814
p10,class4,204591.1184,241629.6717,470859.4695,477630.2425,501700.5994
p10,class5,91747.93089,726581.385,992870.2843,1171436.09,1321168.494
p10,class6,83662.02153,408388.0241,676000.7454,912798.6676,1245859.262
p10,class7,161434.1512,675566.6679,890690.4185,1011217.3,1114051.401
p11,class5,16844.34601,32719.82142,63364.24008,106151.8418,269314.8638
p11,class6,25252.6676,63325.93826,136478.6577,193773.5345,314638.866
p11,class7,24183.00647,25559.50163,26130.49844,0,0
p12,class3,116013.1684,293296.9563,460756.5743,523235.9088,583002.9689
p12,class4,374559.6142,484415.6116,547881.764,594698.3916,652324.6264
p12,class5,135056.0505,279646.9806,406638.4485,528969.1831,642123.59
p12,class6,133020.4908,250005.7016,365089.4332,460027.9875,551742.5931
p13,class6,18845.99328,67966.09602,111826.488,145887.3256,210555.8934
p14,class1,84989.69413,209812.2628,258525.2676,292844.1864,397399.6917
p14,class2,57034.246,126802.9427,230887.4334,330165.9251,366931.1138
p15,class2,129380.1756,309452.6946,374601.2913,430983.4495,521648.7605
p15,class3,72044.15642,166366.6732,257500.5752,364353.1273,465227.9085
p15,class4,113992.124,197326.1769,274323.7621,336319.7144,426166.4828
p16,class2,62406.87333,265471.5144,321086.4539,352848.6669,396233.4043
p16,class3,64936.46063,154990.045,223492.1978,286527.4351,354520.0561
p16,class4,70935.40139,127450.152,266999.7766,358103.9528,436054.2902
p17,class1,33867.69919,88497.64615,246337.9759,335191.8134,443821.9881
p17,class2,67054.3602,147914.7623,231795.1141,338932.5137,447659.5115
p17,class3,30334.30817,267321.1044,417827.3262,475340.496,527871.3413
p18,class2,174186.0926,262831.0579,341716.3755,432707.391,536158.7414
p18,class3,65501.57042,123690.2993,166624.5184,214936.4645,269588.3448
p19,class2,72186.17696,131408.3291,191271.6534,240513.2998,304984.6555
p19,class3,225978.0455,238078.7116,250678.5368,336150.6236,346806.9723
p20,class2,90293.51762,181567.6774,229764.9306,286768.9008,359600.514
p20,class3,75216.654,165482.1413,241294.7244,304536.2056,357877.2549
p21,class2,49881.50494,283169.9414,343757.2362,374983.0683,394927.2627
p21,class3,94102.11334,176957.8671,257446.0434,302604.5722,349987.889
p21,class4,158001.881,231882.8221,291823.6386,344909.5149,432839.9819
p22,class2,23026.28823,36810.84778,57018.40461,90998.95652,118646.7429
p22,class3,61481.05156,114281.6026,172899.757,229686.8669,287995.9509
p23,class3,64630.38245,113650.7309,150418.3853,179904.8764,223168.3963
p23,class4,59435.7333,160208.3516,190546.6648,210829.0008,234646.1375
p24,class3,84112.38031,156094.2685,227326.5019,285349.4405,351792.8181
p24,class4,139601.6783,220012.7419,271110.063,322830.5435,397509.1172
p25,class2,135447.8811,319600.5255,345116.2286,387064.6501,398934.0277
p25,class3,28833.41522,128308.0196,212193.1104,336497.9386,382044.2768
p25,class4,91768.01339,198786.6414,314365.492,387483.0003,492641.8273
p25,class5,237179.6975,357025.3507,473144.3305,554737.2544,640524.2306
p25,class6,65106.73455,325984.9903,419646.7243,465784.6187,540149.9502
p26,class3,16575.17677,68373.17724,87985.20252,169526.8147,322988.914
p26,class4,51982.05287,137335.8862,210521.8282,284569.779,347023.2795
p26,class5,63028.1028,64130.25147,247996.1064,328992.5081,347949.1711
p27,class5,170307.3022,362851.7988,417437.7154,465115.2199,514669.701
p27,class6,58213.75584,115985.8843,170710.3226,219997.7924,372215.7155
p28,class5,122784.8756,283000.3048,379313.9973,459269.8602,575177.8229
p28,class6,133980.4992,222890.6524,286865.2558,337188.9385,414998.07
p28,class7,32877.66285,218493.5517,378591.4548,460537.8498,540571.0626
p29,class5,63131.21847,139644.5108,246969.6272,341126.5473,416913.6068
p29,class6,87592.67997,144854.1936,219242.6084,296843.7874,366291.4592
p30,class6,65738.46541,120133.5109,188676.6707,250405.3914,330217.1321
p30,class7,151806.9033,280756.4684,327227.0861,378099.1082,463255.4626
p31,class4,17587.07732,28031.5517,51550.09295,119734.0866,500658.0278
p31,class5,153968.0182,272576.0791,374796.4008,449663.5434,544416.3779
p31,class6,135257.6558,243386.8362,311338.6192,377735.3468,479234.4784
p31,class7,99513.49582,169930.7162,250057.8346,348201.6382,434519.1051
p32,class3,95095.66247,157266.708,204112.5419,243413.1529,290839.2089
p32,class4,17173.54831,190950.9397,239605.6011,273632.8373,303704.1886
p33,class3,57401.5743,154378.6438,270319.0539,333663.9602,453589.8527
p33,class4,147261.3696,245868.4821,313120.8039,387674.4697,482020.8755
p33,class5,47406.26392,177988.5818,508857.2541,552304.9133,682030.4702
p34,class3,9774.990082,500104.158,512737.6874,0,0
p34,class4,79353.07462,197991.0457,317567.0987,413167.5921,555216.4635
p34,class5,193965.9842,276292.5069,331515.1805,384734.8081,472554.9877
p34,class6,415146.2852,0,0,0,0
p35,class2,99048.74547,162306.1143,212000.2798,279706.9773,382868.8161
p35,class3,96121.96297,230989.0817,310688.6105,371114.8794,431027.353
p36,class2,121098.9427,226308.3735,315821.4976,404459.753,502747.2851
p36,class3,230916.3029,270979.591,312212.9796,356944.0141,421520.2729
p37,class2,133877.9243,223190.9866,286948.4214,354239.4844,457777.0864
p38,class2,213335.9377,307327.7437,396155.1916,465710.154,506951.3338
p38,class3,142261.5791,250261.7526,335454.3157,407473.1648,484472.3356
p39,class3,51958.69949,252752.8689,279581.7234,297575.1415,321738.541
p39,class4,86007.21613,147254.4774,190175.9897,255459.2198,371414.0442
p40,class3,109210.5342,187558.1759,251613.4782,315783.1789,404918.3541
p40,class4,206145.0328,275653.3851,321912.747,368264.3902,420171.7764
p41,class3,59713.62956,103968.1652,144948.4335,185491.248,248216.6651
p42,class1,25337.62797,26875.13005,55587.42474,208923.4743,418015.5732
p42,class2,87074.96462,156225.094,215739.8909,291997.2966,402568.5198
p43,class2,129355.8504,222025.0262,308197.1003,391701.2176,536445.0941
p44,class2,62146.21329,111703.7558,152035.3412,190791.9573,233934.5838
p44,class3,80402.22312,118701.7555,156130.3119,197051.4176,244316.3376
p45,class2,52555.1897,157428.225,190252.6489,221606.3514,264414.2393
p45,class3,94960.39088,165832.2856,207925.6706,245400.8054,291292.6139
p46,class2,96672.38233,160020.6164,214174.3985,287116.0985,430609.9232
p47,class5,32509.32549,273805.8208,312241.305,376472.7829,392240.2656
p47,class6,89802.97797,155259.5862,205757.6834,257963.5428,339254.1597
p48,class5,90487.58171,159285.7877,214025.8917,266648.2617,328967.6348
p48,class6,135554.2552,182696.8303,208713.5839,230813.5337,269324.3503
p49,class5,56637.46487,102241.7612,150744.5225,200791.8878,255881.4335
p50,class3,22310.22508,28221.61149,320692.209,336898.4877,348513.8385
p50,class4,114811.5583,190287.1217,248201.207,307429.3511,381661.4849
p50,class5,255487.9482,307641.9146,347685.044,381579.3208,413619.92
p51,class3,3732.112382,101476.5158,199448.2879,219540.5818,0
p51,class4,68917.74945,117036.9536,149376.1622,179615.0428,222883.0136
p52,class4,94417.27596,174259.1046,240914.6262,299803.8518,369614.5392
p52,class5,77279.12119,122752.6393,155276.0211,184358.6269,221130.1867
p53,class3,122165.0646,173290.9002,212801.6424,259813.8073,314993.0008
p53,class4,141155.8635,242670.2996,303700.5505,360288.9353,421772.9049
p53,class5,124903.0222,176107.519,209897.3682,239895.9884,281564.8136
p54,class3,93595.81665,157303.8354,198423.3149,234491.0056,289102.7217
p55,class3,65611.39405,120975.8411,170054.703,213562.6331,253577.2157
p55,class4,40023.23805,75523.63732,117939.6699,158909.6759,198133.3203
p56,class3,33605.5068,104181.5772,161701.2351,218973.7284,335981.6283
p56,class4,73441.37765,118783.8758,166396.6987,219160.2695,330682.6225
p57,class4,55062.97486,89981.21235,115667.4836,148261.3209,190141.1769
p58,class4,143941.5076,250927.8175,327483.5324,395236.3237,485716.7108
p58,class5,24866.49486,235364.1389,546489.3153,680186.4967,787008.1267
p59,class6,24817.0985,64932.37279,76865.43362,91624.13983,123694.7136
p59,class7,9818.448892,45478.09094,62255.50423,82977.85484,115977.7577
p60,class5,92689.15984,161979.5784,209704.4003,265925.4263,373761.0922
p60,class6,49763.19326,187082.1641,214083.0166,231933.9484,257993.1077
p61,class5,96428.10157,176301.4569,243666.8382,323300.2158,530701.4079
p61,class6,207396.27,308712.116,386883.2068,463294.6685,588905.1911
p61,class7,147372.8955,233741.5853,391460.9897,634760.7587,699724.3179
p62,class6,76591.55559,127605.3991,160005.2406,187753.0392,245161.7866
p63,class4,127341.9686,200924.7528,248776.6372,293464.553,349362.3653
p63,class5,181243.2101,272701.9495,324520.5497,367340.7514,416046.4999
p64,class4,84468.7353,160910.958,211592.3057,250894.7017,303199.7422
p64,class5,120222.8799,207171.732,271444.8009,340478.3625,416512.398
p65,class4,51551.15424,196369.3102,257558.1162,310308.3989,363894.8137
p65,class5,117142.8522,215484.8297,290850.7775,370036.3301,475100.1304
p65,class6,65044.94419,150464.4596,476197.1995,480815.6312,0
p66,class4,90918.11825,167382.6334,233693.9795,301462.1558,426581.5044
p67,class4,25546.98682,95454.98256,122225.6884,147394.3424,192624.4773
p67,class5,9284.610582,18386.64437,30404.39106,89291.44829,140139.469
p68,class2,62421.50356,114932.4839,154880.8195,189568.6048,229203.1123
p68,class3,20010.17842,116164.056,210172.1047,240077.6179,263464.989
p69,class2,58534.60498,101626.2966,143031.819,179317.0824,210840.3805
p69,class3,43783.01458,84019.65764,116831.428,143297.7217,177247.095
p70,class2,17470.98346,164246.42,197806.4614,244427.0817,295110.3226
p70,class3,113576.4569,189387.899,238301.5238,279284.782,347837.3596
p71,class3,58786.98572,98038.80483,125427.7745,154668.3823,186725.2919
p72,class3,84814.02666,168955.5602,224698.878,287010.2932,367905.6812
p72,class4,159238.9552,423549.4341,437080.7679,439864.1092,443072.2114
p73,class3,41683.83258,93412.71238,138773.6212,216281.0009,287856.3367
p74,class2,64255.42667,122533.3758,178767.8299,253295.5368,324952.2695
p75,class2,104059.5746,160807.6409,197540.6338,242577.8228,303284.3827
p76,class2,56111.60626,101832.5429,134053.3516,167487.2771,240017.9567
p77,class2,53283.70499,99614.88588,146252.1597,198217.5463,256756.3402
p77,class3,43340.95798,167937.3761,187869.7854,209434.3129,240777.1105
p78,class2,36876.51315,63911.67148,88803.5129,111263.2709,141797.6667
p78,class3,16926.81633,38125.00217,90863.25255,114782.8912,135889.3296
p79,class2,29123.16878,107713.0152,153292.0726,195770.5436,253017.3159
p80,class2,29753.85477,140246.7251,214988.3758,263065.781,346046.0679
p80,class3,36212.92864,215595.1556,290389.8366,342782.502,430114.8318
p81,class3,96067.04839,173217.3995,229098.1739,284254.4215,352486.7927
p82,class3,50049.45076,97502.63119,132575.4527,160622.6858,195252.4025
p83,class3,81949.79173,137253.2991,176904.5947,234960.9501,302808.7078
p84,class3,86585.51691,161663.8794,262061.4345,339116.2262,470837.2751
p84,class4,45216.782,205191.147,296584.6386,428802.8777,517553.3949
p85,class3,17558.47761,146215.668,307359.8426,417980.0262,632550.4124
p85,class4,164359.2834,286013.7414,353259.5799,411134.473,502210.0922
p86,class4,83281.46075,145370.8428,199421.3026,252679.4895,313028.9709
p87,class4,165886.7176,281602.342,358102.2555,429742.5062,541526.5895
p88,class3,18038.95209,19349.15245,75622.97964,177628.6402,0
p88,class4,69787.89067,122781.3392,171284.2608,218411.6233,268927.55
p89,class3,25271.11252,275380.9949,310896.937,347318.9425,393521.6809
p89,class4,97703.03197,205143.3322,267535.7479,322786.9803,392381.8255
p90,class3,33068.33156,393045.968,0,0,0
p90,class4,118027.9478,215274.8263,276765.5913,338371.2845,421109.9914
p90,class5,41121.23126,94237.97132,141806.4486,331586.6322,418581.518
p91,class4,74290.67349,143231.6825,212345.2015,290925.4606,371692.5052
p91,class5,25736.30077,91248.63135,151754.3733,236262.3558,382354.758
p92,class3,72204.35772,147073.3843,227124.7725,327296.0157,413712.0066
p92,class4,31854.64974,279355.5195,341298.1271,399395.5424,453138.5571
p93,class3,56133.67262,104949.4599,164102.636,266019.2901,354160.3299
p93,class4,124706.5761,372188.981,401086.0486,417770.9691,427962.9762
p94,class3,39846.4036,386056.3401,429113.9609,463372.7743,495490.9239
p94,class4,165767.1773,321255.4814,438513.8037,566323.285,742008.3732
p94,class5,44980.15516,511383.2171,629285.435,709726.6637,777797.3036
p95,class4,37021.66096,88511.83282,131657.2585,171458.6135,222242.424
p96,class4,80402.1119,147799.7586,193858.7897,230485.7346,283810.2344
p97,class3,24023.45272,96278.83822,144876.866,187109.3826,234123.1565
p97,class4,35222.14289,86073.14245,133377.7108,182579.6692,243912.69
p98,class3,31654.38127,175332.0414,245003.1061,297191.9992,360115.6508
p98,class4,82310.42688,157650.2293,213213.8356,259614.9142,331767.5265
p99,class3,85684.55497,186702.2371,278907.6993,393307.8629,487197.1564
p99,class4,65099.80056,420868.9533,465077.2813,505654.3749,530061.0243
p100,class3,47185.37771,96132.82461,139154.5566,212216.6767,263809.0993
p101,class4,57352.80311,294078.7018,409476.8474,510287.283,608339.5183
p101,class5,83726.53814,183745.9912,265451.2559,326354.3703,412102.7806
p101,class6,8867.620673,19366.27271,77126.23638,329094.7461,407813.1812
p102,class4,11591.70538,38302.85671,51616.13893,150208.6451,295137.4473
p102,class5,28619.53396,108107.3861,172700.071,273608.761,351844.3285
p103,class1,41377.94649,121212.7836,665767.8892,690211.6017,740494.5588
p103,class2,115972.7273,209147.292,291670.7534,413636.6378,608244.0372
p104,class2,46897.01435,90821.93967,126190.767,155856.3013,205709.9638
p105,class2,57285.18552,123557.507,165640.624,198502.4678,254854.8058
p105,class3,74383.93887,130775.7032,173281.6335,212235.5708,251342.6022
p106,class3,13315.14929,47395.114,74376.53668,94322.69307,110516.6178
p107,class3,83231.02543,135453.0261,166188.416,192095.824,232946.1455
p108,class3,45564.36198,79630.00118,107968.7589,143416.5923,187891.9222
p109,class3,66604.02806,155629.1346,227682.2295,308132.6039,381014.5952
p110,class3,20821.40508,56265.54279,82757.19525,136279.3392,275474.2462
p111,class2,67934.51853,170396.3699,267750.1867,351093.0029,483592.5083
p111,class3,34437.03354,88104.10382,104403.6568,267774.3848,278542.3745
p112,class2,87161.58059,200192.3453,286343.2406,377260.9452,491226.838
p112,class3,45068.49694,164534.0854,228507.5304,293743.9214,411418.0518
p113,class3,64382.76013,108427.039,145401.8504,173958.8834,209467.2299
p114,class3,29220.58024,101073.7375,140936.9982,201407.4963,248380.8041
p115,class2,19742.44885,68859.56405,128014.7052,195378.4255,263180.8062
p116,class2,21058.54463,71154.86346,123263.2091,196178.5642,292996.3428
p116,class3,57025.14977,121716.2472,228857.1452,307690.129,411430.8384
p117,class2,62751.36572,0,0,0,0
p117,class3,13340.36054,33031.09529,92242.27657,156132.0976,246841.3601
p118,class3,31070.00558,103572.9984,240228.4256,322547.7711,453857.46
p119,class2,49632.02441,108663.1309,155235.8925,226507.7967,307184.2042
p120,class2,43583.80837,75384.77338,100371.9333,122654.7226,148150.3708
p120,class3,26868.61521,46743.00032,66544.89588,87395.42061,147452.4237
p121,class2,35580.16913,173377.8851,196012.0385,239353.0359,274722.9682
p121,class3,29175.02068,63593.00502,92506.99657,144435.9527,190536.2791
p122,class2,71239.92839,185393.1315,272174.7847,368765.4266,504395.9266
p122,class3,20912.37603,85368.7942,143930.5229,189318.224,235448.91
p123,class3,28065.70322,119967.9296,179332.5692,230083.5154,290555.8692
p124,class3,23885.08746,34936.79472,57747.44412,95258.454,139738.3527
p124,class4,132763.5706,151634.9271,169671.2055,187633.8542,210593.0439
p125,class3,42499.03382,87131.56934,168376.492,245316.4069,324098.2812
p126,class2,16295.5851,33384.76847,91482.84796,174487.1497,230921.8742
p126,class3,32164.13621,103401.0744,157715.6567,217875.3593,272823.6034
p127,class2,90779.58857,380291.3593,537526.473,641798.3702,759458.0798
p127,class3,15385.23095,21686.28683,33263.18638,54201.90368,117103.859
p128,class3,297964.0551,1068082.577,1661545.622,2072177.023,2520184.215
p129,class1,41996.67891,339798.4199,506687.2832,574934.4703,682407.5868
p129,class2,44937.90945,183443.9347,254813.8327,406774.3899,545523.4327
p130,class1,18395.92486,81782.86885,357204.8573,581973.223,743247.4086
p130,class2,66794.12189,179344.8626,265583.3128,395051.1784,554526.5083
p131,class2,41386.09458,164057.3469,273994.3242,409950.2903,556390.6803
p131,class3,34626.38745,153112.2715,220579.1847,402531.4676,593065.0987
p132,class2,28036.96631,83151.0213,200362.8849,272577.6785,332617.0549
p132,class3,30074.615,111657.6813,191563.4653,258456.1643,309211.2302
p133,class2,23526.95297,42820.48592,104798.6521,152551.0955,205741.0922
p133,class3,59928.66257,124623.0593,184885.7339,237227.434,337759.3207
p134,class1,132511.8005,827281.3298,1194459.972,1469478.511,1723228.757
p134,class2,207149.1263,453267.5883,746231.0968,1025777.971,1358389.532
p137,class1,163923.5403,308649.5033,462618.5696,664896.269,787118.4403
p137,class2,53417.94946,246204.483,350004.0842,468877.1425,709585.0375
p138,class1,145497.1925,274255.2071,379850.3194,462297.2371,581993.7834
p138,class2,57909.21114,193270.962,254854.4645,354924.2995,499341.7205
p139,class1,373336.773,663398.1069,990251.2883,1369700.394,1875767.692
p139,class2,242126.6951,429934.7109,531681.2248,606428.5802,648988.0332
p140,class1,139947.311,247970.2922,330681.7399,426100.2568,539537.4604
p140,class2,249107.3012,383306.6179,486829.2247,578420.3775,690286.8312
p141,class1,169737.446,433132.863,713464.9621,999460.8045,1463219.463
