,,upvsc1,upvsc2,upvsc3,upvsc4,upvsc5
p175,class3,1.8144,0,0,0,0
p175,class4,1166.6592,1149.0336,2322.9504,1919.6352,3572.8128
p175,class5,50613.7248,84810.7584,72435.2544,65705.3856,51294.9024
p175,class6,11.4048,1354.0608,1925.856,2395.2672,2267.2224
p176,class4,39.3984,17.1072,3.888,0,0
p176,class5,69.984,805.5936,2039.904,1839.024,2093.04
p177,class5,2776.5504,17244.0576,19408.6368,22085.3952,4935.168
p177,class6,25538.976,26860.3776,23807.2608,12079.7568,20260.6272
p177,class7,6.9984,4515.7824,3120.5088,4558.2912,3744.9216
p178,class5,1.296,1.0368,12.1824,124.416,8.2944
p178,class6,5601.0528,27955.2384,21442.0608,28130.976,16014.1536
p178,class7,192.0672,1490.1408,907.4592,1670.2848,416.016
p179,class5,11.1456,3.888,0,0,0
p179,class6,878.688,6084.2016,12770.5248,6514.4736,5064.2496
p179,class7,16986.4128,56613.4272,69125.2704,57382.7328,9222.8544
p180,class6,20.4768,599.7888,1023.5808,931.824,641.2608
p180,class7,249977.1456,274143.3984,295077.9456,311558.6592,336466.224
p181,class5,27.9936,72.8352,27.216,34.7328,0
p181,class6,10206.5184,13966.2144,25112.0736,42759.9648,20685.7152
p181,class7,96449.3568,113546.7072,129055.9392,133940.8224,138085.1712
p182,class6,5.4432,221.8752,60.912,441.1584,402.2784
p182,class7,24254.64,32178.6432,32032.7136,29850.768,23682.3264
p183,class6,1121.5584,2625.696,3569.9616,4664.0448,2781.7344
p184,class5,3.6288,218.2464,87.6096,369.6192,345.5136
p184,class6,8509.0176,12020.9184,10964.6784,21180.2688,23439.1968
p184,class7,916.0128,17440.7904,22117.536,29266.7904,16123.2768
p185,class5,22.2912,13.9968,17.6256,103.4208,76.2048
p185,class6,5576.4288,8720.2656,2394.7488,7826.8032,5813.3376
p185,class7,5.7024,785.1168,2574.3744,3923.2512,2669.5008
p186,class6,2.0736,45.6192,37.8432,285.12,907.7184
p186,class7,12556.6848,30137.9616,34072.3584,32313.9456,32227.632
p187,class5,56.2464,1473.552,320.6304,89.9424,176.5152
p187,class6,3125.4336,15201.0432,29827.9584,22389.1776,16568.3232
p187,class7,687.1392,2370.1248,16617.0528,10321.8624,10127.4624
p188,class4,3781.728,15524.2656,13286.592,14215.824,14381.712
p188,class5,1036.2816,10441.0944,9746.9568,11934.3456,11789.9712
p189,class4,22.032,554.9472,156.0384,10945.7568,5908.464
p189,class5,27464.3136,39632.4576,42040.4256,33101.136,41571.5328
p189,class6,11.1456,601.344,2850.4224,3411.8496,627.264
p190,class4,1758.672,5083.9488,2067.8976,2236.3776,2092.0032
p190,class5,657.3312,131.9328,190.512,126.4896,274.2336
p190,class6,2672.6112,12394.1664,22346.1504,16060.032,4799.8656
p190,class7,8766.9216,22934.5344,31940.9568,24139.0368,20408.6304
p191,class6,685.3248,1617.9264,5214.3264,2755.8144,1058.3136
p191,class7,1841.3568,16270.5024,13432.0032,20065.1904,23028.3648
p192,class4,3509.568,8285.8464,7418.5632,11670.9984,5556.7296
p192,class5,11897.7984,27602.208,26523.4176,40046.9184,42256.5984
p192,class6,32.1408,1544.832,1595.8944,672.3648,589.4208
p192,class7,878.9472,15354.7488,6474.0384,1308.1824,959.04
p193,class3,180.4032,0,0,0,0
p193,class4,10368.7776,25634.1024,28966.1184,22082.2848,3209.1552
p193,class5,21766.5792,10625.6448,10051.776,11542.6944,12929.6736
p194,class4,377.6544,397.6128,179.6256,39.3984,196.2144
p194,class5,34417.3536,41543.28,41511.1392,38092.2912,31485.024
p194,class6,4879.6992,14022.72,15052.0032,15312.4992,5527.9584
p195,class3,3.1104,0,0,0,0
p195,class4,0.2592,35.5104,19.44,29.2896,57.5424
p195,class5,3133.4688,1957.4784,24866.8704,8412.336,11125.6416
p195,class6,27320.4576,45254.2464,53709.0912,61121.1744,49621.5072
p195,class7,18.9216,5.4432,4.9248,10.368,0
p196,class4,1.8144,3962.6496,3474.0576,2239.2288,223.4304
p196,class5,6.48,23.5872,707.3568,322.4448,913.9392
p196,class6,499.2192,7954.3296,14399.5968,28768.3488,36346.0608
p196,class7,3852.4896,27920.7648,12584.9376,15530.7456,7568.3808
p197,class1,8.0352,0,0,0,0
p197,class5,3.888,2195.424,7423.7472,8189.9424,5967.8208
p197,class6,23515.92,53030.7648,71163.6192,89919.072,75105.0144
p198,class5,103.1616,7457.7024,9686.304,13954.5504,10555.4016
p198,class6,13801.104,45277.3152,42944.5152,42651.6192,28686.7008
p199,class5,317.7792,4447.3536,3068.6688,6650.5536,761.2704
p199,class6,295.7472,2641.7664,1798.0704,2495.0592,996.8832
p200,class5,2283.2928,4541.9616,6493.7376,1579.824,526.9536
p200,class6,1229.6448,36.8064,477.7056,593.3088,34.2144
p201,class6,172.1088,1099.5264,1632.1824,3886.9632,2862.864
p202,class5,10.368,1110.4128,1416.2688,1082.4192,1355.3568
p202,class6,3931.8048,17288.3808,16009.7472,10873.44,1228.0896
p202,class7,37673.1648,63472.1184,52308.6336,47331.4752,8925.8112
p203,class6,1456.9632,1889.8272,8290.512,4024.5984,3545.5968
p203,class7,6359.9904,12253.1616,9033.6384,7525.872,7338.9888
p204,class6,31.3632,0.7776,19.6992,0,0
p204,class7,29349.216,37418.8896,27192.4128,13369.0176,8027.1648
p205,class6,587.088,167.184,194.1408,823.7376,237.4272
p205,class7,130056.192,132936.9408,142559.2224,122190.5088,63701.5104
p1,class1,4333.5648,19141.6608,21996.4896,22632.048,18159.0336
p1,class2,63.504,178.5888,569.4624,263.6064,1804.2912
p1,class3,877.6512,1192.8384,1190.5056,8244.1152,6676.2144
p2,class1,3487.0176,11093.2416,28474.6752,21065.9616,16121.4624
p2,class2,614.0448,2095.3728,1518.3936,5025.6288,2623.8816
p2,class3,6933.8592,36165.9168,62959.68,67175.8272,52060.32
p3,class1,4.9248,24.624,380.2464,180.6624,195.1776
p3,class2,41623.1136,55015.4592,37836.72,20178.4608,7243.0848
p3,class3,9143.28,59251.3056,73138.464,64153.8144,47012.1408
p4,class2,402.7968,1341.8784,2426.112,2609.8848,865.728
p4,class3,27202.2624,48057.7536,49627.9872,49778.8416,31344.2784
p5,class1,872.4672,5243.0976,1477.44,3954.8736,755.8272
p5,class2,24510.4704,49127.2128,50798.016,30386.5344,25974.432
p5,class3,11175.1488,35056.5408,97472.6784,110374.6176,99347.472
p5,class4,568.6848,3815.424,6390.576,5022,5924.2752
p6,class2,275.0112,1110.1536,3031.6032,3633.7248,896.832
p6,class3,839.0304,8913.888,8077.7088,4166.8992,16913.5776
p6,class4,1427.4144,535.7664,30261.8592,55176.4224,35261.0496
p7,class2,73.872,475.8912,75.9456,39.3984,56.7648
p7,class3,10407.6576,41635.296,26617.5072,32722.4448,8131.3632
p7,class4,92927.3472,181445.184,195018.192,192905.1936,175860.2016
p8,class4,33460.9056,56261.1744,78880.5216,82437.7824,66239.856
p8,class5,360.8064,1196.4672,7185.024,16715.808,11699.5104
p9,class2,64.5408,2228.0832,124.1568,953.0784,1316.2176
p9,class3,191.808,158.112,446.0832,2585.0016,3339.2736
p9,class4,22905.2448,12263.2704,35391.6864,55873.6704,22666.7808
p9,class5,112044.384,261253.1232,254501.7408,269106.8832,179551.9872
p9,class6,3443.7312,1175.7312,8916.9984,20296.656,21960.72
p10,class4,8.5536,11.4048,10.1088,32.9184,38.88
p10,class5,11646.6336,45790.272,46176.48,76941.7056,79069.7376
p10,class6,20379.8592,39509.0784,78271.92,100668.096,85984.9344
p10,class7,6148.4832,11259.3888,18230.5728,22606.128,7764.5952
p11,class5,128.8224,109.9008,242.352,807.1488,1100.8224
p11,class6,592.272,265.4208,1211.76,1117.6704,2840.832
p11,class7,6.9984,38.1024,14.5152,0,0
p12,class3,30.0672,71.7984,3716.6688,2523.0528,2640.9888
p12,class4,139728.4992,287852.7456,293196.672,277834.1472,240865.488
p12,class5,253979.4528,293778.3168,281608.8768,298012.0896,310022.1216
p12,class6,4333.5648,57448.8288,91176.7104,99712.4256,95351.904
p13,class6,10088.064,13076.64,31907.52,38122.8768,19966.176
p14,class1,48.2112,1243.1232,1636.848,434.16,2954.1024
p14,class2,10265.0976,20829.0528,12788.4096,11535.4368,12556.944
p15,class2,342.4032,5072.8032,4755.2832,11083.9104,1126.7424
p15,class3,4558.2912,52242.2784,49328.8704,65206.4256,42921.7056
p15,class4,96556.4064,132665.5584,146253.3408,154712.592,133989.8112
p16,class2,36.288,1125.4464,12669.696,16881.4368,9066.5568
p16,class3,63343.0368,107728.1856,115145.4528,115932.384,61105.3632
p16,class4,35867.5776,43935.4368,47434.896,55606.9536,48516.7968
p17,class1,290.5632,1308.4416,5266.4256,8744.112,3877.632
p17,class2,10798.7904,57302.1216,44319.5712,47766.9312,46940.3424
p17,class3,1285.8912,14513.1264,22572.9504,23629.1904,26453.6928
p18,class2,211076.6688,324587.3472,363713.5872,384635.4336,380793.8304
p18,class3,2897.856,55806.2784,50426.3232,40519.44,29368.3968
p19,class2,101224.5984,103152.528,103465.9008,104021.1072,78471.504
p19,class3,66.3552,619.2288,361.584,845.2512,2282.7744
p20,class2,1355.8752,95733.4464,121830.2208,102512.5632,105948
p20,class3,83101.8528,86001.264,83304.5472,97418.2464,103459.9392
p21,class2,24.1056,3253.7376,687.6576,253.2384,190.7712
p21,class3,24104.5632,59993.3952,80649.5616,84595.3632,66615.696
p21,class4,165351.456,223612.6176,227451.888,221290.1856,198200.6496
p22,class2,753.2352,1501.2864,846.0288,1531.872,692.8416
p22,class3,4137.8688,14088.816,27329.5296,32978.7936,11716.3584
p23,class3,61839.6768,74739.2832,70538.1696,69710.8032,63406.5408
p23,class4,39.1392,7621.776,18482.7744,19709.3088,11441.6064
p24,class3,90462.096,122131.6704,123171.5808,123575.6736,98811.4464
p24,class4,76415.5296,162225.7632,169043.76,165422.2176,158600.592
p25,class2,13.7376,243.648,1431.8208,1148.5152,279.936
p25,class3,121.5648,1475.1072,3774.4704,19032.5376,25948.7712
p25,class4,73571.0688,126242.3232,134109.5616,171545.8176,77261.2992
p25,class5,74386.7712,256520.3904,254988,256314.5856,217949.0976
p25,class6,391.9104,158.112,22077.8784,14597.6256,3747.2544
p26,class3,13.9968,52.8768,26.6976,845.2512,4716.4032
p26,class4,3297.8016,38705.8176,51406.8768,48677.76,24535.6128
p26,class5,9.8496,8.5536,27.7344,54.6912,37.0656
p27,class5,104.4576,10841.5584,25449.8112,37837.2384,22947.4944
p27,class6,47907.936,67059.9648,66963.2832,36586.08,12024.5472
p28,class5,3456.6912,23478.5952,54096.0768,72768.3264,48197.7216
p28,class6,352936.8288,491629.0464,496971.4176,502747.9488,447403.3056
p28,class7,2034.2016,3973.536,47210.688,55072.7424,64070.6112
p29,class5,52946.784,43249.5936,59423.9328,46250.6112,13846.2048
p29,class6,37794.9888,56546.5536,60938.4384,61773.0624,42005.1744
p30,class6,53723.6064,80437.536,80190.2592,84134.7648,52446.528
p30,class7,172.6272,12825.216,24837.0624,11448.0864,290.304
p31,class4,4.9248,11.664,5.4432,45.1008,2019.9456
p31,class5,66842.7552,191874.096,233666.7264,242031.6288,259966.4544
p31,class6,443349.4176,518669.3088,526534.7328,523804.32,487528.5024
p31,class7,36473.5872,63553.7664,68244.768,69877.728,54348.0192
p32,class3,32727.3696,63460.1952,74662.0416,79719.0336,69158.1888
p32,class4,43.2864,6021.216,11967.0048,13803.696,13083.3792
p33,class3,4081.6224,7102.08,30137.184,28359.5904,8673.0912
p33,class4,184974.9696,300377.808,306246.8736,285415.2288,206612.7264
p33,class5,971.4816,1783.8144,10493.1936,6417.0144,282.7872
p34,class3,1.0368,19.44,27.9936,0,0
p34,class4,9936.6912,60471.1008,78431.328,81438.5664,37636.8768
p34,class5,330960.2976,436887.0432,434684.1024,423473.7024,317909.8368
p34,class6,190.7712,0,0,0,0
p35,class2,124570.224,152833.6512,153099.072,157961.4048,138519.3312
p35,class3,50986.1952,91870.848,116784.1152,113973.6096,109368.6624
p36,class2,288277.3152,313975.44,304508.16,323339.04,315214.416
p36,class3,25202.016,87898.8672,93833.5104,90107.5104,79031.1168
p37,class2,507009.7152,523163.8368,524565.072,526900.7232,511627.8816
p38,class2,44527.4496,118436.256,130077.7056,145255.9392,152717.7888
p38,class3,736488.288,748145.808,728054.1792,737753.4432,700133.4144
p39,class3,65.5776,18678.2112,29424.9024,27373.5936,19076.8608
p39,class4,208331.4816,222415.8912,216989.0208,209248.7904,195988.6368
p40,class3,385332.1632,411981.552,408964.2048,398642.8608,384918.48
p40,class4,160807.1616,210475.3248,209773.152,213311.232,209788.704
p41,class3,68635.3824,84986.7552,87173.3664,88334.5824,74385.7344
p42,class1,3.888,112.4928,54.432,248.5728,692.8416
p42,class2,167098.464,198700.6464,194574.96,188868.1536,141193.4976
p43,class2,360850.7232,447222.1248,432547.5168,424545.7536,289643.5584
p44,class2,80327.6352,78808.7232,78496.9056,79491.7152,69694.4736
p44,class3,16095.024,40998.7008,45013.7088,45072.8064,47927.8944
p45,class2,501.2928,37090.224,42182.9856,37086.336,2946.3264
p45,class3,230995.9296,249593.5296,253568.88,260347.4784,258098.4
p46,class2,150976.4832,184223.5488,178120.1664,172503.0432,156840.1056
p47,class5,24.624,1985.2128,7084.9728,1693.3536,910.8288
p47,class6,308062.3104,312459.3792,310844.8224,293930.7264,277933.4208
p48,class5,314987.0976,345290.688,353514.0672,350491.0176,341924.1984
p48,class6,103744.0224,165261.2544,168919.344,171306.8352,163111.7088
p49,class5,88137.8496,88116.336,85248.5472,83772.144,74983.4496
p50,class3,28.2528,25.6608,95.6448,288.2304,241.3152
p50,class4,416012.3712,478942.5024,482573.8944,491499.9648,503306.0064
p50,class5,117743.6736,188206.9344,194496.6816,191903.1264,194907.5136
p51,class3,12.1824,31.104,220.5792,300.9312,0
p51,class4,112993.056,128536.7616,125912.1024,128464.4448,131078.2176
p52,class4,162703.9872,182909.9232,192190.32,188245.0368,176179.536
p52,class5,116425.6416,128371.9104,127976.112,126821.1168,122303.0016
p53,class3,121313.6352,164270.0736,165131.6544,167204.736,166389.552
p53,class4,602289.5616,650914.1856,661583.6352,671689.3248,667373.904
p53,class5,20009.4624,69884.208,74129.3856,70000.3296,53930.1888
p54,class3,177160.608,204879.1968,201911.3568,197797.5936,184234.9536
p55,class3,56819.232,99267.8976,103543.4016,104917.9392,104339.1456
p55,class4,12577.9392,34070.8032,40314.1536,44166.1248,27414.8064
p56,class3,85.7952,181.9584,307.4112,311.8176,1990.3968
p56,class4,16595.7984,66247.632,70168.5504,43822.4256,65644.7328
p57,class4,50128.7616,64610.2656,66746.3328,62728.2144,58827.7728
p58,class4,207581.3568,313964.5536,323297.3088,325521.7632,304080.48
p58,class5,1068.4224,440.3808,845.5104,975.1104,921.9744
p59,class6,985.9968,606.528,1661.7312,4001.2704,1647.216
p59,class7,192.5856,2661.4656,8695.6416,12213.504,9305.28
p60,class5,239908.7808,265304.4192,274273.776,275454.9504,279811.8432
p60,class6,3925.584,36268.3008,41526.1728,46817.2224,39377.1456
p61,class5,221991.3216,247757.0976,238840.0992,193646.7648,144674.5536
p61,class6,265215.7728,339321.5712,334215.8496,306652.5216,226753.344
p61,class7,47960.5536,29534.8032,5931.2736,31077.8208,36414.4896
p62,class6,160522.0416,172157.0112,174450.4128,175221.2736,162433.9008
p63,class4,285567.8976,381027.888,382593.1968,381836.8512,375489.8208
p63,class5,224899.0272,313595.712,326321.136,339305.76,350041.5648
p64,class4,126214.3296,179876.7648,184118.5728,183704.6304,165566.592
p64,class5,95735.2608,170423.2224,171262.512,165505.1616,120781.7568
p65,class4,2063.7504,104470.3008,114419.1744,104977.5552,82361.5776
p65,class5,446184.5472,521134.56,520549.0272,527487.552,474871.5072
p65,class6,121.0464,111.1968,153.4464,162,0
p66,class4,83605.2192,119905.6608,123733.008,112379.5296,104490.5184
p67,class4,6459.7824,37522.0512,49049.1936,42016.5792,20026.5696
p67,class5,295.2288,300.4128,101.8656,326.8512,557.28
p68,class2,88479.7344,107533.5264,111118.2624,110950.3008,91748.2464
p68,class3,839.5488,1146.1824,4111.6896,12614.7456,9857.376
p69,class2,35356.6944,61082.2944,60218.1216,60700.752,63527.0688
p69,class3,20790.1728,32970.7584,45336.1536,48961.0656,31059.6768
p70,class2,280.9728,2059.8624,4161.1968,4013.1936,1481.5872
p70,class3,285292.1088,317583.2448,320296.2912,318845.0304,310871.7792
p71,class3,66868.9344,73798.3872,71540.496,72587.9232,71786.2176
p72,class3,64444.1184,135373.1616,146758.0032,129419.5968,136455.84
p72,class4,34.992,286.416,406.6848,798.8544,402.0192
p73,class3,5217.1776,17098.9056,21368.448,10168.1568,15580.512
p74,class2,46937.232,63640.3392,62292.24,65327.9904,50349.8592
p75,class2,54289.9584,119288.5056,119977.2,112042.8288,85834.8576
p76,class2,92622.0096,108457.5744,111309.0336,110938.3776,71035.5744
p77,class2,8036.496,25893.5616,40752.9792,40097.7216,43536.0096
p77,class3,85.0176,913.1616,3044.0448,3523.3056,3356.1216
p78,class2,12981.5136,25712.1216,25699.1616,25744.2624,21527.3376
p78,class3,423.0144,393.2064,1032.3936,378.9504,2921.7024
p79,class2,9259.1424,40881.8016,50198.7456,46250.0928,33068.4768
p80,class2,9935.9136,12935.8944,29881.872,34733.8368,1247.2704
p80,class3,21495.9744,151234.6464,168058.5408,169856.6112,133092.4608
p81,class3,320051.3472,352546.992,358271.9424,350246.0736,318470.4864
p82,class3,44752.9536,50213.7792,56547.8496,56822.8608,47104.416
p83,class3,198877.68,211027.68,211799.5776,204979.248,208218.9888
p84,class3,22218.1056,62136.2016,57123.0144,66826.4256,36373.0176
p84,class4,176.256,25869.1968,47546.6112,60768.6624,70944.5952
p85,class3,285.6384,86.5728,366.2496,778.3776,840.8448
p85,class4,330852.4704,394398.2016,403542,410907.4272,411701.3568
p86,class4,58844.3616,77386.4928,81124.416,76495.3632,70870.7232
p87,class4,282153.1968,346691.4048,356605.2864,369771.6096,311807.4912
p88,class3,2.0736,8.5536,22.8096,19.9584,0
p88,class4,108208.7424,120696.9984,114912.1728,114573.9168,114695.2224
p89,class3,1816.992,5033.4048,8383.824,10888.7328,4743.36
p89,class4,71659.9872,152139.5136,159444.5472,156996.144,160289.28
p90,class3,10.8864,182.2176,0,0,0
p90,class4,206270.8416,256573.5264,255680.064,244536.7968,254514.96
p90,class5,237.9456,163.8144,86.832,1114.3008,800.4096
p91,class4,2078.5248,70091.8272,74444.832,76639.2192,67664.16
p91,class5,235.0944,1151.8848,2091.744,1071.2736,2003.616
p92,class3,121615.344,181751.8176,157415.5296,155049.552,166075.92
p92,class4,5316.7104,67804.6464,91990.8576,96394.9248,99265.824
p93,class3,54713.7504,72501.3504,54879.6384,92071.9872,101334.24
p93,class4,105.7536,735.6096,1669.248,472.0032,238.2048
p94,class3,526.9536,4455.3888,8326.2816,8551.7856,5952.2688
p94,class4,344116.512,469794.816,501172.7904,509300.2656,473879.808
p94,class5,1750.3776,18079.2,9354.0096,6373.2096,8751.6288
p95,class4,32375.1168,64876.7232,62957.6064,65510.4672,49180.3488
p96,class4,141725.8944,190841.184,193010.1696,191283.3792,173956.3776
p97,class3,4414.176,5516.5536,16580.5056,21156.9408,19084.1184
p97,class4,35207.9136,67986.0864,79264.656,73267.2864,74037.3696
p98,class3,2752.4448,11866.4352,50197.968,56519.856,54865.3824
p98,class4,192965.0688,259824.672,259914.096,257482.5408,221081.2704
p99,class3,110454.4512,194775.3216,190931.6448,194654.7936,208154.1888
p99,class4,1323.7344,1584.7488,7307.1072,2484.432,1625.184
p100,class3,6066.0576,10338.9696,12987.7344,3707.3376,5713.2864
p101,class4,4539.6288,106321.248,157288.0032,161200.1088,164633.9904
p101,class5,90193.3056,167895.504,194876.4096,200262.3264,138418.7616
p101,class6,1.8144,10.8864,38.6208,18.9216,112.752
p102,class4,39.9168,19.9584,38.88,77.5008,91.2384
p102,class5,10127.9808,44119.9872,39792.6432,36055.2384,36395.0496
p103,class1,10.6272,18.6624,321.1488,23.8464,159.408
p103,class2,353343.2544,447435.9648,437071.0752,383343.84,327895.2576
p104,class2,22488.192,37762.848,40424.3136,38691.3024,18167.328
p105,class2,23685.696,84314.6496,96299.28,95701.3056,77051.6064
p105,class3,160263.6192,203028.5088,205962.6528,205158.3552,198848.9088
p106,class3,782.2656,2067.12,8493.7248,6698.5056,7287.9264
p107,class3,118610.4384,166392.6624,173160.3744,177281.3952,177892.5888
p108,class3,42847.056,52273.3824,51916.9824,47610.8928,45002.5632
p109,class3,47291.2992,104237.28,101339.9424,108280.2816,69107.904
p110,class3,935.4528,137.8944,250.128,268.0128,468.1152
p111,class2,33026.4864,88671.5424,101902.6656,84736.1088,100053.0144
p111,class3,106.7904,26.4384,35.7696,153.7056,441.4176
p112,class2,73994.6016,149486.0832,151802.2944,151274.8224,150781.0464
p112,class3,20029.68,120626.7552,129435.408,110124.4896,85806.6048
p113,class3,23413.7952,52584.6816,55257.552,54810.6912,47314.368
p114,class3,4863.3696,33915.2832,33565.104,16521.9264,6775.2288
p115,class2,4987.5264,2924.5536,5120.7552,4760.4672,4247.2512
p116,class2,1693.3536,1089.1584,1744.6752,2140.4736,1513.728
p116,class3,11659.5936,12849.3216,4816.4544,3237.6672,2124.6624
p117,class2,0.2592,0,0,0,0
p117,class3,3456.432,1635.8112,1672.0992,417.5712,2251.6704
p118,class3,6813.8496,2208.6432,7122.816,10586.2464,8856.6048
p119,class2,2718.7488,9728.8128,7822.656,2346.2784,3140.208
p120,class2,1111.968,2922.48,2357.9424,1245.7152,944.5248
p120,class3,2560.1184,7223.904,6584.4576,3066.336,751.9392
p121,class2,306.8928,806.6304,1045.0944,998.9568,1059.0912
p121,class3,4346.784,6276.2688,5860.2528,11881.4688,1006.2144
p122,class2,35050.32,72334.944,93497.0688,83648.5056,60915.3696
p122,class3,7379.6832,6032.1024,32367.6,40470.9696,35600.0832
p123,class3,19100.448,44767.4688,67379.2992,67856.2272,61961.76
p124,class3,1341.1008,2063.232,4274.9856,5093.5392,3443.2128
p124,class4,383.8752,662.7744,734.0544,829.9584,1109.1168
p125,class3,8295.4368,15215.2992,15301.3536,22067.5104,28427.2416
p126,class2,99.5328,306.8928,498.1824,957.2256,2886.7104
p126,class3,7933.8528,40464.7488,46114.5312,40921.7184,24527.8368
p127,class2,64000.368,131715.072,205727.8176,249640.704,260144.0064
p127,class3,122.3424,130.896,249.8688,396.3168,384.1344
p128,class3,1426.1184,2345.2416,6329.4048,4786.9056,4622.0544
p129,class1,128.0448,749.3472,2039.904,3064.7808,1668.2112
p129,class2,1578.0096,12435.8976,11943.6768,9788.4288,12714.7968
p130,class1,15.2928,12.96,30.3264,1251.1584,1100.5632
p130,class2,9088.3296,22095.504,17406.576,8513.1648,7072.0128
p131,class2,15003.792,19520.352,30776.8896,13463.8848,7474.5504
p131,class3,1152.6624,3404.0736,4079.808,8846.2368,6049.4688
p132,class2,3086.2944,1975.3632,5826.5568,8262.7776,5044.5504
p132,class3,3006.4608,2853.792,2823.7248,5221.8432,2498.4288
p133,class2,21.5136,207.36,3162.24,5920.128,656.5536
p133,class3,1774.4832,4929.2064,4226.5152,3726,1040.688
p134,class1,539.3952,5475.6,35679.6576,67013.0496,56841.0048
p134,class2,106309.3248,157609.4112,156412.1664,175828.8384,92471.9328
p137,class1,81579.0528,209401.7184,238229.6832,235960.9056,188143.4304
p137,class2,3386.1888,3830.4576,2405.376,12785.5584,479.52
p138,class1,205917.0336,276325.6032,290276.784,301219.9488,301034.1024
p138,class2,8299.3248,66505.536,66538.1952,33356.7072,27506.0448
p139,class1,899124.8832,1088426.16,1093562.726,1083142.627,1011859.517
p139,class2,81.1296,113.7888,1291.0752,4193.856,6512.9184
p140,class1,503411.76,561848.6592,569030.5728,564275.5488,553767.3216
p140,class2,239009.0976,333857.376,343041.0912,347366.6208,320424.336
p141,class1,555365.5488,596034.288,643085.3088,541703.376,448197.7536
p141,class2,80.6112,180.4032,1917.3024,5098.464,2180.9088
p142,class1,1465548.163,1523396.16,1314896.198,1074747.658,1212576.221
p142,class2,470238.048,587960.7264,591531.7248,577674.3744,560796.048
p143,class1,362790.0576,371554.9056,817076.6784,1029361.219,1076174.554
p143,class2,68082.768,151225.8336,201202.704,224575.8048,228188.2752
p144,class1,174191.2128,237411.3888,430907.8176,498838.9536,577068.1056
p144,class2,4344.192,6243.8688,9074.8512,6007.9968,3148.5024
p145,class1,1791.072,69073.6896,126602.6112,171039.6,187746.0768
p145,class2,5894.7264,5677.5168,9970.3872,8293.8816,287.712
p146,class2,151130.1888,237368.88,247638.1248,255354.2496,191135.6352
p146,class3,25.4016,132.7104,0,0,0
p147,class2,6783.0048,26877.2256,56646.6048,67051.4112,58273.6032
p148,class1,13.4784,24.1056,33.696,149.5584,646.9632
p148,class2,10684.4832,38174.1984,45177.264,41716.6848,21503.4912
p149,class1,1359.504,9866.448,9701.5968,7431.264,11668.6656
p149,class2,7526.9088,4801.68,21597.3216,15033.3408,14609.5488
p150,class1,20656.4256,16608.4992,22877.2512,9404.8128,9361.7856
p150,class2,6133.7088,2016.8352,10722.3264,13343.616,15978.1248
