region,class,bin,capacity,supply_curve_cost_per_mw
i4247,10,1,31.9302,184874.2167
i4248,10,1,10.692,245013.9336
i4249,10,1,31.8087,233201.2379
i4250,10,1,83.7378,158442.7365
i4251,8,1,34.7247,268507.3187
i4252,10,1,34.2387,294032.2043
i4253,9,1,55.8808,259495.4752
i4254,10,1,12.6846,374540.1562
i4255,7,1,50.0094,247675.2196
i4256,8,1,98.5122,216557.2145
i4257,10,1,38.9286,402329.6807
i4258,10,1,15.8193,292298.1484
i4583,10,1,83.6892,252284.5258
i4584,10,1,101.331,216837.7141
i4585,10,1,28.8927,324011.5712
i4592,10,1,49.2075,126967.9675
i4593,10,1,47.0934,134425.4011
i4598,10,1,84.564,102825.6511
i4599,10,1,50.8599,151345.5126
i4600,10,1,15.9651,266937.2578
i4609,10,1,21.6756,281229.725
i4610,10,1,52.0749,209611.8391
i4611,10,1,85.5603,169911.8008
i4612,10,1,75.4272,181530.9351
i4613,10,1,72.4383,192017.1108
i4614,10,1,162.1539,133792.4882
i4615,9,1,91.9026,108144.6318
i4616,10,1,161.9595,147190.9608
i4617,10,1,79.461,217686.5568
i4618,10,1,68.6232,236145.5437
i4619,10,1,28.2366,271711.8754
i4620,10,1,27.3132,274677.8391
i4621,10,1,40.6782,250188.9893
i4622,10,1,9.8172,287963.8672
i4623,10,1,29.6217,238471.487
i4624,10,1,33.7041,200565.4316
i4625,10,1,82.3527,89138.3028
i4626,10,1,82.134,91117.299
i4627,10,1,34.506,187602.8133
i4628,10,1,35.8911,203137.4385
i4629,10,1,38.4426,218739.7382
i4630,10,1,54.2133,201907.6623
i4631,7,1,11.1294,327564.9922
i4633,10,1,98.6101,220840.009
i4634,10,1,42.7194,324305.4822
i4635,7,1,40.4352,260695.729
i4636,9,1,112.1202,215055.2756
i4637,10,1,103.9311,284307.5186
i4638,10,1,68.4045,334783.3954
i4639,7,1,97.5159,142899.0981
i4640,10,1,56.2545,335655.3883
i4641,10,1,12.7818,247759.7461
i4643,7,1,8.8209,263128.7578
i4962,9,1,31.8087,328512.7887
i4963,9,1,187.6446,158069.2089
i4964,10,1,102.1329,200675.1707
i4965,10,1,28.2852,299093.5702
i4972,10,1,24.9075,216392.7495
i4973,10,1,23.4981,207077.468
i4974,10,1,9.4527,215411.9561
i4976,10,1,7.5816,211324.2938
i4977,10,1,9.5985,220330.1797
i4978,10,1,50.787,114503.1399
i4979,10,1,55.6956,126708.1333
i4989,10,1,53.4114,185769.0949
i4990,10,1,112.2903,97727.2124
i4991,10,1,81.5508,148175.7764
i4992,10,1,118.098,115917.1248
i4993,9,1,111.9501,62419.3174
i4994,10,1,135.4239,127713.8617
i4995,10,1,137.052,132088.5893
i4996,10,1,97.4673,162833.4485
i4997,10,1,151.1703,134459.9639
i4998,10,1,157.7799,146068.3914
i4999,9,1,113.8212,105053.182
i5000,10,1,54.0432,193594.4689
i5001,10,1,41.4801,237414.1054
i5002,10,1,34.1172,197372.3007
i5003,10,1,27.2646,236359.4201
i5004,10,1,70.7616,113503.0175
i5005,10,1,32.4891,192950.6867
i5006,10,1,110.8809,68768.9743
i5007,10,1,153.4788,86796.2871
i5008,10,1,94.4784,118839.5286
i5009,10,1,87.0426,178168.0511
i5010,10,1,27.945,288188.8083
i5011,7,1,64.5894,191186.8596
i5012,9,1,43.4241,235384.2166
i5013,10,1,44.955,242368.1083
i5014,10,1,48.9402,295182.6212
i5015,8,1,29.5002,286861.8353
i5016,9,1,88.6464,188917.0374
i5017,10,1,102.8619,262064.8284
i5018,6,1,83.0331,130911.1277
i5019,6,1,82.8144,104516.9447
i5020,10,1,57.9798,327825.0952
i5021,10,1,17.4717,380319.1094
i5023,6,1,19.7316,250194.8047
i5024,10,1,16.281,298469.7656
i5342,8,1,69.7167,220985.098
i5343,9,1,141.183,152239.2892
i5344,10,1,86.9668,196002.6725
i5345,10,1,23.9586,307781.2274
i5350,10,1,14.4099,234897.8496
i5351,10,1,9.5013,228387.86
i5357,10,1,14.1426,220974.4234
i5358,10,1,66.7764,105554.8893
i5359,10,1,25.1748,195538.861
i5368,9,1,12.8547,239650.1523
i5369,10,1,38.7099,203012.0933
i5370,10,1,149.5422,68559.7276
i5371,10,1,87.1641,116388.2315
i5372,10,1,167.1597,61025.8887
i5373,9,1,203.2209,42420.0151
i5374,10,1,148.4973,92691.4344
i5375,10,1,154.0863,94890.9523
i5376,10,1,81.3564,157386.7018
i5377,10,1,137.9754,120860.2889
i5378,10,1,110.0061,158128.9654
i5379,9,1,163.296,117246.9435
i5380,10,1,58.4415,178288.122
i5381,10,1,46.4616,174367.5398
i5382,10,1,39.4146,175228.4279
i5383,10,1,33.4611,184369.9233
i5384,10,1,7.5816,226394.6699
i5385,9,1,27.4833,219571.0895
i5386,10,1,119.6289,58011.4772
i5387,10,1,105.7779,86543.8088
i5388,10,1,104.2227,127673.7208
i5389,10,1,73.5318,178620.79
i5390,10,1,58.806,211238.9162
i5391,9,1,70.2027,158924.346
i5392,9,1,50.2767,189087.3905
i5393,10,1,11.8341,336006.0625
i5394,10,1,38.0295,305887.084
i5395,9,1,25.3206,272679.2438
i5396,7,1,30.1077,247046.6384
i5397,9,1,74.7225,176349.2956
i5398,8,1,73.5075,150415.5522
i5399,9,1,46.3401,189815.5226
i5400,9,1,162.7857,254774.3646
i5401,10,1,55.7685,365001.8815
i5403,6,1,12.1743,251098.5873
i5404,10,1,103.0077,381310.9256
i5409,1,1,36.4257,278075.3362
i5410,1,1,215.6868,226833.908
i5411,6,1,136.0071,242321.5656
i5412,4,1,75.6702,308839.4697
i5413,4,1,44.0802,158679.5235
i5414,2,1,8.5293,236142.8867
i5722,8,1,32.7807,275509.2831
i5723,9,1,132.192,132842.6568
i5724,10,1,96.245,159590.0344
i5725,10,1,52.731,207939.3261
i5726,10,1,24.9318,269606.2742
i5727,10,1,6.318,255347.6758
i5728,10,1,7.9947,232162.5566
i5729,10,1,21.0924,223293.917
i5730,10,1,32.1003,191565.2549
i5731,10,1,23.9598,225090.3385
i5732,9,1,45.5625,134292.3717
i5738,10,1,123.4197,45977.2553
i5739,10,1,20.169,237321.0154
i5745,10,1,10.8378,263267.2642
i5748,10,1,7.3872,224861.6309
i5749,10,1,16.5969,243878.2617
i5750,10,1,106.2396,74020.3153
i5751,10,1,101.6712,76226.449
i5752,10,1,224.1189,22209.6315
i5753,10,1,152.8227,58658.4747
i5754,10,1,144.7308,69927.501
i5755,10,1,130.7826,84118.3766
i5756,10,1,127.2348,92847.9015
i5757,10,1,126.603,85695.4574
i5758,10,1,102.3759,146962.9385
i5759,9,1,113.5782,114266.0626
i5760,10,1,69.255,164239.3838
i5761,10,1,28.0179,232466.0289
i5762,10,1,18.954,233360.2656
i5763,10,1,31.2741,187915.8988
i5764,10,1,38.5155,168524.4737
i5765,9,1,53.946,126718.3196
i5766,10,1,70.5429,101527.5175
i5767,10,1,43.0596,171693.5396
i5768,10,1,105.8022,108758.4191
i5769,10,1,93.312,143321.7335
i5770,8,1,47.8467,163431.7115
i5771,10,1,62.3781,200001.6695
i5772,7,1,93.0204,84959.5142
i5773,7,1,23.328,252437.1163
i5774,10,1,45.5139,255091.022
i5775,10,1,38.8314,285291.9891
i5776,7,1,26.0253,240261.1878
i5777,10,1,116.883,209006.6249
i5778,8,1,110.322,111988.3652
i5779,7,1,67.7727,144239.5788
i5780,7,1,170.2458,56043.7046
i5781,10,1,71.1504,333676.4195
i5782,9,1,27.7992,200679.2084
i5783,6,1,40.5567,174720.2654
i5784,10,1,46.17,277894.093
i5785,10,1,24.2028,306034.169
i5789,1,1,11.5911,327966.0572
i5790,1,1,214.2045,173829.4922
i5791,1,1,265.7691,156598.221
i5792,1,1,251.3106,208092.4
i5793,2,1,316.6776,289888.0076
i5794,4,1,231.5304,404366.8816
i5795,5,1,256.3164,442769.4052
i5796,4,1,182.1771,105200.0037
i5797,2,1,114.2343,97194.4296
i5798,5,1,53.1441,216944.885
i5799,5,1,22.1373,234132.7689
i6102,8,1,27.1674,270637.6269
i6103,9,1,71.8534,161066.2385
i6104,10,1,66.5781,166042.8865
i6105,10,1,133.0668,113235.979
i6106,10,1,88.0241,139342.7337
i6107,10,1,15.7464,253957.2266
i6108,10,1,35.9883,175120.8567
i6109,10,1,26.244,195215.5062
i6110,10,1,20.169,232117.41
i6111,10,1,33.6555,171284.515
i6112,9,1,6.1236,214023.3125
i6116,9,1,6.7311,216386.7994
i6117,10,1,36.8874,162113.0267
i6118,10,1,90.4689,92349.857
i6119,10,1,14.7258,242407.4648
i6122,9,1,7.2414,214976.9678
i6124,7,1,12.4902,227891.373
i6125,10,1,11.8827,241514.6816
i6126,7,1,15.6492,259814.6953
i6127,10,1,14.1912,255063.9805
i6128,10,1,14.6043,246158.8125
i6129,10,1,67.4082,115332.4878
i6130,10,1,164.8026,15415.3124
i6131,10,1,199.8189,9467.3765
i6132,10,1,214.569,14503.5522
i6133,10,1,208.494,14805.5104
i6134,10,1,177.2199,32393.8169
i6135,10,1,122.3991,64186.7579
i6136,10,1,187.5717,40962.452
i6137,10,1,76.1805,138038.0617
i6138,10,1,123.444,118694.8227
i6139,10,1,67.1166,196608.7431
i6140,10,1,64.2978,176122.7087
i6141,10,1,78.7077,137082.9142
i6142,9,1,66.0231,131547.1225
i6143,10,1,40.4352,162472.7876
i6144,10,1,45.8784,153186.4868
i6145,10,1,74.2608,100437.6732
i6146,10,1,29.3301,185723.6943
i6147,10,1,51.6375,130519.0268
i6148,10,1,91.2708,110003.0794
i6149,10,1,59.2191,157853.5514
i6150,7,1,28.7712,203795.32
i6151,10,1,12.1743,245058.6029
i6152,10,1,93.4092,160451.2474
i6153,9,1,25.4907,240309.5757
i6154,10,1,32.7078,239333.6823
i6155,10,1,23.4009,264500.2876
i6156,8,1,23.2308,228317.368
i6157,10,1,80.5059,223377.6666
i6158,9,1,134.379,197008.2755
i6159,10,1,24.6402,259574.5665
i6160,9,1,139.9437,229114.8145
i6161,10,1,139.0932,249014.1973
i6162,10,1,66.825,208833.1078
i6163,9,1,53.7759,191886.1625
i6164,6,1,28.4553,236011.287
i6165,10,1,55.7442,339650.1149
i6170,1,1,178.6779,162186.6655
i6171,1,1,278.6481,140567.6281
i6172,1,1,315.657,188067.1007
i6173,2,1,320.8815,271700.6767
i6174,4,1,305.0379,379941.0779
i6175,4,1,327.2967,396584.9707
i6176,5,1,273.9096,463216.0271
i6177,4,1,225.2853,145856.7909
i6178,2,1,243.5103,122768.0634
i6179,5,1,260.982,543483.832
i6180,7,1,234.1305,580667.6868
i6181,5,1,144.7065,108422.6311
i6182,1,1,136.5903,65843.0585
i6183,6,1,95.9607,212475.4371
i6184,3,1,59.0004,183655.3679
i6185,3,1,37.5921,234522.6591
i6437,7,1,5.5161,368971.401
i6438,8,1,75.2085,931786.318
i6439,9,1,6.8526,1013682.2291
i6442,8,1,7.776,1022579.5625
i6443,7,1,37.6893,903167.8898
i6444,7,1,70.2027,920421.8304
i6445,7,1,38.9529,979521.1299
i6482,8,1,30.6666,237388.7949
i6483,8,1,76.6179,130586.8429
i6484,9,1,157.0205,64580.607
i6485,10,1,147.8169,79945.5273
i6486,10,1,83.5976,141353.4632
i6487,10,1,46.6108,167380.9783
i6488,10,1,44.9715,150720.719
i6489,10,1,6.2937,221658.9273
i6490,10,1,25.5636,206414.4304
i6491,10,1,7.1442,229000.6699
i6496,8,1,45.7083,133758.6035
i6497,8,1,34.7733,164225.9521
i6498,10,1,30.6909,191087.1827
i6504,9,1,34.1415,194637.6104
i6505,9,1,26.244,202962.9285
i6506,7,1,24.6402,220736.922
i6507,10,1,95.3532,87584.0772
i6508,10,1,50.5683,131886.6
i6509,10,1,45.0279,129514.6598
i6510,9,1,186.138,19386.5419
i6511,10,1,198.3123,29642.815
i6512,10,1,245.8674,29142.1735
i6513,10,1,206.1126,34699.8254
i6514,10,1,119.556,58121.0836
i6515,10,1,69.4494,88442.699
i6516,10,1,131.0256,55269.7382
i6517,10,1,75.9132,130271.6059
i6518,10,1,125.2179,107909.3808
i6519,10,1,73.7505,172855.3837
i6520,10,1,69.984,171714.1986
i6521,10,1,106.7742,109646.5376
i6522,10,1,110.0061,83076.7311
i6523,10,1,51.7833,123796.1589
i6524,10,1,76.1076,107763.6414
i6525,10,1,91.9512,87898.7364
i6526,10,1,51.03,118240.3337
i6527,10,1,31.2984,194294.6753
i6528,10,1,46.3158,143280.3008
i6529,10,1,84.2238,114264.5713
i6530,9,1,21.8457,215461.2145
i6532,10,1,65.4156,164449.5632
i6533,7,1,19.8774,254265.0078
i6534,9,1,23.2551,260375.5582
i6535,10,1,20.7765,243515.3283
i6536,10,1,10.9107,278142.5312
i6537,10,1,75.1842,325212.6192
i6538,10,1,110.6622,199804.2934
i6539,10,1,106.8714,225854.1052
i6540,8,1,136.323,95915.5357
i6541,8,1,156.1275,95273.0822
i6542,10,1,136.7604,277604.9444
i6543,10,1,83.9079,413783.8857
i6544,6,1,37.4463,179784.6588
i6545,8,1,19.7559,247140.5273
i6550,1,1,98.7066,110662.1523
i6551,1,1,268.1262,159126.7112
i6552,1,1,316.872,220297.1126
i6553,5,1,365.3019,370315.2279
i6554,4,1,326.4705,359553.744
i6555,5,1,367.3431,422537.1353
i6556,6,1,256.7538,463800.3563
i6557,3,1,219.3075,108028.4091
i6558,1,1,335.2428,13609.4886
i6559,5,1,222.7581,546680.7694
i6560,7,1,242.4168,567353.6693
i6561,7,1,209.4903,580943.7616
i6562,5,1,178.2405,579967.7713
i6563,4,1,187.2558,582234.8888
i6564,1,1,193.185,91040.5509
i6565,4,1,200.1348,590485.5373
i6566,5,1,214.2531,593812.6394
i6567,6,1,209.2959,600661.4846
i6568,7,1,168.6906,620619.1852
i6569,7,1,145.1682,639351.2401
i6570,7,1,100.9179,441037.7376
i6571,7,1,69.4494,243351.0052
i6572,7,1,20.412,258892.3402
i6817,6,1,76.4235,210528.6239
i6818,7,1,163.8063,719161.4443
i6819,6,1,51.03,840413.49
i6821,7,1,7.5087,275900.315
i6822,7,1,48.4056,833035.9928
i6823,7,1,55.404,127273.2622
i6824,7,1,66.9951,202248.3664
i6825,7,1,119.3616,68360.5931
i6826,7,1,36.0126,174171.1078
i6827,7,1,7.4601,329718.5625
i6863,8,1,105.9723,76962.1695
i6864,9,1,188.0801,28408.3716
i6865,9,1,179.577,50015.2681
i6866,10,1,62.5895,138241.2329
i6867,9,1,77.0796,118714.2604
i6868,9,1,42.3549,149393.7675
i6876,10,1,60.2749,114902.9695
i6877,9,1,75.4578,88999.4311
i6885,9,1,24.8589,229047.9003
i6886,7,1,11.3238,235004.0996
i6887,10,1,35.7453,179883.3171
i6888,10,1,132.7023,51778.2756
i6889,9,1,184.1177,27520.2939
i6890,9,1,202.6788,35765.9836
i6891,9,1,225.983,47178.6864
i6892,9,1,248.2974,37173.2447
i6893,9,1,220.158,18831.726
i6894,10,1,116.6886,70125.0254
i6895,9,1,182.2014,28807.2737
i6896,9,1,150.9273,36468.4257
i6897,10,1,100.3833,88868.21
i6898,10,1,121.257,91872.7165
i6899,10,1,92.4858,133614.4127
i6900,10,1,60.7986,157421.0304
i6901,10,1,121.3785,89011.4051
i6902,10,1,119.2401,66314.1017
i6903,10,1,46.5588,147190.2526
i6904,10,1,63.7146,118686.7978
i6905,10,1,51.6618,135343.4023
i6906,10,1,48.427,131604.4675
i6907,10,1,43.3998,143714.2416
i6908,10,1,49.2561,116626.2606
i6909,10,1,51.9534,126268.271
i6910,9,1,37.179,166130.3506
i6911,10,1,25.1748,223890.1384
i6912,10,1,5.7591,255291.0
i6913,8,1,10.0602,245541.2721
i6914,9,1,25.1991,248549.0824
i6916,10,1,36.0855,369570.6108
i6917,10,1,70.0326,309986.3696
i6918,10,1,40.2165,283664.4033
i6919,10,1,133.4556,179202.3731
i6920,10,1,134.8164,221321.7731
i6921,8,1,81.2592,150883.7427
i6922,10,1,114.3072,287279.0772
i6923,10,1,101.1366,449604.774
i6924,8,1,53.0469,126663.384
i6925,9,1,58.4172,133852.3746
i6926,10,1,9.9387,251135.043
i6930,1,1,105.5835,104867.4347
i6931,1,1,273.4722,153882.6541
i6932,3,1,223.9002,363050.8102
i6933,5,1,242.6112,386793.54
i6934,6,1,255.393,411294.793
i6935,6,1,185.0931,273006.3929
i6936,6,1,164.6325,345151.4887
i6937,5,1,196.9272,351398.7492
i6938,7,1,247.2039,507973.9489
i6939,6,1,142.5924,208033.8734
i6940,7,1,186.7455,561685.325
i6941,8,1,284.553,544342.0155
i6942,7,1,297.5049,542939.1425
i6943,5,1,252.3555,550759.2242
i6944,1,1,184.0725,94646.7891
i6945,3,1,200.0619,163796.7538
i6946,5,1,218.8215,567508.0528
i6947,6,1,212.4549,574828.4687
i6948,6,1,228.3471,580311.4334
i6949,7,1,258.309,584983.509
i6950,7,1,240.57,596511.32
i6951,6,1,257.1669,571478.2182
i6952,6,1,133.9659,586778.2623
i6953,7,1,227.5695,531006.3883
i6954,7,1,224.9937,509658.3912
i6955,7,1,211.7502,490261.254
i6956,8,1,154.4508,487664.5651
i6957,6,1,107.2116,173000.6349
i6958,5,1,54.7965,157490.4486
i6959,5,1,36.1098,202792.5337
i7197,8,1,105.8508,855105.3676
i7198,8,1,202.2246,800361.2796
i7199,7,1,153.5031,805397.6216
i7200,8,1,72.9243,873583.1019
i7201,6,1,128.8629,68464.8836
i7202,7,1,79.0236,148352.4865
i7203,7,1,71.3448,867737.6659
i7204,7,1,72.7299,155461.6836
i7205,7,1,65.2455,155658.4179
i7206,7,1,18.9297,262336.5195
i7207,7,1,17.01,227761.5742
i7243,8,1,23.3939,214409.2515
i7244,9,1,67.2867,101677.2185
i7245,9,1,74.0907,106287.7154
i7246,10,1,62.9127,111701.023
i7247,9,1,75.5973,113227.5472
i7248,8,1,110.6865,68142.0522
i7249,8,1,6.9741,221502.6582
i7256,10,1,43.7643,135782.1843
i7257,9,1,75.8889,99386.5419
i7258,8,1,28.188,209706.4671
i7259,6,1,11.4453,225979.3164
i7264,10,1,9.5013,270488.6939
i7265,10,1,18.1278,245190.0416
i7266,9,1,7.9461,221850.5162
i7267,9,1,35.2836,175086.278
i7268,9,1,162.2584,42188.6056
i7269,9,1,195.3635,44986.7473
i7270,9,1,239.9625,52468.607
i7271,9,1,257.7258,38271.276
i7272,9,1,194.0112,30033.5638
i7273,9,1,189.0297,24426.9728
i7274,9,1,194.157,16843.0866
i7275,9,1,202.419,36373.4627
i7276,9,1,197.559,30984.7837
i7277,9,1,196.8057,16499.4441
i7278,9,1,121.5486,72860.5958
i7279,10,1,96.0579,109060.8357
i7280,10,1,71.199,137261.3014
i7281,10,1,140.7942,57293.1226
i7282,10,1,150.7329,33750.7421
i7283,9,1,54.6993,131965.2335
i7285,10,1,15.5277,225286.8291
i7286,9,1,84.7805,100328.5577
i7287,10,1,104.9517,87959.2366
i7288,9,1,67.6026,114811.7421
i7289,10,1,120.3579,74660.6285
i7290,9,1,23.0607,234846.2765
i7291,10,1,9.0882,233803.5977
i7292,10,1,10.6677,229353.4023
i7293,10,1,15.552,232260.6895
i7296,10,1,52.1964,190690.5518
i7297,10,1,108.5724,157761.3679
i7298,10,1,47.628,252171.3507
i7299,10,1,127.4778,195662.3613
i7300,10,1,153.6003,203994.3954
i7301,7,1,137.9511,111430.7164
i7302,8,1,91.1007,116472.5565
i7303,10,1,67.0194,355981.0027
i7304,10,1,17.3988,213101.4836
i7305,8,1,56.4975,110182.5962
i7306,10,1,27.0459,213739.696
i7310,1,1,63.909,161886.6517
i7311,1,1,218.4327,157424.7177
i7312,1,1,179.6742,193474.4811
i7313,1,1,279.1341,201545.7891
i7314,3,1,307.4193,331054.8892
i7315,3,1,238.1157,147806.5819
i7316,5,1,124.2459,43118.6078
i7317,4,1,129.0369,423882.1132
i7318,7,1,282.6819,492069.7956
i7319,6,1,161.9595,482738.7108
i7320,6,1,243.7047,524585.4334
i7321,7,1,319.8852,513157.7952
i7322,8,1,321.0516,513382.3941
i7323,6,1,245.3085,525464.4522
i7324,6,1,289.4859,522553.4246
i7325,5,1,207.1575,537978.7512
i7326,5,1,235.6614,539589.4689
i7327,6,1,226.0629,547674.8517
i7328,6,1,227.5695,555467.5758
i7329,7,1,239.8653,562957.449
i7330,7,1,190.8279,581760.2072
i7331,6,1,240.8373,560846.646
i7332,6,1,158.8248,558451.1478
i7333,7,1,238.8447,515401.2922
i7334,7,1,293.787,485679.5745
i7335,7,1,238.2129,471348.7516
i7336,7,1,252.8901,447954.7506
i7337,4,1,306.4473,419823.1298
i7338,3,1,267.3972,404869.1884
i7339,5,1,267.1056,385394.8044
i7340,5,1,248.346,369334.3648
i7341,5,1,232.6239,353895.9939
i7342,5,1,208.8099,340572.1674
i7343,6,1,141.2073,351167.5206
i7344,6,1,51.759,280013.6457
i7345,7,1,96.5196,359632.0401
i7346,7,1,54.3348,294444.112
i7347,7,1,28.917,317652.5504
i7577,6,1,156.4191,684696.5101
i7578,7,1,175.5918,245033.5995
i7579,7,1,156.0303,783693.2833
i7580,7,1,173.745,772945.195
i7581,4,1,162.0081,70065.5047
i7582,6,1,145.1682,72004.9393
i7583,7,1,84.4425,174210.7431
i7584,7,1,120.2364,109349.2485
i7585,7,1,82.9845,118624.926
i7586,7,1,9.6228,257684.457
i7588,8,1,7.6788,969702.1875
i7622,8,1,64.2006,145748.9823
i7623,8,1,86.2893,104014.4164
i7624,9,1,73.386,115378.9118
i7625,9,1,62.5482,120484.3851
i7626,9,1,68.3802,99339.0111
