,phsclass1,phsclass2,phsclass3,phsclass4,phsclass5,phsclass6,phsclass7,phsclass8,phsclass9,phsclass10,phsclass11,phsclass12,phsclass13,phsclass14,phsclass15
p94,1053.657081,1136.982024,1216.368567,1287.069279,1367.873512,1439.200392,1491.073884,1547.873946,1609.690854,1728.874081,1811.149629,1870.454302,1955.612751,2099.346637,2456.850473
p95,1071.674701,1126.028209,1198.877589,1350.412828,1395.370271,1427.245096,1494.762994,1624.415885,1693.887327,1743.1696,1909.304311,2025.920722,2062.116395,2223.551175,2565.95374
p97,1043.142734,1216.55589,1326.699628,1407.844096,1484.096778,1542.575382,1583.939139,1659.876118,1685.804776,1747.856777,1860.140185,1969.698774,2075.811581,2212.655645,2541.572342
p99,944.3228711,1232.638577,1249.063713,1339.715282,1357.08096,1446.36326,1588.436445,1635.405774,1677.132011,1725.311309,1801.03515,2001.726295,2071.320405,2293.274881,2679.384399
p100,1423.507794,0,0,0,1439.879322,0,0,0,1528.122533,0,2132.847183,0,0,2200.103076,2371.974084
p109,1160.267321,0,0,0,0,0,0,0,1497.51513,0,0,0,0,0,2504.452652
p110,1285.139551,0,0,1501.267594,0,0,0,1949.015604,0,0,2002.846942,0,2118.972012,0,2361.249568
p115,1424.700763,1643.581071,1645.141483,0,1686.45867,1717.642394,2084.592709,2090.9905,2094.426445,2151.924887,2195.575621,2419.702578,2536.305271,2693.43491,3067.037751
p116,1075.466818,1255.087476,1331.928836,1378.026542,1419.788163,1450.209436,1502.684466,1544.420446,1626.865169,1709.207916,1783.580173,1836.992139,2044.642993,2266.228319,2750.086165
p117,1597.248672,0,0,0,0,1921.462189,0,0,2309.946524,0,0,2429.558865,0,0,2594.526011
p118,1015.31801,1115.669889,1178.805061,1298.675012,1353.217288,1438.976495,1487.112033,1552.084459,1631.929199,1678.325884,1798.996663,1886.156371,2049.215834,2225.603672,2748.225547
p119,1477.285207,0,1563.19245,1852.615993,0,1855.941019,1948.745257,1965.652299,0,2021.011935,2240.086623,2461.991876,2569.609761,2723.356497,2742.865302
p120,1254.820326,1423.077801,0,0,1468.162744,0,1722.323369,1722.421247,0,1829.535798,1860.409484,1928.558292,1952.785967,1984.957259,2548.662822
p121,1030.321425,1094.828257,1239.062364,1240.529107,1287.998888,1337.121922,1431.240364,1461.438734,1475.646867,1514.733136,1604.314487,1751.523295,1894.7283,2134.104401,2601.684854
p122,1197.223186,1322.231926,1442.980797,1521.447408,1593.755011,1650.577758,1699.820967,1750.697919,1797.13918,1903.636573,1973.982643,2090.485123,2218.889508,2417.926399,2928.204842
p127,1307.512665,1411.04339,1446.751309,1456.344338,1627.907017,1674.25924,1695.522709,1775.734208,1807.701248,1840.291061,1899.803967,1984.29019,2065.918123,2146.406713,2277.045823
p129,1755.367932,0,1868.015717,0,1879.051986,1896.904871,0,0,1960.508088,0,2113.445063,0,2200.710872,2230.20909,2952.403092
p130,1060.773934,1145.579763,1429.086156,1765.57577,1875.856914,1928.093785,1994.473465,2069.822821,2134.124477,2181.676723,2256.237404,2314.39671,2390.499855,2778.271515,3011.377895
p134,1301.404679,1534.692768,1572.994632,1699.375641,1747.51432,1814.247192,1869.307532,2057.621435,2077.484662,2092.282375,2178.895975,2216.725586,2319.198831,2828.454451,3666.142177
