j,var,bioclass1,bioclass2,bioclass3,bioclass4,bioclass5
p68,cost,2.21682984,3.875738414,4.573076518,9.168523499,14.3734487
p69,cap,194.6664634,269.3618126,12060.64517,30778.7343,8172.5696
p69,cost,2.220225244,2.852067954,4.086141979,4.716436998,6.274200271
p70,cap,991.3219411,22191.06788,90901.9804,4608.5916,3620.2246
p70,cost,2.244435043,4.020036869,4.723894801,5.861832799,7.426059532
p71,cap,203.9303,831.5552619,1362.962597,2351.6417,284.7886
p71,cost,1.526404855,2.287386899,3.144722323,4.924686358,8.957937221
p72,cap,377.014,4840.646461,4724.317351,2880.3952,2122.5073
p72,cost,1.526404855,2.548595385,3.71797589,5.292470561,7.399671935
p73,cap,1721.526375,2202.472565,726.6088,674.0765,426.7113
p73,cost,2.217151653,3.0076598,4.283686352,7.138482057,11.18973461
p74,cap,2346.89945,5180.989872,6042.5062,7072.4399,23179.5062
p74,cost,2.236425959,3.137389902,7.647018351,11.26275426,14.50196436
p75,cap,3624.188092,8841.517349,6783.0732,11096.2075,32241.5518
p75,cost,2.175425912,3.187355861,6.928256104,10.59461055,14.36706056
p76,cap,5050.086116,9824.7944,9263.9544,10935.1197,24620.7279
p76,cost,2.653624506,4.506361945,7.452771853,10.35665835,14.4894056
p77,cap,1403.298675,6966.110246,5972.703,7495.7238,18461.6901
p77,cost,2.222311724,3.803202674,5.628272911,9.809262476,14.16336462
p78,cap,674.710481,5256.3888,4207.7972,1693.1356,2791.6173
p78,cost,2.672825773,4.149045196,5.302918663,10.14227768,13.8575822
p79,cap,604.4634675,3965.2134,3137.6035,2080.4318,5300.4741
p79,cost,2.640851368,4.899345922,7.259955568,10.334609,14.35052959
p80,cap,1517.584381,1163.816677,22119.12,25265.7528,459.4048
p80,cost,2.224540993,2.924296736,4.228482281,5.002606679,6.495692252
p81,cap,3751.637948,4121.187937,57726.268,23587.5712,1931.6454
p81,cost,2.179024609,3.031384928,4.38928581,5.375534057,9.984878488
p82,cap,260.5439119,11.07505523,86.67921987,12521.7095,14575.524
p82,cost,2.220225244,2.431337466,3.553651348,4.091519692,4.670175151
p83,cap,1266.746268,839.2364575,33051.9841,4018.2808,5765.228
p83,cost,2.188395614,3.152732978,4.374433543,5.720086983,6.699899553
p84,cap,421.5702,5817.202228,3628.779263,4002.9349,1694.1814
p84,cost,1.526404855,2.552455585,3.685606764,5.825066028,10.88260655
p85,cap,20332.24057,62416.37207,25910.4211,38492.9935,25172.5393
p85,cost,2.290371119,3.117731777,5.67339728,8.613695321,12.59238897
p86,cap,3659.577516,9766.095596,6131.424,7439.1717,9925.7504
p86,cost,2.234800695,3.006223642,6.51106526,9.333122907,13.77223888
p87,cap,20090.93412,39175.44573,41420.1472,42717.3999,37079.3269
p87,cost,2.204969727,3.317053626,6.864820106,9.702808284,13.23791473
p88,cap,7337.662527,15492.05222,14333.3113,12761.9239,14057.4811
p88,cost,2.202700888,3.665903018,7.347765844,10.37808842,13.0895987
p89,cap,11120.15622,17222.79848,36499.3533,37437.4902,34025.5135
p89,cost,2.218574153,3.715407203,7.485956106,10.44396277,13.70601904
p90,cap,14980.74014,25413.14922,47438.7402,43910.1351,55923.1721
p90,cost,2.22105991,3.774483652,7.366762425,10.2155013,13.57495639
p91,cap,3403.059885,8124.101762,6396.6346,10957.3978,6539.4792
p91,cost,2.291954804,3.410841009,7.033029118,9.691761506,12.21952978
p92,cap,3341.715,31207.99746,23256.4071,26029.0362,18908.9658
p92,cost,1.526404855,2.654737348,5.775623867,8.232437446,11.73224245
p93,cap,4207.302813,4485.367282,5684.5021,3643.8683,1922.7714
p93,cost,2.178547493,3.171280611,5.341054215,6.773792483,10.27398348
p94,cap,23969.22886,78099.65255,79921.6759,74631.635,80019.5078
p94,cost,2.220659059,3.832433452,6.982169797,9.513639678,12.71742728
p95,cap,2969.42528,7363.478888,10592.6759,10345.6069,8116.0832
p95,cost,2.222214993,3.592719179,7.318068242,10.47906688,13.6783701
p96,cap,9118.239637,20795.37232,42862.1232,30459.3038,32248.4066
p96,cost,2.224773479,3.163157164,6.617159059,9.789245912,13.22692729
p97,cap,7133.57259,17612.10639,17149.5825,16713.7161,22804.2059
p97,cost,2.20557013,3.350967169,6.389903952,8.964574874,12.17496017
p98,cap,11520.27502,38140.0914,32039.0975,29749.832,24265.992
p98,cost,2.225231664,3.520577762,6.537438999,8.983375368,12.55447414
p99,cap,10406.06428,25087.552,20404.1064,27379.7849,24915.4843
p99,cost,2.218258597,3.279794802,6.205091986,8.655076052,11.9055551
p100,cap,546.1943191,734.3524877,1491.451,812.2938,1007.6556
p100,cost,2.222912123,3.161377121,6.653118004,8.834939033,12.85526464
p101,cap,14608.46469,25622.79219,35482.0691,19507.0471,22398.059
p101,cost,2.307381623,3.071017173,6.297312676,8.77516087,12.25890913
p102,cap,614.500319,1333.154083,2625.019119,200.5029,294.7564
p102,cost,2.220225244,2.447470366,3.247747072,11.42372305,13.1519302
p103,cap,12891.00804,40755.1392,34541.8446,28735.3216,66416.1572
p103,cost,2.659074729,4.554920764,7.120283941,10.36094631,14.38003802
p104,cap,1436.429886,2261.7313,4199.5427,3252.6026,6099.0583
p104,cost,2.658207111,4.246001813,6.086417647,9.154042489,14.34541398
p105,cap,1135.66443,1818.193359,46669.1564,14544.8555,1920.3058
p105,cost,2.22993626,3.099354479,4.341352624,5.501948816,7.92342303
p107,cap,2651.163787,4896.523181,18149.6115,6526.4736,1598.8821
p107,cost,2.175632831,3.06340664,4.448068875,5.880003621,11.7121046
p108,cap,2016.87594,1921.509645,7225.4696,2988.0404,786.5883
p108,cost,2.199581313,3.000366962,4.824492086,6.517685169,10.06840707
p109,cap,658.0608,13975.09533,2402.2357,2045.6835,1792.5302
p109,cost,1.526404855,2.550596901,4.332445313,6.634960638,9.878781847
p110,cap,116.5316,3516.349862,474.5370631,329.0304,308.466
p110,cost,1.526404855,2.588979113,3.856051013,7.098649851,8.823082609
p111,cap,1046.221902,10895.10243,8339.5353,3311.6846,2894.4393
p111,cost,2.215377774,4.02153955,5.38085272,7.714372136,12.86866344
p112,cap,3865.718405,32286.35386,24878.8856,11479.8712,10235.9301
p112,cost,2.157850867,3.9497759,4.786015833,6.221574446,13.29184696
p113,cap,264.6593978,3483.775153,7351.988,1287.9474,1257.8558
p113,cost,2.234259726,4.03880007,4.785118256,6.149633595,12.70126131
p114,cap,208.106658,856.2992213,1518.9128,802.0116,992.2323
p114,cost,2.231982256,4.16670381,6.153017277,8.60544835,13.83183071
p115,cap,1162.443991,2362.956468,4194.9351,2491.7198,2945.8503
p115,cost,2.104938558,3.514749949,6.436600151,9.88469779,14.09549195
p116,cap,2051.2989,10609.85334,10913.3585,7105.0002,10846.0073
p116,cost,1.526404855,2.546090353,5.593335086,9.935253598,14.16634555
p117,cap,2267.44911,3383.717902,1852.5097,1280.1339,2172.9716
p117,cost,2.222221288,3.158962114,5.874816634,9.984140409,13.91230258
p118,cap,604.9361,9938.967139,4964.6373,2774.4803,4474.4707
p118,cost,1.526404855,2.65078103,5.857611935,9.544551533,12.51565885
p119,cap,678.6252,2609.300767,2270.5286,1264.7106,2426.5992
p119,cost,1.526404855,2.656826068,5.222841236,9.209196475,14.36404199
p120,cap,150.8056,859.5961815,648.8093,302.7174,377.014
p120,cost,1.526404855,2.650296289,4.6040103,7.138303249,14.55761325
p121,cap,293.0427,1016.861093,1100.7909,292.1905,1886.7837
p121,cost,1.526404855,2.660170882,4.596935803,6.392812224,14.54073607
p122,cap,8782.181428,12449.68299,14489.8965,10532.4002,17688.8114
p122,cost,2.080094291,3.100143707,5.666499378,9.486148067,14.17864513
p123,cap,1098.479309,4222.745333,6582.8081,3600.1302,2707.646
p123,cost,2.23108973,3.600418642,5.048764356,8.477494592,13.19839595
p124,cap,117.3167427,686.8041937,1054.4757,741.1315,460.9853
p124,cost,2.245596089,3.799886697,5.853465187,8.25253818,13.13564489
p125,cap,647.2597583,1380.064,1793.9028,1012.7967,2483.1513
p125,cost,2.692636027,4.236262231,6.28421211,10.81256268,14.23399581
p126,cap,23.9918,510.6958437,420.1855287,153.6255,130.2412
p126,cost,1.526404855,2.264861241,3.801985328,8.501951173,13.60435715
p127,cap,3917.531466,15593.23816,13117.4702,11349.8351,26115.0743
p127,cost,2.189834545,3.305332886,6.240752718,9.046755789,13.93212648
p128,cap,83.43093045,175.2669324,1026.5063,411.288,1436.0806
p128,cost,2.355839187,3.487217909,6.466545018,11.0346351,14.14267584
p129,cap,3787.129926,3523.074559,3717.0153,4303.1007,9557.3049
p129,cost,2.222318877,3.38049538,7.369978326,10.00836601,14.33054475
p130,cap,1947.812404,4708.72935,5057.1287,4058.0416,13078.9584
p130,cost,2.18020903,3.453777686,8.038347689,10.42740552,14.17026325
p131,cap,1024.428951,1060.415855,260.4824,241.6317,212.4988
p131,cost,2.232157436,3.179215738,6.871560612,10.0097123,14.11588771
p132,cap,66.8343,602.9276809,414.5714645,87.3987,80.5439
p132,cost,1.526404855,2.233923749,3.730721721,9.212846415,13.85278836
p133,cap,6.8548,165.0404366,102.822,34.274,32.5603
p133,cost,1.526404855,2.322691356,4.417323141,9.262502188,13.83258754
p134,cap,7096.734641,22218.42311,31081.3769,34592.7482,162271.9667
p134,cost,2.150165101,3.136378639,8.624473956,11.17967166,14.42903438
p137,cap,2448.106,10199.736,3490.807,1926.199,1991.319
p137,cost,2.23,3.46,5.36,8.24,13.14
p138,cap,2067.236,3167.018,11046.75,4741.069,1023.079
p138,cost,2.23,3.46,5.36,8.24,13.14
p139,cap,4896.212,20399.472,6981.614,3852.398,3982.639
p139,cost,2.23,3.46,5.36,8.24,13.14
p140,cap,311.356,16625.464,17550.913,3250.714,1064.208
p140,cost,2.23,3.46,5.36,8.24,13.14
p141,cap,622.711,33250.929,35101.827,6501.428,2128.415
p141,cost,2.23,3.46,5.36,8.24,13.14
p142,cap,130.77,340.736,5886.024,7342.047,3096.449
p142,cost,2.23,3.46,5.36,8.24,13.14
p143,cap,2325.559,6690.495,10281.231,9166.581,44319.709
p143,cost,2.23,3.46,5.36,8.24,13.14
p144,cap,2346.899,5180.99,6042.506,7072.44,23179.506
p144,cost,2.23,3.46,5.36,8.24,13.14
p145,cap,12891.008,40755.139,34541.845,28735.322,66416.157
p145,cost,2.23,3.46,5.36,8.24,13.14
p146,cap,3222.752,10188.785,8635.461,7183.83,16604.039
p146,cost,2.23,3.46,5.36,8.24,13.14
p147,cap,1305.844,5197.746,4372.49,3783.278,8705.025
p147,cost,2.23,3.46,5.36,8.24,13.14
p148,cap,1305.844,5197.746,4372.49,3783.278,8705.025
p148,cost,2.23,3.46,5.36,8.24,13.14
p149,cap,1305.844,5197.746,4372.49,3783.278,8705.025
p149,cost,2.23,3.46,5.36,8.24,13.14
p150,cap,3787.13,3523.075,3717.015,4303.101,9557.305
p150,cost,2.23,3.46,5.36,8.24,13.14
p151,cap,189356.496,176153.728,185850.765,215155.035,477865.245
p151,cost,2.23,3.46,5.36,8.24,13.14
p152,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p152,cost,2.23,3.46,5.36,8.24,13.14
p153,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p153,cost,2.23,3.46,5.36,8.24,13.14
p154,cost,2.23,3.46,5.36,8.24,13.14
p155,cost,2.23,3.46,5.36,8.24,13.14
p156,cost,2.23,3.46,5.36,8.24,13.14
p157,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p157,cost,2.23,3.46,5.36,8.24,13.14
p158,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p158,cost,2.23,3.46,5.36,8.24,13.14
p159,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p159,cost,2.23,3.46,5.36,8.24,13.14
p160,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p160,cost,2.23,3.46,5.36,8.24,13.14
p161,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p161,cost,2.23,3.46,5.36,8.24,13.14
p162,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p162,cost,2.23,3.46,5.36,8.24,13.14
p163,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p163,cost,2.23,3.46,5.36,8.24,13.14
p164,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p164,cost,2.23,3.46,5.36,8.24,13.14
p165,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p165,cost,2.23,3.46,5.36,8.24,13.14
p166,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p166,cost,2.23,3.46,5.36,8.24,13.14
p167,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p167,cost,2.23,3.46,5.36,8.24,13.14
p168,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p168,cost,2.23,3.46,5.36,8.24,13.14
p169,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p169,cost,2.23,3.46,5.36,8.24,13.14
p170,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p170,cost,2.23,3.46,5.36,8.24,13.14
p171,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p171,cost,2.23,3.46,5.36,8.24,13.14
p172,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p172,cost,2.23,3.46,5.36,8.24,13.14
p173,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p173,cost,2.23,3.46,5.36,8.24,13.14
p174,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p174,cost,2.23,3.46,5.36,8.24,13.14
p175,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p175,cost,2.23,3.46,5.36,8.24,13.14
p176,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p176,cost,2.23,3.46,5.36,8.24,13.14
p177,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p177,cost,2.23,3.46,5.36,8.24,13.14
p178,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p178,cost,2.23,3.46,5.36,8.24,13.14
p179,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p179,cost,2.23,3.46,5.36,8.24,13.14
p180,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p180,cost,2.23,3.46,5.36,8.24,13.14
p181,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p181,cost,2.23,3.46,5.36,8.24,13.14
p182,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p182,cost,2.23,3.46,5.36,8.24,13.14
p183,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p183,cost,2.23,3.46,5.36,8.24,13.14
p184,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p184,cost,2.23,3.46,5.36,8.24,13.14
p185,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p185,cost,2.23,3.46,5.36,8.24,13.14
p186,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p186,cost,2.23,3.46,5.36,8.24,13.14
p187,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p187,cost,2.23,3.46,5.36,8.24,13.14
p188,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p188,cost,2.23,3.46,5.36,8.24,13.14
p189,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p189,cost,2.23,3.46,5.36,8.24,13.14
p190,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p190,cost,2.23,3.46,5.36,8.24,13.14
p191,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p191,cost,2.23,3.46,5.36,8.24,13.14
p192,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p192,cost,2.23,3.46,5.36,8.24,13.14
p193,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p193,cost,2.23,3.46,5.36,8.24,13.14
p194,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p194,cost,2.23,3.46,5.36,8.24,13.14
p195,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p195,cost,2.23,3.46,5.36,8.24,13.14
p196,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p196,cost,2.23,3.46,5.36,8.24,13.14
p197,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p197,cost,2.23,3.46,5.36,8.24,13.14
p198,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p198,cost,2.23,3.46,5.36,8.24,13.14
p199,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p199,cost,2.23,3.46,5.36,8.24,13.14
p200,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p200,cost,2.23,3.46,5.36,8.24,13.14
p201,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p201,cost,2.23,3.46,5.36,8.24,13.14
p202,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p202,cost,2.23,3.46,5.36,8.24,13.14
p203,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p203,cost,2.23,3.46,5.36,8.24,13.14
p204,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p204,cost,2.23,3.46,5.36,8.24,13.14
p205,cap,7096.735,22218.423,31081.377,34592.748,162271.967
p205,cost,2.23,3.46,5.36,8.24,13.14
