"","","upvsc1","upvsc2","upvsc3","upvsc4","upvsc5"
"p115","class2",19449.7666729946,67515.1360904519,127699.988038036,195491.912421693,262065.790827585
"p115","class3",8853.85625107335,19113.2626269727,23868.1889509822,47774.1156851972,75938.2480768243
"p116","class2",14549.6089625262,39410.8772244342,76020.7457096267,114978.308480783,207522.164602452
"p116","class3",35629.069696418,87918.3123552671,146298.139585532,241879.847305724,353749.126506381
"p117","class3",8591.45795433893,20181.7617977667,43546.0963724813,106818.344800605,212085.874510533
"p118","class3",32485.0806677465,94542.0307119925,239191.685257334,321109.111228941,450888.745416584
"p118","class4",14081.924802659,113664.675099485,188237.964531043,251948.497027237,315671.192549309
"p119","class2",52035.3068302584,109191.692123278,155238.035779995,226507.796714534,307147.453606653
"p12","class3",155607.483898853,417984.186670914,458631.215451629,511630.548949,585814.539878876
"p12","class4",369064.2003843,478277.015961388,544808.94006902,591409.942784202,649937.059586449
"p12","class5",138188.112329965,289408.511823279,416078.940962457,533374.394644282,643177.121478079
"p12","class6",34450.4016593183,226102.128291048,343797.39005748,459916.508915935,553354.338194313
"p120","class3",37897.3299163608,62336.821016788,85560.3602410321,114020.927330003,149651.952683372
"p121","class2",19044.8665760684,51238.4567032555,189537.703735062,231833.726541026,245228.621126449
"p121","class3",29897.6018495562,74176.1356098254,137966.752720283,177630.496275126,253704.694494732
"p122","class2",70869.7045175871,209110.091252391,290057.372836188,388004.969915526,514217.560551765
"p122","class3",35695.5887058999,110402.311090618,165981.427098492,213389.269731191,267728.429171639
"p123","class3",27305.8022405249,119841.967971017,180340.520776875,232855.702559447,293368.559129493
"p124","class3",31942.643034105,49738.7164257029,68683.4606199693,103312.434363447,140084.196434319
"p124","class4",30382.413544474,54054.4970906629,82314.0364813859,129729.40843223,190249.360521246
"p125","class3",44921.1894290936,96432.0537311247,186401.503364377,261431.33137407,329007.425648856
"p126","class2",146448.261770817,0,0,0,0
"p126","class3",31906.0978889906,96848.1803910838,146452.394107352,203047.737225396,260781.295118427
"p127","class2",53001.4949911642,385671.051479701,539955.340161016,643419.431735659,760228.121067047
"p127","class3",17940.1102238663,70637.4125280979,127184.951719934,177643.272921003,258760.305968189
"p128","class3",226135.494647722,888598.923262359,1488168.06182492,1934608.43700465,2474766.25117198
"p129","class2",57342.6889677212,212665.005510823,363162.951462159,508314.931648969,627046.215401115
"p13","class5",44675.9338689889,145262.454472678,161678.132754796,263393.061786465,278927.109486534
"p13","class6",21003.4136042857,67830.6372551442,111696.961921667,146069.731306979,207612.546790947
"p130","class2",68123.0095374419,174067.017297849,279401.580636209,417152.122234128,590629.73064714
"p130","class3",29753.556697434,130732.755839989,195252.519365643,250783.775705374,308415.581653037
"p131","class2",32090.7876363784,126620.940713196,265305.713417275,445253.402737935,574174.985083342
"p131","class3",41352.22303596,165286.593891348,271043.933231332,399232.807305159,587088.003789828
"p132","class2",22885.4567897161,160233.497644194,213400.590440845,344620.73983842,372918.539320715
"p132","class3",26445.5351224635,84418.7303606947,167747.258949838,237900.696907339,305941.659456199
"p133","class3",36813.610113751,100637.308760441,148259.780277221,201968.549935025,279688.660094663
"p134","class2",219383.7783371,509836.978673289,856858.438320548,1187735.55035269,1587616.40624565
"p134","class3",46174.7306382694,260177.33889257,305301.641646895,346123.754294924,427708.813344028
"p14","class1",347450.531824145,0,0,0,0
"p14","class2",49119.5417532102,107018.554210034,177266.493259146,247899.372871909,352407.942019953
"p14","class3",36432.1639575004,75722.848108827,112573.068321811,328815.659502402,383186.85905612
"p15","class2",135020.545165193,295200.870570408,346099.355359807,394762.022449284,436054.878522016
"p15","class3",64188.6726131143,158034.158293046,252111.746704224,363326.288051696,457760.827011563
"p15","class4",108793.23094588,189916.788543451,270748.512770789,337740.888642047,429610.129461203
"p16","class2",41404.1996118523,67398.5442217976,360053.305586553,378497.601760866,409822.342811788
"p16","class3",75041.1193862261,163843.88965423,229830.280419422,293164.339498397,352777.89607257
"p16","class4",61116.5405459621,128089.154268356,244175.985121403,335866.495298248,430903.93434164
"p17","class1",16560.2181047344,41663.5688773559,218708.729015781,287830.710604743,442433.152586382
"p17","class2",69370.1939016791,143285.190179344,220223.105914541,319423.614146462,420873.939679026
"p17","class3",70364.7730396491,220268.833429865,329279.273623003,431826.725538039,507872.277138763
"p18","class2",185600.823713114,275235.220208313,354213.424604129,440299.794451345,537651.554855999
"p18","class3",87950.7116937342,138309.410994219,186043.586619683,239918.936259637,301912.824439068
"p19","class2",64890.2996302143,115449.442959188,160670.08448654,209113.04189391,268383.837942985
"p19","class3",216133.936721563,242185.026206994,270461.725011535,299858.366715064,330814.454290819
"p2","class1",51442.3665782945,146853.933715577,207087.559269567,290285.7544337,352275.188300243
"p2","class2",17660.3224728616,51587.6034841155,86365.5059032447,192261.185669228,381333.559134123
"p2","class3",40088.1059489703,154696.09194415,218481.091866899,291343.886185325,353230.471167545
"p20","class2",39909.3692855311,186794.850372341,247237.455849477,317324.427583868,371631.155935039
"p20","class3",80731.7200601405,176678.508914641,233724.504106367,290656.361430481,350571.920194181
"p21","class2",89289.9160078421,103553.964363258,0,0,0
"p21","class3",90190.812377088,182960.088421846,262355.988852321,305579.591178725,353166.500312108
"p21","class4",144708.774170653,221161.200273632,281750.289833662,334386.980858947,423796.854976226
"p22","class2",20588.0402046782,27021.6215963775,34516.3138021325,50908.9052302914,115609.091507444
"p22","class3",54208.4017710664,107990.074192448,163630.985665128,222039.743496925,278720.341745834
"p22","class4",74559.7831593671,109796.44203195,186050.065450545,265817.544866301,325538.613555573
"p23","class3",59592.5357726468,104463.90551989,142973.837575809,178043.500166502,223701.586293369
"p23","class4",45591.1793784484,130755.27642088,164593.243863005,193411.409169384,223700.288851467
"p24","class3",85650.8292001806,157108.21448885,232873.814891661,281815.486778942,330949.089811302
"p24","class4",110724.789462035,199764.384278952,260821.373023544,317698.13375968,389650.522891043
"p25","class2",129898.675953958,318358.898659494,335262.4610202,348366.626111286,387102.427910568
"p25","class3",115583.608407266,199607.232684373,306018.139165491,352305.545158335,391722.295087102
"p25","class4",83572.7223579851,186700.453350131,299591.15813511,372593.070471619,437414.293650474
"p25","class5",229124.824587917,348783.73606902,470024.305254176,554213.45631029,639669.177227967
"p25","class6",79371.3711156019,405991.761842727,435443.031428644,474275.398609157,552919.635618063
"p26","class4",53509.3267748831,137031.778106811,210483.790391098,283963.252654248,345542.618328857
"p26","class5",46547.2971346633,268834.73291472,297901.986081096,322294.107833383,360443.008870657
"p27","class5",158466.493622886,310699.843666012,396417.309540699,455965.51529717,508530.066413992
"p27","class6",59207.9861796786,116424.516491726,169428.969029863,215092.669612231,385906.960893673
"p28","class5",71312.3832297534,266916.069564836,367849.588996145,456997.594263047,575693.897139163
"p28","class6",136179.014363934,228070.348598736,293701.606659143,345685.292763656,430368.453614077
"p28","class7",184604.786847082,422321.720567001,467085.266620699,516797.861914723,557636.982137004
"p29","class5",56238.7964282705,121984.858147291,210993.685709467,284400.409090744,399384.208595066
"p29","class6",94267.7814987602,155295.43126876,231002.395056343,303703.695683977,365335.172494459
"p3","class2",47038.0582217116,94271.1182175992,153209.68921972,249051.494220992,361429.161343144
"p3","class3",64977.4024797293,125291.7805681,163635.903865794,198550.597817499,254075.122244125
"p30","class6",65968.3275116206,120474.54211529,191604.039108262,258962.599152969,340268.328305246
"p30","class7",181029.101550363,289224.870294895,305372.642426363,340005.240201691,411782.135386046
"p31","class5",138167.728202819,263332.536711497,374203.488818737,449364.008346419,544108.895889756
"p31","class6",138744.962138954,248360.211640069,317288.714231998,384949.106662923,485298.566420445
"p31","class7",70018.7816968479,141255.55878049,237432.624113919,347397.734890502,431626.719049521
"p32","class3",95167.1647314186,155742.133501551,199765.057119014,236149.463528384,286592.70720588
"p32","class4",62439.6766262732,188645.13694638,242433.763913677,272106.921458985,300632.931335969
"p33","class3",29085.9612645543,113959.508773731,234669.887061932,286684.074196375,374868.702694738
"p33","class4",142794.424870113,251029.569405273,313986.727522308,383426.688764724,474199.090771075
"p33","class5",37956.8284281764,162068.972874803,210561.936216203,288859.022587422,546727.507150635
"p34","class4",67133.0290989663,165773.969736336,341486.638607905,417417.9962468,538050.872609061
"p34","class5",190057.964049697,272220.433834696,328792.695524248,383834.023089929,476826.623422133
"p34","class6",415146.285236486,420626.911837825,427185.662823344,432508.656104626,444462.603254688
"p35","class2",97430.0633276674,172060.609484939,227451.903991457,296196.140811535,395717.323407812
"p35","class3",106646.183891912,193213.804512659,280625.474752668,352964.875907766,424006.131653353
"p36","class2",103424.103579464,237448.61077025,344654.103667934,419823.763804864,515341.874422533
"p36","class3",151361.279384396,226582.078004811,281483.019235698,333924.821945544,422096.786903534
"p37","class2",134524.759330695,223830.028348108,287266.714473454,353998.411093083,456791.443527671
"p38","class2",63834.2079168299,311245.270451891,396953.022620348,465200.317207547,499122.838666423
"p38","class3",148809.120581262,259837.682349633,344089.966256905,415916.088405774,490412.920372096
"p38","class4",78642.3079207579,223913.2235919,283306.054968584,360372.185998498,419966.17201687
"p39","class3",39090.405389948,255862.635757143,274158.306633482,295242.513471396,317957.687913986
"p39","class4",89434.9978957467,153178.632039875,199065.49661147,268381.059718724,364673.364882414
"p4","class2",14941.4913855507,20795.2131673959,21330.9197608649,29765.1644950011,245245.004508026
"p4","class3",36345.6073296419,71660.9227192149,106717.086504653,140084.422397978,191244.788996846
"p40","class3",105022.554229895,184879.465427739,247422.648139386,313253.842930678,406459.874789959
"p40","class4",180977.641402193,264126.188548345,314508.33802901,363086.879278997,417462.16726806
"p41","class3",61180.8728958505,106538.317838326,148775.48981423,190034.989973017,251875.893516354
"p42","class2",86843.727466374,155677.339721426,214339.06178076,288992.42679521,399350.289979003
"p43","class2",130523.455717938,222653.120892424,308967.60678806,392304.465562778,537132.212563192
"p43","class3",24161.0434306129,72780.424998174,74010.0128456035,83001.8424831791,100865.490740982
"p44","class2",28682.1539373859,148861.36157429,184280.904572313,211890.629898664,246162.47628018
"p44","class3",61274.8855889149,104226.932162476,136947.899116373,173663.212318683,232336.882537736
"p45","class2",4463.77906779144,25355.9635300622,0,0,0
"p45","class3",98509.8463964911,166223.983258856,204360.406733281,240124.891320287,288649.953546206
"p46","class2",96601.8886527538,160025.329810956,214148.061107074,287557.574238944,431162.03110451
"p46","class3",160521.888035881,170216.259109385,0,0,0
"p47","class5",56335.6986541283,267166.730298105,295965.68934228,320189.603980202,377208.109800481
"p47","class6",89923.0970654033,155425.879044659,205841.732541522,257892.234614598,339474.335136882
"p48","class5",93334.5599968641,163190.347747419,216595.282445896,268053.138622922,329660.125695267
"p48","class6",128828.524613897,181889.104740662,208660.619973227,230932.005679729,268815.825853847
"p49","class5",56396.6772670718,100895.890779261,148762.394092695,199230.13123692,255063.615697557
"p5","class1",22040.6505832131,102842.624372247,142316.672091793,229683.051501848,299028.957740605
"p5","class2",45737.4822286598,96425.4859303223,153689.991650617,229964.124546777,318658.757818941
"p5","class3",41132.1044466564,224931.187771059,319125.664042718,386366.839325596,442935.485259972
"p5","class4",29276.7931317767,233875.240664752,368507.272286651,413961.263170382,467859.319707198
"p50","class3",19833.2318658319,21347.9590082126,22596.6137902176,28853.8537597524,109646.727991178
"p50","class4",114754.321102365,189718.452751177,248696.869106231,309126.98884183,383387.934202231
"p50","class5",250624.297152507,305447.767711845,345071.128094603,379480.093547194,412674.326696165
"p51","class3",28161.5988187877,199448.287924934,0,0,0
"p51","class4",68922.0612312003,117157.473782967,149648.944489852,179973.499349227,223025.158177562
"p52","class4",99022.177872007,179997.001199847,245801.75325482,303429.320273416,370955.509346164
"p52","class5",74267.3738664012,120164.976444922,153040.829917037,183077.896050771,220825.990858093
"p53","class3",131205.748495132,174461.130163564,209460.869617659,255809.481949369,307067.560223878
"p53","class4",135869.586649426,236916.590386499,298018.065188698,355926.925814421,419521.50622282
"p53","class5",119083.07918239,171690.702815341,207946.793858531,237912.034162736,282207.750042915
"p54","class3",93250.1603784953,156840.042601351,197989.214154022,234146.253774463,288866.290439843
"p55","class3",74322.499203158,134118.580293384,192759.655040973,227870.439087231,259334.863619511
"p55","class4",51741.6416738613,92751.5660886116,127890.43818038,161761.712687699,199126.818137569
"p56","class3",18881.2999717288,33440.5344687497,154686.386392491,162841.753502363,204324.343188799
"p56","class4",77685.5742924791,122560.361246749,171236.772269621,227009.002162089,332047.624163843
"p57","class4",55563.6266697496,90460.4826459598,116333.664987348,148867.548028372,190470.058919479
"p58","class4",143383.456418015,251119.537271466,327785.797805796,395203.722678086,484946.633718321
"p58","class5",22332.5384421845,168634.938305533,336581.813872197,537543.739982174,731382.681198242
"p59","class6",24345.0909246387,56041.1499660919,70349.758979918,90447.7855949313,125127.406211686
"p59","class7",25154.8907152368,52109.4228802409,71689.7645427237,93015.6701772959,119554.56839964
"p6","class2",36964.8939231115,162226.109520948,202356.369207697,238850.119408289,281962.715687366
"p6","class3",32164.1752837761,72944.1636005308,109597.824892388,167227.419839121,262041.41015582
"p6","class4",29806.8456465301,218464.26536792,264233.622634127,302047.024339082,351059.392702096
"p60","class5",94340.0773316986,166083.974046097,212162.348900959,265332.645018074,373486.833261179
"p60","class6",50147.5631398501,185012.997409102,215578.013364289,236076.333704307,263743.04685444
"p61","class5",98785.8523175267,175769.523440602,242148.69143862,321104.281247896,523535.102662657
"p61","class6",217748.02918023,319267.261087134,397276.251274336,479938.122293821,613854.827518818
"p61","class7",143126.452779416,303824.901003262,609842.472603223,666874.450594315,734381.036933284
"p62","class5",42733.2944723843,139137.431904563,152298.995078532,169671.138985645,207667.139827419
"p62","class6",76989.1809592523,128147.945139564,160631.140524518,188307.640706048,245779.834453668
"p63","class4",124625.701250148,200370.176345893,248771.821352627,293721.81815718,349501.362692449
"p63","class5",180937.467682955,272261.576109989,324699.032009396,367710.740046138,416256.629564291
"p64","class4",82163.4617348067,155484.492125537,205850.816793462,245811.176252589,299587.448271491
"p64","class5",110449.953778256,202645.348274745,264145.89526891,329627.4238639,409271.829914874
"p65","class4",53825.441808845,200976.689175784,258434.989849636,309808.764225979,364939.752023653
"p65","class5",119183.901892604,216515.73844131,290433.853716715,366948.431022711,472349.8491293
"p66","class4",87202.2715579235,162395.10159809,229277.111821836,296982.879331338,424944.597757525
"p66","class5",61749.8715561839,99535.8507667509,113315.539913485,225211.886972803,0
"p67","class4",25041.394259627,93271.6382430939,119401.383021148,145221.940667378,191187.535528402
"p67","class5",7982.06305074946,19345.6276431695,33170.6565275568,63717.0273803563,115540.676565521
"p68","class2",43669.9349357287,85190.2733774438,142925.722057389,190661.960912099,237205.322623386
"p68","class3",70455.1553768578,117999.97785527,156319.734214396,191969.772674513,235781.675000757
"p69","class2",21547.3868560164,45618.0172287771,149254.642354179,181239.541669399,216917.695597202
"p69","class3",62288.175985999,106598.488907648,137823.65026352,168771.77007795,205241.605595836
"p7","class3",59605.4131047579,118092.946373084,171633.537559087,249168.513657991,296468.215876729
"p7","class4",175152.337578577,292348.746071761,381296.01549955,441311.646502253,491148.90964793
"p70","class2",17424.5314448134,27792.7787301027,153998.380541164,232755.063401398,235600.985906972
"p70","class3",114079.188813752,191303.241114849,240187.435256758,281227.942314335,349431.281676886
"p71","class3",58786.9857204715,98038.8048329381,125427.774520348,154668.382276624,186725.291900415
"p72","class3",82410.8018828912,163019.449363119,217785.552851114,272883.674587846,349692.652193002
"p72","class4",67180.8682868381,346441.138860251,382829.792022032,412208.249020182,439921.799123829
"p73","class3",41555.5411683819,92087.087169259,134302.263011387,203114.726706328,285690.445995888
"p73","class4",19412.6355139575,32186.4082171735,252347.330794166,264992.606359959,278888.602262994
"p74","class2",62938.1544970555,120676.999739138,177265.519253296,252643.150867361,324946.249425043
"p75","class2",103809.496992117,161908.404954235,198630.875038231,243992.752066637,304705.575604125
"p75","class3",3515.30525611168,19009.3095363344,165003.057335111,199381.99467862,240927.268762193
"p76","class2",53461.0301715837,95920.7933943595,129672.451506419,167897.474470324,244790.58422197
"p76","class3",38490.4319474604,106549.069595,134432.487638896,157812.893583494,184812.517032498
"p77","class2",40832.8307899379,94745.3109399562,150872.213132948,209013.794234274,262774.528636219
"p77","class3",32500.8168210997,75814.6169919106,122374.170422156,159606.354600034,211907.204861999
"p78","class2",6248.71892149802,8281.16829123707,23911.3515416406,29893.320907369,124998.34390556
"p78","class3",38473.232668192,66567.5687868652,91374.0070730033,113716.445360555,142687.170079235
"p79","class2",24000.9791311213,122214.96590266,173571.728871716,217345.09849904,266767.872405412
"p79","class3",21197.2357831478,92734.8118612392,132994.784784455,169935.090903215,214142.311855397
"p8","class4",74966.1063474735,129986.044807322,196957.511211671,239808.219079313,296325.244102074
"p8","class5",38626.8693283334,165696.80500628,236411.64741717,275050.552036845,309890.876644856
"p80","class2",2978.03213777679,11901.6771405868,20361.7390694274,33080.7625318814,75180.7128659683
"p80","class3",64294.1416049854,210993.733087517,278018.612393283,333581.163578255,420019.340786277
"p81","class3",95632.281515209,172587.526280134,228408.891592648,283537.9491253,352202.230505716
"p82","class3",50049.4507565819,97246.4673764043,131856.275775563,159712.879609363,194360.966865921
"p83","class3",82923.8033153478,138101.462811937,177676.845261272,235959.516337247,303121.650901483
"p84","class3",73167.4096089123,132506.261716022,220889.16554825,306471.457962501,376583.060376861
"p84","class4",134810.79131348,218169.652651782,308803.421168222,424176.224546414,514998.632884574
"p85","class3",12502.7137415574,18992.6229454266,84414.4723461667,284969.20940623,636167.89083242
"p85","class4",164168.761598798,285865.435005084,353170.142331295,410969.083467995,502150.425857362
"p86","class4",83228.2438712022,144478.618627454,197292.184663304,250373.613205782,312199.810990352
"p87","class4",167048.747752875,282733.197953252,358699.485173149,429687.159184937,540559.047092936
"p87","class5",3938.17472975627,16598.6482785709,28050.1789740949,63884.80751015,660947.388029383
"p88","class3",18038.952089318,177628.640193149,0,0,0
"p88","class4",69623.5095518499,121869.608505422,169881.848859654,217068.106978008,268325.324626526
"p89","class3",15709.4049643359,24085.7068749926,62649.1467479791,73027.8309610437,319934.466969615
"p89","class4",98704.0163367748,207534.174249217,269997.888685557,323702.8167327,391397.775743658
"p9","class2",17096.9756342732,632122.900308371,663138.125880295,690369.116126712,1105134.65179215
"p9","class3",51034.1975539167,647924.431505409,852240.912817617,1052546.78199741,1170874.624766
"p9","class4",85916.9710427237,351261.881109387,515328.009781925,714197.942300086,907209.812286011
"p9","class5",122297.509808468,369227.226150403,633401.857783559,904940.158155794,1180857.13665227
"p9","class6",70374.1255241527,354757.823688895,853181.992086122,1163470.91250218,1341545.26623697
"p90","class4",115993.935276926,211787.611907286,272999.654602768,335223.045396402,420670.664396816
"p90","class5",42752.0149072967,270894.964318275,320563.038494562,373377.002514208,417811.157229843
"p91","class4",121896.638472893,171186.457131095,232539.384238532,301874.785846517,374989.192549309
"p91","class5",26875.3648344717,119945.936569737,199267.801263102,305713.103254353,392819.142562087
"p92","class3",60827.9747658938,130810.187369092,200537.237578622,279214.304301579,366205.027019991
"p92","class4",89749.5565447352,218677.008492782,321735.726602193,385560.83153211,442647.618408307
"p93","class3",64712.1869900169,129563.000136265,233186.409046736,293697.004767917,351799.605884394
"p93","class4",69820.2035109907,343618.744353543,374474.852389769,394345.414883766,413896.665149028
"p94","class4",158652.66001149,313402.799162717,426132.811741348,545222.164632678,738359.078432254
"p94","class5",89366.5641643435,492336.578237193,595583.524243294,677027.623427088,760229.127675867
"p95","class4",37032.0429477659,88313.3772445647,132057.307034633,171755.280338687,222242.423972435
"p96","class4",80883.6743535849,147379.725559222,192835.130166643,229189.236336203,282750.084464148
"p97","class3",18060.4699139484,67753.0988129369,110304.725482278,154054.184107005,177207.144657714
"p97","class4",38225.2889394448,93247.2263886022,138469.216724018,186076.342882827,242195.006582783
"p98","class3",32924.5416339642,126957.122952696,265876.765622354,304892.244174459,350708.097697452
"p98","class4",89114.0635900464,168675.853562191,223576.603742224,269852.279468329,340243.81581477
"p99","class3",76509.2784499788,170882.425983852,248026.87515486,349380.462841068,451882.644226012
"p99","class4",36078.2378503951,352407.875172213,436388.120498788,480816.024222882,517307.005358341
