,,upvsc1,upvsc2,upvsc3,upvsc4,upvsc5
p177,class6,27561.2544,33574.4352,28246.32,19344.6144,23654.8512
p177,class7,0.7776,1538.352,2985.7248,5045.328,7781.9616
p178,class5,108.0864,249.3504,3.1104,245.7216,311.8176
p178,class6,11555.9136,33968.4192,33614.8704,35353.584,20886.5952
p178,class7,1468.368,8040.384,4832.784,2791.0656,1355.616
p179,class5,1.0368,2.592,136.08,42.5088,10.1088
p179,class6,1755.5616,24829.8048,32888.8512,14587.5168,6223.6512
p179,class7,53318.4768,84322.6848,85226.5152,67803.8688,19451.664
p180,class6,69.2064,2712.528,2748.0384,4467.312,1767.2256
p180,class7,305796.384,312816.2976,318281.5296,326888.0064,356734.368
p181,class5,1.0368,84.24,89.6832,19.9584,3.888
p181,class6,9420.8832,15526.5984,36324.288,50525.0784,11567.3184
p181,class7,105023.952,116292.9312,135674.0928,143271.504,151139.0016
p182,class6,20.4768,468.6336,1390.3488,1031.616,1077.2352
p182,class7,36586.08,43623.1008,43497.648,29203.5456,26739.072
p183,class5,2.8512,1.8144,0,0,0
p183,class6,4651.8624,10432.0224,11354.7744,5886.6912,905.904
p184,class5,718.7616,3379.4496,2413.6704,1321.4016,1072.8288
p184,class6,17358.8832,25952.9184,28614.9024,45476.64,32828.7168
p184,class7,828.4032,21551.7024,25301.2896,29134.3392,11739.4272
p185,class4,0.7776,0.5184,0.5184,0.2592,1.5552
p185,class5,80.8704,1624.4064,471.744,426.384,6.7392
p185,class6,6674.1408,11785.0464,6927.8976,10239.4368,12094.5312
p185,class7,10.8864,381.2832,1730.4192,4712.256,5271.3504
p186,class6,313.3728,826.0704,360.8064,2237.6736,2910.5568
p186,class7,21474.2016,36286.9632,43162.5024,39572.8416,37123.1424
p187,class3,0.2592,1.8144,3.1104,1.5552,2.3328
p187,class4,2.8512,34.992,54.9504,85.2768,55.728
p187,class5,109.3824,2854.3104,2859.2352,702.9504,653.184
p187,class6,29394.8352,60563.6352,61970.3136,47235.0528,2752.4448
p187,class7,2324.5056,16816.3776,35393.5008,28781.568,69.4656
p188,class4,5572.2816,12286.3392,13664.5056,13580.2656,10911.024
p188,class5,6346.7712,20416.6656,20847.456,20853.936,21382.4448
p188,class6,7.5168,26.9568,51.3216,12.1824,157.8528
p188,class7,5.4432,0,0,0,0
p189,class3,1.8144,187.92,104.4576,113.5296,177.2928
p189,class4,29.2896,1888.5312,1666.9152,5453.0496,15603.84
p189,class5,29481.9264,43490.9088,49930.4736,53297.2224,61968.24
p189,class6,403.056,4785.6096,14511.312,12693.024,5029.2576
p190,class2,3.1104,3.6288,0,0,0
p190,class3,4.4064,39.9168,22.2912,101.3472,202.9536
p190,class4,946.8576,3124.656,2455.4016,4189.968,5355.5904
p190,class5,413.6832,4346.0064,1578.2688,2408.7456,2695.68
p190,class6,25665.7248,37468.656,39068.4384,29978.8128,14768.1792
p190,class7,16996.7808,43542.4896,45457.4592,41499.7344,19226.4192
p191,class5,10.8864,4.1472,30.8448,42.2496,36.288
p191,class6,2931.552,9359.1936,15272.5824,4231.9584,3023.8272
p191,class7,1004.6592,6719.76,29241.9072,26772.768,41481.3312
p192,class3,0.2592,0.2592,0.2592,0,0
p192,class4,2348.352,662.7744,1730.9376,1136.3328,72.8352
p192,class5,22731.3216,51158.304,55638.0576,62850.2976,30105.5616
p192,class6,1710.9792,8287.4016,6387.7248,3175.2,3874.5216
p192,class7,3537.3024,23242.2048,6068.1312,3523.5648,3507.7536
p193,class3,0.5184,0.7776,0,0,0
p193,class4,6421.4208,16169.9328,16608.24,13745.376,2906.1504
p193,class5,33260.0256,28676.8512,35595.4176,41100.048,35043.3216
p194,class3,0.2592,0,0,0,0
p194,class4,3.3696,0.5184,65.0592,68.688,4.4064
p194,class5,20039.5296,29228.1696,33921.504,31835.9808,31458.5856
p194,class6,38716.704,47476.8864,46821.3696,37364.976,31620.5856
p195,class2,3.1104,0,0,0,0
p195,class3,0.7776,1.5552,12.1824,13.2192,12.1824
p195,class4,90.9792,109.1232,465.264,588.9024,209.4336
p195,class5,4886.9568,7683.4656,20167.056,8089.632,15520.3776
p195,class6,35455.1904,59185.728,70742.9376,85066.848,61047.0432
p195,class7,312.8544,1852.2432,3015.792,1338.5088,11725.6896
p196,class3,3.1104,0,0,0,0
p196,class4,8.8128,100.3104,3467.8368,2676.4992,629.5968
p196,class5,76.464,35.7696,4517.0784,5671.0368,1543.2768
p196,class6,727.056,5793.8976,6270.8256,13321.584,35933.6736
p196,class7,3845.7504,15363.5616,41759.4528,42844.7232,34582.9824
p197,class1,10.1088,0,0,0,0
p197,class5,238.7232,519.1776,2475.36,204.768,2379.1968
p197,class6,47138.6304,72889.3728,93017.808,106676.6112,83818.8
p198,class5,2938.8096,3865.7088,5718.9888,15559.776,18182.6208
p198,class6,30724.7904,60260.3712,47987.2512,43190.2368,24578.8992
p199,class5,7164.0288,6483.1104,8469.36,1962.4032,1715.1264
p199,class6,2751.9264,3075.9264,3243.1104,2884.1184,1338.5088
p200,class5,2372.4576,8748.2592,6743.8656,1833.3216,1052.8704
p200,class6,5939.3088,2588.8896,932.3424,547.6896,959.5584
p201,class5,37.3248,52.0992,30.0672,174.96,616.3776
p201,class6,3903.552,2654.4672,2186.6112,4991.4144,3872.9664
p202,class4,3.6288,0.7776,0,0,0
p202,class5,1848.6144,2148.5088,4360.7808,250.128,186.8832
p202,class6,15163.2,33300.2016,15397.5168,3611.6928,226.0224
p202,class7,65640.0672,84765.6576,69251.76,43259.9616,345.7728
p203,class6,784.3392,1788.9984,6569.424,2212.7904,5227.2864
p203,class7,12205.9872,22619.8656,26804.9088,21292.2432,16370.5536
p204,class7,32304.8736,36404.1216,31126.2912,23836.8096,13090.896
p205,class6,2621.5488,5436.2016,3906.6624,4270.32,2395.008
p205,class7,141412.7808,144311.1552,172070.4384,149198.112,128287.6704
