,,,wsc1,wsc2,wsc3,wsc4,wsc5
13,class11,wind-ofs,446.4,507.6,568.8,568.8,1422
13,class12,wind-ofs,446.4,1238.4,2599.2,3697.2,3412.8
13,class13,wind-ofs,1076.4,853.2,2559.6,568.8,1137.6
13,class14,wind-ofs,284.4,284.4,284.4,284.4,0
13,class2,wind-ons,1.92,0.72,4.56,0.24,0.96
13,class3,wind-ons,1.32,1.86,7.44,1.92,3.12
13,class4,wind-ons,2.52,0.36,3.96,0.84,1.38
13,class5,wind-ons,19.08,13.14,5.16,16.14,28.68
13,class6,wind-ons,83.52,43.14,98.94,46.98,48.24
13,class7,wind-ons,88.38,157.98,216.54,134.4,274.68
13,class8,wind-ofs,223.2,223.2,223.2,223.2,223.2
13,class8,wind-ons,215.76,191.34,485.88,537.78,538.32
13,class9,wind-ons,5.7,8.82,778.2,1529.04,1332.66
14,class1,wind-ons,7.32,8.58,0.72,1.08,4.08
14,class10,wind-ofs,669.6,669.6,730.8,1299.6,1360.8
14,class10,wind-ons,810.18,858.66,957.72,640.2,259.14
14,class11,wind-ofs,1177.2,1645.2,1929.6,1422,1706.4
14,class12,wind-ofs,446.4,568.8,853.2,568.8,853.2
14,class13,wind-ofs,284.4,284.4,284.4,284.4,0
14,class2,wind-ons,0.12,5.94,1.56,1.56,4.08
14,class3,wind-ons,0.72,9.72,0.72,1.2,0.24
14,class4,wind-ofs,223.2,0,0,0,0
14,class4,wind-ons,0.48,11.22,12.84,3.36,1.62
14,class5,wind-ons,1.68,1.08,48.96,45.84,41.1
14,class6,wind-ons,12.96,41.22,108.6,85.68,40.8
14,class7,wind-ons,60.36,90.6,89.22,136.38,197.58
14,class8,wind-ofs,223.2,223.2,0,0,0
14,class8,wind-ons,28.68,171.12,131.16,177.48,498.9
14,class9,wind-ofs,223.2,223.2,284.4,0,0
14,class9,wind-ons,1.86,37.74,85.26,309.36,510.06
15,class1,wind-ons,0.12,0.72,0.96,0.24,2.52
15,class10,wind-ons,3349.92,3607.2,4643.16,7213.5,3807.84
15,class11,wind-ofs,446.4,223.2,853.2,284.4,568.8
15,class12,wind-ofs,284.4,284.4,284.4,284.4,284.4
15,class13,wind-ofs,284.4,0,0,0,0
15,class2,wind-ons,2.28,0.24,0,0,0
15,class3,wind-ons,0.12,0.36,2.16,2.88,0
15,class4,wind-ons,2.4,2.4,0.96,2.28,0.36
15,class5,wind-ons,17.88,34.5,5.52,1.32,2.64
15,class6,wind-ons,78.24,67.26,88.14,60.72,21.9
15,class7,wind-ons,259.26,286.86,218.52,141.06,222.54
15,class8,wind-ons,326.4,659.04,427.14,1414.14,969.96
15,class9,wind-ons,104.46,440.76,478.56,972.96,2035.2
16,class1,wind-ons,0.36,8.52,20.7,2.4,0.6
16,class10,wind-ons,7.62,102.6,3592.74,3305.94,6335.64
16,class2,wind-ons,1.2,0.84,0,0,0
16,class3,wind-ons,0.36,0.36,20.7,0.54,0.84
16,class4,wind-ons,6.12,33.48,6.6,3.12,0.24
16,class5,wind-ons,17.94,142.56,48.42,14.1,5.28
16,class6,wind-ons,1368,146.82,250.2,365.58,334.92
16,class7,wind-ons,2224.02,1252.26,1106.94,2647.74,3739.98
16,class8,wind-ons,322.56,1059.6,3326.94,5570.64,9846.78
16,class9,wind-ons,59.28,906.48,2533.38,3982.86,3104.88
17,class1,wind-ons,0.12,1.08,0.72,2.16,2.64
17,class10,wind-ons,456.3,3596.16,4991.34,7403.28,5992.68
17,class2,wind-ons,0.24,0.12,0.12,0,0
17,class3,wind-ons,0.84,4.44,0,0,0
17,class4,wind-ons,9.3,0.06,0.24,0.48,0.36
17,class5,wind-ons,26.28,5.28,28.92,3.24,11.52
17,class6,wind-ons,67.08,129.9,83.4,90,33.84
17,class7,wind-ons,543.6,590.7,538.5,518.7,312.96
17,class8,wind-ons,310.38,759.12,1688.82,3917.58,5435.82
17,class9,wind-ons,185.64,1221.72,2597.22,3265.86,3805.98
18,class1,wind-ons,1.32,11.04,3.84,0.24,2.4
18,class10,wind-ons,4880.1,1270.56,2533.62,2469.96,779.28
18,class2,wind-ons,1.56,0.12,0.84,2.64,1.68
18,class3,wind-ons,9.96,3.48,0.96,1.32,1.8
18,class4,wind-ons,2.76,6.12,12,12.66,7.2
18,class5,wind-ons,18.24,24.96,43.86,91.86,43.92
18,class6,wind-ons,72.54,248.16,365.04,175.2,302.88
18,class7,wind-ons,657.9,1895.34,1151.52,2509.98,3466.86
18,class8,wind-ons,863.58,4380.42,7014.42,10377.9,7397.1
18,class9,wind-ons,3803.7,4797.06,5942.34,2886.24,2039.22
19,class1,wind-ons,0.96,0.6,3.12,2.64,0.36
19,class10,wind-ons,3588.72,2731.38,2822.82,1511.58,373.2
19,class2,wind-ons,1.08,0.12,0,0,0
19,class3,wind-ons,0.48,1.2,1.56,1.56,0.84
19,class4,wind-ons,5.04,6.96,8.52,4.2,5.88
19,class5,wind-ons,41.82,49.62,20.4,46.56,30.84
19,class6,wind-ons,45.84,209.28,416.88,170.16,1116.48
19,class7,wind-ons,995.76,2560.92,1246.5,382.56,2520.3
19,class8,wind-ons,759.18,2886.78,3525,4459.44,3715.62
19,class9,wind-ons,1999.44,4207.14,2504.76,2387.7,473.4
20,class1,wind-ons,0.24,0.84,0.84,0.24,8.52
20,class10,wind-ofs,223.2,223.2,223.2,223.2,0
20,class10,wind-ons,2509.02,3555,4623.36,3489.6,5539.8
20,class11,wind-ofs,669.6,1299.6,1076.4,1422,1137.6
20,class12,wind-ofs,1400.4,1868.4,1990.8,1422,2844
20,class13,wind-ofs,446.4,1116,1015.2,2559.6,1076.4
20,class14,wind-ofs,446.4,669.6,669.6,446.4,1076.4
20,class15,wind-ofs,669.6,669.6,284.4,284.4,284.4
20,class2,wind-ons,0.6,0.48,0,0,0
20,class3,wind-ons,0.72,0.12,0.12,1.92,3.36
20,class4,wind-ons,0.6,0.48,0.36,2.52,0.12
20,class5,wind-ons,4.68,3.72,23.76,8.22,12.18
20,class6,wind-ons,40.68,35.64,68.34,42.66,27.96
20,class7,wind-ons,183.84,61.74,163.14,454.56,83.16
20,class8,wind-ofs,223.2,223.2,223.2,223.2,0
20,class8,wind-ons,614.34,223.74,1725,1039.2,1009.02
20,class9,wind-ons,472.2,746.1,2450.52,1806.84,1571.7
21,class10,wind-ons,5040.9,3739.86,3947.04,5454.3,4688.04
21,class2,wind-ons,0.24,0,0,0,0
21,class3,wind-ons,1.32,0.6,0.24,0.96,0
21,class4,wind-ons,1.2,3.36,1.92,3.84,1.8
21,class5,wind-ons,8.4,4.8,11.22,17.28,6.36
21,class6,wind-ons,28.02,66.9,36.9,42.48,85.86
21,class7,wind-ons,108.78,107.82,370.08,298.98,449.04
21,class8,wind-ons,55.32,512.16,1419.9,1730.94,999.18
21,class9,wind-ons,1559.4,2494.32,2163,2973.06,1625.46
22,class10,wind-ons,4.8,28.32,117.72,1209.54,813.84
22,class5,wind-ons,0.12,0.48,0,0,0
22,class6,wind-ons,18.24,7.5,18.6,12.84,162.72
22,class7,wind-ons,84.66,56.16,128.64,571.2,243.12
22,class8,wind-ons,109.8,139.08,2518.38,1609.14,2862.72
22,class9,wind-ons,22.92,41.58,979.56,1551.6,2367.84
23,class10,wind-ons,3.48,161.22,147.12,996.48,1586.58
23,class6,wind-ons,0.12,0.24,0,0,0
23,class7,wind-ons,1.08,3.42,10.56,1.32,4.68
23,class8,wind-ons,204.3,113.58,1290.48,908.22,595.44
23,class9,wind-ons,8.1,42.96,741.36,298.26,1669.2
24,class1,wind-ons,0.12,2.04,0.12,0.6,0
24,class10,wind-ons,53.28,67.56,4039.08,5979.6,5142.12
24,class2,wind-ons,3.12,0,0,0,0
24,class3,wind-ons,0.84,0,0,0,0
24,class4,wind-ons,1.08,1.8,0.48,0,0
24,class5,wind-ons,3.24,1.32,8.46,2.4,6.12
24,class6,wind-ons,44.04,26.22,30.84,24,25.5
24,class7,wind-ons,33.54,34.02,122.1,131.64,126.24
24,class8,wind-ons,128.4,86.04,124.74,384.36,481.08
24,class9,wind-ons,87.96,455.46,784.38,1610.4,552.18
25,class10,wind-ons,213.6,1077.66,1517.52,1252.02,282.48
25,class11,wind-ofs,223.2,223.2,284.4,223.2,730.8
25,class12,wind-ofs,892.8,892.8,1522.8,1360.8,1137.6
25,class13,wind-ofs,669.6,223.2,1645.2,792,1422
25,class14,wind-ofs,2538,853.2,568.8,853.2,853.2
25,class15,wind-ofs,223.2,223.2,1015.2,853.2,568.8
25,class3,wind-ons,0.36,0.12,0.96,6.48,0
25,class4,wind-ons,0.24,0.84,1.32,240.24,0
25,class5,wind-ons,33.96,50.4,9.12,0.12,173.04
25,class6,wind-ons,244.5,283.08,35.46,199.38,86.04
25,class7,wind-ons,514.08,195.42,320.28,416.64,127.26
25,class8,wind-ofs,446.4,223.2,669.6,507.6,446.4
25,class8,wind-ons,392.76,415.02,318,890.88,689.16
25,class9,wind-ons,382.68,511.68,723.48,497.28,458.76
26,class10,wind-ons,61.8,330.3,1749.66,635.88,1802.82
26,class5,wind-ons,1.2,0,0,0,0
26,class6,wind-ons,14.52,2.04,11.1,32.64,26.28
26,class7,wind-ons,66.48,6.96,140.64,112.44,374.28
26,class8,wind-ons,456.3,778.14,682.92,222.96,467.46
26,class9,wind-ons,515.7,2780.16,2129.88,1930.26,2870.7
27,class10,wind-ons,116.1,1765.02,6911.88,4451.7,4607.76
27,class7,wind-ons,0.24,2.64,0.24,3.96,0
27,class8,wind-ons,8.76,1.44,3.72,0.24,39.24
27,class9,wind-ons,86.04,141.78,3330.72,4263.54,3678.72
28,class10,wind-ons,146.7,83.46,283.44,544.92,212.16
28,class4,wind-ons,1.44,0,0,0,0
28,class5,wind-ons,0.24,0.48,1.74,6.24,0.48
28,class6,wind-ons,33.24,53.76,4.44,110.76,62.1
28,class7,wind-ons,7.5,90.48,168.06,249.66,707.4
28,class8,wind-ons,8.52,221.1,367.44,495.84,391.02
28,class9,wind-ons,0.12,219.48,218.76,1039.62,444.24
29,class1,wind-ons,0.12,0.72,0.12,0,0
29,class10,wind-ons,55.2,1231.8,3057.42,3052.74,14397.9
29,class11,wind-ofs,223.2,223.2,223.2,0,0
29,class12,wind-ofs,223.2,669.6,669.6,1846.8,954
29,class13,wind-ofs,892.8,1299.6,1015.2,1807.2,853.2
29,class14,wind-ofs,2660.4,1929.6,4712.4,3981.6,2559.6
29,class15,wind-ofs,284.4,1908,1360.8,3452.4,3175.2
29,class2,wind-ons,2.4,0.48,0,0,0
29,class3,wind-ons,0.72,2.64,1.68,3.06,0
29,class4,wind-ons,7.02,4.08,0,0,0
29,class5,wind-ons,0.6,1.08,2.22,4.62,33.9
29,class6,wind-ons,18.48,16.5,61.2,68.64,123
29,class7,wind-ons,230.52,169.98,237.12,737.58,186.24
29,class8,wind-ofs,223.2,223.2,223.2,0,0
29,class8,wind-ons,168.66,211.38,428.22,1263.06,3530.52
29,class9,wind-ons,114.78,696.18,1553.46,2551.86,2440.08
30,class1,wind-ons,36.48,0.48,3.36,58.92,54
30,class10,wind-ons,69.72,2411.7,4923.72,10461.96,7755.36
30,class2,wind-ons,10.26,18.18,8.76,0,0
30,class3,wind-ons,0.06,44.34,11.04,40.26,29.46
30,class4,wind-ons,0.06,0.42,166.38,27.78,35.52
30,class5,wind-ons,2.28,16.38,1.92,230.82,267.3
30,class6,wind-ons,44.1,6,215.34,462.84,9
30,class7,wind-ons,83.58,194.46,446.94,263.04,172.86
30,class8,wind-ons,144.12,1471.2,815.28,377.22,275.1
30,class9,wind-ons,28.86,76.56,823.08,367.26,202.98
31,class1,wind-ons,0.24,1.2,0.24,6,0.6
31,class10,wind-ons,33.84,49.8,78,78.3,320.28
31,class13,wind-ofs,223.2,223.2,0,0,0
31,class14,wind-ofs,446.4,1177.2,730.8,1137.6,853.2
31,class15,wind-ofs,223.2,1299.6,5220,3128.4,6019.2
31,class2,wind-ons,0.6,4.92,12.96,0,0
31,class3,wind-ons,1.32,1.74,0,0,0
31,class4,wind-ons,1.62,3.24,16.2,31.14,8.64
31,class5,wind-ons,3.42,34.56,37.8,651,26.28
31,class6,wind-ons,59.4,75.48,43.02,328.62,24.18
31,class7,wind-ons,72.78,99.78,191.04,255.12,46.8
31,class8,wind-ons,94.44,71.7,285.24,783.9,398.82
31,class9,wind-ons,14.82,44.94,163.14,408.48,79.5
32,class1,wind-ons,1.2,0.6,2.58,6.3,2.34
32,class10,wind-ons,223.98,551.16,707.7,355.2,269.46
32,class2,wind-ons,0.48,0.48,0.6,0,0
32,class3,wind-ons,0.24,7.92,6.9,1.8,3.72
32,class4,wind-ons,23.82,12.36,0.36,7.26,11.1
32,class5,wind-ons,132.66,16.02,19.2,56.88,103.62
32,class6,wind-ons,30.48,20.16,98.46,221.16,169.08
32,class7,wind-ons,12.54,74.64,303.42,104.46,234.12
32,class8,wind-ons,44.34,215.58,122.82,293.82,62.46
32,class9,wind-ons,33.72,80.04,212.1,61.68,475.68
33,class1,wind-ons,1.38,50.58,1.92,0.48,0.36
33,class10,wind-ons,31.2,60,1096.74,1086.42,1452.72
33,class2,wind-ons,0.72,0.84,0.78,2.28,1.44
33,class3,wind-ons,0.84,1.14,1.44,0.3,0.12
33,class4,wind-ons,4.68,3.66,10.62,5.04,1.2
33,class5,wind-ons,29.16,30.12,54.42,138.36,85.02
33,class6,wind-ons,400.08,558.18,339.24,821.28,551.64
33,class7,wind-ons,488.28,600.36,2139,5022.6,2250.78
33,class8,wind-ons,168.54,908.88,3981.24,4340.7,1529.1
33,class9,wind-ons,104.1,1066.56,1191.78,3746.4,4732.98
34,class1,wind-ons,0.12,1.32,0,0,0
34,class10,wind-ons,707.04,4424.7,2126.94,2986.92,2808.96
34,class3,wind-ons,2.16,0.24,0.24,2.28,0
34,class4,wind-ons,3.36,3.12,1.92,3.24,3
34,class5,wind-ons,14.1,17.28,9.12,10.56,62.04
34,class6,wind-ons,60.6,97.5,62.64,29.46,465.72
34,class7,wind-ons,159.9,679.02,172.32,784.44,879.18
34,class8,wind-ons,2039.16,998.64,415.56,1537.5,1600.14
34,class9,wind-ons,3548.7,1919.52,1741.68,1726.92,122.16
35,class1,wind-ons,0.6,0,0,0,0
35,class10,wind-ons,10079.7,17999.46,14825.16,19622.16,20064.72
35,class3,wind-ons,0.6,0.84,0,0,0
35,class5,wind-ons,0.96,1.8,4.56,9.36,5.58
35,class6,wind-ons,133.08,102.9,53.76,12.9,31.38
35,class7,wind-ons,73.32,225.12,391.62,641.88,1225.02
35,class8,wind-ons,769.08,1931.28,2763.9,4366.5,2245.92
35,class9,wind-ons,3277.08,6285.42,6772.2,7878.42,8797.5
36,class1,wind-ons,0.12,0.48,0.12,0.24,0.72
36,class10,wind-ons,2382.3,7443.96,8963.34,12327.3,10710.36
36,class2,wind-ons,1.2,0.12,1.32,0,0
36,class3,wind-ons,0.24,0.12,0.24,1.44,0
36,class4,wind-ons,1.68,2.4,2.28,1.68,5.88
36,class5,wind-ons,32.88,17.52,11.04,5.76,7.92
36,class6,wind-ons,153.42,128.88,166.92,126.24,66.36
36,class7,wind-ons,52.98,41.52,2702.64,2045.82,1738.8
36,class8,wind-ons,3254.7,9640.44,6349.86,5417.7,4276.5
36,class9,wind-ons,0.18,10767,12289.26,12137.4,16853.88
37,class10,wind-ons,3828.3,5209.74,3581.16,4626.3,3268.86
37,class2,wind-ons,0.36,0,0,0,0
37,class4,wind-ons,0.24,2.16,0,0,0
37,class5,wind-ons,0.84,2.52,4.32,2.64,3.24
37,class6,wind-ons,28.08,31.8,21.18,11.76,66.48
37,class7,wind-ons,259.62,165.54,151.08,1319.1,607.86
37,class8,wind-ons,3318.9,2765.52,2227.56,1577.94,3389.7
37,class9,wind-ons,8072.64,4566,2392.14,3650.52,3429.3
38,class10,wind-ons,2437.32,2384.94,3027.3,6127.74,3746.88
38,class3,wind-ons,0.36,0.12,0.12,0,0
38,class4,wind-ons,0.72,0.12,0,0,0
38,class5,wind-ons,1.68,0.72,7.56,14.88,9.72
38,class6,wind-ons,41.76,58.74,121.98,301.56,6.24
38,class7,wind-ons,2.28,490.68,1565.64,2057.58,881.52
38,class8,wind-ons,4740,4510.98,3931.8,2451.9,1080.36
38,class9,wind-ons,6010.38,3493.44,5796.06,8542.86,5233.32
39,class10,wind-ons,0.06,613.38,1175.52,5051.82,1277.28
39,class2,wind-ons,0.12,0,0,0,0
39,class4,wind-ons,0.12,0,0,0,0
39,class5,wind-ons,8.16,2.28,3.24,4.44,0.84
39,class6,wind-ons,18.84,15.24,52.86,55.14,39.06
39,class7,wind-ons,51.84,530.64,405.06,188.4,575.94
39,class8,wind-ons,920.28,3334.02,2201.94,1715.4,1516.98
39,class9,wind-ons,2761.32,4815.42,3757.5,2624.76,2882.94
40,class10,wind-ons,179.46,1163.7,1322.28,714.54,389.34
40,class5,wind-ons,0.48,0.24,1.08,0,0
40,class6,wind-ons,0.6,1.44,18.48,16.98,24.12
40,class7,wind-ons,0.18,299.7,80.52,95.04,192.6
40,class8,wind-ons,106.68,187.56,1394.7,537.96,457.14
40,class9,wind-ons,574.14,1327.44,172.68,973.62,581.76
41,class1,wind-ons,6,2.88,3,6.84,0.96
41,class10,wind-ons,500.58,1585.8,1309.92,3158.16,2548.92
41,class2,wind-ons,1.32,1.08,0.84,1.56,0.84
41,class3,wind-ons,3.36,8.28,2.04,4.14,2.4
41,class4,wind-ons,14.04,2.4,2.52,8.28,2.52
41,class5,wind-ons,9.54,39.3,32.58,20.22,4.56
41,class6,wind-ons,85.68,46.14,52.26,25.74,1.68
41,class7,wind-ons,143.04,476.34,278.04,122.28,42.18
41,class8,wind-ons,1098.54,363,221.16,798.66,1703.94
41,class9,wind-ons,136.8,535.32,1167.96,671.52,1225.26
42,class1,wind-ons,5.16,2.52,1.32,3.12,1.68
42,class10,wind-ons,3527.34,4265.34,6460.5,4162.2,1752.66
42,class2,wind-ons,2.04,0.24,1.56,0,0
42,class3,wind-ons,3.6,1.92,0.84,1.56,1.08
42,class4,wind-ons,5.52,2.4,0.96,5.4,1.44
42,class5,wind-ons,12.9,7.56,6.72,19.44,2.04
42,class6,wind-ons,42.18,21.84,34.62,9.06,34.26
42,class7,wind-ons,70.74,74.1,71.16,139.98,241.2
42,class8,wind-ons,86.64,215.64,1170,716.88,647.52
42,class9,wind-ons,1483.08,2688.6,589.62,1041.54,517.38
43,class1,wind-ons,1.2,1.68,0,0,0
43,class10,wind-ons,746.64,1254.12,1220.16,1529.58,1105.98
43,class4,wind-ons,0.12,2.58,0,0,0
43,class5,wind-ons,0.72,0.84,0.72,2.46,2.04
43,class6,wind-ons,5.4,10.98,6.96,16.08,2.16
43,class7,wind-ons,6.42,640.32,327.42,83.1,46.8
43,class8,wind-ons,4880.4,187.56,489.84,22.14,65.94
43,class9,wind-ons,733.8,571.38,181.8,367.32,83.46
44,class1,wind-ons,0.72,0.12,0.72,0.36,0.6
44,class10,wind-ons,145.26,890.88,956.76,241.86,14.4
44,class2,wind-ons,0.12,1.56,0.36,0.24,0.84
44,class3,wind-ons,2.16,0.36,4.32,0,0
44,class4,wind-ons,0.96,0.24,6,0.36,1.08
44,class5,wind-ons,3,20.4,20.46,65.34,11.82
44,class6,wind-ons,90.24,207.84,242.76,130.08,256.38
44,class7,wind-ons,569.4,2641.02,2808.36,6566.16,2411.82
44,class8,wind-ons,908.1,2952.12,4652.7,8380.2,5011.8
44,class9,wind-ons,78.72,975.18,3129.78,913.5,1713.9
45,class10,wind-ons,15.06,519.18,543.54,139.98,31.44
45,class3,wind-ons,0.84,0,0,0,0
45,class5,wind-ons,0.24,0.24,0.36,0.6,0.24
45,class6,wind-ons,16.08,6.72,3.12,1.44,47.52
45,class7,wind-ons,64.8,1026.3,598.38,2038.92,3811.38
45,class8,wind-ons,1.68,1083.72,5122.92,2858.88,518.52
45,class9,wind-ons,207.72,530.46,479.22,295.86,109.8
46,class1,wind-ons,1.2,0.48,6.72,0.84,0.12
46,class10,wind-ons,364.38,695.46,1858.86,3647.58,356.52
46,class2,wind-ons,0.36,3.24,1.8,0.48,0.96
46,class3,wind-ons,2.16,1.32,3.24,4.2,3.84
46,class4,wind-ons,8.16,14.52,0.72,5.88,1.8
46,class5,wind-ons,14.52,29.88,43.56,55.56,54.36
46,class6,wind-ons,80.7,143.16,303.6,384.06,362.16
