"","","cspsc1","cspsc2","cspsc3","cspsc4","cspsc5"
19,"cspclass2",36155.3249126922,109131.061904795,124829.433833319,173525.491185425,269947.809198925
19,"cspclass3",66397.077025513,125354.920472672,174131.392894906,264403.670049223,334761.28854011
19,"cspclass4",159663.246862037,238067.164651124,312000.052547086,385830.846097936,460807.055085915
19,"cspclass5",190713.073058785,367306.186902965,437277.308759249,478710.123362743,508691.185684604
19,"cspclass6",358371.325830894,371302.065044679,375381.235264377,383865.882515448,387807.975523459
20,"cspclass5",8321.59099446072,27349.007050116,43353.5673432288,208927.848312904,369044.621292601
20,"cspclass6",20874.2403894692,43315.9713628691,74834.7424262737,219050.97292247,343172.854159564
20,"cspclass7",15760.4049466502,24047.5691232149,44325.15128792,96520.6557242686,116944.062368639
21,"cspclass2",67639.5962122963,138777.730691639,313261.248947688,332459.838749338,0
21,"cspclass3",14337.6733398628,128110.58051352,157160.314537892,164907.849489322,314995.469908759
21,"cspclass4",27352.7089464148,179120.635512694,283580.932810186,301927.937867097,328028.545969596
21,"cspclass5",37849.0073829627,104128.542008838,187023.850785132,237439.04475965,304775.371150735
21,"cspclass6",42841.4605816889,94771.4638004101,190395.378142981,239481.36203713,304177.615829508
21,"cspclass7",49436.8721010368,131846.993110445,198275.732620534,251083.459887154,300628.586345375
21,"cspclass8",24167.9270645083,60463.8196932158,122273.352022591,182810.145357025,298966.722026535
22,"cspclass6",55644.8123213617,169907.164266128,394046.51325718,423308.137460006,454051.686899407
22,"cspclass7",38985.1985256041,109048.518249586,166452.079010917,277331.612911319,360503.313250819
22,"cspclass8",11938.3985284955,27239.7381152769,37938.1031507055,44499.4589903581,57690.1294837029
23,"cspclass5",8431.78017280356,14093.5986423503,429147.070807765,0,0
23,"cspclass6",48484.3024342382,250674.472734529,346084.515795245,399154.800885649,441060.995945671
23,"cspclass7",26064.3792624739,179431.678493559,292936.366442055,328668.030211633,376338.196547776
24,"cspclass5",39702.4823222673,40991.1933154385,0,0,0
24,"cspclass6",10367.6202227492,26974.6445097229,57159.0083748639,93403.8486403148,288143.122592494
24,"cspclass7",12976.7894909448,31398.3673398779,45223.8235960474,61445.8852701877,264434.621356259
24,"cspclass8",32715.3896514801,147430.558196995,165909.655054619,201034.58322678,259135.92256167
24,"cspclass9",14284.2766035933,22749.6225022452,28270.7693798675,0,0
25,"cspclass4",8044.4345096412,14051.6874022565,17765.4212906093,0,0
25,"cspclass5",7858.68905265121,16163.1516820456,18223.4922929028,24786.6276388423,27464.8326908464
25,"cspclass6",11115.6185558869,21008.8488648753,34535.014120179,61986.6623906467,203634.954607874
25,"cspclass7",4523.38076111124,17424.1231852665,30356.4208206449,87615.773285752,179955.645751976
25,"cspclass8",16306.8203374088,0,0,0,0
26,"cspclass6",8497.6416653265,16806.676959152,33263.5271072587,73060.3535047297,137569.63589688
26,"cspclass7",19016.0000587345,57544.7517066418,140117.568883152,210250.714579302,296919.730256393
26,"cspclass8",13551.2951193008,48398.5065139791,114896.373778241,193462.793736039,276563.180739778
26,"cspclass9",5023.53601599866,7073.10326342545,8696.21862410265,24571.1070187195,32367.9587421856
27,"cspclass6",2793.30893404221,0,0,0,0
27,"cspclass7",23656.2093725505,324928.792934167,372072.288453296,426244.991350684,504219.729080288
27,"cspclass8",34617.5486366305,188772.283510537,343965.727904367,421189.211753595,489313.563612193
27,"cspclass9",15001.2734679713,33247.5244110514,78162.315905994,185996.059506894,506776.706787853
28,"cspclass10",25784.6291357501,124810.167409849,178304.410281022,234959.395608073,428165.115115823
28,"cspclass11",28422.1320192128,84763.6916789545,156143.571406215,221654.70103828,385826.928592797
28,"cspclass12",18084.6632896711,34027.8191504907,47027.3034799446,61265.5602500609,256538.189918542
28,"cspclass8",153305.914054136,0,0,0,0
28,"cspclass9",53945.9007994123,113311.089366932,139163.667763076,139197.742186748,315951.928388721
29,"cspclass10",16496.6474872205,22605.0129379289,35494.166017528,75193.1956299685,116546.867993135
29,"cspclass11",15662.5489253001,21650.6840230197,34221.3459005461,35159.4343938341,95105.105762392
29,"cspclass5",5463.57430440782,15530.303856199,26654.8092710529,176600.241744092,269270.171775301
29,"cspclass6",35496.9573088417,173017.263721088,205025.85175999,238585.280164669,331725.276813012
29,"cspclass7",13713.4231461061,50470.5407025622,113871.017063782,163207.737595349,521085.466499179
29,"cspclass8",93933.9982274972,361104.447580921,460800.640421498,548519.555799307,592442.0668597
29,"cspclass9",32842.4917634655,70125.681449878,231618.260668823,378253.987498378,585922.379405244
30,"cspclass10",8235.77950712609,35398.6594415145,60204.3368170581,116438.007454621,446982.646668695
30,"cspclass11",8309.11313470769,16646.620579869,40337.5431001031,92708.5136875576,107527.199384787
30,"cspclass12",18790.9478327708,36894.6119065603,65540.0486955868,100421.572966632,258329.355228942
30,"cspclass7",47933.9622160559,414225.072197254,556991.865917203,588909.282449017,615455.703000696
30,"cspclass8",63147.5673996927,243033.189741117,364456.070250381,512662.929306712,578081.08192033
30,"cspclass9",38972.6410143844,185023.485275111,315268.952694359,459853.613971156,553295.657673436
31,"cspclass11",74453.1196417477,78262.1575590259,0,0,0
31,"cspclass12",18236.2367614957,29763.5238775228,48466.7163786449,69515.088493637,74453.1196417477
31,"cspclass6",4888.36386095875,11464.4764684224,60272.8885818343,0,0
31,"cspclass7",4888.36386095875,10258.6824653508,11464.4764684224,128461.619477434,0
32,"cspclass10",4124.60619625568,16832.2911049118,0,0,0
32,"cspclass11",11574.4870110718,79867.160155546,0,0,0
33,"cspclass10",15724.1140613943,113979.240044023,325353.251386973,368218.198573709,526144.764958338
33,"cspclass11",22374.9263144914,49627.0812280428,104040.087339073,189350.804937186,348569.159070616
33,"cspclass12",32013.5063263437,72586.8172170766,120587.281447211,212680.100265054,293633.370952378
33,"cspclass8",16106.5408184204,27765.924054996,28479.8124770655,39501.730644452,0
33,"cspclass9",11498.5705800801,21447.2623122635,45639.2406814522,145542.792604533,346614.826788418
34,"cspclass10",14631.1959555355,33664.0822429214,75767.1628773797,0,0
34,"cspclass2",200189.649909066,249479.22136208,252583.699127625,0,0
34,"cspclass4",187916.055338338,274701.399218052,323837.988895992,336927.021468475,350018.825050707
34,"cspclass5",99668.4954662356,250959.978203989,320255.939115937,360021.613817893,392271.513871589
34,"cspclass6",113793.60005546,272419.989750605,324006.8974511,358003.864743818,391937.923120875
34,"cspclass7",53751.3868080715,166894.187150101,266404.822072647,318336.694280842,372681.227801031
34,"cspclass8",41203.6430680887,86883.8838844488,159880.618529591,263624.634733306,333779.285764446
34,"cspclass9",22109.6282062665,61450.224946428,106790.884591231,148304.487961937,192892.133159453
35,"cspclass1",607942.415091002,608534.022154323,621059.521609261,621638.357768278,0
35,"cspclass2",594505.279859625,607628.582214596,607640.45444346,621638.357768278,622499.788536334
35,"cspclass3",309412.663652509,371708.479770962,476842.984374295,489921.905178293,603719.182565396
35,"cspclass4",300389.148490278,424782.343415574,479981.759563796,548677.090317914,602863.239791266
35,"cspclass5",52979.5314745422,325585.477193338,482043.554235664,557565.407467746,611412.285332277
35,"cspclass6",87122.345441633,330676.676907088,439441.651455662,523661.144613199,585675.572601829
35,"cspclass7",94959.0254245873,250302.103531398,337275.886340949,445417.860934482,529874.971968135
35,"cspclass8",87583.4667738055,213301.78812068,273460.708798509,309046.522358707,420353.022105785
35,"cspclass9",85869.2247312465,164826.415975054,181167.366930119,231407.172533677,276979.407542412
36,"cspclass2",501175.172799039,511635.388654902,516285.1187122,636470.579062014,637801.012827151
36,"cspclass3",179388.525282519,360094.528731298,452245.895393257,514160.986512093,627118.72488982
36,"cspclass4",260673.076907842,449098.923453357,511603.335762101,570330.262980385,642497.613197749
36,"cspclass5",120392.187568362,402261.170542495,480865.131896428,566145.750234269,646286.495410949
36,"cspclass6",85259.5180819603,452617.850452847,534349.126808207,601312.955879749,657743.34148018
36,"cspclass7",126544.956932549,398189.866389675,540671.246356796,628324.986203263,688141.564214363
36,"cspclass8",469738.630189269,580582.476486659,645788.839584126,671492.341604364,717901.912896333
37,"cspclass10",116495.428167356,340159.536931604,406537.674854754,469472.377705397,542305.941221616
37,"cspclass11",58145.0658173977,267859.130072278,387364.96042918,474543.855854041,554369.587074942
37,"cspclass12",68061.203243254,338715.416654245,366871.718858227,443198.300820571,530783.61185724
37,"cspclass4",231997.154560334,235167.099669922,245995.324849236,260546.71803661,264043.833191694
37,"cspclass5",181840.95605932,223681.076473452,245564.87340368,264886.149844793,282265.583502493
37,"cspclass6",87149.1857285985,196474.214151263,225356.457053938,262380.588512928,292852.75608666
37,"cspclass7",66345.4555446161,147825.473007284,211049.730832817,274104.503440324,449043.677385376
37,"cspclass8",56494.7780924933,114407.326941178,184910.267588016,274545.037661888,424674.221376124
37,"cspclass9",74501.1555911358,141158.648602712,214717.029273788,375649.235840668,490718.161533042
38,"cspclass10",154716.266115841,266661.199010263,388370.531149717,467905.384222599,568748.918495019
38,"cspclass11",121301.254187943,235734.527687969,320493.49673337,455937.136534697,539145.883061479
38,"cspclass12",27301.8184636141,143920.332253314,274529.524583086,365480.920586195,500143.317815455
38,"cspclass3",631598.351815671,632570.061604652,644696.991861603,645648.551404517,0
38,"cspclass4",639627.338420514,653874.171495471,658728.913289904,0,0
38,"cspclass5",599959.585488407,611752.193180494,631598.351815671,644696.991861603,645648.551404517
38,"cspclass6",341382.931976481,399506.546858664,599120.983438381,631825.175266285,674562.619736822
38,"cspclass7",294838.658563859,397902.731178008,472329.037728209,578678.651450641,660893.303520725
38,"cspclass8",283115.59427646,401549.376048287,492261.098536271,609787.099313948,672359.40526517
38,"cspclass9",254614.634156078,391655.960410434,499170.974110917,577085.704636232,635785.78654211
39,"cspclass10",77897.2563260793,285050.4539998,342919.572547703,395188.474412762,481236.031272623
39,"cspclass11",29933.8449995633,241768.769039119,343060.408475112,361377.299390259,462225.931752634
39,"cspclass12",173303.053569596,278554.786935129,313117.072346909,0,0
39,"cspclass7",439574.579083207,602622.874475733,624537.924086514,646301.585564496,669182.728724952
39,"cspclass8",331006.217857249,449903.43413177,495207.806239037,578372.28270757,645366.430668186
39,"cspclass9",95058.5698615639,306965.746927344,416765.58902877,500869.634225855,570972.510383132
40,"cspclass10",13135.7282413079,30824.9126311982,62664.5471655826,126525.266693287,222151.263134222
40,"cspclass11",10682.2079549549,18219.0862536938,31291.7753624151,72200.101956755,134649.375761065
40,"cspclass12",14062.512156428,19127.1914814026,23853.3146386315,26974.3348384485,31647.3027930769
40,"cspclass8",49072.2137074798,0,0,0,0
40,"cspclass9",26051.705291169,91630.9618943135,111333.660654154,174275.390183795,215161.132151168
42,"cspclass1",15866.6845898683,79846.779843452,131184.817408581,173938.569358774,267337.945549025
42,"cspclass2",34759.9649895949,76675.7145219933,130901.058884187,204859.879557083,244808.995384875
42,"cspclass3",32625.1481407723,98442.0820281524,114801.806724041,138680.623873528,168028.424830229
42,"cspclass4",17204.812582599,17297.1488617245,21957.6382981634,23184.7671306558,27217.0191219752
43,"cspclass1",75287.1387623696,173138.206893557,247562.758210627,351182.124621388,421952.709978016
43,"cspclass2",122563.855514449,194911.26778644,346326.698336546,400414.909672207,438227.565421868
43,"cspclass3",15138.7434670374,178285.100023041,218144.261663167,274732.60057575,346801.894059063
43,"cspclass4",59585.6842306803,130810.493055812,166969.600337276,212446.789396969,275702.11800411
43,"cspclass5",22058.509985139,83507.803584812,173155.20002243,185250.131488757,213439.26412136
44,"cspclass2",15089.6458926895,134520.196744252,153127.729667966,172843.686578317,480865.922560694
44,"cspclass3",47925.9043273428,140728.820230821,263269.714938453,356082.478261556,460506.605930037
44,"cspclass4",83774.3775619419,150170.046188089,285863.259182929,362918.205396496,437019.57404245
44,"cspclass5",25998.075928286,207623.899896122,290743.446119739,339881.832858507,425036.349657482
45,"cspclass3",16431.189929541,201688.322055641,226497.482753695,255455.265727121,334884.879112873
45,"cspclass4",33905.4097962151,115313.098387361,217275.568623658,280301.389050542,342268.881020363
45,"cspclass5",42306.1872424877,226091.842562201,270608.897563425,301077.639201159,339292.915721624
46,"cspclass1",6962.00424416263,17466.913918156,40872.9073160083,139661.144073577,171328.262440059
46,"cspclass2",37529.6559775871,93472.7178853519,188613.76252447,250179.530560913,344841.448011846
46,"cspclass3",60117.0540338719,129897.163093229,257688.081242427,328802.021518869,443409.68049386
46,"cspclass4",102722.756519015,228099.921475521,325814.510732981,401353.441569471,444652.692740255
46,"cspclass5",15912.5634488965,24969.9931676393,361881.555426439,369440.646337044,374810.166449916
47,"cspclass1",50647.6034991103,173024.294168758,218149.828280402,276822.866251453,321164.062999754
47,"cspclass2",40636.5714924416,110392.383508636,183593.837509135,237287.488285846,297983.050957577
47,"cspclass3",36077.9759903527,66463.0156453708,111684.401516612,183362.56744145,250440.12428846
47,"cspclass4",38498.7454404583,68492.0861195659,95933.1445414827,142660.805761928,205122.088427201
48,"cspclass1",130473.469538595,237822.581292801,307276.208353769,360267.404002252,411045.677743946
48,"cspclass10",23776.8398557449,50653.7109573455,118757.482043424,449936.99677745,462205.844963484
48,"cspclass2",131584.818039899,196445.913466382,282012.640954686,347635.464000094,387231.627008971
48,"cspclass3",86101.5855867542,173832.260229841,281002.772731649,341963.628654826,380333.734387882
48,"cspclass4",93717.3729723192,177023.536956626,281054.857366932,369264.03400957,425871.603404959
48,"cspclass5",103618.138036215,193367.910732381,271912.959083425,366040.058448957,446093.343147664
48,"cspclass6",98175.0827449135,238108.933799161,322426.068996463,418835.354283614,569943.866954783
48,"cspclass7",116028.488006129,265688.219432035,362484.650336571,494783.805915707,605202.957507347
48,"cspclass8",87536.5934150666,361495.498232101,501385.037832257,566133.954521589,633808.875028458
48,"cspclass9",110666.218213056,306968.232904452,472130.873244481,555101.118103292,614089.101861409
49,"cspclass1",158399.432797964,158542.165970874,0,0,0
49,"cspclass2",8959.61691952314,176264.633456269,339489.205642224,356285.861529217,381359.465464086
49,"cspclass3",18667.5760548287,61222.3417627091,127853.107189062,248217.976205188,345627.590647196
49,"cspclass4",18999.6104423701,50169.9132677336,77992.982302486,110572.399072009,166458.353668439
49,"cspclass5",41417.6253515441,66082.636140054,75269.6877527407,90190.9054047439,144805.554925824
50,"cspclass3",23470.1215331319,110708.217594467,190477.896708043,201792.849749147,320082.061904028
50,"cspclass4",18603.016994687,104235.212808707,229500.116236683,262047.190883297,322234.036963873
50,"cspclass5",34242.6389420022,107400.118122482,169824.369489257,239755.741590457,320933.1066167
50,"cspclass6",25773.5332412214,103346.0842452,142140.336143726,225057.187647832,304989.624577927
50,"cspclass7",133040.15420034,353300.689749808,359068.652617197,0,0
51,"cspclass10",210499.263416694,0,0,0,0
51,"cspclass3",29917.2437220367,57467.2793256115,80398.5448691642,108756.924803198,247646.297448778
51,"cspclass4",82387.8901825915,180280.934457779,268956.222444923,329401.059125906,477036.243797676
51,"cspclass5",43531.4173166367,225653.320725738,352258.24861732,437314.793494599,554203.091772789
51,"cspclass6",53587.6364108955,305727.400290423,381136.331586833,523755.163334859,634567.043406072
51,"cspclass7",82525.5289720639,320732.37299257,408840.485942944,479843.447025162,675802.176254371
51,"cspclass8",153111.963700803,314041.181211969,450233.698470337,533573.920780152,604564.131952781
51,"cspclass9",143884.563319499,245735.502342609,296419.75808976,439332.434328271,576763.939076743
52,"cspclass10",68923.0040175532,208617.044715082,320534.877460149,417462.654270811,448473.583170363
52,"cspclass6",115724.130543093,240171.285283822,453611.772228718,484735.106738884,686030.996581862
52,"cspclass7",144843.171613524,442835.919151795,493539.998192066,525554.698690636,657808.251156067
52,"cspclass8",62181.9947607143,304336.86866085,469333.776282963,514441.440142979,633103.374697743
52,"cspclass9",54632.2769851368,167329.356952717,319084.984763508,422833.307279127,517953.417890684
53,"cspclass10",42544.6563428141,91232.9469568657,159049.176059087,207711.476906368,439025.186878926
53,"cspclass11",32701.8754417686,56713.0913432261,102541.233177448,140790.103537044,202076.378310822
53,"cspclass12",25384.8439496004,31600.2415501156,0,0,0
53,"cspclass7",17968.3539822709,331040.768829134,342523.706834721,0,0
53,"cspclass8",51976.0560164592,248353.525571958,304077.187563803,393289.726707132,512484.422747563
53,"cspclass9",118857.963669883,304631.383896553,396749.202256077,459000.589331232,513880.677089095
54,"cspclass10",97105.5331411685,225405.493301564,305399.018873779,373788.676602292,453634.961386305
54,"cspclass11",40205.95674716,168766.207649319,239244.846105618,309640.059306461,403618.134024903
54,"cspclass7",286233.707850032,354165.918693757,367607.488322266,382612.59586559,458458.38976923
54,"cspclass8",57267.1653192226,258340.408332423,372556.307424112,470294.027884357,582786.610694417
54,"cspclass9",63350.6831261931,189082.603895333,353849.855997663,455679.587188178,572098.188201985
55,"cspclass10",80664.7100612048,130231.845842135,201711.249353841,265500.058845371,344531.15162874
55,"cspclass11",59784.887191808,73685.0587822724,89237.4906033139,120729.51272835,210562.123559069
55,"cspclass6",422704.015945272,426213.816998289,0,0,0
55,"cspclass7",112810.409157021,147321.126592852,198100.139733721,269359.614108181,410216.016785914
55,"cspclass8",51452.1267095506,101564.711977849,149004.632648014,244270.43012797,380132.680521411
55,"cspclass9",61886.4213270616,130655.981188542,208308.246069252,286854.911038632,360920.994051517
56,"cspclass10",42522.8600667188,248986.988657814,311719.356744741,369149.983481197,485337.696790561
56,"cspclass11",66276.5005179734,277652.45773631,338585.201096027,425068.35519732,514285.189184747
56,"cspclass12",43023.1554078696,82040.530975786,296612.4326525,402068.554750704,542810.25608302
56,"cspclass9",56086.3916501598,258053.581412948,303632.775624072,337085.154294415,371179.695416276
57,"cspclass10",33865.4144031941,135573.182648464,183797.522426412,239012.593079045,305477.115466579
57,"cspclass11",26964.761072114,86287.0111798363,179800.535630144,260833.567423288,333626.753232501
57,"cspclass12",29108.3798258638,47537.46428676,110701.651952578,0,0
57,"cspclass9",19744.4350105468,47147.4327601194,107820.119284412,158084.914020212,216221.384539717
58,"cspclass10",24180.0255617892,83299.79871243,130079.578985491,213419.690720581,330726.288619988
58,"cspclass11",69204.0770660604,147436.046229442,224934.77723001,284331.911339607,344196.707235685
58,"cspclass12",26095.2178072397,127228.497934255,181029.14574774,268470.178619408,346487.067702218
58,"cspclass9",19375.0014820594,29855.5717108375,44309.3370967408,128135.667722723,0
59,"cspclass10",43950.7663831044,214916.423040143,296250.799551173,344692.964604677,400092.052841698
59,"cspclass11",41306.134015759,194021.439291119,263322.467546671,323182.50916,390556.864630255
59,"cspclass12",26361.0618791656,50012.8025114187,106462.649287665,261362.878901609,344702.65575957
59,"cspclass8",34894.6904618558,95846.7785125664,309641.58173884,420336.385979162,458893.086833103
59,"cspclass9",49536.0241713025,176424.52492344,273579.010457264,318007.457151457,422916.075605024
63,"cspclass1",43604.7308695521,121265.249676152,232559.821279619,389772.002548402,514866.490370201
63,"cspclass2",39821.3258925635,132743.8743646,261241.153633752,324161.810917015,505843.253543963
63,"cspclass3",12478.039279342,0,0,0,0
64,"cspclass1",54464.2906873751,176594.813724671,278446.156829542,303668.712395876,432075.59156362
65,"cspclass1",132432.9780095,289290.717287385,301839.39612353,318050.401344167,415405.362285462
66,"cspclass1",37770.6978124836,80800.7314360369,175443.558915991,221773.730852135,367837.577690473
66,"cspclass2",30189.9964403366,34013.3107275072,38477.9546081043,161340.611631033,173163.47833517
67,"cspclass1",28212.4299527343,97884.4198553799,132933.297681612,171271.279834474,255281.416945416
67,"cspclass2",29847.8831993424,199249.256870637,216850.86134643,236699.986656245,260716.009656289
67,"cspclass3",24377.1368114606,36203.0113195369,205404.608541084,248378.728875593,260148.61957055
68,"cspclass1",115906.772211229,192510.115412223,229834.607674163,280892.622987873,328222.379708053
69,"cspclass1",59620.902451691,237598.188205532,288428.588421266,334016.773618108,382603.929486546
69,"cspclass2",40362.7362035327,178804.080788532,243294.656025365,318164.861056678,392519.869178359
70,"cspclass1",64370.0117050108,258154.609181927,300657.476661618,329749.814418193,353036.34324688
70,"cspclass2",52083.8826071609,248043.494323718,286121.836619007,326994.507497999,383553.750142199
70,"cspclass3",37393.239500022,196713.999009002,243743.923084814,288981.478470333,323827.431607761
70,"cspclass4",33045.6582781134,136067.621587674,197652.041268596,262708.667536195,327654.795953832
70,"cspclass5",48230.4941859886,155194.282060013,217856.664194429,272800.122229038,327018.785276126
70,"cspclass6",22858.1116643661,36324.7482290093,234750.750121439,241523.273113416,248834.609246327
71,"cspclass2",103222.735659715,121680.368522295,134347.198790363,157708.330837393,172020.098943713
71,"cspclass3",73262.3122935495,102291.382350402,133935.754669137,164876.482983457,383471.911270064
71,"cspclass4",106905.048388694,193350.838859586,319982.806978165,396507.036452349,472814.34032882
71,"cspclass5",68075.0362266031,179707.141849714,276520.441793006,348351.373612823,447486.893832007
71,"cspclass6",51586.9312691627,169055.156533842,209299.869081458,260146.208102486,312552.701652206
72,"cspclass2",36832.2744467342,136305.398911131,154459.595407804,168165.790121451,201856.697196626
72,"cspclass3",78210.7369290934,164023.356910697,210959.40191724,237897.262626341,299825.793276799
72,"cspclass4",31107.4421452494,42080.8384227501,85343.3564726568,127673.516732539,0
73,"cspclass2",38942.251913146,76233.7880962243,123095.623779096,183773.959823475,244965.190024133
73,"cspclass3",39495.4915424448,84600.3167722295,117975.272379253,158590.346971429,196906.584183956
73,"cspclass4",55550.0649607314,125256.199791334,160194.172904177,193266.942600505,216578.151140249
74,"cspclass1",81677.5547247507,198578.513636723,228902.285128338,240374.369275888,302881.326308683
74,"cspclass2",35557.9783231069,112160.701308113,210416.890516545,262392.627189917,397289.501735982
74,"cspclass3",67160.7005588004,134711.934878555,226548.925423309,310038.117822748,438808.759477159
74,"cspclass4",38666.99682853,170247.957077226,253118.566343453,321540.232928582,407516.577774627
74,"cspclass5",30741.0995117325,157209.154407526,322349.470203763,370851.101189637,416587.786862052
75,"cspclass3",94108.2284663514,244110.937649777,361341.515192756,479500.307836271,511201.005433995
75,"cspclass4",117227.136067704,331570.966480052,446050.769453446,493180.442939856,518242.124382356
75,"cspclass5",86179.522608033,234681.521606557,359855.108875316,393819.51565689,419010.607396078
75,"cspclass6",29116.8124959782,338678.422589357,0,0,0
76,"cspclass2",33088.2295751748,212724.8693216,495823.716812877,0,0
76,"cspclass3",163122.913982586,188393.838089567,495823.716812877,521636.938587736,534334.040534077
76,"cspclass4",532783.693467544,534334.040534077,0,0,0
76,"cspclass5",32671.3403560768,94837.7970945525,382694.277064178,471737.265039998,588915.593012328
76,"cspclass6",94125.2629479822,205261.197911417,409594.694372303,518574.625932065,559765.224796906
76,"cspclass7",22708.341076272,128833.354714666,468656.514892121,585456.621526862,0
77,"cspclass10",15786.4805967603,18947.7452594099,21866.6237399684,26871.6284618513,37942.1680562199
77,"cspclass4",41543.2297684242,86354.3048051427,494663.120682319,495088.542137892,587938.178099998
77,"cspclass5",55997.0687320359,429846.68155994,501326.886962715,537543.226840557,618297.313902535
77,"cspclass6",27252.9592683092,157624.338833234,510148.561063445,535221.541526138,654286.411246612
77,"cspclass7",102281.304212493,525476.868568651,556743.617195406,604363.177215194,671518.892313442
77,"cspclass8",15674.6869135412,52869.4570187807,436447.727668452,492519.371899636,611042.518992649
77,"cspclass9",54070.3836421287,412040.095638996,428995.36549241,444880.797042063,459373.82073344
78,"cspclass10",16442.6296591847,43072.5257902827,53106.6430120399,204428.772209665,372470.439909874
78,"cspclass4",39268.0806754232,117904.700682376,261335.019323848,305680.867065763,335816.058645465
78,"cspclass5",65347.8727002692,121182.74182996,258422.68983953,274241.75899461,327877.409350318
78,"cspclass6",23849.1402590072,66879.2600342809,89156.836239169,164476.762803203,304552.760625554
78,"cspclass7",27233.3096910237,157256.055012597,170290.823488833,183530.03116488,360770.692116384
78,"cspclass8",35891.1120885289,198105.761351791,262750.570961214,311616.446498982,391636.496421579
78,"cspclass9",28870.3019612028,275689.269704924,325244.234376592,367608.182581481,407217.139257322
79,"cspclass1",28383.1123244292,228138.067265827,238192.441092937,240225.745501255,253140.180294282
79,"cspclass2",18609.2342089498,145062.147647263,217625.949570661,251041.414393598,277089.850460467
79,"cspclass3",13282.7931650782,63321.2951691351,254965.427413844,271814.319991705,286920.621995146
79,"cspclass4",10178.3487589357,42672.4874956856,173100.413695563,276414.992270622,291925.724157733
80,"cspclass1",304361.259109283,312725.311534662,0,0,0
80,"cspclass2",39899.9389308115,134520.833711741,183714.25190447,224274.10007342,301463.553771656
80,"cspclass3",38333.5572397411,95156.1386232496,290493.372867593,323704.112555123,346216.57510835
81,"cspclass5",31734.2473774159,43088.7492670427,71363.1942579828,97501.0159882345,0
81,"cspclass6",29765.3474440949,76599.9439447111,131832.422855582,156638.796221547,205261.255440746
81,"cspclass7",38302.504501759,102784.593996493,160764.404877238,178980.599651273,214975.527935269
