region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,reinforcement_dist_km
p3,1,11072,1288.909,141789.747,44.371,11.484
p3,1,11073,1122.9,151365.574,53.765,2.145
p3,1,11074,707.243,171976.881,58.695,2.145
p3,1,11075,1168.762,190568.609,64.943,2.145
p3,1,11076,1320.107,218653.244,74.565,2.145
p3,1,11077,973.365,246864.062,84.314,2.145
p3,1,11078,662.045,278628.213,95.53,2.145
p3,1,11079,10.741,324246.789,107.45,2.145
p18,1,11112,0.06,467480.191,114.397,15.341
p18,1,11113,92.086,340925.181,103.361,15.341
p18,1,11114,530.252,300022.492,90.261,15.341
p18,1,11115,553.002,263254.758,78.631,15.341
p18,1,11116,7.362,233457.079,66.962,15.341
p18,1,11133,127.75,491263.979,151.943,15.341
p2,1,11440,405.217,137262.94,39.676,9.758
p2,1,11441,858.951,99765.365,28.156,9.758
p2,1,11442,1740.772,75524.559,18.64,9.758
p2,1,11443,91.724,75718.471,17.521,9.758
p2,1,11444,41.517,101025.287,26.225,9.758
p2,1,11445,114.776,119779.848,33.818,9.758
p2,1,11446,134.087,152128.919,45.637,9.758
p2,1,11447,0.966,211465.459,6.707,70.553
p2,1,11448,1234.297,233080.615,15.431,73.422
p2,1,11449,787.985,238639.704,2.188,105.066
p3,1,11450,526.631,208303.87,62.312,11.484
p3,1,11451,890.028,178294.651,57.531,11.484
p3,1,11452,1116.684,169571.92,61.899,2.145
p3,1,11453,691.916,185094.726,65.701,2.145
p3,1,11454,499.657,203658.038,71.638,2.145
p3,1,11455,409.381,220075.347,75.356,2.145
p3,1,11456,150.5,242318.881,81.709,2.145
p3,1,11457,22.69,277666.29,91.595,2.145
p3,1,11458,74.345,305788.824,102.262,2.145
p3,1,11459,290.984,331182.646,111.831,2.145
p18,1,11493,84.604,315248.215,98.447,15.341
p18,1,11494,643.64,278310.675,86.629,15.341
p18,1,11495,451.803,239205.982,74.811,15.341
p18,1,11496,98.604,225122.193,62.822,15.341
p18,1,11518,323.449,552854.986,76.838,97.048
p18,1,11519,11.345,518088.716,70.169,97.048
p2,1,11819,1.388,199346.798,56.095,9.758
p2,1,11820,6.155,155038.321,44.659,9.758
p2,1,11821,186.225,124304.96,35.09,9.758
p2,1,11822,678.338,105933.95,30.16,9.758
p2,1,11823,712.916,103787.203,29.116,9.758
p2,1,11824,587.157,122420.695,35.755,9.758
p2,1,11825,311.501,153515.371,4.923,57.403
p2,1,11828,210.121,261090.636,25.742,73.422
p2,1,11829,1217.4,263606.347,10.056,105.066
p3,1,11830,319.044,224678.97,74.012,11.484
p3,1,11831,1122.658,213221.006,69.2,11.484
p3,1,11832,614.553,210479.495,74.314,2.145
p3,1,11833,303.897,215711.467,77.147,2.145
p3,1,11834,23.414,237931.854,81.946,2.145
p3,1,11835,43.871,266553.571,86.792,2.145
p3,1,11836,192.259,276568.302,92.069,2.145
p3,1,11837,234.501,297918.514,98.633,2.145
p3,1,11838,30.293,326686.447,108.361,2.145
p18,1,11873,4.103,313294.707,101.522,15.341
p18,1,11874,225.208,285818.83,87.204,15.341
p18,1,11875,235.708,250128.76,75.109,15.341
p18,1,11876,159.794,217388.311,63.067,15.341
p20,1,11893,109.587,510304.826,145.522,15.341
p18,1,11898,64.811,597602.785,86.408,97.048
p18,1,11899,283.44,560889.153,81.636,97.048
p19,1,11906,6.155,319868.106,52.735,15.64
p19,1,11907,107.414,288504.738,47.963,15.64
p2,1,12197,2.233,315351.924,88.562,9.758
p2,1,12198,60.405,273805.09,74.327,9.758
p2,1,12199,239.811,218448.653,61.689,9.758
p2,1,12200,133.966,187154.475,52.805,9.758
p2,1,12203,50.569,149134.263,41.263,9.758
p2,1,12204,757.33,148575.602,45.333,9.758
p2,1,12205,328.277,175271.855,11.419,57.403
p2,1,12206,173.673,192697.131,19.912,57.403
p2,1,12207,7.483,232622.146,31.582,57.403
p2,1,12208,8.086,288692.851,45.229,57.403
p2,1,12209,1005.106,267959.744,91.771,11.484
p3,1,12210,775.433,253516.744,85.523,11.484
p3,1,12211,1046.624,240542.867,80.944,11.484
p3,1,12212,75.311,244187.685,85.983,2.145
p3,1,12213,26.793,252998.887,89.527,2.145
p3,1,12214,23.776,265371.027,93.597,2.145
p35,1,12301,48.276,541580.883,135.783,36.907
p35,1,12302,44.052,576272.302,147.303,36.907
p36,1,12306,66.017,824417.134,175.928,113.973
p2,1,12577,64.086,338409.149,91.279,9.758
p2,1,12584,731.502,177364.715,57.077,9.758
p2,1,12585,663.614,197451.035,2.136,88.973
p2,1,12586,465.019,214951.18,28.533,57.403
p2,1,12587,266.121,247118.17,36.521,57.403
p2,1,12588,401.536,286806.742,48.137,57.403
p2,1,12589,182.483,297124.439,102.605,11.484
p3,1,12590,893.287,272008.543,96.937,11.484
p3,1,12591,1484.185,279017.155,92.613,11.484
p3,1,12592,50.267,295061.724,96.246,11.484
p3,1,12593,11.948,289070.42,100.858,2.145
p2,1,12594,53.345,337211.551,105.169,2.145
p2,1,12595,428.45,340644.795,109.726,2.145
p2,1,12596,54.914,364274.906,116.111,2.145
p20,1,12656,38.017,646297.308,187.464,15.341
p20,1,12657,84.604,692579.205,200.304,15.341
p20,1,12658,6.638,723237.717,215.381,15.341
p35,1,12680,133.604,503408.843,65.3,141.19
p35,1,12681,22.086,535965.038,76.82,141.19
p35,1,12682,107.716,569034.766,88.34,141.19
p35,1,12683,119.242,602789.974,99.86,141.19
p35,1,12684,7.0,637672.619,111.38,141.19
p36,1,12686,15.207,773482.073,236.124,43.562
p2,1,12962,8.931,232595.682,65.54,9.758
p2,1,12963,306.794,228154.751,69.842,9.758
p2,1,12964,104.035,219212.133,70.013,9.758
p2,1,12965,223.518,223003.175,73.303,9.758
p2,1,12966,495.915,245941.748,79.573,9.758
p2,1,12967,1290.538,265812.213,45.457,57.403
p2,1,12968,1009.451,293671.672,54.258,57.403
p2,1,12969,102.587,336765.139,64.596,57.403
p3,1,12971,570.14,304173.552,104.431,11.484
p3,1,12972,656.252,322232.973,106.922,11.484
p2,1,12973,742.123,343181.81,113.089,2.145
p2,1,12974,631.571,359150.526,116.869,2.145
p2,1,12975,3.017,377309.172,121.588,2.145
p20,1,13036,325.742,629421.342,191.53,15.341
p20,1,13037,344.691,652891.983,203.273,15.341
p20,1,13038,164.923,662126.879,187.452,54.723
p19,1,13046,76.638,588271.277,180.118,5.351
p19,1,13050,259.001,479329.426,161.031,5.351
p19,1,13051,3.259,499812.61,158.868,5.351
p35,1,13060,147.0,488745.337,60.528,141.19
p35,1,13061,156.233,528584.772,72.048,141.19
p35,1,13062,414.63,557194.818,83.621,141.19
p35,1,13063,147.362,591588.402,95.141,141.19
p35,1,13064,385.967,613255.093,91.149,127.602
p2,1,13337,85.69,366262.579,17.48,151.039
p2,1,13338,133.604,328305.079,5.364,151.039
p2,1,13339,5.552,342684.614,8.393,151.039
p2,1,13340,96.492,320055.999,86.678,9.758
p2,1,13342,383.07,279273.986,77.187,9.758
p2,1,13343,543.769,264490.643,81.533,9.758
p2,1,13344,31.379,258281.329,81.608,9.758
p2,1,13345,810.554,262541.234,85.248,9.758
p2,1,13346,1257.711,274208.261,90.144,9.758
p2,1,13347,1380.573,295180.708,56.239,57.403
p2,1,13348,796.192,313021.626,62.434,57.403
p2,1,13351,16.293,365630.349,11.283,149.344
p2,1,13352,578.588,357908.491,118.539,11.484
p2,1,13353,896.003,370677.701,124.398,2.145
p2,1,13354,24.259,390411.793,129.749,2.145
p20,1,13416,55.276,608120.05,166.401,54.723
p19,1,13424,89.673,542477.752,178.299,5.351
p19,1,13425,384.518,528612.761,173.475,5.351
p19,1,13426,147.362,495832.426,168.598,5.351
p19,1,13427,60.345,466050.101,163.826,5.351
p19,1,13428,7.362,469666.665,159.054,5.351
p19,1,13429,24.259,456389.102,154.282,5.351
p19,1,13430,429.777,446307.598,149.511,5.351
p35,1,13434,89.431,389661.446,25.517,141.19
p35,1,13439,2.172,442266.759,44.289,141.19
p35,1,13440,269.018,475078.043,55.809,141.19
p35,1,13441,329.122,512862.371,67.329,141.19
p35,1,13442,377.518,540525.293,178.848,5.351
p35,1,13443,332.742,559667.533,184.284,5.351
p35,1,13444,155.63,576605.206,189.213,5.351
p2,1,13717,86.957,380963.752,22.183,151.039
p2,1,13718,961.899,354805.121,16.128,151.039
p2,1,13719,558.191,334931.002,2.434,177.045
p2,1,13720,25.948,324663.238,5.693,160.629
p2,1,13721,9.172,331739.466,20.455,131.839
p2,1,13722,357.242,307763.744,5.81,147.324
p2,1,13723,0.241,305651.774,93.777,9.758
p2,1,13724,410.225,300233.035,93.501,9.758
p2,1,13725,1086.934,300259.116,96.865,9.758
p2,1,13726,730.537,303570.962,101.189,9.758
p2,1,13727,508.588,321887.83,107.046,9.758
p2,1,13728,252.483,341923.087,72.531,57.403
p2,1,13729,44.776,370806.69,79.939,57.403
p2,1,13731,80.983,410201.036,27.605,149.344
p2,1,13732,46.586,396308.328,130.282,11.484
p20,1,13798,164.621,593850.898,162.324,54.723
p19,1,13804,0.845,500005.523,166.885,5.351
p19,1,13805,731.14,479086.021,161.849,5.351
p19,1,13806,661.864,464859.106,157.078,5.351
p19,1,13807,411.07,448807.184,152.306,5.351
p19,1,13808,444.019,436747.664,147.534,5.351
p19,1,13809,185.983,422920.098,142.762,5.351
p19,1,13810,242.104,408013.9,137.991,5.351
p35,1,13811,17.621,401008.162,133.219,5.351
p35,1,13814,10.379,375872.399,20.745,141.19
p35,1,13819,168.845,432795.876,39.465,141.19
p35,1,13820,711.709,469118.833,50.985,141.19
p35,1,13821,339.139,494947.899,162.557,5.351
p35,1,13822,341.613,509360.751,167.434,5.351
p35,1,13823,671.881,530054.599,172.764,5.351
p35,1,13824,107.414,539356.753,181.226,5.351
p2,1,14103,364.906,365827.781,105.446,9.758
p5,1,14104,807.175,703041.309,58.277,224.462
p5,1,14105,183.268,720054.536,69.797,224.462
p5,1,14106,400.148,774752.047,1.543,311.521
p5,1,14107,510.036,802729.976,94.753,224.462
p5,1,14108,465.743,814307.687,106.571,224.462
p2,1,14109,490.243,416193.645,89.055,57.403
p5,1,14110,5.914,876635.018,18.375,346.648
p5,1,14112,97.638,925854.174,4.258,393.629
p19,1,14182,0.121,524095.279,174.503,5.351
p19,1,14183,88.586,496982.454,163.827,5.351
p19,1,14185,249.708,452691.868,150.435,5.351
p19,1,14186,639.536,432659.818,145.558,5.351
p19,1,14187,373.053,418491.734,140.786,5.351
p19,1,14188,480.588,404715.384,136.014,5.351
p19,1,14189,368.829,390976.82,131.242,5.351
p19,1,14190,276.018,378877.021,126.523,5.351
p19,1,14191,78.086,365532.143,121.699,5.351
p35,1,14192,17.017,360892.172,117.225,5.351
p35,1,14193,123.406,355397.075,114.063,5.351
p35,1,14194,343.544,361154.952,116.971,5.351
p35,1,14195,35.362,356266.387,12.02,141.19
p35,1,14199,336.001,428101.882,140.83,5.351
p35,1,14200,751.114,443788.952,146.265,5.351
p35,1,14201,203.785,461113.347,151.142,5.351
p35,1,14202,602.122,489272.463,46.993,127.602
p35,1,14203,241.501,506230.449,52.977,127.602
p35,1,14204,10.741,534684.404,61.281,127.602
p5,1,14479,274.087,539418.412,34.993,170.961
p5,1,14480,194.311,548406.177,8.478,224.462
p5,1,14481,454.519,583489.099,20.041,224.462
p5,1,14482,272.397,620016.568,31.86,224.462
p5,1,14483,361.286,657281.438,44.423,224.462
p5,1,14484,1567.401,690551.698,56.987,224.462
p5,1,14485,1175.521,742949.398,68.507,224.462
p5,1,14486,1293.073,749756.024,80.176,224.462
p5,1,14487,1412.013,771762.501,91.845,224.462
p5,1,14488,634.347,805721.066,6.133,333.774
p5,1,14489,554.329,832806.31,17.951,333.774
p5,1,14490,126.242,869362.53,29.993,333.774
p20,1,14559,17.259,539765.776,144.992,54.723
p20,1,14560,99.931,575470.572,154.034,54.723
p19,1,14564,84.845,446028.188,147.535,5.351
p19,1,14565,13.035,426061.076,139.758,5.351
p19,1,14566,394.898,406873.111,134.143,5.351
p19,1,14567,355.07,385395.159,129.266,5.351
p19,1,14568,111.518,370770.891,124.494,5.351
p19,1,14569,37.535,357625.1,119.722,5.351
p19,1,14570,416.381,344617.534,114.951,5.351
p19,1,14571,61.19,331505.608,110.179,5.351
p35,1,14572,205.776,328319.591,105.631,5.351
p35,1,14573,307.397,322076.74,102.469,5.351
p35,1,14574,504.665,329422.69,105.525,5.351
p35,1,14578,205.475,381927.383,124.538,5.351
p35,1,14579,429.415,393371.62,129.973,5.351
p35,1,14580,402.743,410393.345,134.798,5.351
p35,1,14581,77.242,430565.033,140.127,5.351
p35,1,14582,329.604,446286.898,148.326,5.351
p35,1,14584,175.845,513498.38,168.624,5.351
p36,1,14585,69.638,742615.823,236.582,29.026
p36,1,14586,28.06,712450.905,225.114,29.026
p36,1,14591,27.879,558485.476,89.394,113.973
p36,1,14592,49.664,516665.736,77.65,113.973
p36,1,14593,112.302,479889.79,66.13,113.973
p5,1,14859,8.931,550551.008,25.719,197.292
p5,1,14860,10.379,579275.63,19.523,224.462
p5,1,14861,54.311,600240.482,26.689,224.462
p5,1,14862,777.726,626820.394,36.5,224.462
p5,1,14863,243.552,670132.221,47.809,224.462
p5,1,14864,674.476,700725.094,59.478,224.462
p5,1,14865,424.225,754436.249,72.415,224.462
p5,1,14866,940.236,769393.973,84.852,224.462
p5,1,14867,1152.71,797812.752,96.53,224.462
p5,1,14868,1190.788,831253.203,108.041,224.462
p5,1,14869,815.261,847567.057,22.614,333.774
p5,1,14870,479.863,866153.504,23.293,275.652
p5,1,14871,22.569,854412.878,18.677,275.652
p5,1,14872,76.035,865476.101,23.569,275.652
p19,1,14943,94.862,454469.511,152.491,5.351
p19,1,14944,167.276,424067.735,142.236,5.351
p19,1,14945,192.863,399146.2,131.191,5.351
p19,1,14946,288.087,379600.756,122.992,5.351
p19,1,14947,48.759,355762.748,117.904,5.351
p19,1,14948,228.949,338182.184,112.974,5.351
p19,1,14949,726.916,325295.975,108.202,5.351
p19,1,14950,452.889,310147.626,103.431,5.351
p19,1,14951,554.812,298501.275,98.659,5.351
p35,1,14952,134.931,292758.549,94.111,5.351
p35,1,14953,216.88,287628.032,90.949,5.351
p35,1,14954,3.017,293416.728,94.005,5.351
p35,1,14957,210.363,335490.736,108.246,5.351
p35,1,14958,249.466,350559.035,113.681,5.351
p35,1,14959,57.388,362802.985,118.453,5.351
p35,1,14960,70.604,380551.366,123.361,5.351
p35,1,14961,213.199,406833.291,19.361,127.602
p35,1,14962,42.483,436352.148,28.645,127.602
p35,1,14964,17.741,506083.985,51.527,127.602
p36,1,14965,17.5,731044.968,231.757,29.026
p36,1,14966,8.328,699818.528,220.237,29.026
p36,1,14970,113.509,566376.874,174.21,29.026
p36,1,14971,176.811,536505.957,162.69,29.026
p5,1,15234,38.923,561579.949,33.98,185.216
p5,1,15235,58.474,517523.751,24.885,185.216
p5,1,15237,84.483,505707.687,21.405,185.216
p5,1,15238,158.345,521974.453,18.538,197.292
p5,1,15242,4.466,659081.179,47.778,224.462
p5,1,15244,241.863,718555.976,64.365,224.462
p5,1,15245,118.759,755537.085,75.674,224.462
p5,1,15246,854.968,785027.04,89.339,224.462
p5,1,15247,148.931,817136.918,101.671,224.462
p5,1,15248,22.569,852751.893,112.927,224.462
p5,1,15249,45.259,876667.982,31.91,333.774
p5,1,15250,28.604,853558.467,13.838,275.652
p5,1,15251,143.259,824295.364,6.71,275.652
p5,1,15260,31.862,935413.764,279.904,3.762
p5,1,15261,99.147,946429.637,63.356,216.899
p20,1,15319,4.103,493070.925,142.759,15.327
p19,1,15321,202.035,480226.738,128.468,66.84
p19,1,15322,313.553,456287.667,121.165,66.84
p19,1,15323,402.139,435292.073,147.825,5.351
p19,1,15324,54.069,404173.887,136.199,5.351
p19,1,15325,83.759,375488.388,125.892,5.351
p19,1,15326,80.138,349864.218,114.794,5.351
p19,1,15327,168.604,327933.03,106.648,5.351
p19,1,15328,767.347,307004.132,101.454,5.351
p19,1,15329,809.83,293088.101,96.682,5.351
p19,1,15330,778.209,280416.94,91.911,5.351
p19,1,15331,861.123,265610.899,87.139,5.351
p35,1,15332,252.725,258415.153,82.442,5.351
p35,1,15333,69.276,253158.911,79.205,5.351
p35,1,15334,13.035,260058.553,82.411,5.351
p35,1,15335,8.267,269706.666,87.183,5.351
p35,1,15336,112.966,284604.186,91.954,5.351
p35,1,15337,198.897,301538.029,96.99,5.351
p35,1,15338,294.001,314068.251,102.161,5.351
p35,1,15339,295.208,333632.476,107.069,5.351
p35,1,15340,44.897,347133.249,115.584,5.351
p35,1,15341,198.414,394900.445,12.195,127.602
p35,1,15342,59.5,419222.12,136.085,5.351
p36,1,15349,85.207,582009.983,180.905,29.026
p36,1,15350,241.259,558057.184,169.385,29.026
p36,1,15351,550.226,520168.185,157.865,29.026
p36,1,15352,103.311,484411.57,146.398,29.026
p36,1,15353,6.517,453220.69,134.878,29.026
p5,1,15613,6.578,552363.982,16.432,246.139
p5,1,15614,598.502,537142.75,20.736,221.331
p5,1,15615,924.546,504587.169,9.194,221.331
p5,1,15617,441.363,503083.606,5.485,232.793
p5,1,15618,641.226,537811.29,17.303,232.793
p5,1,15619,9.414,596109.759,30.956,232.793
p5,1,15624,0.845,737966.115,71.245,224.462
p5,1,15625,82.552,770641.37,82.945,224.462
p5,1,15628,3.983,882760.782,118.017,224.462
p5,1,15629,89.311,885340.744,24.752,275.652
p18,1,15685,0.724,539310.459,134.38,54.723
p20,1,15686,37.293,510707.303,126.761,54.723
p20,1,15687,206.621,462123.567,117.139,54.723
p20,1,15688,196.604,435396.726,110.101,54.723
p20,1,15693,31.379,380429.538,88.057,54.723
p20,1,15694,96.431,370494.631,87.312,54.723
p20,1,15699,97.397,446974.403,131.09,15.327
p20,1,15700,7.603,465443.739,136.968,15.327
p20,1,15701,165.225,459610.852,122.102,66.84
p20,1,15702,764.209,430693.384,110.594,66.84
p19,1,15703,859.675,408887.086,104.874,66.84
p19,1,15704,1266.159,389193.713,131.427,5.351
p19,1,15705,1001.244,356370.055,119.907,5.351
p19,1,15706,863.356,326974.971,109.231,5.351
p19,1,15707,495.312,300923.813,98.344,5.351
p19,1,15708,817.433,279952.024,90.25,5.351
p19,1,15709,681.899,260624.841,85.162,5.351
p19,1,15710,412.398,248583.678,80.391,5.351
p19,1,15711,551.071,234002.219,75.619,5.351
p35,1,15712,274.69,224284.881,70.847,5.351
p35,1,15713,109.345,218477.714,66.865,5.351
