,,,wsc1,wsc2,wsc3,wsc4,wsc5
256,class12,wind-ofs,1803000,1851000,1893000,0,0
256,class3,wind-ofs,853000,0,0,0,0
256,class4,wind-ofs,960649.1228,1073000,1074000,1232000,1398000
256,class8,wind-ofs,1491000,1550500,1605000,1659000,1725666.667
261,class11,wind-ofs,1081000,1109000,1162000,1168000,0
261,class12,wind-ofs,1105288.848,1265909.502,1397058.824,1498487.5,1596449.457
261,class13,wind-ofs,1529111.111,1653234.277,1743069.704,1866097.513,2035625
261,class14,wind-ofs,1809185.915,1969897.788,2099730.769,2248545.455,2370062.5
261,class15,wind-ofs,2127750,2216333.333,2275666.667,2385000,2429000
261,class4,wind-ofs,797666.6667,876500,928750,1103000,1238120.567
261,class8,wind-ofs,985703.8567,1176479.399,1327305.157,1457950,1593249.394
264,class4,wind-ofs,1069000,1104000,0,0,0
264,class8,wind-ofs,1106261.364,1175666.667,1263503.856,1370635.667,1461200
267,class12,wind-ofs,1374000,1437000,1539000,0,0
267,class13,wind-ofs,1454500,1528750,1585000,1592264,1650500
267,class14,wind-ofs,1684701.754,1737320,1850714.286,1980333.333,2129142.857
267,class15,wind-ofs,2014000,2143000,2228600,2301250,2363000
267,class4,wind-ofs,762000,837000,865000,0,0
267,class8,wind-ofs,971982.2616,1107813.174,1225777.778,1342090.909,1465714.286
268,class8,wind-ofs,1127000,1199000,1275000,0,0
269,class12,wind-ofs,1298000,1314000,1331000,1356000,0
269,class13,wind-ofs,1412000,1501000,1557000,1611666.667,1695000
269,class14,wind-ofs,1709000,1791000,1837000,1946000,2020000
269,class8,wind-ofs,969500,1039875,1095102.273,1159000,1254500
270,class13,wind-ofs,1233000,1320800,1405428.571,1476500,1577857.143
270,class14,wind-ofs,1593000,1711129.834,1864222.222,2003625,2113400
270,class15,wind-ofs,2212000,0,0,0,0
270,class8,wind-ofs,876000,995500,1135761.905,1249400,1343250
271,class13,wind-ofs,1420666.667,1481333.333,1590000,1601000,1610000
271,class14,wind-ofs,1687000,1786666.667,1884200,1973250,2060666.667
271,class8,wind-ofs,1211000,1282500,1320000,1349666.667,1401666.667
275,class11,wind-ofs,1604000,0,0,0,0
275,class12,wind-ofs,1646750,1780750,1874000,1906000,1976000
275,class13,wind-ofs,1820500,1916666.667,2045600,2208800,2282250
275,class14,wind-ofs,2104000,2143000,2187000,2215000,2351666.667
275,class3,wind-ofs,635000,0,0,0,0
275,class4,wind-ofs,900991.8888,1050371.805,1118500,1177090.909,1256800
275,class8,wind-ofs,1087531.746,1306181.818,1433213.273,1531023.029,1607272.727
292,class10,wind-ofs,1531332,1651470.423,1685666.667,1733500,1789000
292,class11,wind-ofs,1612500,1808647.059,1919250,2000545.455,2081909.091
292,class12,wind-ofs,1955250,2132833.333,2202500,2246500,2313833.333
292,class13,wind-ofs,2241000,2295000,2327000,2360500,2392000
292,class4,wind-ofs,969728.3237,1058714.286,1142125,1246454.545,1371470.588
292,class8,wind-ofs,1408000,1430500,1452000,1475000,1495500
293,class10,wind-ofs,1377000,1434000,1523000,1634333.333,1722000
293,class11,wind-ofs,1766000,1837500,1896500,1952000,2009000
293,class12,wind-ofs,2052000,0,0,0,0
293,class3,wind-ofs,737000,810000,0,0,0
293,class4,wind-ofs,863000,972186.1761,1070142.857,1180666.667,1281833.333
293,class8,wind-ofs,1285536.122,1351500,1390000,1415000,1466754.386
294,class10,wind-ofs,1210000,1298250,1417908.463,1517129.333,1629202.765
294,class11,wind-ofs,1576666.667,1696464.829,1781000,1841000,1934000
294,class2,wind-ofs,650000,0,0,0,0
294,class3,wind-ofs,777000,796030.5344,850000,913950,992500
294,class4,wind-ofs,761506.7064,931493.1846,1044849.238,1147750,1251000
294,class8,wind-ofs,1155000,1174833.333,1229500,1262800,1334323.529
294,class9,wind-ofs,828666.6667,953000,1050750,1121142.857,1253000
297,class10,wind-ofs,1529000,1575000,0,0,0
297,class11,wind-ofs,1572666.667,1730400,1831625,1940000,2016250
297,class12,wind-ofs,1971000,2029250,2105375,2204142.857,2296333.333
297,class13,wind-ofs,2159000,2297333.333,2362900,2428250,2510636.364
297,class14,wind-ofs,2126000,2204500,2267500,2461666.667,2545000
297,class3,wind-ofs,619000,622000,0,0,0
297,class4,wind-ofs,836834.4482,1021833.333,1129857.143,1224000,1336000
297,class8,wind-ofs,1250000,1332666.667,1398183.824,1458951.368,1500777.465
298,class10,wind-ofs,1549000,1599035.629,1692568,1735500,1789333.333
298,class11,wind-ofs,1754600,1851928.571,1944866.667,2028500,2115000
298,class12,wind-ofs,2092833.333,2199764.706,2276050,2356133.333,2446500
298,class13,wind-ofs,2383000,2465444.444,2524333.333,2559272.727,2583333.333
298,class14,wind-ofs,2544000,2562000,0,0,0
298,class2,wind-ofs,774000,975000,1046000,0,0
298,class3,wind-ofs,718000,767000,806000,900333.3333,1036922.438
298,class4,wind-ofs,894060.2007,1128017.728,1270200,1358625,1427000
298,class8,wind-ofs,1457250,1481000,1506666.667,1547326.489,1584000
299,class10,wind-ofs,1524000,1558157.895,1574000,1575000,1617000
299,class11,wind-ofs,1558830.409,1732250,1832400,1910750,2000285.714
299,class12,wind-ofs,1964333.333,2061750,2136700,2217500,2308166.667
299,class13,wind-ofs,2280750,2379166.667,2444125,2500500,2553565.217
299,class14,wind-ofs,2552000,2556000,2559000,2559000,2564000
299,class3,wind-ofs,915000,944000,947000,1061500,1135000
299,class4,wind-ofs,984142.8571,1094250,1179000,1262000,1336625
299,class8,wind-ofs,1379666.667,1423000,1445000,1475600,1517333.333
307,class10,wind-ofs,1436000,1452000,0,0,0
307,class11,wind-ofs,1713000,1730000,0,0,0
307,class3,wind-ofs,667000,699000,703000,818000,0
307,class4,wind-ofs,815250,940750,1052166.667,1161333.333,1246666.667
307,class8,wind-ofs,1296000,1352000,1373000,0,0
309,class13,wind-ofs,1445000,1498000,1539000,1615000,1684000
309,class14,wind-ofs,1772571.429,1932200,2081500,2182571.429,2312833.333
309,class15,wind-ofs,2182200,2276625,2365000,2440909.091,2519666.667
309,class8,wind-ofs,1128666.667,1205750,1284666.667,1357750,1436600
310,class12,wind-ofs,1610000,1803000,1906000,0,0
310,class13,wind-ofs,1561000,1578000,1590000,1893000,2152500
310,class14,wind-ofs,1842500,2042600,2183333.333,2278000,2378666.667
310,class8,wind-ofs,873222.2222,1057625,1212909.091,1336857.143,1481351.481
311,class12,wind-ofs,1361000,0,0,0,0
311,class13,wind-ofs,1365333.333,1405000,1549500,1634000,1730000
311,class14,wind-ofs,1797750,1925600,2024166.667,2133125,2248166.667
311,class8,wind-ofs,948513.6364,966000,1049714.286,1147333.333,1268375
312,class14,wind-ofs,2032000,2040000,2127500,2152000,2247000
312,class15,wind-ofs,2201500,2286400,2379460,2445250,2520666.667
313,class12,wind-ofs,920666.6667,990428.5714,1055250,1133666.667,1248000
313,class13,wind-ofs,1098583.333,1272090.909,1390272.727,1528636.364,1669394.251
313,class14,wind-ofs,1475011.755,1821767.143,2013630.435,2188416.667,2553500
313,class15,wind-ofs,2091785.714,2236777.778,2356803.922,2465339.623,2559670.732
313,class4,wind-ofs,715000,716000,0,0,0
313,class8,wind-ofs,886666.6667,1008000,1083166.667,1151500,1225666.667
314,class10,wind-ofs,1317500,1366333.333,1418494.062,1479884.507,1577000
314,class11,wind-ofs,1737000,1739000,1774000,1803000,1848000
314,class3,wind-ofs,724000,753000,841000,865000,0
314,class4,wind-ofs,810252.0776,894370.0516,999900,1097076.923,1211750
314,class8,wind-ofs,1237000,1283333.333,1334200,1387000,1420000
315,class10,wind-ofs,1253000,1310666.667,1360308.756,1431333.333,1564000
315,class11,wind-ofs,1385000,1498000,1582000,1652500,1720333.333
315,class12,wind-ofs,1791000,1830000,1876000,0,0
315,class2,wind-ofs,607000,0,0,0,0
315,class3,wind-ofs,610666.6667,622000,653000,666000,669000
315,class4,wind-ofs,685294.3144,801248.1343,907000,942000,1034250
315,class8,wind-ofs,977500,1064250,1114000,1146000,1177666.667
318,class2,wind-ofs,609000,0,0,0,0
318,class3,wind-ofs,607000,607000,609500,611000,612000
318,class4,wind-ofs,653000,803000,0,0,0
320,class2,wind-ofs,611000,629000,635333.3333,644000,738000
320,class3,wind-ofs,688000,692000,741000,789000,864000
320,class4,wind-ofs,771000,771000,872000,923000,0
330,class10,wind-ofs,1136000,1265333.333,1354000,1422000,1490000
330,class11,wind-ofs,1371500,1487500,1593600,1706666.667,1866000
330,class12,wind-ofs,1814000,1913000,1983000,2004000,2069000
330,class2,wind-ofs,609000,609000,609000,610000,0
330,class3,wind-ofs,609000,614637.7358,638000,665000,686000
330,class4,wind-ofs,640592.2509,789500,940875,1041666.667,1110500
330,class8,wind-ofs,983000,1151000,1212000,1282000,1291000
330,class9,wind-ofs,853000,1110000,0,0,0
332,class10,wind-ofs,1228359.165,1333966.197,1400500,1453666.667,1502000
332,class11,wind-ofs,1340000,1426428.571,1505375,1644166.667,1787000
332,class12,wind-ofs,1748000,1774000,1799000,1818000,1869000
332,class2,wind-ofs,607000,609500,621500,638000,649120.5674
332,class3,wind-ofs,626000,630000,656500,678000,758666.6667
332,class4,wind-ofs,685000,815000,931500,943833.3333,1068333.333
332,class8,wind-ofs,936500,1060200,1158857.143,1232750,1303386.018
333,class2,wind-ofs,616000,640000,0,0,0
333,class3,wind-ofs,686000,0,0,0,0
333,class4,wind-ofs,699000,745500,764000,816500,867000
333,class8,wind-ofs,834000,930000,0,0,0
334,class4,wind-ofs,693000,810000,0,0,0
334,class8,wind-ofs,789000,0,0,0,0
336,class4,wind-ofs,608000,610352.2727,612543.8596,615000,619000
336,class8,wind-ofs,619000,619000,620000,648000,0
341,class3,wind-ofs,606000,0,0,0,0
341,class4,wind-ofs,606000,0,0,0,0
342,class1,wind-ofs,613000,632000,0,0,0
342,class10,wind-ofs,1287991.283,1390957.534,1476684.211,1563846.154,1709083.333
342,class11,wind-ofs,1590800,1759000,1823500,1913250,2015500
342,class12,wind-ofs,2001000,2035000,2047000,2103000,0
342,class2,wind-ofs,641000,646000,654000,660000,769000
342,class3,wind-ofs,610279.7927,616513.6364,685000,715000,740361.7021
342,class4,wind-ofs,634328.1972,728752.8571,817198.5294,907254.0717,1036200
342,class7,wind-ofs,766000,904000,910000,921000,0
342,class8,wind-ofs,1054000,1111666.667,1135500,1166000,1216000
342,class9,wind-ofs,1011875,1118000,1196888.889,1258571.429,1319367.556
344,class2,wind-ofs,688000,0,0,0,0
344,class3,wind-ofs,612000,0,0,0,0
344,class4,wind-ofs,609000,651000,683000,810666.6667,941000
344,class8,wind-ofs,618000,620000,0,0,0
345,class10,wind-ofs,1345706.935,1528666.667,1555000,1594333.333,1719750
345,class11,wind-ofs,1654000,1803000,1857500,1940000,1949000
345,class3,wind-ofs,651000,655000,731000,0,0
345,class4,wind-ofs,696500,756808.5106,847000,881665.0246,941333.3333
345,class6,wind-ofs,647000,653000,661000,784000,0
345,class7,wind-ofs,783000,795000,886000,935666.6667,1003400
345,class8,wind-ofs,947000,0,0,0,0
345,class9,wind-ofs,1036000,1111800,1199400,1303666.667,1407000
346,class1,wind-ofs,611000,638000,0,0,0
348,class1,wind-ofs,606500,608000,609000,611000,612000
348,class2,wind-ofs,660000,0,0,0,0
348,class3,wind-ofs,669000,675000,753000,766000,858000
348,class4,wind-ofs,651000,785533.3333,879897.7273,971491.2281,1075881.818
348,class6,wind-ofs,922000,0,0,0,0
348,class7,wind-ofs,785800,1016454.545,1249800,1434222.222,1565790
348,class9,wind-ofs,808000,1032944.598,1440500,1569669.118,1650000
349,class1,wind-ofs,612074.2574,653436.9748,739542.4528,868500,964007.0922
349,class10,wind-ofs,1424729.458,1544250,1670339.286,1808981.818,1964976.19
349,class11,wind-ofs,1887100,1961903.226,2027000,2093619.048,2191428.571
349,class12,wind-ofs,2239000,2288000,2322000,2370000,2433000
349,class2,wind-ofs,660043.1373,766963.2353,817333.3333,885668.1818,984000
349,class3,wind-ofs,608000,737490.1961,825799.308,887828.2548,986000
349,class4,wind-ofs,676963.2107,826103.0769,975922.7769,1138951.331,1691300
349,class7,wind-ofs,748124.3386,867775.1323,915333.3333,1046363.081,1189200
349,class8,wind-ofs,1248750,1575388.889,1690384.615,1799842.105,1900809.524
349,class9,wind-ofs,1098315.789,1275366.827,1422881.174,1617911.24,1806259.259
354,class2,wind-ofs,650000,0,0,0,0
354,class4,wind-ofs,782000,0,0,0,0
354,class7,wind-ofs,743000,786000,914000,924000,1130000
356,class1,wind-ofs,730000,835000,0,0,0
356,class10,wind-ofs,1921000,1948000,1977000,0,0
356,class2,wind-ofs,629000,635000,675000,740000,0
356,class3,wind-ofs,616500,677000,746000,804000,862000
356,class4,wind-ofs,636000,662000,698625,786600,955522.7273
356,class5,wind-ofs,712097.6864,878440.367,976234.1357,1082189.788,1181060.15
356,class6,wind-ofs,712000,918282.5746,1067968.789,1246478.295,1377620.69
356,class7,wind-ofs,900173.4893,1166086.139,1426647.059,1530158.966,1627847.231
356,class9,wind-ofs,936500,1658498.625,1739555.556,1807500,1935250
1,class10,wind-ons,37204.22359,119255.1825,203240.9596,260294.37,327397.143
1,class5,wind-ons,104538.537,0,0,0,0
1,class6,wind-ons,25506.46551,44511.9645,78732.93258,206806.6057,280361.1017
1,class7,wind-ons,21914.9004,60511.76498,83901.3487,119538.6848,266572.2042
1,class8,wind-ons,23637.79659,59518.62224,106527.6532,160081.5815,300881.5764
1,class9,wind-ons,33219.07663,122410.7443,205889.4215,283102.4664,351326.5546
2,class10,wind-ons,19164.02293,49521.2049,100784.2048,167187.0123,291490.9372
2,class7,wind-ons,31347.8369,0,0,0,0
2,class8,wind-ons,2591.711259,8203.637679,13432.51745,22800.07747,43461.29101
2,class9,wind-ons,8085.707369,14643.68769,19948.76309,29219.07115,66311.42944
3,class10,wind-ons,18707.67104,45999.84385,86767.78277,137428.7772,189864.3346
3,class6,wind-ons,16315.68148,0,0,0,0
3,class7,wind-ons,14132.14149,16285.91048,24529.54392,28217.60049,34731.9662
3,class8,wind-ons,4833.419211,16418.25885,20539.32119,35988.99176,67368.96479
3,class9,wind-ons,9229.174928,17810.31538,30527.45052,44508.72442,64191.8342
4,class10,wind-ons,37960.65238,56513.91508,93506.04433,148620.639,192246.461
4,class2,wind-ons,17747.57258,32626.58046,0,0,0
4,class4,wind-ons,15492.12499,19809.33599,42238.92636,42238.92636,0
4,class5,wind-ons,13820.67623,19127.82187,25463.00416,29223.56406,31058.4261
4,class6,wind-ons,15071.47251,17386.45696,22278.23574,35580.07141,44827.25141
4,class7,wind-ons,15652.63848,21066.82619,27031.51185,34664.02627,52859.55362
4,class8,wind-ons,12575.18269,24743.86829,28070.15063,51343.44209,65655.69537
4,class9,wind-ons,17833.05412,36004.44359,101412.9937,144298.0194,190660.937
5,class1,wind-ons,937.3821851,9917.515061,14071.38157,16953.51875,17727.59017
5,class10,wind-ons,46916.4763,107274.8018,164603.2839,209324.6075,266718.8377
5,class2,wind-ons,21766.37126,21766.37126,21766.37126,0,0
5,class3,wind-ons,5966.92615,5966.92615,14100.84271,14100.84271,0
5,class4,wind-ons,15272.23191,33495.99483,45280.66581,79208.77566,79208.77566
5,class5,wind-ons,20529.73267,41326.86121,66083.59001,103234.8009,113065.7657
5,class6,wind-ons,13355.01516,23218.36039,36154.20919,53828.97963,87286.45668
5,class7,wind-ons,18265.12869,37189.76297,61395.10849,99113.07357,157636.2881
5,class8,wind-ons,19487.75315,45612.31657,86404.06836,156938.5905,282705.7315
5,class9,wind-ons,50453.19276,103643.6549,158511.2993,218247.1264,308153.6354
6,class10,wind-ons,95482.94448,248817.9478,308116.3918,370941.7739,430753.5641
6,class8,wind-ons,26769.10316,74969.03102,76068.79715,81966.64225,83204.57456
6,class9,wind-ons,40786.19537,127720.8764,185835.0077,261856.0993,387273.7466
7,class10,wind-ons,33641.75069,65934.77958,101365.5895,142406.1167,216192.4713
7,class8,wind-ons,20866.46486,46996.67646,81662.75424,98403.37264,113088.5395
7,class9,wind-ons,49521.868,108936.3149,141453.132,171351.0426,209378.7239
8,class10,wind-ons,73444.18993,135512.7836,208761.0315,276236.7891,364549.1009
8,class7,wind-ons,46648.64851,90764.04578,138090.5886,171951.4415,228044.4173
8,class8,wind-ons,48102.68977,94445.15126,137390.3693,181071.3209,241183.6936
8,class9,wind-ons,45439.02963,92649.48294,154925.9617,199823.556,257771.1269
9,class10,wind-ons,23055.16567,209083.5392,287136.3231,344637.8727,380164.1848
9,class3,wind-ons,46601.15466,0,0,0,0
9,class4,wind-ons,20552.98598,20552.98598,21315.39045,33537.92694,41326.20072
9,class5,wind-ons,17340.11905,37394.20913,52367.31899,60966.46698,76281.29128
9,class6,wind-ons,5851.176217,8787.587895,35551.66006,47486.12206,70359.03026
9,class7,wind-ons,19357.33253,37100.50353,53992.90729,95583.71578,348782.4699
9,class8,wind-ons,23029.71396,85897.18631,279033.552,318407.366,373939.4995
9,class9,wind-ons,44305.33368,253497.3823,311323.3497,362015.7376,410673.0593
10,class10,wind-ons,112067.0956,185281.7648,243222.2487,280220.789,345393.6641
10,class6,wind-ons,9909.729947,24469.61999,35004.75515,42274.56616,139948.589
10,class7,wind-ons,19883.87206,65644.29015,97771.06297,136802.7446,164343.3682
10,class8,wind-ons,32313.27408,84140.58775,103541.4477,132072.3,193948.2273
10,class9,wind-ons,50873.6254,128636.7234,223352.7156,279205.5168,328967.643
11,class10,wind-ons,23950.84826,123302.1257,148269.2691,172809.6618,212454.1961
11,class6,wind-ons,66225.8955,0,0,0,0
11,class7,wind-ons,31571.66295,31934.78661,62049.32152,73678.21363,88520.13537
11,class8,wind-ons,35841.41351,44635.07107,55142.07067,67667.08245,75836.45687
11,class9,wind-ons,11117.36915,20278.98571,42133.47616,85940.30734,177115.8798
12,class10,wind-ons,35465.11228,64929.38095,95217.79174,131153.1908,164242.0975
12,class4,wind-ons,21752.09631,21833.53894,34684.71453,46759.14397,59701.54437
12,class5,wind-ons,24799.80781,0,0,0,0
12,class6,wind-ons,20874.09559,20874.09559,35521.71682,47941.72298,0
12,class7,wind-ons,17108.61928,33816.61016,33816.61016,47024.81995,73401.30021
12,class8,wind-ons,18427.83472,34182.48417,55288.90497,97925.27812,139115.8494
12,class9,wind-ons,35725.56575,56794.91741,85409.57804,124183.3372,207161.3373
13,class10,wind-ons,43300.89422,148927.3941,219097.536,277154.1621,335701.2901
13,class5,wind-ons,13848.3972,25278.16355,27479.68199,0,0
13,class6,wind-ons,32364.13707,35967.95862,0,0,0
13,class7,wind-ons,12117.28533,28777.48325,86432.9458,112441.0658,192748.5169
13,class8,wind-ons,20129.92538,59044.24832,90788.14593,137264.7023,198772.3868
13,class9,wind-ons,55572.80505,120967.0275,194467.9952,246579.5483,333257.5278
14,class1,wind-ons,14625.50646,16703.5635,16703.5635,22266.20528,26568.69633
14,class10,wind-ons,34850.16268,77089.98503,112206.2642,192447.7984,246086.0164
14,class2,wind-ons,12419.15083,12419.15083,0,0,0
14,class3,wind-ons,27240.89504,27240.89504,27240.89504,39580.64004,39580.64004
14,class4,wind-ons,15324.59466,21785.92347,36197.5032,54737.32035,66734.07398
14,class5,wind-ons,5695.256518,22709.28237,28542.67266,49238.36696,134529.4673
14,class6,wind-ons,26425.88871,32663.06152,45049.70061,77744.33092,130377.061
14,class7,wind-ons,40978.74218,82503.79177,102718.1377,162281.7626,241941.266
14,class8,wind-ons,49669.95613,120465.3696,181605.1446,202716.4949,257256.6127
14,class9,wind-ons,34312.09035,73730.54001,125823.9769,174656.8552,251905.1675
15,class10,wind-ons,61612.92491,132941.1975,228225.9864,289526.5895,352972.1089
15,class7,wind-ons,16179.93609,35981.00984,43768.03623,56299.57486,76589.79103
