region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km
p2,1,3822,19.555,3586324.758,49.918
p2,1,3823,962.025,287254.242,108.551
p2,1,3824,1465.214,189285.934,109.991
p2,1,3825,384.882,563758.061,133.236
p2,1,3830,299.409,169310.975,23.587
p2,1,3831,337.158,105586.296,5.76
p2,1,3832,918.407,13474.752,5.76
p2,1,3833,744.14,30134.935,5.76
p1,1,3834,455.014,207816.329,5.76
p1,1,3835,43.249,325008.19,9.749
p1,1,3836,1430.922,29352.378,5.76
p1,1,3837,1689.922,5780.711,5.76
p1,1,3838,965.482,6373.693,5.76
p1,1,3839,209.972,139136.143,5.76
p1,1,3840,523.673,38418.991,5.76
p1,1,3841,549.47,41830.756,5.76
p3,2,3849,502.762,57131.442,5.76
p3,2,3850,263.132,94502.379,5.76
p3,2,3852,140.353,200236.029,18.325
p3,2,3853,479.268,71903.755,6.202
p3,2,3854,646.236,30917.431,5.76
p3,2,3855,700.315,79091.918,14.806
p3,2,3856,595.578,121021.743,25.204
p3,2,3857,464.277,270570.02,38.588
p3,2,3858,388.289,153104.662,11.436
p3,2,3859,364.399,102690.569,8.849
p3,2,3862,229.841,315523.844,21.683
p3,2,3863,344.686,242455.873,45.618
p3,2,3864,552.229,141092.466,21.904
p3,2,3865,410.96,105966.281,7.083
p3,2,3866,93.033,106907.664,5.76
p14,2,3872,342.625,330081.775,92.05
p14,2,3873,34.56,1198074.713,52.976
p2,1,4203,925.287,265909.194,108.257
p2,1,4204,626.451,415684.865,114.59
p2,1,4205,37.123,1886338.46,64.235
p2,1,4212,909.593,40088.498,5.76
p2,1,4213,1459.047,21421.69,5.76
p1,1,4214,280.214,132545.773,5.76
p1,1,4215,860.465,14960.934,5.76
p1,1,4216,822.553,45461.896,9.839
p1,1,4217,1264.626,11598.87,5.76
p1,1,4218,1160.889,33435.947,7.294
p1,1,4219,327.48,152449.106,20.653
p3,2,4229,250.114,131486.298,8.492
p3,2,4230,250.858,65574.545,5.76
p3,2,4231,17.712,877241.943,5.76
p3,2,4232,71.325,273957.613,19.555
p3,2,4233,1085.316,32722.271,5.76
p3,2,4234,732.218,49982.191,7.204
p3,2,4235,1184.303,83436.269,19.476
p3,2,4236,488.35,213191.002,36.779
p3,2,4237,367.768,177454.836,45.141
p3,2,4238,166.048,139511.84,10.656
p3,2,4239,180.207,92093.889,5.76
p3,2,4242,291.86,114457.943,8.672
p3,2,4243,737.654,131413.571,23.468
p3,2,4244,241.338,131901.161,8.638
p3,2,4245,167.788,43257.751,5.76
p3,2,4246,35.525,105941.138,5.76
p3,2,4247,18.036,1010063.817,7.831
p14,1,4250,51.581,1404426.456,52.013
p14,2,4252,706.794,282142.694,37.081
p14,2,4253,724.375,280893.668,80.803
p17,2,4256,221.17,870076.587,107.16
p17,2,4257,59.818,1521629.603,70.371
p2,1,4582,94.902,1126781.455,83.411
p2,1,4583,1226.198,167935.953,95.777
p2,1,4584,552.517,432257.159,107.252
p2,1,4592,1080.835,12912.573,5.76
p2,1,4593,1518.572,72771.189,12.664
p1,1,4594,428.485,200459.199,11.835
p1,1,4595,502.441,106916.509,8.073
p1,1,4596,132.427,44941.022,5.76
p1,1,4597,786.359,17320.083,5.76
p1,1,4598,1423.298,35899.09,16.569
p1,1,4599,40.949,668720.873,18.857
p3,2,4609,40.182,444723.715,11.261
p3,2,4610,402.361,74454.403,5.76
p3,2,4611,582.537,125697.403,20.613
p3,2,4612,399.127,23379.3,5.76
p3,2,4613,1467.061,15395.292,5.76
p3,2,4614,885.302,59385.227,9.358
p3,2,4615,401.15,146420.669,21.475
p3,2,4616,822.832,192327.154,64.221
p3,2,4617,78.307,461044.58,28.942
p3,2,4618,19.523,991803.337,20.629
p3,2,4621,75.142,58221.465,5.76
p3,2,4622,589.054,14052.232,5.76
p3,2,4623,698.156,57025.789,6.326
p3,2,4624,41.16,113004.269,5.76
p3,2,4626,392.991,32588.668,5.76
p14,1,4630,182.897,541936.521,68.683
p14,2,4632,58.511,433710.886,23.41
p14,2,4633,1056.558,190503.431,22.925
p17,2,4635,29.837,1571942.643,29.015
p17,2,4636,248.158,739452.032,97.92
p17,2,4637,476.195,697010.895,75.151
p17,2,4638,252.791,708865.68,72.909
p17,2,4639,79.546,795213.578,62.469
p17,2,4640,978.141,290063.171,131.739
p17,2,4641,406.777,373501.869,43.976
p17,2,4642,33.523,2020788.89,47.047
p2,1,4962,697.752,310140.426,87.182
p2,1,4963,3027.577,165539.617,80.971
p2,1,4964,1274.775,141229.097,81.3
p2,1,4971,18.69,775696.96,6.497
p2,1,4972,255.002,273721.938,34.059
p1,1,4973,979.756,26831.903,5.76
p1,1,4974,839.801,47417.206,5.76
p1,1,4976,434.435,15694.065,5.76
p1,1,4977,1230.975,13046.703,5.76
p1,1,4978,1492.229,12971.779,5.76
p1,1,4979,417.911,110412.057,9.104
p3,2,4989,114.863,320577.001,21.752
p3,3,4990,189.265,179524.153,25.502
p3,3,4991,908.618,85713.547,7.713
p3,2,4992,989.178,25202.625,5.76
p3,3,4993,1320.215,15528.465,5.76
p3,2,4994,702.72,88237.851,18.962
p3,2,4995,962.667,113437.391,48.058
p3,2,4996,185.908,274290.637,41.134
p3,2,4997,221.896,389686.532,57.091
p3,2,4998,165.926,413430.991,34.245
p3,2,4999,102.093,646868.942,22.727
p3,2,5000,16.727,2008241.852,19.11
p3,2,5001,390.709,184820.58,46.643
p3,2,5002,289.943,146067.548,14.961
p3,2,5003,1236.722,10936.578,5.76
p3,2,5004,456.195,92828.642,6.115
p3,2,5005,211.968,130205.291,5.76
p3,2,5006,87.347,147860.398,5.76
p14,2,5010,108.584,679782.614,53.064
p14,2,5012,639.879,181548.477,16.845
p14,2,5013,1584.267,85975.917,9.017
p14,2,5014,202.055,148254.611,9.712
p17,2,5015,37.417,876930.318,18.596
p17,2,5016,187.936,507257.184,27.719
p17,2,5017,729.456,406323.52,62.249
p17,2,5019,42.422,1329095.89,44.589
p17,2,5020,1175.054,208516.091,115.224
p17,2,5021,1268.086,186906.286,110.751
p17,1,5022,61.171,728755.593,30.512
p17,2,5023,31.629,1720553.434,37.323
p2,1,5342,789.65,204220.66,71.055
p2,1,5343,2909.533,98955.315,67.758
p2,1,5344,2839.215,98263.563,67.087
p2,1,5345,373.633,307595.685,65.482
p2,1,5350,139.784,125136.463,5.76
p1,1,5351,365.768,52119.767,5.76
p1,1,5352,646.231,57033.375,7.853
p1,1,5353,510.116,31391.196,5.76
p1,1,5354,74.707,532312.753,11.813
p1,1,5355,5.242,817720.068,5.76
p1,1,5356,411.552,21676.771,5.76
p1,1,5357,1499.506,5909.188,5.76
p1,1,5358,1113.138,33548.468,5.76
p1,1,5359,616.989,13307.354,5.76
p3,2,5369,56.062,454715.968,16.08
p3,3,5370,336.483,121946.284,21.76
p3,3,5371,1208.235,41433.66,5.76
p3,3,5372,2110.54,15422.573,5.76
p3,3,5373,2822.93,38006.614,24.948
p3,2,5374,1063.075,65436.691,30.603
p3,2,5375,788.464,108121.18,33.157
p3,2,5376,340.67,152866.454,18.446
p3,2,5377,201.905,230613.173,24.935
p3,2,5378,207.838,435128.994,53.704
p3,2,5379,103.392,840579.528,66.96
p3,2,5380,362.1,303440.652,67.893
p3,2,5381,550.158,161000.105,8.936
p3,2,5382,461.022,132839.481,15.499
p3,2,5383,717.857,15472.742,5.76
p3,2,5384,228.033,62212.786,5.76
p3,2,5386,67.605,122593.023,5.76
p3,2,5387,70.208,331507.972,14.402
p14,2,5389,38.122,1570217.048,51.854
p14,2,5392,1014.549,47724.129,5.76
p14,2,5393,973.563,60278.569,5.76
p14,2,5394,710.023,13084.368,5.76
p17,2,5395,69.299,356012.231,11.428
p17,2,5396,15.623,2542982.659,23.727
p17,2,5397,110.051,717935.049,46.349
p17,2,5398,17.626,3785368.464,51.85
p17,2,5399,27.763,1679688.62,38.954
p17,2,5400,579.823,300613.577,25.912
p17,2,5401,1707.991,169122.694,15.535
p18,2,5409,123.161,754658.355,108.582
p18,2,5410,1398.063,281335.862,94.218
p18,2,5411,1096.767,222176.212,81.282
p18,2,5412,731.98,195258.082,70.434
p18,2,5413,219.709,292010.035,60.127
p2,1,5722,606.683,267263.309,62.683
p2,1,5723,3135.699,114001.699,55.576
p2,1,5724,2275.856,100071.45,54.225
p2,1,5725,59.211,908806.402,52.431
p2,1,5729,448.637,67784.908,5.76
p2,1,5730,894.153,110125.701,33.932
p1,1,5731,2240.623,51235.565,18.604
p1,1,5732,675.92,18712.527,5.76
p1,1,5733,12.703,535335.062,5.76
p1,1,5736,259.116,15636.629,5.76
p1,1,5737,1591.323,4815.696,5.76
p1,1,5738,949.829,49102.704,9.405
p3,3,5750,691.728,70862.914,11.949
p4,3,5751,1426.504,21423.798,5.76
p3,3,5752,2120.182,26257.898,5.76
p3,3,5753,2012.384,40741.878,13.073
p3,2,5754,1142.261,19902.565,5.76
p4,2,5755,459.422,120857.528,9.933
p3,2,5756,1949.996,61407.782,25.625
p3,2,5757,940.969,90937.037,36.51
p3,2,5758,40.384,680137.139,21.023
p3,2,5759,127.339,635706.028,29.104
p3,2,5760,890.173,227419.109,71.691
p3,2,5761,627.256,49789.262,5.76
p3,2,5762,523.708,68303.983,5.76
p3,2,5763,793.278,14819.84,5.76
p3,2,5764,256.325,50583.681,5.76
p3,2,5766,695.279,15070.332,5.76
p3,2,5767,29.117,889681.237,20.468
p14,2,5768,82.973,476087.209,35.705
p14,2,5769,897.031,218489.488,87.029
p14,2,5771,203.545,142826.525,23.127
p14,2,5772,655.364,80143.402,5.76
p17,2,5774,292.535,137241.962,6.242
p17,2,5775,155.347,208602.286,6.53
p17,2,5776,10.624,3362751.918,19.85
p17,2,5777,174.447,316773.954,34.167
p17,2,5778,38.362,1206277.322,30.874
p17,2,5780,213.139,371539.965,18.48
p17,2,5781,1635.279,74389.956,5.76
p17,1,5782,155.813,196170.079,7.245
p17,1,5783,13.248,2230403.061,17.69
p17,2,5785,30.966,1915419.967,39.11
p18,2,5789,6.48,8585840.809,61.496
p18,2,5790,1877.258,271208.138,98.892
p18,2,5791,2828.202,243289.522,81.751
p18,2,5792,2840.008,202410.38,68.942
p18,2,5793,3752.557,157125.247,57.844
p18,2,5794,3305.129,121271.704,44.582
p18,2,5795,2521.395,92097.683,31.719
p18,2,5796,1798.282,56666.761,19.528
p18,2,5797,1290.052,30659.107,7.272
p18,2,5798,577.265,39087.336,7.716
p18,2,5799,85.793,117955.826,11.524
p134,2,6063,29.356,440316.182,6.313
p134,2,6064,99.478,175671.239,6.921
p2,1,6102,863.872,147041.42,46.652
p2,1,6103,2813.689,68490.078,44.848
p2,1,6104,2247.499,80724.672,41.754
p2,1,6105,656.435,158629.38,42.285
p2,1,6106,779.161,131336.564,48.537
p2,1,6107,109.973,339690.383,22.352
p2,1,6108,394.861,65279.544,10.665
p2,1,6109,979.672,30592.848,5.76
p2,1,6110,1593.533,78583.749,16.249
p2,1,6111,2148.032,16432.841,5.76
p1,1,6112,1900.482,34493.89,5.76
p1,1,6113,506.333,34587.051,5.76
p1,1,6116,133.267,54656.518,5.76
p1,1,6117,1652.81,14115.082,5.76
p1,1,6118,948.97,48784.961,8.933
p1,1,6119,116.019,295033.733,16.19
p1,1,6120,6.848,1995288.452,5.76
p1,2,6125,187.262,120303.471,9.898
p1,3,6128,265.943,59679.819,5.76
p1,3,6129,568.751,69154.508,7.065
p4,3,6130,1178.429,13668.118,5.76
p4,3,6131,2084.38,12610.872,5.76
p4,3,6132,2479.319,8247.632,5.76
p4,3,6133,2984.985,6553.635,5.76
p4,3,6134,2910.595,11371.809,5.76
p4,3,6135,1991.15,16671.257,5.76
p3,2,6136,869.642,55686.045,17.039
p3,2,6137,247.974,105541.741,5.76
p3,2,6138,108.259,286006.076,10.976
p3,2,6139,13.075,2577825.319,23.689
p3,2,6140,361.044,348542.308,65.969
p3,2,6141,315.197,162780.726,29.159
p3,2,6142,176.569,169409.112,17.398
p3,2,6143,1067.355,22004.246,5.76
p3,2,6144,464.553,85333.01,8.347
p3,2,6145,96.054,135048.661,5.76
p3,2,6146,1425.066,5371.993,5.76
p14,2,6148,788.62,152789.095,26.886
p14,2,6149,951.412,174252.053,20.847
p14,2,6151,1518.926,19940.375,5.76
p14,2,6152,710.004,94900.586,21.054
p14,2,6153,11.707,3251901.333,21.2
p17,2,6154,19.522,1001530.23,9.387
p17,2,6155,322.305,67948.456,5.76
p17,2,6156,9.792,1851060.584,9.473
p17,2,6157,119.893,297323.93,22.661
p17,2,6158,76.237,380744.693,17.503
p17,2,6159,23.997,1520200.895,24.581
p17,2,6160,460.871,251854.998,22.755
p17,2,6161,552.065,188527.337,13.642
p17,2,6162,383.324,14268.267,5.76
p17,1,6163,311.65,237198.964,7.848
p17,2,6164,36.461,898618.748,20.942
p17,2,6165,307.189,291742.697,42.977
p18,2,6170,1160.48,281228.77,88.711
p18,2,6171,3144.457,209157.233,76.551
p18,2,6172,3275.822,190138.321,61.645
p18,2,6173,3763.167,145886.267,49.774
p18,2,6174,3705.01,112819.99,38.254
p18,2,6175,3950.028,76345.944,28.157
p18,2,6176,3693.375,56026.013,17.647
p18,2,6177,3516.92,23404.34,5.928
p18,2,6178,3494.441,27167.801,6.157
p18,2,6179,3283.822,48190.461,5.76
p18,2,6180,3260.797,91176.213,32.218
p18,2,6181,1576.527,115837.853,43.843
p18,2,6182,1400.072,101495.131,11.311
p18,2,6183,1293.771,94080.837,11.386
p18,2,6184,646.639,167525.949,23.081
p18,2,6185,157.061,241495.907,28.154
p134,2,6437,75.946,2366875.354,88.314
p134,2,6438,995.325,1003599.048,81.721
p134,2,6439,186.42,1173071.782,81.054
p134,2,6442,48.643,706184.205,12.028
p134,2,6443,1115.338,33019.84,5.76
p134,2,6444,2438.659,18301.128,5.76
p134,2,6445,1076.244,7696.656,5.76
p134,2,6446,26.511,737044.91,7.857
p2,1,6482,1241.213,67342.707,34.808
p2,1,6483,2403.686,59284.05,31.574
p2,1,6484,2399.65,52962.816,29.155
p2,1,6485,1530.212,85521.967,29.466
p2,1,6486,1890.136,72796.802,35.772
p2,1,6487,2415.783,55785.445,38.579
p2,1,6488,2659.106,25060.87,6.574
p2,1,6489,1979.811,28521.167,5.76
p2,1,6490,2167.417,10063.006,5.76
p1,1,6491,1429.501,38560.841,5.76
p1,1,6492,1076.488,5553.254,5.76
p1,1,6493,88.736,48002.638,5.76
p1,1,6495,113.007,30953.811,5.76
p1,1,6496,365.293,32401.639,5.76
p1,1,6497,670.053,13480.526,5.76
p1,1,6498,506.298,116892.042,12.739
p1,3,6505,66.24,63909.851,5.76
p1,3,6506,14.241,876450.995,6.227
p4,3,6507,36.182,323767.398,6.556
p4,3,6508,302.073,77251.671,5.76
p4,3,6509,557.862,17055.709,5.76
p4,3,6510,3146.575,3073.308,5.76
p4,3,6511,3348.341,18282.826,7.093
p4,3,6512,3658.328,23217.516,10.692
p4,3,6513,3660.302,20583.101,10.309
p4,3,6514,3090.545,9365.103,5.76
p4,3,6515,1483.317,2358.229,5.76
p3,2,6516,425.056,12647.384,5.76
p3,2,6517,100.773,109209.684,5.926
p3,2,6518,366.614,212524.359,11.538
p3,2,6519,636.805,234808.625,52.137
p3,2,6520,675.94,150181.199,35.13
p3,2,6521,387.954,141921.006,26.126
p3,2,6522,534.105,94276.812,11.05
p3,2,6523,1469.805,13800.618,5.76
p3,2,6524,677.833,64168.172,6.729
p3,2,6525,143.149,148103.774,10.221
p3,2,6526,1211.931,31345.276,5.76
p3,2,6527,572.511,115411.248,16.597
p14,2,6528,848.044,138660.232,10.597
p14,2,6529,581.02,134834.478,14.865
p14,2,6530,354.788,51610.627,5.76
p14,2,6531,1109.43,33170.246,7.35
p14,2,6532,265.77,126807.602,5.76
p17,2,6534,89.7,262736.626,11.764
p17,2,6535,734.118,59032.025,5.76
p17,2,6536,185.909,53039.488,5.76
p17,2,6537,712.438,58784.997,5.76
p17,2,6538,139.32,127939.419,7.471
p17,2,6539,112.723,307573.6,11.559
p17,2,6540,343.297,138509.933,19.45
p17,2,6541,302.05,219239.876,28.755
p17,2,6542,32.856,699141.866,8.874
p17,2,6543,1454.868,50579.658,5.76
p18,2,6550,1078.183,237606.499,30.783
p18,2,6551,2946.342,149633.645,20.664
p18,2,6552,3532.167,116098.745,16.173
p18,2,6553,4074.289,122192.944,18.448
p18,2,6554,3598.453,93549.441,34.035
p18,2,6555,3985.741,59455.454,22.111
p18,2,6556,3992.004,36857.166,10.495
p18,2,6557,3167.805,17537.794,5.76
p18,2,6558,3374.728,31965.679,8.74
p18,2,6559,3481.417,15338.05,5.76
p18,2,6560,3869.239,80384.415,9.776
p18,2,6561,3448.519,98734.25,11.837
p18,2,6562,2331.124,32961.314,5.76
p18,2,6563,2787.94,64495.411,7.164
p18,2,6564,2246.441,152299.82,18.877
p18,2,6565,3500.853,103417.632,16.336
p18,2,6566,3373.082,105391.095,16.336
p18,2,6567,2484.277,114824.676,17.347
p18,2,6568,1795.558,124223.166,18.842
p18,2,6569,1606.173,137568.678,20.602
p18,2,6570,541.175,143642.776,19.963
p18,2,6571,448.005,154472.202,17.493
p18,2,6572,19.211,1113740.597,25.512
p134,2,6817,894.318,1121591.859,83.451
p134,2,6818,2568.538,745541.255,68.35
p134,2,6819,530.381,978890.975,63.492
p134,2,6821,30.005,941147.699,15.778
p134,2,6822,1253.848,29581.567,5.76
p134,2,6823,2404.09,49594.8,5.76
p134,2,6824,1980.466,152578.988,15.725
p134,2,6825,2632.231,124262.17,7.53
p134,2,6826,2131.124,21642.134,5.76
p134,2,6827,384.275,122519.056,5.76
p2,1,6862,282.547,190898.103,30.906
p2,1,6863,1473.527,34001.312,17.19
p2,1,6864,1182.437,37268.683,12.611
p2,1,6865,1584.247,62678.411,21.833
p2,1,6866,1461.23,34027.126,23.164
p2,1,6867,2386.172,50068.88,31.474
p2,1,6868,1644.843,43760.307,6.876
p2,1,6869,1792.921,78440.712,17.94
p2,1,6870,445.301,145248.616,11.112
p1,1,6871,584.3,210225.099,45.023
p1,1,6872,126.71,70717.604,5.76
p1,1,6874,12.36,225312.23,5.76
p1,1,6875,524.983,11764.864,5.76
p1,1,6876,1561.752,22250.198,5.76
p1,1,6877,474.615,47508.045,5.76
p1,1,6878,74.138,64576.737,5.76
p1,2,6884,38.007,648351.773,18.379
p1,3,6885,54.283,358063.94,10.833
p1,3,6887,284.51,63158.869,5.76
p4,3,6888,2724.576,10690.611,5.76
p4,3,6889,3630.436,10684.86,5.76
p4,3,6890,3799.164,7244.257,5.76
p4,3,6891,3685.339,26671.321,17.333
p4,3,6892,4004.336,22888.321,14.046
p4,3,6893,3707.343,9738.82,5.76
p4,3,6894,1637.942,27403.716,6.894
p4,3,6895,3381.307,10608.987,5.76
p3,3,6896,1869.979,13967.358,5.76
p3,3,6897,836.761,46615.925,9.828
p3,2,6898,247.68,321861.786,24.711
p3,2,6899,831.072,141077.468,46.583
p3,2,6900,646.663,148321.975,38.814
p3,2,6901,790.291,87265.144,19.359
p3,2,6902,2486.89,21263.077,8.048
p3,2,6903,1665.938,31322.713,6.466
p3,2,6904,1163.136,36376.129,5.76
p3,2,6905,1394.171,72703.458,48.39
p3,2,6906,1356.973,29336.251,5.76
p3,2,6907,2416.218,47924.061,5.76
p14,2,6908,841.956,56245.078,5.76
p14,2,6909,674.762,13530.117,5.76
p14,2,6910,1014.896,70739.644,7.179
p14,2,6911,426.123,211242.661,18.701
p14,2,6912,57.408,113541.31,5.76
p17,2,6914,115.743,444459.133,27.998
p17,2,6915,302.679,244747.874,17.096
p17,2,6916,486.768,106884.1,6.106
p17,2,6917,762.34,59656.338,5.994
p17,2,6918,49.634,175902.219,5.76
p17,2,6919,213.536,73378.284,5.76
p17,2,6920,454.012,112907.091,9.538
p17,2,6921,19.699,1339924.361,22.571
p17,2,6922,485.817,199456.47,47.911
p17,2,6923,1655.004,30537.023,5.76
p17,2,6924,77.857,248334.126,17.088
p17,2,6925,29.306,788008.71,16.308
p18,2,6930,446.739,234488.119,26.168
p18,2,6931,2974.05,112927.432,14.069
p18,2,6932,3646.024,34840.131,5.76
p18,2,6933,3592.029,50776.225,6.207
p18,2,6934,3710.204,73187.52,8.501
p18,2,6935,3712.398,57703.537,19.47
p18,2,6936,3561.731,28509.125,8.209
p18,2,6937,3072.345,15675.278,5.76
p18,2,6938,3909.568,46324.472,12.14
p18,2,6939,3540.111,30346.07,5.76
p18,2,6940,3644.372,18141.314,5.76
p18,2,6941,3953.14,3099.854,5.76
p18,2,6942,3220.897,39870.674,5.76
p18,2,6943,3021.957,120586.997,16.733
p18,2,6944,2252.896,135960.768,18.287
p18,2,6945,3624.473,49621.12,6.677
p18,2,6946,3864.561,25235.56,5.76
p18,2,6947,3956.481,40373.693,5.76
p18,2,6948,3934.447,51807.498,6.906
p18,2,6949,3546.834,72964.408,8.495
p18,2,6950,3581.017,70591.035,8.533
p18,2,6951,3548.545,60418.477,6.32
p18,2,6952,3714.24,142277.889,17.893
p18,2,6953,3260.378,191949.94,42.075
p18,2,6954,2713.522,180807.234,37.303
p18,2,6955,2155.108,174551.56,36.409
p18,2,6956,1590.988,192830.606,41.18
p18,2,6957,986.921,220790.956,45.952
p18,2,6958,442.475,227599.01,25.323
p18,2,6959,25.978,704269.328,21.222
p134,2,7197,1747.962,881931.431,75.923
p134,2,7198,2622.797,659464.779,63.983
p134,2,7199,1752.756,538469.851,49.537
p134,2,7200,604.478,354923.132,34.337
p134,2,7201,1128.318,270526.615,22.863
p134,2,7202,1981.611,135889.085,9.585
p134,2,7203,2396.128,163488.574,11.187
p134,2,7204,1851.593,65621.761,5.76
p134,2,7205,2638.589,84219.801,5.76
p134,2,7206,2726.584,148023.692,9.47
p134,2,7207,1506.215,48541.237,5.76
p2,1,7242,213.163,216361.733,26.97
p2,1,7243,491.235,103386.524,13.977
p2,1,7244,185.756,44228.536,5.76
p2,1,7245,906.296,43241.795,5.76
p2,1,7246,1270.327,23093.455,8.082
p2,1,7247,1262.411,32317.269,9.613
p2,1,7248,819.115,46890.689,5.76
p1,1,7249,922.366,44342.98,5.76
p1,1,7250,768.69,54684.72,16.413
p1,1,7251,81.151,636289.162,38.69
p1,1,7254,170.33,9648.12,5.76
p1,1,7255,1734.77,24332.896,5.76
p1,1,7256,1188.482,12821.521,5.76
p1,1,7257,189.518,58782.888,5.76
p1,3,7264,19.498,1676975.129,29.652
p1,3,7265,371.995,92673.96,17.757
p1,3,7266,54.945,206295.747,6.838
p4,3,7267,576.527,21577.082,5.76
p4,3,7268,2819.153,16034.765,6.944
p4,3,7269,3956.964,24074.492,16.76
p4,3,7270,3546.988,32566.94,20.937
p4,3,7271,3394.897,19031.339,5.76
