,,dupvsc1,dupvsc2,dupvsc3,dupvsc4,dupvsc5
p30,class8,35593.1195881608,51271.8653769994,65331.5880682292,82634.7314077463,212752.468517753
p31,class7,40189.9972606226,78072.3841784304,169521.307060851,279794.373688197,396121.339861114
p31,class8,44269.0665868246,85176.7434931307,134466.10822416,194828.462151353,339049.669918619
p32,class5,28596.0103629489,33696.3719819176,39218.2530538812,51271.4234904701,77361.8423603712
p33,class4,24662.7652766197,27503.21597,28305.40563,29326.4507877273,43093.80125
p33,class5,37799.136258032,73113.2071716228,102888.395823793,173840.213349868,223866.043309825
p33,class6,34294.6036573606,75110.9036232346,128214.61179001,216649.205156651,519897.630649906
p34,class6,36753.2626738726,98087.7171993602,154792.411539582,249982.132340056,480516.105146202
p34,class7,40126.4962298839,71786.8477806309,152091.845195654,311556.534910331,486111.748898305
p35,class4,26887.2735585986,33344.9547427273,90938.92395,177797.522104265,189449.508320505
p36,class3,26293.08359,27800.57834,30194.8551501587,32548.90669,40306.8385914765
p36,class4,28765.4577896384,37367.5867340675,88354.7739600579,160919.120041869,289270.54395576
p37,class3,29951.7854503107,41370.5017870065,67206.1427952494,200268.770811194,361083.617412657
p37,class4,35250.3635263561,108648.76956744,204098.720813993,236326.981696788,259756.815626862
p38,class4,31491.3970291335,43345.0333305658,63399.2688318006,130033.341358364,279861.713648583
p38,class5,30524.1293669818,51605.321612943,73970.693308357,189943.1843,328354.5605
p39,class5,27413.4869203036,30743.2099322535,32728.3793693333,33435.29686,34589.9797775
p39,class6,27907.6133977976,31572.5541342609,45426.2197164653,59173.3317066677,132027.585775151
p40,class4,29397.0069976044,36657.5771332221,49909.6409648673,117002.6634,257208.020687337
p40,class5,29144.5464667505,38099.6811548067,62279.4739529098,101950.876139526,225787.24101466
p40,class6,27433.69838,28563.37756,31340.24879,33296.22652,35461.96674
p41,class4,29113.4314491172,36088.7211565635,46365.4266509196,75289.7534020199,112489.11208648
p41,class5,28416.4635447184,34900.1590791021,52844.3808808449,127750.559698534,136789.65914363
p42,class3,34786.3638890137,50313.8493134742,169946.612643692,269105.3036,357299.2786
p42,class4,33255.1364,480180.8904,485330.0604,0,0
p43,class3,38917.1122409006,80818.3380134547,127608.610570577,178984.103751545,287671.207980048
p43,class4,30407.1892567873,43176.3032210043,63774.8159384366,105583.865954992,205049.47612942
p44,class4,28943.6758873662,39121.7546774257,67163.3940451626,158745.230599096,220428.847561914
p45,class3,34982.87624,37810.48086,40452.4868618182,47302.10333,88913.35947
p45,class4,38911.8745964216,69471.4314194863,104808.758439734,162343.947599969,240724.011659201
p46,class3,31188.3744853735,56161.1576799077,91371.1056301284,159082.744185067,231674.036286461
p46,class4,26419.60987,34654.933734,39334.9397501449,43807.63162,186216.5594
p47,class7,35023.4119924913,50739.2693611606,67222.3918263817,153505.74328649,242043.189093138
p48,class6,27859.383058836,49242.07041,79922.66615,147863.775301049,298059.592774381
p48,class7,32330.2429549559,56929.8241764374,97697.2922738441,188143.98573643,236892.22813941
p49,class6,51379.71086,53930.56154,56770.87305,58750.92075,0
p49,class7,27482.66736,28050.39175,30181.91168,0,0
p50,class4,42509.7462946087,59349.5423922506,88859.3614704615,119404.8332,290764.24345523
p50,class5,36161.3395226316,68809.0461751224,109556.440244006,199373.020345972,293402.491982216
p50,class6,31373.4573133012,85407.189334489,159297.169759714,255111.652850252,359478.129141527
p51,class5,30378.5235805321,42269.1681946647,74114.3515974382,133348.741479306,178335.202932295
p52,class5,39308.04132,180667.7669,351639.5037,354568.3618,0
p52,class6,30707.7776227734,44760.6405796926,64932.7732164388,96669.3379996333,155422.890262323
p53,class4,30081.5111808506,42405.2811950233,71895.3573979502,121619.505023879,176449.909332795
p53,class5,35467.2388593693,59877.2876051733,111692.71707466,227221.248689225,292918.063109574
p53,class6,32812.6791780233,46970.1681617921,153634.881341106,226750.473779531,251241.201403934
p54,class4,38133.4077577528,70744.5798131227,109512.062065508,187228.628333336,254422.586447424
p55,class4,35839.5708176217,69141.0015157776,99883.093871969,156765.800827521,229256.849284131
p55,class5,31844.9728744024,41954.7827737141,61552.3754418206,78796.9139243349,171003.33016477
p56,class4,31228.9767222074,66778.5952931592,124928.750833598,191028.821074389,297800.627765654
p56,class5,30322.4832187813,43505.6443093637,95019.2492564827,121684.629084301,154809.515718968
p57,class5,29465.6470195335,42518.6417914667,63081.9183262763,82040.4519526204,159586.833806703
p58,class4,25990.9197121053,34957.6334393369,49903.6561464981,87331.5249080645,152418.556374291
p58,class5,42725.1466016525,99769.5823594734,224859.880583746,309393.030245955,431669.395713213
p59,class7,30327.76763,36420.79911,38913.99962,40258.96117,66842.4418132673
p59,class8,32197.4740260103,49391.7059789331,72700.0290788665,87852.2457045632,126575.434750918
p60,class6,28710.7630568843,44828.8030459153,84259.2487625166,175889.799662292,368751.241542905
p60,class7,29507.4380212865,38775.0997287302,83641.5792152966,123169.134570542,226114.855491132
p61,class5,31875.21596,37041.53292,37539.14823,38707.46985,0
p61,class6,30186.9917307554,43597.3251071744,77878.2784772694,241974.826620152,522924.010909326
p61,class7,41581.4134471126,87013.8214262759,292373.5863756,305087.967965479,483756.430222537
p61,class8,396974.6855,402525.211,676456.8814,679495.4379,0
p62,class7,27642.4562091671,38792.0112675201,57938.9465114047,74844.0637211566,154616.071217482
p63,class5,35061.8293411925,76854.8005629501,125506.687907931,191044.82970458,274791.818383698
p63,class6,35930.445986173,86383.6398341731,166965.976513294,271631.953013926,355628.680332239
p64,class5,39009.0436517109,82430.6930908453,134049.958569838,214694.411916446,289826.361784613
p64,class6,122635.666,122657.8549,134695.8787,150712.6649,0
p65,class5,39458.3278601341,140785.576100803,230355.308965298,333692.657259412,482384.179623069
p65,class6,91418.2145746611,231583.124658317,326439.632335182,383496.222111666,457535.157093625
p66,class4,32063.7841279869,42688.504340255,74784.559492402,131322.093154634,189131.205785784
p66,class5,29658.4583617842,39960.0781470787,54335.5045505792,104456.132412913,146532.605847798
p67,class4,29314.7771369982,44485.3139812523,73020.8631366439,105151.458427597,189776.295407586
p67,class5,29752.0483647228,38251.1169535346,57137.9205692667,95668.5692655331,126313.12132706
p68,class3,27518.289536746,36654.7609249015,51852.0172312214,107671.61993776,167091.833397225
p68,class4,33883.3761793905,52072.6847178299,79920.1415804968,146710.927262071,186026.501161768
p69,class3,47419.8872712216,88508.9783965326,126876.646001426,142389.335361941,198661.294751487
p69,class4,32750.6354077134,45299.1993653422,68486.138882651,92236.4050361306,110166.042456291
p70,class3,28152.9999947196,33986.37596,38225.8842578049,41905.641888631,43854.32957
p70,class4,35964.7475407789,59255.8091088164,128689.938839011,195219.501553832,276476.576223221
p71,class4,28510.9058674355,35719.3902484771,50303.8101500829,95056.730565856,146486.940256321
p72,class4,35811.614587094,61986.2440884098,96291.721166689,210035.355288929,315453.824569356
p73,class4,28130.7085672222,37509.834453211,44847.5458546451,53448.1500616591,91134.3053008444
p74,class3,28793.3707519859,37861.2304166905,45396.3963300922,74923.4494504024,128550.898632661
p74,class4,34448.57035,0,0,0,0
p75,class3,31068.1577358619,45833.5063990509,70524.4103377684,151032.843242367,218703.084319244
p75,class4,27065.02994,29703.21931,38933.7544845663,69423.4580719465,94449.7219258863
p76,class3,34491.2601182836,53288.1954140665,94525.1179874556,135213.302717088,218989.024036167
p76,class4,23948.89942,29234.1729609434,34162.2126481517,46466.4742949296,69146.9387299602
p77,class3,40519.2733492256,72824.5961893434,112196.776118551,147265.456801679,190655.035083271
p77,class4,34996.0678711154,51459.2170690618,76545.2435093624,139676.956,178495.063817586
p78,class3,28850.9364875574,42611.4086276035,61870.59819152,91191.4447591394,124742.218367752
p78,class4,29323.031427706,37155.1944441512,44086.3608332115,52727.0790878713,69161.7781273632
p79,class3,38606.4017407045,81763.9453090683,117120.854831107,162038.932142973,231255.238337906
p79,class4,27036.2879661594,34086.6261775726,41796.996863888,55761.1186888118,67127.8859636087
p80,class3,40756.7605262449,83247.9159230199,147149.652380798,214334.971310351,290592.486991851
p80,class4,33176.1017170142,46836.8043670964,83183.2890737617,177156.65510279,287296.400406465
p81,class4,37331.2892238182,84781.6196513212,153892.760961901,228260.698355702,360267.465695333
p82,class4,31154.4572702648,39795.9892736774,64278.5775229475,110648.374777744,164858.210871989
p83,class3,33384.86272,216226.4896,222480.7582,0,0
p83,class4,34808.4148277488,55784.0299818978,86635.3118107709,148599.125793276,296513.649614611
p84,class4,42478.3631033797,73509.7813849246,196569.665088636,271487.303598432,432266.291096081
p85,class4,32866.2988278618,47864.1363752307,75228.4418195301,205754.517518013,473337.877636549
p85,class5,38347.7859993691,79542.2494979456,147520.938115315,215034.076681781,312537.623650735
p86,class5,30840.9930140222,42540.5242685632,55823.0064598486,71085.8734736392,161860.919498326
p87,class4,34137.5067350804,45646.8486376721,429981.351524695,446728.3634,454673.986435561
p87,class5,42077.0085406709,100279.276913848,238795.7392902,425179.469026098,626405.506245535
p88,class4,26544.4945875385,30298.7055720527,35928.866101792,184337.688701194,241862.368579297
p88,class5,28995.8342325051,38736.3245543848,55276.409895268,89378.4366220098,206023.77703511
p89,class4,31263.5925852081,50969.637408739,104916.415184032,219811.981452007,291317.395206472
p89,class5,32657.3078709617,51485.7146616061,96855.2837499238,176811.712342413,289269.018683599
p90,class4,39856.3059337668,91698.3499222734,140070.99591474,163748.1805,256175.498156338
p90,class5,38616.1613606146,71702.2148258814,157351.060063795,278936.946423527,384323.940475303
p90,class6,43640.23326,44645.96922,50923.67626,51659.90688,0
p91,class5,30751.3621580764,40658.8243189742,62188.5453985622,156869.247177813,245903.849988032
p91,class6,33353.0046597959,45565.3717208782,51622.4955165022,59485.44408,63134.4522338473
p92,class4,34578.6891989774,66483.6678188564,138136.931783062,219928.669878617,370813.905215992
p92,class5,26451.2573055941,28000.7217517643,31493.9735853198,36383.698603075,40498.5469889712
p93,class4,29540.9576905741,38829.7589355805,60944.6892710315,125329.952526086,283790.791644768
p94,class4,32146.0012709377,52384.3292729849,76313.8656432915,175419.589642358,440500.643705086
p94,class5,41029.9299459232,134200.828084375,248782.697478146,446810.494660755,663685.838190916
p95,class5,30911.2625713808,49603.0026249512,70781.3157948671,94651.4356851637,151813.164288532
p96,class5,32380.383633398,65432.3081758838,117525.397654664,190065.092905375,276001.384435484
p97,class4,28515.9384958777,40857.8005684861,78132.9219889901,119827.698723454,243370.508087607
p97,class5,33426.4307043065,69383.5152422096,103018.023063481,143218.990393671,178242.076888604
p98,class4,45926.0282492222,142190.706205785,217098.8219,258043.8808,317009.0913
p98,class5,35035.7253241871,101900.999208242,173875.650173642,238772.938200184,303028.150302264
p99,class4,36551.2386205188,58539.5437521324,96295.7794561708,171007.934731742,354384.475470174
p99,class5,33854.8946791714,54298.1718787058,92049.2216014715,167579.383521739,287611.508904356
p100,class4,31577.093185602,43597.9153434327,57006.7488976051,78754.6148789845,138940.683969485
p101,class5,38695.4965475847,99276.3278445773,168205.741931274,280176.176623976,467633.697132037
p101,class6,31277.6147893587,48571.7689310686,92343.6900039184,162723.383515665,292857.638768917
p102,class5,26294.8597409745,32013.994373691,38443.6762615868,52734.0882150843,92106.762915925
p102,class6,27472.9581240605,32704.8297314258,40857.8350179749,66921.8259429961,81798.2289893984
p103,class2,37890.09317,0,0,0,0
p103,class3,36977.613049403,80361.2997702191,136049.130481115,230762.50143948,479709.810464922
p104,class3,33268.2383980243,48369.1211006267,68720.4247876358,113099.848173839,173962.685264552
p105,class3,36025.5665378288,66051.836468711,121689.083980093,171751.535214562,243684.60704036
p105,class4,32368.2550913978,55968.5098838254,89869.7367679864,144701.841638908,218752.557922126
p106,class4,27378.1844298197,34471.5853438034,49000.0151745094,69570.1414509713,90725.4618030711
p107,class3,26852.02993,156561.5589,0,0,0
p107,class4,32919.286749696,49773.5636021499,97895.7995129447,141343.201079838,187501.160873585
p108,class4,33773.6625342312,53598.0448686437,74413.204989357,117849.025267157,164283.998958936
p109,class4,40034.7674182212,78537.3694827418,136778.003416964,221385.41384996,349755.56521002
p110,class4,28189.659541986,35409.2659060598,42198.4111463864,53841.1505017245,89177.4009534557
p111,class3,42726.6579668207,117753.942061095,197660.07186896,289979.787710773,453272.38582247
p112,class3,37561.7649568619,63594.8669160675,121901.998765983,211718.898638235,328021.606160711
p112,class4,30812.1709463773,40287.0599410641,60134.1260481484,87138.9913046483,152619.313305797
p113,class3,33864.4059476289,45236.3889204594,55646.8129084492,100307.357433974,126631.630751552
p113,class4,33459.9286725893,44808.3353377985,68859.9794982066,92094.9304823833,129888.27501927
p114,class4,31951.9797925883,42711.6749558632,66718.0708865104,99667.8744684292,138389.498671169
p115,class3,30138.308100925,38534.8998455471,52483.5893780647,80432.0210017763,129310.485337985
p116,class3,27276.5547458044,32606.8984246759,40730.32528916,55522.3361046576,158492.162467111
p116,class4,31065.6148888531,47513.8460275682,68214.7735661868,104819.516018884,177114.99960438
p117,class3,27206.4162212209,32915.7846188406,36463.085479,43979.3363547855,55010.7260373261
p117,class4,30832.4509880757,42151.9993411919,68325.9563388113,113041.753316509,198872.880469282
p118,class4,37386.2240116265,61995.0496709076,116901.363847694,231178.82736875,435217.187828932
p118,class5,29920.5474154781,41508.0595760069,62124.7418541041,228879.9707,235598.1412
p119,class3,30027.7277417044,41130.0609693569,85898.6236122272,104857.144981818,141700.189012977
p120,class4,37902.9203575977,46786.7142513564,54913.248668204,65972.0382391242,89157.6814616872
p121,class3,25628.79351,27859.4723714286,32682.2962584168,38490.7226001887,72021.17099
p121,class4,33950.3999633122,45873.0346880252,70201.1081854054,95831.895881603,143673.537358128
p122,class2,39964.8147057656,113644.196577785,297868.3131,380154.222019536,550204.565424254
p122,class3,40626.820126319,88371.4678364912,173611.992293437,263678.763480602,446767.996170279
p122,class4,38884.9493188935,98280.1227670127,155858.905274929,201367.643050487,243795.547711627
p123,class4,37327.641833204,67891.0261091821,108933.846154822,167865.519054758,274050.501550593
p123,class5,51870.3436583117,77140.32327,92072.5520337037,138776.194175236,202482.766463713
p124,class5,37750.83344,84714.99988,147105.4692,149817.3945,157040.2628
p125,class4,40097.9145121981,74416.7057698273,134254.324482712,190577.690727384,300058.029546239
p126,class4,35191.29553562,81387.1231931241,124943.643664672,187950.44530464,241351.154686131
p127,class2,72604.6183037423,118148.744560811,215052.65322,284787.097081716,435800.082168553
p127,class3,44236.3460498823,147001.420982491,293891.109269728,407131.640596102,518831.8875142
p127,class4,29618.3889676844,38463.8167458025,48485.0664450745,64996.9213256037,105576.163432877
p128,class4,37439.3837249184,67575.2754252311,168311.604488267,264930.655343198,343823.514774864
p129,class2,26935.26977,33769.3831005389,42076.73798,53452.54477,530935.7328
p129,class3,39419.1500798211,61467.7896003488,93628.109317142,159847.227531381,286583.31533754
p129,class4,66523.4693,0,0,0,0
p130,class2,38431.22023,40638.69012,0,0,0
p130,class3,38578.1444617378,65678.2303609009,124026.645331551,189237.389670452,239749.769474577
p130,class4,37609.2312541554,59781.9007214078,101756.921472674,148014.865936572,237254.664157597
p131,class3,63076.7618110892,211648.903699888,356981.208369522,455652.091100438,572585.422032803
p131,class4,41772.4146551729,91153.8689403096,165122.432287033,272687.937422003,388796.745688154
p132,class3,69658.4418288973,226986.77195367,252926.457143189,291963.933036385,322757.667251657
p132,class4,40637.747808127,78530.2297120524,139451.673971704,198623.924682072,290973.717408347
p133,class4,32174.774041894,43710.1593638174,66188.9564031018,124035.49779665,191287.432089677
p134,class3,43110.11306183,77451.0600126658,224719.54227444,405820.002914067,1044275.11682434
p134,class4,40549.8116295382,72279.1212396114,155905.949291753,284098.886052914,449063.874447235
p136,class5,23127,23127,23127,23127,35580
p136,class6,23127,23127,23127,23127,35580
p136,class7,23127,23127,35580,35580,0
p136,class8,23127,23127,23127,23127,35580
p137,class2,57180.3892993218,95177.3708693505,165725.09088238,234943.938634233,357375.703801471
p137,class3,31973.28963,36137.7671956618,41490.9472726293,427490.0666,432846.2288
p138,class2,147235.2199,209422.1264,278982.293746269,351936.545510929,457886.147871574
p138,class3,72424.5135737194,200430.360426678,269797.790761593,354546.005874724,470898.498294567
p139,class1,754687.3711,776313.7492,828593.42,833842.1359,837800.2809
p139,class2,52405.5147333542,248919.254498032,402436.86756479,597922.206399733,1229435.919
p139,class3,421162.211308016,497176.221511331,575504.68180417,657891.345455114,784490.196864268
p140,class4,60115.8553871125,234383.481678353,345578.040627253,427845.823879936,578678.909079639
p141,class3,90502.9721713202,243714.732575979,424787.991589403,607099.518302524,854123.185990945
p141,class4,41432.5823690964,56024.7961436712,97412.3322316026,198954.585847961,467042.013324514
p142,class3,586352.331,805456.356205454,913661.888800935,955120.1612225,1310347.114
p142,class4,47105.8815627471,217297.191114297,340759.773439518,527295.538951312,659426.406979588
p142,class5,39795.55517,204811.463842857,269333.7886,450957.29205,608575.566892237
p143,class3,911797.826502056,1103939.63486425,1489355.54764912,1605616.73991603,1689632.65815176
p143,class4,50618.2086822611,102245.751864039,227870.70924174,466437.441070986,753232.145132804
p144,class3,243062.778626037,279968.351931837,407240.959456284,622173.037609949,1044955.14192897
p144,class4,86733.6457944186,244042.176715406,421089.269409091,486163.080779916,512654.0757
p145,class3,59903.8461648071,247968.55594996,338481.839642251,560922.55788561,856115.857987189
p146,class2,41425.0783633333,56794.49053,193560.9824,302612.024759646,311419.1859
p146,class3,52539.2950450387,97872.880305261,197243.051163905,285623.866182157,391134.574663019
p147,class3,38563.8198463076,101540.370678516,176034.282958164,264375.538643211,362870.051539122
p148,class3,34268.6861415378,53970.6462168911,70293.2394599221,107370.093606159,170895.911500024
p149,class3,45453.6950828656,83009.9908376882,122108.226343981,177523.784224896,284605.295552531
p150,class2,772458.1459,779455.4273,0,0,0
p150,class3,49204.6687966117,122861.357529445,284746.053012864,394895.798447906,747918.5220935
p151,class3,336478.813300684,454035.564416446,630476.805438837,753559.944141654,1136349.09736562
p152,class2,508779.9779,514015.322,0,0,0
p152,class3,44875.5609192383,76283.9051071884,222722.783832472,339948.789583857,594186.428215319
p153,class2,54981.9965999418,255774.130203177,449695.32517176,694786.522625833,725773.549901455
p153,class3,145211.317,195011.747011016,213780.883707015,230034.739795193,316216.085043379
p154,class2,52361.628098664,57570.52876,867446.6443,869957.1387,876191.4408
