,,upvsc1,upvsc2,upvsc3,upvsc4,upvsc5
p8,class4,157371.2706,163081.7216,166080.1395,168888.0737,171741.3209
p8,class5,164458.266712603,210004.853541577,243527.303393962,275394.530162357,286961.845708056
p8,class6,104994.039910145,160069.766446018,206347.602356013,240678.511963935,286798.727048944
p8,class7,166961.51481579,221697.096726267,262420.42313759,281905.998299934,296537.019816765
p9,class3,126552.55455,717442.135305095,841439.382250173,978940.845737641,998199.533746825
p9,class4,155109.930503197,594972.552298789,965781.736189276,1048562.98923873,1194969.86691921
p9,class5,139839.792271131,303082.999371015,494689.675968285,602146.357291884,1120368.47555053
p9,class6,194904.495405048,401739.512334604,592987.132088022,775928.25068376,1017825.14492622
p9,class7,105236.366674352,454092.068885913,799963.849034251,1019704.85476773,1198771.52427512
p10,class5,491999.367354762,610995.640551257,705058.039966113,796240.8857,805182.429487097
p10,class6,173272.791074695,556565.978569473,836736.808741033,1101320.12434859,1215768.86434407
p10,class7,119133.080322943,429398.073148695,713948.019673124,934447.136136873,1115919.38321348
p10,class8,322980.982403357,495626.440684093,642477.696056055,789268.288447405,983877.04685243
p10,class9,175409.623960883,630826.631198366,686714.791844069,762595.352250634,819418.499429394
p11,class6,43587.57874,60305.95932,216561.7502,369623.1325,0
p11,class7,63370.6048961691,151923.694577869,211111.2170031,273247.512437753,310778.722132399
p11,class8,152023.400169472,318349.736480139,387035.983859072,424287.673158478,464815.18960083
p12,class4,479086.756330168,485268.058679804,504588.903258974,548131.927664943,565593.518544231
p12,class5,341089.489605134,454553.641238661,503053.386654487,559318.54946102,605022.381377102
p12,class6,328812.556638278,443704.555270576,507584.198278771,552674.720148269,609098.827937191
p12,class7,131120.529701826,246593.399880379,364142.048704073,506976.819047243,606285.851296328
p12,class8,248288.117836274,339625.398676062,411553.655248434,466661.939997895,527600.875844616
p13,class7,78143.4498833493,113724.127335974,128574.321245546,155981.896285711,267084.126860617
p13,class8,72404.4993041828,106410.513947118,139496.930332724,170083.716875042,214467.815080382
p14,class2,393356.4846,393732.5189,394566.4207,0,0
p14,class3,96050.4983214849,214034.166325135,256480.462498303,313338.981259316,372847.29413101
p14,class4,64271.2346338944,116151.7651995,176835.189238951,246416.189768448,338455.661115811
p15,class3,123931.924638647,132950.8195,180084.7565,184344.7653,189239.2553
p15,class4,53294.3885141794,271874.473946486,339779.476244318,404279.716811598,478376.401617642
p15,class5,130331.505459758,184403.366298609,243380.167409874,333331.533266853,419696.056035679
p15,class6,120828.154889006,212633.16201065,274815.521454453,318322.689051527,377764.538975944
p16,class3,359012.227149448,371332.575214072,381376.351854954,393067.285309918,442204.3593
p16,class4,162299.529066508,214957.80255088,285674.332945589,332994.700456569,396269.103881822
p16,class5,87745.4894428539,156851.108125445,231154.138722865,296045.556191787,398995.311934057
p16,class6,46330.6555125632,317653.505552854,347262.370457429,372766.205182022,390121.226623894
p17,class3,122210.682958622,201578.010134885,309132.390519336,366665.348152814,467096.92615988
p17,class4,116636.921628442,188231.368744932,278518.533823255,387234.406298624,467254.194345698
p17,class5,59744.4759585532,313905.983639943,400003.334241747,447495.461624237,491614.472239069
p18,class3,110259.60572,220724.258712676,294981.815195916,344710.600649832,445545.043880484
p18,class4,167222.077515907,250205.611447806,321288.448490523,404109.512056348,500080.59739068
p18,class5,68340.4029100646,131718.639512684,165145.354960446,215291.771293006,254102.361751138
p19,class3,151407.60051154,183969.850994882,207168.564870272,225178.019066836,244289.162521428
p19,class4,85989.7916717575,133636.65873921,185968.261836338,237753.945804119,297395.199640557
p20,class4,139821.096366404,211401.918478424,256076.95226184,306366.245783564,352324.983345666
p20,class5,73746.3684142099,134271.027474713,193434.291420048,254183.396135408,316771.468609427
p21,class3,321345.8291,328424.824780515,335356.0355,346541.399816949,380846.23492
p21,class4,96787.6542314593,158634.79714708,185424.021465304,282834.241825389,343137.490932957
p21,class5,156536.763716516,233995.48549314,283261.193863054,332077.93359447,403604.819876994
p21,class6,161378.657471906,218940.058328037,269974.745685636,307468.531599844,379790.996902766
p22,class3,89588.2536031674,92921.6983991667,95198.92075,98236.6194597561,174860.971943056
p22,class4,56033.0939084176,82470.4226931174,104754.616340481,127423.87113091,184683.30364967
p22,class5,54526.7727596134,140909.885550235,181752.703051412,227447.482665197,278290.141786646
p23,class4,152818.042835029,166905.776269346,177986.172554521,201055.585031613,212539.685775812
p23,class5,85296.8415407034,129944.279680543,162590.718362976,188807.528622815,223650.557252403
p23,class6,186709.0864,191054.6816,195565.2386,195853.5021,200236.3368
p24,class4,106870.965330578,202032.033083425,249803.741611903,316879.363865012,351430.231073495
p24,class5,125924.572109812,203108.626631256,253306.063495329,302736.149344522,369353.055508014
p24,class6,60041.7771317224,242766.595158969,261163.993290136,279223.288073144,303789.385266898
p25,class4,237875.962633333,277317.446417031,331465.668243836,344731.01635019,371894.003240547
p25,class5,105168.291884438,212916.052169822,326467.847552632,371684.716779784,577641.426197789
p25,class6,172731.698222915,265688.751026121,325712.711249163,385624.803430691,540931.047387998
p25,class7,296937.280024792,416681.949848142,492164.023499627,545630.266653875,605843.821779447
p25,class8,45516.6786954314,244105.889666412,404232.460514581,463406.699192649,580738.942106825
p26,class4,110103.422194839,148137.619572881,199235.578708433,219707.464397538,283400.118247177
p26,class5,100009.472302183,134463.101609539,216367.193319107,278237.87963178,335724.205137899
p26,class6,138461.1638088,190510.601647214,241779.68590663,291341.5157301,338475.853106508
p26,class7,102375.7890075,120965.161360963,152259.654450893,230659.550616294,306466.76401436
p27,class7,124843.48562394,199965.793368414,366878.573081141,425709.202693718,475652.284332179
p27,class8,83773.1860745815,138468.211989962,179048.391052883,221785.627358909,364755.428929373
p28,class7,235494.465227233,337508.009660204,375819.990364868,421612.637141872,506942.730115259
p28,class8,152387.769143773,229158.28908233,286181.683132658,335206.022736906,433854.298884645
p29,class6,392256.560309232,407159.517039031,414894.388339232,423620.674094718,431685.510588056
p29,class7,83696.9817968599,148827.55493662,225442.882213031,314589.098594821,397454.801215578
p29,class8,112082.460037045,176593.55410299,236977.959679584,286371.930981714,349819.940543532
p30,class7,82317.4820033333,103825.6005,125136.5761,129267.7618,132965.861883871
p30,class8,88510.1465991161,141260.164192405,200013.582543733,254785.320590874,325853.999882703
p31,class5,415708.7359,416400.9622,422417.0878,423099.2289,0
p31,class6,208655.044590358,335228.30887167,439694.023977108,463298.829388896,502222.933568552
p31,class7,200045.631943924,279973.223958405,337427.684598205,406038.074384661,494153.782024102
p31,class8,121923.722875641,212143.901609113,282434.230697327,352419.808015038,426492.637972207
p32,class5,116780.2967691,173406.615757379,213937.995488887,245927.88092919,285784.44523335
p32,class6,51254.8775911225,105811.494778791,138956.860888697,181645.308935254,213499.490927586
p33,class4,215145.527112438,289347.640788007,326556.387039658,368540.944532247,392649.360240149
p33,class5,116517.983298309,247324.411703589,320194.824821622,436064.43571977,485965.270827504
p33,class6,168400.221345857,252383.010543869,306724.586766505,370900.78923462,457656.156517806
p33,class7,58486.6570589024,94320.3111251685,154485.623844944,230456.342145652,510953.933984212
p34,class4,228859.845,251154.5402,255693.2396,0,0
p34,class5,157912.416005364,305028.179053632,397507.108901572,485843.017777826,558815.319430817
p34,class6,192104.434182698,264508.788831889,318619.368874897,382085.154888371,517644.098058877
p34,class7,187412.957023598,270859.416933674,326189.556570266,372625.707774325,453276.552500318
p34,class8,40206.976749418,75945.0972374483,283895.776143388,304484.709264942,414351.315427058
p35,class3,229430.077066667,304910.722137812,340795.943219017,389395.066170411,440317.28181329
p35,class4,118436.431611445,185059.096784893,238153.329586907,299903.821548945,383862.680482962
p35,class5,91116.9842767173,279399.989776928,328917.365823146,374387.166132746,425272.819259309
p36,class3,90085.2317058458,213326.440562416,417386.483119463,468318.468624881,517594.807416215
p36,class4,148855.931402388,232277.78050732,286483.315289414,337872.790021027,400363.193055586
p36,class5,138570.814542235,318323.986379683,374520.56718135,408061.290028018,432062.929818653
p37,class3,133056.407326509,213531.720685052,278216.566588627,340154.332998008,438602.593035283
p37,class4,184458.901065871,244250.736700079,283246.996092632,321697.075631551,406276.59017708
p38,class3,113586.9134483,361333.526994891,416049.574284083,452501.506207205,476896.848644646
p38,class4,149717.461567476,238693.164197986,317135.933192232,398599.289584143,468174.032240589
p38,class5,197010.698495974,306144.334760305,357073.650460585,401244.973621475,457662.190752154
p39,class5,97167.97596623,160726.45018795,206373.592359907,256986.090895774,309684.707659937
p39,class6,100782.467645322,152635.145082164,191860.007258701,264926.25482483,376848.805596724
p40,class4,179919.998802013,230281.635628396,269041.032177891,303338.98762977,333927.457009406
p40,class5,132959.632542572,214393.148157852,278229.38095054,334018.74442415,396785.33568829
p40,class6,58779.7418275984,263081.688094274,385945.644799733,412024.47741959,434170.959583401
p41,class4,71309.4107735782,105004.441012496,142826.347202679,185166.395179506,245470.246890569
p41,class5,48297.7967285087,133269.739341713,171811.713905424,218417.834162152,259476.453023654
p42,class3,109580.162394192,176385.104799057,231925.70796495,295759.609144055,380538.551508148
p42,class4,92499.5545024757,150086.354123063,176379.280620292,222954.211319963,324842.558875858
p43,class3,156526.965113404,241037.358492449,322371.649517792,392949.47355928,487017.696297835
p43,class4,125203.501131543,233837.737838283,304488.055870643,366564.638506294,460707.283018341
p44,class4,85747.458715498,130069.747478963,163335.449804585,197074.615223074,235759.904207935
p45,class3,41716.592036701,162287.473994611,187386.930717671,209670.438101917,229097.276960168
p45,class4,114310.684606191,173276.473102807,206914.457937794,239217.590066555,282675.91959397
p46,class3,111496.826655323,169250.121694741,217673.418961827,289445.182930757,411031.990498004
p46,class4,104678.812717779,177286.30555901,236038.100998323,289182.575278206,360977.638233717
p47,class7,104583.5927441,163429.391658892,208231.76715177,255772.132108589,328491.209886217
p47,class8,84447.6262995381,192796.77211524,239697.715184203,270201.886090921,291644.005804256
p48,class6,152519.820852781,220013.05681449,268441.379364192,306651.021870531,347484.002556013
p48,class7,112727.22337193,173549.51310771,208553.674031932,239800.762744442,289171.445069172
p49,class6,63527.3946273935,98951.7778409916,138576.589930547,181327.992816413,225792.433263753
p49,class7,84667.170568216,126798.345651485,173075.843771251,220237.396160615,266899.498550765
p50,class4,123104.29905245,262179.130393525,309209.50476563,342926.030557786,375047.903106413
p50,class5,120367.822299925,184069.402680379,233701.11289461,284015.729630148,339722.685480965
p50,class6,227315.381983721,291976.27582401,332372.367433661,366167.774270079,399710.244472908
p51,class4,79807.1894668,198451.067365311,206068.057991889,225183.098009723,230667.50993039
p51,class5,86800.9819392791,130136.748749114,158744.231287062,185705.63369279,224137.466910921
p52,class5,65355.6207517647,348189.105033233,367417.022900184,379359.184221302,390302.226371845
p52,class6,100670.438621574,153695.992113719,195555.183979875,244705.497755467,323915.193471815
p52,class7,46812.8393511538,132624.271719431,157528.450848876,186360.309656218,232925.209027443
p53,class4,132228.52229757,163412.531275836,192930.673721467,223099.482462395,268784.988435973
p53,class5,134041.164610484,217102.576704093,269909.977994062,323273.629399507,381031.684010807
p53,class6,185131.279766991,242013.689071761,296855.289524928,350399.805700806,424029.554377373
p54,class4,109687.393500885,166618.746872504,202016.960376584,234080.976364204,282313.460140662
p55,class4,86774.2962480519,134948.950753059,176031.804788426,215033.805979935,252363.679024731
p55,class5,69173.6386570483,147070.95077167,165221.933746331,189406.886533615,214965.170141173
p56,class4,100818.898789803,175158.124481809,224932.573949521,288195.396529606,331483.482588278
p56,class5,69422.4880011997,113348.865776955,144174.14399789,176534.245037424,231522.577880589
p57,class5,74001.3890574034,104949.087944657,127613.21861815,155873.416888421,194959.101497784
p58,class4,78733.3811277867,326888.835044828,371818.211023319,412651.859568871,472062.820345609
p58,class5,163057.329494539,259876.309191081,324936.504387598,382300.663213462,462850.405392424
p58,class6,104056.923423636,294247.8257,325063.4263,334774.24925089,342162.4436
p59,class7,68772.95286,149865.0648,0,0,0
p59,class8,52563.6013174594,71229.8322217004,88142.8653145108,104740.989366444,129495.083725677
p60,class6,107913.006103009,176470.333469874,221025.846594544,280012.315672798,364647.045320602
p60,class7,129371.910205406,178844.634744948,207822.740750857,225274.195625081,246998.322986721
p61,class5,260747.117771429,480001.759412235,503086.716102094,522459.945419263,547168.538056317
p61,class6,108218.519518591,170978.874395683,222069.443518101,279115.993195179,383557.035005467
p61,class7,255635.527340691,331090.558684953,381567.736248205,438927.599080204,534831.25714534
p61,class8,185805.960107869,287296.098757405,407156.100858108,546723.454724533,643290.831960367
p62,class6,67542.5975735593,150146.803457574,168424.905167479,181499.565297257,210438.967912484
p62,class7,93235.0963236124,138586.458968343,167543.165147382,192450.718352909,243175.411884403
p63,class5,154053.504628378,213421.331298985,253514.223407892,291180.471018351,337092.512806344
p63,class6,266039.861893923,317612.533926775,349309.854372388,374253.663947713,406904.644265246
p64,class4,40389.46542,74328.6503,172476.7478,178469.3684,0
p64,class5,120192.362013995,184243.854658033,226500.399760957,264737.484766554,346097.635983869
p64,class6,219411.45834026,274528.491208483,322123.483676017,349034.289798328,381733.942474053
p65,class4,224698.316479948,264547.908017544,272191.473878597,279572.234966292,286480.837653785
p65,class5,138360.771779866,221409.182464066,277532.914845687,338604.140266625,438736.736431438
p65,class6,130716.573682625,322595.260626381,354347.30649771,393476.702567908,444696.700665907
p66,class4,92441.5307932606,149388.909290202,195118.670599096,250450.765638336,344500.349376728
p66,class5,117904.546687878,208002.850026077,274934.801915436,361283.492714773,431340.72855818
p67,class4,36738.1885064512,92919.383521016,127019.554745013,168347.844940113,201075.662595157
p67,class5,45135.7897028384,108546.409454321,131320.99050498,153221.866097104,188982.6108188
p68,class3,79383.3286037157,121173.438829533,176776.718075963,226810.614491947,263227.625942738
p68,class4,86250.8403968392,135071.207859122,165094.806900383,192242.564628583,226401.22104948
p69,class3,83317.5163186057,120542.440333041,154349.738329794,188447.808612788,214699.958506404
p69,class4,69275.6336701982,109395.298891326,139131.766526386,160181.660037783,186327.073714233
p70,class3,93408.596967724,170336.664919178,232305.637706497,274066.351850529,313346.676641392
p70,class4,122043.227034946,193312.401036272,237932.647063532,275834.331655091,338817.476143191
p71,class4,76524.3467043133,112179.186519708,137444.1464348,162857.369488561,190573.821428562
p72,class4,117847.569115286,184607.449447659,228712.636253397,284141.819847565,350265.887274034
p73,class4,68410.7722872611,111834.051729922,145670.686012194,201857.512357719,274199.158676402
p74,class3,92741.8399202955,151947.297331702,200684.13494393,252585.984259398,323729.258479018
p74,class4,43434.3112072093,126527.06039799,221903.938154093,239538.754965665,290469.217221684
p75,class3,137592.363716372,180485.839033319,211764.822724164,251462.76153878,307153.762459005
p75,class4,66266.3333313597,142488.15360006,189106.983826587,223374.158017509,295260.98645124
p76,class3,74428.167266941,113647.941175139,139204.183219325,163906.322237604,218892.158697209
p76,class4,68834.3792256369,95057.7015683447,123516.503979836,194604.280246476,255488.915178622
p77,class3,96607.3315191914,135515.872785683,165623.771959001,199172.418061043,236885.657591803
p77,class4,69285.2605075638,101754.931881404,171295.490270209,227469.272761524,265286.305429026
p78,class3,65176.220561568,88708.6847857999,108821.064504922,126517.860636058,150364.117563177
p78,class4,39258.4991839541,48667.2622434984,66050.6318595348,79016.0995892391,98522.9959185518
p79,class3,87041.6841678639,129080.89621444,164070.930090605,198506.01496798,247949.203479772
p79,class4,35692.7126119701,49912.7651252899,178752.877477318,241495.719555814,273767.234951163
p80,class3,151251.578768,209094.454446894,249107.162300402,288648.144903172,359816.420609393
p80,class4,70598.6558062852,259093.045735722,316951.974919225,355045.745163436,449956.417759221
p81,class3,35822.22674,211214.402843077,234859.991317071,245144.371218746,253160.134481836
p81,class4,113852.137856957,183278.783588797,231389.159547971,280790.495550228,340343.222064777
p82,class3,68057.34589,224151.8451,225475.3943,227003.9677,0
p82,class4,68368.2730994018,109081.702016916,141481.590988634,167183.496273957,199200.862504712
p83,class3,145713.312441346,229080.974673625,246857.144921194,262109.84907472,272923.375911706
p83,class4,97156.8708913151,145343.380458919,180083.107082358,231054.160147023,295072.841185777
p84,class4,121802.080218406,203495.53893375,273242.795887512,356105.365008557,472564.636762476
p84,class5,60558.4996023507,250534.872420424,320671.423182935,398537.353643085,456744.025961215
p85,class4,153353.304945913,261395.66200178,340137.843752768,401618.949069372,475865.399129547
p85,class5,176378.813844742,281410.096432681,337393.401702508,385956.881024828,466346.244029884
p86,class5,103678.085801813,157593.703659536,204710.379837386,251906.330183228,306664.542268861
p87,class4,34777.1057771795,368135.268755327,394655.079443882,420507.203068195,454786.62045507
p87,class5,168466.182643199,275421.775257666,341251.300996235,403747.737648992,510264.294999281
p88,class4,159510.955899637,183257.923892228,208493.118855999,233303.328023938,259108.512690416
p88,class5,82998.2847784269,126301.828179725,162212.776373373,206555.575621618,261361.928200681
p89,class4,125585.689104771,203142.047266313,258695.437255661,302226.11629266,350265.841576477
p89,class5,113898.039276443,207935.443054887,261543.638804741,318282.418228363,382270.913597654
p90,class4,72329.8759196661,141105.536064932,199430.364115479,290949.373786672,355274.524717204
p90,class5,132838.972375055,219208.68580796,271529.736694418,324416.08951187,396336.896233007
p90,class6,49251.8362946392,66316.0244423529,95276.0067726852,108104.084726432,127697.0682
p91,class5,101573.879263437,164906.891268394,221860.393831657,289298.33936714,360092.718537337
p91,class6,32541.2223,47291.63683025,86932.8111250607,159399.145972,307392.6557
p92,class4,106789.287215626,190168.856574694,277915.354263078,342398.280271325,406829.975556078
p92,class5,35562.3344223844,62660.3701271893,199395.614931123,356727.584371485,399447.968790413
p93,class4,82463.3196329296,141492.442469879,227719.693918872,286677.584438336,352507.302951527
p94,class4,102186.594624511,357278.964955715,395745.120084563,426963.966220036,459836.748959716
p94,class5,183143.953351077,314876.918267249,414986.117924635,529382.178132606,683794.055803706
p95,class5,69232.373152723,109741.618670041,141243.667106698,174839.133100935,215722.377163351
p96,class5,103312.356897946,161128.691351742,199022.839998068,229469.92683444,276315.306001202
p96,class6,55604.69047,0,0,0,0
p97,class4,52453.7277918453,118992.151276781,178032.185101185,252650.709987208,347068.160744039
p97,class5,75049.4446741984,120700.686076644,156125.691057948,191822.87583687,239847.711921661
p98,class4,66432.6716044444,169884.570429508,284515.656148974,333469.587474226,356007.700789896
p98,class5,110786.90100132,181365.377390991,226312.287072589,265726.514692362,326860.186782726
p99,class4,92402.9340127394,152745.410871108,202545.27514931,254385.18647186,358909.959987558
p99,class5,207618.344942535,301486.956081612,377156.908150632,430455.368265346,475294.610151237
p100,class4,68625.9751391488,110272.595512293,147836.757685742,207250.847415491,254972.249700618
p101,class5,132252.06865763,254488.599134257,347122.37419293,445991.014194289,555496.246780387
p101,class6,69095.9372647788,210151.066912108,268477.365388692,312386.657124746,365401.624749602
p102,class5,81865.4626581305,130992.385968626,209486.422732667,280312.36664025,339247.145712261
p102,class6,39883.1179302097,62610.0629059299,98688.4267579494,170515.497567638,322600.529119458
p103,class3,138977.701134593,223731.119088352,306684.930970879,421066.578141924,548956.748526797
p103,class4,100551.600160734,294116.409472022,342194.18890667,377474.124428449,519986.666976011
p104,class3,70138.7600127155,107905.903277605,137691.025396558,164607.063757559,210548.586425894
p105,class3,94675.5656345484,146902.159672573,178605.227864469,208677.142980288,251697.53749057
p105,class4,100581.943017013,146873.959110078,188191.33700953,217286.364400038,243749.468897423
p106,class3,50215.30054,123254.9443,126020.405253737,126426.838436677,130867.1103
p106,class4,38154.0135303832,75318.3296293843,87876.4218833282,102016.568924737,119109.400134879
p107,class3,45442.453895,152825.037568131,183499.188689327,197067.238098063,211123.511366111
p107,class4,102733.169711711,147283.692364725,172672.198670045,194978.09558949,230384.736134074
p108,class4,69138.5703626717,99518.0343580316,122838.412436446,153599.508930496,191891.921553804
p109,class4,97945.692326877,173327.659259109,230992.401303436,292808.408579784,361843.462646749
p110,class4,37090.7109968,48028.544716839,81550.3143628561,109111.076718036,165299.564603783
p111,class3,99237.8087570915,183782.571779161,260673.570254873,329445.153407494,453554.281119041
p112,class3,132204.22001917,208628.669164894,269830.9805618,344609.771567659,446832.629818497
p112,class4,57527.3222719322,196665.792572001,261500.393590168,322731.351070857,396360.792166111
p113,class3,33132.6514512,109022.557732406,138214.05064356,160185.639851124,182446.756682989
p113,class4,65661.5053381589,109400.682616395,146301.477160557,178651.502972025,214297.646229126
p114,class4,49761.5640490616,107705.510048715,137264.681493668,178957.325428522,235104.12030287
p115,class3,39826.818099861,96033.6665871609,155774.860716802,206243.694937539,254746.720345158
p116,class3,48220.423438876,113530.952334538,165279.808872189,216074.233612769,306386.255263459
p116,class4,60923.8239323927,112727.449210295,179189.474632215,244277.014583224,336271.285228184
p117,class3,81153.9200977778,154860.065408,220294.6547,221435.7939,228434.726
p117,class4,41971.5574991623,95475.5554649973,191903.059390481,244986.441437734,293611.06437071
p118,class4,67614.56063904,148803.97391404,223796.1723789,300897.603531842,409148.141642329
p118,class5,40405.0903390197,140363.954750526,252697.754115587,313606.175670803,432247.230765255
p119,class3,68685.0537552043,121790.565955512,165093.601508949,251080.336493312,309876.45673155
p120,class3,79639.8634833333,121081.21364141,140119.313314915,150793.121553102,159328.696145043
p120,class4,53781.1634535222,75827.3582649744,98956.5275255866,132266.680085155,162354.58178705
p121,class3,64228.2481710448,187577.031665802,212253.613196609,243581.725149351,285220.417872812
p121,class4,51461.3623572523,85732.1973097617,123033.0232168,161518.271894173,210106.662411434
p122,class2,129202.067603538,503243.649905529,547822.2094,562547.4383,573497.3402
p122,class3,110412.281797134,214534.841577096,288492.892501793,366458.011131397,472688.904451736
p122,class4,52539.0679613533,121125.464462973,168023.389647952,205883.372156761,244746.724096672
p123,class4,89036.6596764604,155645.658644446,198530.621881804,238983.444812413,288922.601375858
p123,class5,56154.0727994634,108090.749778191,158053.236486033,188230.847917016,210205.413149374
p124,class4,116299.35905737,124997.755579252,134013.331540524,143699.15960955,161388.206016075
p124,class5,61128.1013292813,94084.8224569682,123131.157474302,155682.663659134,200050.978062155
p125,class4,74704.2718827896,127753.236239882,200618.704057676,265228.545997459,321541.40749678
p126,class3,55577.23339,61949.29647,108737.2227,210776.081199219,219185.4274
p126,class4,75447.6054189927,124775.07789381,170941.198235178,218557.912557878,269593.093608293
p127,class2,82581.06732,385100.9492,393556.4865,427721.3081,472767.837824242
p127,class3,201594.122991199,318209.015954665,402306.625474334,471714.575103526,549021.34562319
p127,class4,38951.7361755447,89457.731768436,139813.023124253,182442.023580055,262912.300964724
p128,class4,116453.567165252,214903.284366807,294103.512215374,377325.184195861,413595.638895185
p129,class2,284463.0535,391446.2111,468794.6385,0,0
p129,class3,88512.6161823154,214104.276503035,341272.98267187,437174.339574847,559570.560771632
p129,class4,51995.49181,0,0,0,0
p130,class3,74398.54785,242682.695507573,350021.489702825,497234.719997763,611768.13777524
p130,class4,69372.9169058256,136515.951202808,201424.32089808,267164.329983219,379529.204500604
p131,class3,72751.5099228506,215453.399589975,374116.598996796,461641.70154196,579846.702003352
p131,class4,67052.3062443499,172871.386627883,260255.180808174,346496.40393927,499371.403622286
p132,class3,100842.248155446,256544.570300958,295824.373611429,334098.448852506,366487.009841583
p132,class4,61136.7228845718,146146.923267867,218988.614676111,278322.311391232,353831.920942128
p133,class4,56094.0085832021,112769.120135799,146381.294039452,185782.647313256,230719.513462759
p134,class3,228638.94297616,484482.278149182,628269.517770627,766706.371703603,963329.656190595
p134,class4,117802.834211662,234992.685661415,328156.778609186,430539.364416225,615471.636793603
p136,class5,23127,35580,35580,35580,35580
p136,class6,23127,35580,35580,35580,35580
p136,class7,23127,35580,35580,35580,35580
p136,class8,23127,35580,35580,35580,35580
p137,class1,198814.707534674,478118.811319988,623565.754166785,743682.675875395,846442.323374349
p137,class2,146180.955980668,240481.292656963,320194.433836839,434555.974081031,601914.043380636
p137,class3,152125.804231955,426781.345824704,448346.733962332,463414.932060695,487764.152876381
p138,class2,131492.092293968,242880.009757598,338046.149199529,447211.124429201,561471.191390206
p138,class3,149705.398044633,233979.066933977,324092.994515208,414681.91515682,518221.653334793
p138,class4,65019.3372,81775.39942,270495.9189,370128.176343478,486135.297308123
p139,class1,775100.338923024,1131633.47216672,1432334.43219916,1639285.00937569,1884365.24732991
p139,class2,211552.6627202,384285.552996042,537786.015900211,889381.980848618,1409799.65025012
p139,class3,445890.922902962,562260.378652396,740682.598360777,1010978.58203495,1329153.98879149
p140,class3,119195.82372,256910.387574072,283528.379707399,317708.038002082,521277.9394
p140,class4,177378.22378,532124.990652574,558652.398205851,591967.143130088,603412.018450565
p141,class2,450643.514753259,490728.005144534,583786.5166,678676.1523,708346.928604912
p141,class3,337066.683886879,574344.669112863,778674.532231274,1039409.92855785,1399621.53520366
p142,class3,793098.340761455,1023262.31661763,1245373.02404208,1493443.93157217,1788712.25289557
p142,class4,283266.755315337,336107.771594699,408829.763187035,477551.55996073,553341.748514714
p143,class3,937186.846128659,1266607.05435417,1525993.73639731,1784785.33736684,2091807.53324094
p143,class4,508093.522086667,513363.4376,517098.9384,520887.3099,524727.3263
p144,class3,745684.284337355,948687.511353593,1152863.48922455,1367166.36475461,1651477.06906275
p144,class4,73990.75091,88284.51534,97632.47086,293668.73176,351694.055013044
p145,class3,880783.016157123,1060805.91455937,1157832.19540091,1237249.10860412,1361523.13469956
p145,class4,95791.1771285965,278429.900470736,354258.472749438,511492.1973,520001.0449
p146,class2,112071.6401,139808.8577,311419.1859,0,0
p146,class3,34049.9817164898,47014.6287563579,63002.3060451439,103000.904726161,332631.722244935
p147,class3,45528.5326704278,98874.5360452106,194010.846482671,226697.681268299,262567.629442973
p148,class3,48768.6396559524,92061.7340351351,124089.913619066,183302.647259656,224680.232409535
p150,class2,178903.0741548,193200.020125954,208190.946701419,267173.978516478,767025.990855807
