,,,wsc1,wsc2,wsc3,wsc4,wsc5
175,class3,wind-ofs,187.2,187.2,187.2,187.2,0
175,class4,wind-ofs,1382.4,3016.8,4975.2,5626.8,4266
175,class5,wind-ofs,1422,2275.2,5119.2,5446.8,4305.6
191,class2,wind-ofs,223.2,0,0,0,0
191,class3,wind-ofs,446.4,223.2,223.2,223.2,223.2
191,class4,wind-ofs,1562.4,669.6,669.6,1080,669.6
191,class5,wind-ofs,223.2,446.4,223.2,669.6,223.2
192,class2,wind-ofs,223.2,0,0,0,0
192,class3,wind-ofs,223.2,0,0,0,0
192,class4,wind-ofs,223.2,0,0,0,0
197,class1,wind-ofs,223.2,223.2,223.2,0,0
197,class2,wind-ofs,187.2,223.2,187.2,0,0
197,class3,wind-ofs,223.2,223.2,223.2,223.2,0
197,class4,wind-ofs,446.4,669.6,669.6,669.6,1490.4
197,class5,wind-ofs,223.2,0,0,0,0
198,class2,wind-ofs,223.2,0,0,0,0
198,class3,wind-ofs,223.2,0,0,0,0
198,class4,wind-ofs,446.4,446.4,223.2,669.6,669.6
198,class5,wind-ofs,223.2,223.2,223.2,0,0
206,class1,wind-ofs,223.2,223.2,223.2,223.2,187.2
206,class2,wind-ofs,223.2,223.2,223.2,0,0
206,class3,wind-ofs,223.2,223.2,223.2,0,0
206,class4,wind-ofs,223.2,223.2,568.8,284.4,284.4
206,class5,wind-ofs,223.2,0,0,0,0
211,class2,wind-ofs,223.2,223.2,223.2,187.2,223.2
211,class3,wind-ofs,223.2,223.2,0,0,0
211,class4,wind-ofs,892.8,446.4,669.6,1339.2,730.8
211,class5,wind-ofs,1339.2,223.2,1116,669.6,446.4
212,class1,wind-ofs,223.2,223.2,0,0,0
212,class2,wind-ofs,223.2,223.2,0,0,0
212,class3,wind-ofs,223.2,223.2,0,0,0
212,class4,wind-ofs,669.6,446.4,669.6,784.8,410.4
213,class4,wind-ofs,223.2,223.2,223.2,223.2,446.4
213,class5,wind-ofs,284.4,284.4,284.4,223.2,0
214,class2,wind-ofs,187.2,0,0,0,0
214,class3,wind-ofs,223.2,0,0,0,0
214,class4,wind-ofs,561.6,856.8,1080,892.8,223.2
214,class5,wind-ofs,633.6,669.6,633.6,223.2,792
216,class3,wind-ofs,187.2,223.2,187.2,0,0
216,class4,wind-ofs,1044,2232,446.4,669.6,568.8
216,class5,wind-ofs,223.2,1339.2,1364.4,1137.6,568.8
217,class1,wind-ofs,223.2,0,0,0,0
217,class2,wind-ofs,223.2,223.2,223.2,0,0
218,class1,wind-ofs,223.2,0,0,0,0
218,class2,wind-ofs,223.2,223.2,223.2,223.2,0
218,class3,wind-ofs,223.2,0,0,0,0
218,class4,wind-ofs,669.6,892.8,892.8,892.8,507.6
218,class5,wind-ofs,446.4,2376,1137.6,284.4,284.4
219,class2,wind-ofs,223.2,0,0,0,0
219,class3,wind-ofs,223.2,223.2,0,0,0
219,class4,wind-ofs,223.2,223.2,223.2,284.4,0
219,class5,wind-ofs,284.4,284.4,0,0,0
227,class2,wind-ofs,223.2,223.2,0,0,0
227,class3,wind-ofs,223.2,223.2,0,0,0
227,class4,wind-ofs,223.2,187.2,0,0,0
234,class1,wind-ofs,223.2,446.4,223.2,446.4,223.2
234,class2,wind-ofs,954,1116,446.4,223.2,446.4
234,class3,wind-ofs,223.2,446.4,1324.8,2437.2,1076.4
234,class4,wind-ofs,730.8,1137.6,1360.8,1422,853.2
256,class12,wind-ofs,331.2,331.2,331.2,0,0
256,class3,wind-ofs,187.2,0,0,0,0
256,class4,wind-ofs,820.8,1238.4,853.2,853.2,853.2
256,class5,wind-ofs,853.2,662.4,331.2,662.4,331.2
261,class11,wind-ofs,223.2,284.4,284.4,284.4,0
261,class12,wind-ofs,954,2944.8,5688,4881.6,5162.4
261,class13,wind-ofs,6541.2,5684.4,6674.4,8186.4,4305.6
261,class14,wind-ofs,2275.2,9180,7948.8,8942.4,7617.6
261,class15,wind-ofs,331.2,993.6,1324.8,1656,1987.2
261,class4,wind-ofs,1785.6,446.4,892.8,507.6,1015.2
261,class5,wind-ofs,8755.2,7250.4,11030.4,10746,9759.6
264,class4,wind-ofs,187.2,187.2,0,0,0
264,class5,wind-ofs,1749.6,1400.4,1422,2721.6,2214
267,class12,wind-ofs,284.4,284.4,284.4,0,0
267,class13,wind-ofs,853.2,853.2,1137.6,568.8,662.4
267,class14,wind-ofs,853.2,1987.2,1656,993.6,1656
267,class15,wind-ofs,1324.8,662.4,993.6,1324.8,1324.8
267,class4,wind-ofs,223.2,223.2,223.2,0,0
267,class5,wind-ofs,2192.4,2437.2,2275.2,3412.8,1990.8
268,class5,wind-ofs,223.2,284.4,284.4,0,0
269,class12,wind-ofs,284.4,284.4,284.4,284.4,0
269,class13,wind-ofs,284.4,568.8,853.2,853.2,284.4
269,class14,wind-ofs,284.4,284.4,284.4,331.2,331.2
269,class5,wind-ofs,1008,633.6,892.8,853.2,284.4
270,class13,wind-ofs,853.2,1706.4,1422,2275.2,853.2
270,class14,wind-ofs,3412.8,1846.8,2649.6,2980.8,993.6
270,class15,wind-ofs,331.2,0,0,0,0
270,class5,wind-ofs,820.8,1076.4,1137.6,1137.6,568.8
271,class13,wind-ofs,284.4,568.8,853.2,568.8,284.4
271,class14,wind-ofs,853.2,1609.2,1656,1656,1324.8
271,class5,wind-ofs,1137.6,1706.4,284.4,284.4,284.4
275,class11,wind-ofs,331.2,0,0,0,0
275,class12,wind-ofs,662.4,1656,662.4,331.2,993.6
275,class13,wind-ofs,1987.2,1987.2,1324.8,662.4,993.6
275,class14,wind-ofs,331.2,662.4,331.2,331.2,993.6
275,class3,wind-ofs,284.4,0,0,0,0
275,class4,wind-ofs,568.8,853.2,1684.8,4935.6,5119.2
275,class5,wind-ofs,1360.8,4550.4,4406.4,5493.6,6955.2
292,class10,wind-ofs,1468.8,2271.6,662.4,993.6,331.2
292,class11,wind-ofs,1324.8,4968,4968,2980.8,3312
292,class12,wind-ofs,993.6,1987.2,3312,2318.4,1987.2
292,class13,wind-ofs,331.2,331.2,331.2,662.4,331.2
292,class4,wind-ofs,2437.2,3412.8,3128.4,2559.6,2559.6
292,class5,wind-ofs,568.8,568.8,568.8,1422,284.4
293,class10,wind-ofs,331.2,331.2,993.6,1324.8,331.2
293,class11,wind-ofs,331.2,662.4,331.2,662.4,331.2
293,class12,wind-ofs,331.2,0,0,0,0
293,class3,wind-ofs,284.4,284.4,0,0,0
293,class4,wind-ofs,1137.6,3229.2,3981.6,2559.6,1706.4
293,class5,wind-ofs,284.4,662.4,946.8,331.2,615.6
294,class10,wind-ofs,284.4,2275.2,3697.2,4737.6,2840.4
294,class11,wind-ofs,1706.4,1324.8,1278,1324.8,1324.8
294,class2,wind-ofs,223.2,0,0,0,0
294,class3,wind-ofs,223.2,284.4,633.6,792,446.4
294,class4,wind-ofs,4770,12474,6764.4,5403.6,3412.8
294,class5,wind-ofs,1137.6,853.2,284.4,1422,2606.4
294,class9,wind-ofs,284.4,568.8,568.8,3128.4,1706.4
297,class10,wind-ofs,331.2,331.2,0,0,0
297,class11,wind-ofs,1656,662.4,2318.4,2980.8,993.6
297,class12,wind-ofs,1656,1987.2,1987.2,1656,1656
297,class13,wind-ofs,331.2,993.6,3312,3312,2980.8
297,class14,wind-ofs,993.6,662.4,662.4,662.4,331.2
297,class3,wind-ofs,223.2,223.2,0,0,0
297,class4,wind-ofs,2152.8,1422,2275.2,1422,1422
297,class5,wind-ofs,284.4,1137.6,1753.2,900,993.6
298,class10,wind-ofs,568.8,1515.6,900,662.4,993.6
298,class11,wind-ofs,2980.8,4968,4305.6,3643.2,2318.4
298,class12,wind-ofs,3312,5299.2,5961.6,5630.4,3643.2
298,class13,wind-ofs,2318.4,4305.6,2649.6,2318.4,3643.2
298,class14,wind-ofs,331.2,331.2,0,0,0
298,class2,wind-ofs,223.2,284.4,284.4,0,0
298,class3,wind-ofs,446.4,446.4,669.6,730.8,568.8
298,class4,wind-ofs,1076.4,3898.8,3981.6,3128.4,2844
298,class5,wind-ofs,1137.6,853.2,1137.6,900,1137.6
299,class10,wind-ofs,284.4,946.8,284.4,331.2,331.2
299,class11,wind-ofs,1278,2318.4,1656,1656,1656
299,class12,wind-ofs,1656,3643.2,2980.8,2980.8,1656
299,class13,wind-ofs,2318.4,2318.4,2980.8,3312,5299.2
299,class14,wind-ofs,331.2,662.4,331.2,662.4,331.2
299,class3,wind-ofs,223.2,446.4,223.2,223.2,223.2
299,class4,wind-ofs,1562.4,1422,3128.4,1706.4,2275.2
299,class5,wind-ofs,1422,1137.6,1137.6,284.4,568.8
307,class10,wind-ofs,331.2,331.2,0,0,0
307,class11,wind-ofs,331.2,331.2,0,0,0
307,class3,wind-ofs,284.4,284.4,284.4,284.4,0
307,class4,wind-ofs,284.4,853.2,1137.6,1706.4,1706.4
307,class5,wind-ofs,284.4,331.2,331.2,0,0
309,class13,wind-ofs,331.2,331.2,662.4,331.2,331.2
309,class14,wind-ofs,2980.8,2649.6,3312,2318.4,1987.2
309,class15,wind-ofs,1324.8,2649.6,4305.6,3312,2649.6
309,class5,wind-ofs,284.4,853.2,853.2,1706.4,1706.4
310,class12,wind-ofs,331.2,331.2,331.2,0,0
310,class13,wind-ofs,1324.8,662.4,331.2,993.6,331.2
310,class14,wind-ofs,1987.2,1656,1987.2,1656,1656
310,class5,wind-ofs,3067.2,4266,3697.2,3506.4,2980.8
311,class12,wind-ofs,284.4,0,0,0,0
311,class13,wind-ofs,853.2,284.4,284.4,1278,331.2
311,class14,wind-ofs,1656,2318.4,1987.2,1987.2,1656
311,class5,wind-ofs,1076.4,1706.4,1422,1137.6,1706.4
312,class14,wind-ofs,568.8,284.4,284.4,284.4,284.4
312,class15,wind-ofs,284.4,853.2,1422,1893.6,2649.6
313,class12,wind-ofs,568.8,853.2,1137.6,1990.8,568.8
313,class13,wind-ofs,1990.8,3412.8,3412.8,2559.6,3175.2
313,class14,wind-ofs,3031.2,6343.2,14904,11923.2,6292.8
313,class15,wind-ofs,5299.2,12254.4,15897.6,16891.2,27820.8
313,class4,wind-ofs,284.4,284.4,0,0,0
313,class5,wind-ofs,853.2,853.2,2275.2,2559.6,1137.6
314,class10,wind-ofs,1706.4,1846.8,1609.2,662.4,331.2
314,class11,wind-ofs,331.2,331.2,662.4,331.2,331.2
314,class3,wind-ofs,223.2,223.2,223.2,223.2,0
314,class4,wind-ofs,1015.2,2376,3412.8,3981.6,2559.6
314,class5,wind-ofs,1137.6,568.8,568.8,853.2,568.8
315,class10,wind-ofs,1422,1422,1562.4,946.8,662.4
315,class11,wind-ofs,662.4,1324.8,993.6,1656,993.6
315,class12,wind-ofs,331.2,331.2,331.2,0,0
315,class2,wind-ofs,223.2,0,0,0,0
315,class3,wind-ofs,446.4,446.4,284.4,284.4,223.2
315,class4,wind-ofs,853.2,1868.4,1990.8,284.4,853.2
315,class5,wind-ofs,568.8,1422,853.2,853.2,568.8
318,class2,wind-ofs,284.4,0,0,0,0
318,class3,wind-ofs,223.2,284.4,223.2,284.4,446.4
318,class4,wind-ofs,284.4,284.4,0,0,0
320,class2,wind-ofs,446.4,223.2,446.4,446.4,284.4
320,class3,wind-ofs,223.2,223.2,284.4,284.4,284.4
320,class4,wind-ofs,223.2,284.4,284.4,284.4,0
330,class10,wind-ofs,284.4,993.6,1987.2,1656,662.4
330,class11,wind-ofs,662.4,1324.8,1656,1324.8,1324.8
330,class12,wind-ofs,331.2,331.2,331.2,331.2,331.2
330,class2,wind-ofs,223.2,223.2,223.2,223.2,0
330,class3,wind-ofs,954,223.2,223.2,223.2,223.2
330,class4,wind-ofs,2664,1238.4,1422,2559.6,4550.4
330,class5,wind-ofs,1137.6,568.8,1137.6,284.4,568.8
330,class9,wind-ofs,284.4,284.4,0,0,0
332,class10,wind-ofs,568.8,1846.8,946.8,1324.8,2318.4
332,class11,wind-ofs,1656,1987.2,1987.2,1656,1987.2
332,class12,wind-ofs,331.2,331.2,331.2,331.2,331.2
332,class2,wind-ofs,223.2,446.4,669.6,507.6,223.2
332,class3,wind-ofs,284.4,853.2,284.4,568.8,284.4
332,class4,wind-ofs,1422,1990.8,853.2,2844,2275.2
332,class5,wind-ofs,568.8,1706.4,1990.8,1137.6,900
333,class2,wind-ofs,223.2,223.2,0,0,0
333,class3,wind-ofs,223.2,0,0,0,0
333,class4,wind-ofs,223.2,669.6,223.2,446.4,446.4
333,class5,wind-ofs,223.2,284.4,0,0,0
334,class4,wind-ofs,223.2,223.2,0,0,0
334,class5,wind-ofs,223.2,0,0,0,0
336,class4,wind-ofs,597.6,446.4,223.2,223.2,187.2
336,class5,wind-ofs,223.2,223.2,223.2,223.2,0
341,class3,wind-ofs,223.2,0,0,0,0
341,class4,wind-ofs,187.2,0,0,0,0
342,class1,wind-ofs,223.2,223.2,0,0,0
342,class10,wind-ofs,3268.8,4924.8,6577.2,4968,2980.8
342,class11,wind-ofs,993.6,1324.8,1987.2,2980.8,1987.2
342,class12,wind-ofs,331.2,331.2,331.2,331.2,0
342,class2,wind-ofs,223.2,223.2,223.2,223.2,223.2
342,class3,wind-ofs,187.2,507.6,669.6,1076.4,507.6
342,class4,wind-ofs,1738.8,2617.2,3916.8,4258.8,1422
342,class5,wind-ofs,568.8,568.8,568.8,853.2,284.4
342,class8,wind-ofs,284.4,284.4,284.4,284.4,0
342,class9,wind-ofs,1706.4,3697.2,4597.2,568.8,568.8
344,class2,wind-ofs,187.2,0,0,0,0
344,class3,wind-ofs,187.2,0,0,0,0
344,class4,wind-ofs,374.4,187.2,187.2,561.6,187.2
344,class5,wind-ofs,187.2,187.2,0,0,0
345,class10,wind-ofs,615.6,662.4,1656,993.6,1324.8
345,class11,wind-ofs,331.2,331.2,331.2,662.4,331.2
345,class3,wind-ofs,223.2,223.2,223.2,0,0
345,class4,wind-ofs,507.6,284.4,1299.6,446.4,853.2
345,class5,wind-ofs,223.2,0,0,0,0
345,class7,wind-ofs,284.4,284.4,284.4,284.4,0
345,class8,wind-ofs,568.8,284.4,853.2,568.8,1137.6
345,class9,wind-ofs,284.4,568.8,1706.4,1137.6,1987.2
346,class1,wind-ofs,223.2,223.2,0,0,0
348,class1,wind-ofs,374.4,187.2,187.2,223.2,410.4
348,class2,wind-ofs,223.2,0,0,0,0
348,class3,wind-ofs,223.2,223.2,187.2,223.2,223.2
348,class4,wind-ofs,223.2,1105.2,507.6,187.2,792
348,class7,wind-ofs,284.4,0,0,0,0
348,class8,wind-ofs,1969.2,3697.2,2275.2,2275.2,1231.2
348,class9,wind-ofs,1177.2,853.2,1137.6,1609.2,662.4
349,class1,wind-ofs,633.6,1231.2,1749.6,1116,507.6
349,class10,wind-ofs,10504.8,18878.4,17884.8,18216,10267.2
349,class11,wind-ofs,4636.8,8280,7617.6,7617.6,5299.2
349,class12,wind-ofs,331.2,331.2,331.2,331.2,331.2
349,class2,wind-ofs,694.8,1202.4,1706.4,792,284.4
349,class3,wind-ofs,187.2,694.8,1548,1299.6,284.4
349,class4,wind-ofs,3168,3157.2,3006,3697.2,3312
349,class5,wind-ofs,853.2,4921.2,7948.8,6624,4305.6
349,class8,wind-ofs,2314.8,1422,2498.4,1422,284.4
349,class9,wind-ofs,7394.4,9763.2,13878,8614.8,9273.6
354,class2,wind-ofs,187.2,0,0,0,0
354,class4,wind-ofs,223.2,0,0,0,0
354,class8,wind-ofs,223.2,223.2,223.2,223.2,284.4
356,class1,wind-ofs,187.2,187.2,0,0,0
356,class10,wind-ofs,331.2,331.2,331.2,0,0
356,class2,wind-ofs,187.2,187.2,223.2,187.2,0
356,class3,wind-ofs,187.2,374.4,187.2,633.6,223.2
356,class4,wind-ofs,972,410.4,669.6,446.4,633.6
356,class6,wind-ofs,2070,1461.6,2883.6,3290.4,2782.8
356,class7,wind-ofs,1339.2,3837.6,5443.2,6764.4,5972.4
356,class8,wind-ofs,3553.2,3636,4834.8,7819.2,5065.2
356,class9,wind-ofs,446.4,2602.8,3974.4,3974.4,993.6
1,class10,wind-ons,144.317706,925.8664845,529.351215,1258.387707,1075.287197
1,class7,wind-ons,9.64710027,36.32849979,0.024300001,13.45005101,124.792654
1,class8,wind-ons,233.450103,327.7705578,408.5073083,509.0850192,306.5080612
1,class9,wind-ons,339.5925145,1075.177842,1383.16824,985.559436,1320.899487
2,class10,wind-ons,333.6511656,478.7100206,592.2396289,353.2734118,160.9146037
2,class9,wind-ons,33.86205089,99.80010666,66.88575304,72.70560801,137.3557563
3,class10,wind-ons,740.1658709,797.9877429,750.45692,832.542336,737.8209343
3,class7,wind-ons,18.23715019,0,0,0,0
3,class8,wind-ons,19.58580045,74.01780252,68.62320364,51.98985207,36.27990246
3,class9,wind-ons,170.5738521,512.620666,393.1497129,554.5867825,196.2954068
4,class10,wind-ons,120.8196006,318.8646147,322.5582154,557.3934345,1505.579522
4,class6,wind-ons,32.50125504,41.92965317,39.5239563,0,0
4,class7,wind-ons,200.3292184,158.4481636,249.6582198,71.12610126,199.6731212
4,class8,wind-ons,356.8941325,419.6974854,124.744059,237.2530632,304.8556859
4,class9,wind-ons,244.8954283,286.3147703,497.3603042,158.3752627,383.7091999
5,class1,wind-ons,4.228199959,0.036450002,0.085049998,12.49020052,0.06075
5,class10,wind-ons,265.8055586,1661.087309,4375.324709,6040.907714,4371.205982
5,class2,wind-ons,14.82299995,4.580549955,0,0,0
5,class3,wind-ons,31.50494957,0,0,0,0
5,class4,wind-ons,1.749600112,0,0,0,0
5,class5,wind-ons,35.14995003,16.06230068,0,0,0
5,class6,wind-ons,12.13785124,14.27625015,14.21550035,14.73795033,0.972000092
5,class7,wind-ons,349.9443395,409.8802886,453.8632999,218.8944225,174.1581143
5,class8,wind-ons,1252.154826,773.8214141,1408.950596,1059.78388,288.6232853
5,class9,wind-ons,836.04153,1292.310497,1778.347053,2925.76887,1348.443624
6,class10,wind-ons,120.941103,3010.685195,2803.187479,1997.253579,1890.212085
6,class8,wind-ons,2.60010016,0,0,0,0
6,class9,wind-ons,79.02359846,80.5302043,56.07225323,183.197711,318.6459346
7,class10,wind-ons,1612.013608,3979.392784,4623.464363,2643.342155,2757.04188
7,class9,wind-ons,1472.713823,1576.256136,2031.966256,2709.608288,1298.057562
8,class10,wind-ons,867.3885528,4434.495231,4863.329518,4805.665655,2178.665187
8,class8,wind-ons,2558.292146,5757.217474,6212.077073,5668.279501,2275.464449
8,class9,wind-ons,2189.673231,3354.445269,9067.922836,4970.322624,4804.66945
9,class10,wind-ons,107.6854513,1281.399896,2253.764508,6335.703368,2462.100579
9,class5,wind-ons,0.78974998,0,0,0,0
9,class6,wind-ons,15.7220993,11.16585016,0.06075,0,0
9,class7,wind-ons,98.47576243,424.1201091,334.7446918,130.9527168,214.2288237
9,class8,wind-ons,535.4991676,1573.971953,897.3140609,417.789957,1004.161182
9,class9,wind-ons,539.3992809,560.7225437,2044.249912,1223.505155,1099.635884
10,class10,wind-ons,21.63915065,108.3172538,66.81285238,407.5231676,587.4525461
10,class7,wind-ons,4.033799887,4.653450251,5.030099988,0.230850019,34.14150238
10,class8,wind-ons,314.0532238,375.4714785,218.3598102,389.2374187,397.9368106
10,class9,wind-ons,203.9620636,267.4944141,322.5946659,720.446444,482.9139233
11,class10,wind-ons,31.67505129,208.5061598,250.8367724,552.2782917,212.5521069
11,class7,wind-ons,35.22284889,0,0,0,0
11,class8,wind-ons,10.86210036,45.30735397,46.92330551,45.36810207,24.79815102
11,class9,wind-ons,97.33365637,75.77955312,142.6410084,218.7607512,53.09550476
12,class10,wind-ons,633.1001159,969.0719495,1179.424908,1099.745196,949.9842453
12,class5,wind-ons,22.14945316,14.00895023,0,0,0
12,class7,wind-ons,31.12830162,0.20655001,36.1584034,31.17690468,0
12,class8,wind-ons,17.01000094,45.91485214,102.5217075,25.7823,90.15301037
12,class9,wind-ons,268.211266,858.3003703,469.0750651,431.25214,365.7514787
13,class10,wind-ons,161.534253,2968.524698,2700.386304,2876.58557,2384.012336
13,class7,wind-ons,6.69465065,20.07180119,11.6518507,0.947699994,3.705749989
13,class8,wind-ons,37.38554999,55.41615057,181.3752065,97.1756984,192.4317083
13,class9,wind-ons,485.7570117,501.2482603,1150.677974,1190.566421,396.2479749
14,class10,wind-ons,99.36270191,444.7629165,273.4965066,658.5786166,562.7515619
14,class3,wind-ons,2.126250029,0.072899999,0,0,0
14,class4,wind-ons,1.506600022,29.92545033,0,0,0
14,class5,wind-ons,6.038549423,0.437400028,8.419950485,16.58474922,24.70095062
14,class6,wind-ons,0.449550021,2.527200043,7.095600128,14.45849991,29.28149986
14,class7,wind-ons,17.50815153,36.14625049,47.33640146,43.63065058,46.35225105
14,class8,wind-ons,136.6510512,66.53339848,237.0343598,130.9648504,283.483808
14,class9,wind-ons,101.8777506,157.4518493,324.2349061,330.0426106,240.2784033
15,class10,wind-ons,2060.737291,5184.866948,4916.959606,9109.244773,4768.669044
15,class8,wind-ons,28.0543499,13.72950125,64.44360316,141.2680621,95.72986221
15,class9,wind-ons,538.5852334,269.2926114,204.7761233,754.6123023,1355.247631
16,class10,wind-ons,170.8533025,5447.659676,2968.378959,5031.339877,6785.277633
16,class2,wind-ons,42.9988575,44.56620312,0,0,0
16,class4,wind-ons,6.366600037,1.421550035,0,0,0
16,class5,wind-ons,26.02530098,15.33330059,36.99675179,52.51229954,45.29520607
16,class6,wind-ons,146.1888199,167.050365,178.993824,185.0566721,110.127614
16,class7,wind-ons,724.2615864,1054.304215,633.5982807,271.2244871,621.9950123
16,class8,wind-ons,2645.079553,2341.985641,1331.129843,2627.547176,4144.146772
16,class9,wind-ons,489.9366292,1471.681063,4045.573812,6451.942376,7141.309051
17,class10,wind-ons,387.4513771,3517.729033,7554.76142,9411.026496,9527.05899
17,class5,wind-ons,19.14840031,0,0,0,0
17,class7,wind-ons,1.445850134,29.80395126,2.211300015,0,0
17,class8,wind-ons,118.3774574,243.8626871,181.5817711,193.2579231,396.7461548
17,class9,wind-ons,828.5450261,1188.999124,3432.934324,3495.591834,4803.758268
18,class10,wind-ons,4140.307423,7009.542383,5446.602659,9724.909771,13939.72105
18,class7,wind-ons,44.60265541,11.21445107,46.06065559,20.60639906,0
18,class8,wind-ons,1554.981491,977.0180494,461.9794979,2576.383533,1410.104891
18,class9,wind-ons,1404.770999,4105.327606,8334.645883,10888.51545,11568.83047
19,class10,wind-ons,9121.650001,9014.280467,9395.158679,7721.872763,2086.799206
19,class7,wind-ons,83.77425957,80.12926483,73.11871147,81.40501213,91.41661263
19,class8,wind-ons,325.0854377,1465.156534,1085.347481,648.2268605,1047.074983
19,class9,wind-ons,1968.22727,6538.705551,2687.932626,2075.560471,5990.691901
20,class10,wind-ons,2748.184388,3654.951191,5252.032427,4155.762045,4803.308259
20,class5,wind-ons,6.111449718,11.32380009,8.687250137,0,0
20,class6,wind-ons,9.586350203,0,0,0,0
20,class7,wind-ons,15.53984997,35.05275106,32.7442503,15.56415081,98.26920176
20,class8,wind-ons,286.1932573,131.9004051,112.3632043,45.89054918,151.4497504
20,class9,wind-ons,1062.177376,1451.463424,602.6522026,2664.932712,247.2160521
21,class10,wind-ons,1984.605536,5000.138713,7314.507444,9501.313128,7516.051684
21,class7,wind-ons,1.883250117,12.0892505,4.762799621,75.51225471,50.96924973
