region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,dist_km,dist_to_coast
o18467,12,18467,429.365,2209997.525,210.104,52892.387
o18468,12,18468,114.509,5680667.896,210.104,61455.008
o18693,13,18693,433.541,1300033.804,21.579,66675.01
o18694,13,18694,528.205,1130420.301,21.579,57115.188
o18695,13,18695,529.841,1053491.208,25.747,47595.086
o18696,13,18696,533.543,943924.405,25.747,37902.14
o18697,13,18697,565.829,820403.146,25.747,27976.58
o18698,13,18698,599.407,715047.763,25.747,18264.354
o18699,13,18699,409.133,641803.408,25.747,10004.166
o18934,13,18934,77.875,2459656.175,125.028,7841.689
o18935,13,18935,224.024,1736934.565,152.249,9405.02
o18936,13,18936,76.454,3892209.335,164.761,8751.78
o18939,13,18939,80.501,4340435.149,189.196,8888.055
o18940,13,18940,532.811,1623954.539,210.104,12113.386
o18941,12,18941,599.407,1603433.532,210.104,20341.865
o18942,12,18942,599.407,1695283.632,210.104,29503.922
o18943,12,18943,599.407,1762082.982,210.104,38249.477
o18944,12,18944,599.407,1819819.082,210.104,47323.008
o18945,12,18945,599.407,1125405.09,77.254,54091.5
o18946,12,18946,595.705,1140152.452,77.254,56789.36
o18947,12,18947,391.311,1219720.196,77.254,58036.88
o18948,12,18948,83.945,2054274.415,77.254,59280.633
o19171,13,19171,501.041,1218942.799,21.579,62876.55
o19172,13,19172,425.233,1098263.015,21.579,52744.473
o19173,13,19173,581.972,991718.974,21.579,43076.293
o19174,13,19174,544.262,898244.925,21.579,34004.387
o19175,13,19175,469.444,792783.444,21.579,24740.584
o19176,13,19176,412.577,657314.094,9.802,14337.359
o19177,13,19177,96.73,706217.241,9.802,7905.051
o19410,14,19410,35.558,4116670.685,106.483,5640.622
o19411,13,19411,394.668,896340.305,106.483,7962.838
o19412,13,19412,467.377,1148078.435,152.249,9970.172
o19413,13,19413,41.111,6824780.891,152.249,8405.664
o19416,13,19416,37.538,8502168.166,177.073,11919.972
o19417,13,19417,498.717,1244006.468,189.196,13478.004
o19418,12,19418,599.407,1196563.441,189.196,18953.99
o19419,12,19419,599.407,1663373.999,210.104,26346.57
o19420,12,19420,599.407,1735991.165,210.104,34761.75
o19421,12,19421,599.407,1786570.415,210.104,42704.88
o19422,12,19422,599.407,1042709.413,67.347,45256.2
o19423,12,19423,599.407,1063032.256,77.254,45064.305
o19424,12,19424,599.407,1068381.623,77.254,46496.78
o19425,12,19425,599.407,1074784.49,77.254,49977.29
o19426,12,19426,587.267,1105736.396,77.254,54581.45
o19427,12,19427,351.534,1252053.941,77.254,58622.69
o19428,12,19428,57.254,2596297.66,77.254,62387.42
o19648,13,19648,531.476,1301956.954,21.579,70789.09
o19649,13,19649,533.973,1177776.398,21.579,60361.07
o19650,13,19650,454.506,1072260.113,21.579,50076.33
o19651,13,19651,448.221,975202.815,21.579,39070.09
o19652,13,19652,528.592,856041.588,21.579,29040.656
o19653,13,19653,570.048,728898.071,21.579,19225.662
o19654,13,19654,574.31,624355.259,21.579,10783.152
o19655,13,19655,34.008,859222.232,5.5,6372.653
o19887,14,19887,109.128,1788994.263,91.583,6175.918
o19888,14,19888,474.394,852134.262,106.483,8641.698
o19889,13,19889,599.407,857279.416,106.483,14752.505
o19890,13,19890,330.139,1517265.934,168.175,15548.799
o19893,13,19893,177.618,2298142.713,170.063,9552.754
o19894,13,19894,530.142,1189955.575,177.073,12645.236
o19895,13,19895,599.407,1198792.973,177.073,20349.592
o19896,12,19896,599.407,1270501.308,189.196,27214.035
o19897,12,19897,599.407,1327373.825,189.196,33695.887
o19898,12,19898,599.407,1059750.634,61.228,37324.44
o19899,12,19899,599.407,978730.091,62.014,35982.91
o19900,12,19900,599.407,966613.396,67.347,34835.72
o19901,12,19901,599.407,982873.356,77.254,34478.332
o19902,12,19902,599.407,990105.64,77.254,36306.137
o19903,12,19903,599.407,1004844.99,77.254,40332.152
o19904,12,19904,599.407,1050135.79,77.254,45822.797
o19905,12,19905,599.407,1116228.206,77.254,52654.25
o19906,12,19906,573.276,1177025.95,77.254,60259.168
o19907,12,19907,343.742,1309489.297,77.254,64339.887
o19908,12,19908,64.056,2412182.352,77.254,58259.953
o20125,13,20125,529.582,1451393.229,50.688,76234.3
o20126,13,20126,530.013,1310637.913,50.688,66773.12
o20127,13,20127,525.966,1135530.825,21.579,57317.977
o20128,13,20128,573.922,1031737.634,21.579,47756.73
o20129,13,20129,482.789,962371.649,21.579,37927.62
o20130,13,20130,500.998,838045.15,21.579,27178.168
o20131,13,20131,599.407,702417.489,21.579,17153.893
o20132,13,20132,369.27,627725.08,21.579,8897.843
o20363,14,20363,41.542,2647731.678,63.913,5704.631
o20364,14,20364,306.247,885175.08,78.05,7371.148
o20365,14,20365,585.158,832056.537,91.583,10825.866
o20366,13,20366,599.407,880077.512,91.583,16072.976
o20367,13,20367,599.407,917594.832,106.483,22108.738
o20368,13,20368,599.407,1160176.705,168.175,18713.637
o20369,13,20369,534.361,1152682.874,168.175,12419.844
o20370,13,20370,468.109,1255870.987,170.063,11593.437
o20371,13,20371,599.407,1155206.346,170.063,15165.796
o20372,13,20372,599.407,1209147.263,170.063,20347.164
o20373,12,20373,599.407,1256182.79,177.073,26824.908
o20374,12,20374,599.407,1017454.834,61.228,33564.73
o20375,12,20375,599.407,1011034.534,61.228,31984.562
o20376,12,20376,599.407,985869.251,61.228,28446.193
o20377,12,20377,599.407,897031.941,62.014,25620.434
o20378,12,20378,599.407,885790.996,67.347,24252.434
o20379,12,20379,599.407,894484.79,77.254,23923.342
o20380,12,20380,599.407,903063.14,77.254,26314.85
o20381,12,20381,599.407,932227.14,77.254,31091.54
o20382,12,20382,599.407,995306.123,77.254,37669.406
o20383,12,20383,599.407,1077922.423,77.254,45652.74
o20384,12,20384,599.407,1141255.99,77.254,54533.188
o20385,12,20385,599.407,1189400.856,77.254,62659.887
o20386,12,20386,580.423,1153452.768,77.254,57030.383
o20387,12,20387,332.205,1205770.724,77.254,48587.086
o20388,12,20388,38.528,3226491.717,77.254,42492.63
o20603,13,20603,599.407,1374787.097,50.688,72645.17
o20604,13,20604,599.407,1255201.347,50.688,62648.61
o20605,13,20605,599.407,1129931.447,50.688,52667.652
o20606,13,20606,549.858,1064651.666,50.688,42926.566
o20607,13,20607,536.814,987058.747,50.688,33586.406
o20608,13,20608,472.5,826900.092,29.901,24687.744
o20609,13,20609,399.361,718011.629,29.901,14901.203
o20610,13,20610,191.437,725582.788,29.901,7990.906
o20839,14,20839,87.388,1278658.533,35.071,6051.385
o20840,14,20840,352.05,747860.128,50.043,7668.002
o20841,14,20841,573.922,743095.384,63.913,10133.899
o20842,14,20842,599.407,782952.958,63.913,14349.937
o20843,13,20843,599.407,909346.479,91.583,19361.518
o20844,13,20844,599.407,964289.879,91.583,25217.986
o20845,13,20845,599.407,1005758.295,91.583,30134.014
o20846,13,20846,599.407,1233333.888,168.175,26462.676
o20847,13,20847,599.407,1187517.505,168.175,21343.137
o20848,13,20848,599.407,1203904.829,170.063,20698.223
o20849,13,20849,599.407,1241183.496,170.063,24256.975
o20850,13,20850,599.407,1286487.429,170.063,29591.73
o20851,12,20851,599.407,953545.451,42.741,32739.854
o20852,12,20852,599.407,990703.468,61.228,29178.047
o20853,12,20853,599.407,941317.234,61.228,22885.076
o20854,12,20854,599.407,902749.401,61.228,18286.543
o20855,12,20855,599.407,795483.441,62.014,15358.041
o20856,12,20856,599.407,771604.446,67.347,13676.629
o20857,12,20857,599.407,782293.39,77.254,13465.466
o20858,12,20858,599.407,804957.24,77.254,16638.674
o20859,12,20859,599.407,860707.656,77.254,22719.432
o20860,12,20860,599.407,946648.723,77.254,30922.256
o20861,12,20861,599.407,1044134.856,77.254,40235.43
o20862,12,20862,599.407,1116054.656,77.254,50041.6
o20863,12,20863,599.407,1177293.523,77.254,60063.64
o20864,12,20864,599.407,1173299.956,77.254,60913.293
o20865,12,20865,599.407,1105039.09,77.254,51822.523
o20866,12,20866,553.905,1055952.585,77.254,43705.414
o20867,12,20867,282.57,1398813.689,81.494,38459.29
o20868,12,20868,19.114,9191139.738,81.494,36083.36
o21080,13,21080,599.407,1371280.766,23.104,77195.75
o21081,13,21081,599.407,1242096.05,23.104,67845.55
o21082,13,21082,599.407,1158484.216,23.104,58666.934
o21083,13,21083,599.407,1111909.297,50.688,49131.387
o21084,13,21084,599.407,1026806.881,50.688,39203.016
o21085,13,21085,599.407,918313.164,50.688,29144.916
o21086,13,21086,599.407,797855.631,50.688,19306.637
o21087,13,21087,551.322,702528.31,50.688,10739.114
o21088,13,21088,59.364,1549701.998,44.297,6573.14
o21316,14,21316,247.787,813340.665,20.6,7013.071
o21317,14,21317,573.19,702944.92,35.071,10413.254
o21318,14,21318,599.407,747689.614,35.071,15234.17
o21319,14,21319,599.407,830968.792,63.913,19460.453
o21320,13,21320,599.407,872149.758,63.913,23881.35
o21321,13,21321,599.407,912077.408,63.913,28472.76
o21322,13,21322,599.407,1039037.462,91.583,34084.664
o21323,13,21323,599.407,1079637.379,91.583,38915.668
o21324,13,21324,599.407,1311413.488,168.175,35283.234
o21325,13,21325,599.407,1281324.821,168.175,31551.676
o21326,13,21326,599.407,1299248.379,170.063,31144.324
o21327,13,21327,599.407,1320107.646,170.063,33827.848
o21328,13,21328,599.407,988455.299,29.727,34878.633
o21329,13,21329,599.407,919688.435,42.741,27793.965
o21330,13,21330,599.407,857185.568,42.741,20636.63
o21331,13,21331,599.407,857996.901,61.228,14422.544
o21332,13,21332,516.883,836329.152,61.228,9262.248
o21333,12,21333,317.87,832061.803,62.014,7606.325
o21334,12,21334,202.887,935411.626,67.347,6614.386
o21335,12,21335,205.341,977459.276,77.254,6599.894
o21336,12,21336,486.534,746346.204,77.254,8992.163
o21337,12,21337,599.407,800399.656,77.254,16633.172
o21338,12,21338,599.407,909829.873,77.254,26608.398
o21339,12,21339,599.407,1017831.623,77.254,36893.824
o21340,12,21340,599.407,1098118.59,77.254,47299.887
o21341,12,21341,599.407,1165068.473,77.254,57771.133
o21342,12,21342,599.407,1195399.356,77.254,64818.992
o21343,12,21343,599.407,1144650.906,77.254,58233.336
o21344,12,21344,599.407,1172452.849,57.318,50771.414
o21345,12,21345,599.407,1106659.966,57.318,44606.29
o21346,12,21346,542.411,1164370.453,81.494,40796.023
o21347,12,21347,232.376,1542290.905,81.494,41259.613
o21559,13,21559,599.407,1161979.9,23.104,63089.64
o21560,13,21560,599.407,1065923.116,23.104,53472.543
o21561,13,21561,599.407,1010522.983,23.104,44190.02
o21562,13,21562,599.407,926090.55,23.104,35047.445
o21563,13,21563,599.407,863879.564,50.688,25563.014
o21564,13,21564,599.407,753775.597,50.688,15830.139
o21565,13,21565,304.525,773970.942,50.688,8400.029
o21793,14,21793,330.096,730525.642,6.41,7435.728
o21794,14,21794,599.407,723303.816,20.6,12543.901
o21795,14,21795,599.407,784805.749,20.6,18735.875
o21796,13,21796,599.407,836418.897,35.071,24683.59
o21797,13,21797,599.407,911884.458,63.913,29008.082
o21798,13,21798,599.407,949039.875,63.913,33489.195
o21799,13,21799,599.407,985060.558,63.913,37981.418
o21800,13,21800,599.407,1104772.045,91.583,42970.355
o21801,13,21801,599.407,1144993.879,91.583,47814.06
o21802,13,21802,599.407,1384425.838,168.175,44838.887
o21803,13,21803,599.407,1360350.738,168.175,41958.324
o21804,13,21804,599.407,993908.099,19.035,40560.316
o21805,13,21805,599.407,994435.966,29.727,36815.656
o21806,13,21806,599.407,948120.732,29.727,30325.322
o21807,13,21807,599.407,878416.199,29.727,21810.273
o21808,13,21808,599.407,769431.618,42.741,12938.431
o21809,5,21809,381.237,773257.731,42.741,7750.602
o21810,5,21810,30.651,2381441.686,45.213,5594.197
o21814,13,21814,178.307,1148498.763,78.287,7198.456
o21815,12,21815,574.783,825688.734,78.287,14855.398
o21816,12,21816,599.407,930254.64,78.287,25162.871
o21817,12,21817,599.407,1037731.106,78.287,35728.242
o21818,12,21818,599.407,1123825.356,78.287,46317.47
o21819,12,21819,599.407,1197237.006,78.287,56918.254
o21820,12,21820,599.407,1241818.773,78.287,67066.76
o21821,12,21821,599.407,1266785.266,57.318,65735.17
o21822,12,21822,599.407,1229862.232,57.318,59226.1
o21823,12,21823,599.407,1176822.816,57.318,54018.945
o21824,12,21824,599.407,1183637.856,81.494,50483.938
o21825,3,21825,599.407,1146033.239,81.494,49015.754
o21826,3,21826,514.731,1182834.193,81.494,49662.934
o21827,3,21827,181.751,1899326.4,94.256,52912.35
o22035,13,22035,599.407,1396591.866,23.104,79360.82
o22036,13,22036,599.407,1270408.6,23.104,69307.55
o22037,13,22037,599.407,1128929.033,23.104,59222.527
o22038,13,22038,599.407,1037405.0,23.104,49215.88
o22039,13,22039,599.407,949231.6,23.104,39383.867
o22040,13,22040,599.407,840631.25,23.104,29774.164
o22041,13,22041,597.771,746065.736,23.104,20609.807
o22042,13,22042,591.787,642968.975,23.104,11511.047
o22043,13,22043,80.199,1382494.552,50.688,6646.926
o22270,14,22270,310.982,754551.376,6.41,7351.081
o22271,14,22271,599.407,716473.805,6.41,12645.453
o22272,14,22272,599.407,783196.438,6.41,20192.496
o22273,13,22273,599.407,857935.699,20.6,27335.254
o22274,13,22274,599.407,900894.033,20.6,33426.938
o22275,13,22275,599.407,940039.48,35.071,38139.117
o22276,13,22276,599.407,1014435.125,63.913,42486.625
o22277,13,22277,599.407,1052760.408,63.913,47301.023
o22278,13,22278,599.407,1091178.942,63.913,52150.49
o22279,13,22279,599.407,1096724.471,23.778,55353.88
o22280,13,22280,599.407,1097487.337,27.158,51162.605
o22281,13,22281,599.407,1049676.787,27.158,44826.996
o22282,13,22282,599.407,970300.982,19.035,37452.3
o22283,13,22283,599.407,903075.065,19.035,29814.688
o22284,13,22284,599.407,867287.949,29.727,22242.584
o22285,13,22285,599.407,800117.382,29.727,15727.049
o22286,5,22286,418.732,787028.349,29.727,8940.792
o22290,5,22290,48.688,2048425.073,61.542,5838.792
o22291,13,22291,486.706,767958.8,78.287,8278.433
o22292,13,22292,599.407,768961.79,78.287,11680.392
o22293,12,22293,599.407,846445.473,78.287,18250.486
o22294,12,22294,599.407,941615.806,78.287,27400.926
o22295,12,22295,599.407,1028228.556,78.287,37337.008
o22296,12,22296,599.407,1114411.34,78.287,47569.566
o22297,12,22297,599.407,1198253.94,78.287,57941.758
o22298,12,22298,599.407,1247910.159,38.94,68390.08
o22299,12,22299,599.407,1312091.416,57.318,72634.08
o22300,12,22300,599.407,1278922.232,57.318,67180.016
o22301,12,22301,599.407,1238626.566,57.318,62758.004
o22302,12,22302,599.407,1264153.972,81.494,59855.547
o22303,3,22303,599.407,1212326.956,81.494,58286.277
o22304,12,22304,599.407,1214641.456,81.494,57418.016
o22305,3,22305,598.245,1214292.441,81.494,57582.895
o22306,12,22306,472.844,1337472.12,94.256,55581.715
o22307,12,22307,139.176,2223140.83,94.256,49341.16
o22437,3,22437,105.34,2429350.267,65.78,6366.16
o22513,13,22513,599.407,1283095.384,5.5,76158.43
o22514,13,22514,599.407,1230161.116,23.104,65936.05
o22515,13,22515,599.407,1080152.066,23.104,55845.707
o22516,13,22516,582.919,997139.295,23.104,46007.004
o22517,13,22517,485.931,905076.95,23.104,35888.75
o22518,13,22518,599.407,790435.316,23.104,25744.367
o22519,13,22519,599.407,689177.083,23.104,15739.491
o22520,13,22520,332.937,646514.681,23.104,8419.138
o22747,14,22747,206.891,873807.142,17.713,6949.59
o22748,14,22748,598.89,726382.296,17.713,11976.137
o22749,14,22749,599.407,782456.371,6.41,19926.697
o22750,13,22750,599.407,838590.488,6.41,27477.217
o22751,13,22751,599.407,1346277.592,95.861,31188.725
o22752,13,22752,599.407,1351451.575,95.861,31505.035
o22753,13,22753,599.407,1374393.575,95.861,33664.016
o22754,13,22754,599.407,1417669.175,95.861,38696.2
o22755,13,22755,599.407,1473641.975,95.861,45684.996
o22756,13,22756,599.407,1128855.664,42.14,53494.836
o22757,13,22757,599.407,1070991.721,23.778,51068.17
o22758,13,22758,599.407,1021967.438,23.778,43965.406
o22759,13,22759,599.407,999775.97,27.158,37723.73
o22760,13,22760,599.407,931868.77,27.158,29990.268
o22761,13,22761,599.407,827196.549,19.035,22466.303
o22762,13,22762,599.407,741769.615,19.035,14872.106
o22763,5,22763,353.729,810104.72,29.727,9452.547
o22767,6,22767,34.051,1940990.324,43.843,5609.348
o22768,13,22768,516.668,747428.193,58.745,8994.59
o22769,13,22769,599.407,789314.026,58.745,15237.36
o22770,13,22770,599.407,868998.14,78.287,21245.178
o22771,12,22771,599.407,916054.173,78.287,25970.924
o22772,12,22772,599.407,982728.673,78.287,33074.168
o22773,3,22773,599.407,1008619.306,78.287,41679.242
o22774,12,22774,599.407,1115220.459,38.94,51048.824
o22775,12,22775,599.407,1206060.292,38.94,60779.89
o22776,12,22776,599.407,1247144.842,38.94,69236.516
o22777,12,22777,599.407,1284515.666,57.318,67671.266
o22778,12,22778,599.407,1243199.899,57.318,61836.844
