sc_point_gid,area_sq_km,latitude,longitude,timezone,cnty_fips,trans_gid,dist_km,trans_cap_cost_per_mw
2705,132.7104,48.666,-121.027,-8,53073,51587,8.41,88123.74
2706,132.7104,48.692,-120.867,-8,53073,51587,16.24,112701.34
2707,132.7104,48.717,-120.707,-8,53073,51587,29.15,183468.82
2708,132.7104,48.742,-120.547,-8,53047,51587,53.09,282667.27
2709,132.7104,48.767,-120.386,-8,53047,51587,68.67,361816.34
2710,132.7104,48.792,-120.226,-8,53047,51107,71.6,340511.67
2711,132.7104,48.817,-120.065,-8,53047,51107,56.85,245022.06
2712,132.7104,48.841,-119.905,-8,53047,51107,43.39,182884.47
2713,132.7104,48.866,-119.744,-8,53047,51107,30.9,124970.37
2714,132.7104,48.89,-119.583,-8,53047,51107,26.72,109220.07
2715,132.7104,48.914,-119.422,-8,53047,51107,28.81,95277.36
2716,132.7104,48.938,-119.26,-8,53047,51107,37.12,141689.15
2717,132.4269,48.961,-119.099,-8,53047,51107,42.25,162821.05
2718,114.9957,48.985,-118.937,-8,53047,51107,55,258994.6
2719,83.916,49.008,-118.776,-8,53019,51107,65.68,429325.17
2720,54.1809,49.031,-118.614,-8,53019,51107,80.14,574381.17
2721,22.2183,49.055,-118.452,-8,53019,50848,60.21,763969.04
3062,91.2708,47.944,-124.614,-8,53009,81741,103.11,630714.61
3063,132.7104,47.973,-124.458,-8,53009,81741,90.15,389449.23
3064,132.7104,48.002,-124.302,-8,53009,81741,74.14,357605.38
3065,132.7104,48.031,-124.145,-8,53009,81741,60.45,287606.63
3066,132.7104,48.059,-123.989,-8,53009,81741,50.44,246523.47
3067,132.7104,48.088,-123.832,-8,53009,81741,33.6,152373.33
3068,116.7453,48.116,-123.675,-8,53009,81741,18.28,99757.72
3069,52.6743,48.144,-123.518,-8,53009,81741,8.95,147877.1
3070,0.6318,48.172,-123.361,-8,53009,465,17.18,24479913.36
3074,56.0925,48.282,-122.73,-8,53029,79865,5.59,62884.49
3075,65.286,48.309,-122.572,-8,53029,79865,7.27,60733.86
3076,76.9743,48.336,-122.414,-8,53057,79002,12.09,92331.23
3077,132.7104,48.363,-122.256,-8,53057,1008,5.52,55940.59
3078,132.7104,48.39,-122.097,-8,53057,1934,8.09,74035.2
3079,132.7104,48.416,-121.939,-8,53057,51851,18.25,105384.6
3080,132.7104,48.442,-121.78,-8,53057,51783,13.24,111517.97
3081,132.7104,48.469,-121.621,-8,53057,510,6.79,60121.62
3082,132.7104,48.495,-121.462,-8,53057,520,5.5,62848.14
3083,132.7104,48.521,-121.303,-8,53057,520,12.34,103078.91
3084,132.7104,48.546,-121.143,-8,53057,51610,21.59,118735.7
3085,132.7104,48.572,-120.984,-8,53057,51587,32.83,197351.7
3086,132.7104,48.597,-120.824,-8,53057,51587,26.93,169149.88
3087,132.7104,48.623,-120.664,-8,53047,51587,33.96,201867.22
3088,132.7104,48.648,-120.504,-8,53047,51587,46.02,250466.31
3089,132.7104,48.673,-120.344,-8,53047,51587,60.58,314175.75
3090,132.7104,48.697,-120.184,-8,53047,51107,58.86,296006.05
3091,132.7104,48.722,-120.024,-8,53047,51107,45.69,223110.95
3092,132.7104,48.746,-119.863,-8,53047,51107,33.5,160761.77
3093,132.7104,48.771,-119.703,-8,53047,51107,22.37,99689.2
3094,132.7104,48.795,-119.542,-8,53047,51107,14.4,69313.73
3095,132.7104,48.819,-119.381,-8,53047,51107,16.44,66339.57
3096,132.7104,48.843,-119.22,-8,53047,51107,25.03,99912.59
3097,132.7104,48.866,-119.059,-8,53047,51107,37.8,152917.84
3098,132.7104,48.89,-118.897,-8,53047,51107,52.28,210813.96
3099,132.7104,48.913,-118.736,-8,53019,51107,64.6,266715.26
3100,132.7104,48.936,-118.574,-8,53019,51107,79.48,321429.3
3101,132.7104,48.959,-118.413,-8,53019,51107,92.86,378419.34
3102,116.6643,48.982,-118.251,-8,53019,145,67.91,380155.53
3103,87.3342,49.005,-118.089,-8,53065,50420,48.42,400284.17
3104,57.0888,49.027,-117.927,-8,53065,50420,38.39,317321.41
3105,26.163,49.05,-117.764,-8,53065,50420,23.89,377110.34
3442,53.8974,47.851,-124.566,-8,53031,81741,107.82,858569.32
3443,132.7104,47.88,-124.41,-8,53009,81741,92.94,423609.16
3444,132.7104,47.909,-124.254,-8,53009,81741,82.77,415506.14
3445,132.7104,47.937,-124.097,-8,53009,81741,67.87,355770.36
3446,132.7104,47.966,-123.941,-8,53009,81741,62.94,325859.64
3447,132.7104,47.994,-123.785,-8,53009,81741,34.1,218944.23
3448,132.7104,48.022,-123.628,-8,53009,81741,20.23,121984.46
3449,132.7104,48.05,-123.471,-8,53009,81741,8.86,67207.68
3450,115.7814,48.078,-123.314,-8,53009,81741,10.84,77163.36
3451,111.6909,48.106,-123.157,-8,53009,81741,21.92,105213.66
3452,10.8054,48.133,-123,-8,53009,495,14.85,1382762.43
3453,14.58,48.161,-122.842,-8,53031,52423,8.61,667188.3
3454,53.9541,48.188,-122.684,-8,53029,79865,17.26,121813.81
3455,50.0499,48.215,-122.527,-8,53029,79848,5.5,81172.44
3456,84.3534,48.242,-122.369,-8,53061,79848,12.02,108017.43
3457,132.7104,48.269,-122.211,-8,53061,1723,5.5,57109.49
3458,132.7104,48.295,-122.052,-8,53057,1008,6.24,63985.63
3459,132.7104,48.322,-121.894,-8,53057,510,7.45,67744.61
3460,132.7104,48.348,-121.736,-8,53057,520,10.3,94987.12
3461,132.7104,48.374,-121.577,-8,53057,520,5.5,54534.39
3462,132.7104,48.4,-121.418,-8,53057,510,11.26,104272.1
3463,132.7104,48.426,-121.259,-8,53057,510,25.76,176361.13
3464,132.7104,48.452,-121.1,-8,53057,510,30.71,227597.83
3465,132.7104,48.477,-120.941,-8,53007,51587,46.16,250918.67
3466,132.7104,48.503,-120.781,-8,53007,51587,37.77,211922.14
3467,132.7104,48.528,-120.622,-8,53047,51587,44.99,253243.33
3468,132.7104,48.553,-120.462,-8,53047,51587,53.85,300020.82
3469,132.7104,48.578,-120.302,-8,53047,2523,75.8,278002.28
3470,132.7104,48.603,-120.142,-8,53047,3497,48.27,245413.25
3471,132.7104,48.627,-119.982,-8,53047,3497,35.73,191597.45
3472,132.7104,48.652,-119.822,-8,53047,3497,23.51,126246.51
3473,132.7104,48.676,-119.662,-8,53047,51107,16.29,73773.82
3474,132.7104,48.7,-119.501,-8,53047,51107,5.5,37641.9
3475,132.7104,48.724,-119.341,-8,53047,51107,8.69,50863.6
3476,132.7104,48.748,-119.18,-8,53047,51107,21.19,95089.64
3477,132.7104,48.771,-119.019,-8,53047,51107,39.25,154770.5
3478,132.7104,48.795,-118.858,-8,53047,51107,52.04,201039.1
3479,132.7104,48.818,-118.697,-8,53019,51107,65.42,283077.51
3480,132.7104,48.841,-118.535,-8,53019,51107,78.21,322667.18
3481,132.7104,48.864,-118.374,-8,53019,50420,75.29,365464.14
3482,132.7104,48.887,-118.212,-8,53019,145,52.05,278270.75
3483,132.7104,48.91,-118.05,-8,53065,145,40.43,236421.94
3484,132.7104,48.932,-117.889,-8,53065,145,27.05,160797.56
3485,132.7104,48.954,-117.727,-8,53065,50420,17.6,100239.53
3486,127.2672,48.977,-117.564,-8,53065,50420,5.5,56395.22
3487,97.281,48.999,-117.402,-8,53051,50386,5.5,70818.97
3488,66.7035,49.02,-117.24,-8,53051,50378,10.61,136965.7
3489,36.3204,49.042,-117.077,-8,53051,50378,21.69,220672.19
3822,12.4659,47.758,-124.517,-8,53031,53797,49.92,1869625.86
3823,131.5116,47.787,-124.362,-8,53031,81741,108.33,485153.56
3824,132.7104,47.815,-124.206,-8,53031,81741,109.68,482828.7
3825,132.7104,47.844,-124.05,-8,53031,53904,132.26,545897.01
3826,132.7104,47.872,-123.894,-8,53031,459,142.56,589851.2
3827,132.7104,47.901,-123.737,-8,53009,81741,43.03,377093.55
3828,132.7104,47.929,-123.581,-8,53009,81741,30.57,199638.55
3829,132.7104,47.957,-123.424,-8,53009,81741,22.51,144667.3
3830,132.7104,47.984,-123.267,-8,53009,81741,23.62,127404.87
3831,131.8599,48.012,-123.111,-8,53009,52584,18.75,105237.88
3832,102.8538,48.04,-122.954,-8,53009,52584,11.61,99541.72
3833,65.1564,48.067,-122.796,-8,53031,52584,14.63,128164.17
3834,32.5701,48.094,-122.639,-8,53029,52267,5.63,247819.71
3835,34.1658,48.121,-122.481,-8,53029,79848,9.76,170350.21
3836,92.988,48.148,-122.324,-8,53061,51938,18.92,122397.92
3837,132.7104,48.175,-122.166,-8,53061,79878,5.5,37339.68
3838,132.7104,48.201,-122.008,-8,53061,1044,5.5,51318.61
3839,132.7104,48.228,-121.85,-8,53061,510,5.51,72769.33
3840,132.7104,48.254,-121.692,-8,53061,510,5.5,58590.97
3841,132.7104,48.28,-121.533,-8,53061,520,5.5,54392.12
3842,132.7104,48.306,-121.375,-8,53057,510,14.43,117274.93
3843,132.7104,48.332,-121.216,-8,53057,520,36.95,201839.95
3844,132.7104,48.357,-121.057,-8,53057,510,42.62,262107.62
3845,132.7104,48.383,-120.898,-8,53007,510,47.6,296171.95
3846,132.7104,48.408,-120.739,-8,53007,51587,51.06,277506.92
3847,132.7104,48.433,-120.58,-8,53047,2523,80.87,366975.79
3848,132.7104,48.458,-120.42,-8,53047,2523,73.65,300518.53
3849,132.7104,48.483,-120.261,-8,53047,2523,63.85,238760.48
3850,132.7104,48.508,-120.101,-8,53047,3497,44.79,229731.29
3851,132.7104,48.532,-119.941,-8,53047,3497,31.64,172140.2
3852,132.7104,48.557,-119.781,-8,53047,3497,18.22,98033.57
3853,132.7104,48.581,-119.621,-8,53047,3497,6.29,55568.65
3854,132.7104,48.605,-119.461,-8,53047,3497,5.5,47103.21
3855,132.7104,48.629,-119.3,-8,53047,51107,14.81,76468.79
3856,132.7104,48.653,-119.14,-8,53047,51107,25.08,96936.27
3857,132.7104,48.676,-118.979,-8,53047,51107,38.5,163800.25
3858,132.7104,48.7,-118.818,-8,53019,51107,51.4,228971.54
3859,132.7104,48.723,-118.657,-8,53019,51107,66.38,280562.49
3860,132.7104,48.746,-118.496,-8,53019,51107,77.72,330612.78
3861,132.7104,48.769,-118.335,-8,53019,3534,64.49,319764.83
3862,132.7104,48.792,-118.174,-8,53019,50420,58.06,265050.96
3863,132.7104,48.814,-118.012,-8,53065,50420,45.62,209612.07
3864,132.7104,48.837,-117.851,-8,53065,3534,19.69,126120.94
3865,132.7104,48.859,-117.689,-8,53065,145,9.29,82343.67
3866,132.7104,48.881,-117.527,-8,53065,145,5.5,74308.22
3867,132.7104,48.903,-117.365,-8,53051,50386,10.29,70749.02
3868,132.7104,48.925,-117.203,-8,53051,50378,16.99,125776.71
3869,132.7104,48.947,-117.041,-8,53051,3534,35.62,292663.04
3870,131.0661,48.968,-116.878,-8,16021,50242,116.25,379558.63
3871,109.6416,48.989,-116.716,-8,16021,50242,103.26,388996.6
3872,79.2261,49.011,-116.553,-8,16021,50242,92.18,476405.02
3873,54.0108,49.032,-116.39,-8,16021,50242,96.53,535302.92
3874,25.0452,49.052,-116.228,-8,16021,3496,48.54,713524.94
4202,10.0035,47.664,-124.469,-8,53031,53797,66.38,3020393.76
4203,132.7104,47.693,-124.314,-8,53031,53904,107.26,428138.84
4204,132.7104,47.722,-124.158,-8,53031,53904,113.59,453311.78
4205,132.7104,47.75,-124.002,-8,53031,53904,124.52,528942.77
4206,132.7104,47.779,-123.846,-8,53031,459,144.11,607186.42
4207,132.7104,47.807,-123.69,-8,53031,81741,46.46,403631.18
4208,132.7104,47.835,-123.534,-8,53031,81741,56,483949.19
4209,132.7104,47.863,-123.378,-8,53031,81741,45.29,250575.17
4210,132.7104,47.891,-123.221,-8,53009,52584,29.37,194252.66
4211,132.7104,47.918,-123.064,-8,53009,52584,16.8,118027.2
4212,130.1832,47.946,-122.908,-8,53031,52584,5.5,46388.16
4213,99.4356,47.973,-122.751,-8,53031,52584,10.65,104451.4
4214,29.2248,48,-122.594,-8,53029,52254,6.57,203613.38
4215,74.3985,48.027,-122.436,-8,53029,79856,19.2,428878.28
4216,57.9636,48.054,-122.279,-8,53061,79871,9.75,95946.81
4217,128.466,48.081,-122.121,-8,53061,79874,5.5,38020.71
4218,132.7104,48.107,-121.963,-8,53061,1044,7.29,63954.16
4219,132.7104,48.134,-121.806,-8,53061,510,17.44,124555.95
4220,132.7104,48.16,-121.648,-8,53061,520,23.61,160565.29
4221,132.7104,48.186,-121.489,-8,53061,520,15.45,118806.21
4222,132.7104,48.212,-121.331,-8,53061,520,26.21,161992.74
4223,132.7104,48.237,-121.173,-8,53061,520,34.02,191376.13
4224,132.7104,48.263,-121.014,-8,53061,510,46.3,257577.99
4225,132.7104,48.288,-120.855,-8,53007,1428,89.22,536297.67
4226,132.7104,48.314,-120.696,-8,53007,1436,81.2,516123.16
4227,132.7104,48.339,-120.537,-8,53047,2523,78.06,343925.05
4228,132.7104,48.364,-120.378,-8,53047,2523,61.85,254425.21
4229,132.7104,48.389,-120.219,-8,53047,2523,51.88,209833.36
4230,132.7104,48.413,-120.059,-8,53047,2523,38.82,188463.29
4231,132.7104,48.438,-119.9,-8,53047,2523,29.34,152236.23
4232,132.7104,48.462,-119.74,-8,53047,51180,19.56,86704.03
4233,132.7104,48.486,-119.58,-8,53047,51180,9.62,46334.65
4234,132.7104,48.51,-119.42,-8,53047,3497,7.2,57479.6
4235,132.7104,48.534,-119.26,-8,53047,3497,19.39,97702.2
4236,132.7104,48.558,-119.1,-8,53047,51107,36.58,137423.15
4237,132.7104,48.581,-118.939,-8,53047,51107,45.14,163921.51
4238,132.7104,48.605,-118.779,-8,53019,51107,56.99,235808.5
4239,132.7104,48.628,-118.618,-8,53019,51107,69.2,289781.16
4240,132.7104,48.651,-118.457,-8,53019,51107,80.94,348807.59
4241,132.7104,48.674,-118.296,-8,53019,3534,75.59,328674.04
4242,132.7104,48.697,-118.135,-8,53019,3534,60.93,267851.36
4243,132.7104,48.719,-117.974,-8,53065,3534,23.5,132852.94
4244,132.7104,48.742,-117.813,-8,53065,3534,8.64,79665.87
4245,132.7104,48.764,-117.651,-8,53065,145,5.5,61712.66
4246,132.7104,48.786,-117.49,-8,53051,3500,5.5,74327.43
4247,132.7104,48.808,-117.328,-8,53051,3500,8.14,95844.54
4248,132.7104,48.83,-117.166,-8,53051,3500,18.41,150818.78
4249,132.7104,48.851,-117.004,-8,16021,3501,40.66,314092.28
4250,132.7104,48.873,-116.842,-8,16021,3501,51.41,384254.69
4251,132.7104,48.894,-116.68,-8,16021,50242,98.53,356225.49
4252,132.7104,48.915,-116.517,-8,16021,50242,81.94,265830.8
4253,132.7104,48.936,-116.355,-8,16021,50242,81.18,262887.67
4254,132.7104,48.957,-116.192,-8,16021,50242,92.96,318748.1
4255,124.1325,48.977,-116.03,-7,30053,50242,103.4,434090.35
4256,94.9563,48.998,-115.867,-7,30053,50242,107.25,676692.16
4257,70.5186,49.018,-115.704,-7,30053,49755,88.39,939124.6
4258,39.9006,49.038,-115.541,-7,30053,49842,94.79,1184553.82
4582,15.0822,47.571,-124.421,-8,53031,53797,83.45,2363708.51
4583,132.7104,47.6,-124.266,-8,53031,81740,95.97,358015.68
4584,132.7104,47.628,-124.11,-8,53031,53904,106.22,415202.44
4585,132.7104,47.657,-123.955,-8,53031,53904,120.71,529084.63
4586,132.7104,47.685,-123.799,-8,53031,459,130.43,598922.55
4587,132.7104,47.713,-123.643,-8,53031,459,107.51,543038.99
4588,132.7104,47.741,-123.487,-8,53031,473,42.51,255193.12
4589,132.7104,47.769,-123.331,-8,53031,52584,46.04,262669.51
4590,132.7104,47.797,-123.175,-8,53031,469,25,193025.58
4591,132.7104,47.825,-123.019,-8,53031,469,12.44,117022.14
4592,115.0686,47.852,-122.862,-8,53031,469,5.5,67246.76
4593,98.2692,47.879,-122.705,-8,53031,473,12.66,117043.5
4594,30.0105,47.906,-122.548,-8,53035,52341,11.83,202821.8
4595,43.7238,47.933,-122.391,-8,53029,79856,11.66,691376.81
4596,91.044,47.96,-122.234,-8,53061,52096,6.39,63058.58
4597,132.4431,47.987,-122.077,-8,53061,79877,5.5,38512.55
4598,132.7104,48.013,-121.919,-8,53061,79877,16.73,86013.45
4599,132.7104,48.039,-121.762,-8,53061,51917,21.13,129160.09
4600,132.7104,48.066,-121.604,-8,53061,1436,28,201534.88
4601,132.7104,48.092,-121.446,-8,53061,520,30.07,186612.26
4602,132.7104,48.117,-121.288,-8,53061,520,37.6,238435.37
4603,132.7104,48.143,-121.13,-8,53061,520,45.57,245770.98
4604,132.7104,48.169,-120.971,-8,53061,1436,60.27,339016.96
4605,132.7104,48.194,-120.813,-8,53007,1517,80.34,503599.36
4606,132.7104,48.219,-120.654,-8,53007,1436,68.53,443104.93
4607,132.7104,48.244,-120.495,-8,53007,51380,70.07,301921.52
4608,132.7104,48.269,-120.336,-8,53047,2523,56.03,267680.47
4609,132.7104,48.294,-120.177,-8,53047,2523,42.82,197922.87
4610,132.7104,48.319,-120.018,-8,53047,2523,31.58,148787.3
4611,132.7104,48.343,-119.859,-8,53047,2523,20.74,104704.38
4612,132.7104,48.367,-119.699,-8,53047,2523,10.37,70507.77
4613,132.7104,48.391,-119.54,-8,53047,51180,5.75,35871.51
4614,132.7104,48.415,-119.38,-8,53047,51180,9.27,52763.76
4615,132.7104,48.439,-119.22,-8,53047,51180,21.31,107864.36
4616,132.7104,48.463,-119.06,-8,53047,51180,37.25,164646.47
4617,132.7104,48.486,-118.9,-8,53047,51107,53.42,201220.26
4618,132.7104,48.51,-118.739,-8,53019,51107,62.42,254549.35
4619,132.7104,48.533,-118.579,-8,53019,3534,61.96,303130
4620,132.7104,48.556,-118.418,-8,53019,3534,47.42,228269.91
4621,132.7104,48.579,-118.258,-8,53019,3534,34.35,149598.03
4622,132.7104,48.601,-118.097,-8,53065,3534,19.09,78745.16
4623,132.7104,48.624,-117.936,-8,53065,3534,10.48,67140.35
4624,132.7104,48.646,-117.775,-8,53065,3534,5.5,70125.38
4625,132.7104,48.668,-117.614,-8,53065,145,5.5,60180.59
4626,132.7104,48.69,-117.452,-8,53051,3500,5.5,66065.68
4627,132.7104,48.712,-117.291,-8,53051,3501,10.47,112720.54
4628,132.7104,48.734,-117.129,-8,53051,3501,25.2,191765.65
4629,132.7104,48.756,-116.968,-8,16017,3534,34.64,285376.98
4630,132.7104,48.777,-116.806,-8,16017,50242,68.85,339063.57
4631,132.7104,48.798,-116.644,-8,16021,50242,80.31,315417.91
4632,132.7104,48.819,-116.482,-8,16021,50242,68.27,241346.42
4633,132.7104,48.84,-116.319,-8,16021,50242,69.19,233936.09
4634,132.7104,48.861,-116.157,-8,16021,50242,79.89,282254.98
4635,132.7104,48.882,-115.995,-7,30053,50242,88.23,360726.29
4636,132.7104,48.902,-115.832,-7,30053,50242,97.99,461388
4637,132.7104,48.922,-115.669,-7,30053,49755,75.15,423746.13
4638,132.7104,48.942,-115.507,-7,30053,49755,72.95,450448.9
4639,132.7104,48.962,-115.344,-7,30053,49755,76.14,444004.45
4640,116.7534,48.982,-115.181,-7,30053,49755,81.24,514470.2
4641,89.8938,49.002,-115.018,-7,30053,49755,85.83,628674.09
4642,69.6357,49.021,-114.854,-7,30053,49442,115.34,1016563.26
4643,38.1753,49.04,-114.691,-7,30029,49442,111.37,1317774.21
4962,39.7548,47.478,-124.373,-8,53027,81740,87.41,927378.05
4963,132.7104,47.506,-124.218,-8,53027,81740,81.2,301902.07
4964,132.7104,47.535,-124.063,-8,53031,81740,81.48,312143
4965,132.7104,47.563,-123.908,-8,53031,459,79.09,344023.83
4966,132.7104,47.592,-123.752,-8,53031,459,89.86,434903.11
4967,132.7104,47.62,-123.597,-8,53031,459,95.5,406521.49
4968,132.7104,47.648,-123.441,-8,53031,469,32.47,197429.24
4969,132.7104,47.676,-123.285,-8,53031,469,24.73,166698.13
