region,class,bin,capacity,supply_curve_cost_per_mw,dist_km
i40286,10,1,0.8505,14412995.9912,7.682
i40287,9,1,2.2113,8421890.0904,5.5
i40288,10,1,1.8468,11639847.4861,7.4647
i40289,9,1,7.1199,2588098.8767,5.5
i40290,9,1,0.0,29867126.8925,10.0348
i40309,10,1,57.9555,493520.2747,13.8351
i40314,10,1,101.088,177192.6486,5.5
i40315,10,1,173.4291,144542.1589,12.0595
i40316,10,1,243.1215,133748.6882,17.9404
i40317,10,1,64.5408,338630.5475,5.5
i40326,10,1,11.8098,2076657.7309,28.3134
i40336,9,1,8.2377,1474007.7081,5.5
i40344,9,1,8.8369,1362759.8246,7.4365
i40349,10,1,10.8621,4239240.5249,39.8951
i40351,9,1,14.9202,4343731.6381,82.192
i40352,10,1,23.9598,2731497.309,84.0549
i40353,10,1,9.234,7033270.3373,87.2695
i40354,10,1,15.7707,3291318.1449,68.4615
i40355,10,1,13.2678,3471269.1839,58.8624
i40356,10,1,12.7575,3157971.5244,53.8989
i40357,9,1,17.2044,2572655.7164,60.142
i40362,10,1,12.15,1884933.9443,12.2949
i40363,10,1,16.6698,928593.3461,5.571
i40364,10,1,30.132,566799.5411,6.5775
i40365,10,1,0.0,3750205.1259,5.5
i40366,10,1,0.0,2082880.45,5.5
i40370,8,1,8.4807,1891759.2397,5.5
i40371,7,1,44.6877,372036.9247,5.5
i40372,9,1,7.0227,2014712.6069,7.9919
i40373,9,1,21.2625,700281.4988,5.5
i40374,10,1,22.1859,630619.0881,5.5
i40375,10,1,30.7395,444784.8609,5.5
i40376,10,1,23.2308,519383.0955,6.9002
i40377,10,1,12.5874,772043.3926,7.2229
i40378,10,1,84.807,167196.0847,5.5
i40379,10,1,58.6359,247044.7843,5.5
i40380,10,1,15.4548,789590.6863,5.5
i40381,10,1,10.9107,1023688.2875,5.5
i40382,10,1,13.0734,898889.6552,5.5
i40384,10,1,9.5499,1587910.8208,12.9776
i40385,8,1,8.1891,2495435.0102,14.2184
i40386,8,1,8.8695,2592757.4224,15.8448
i40387,8,1,6.0507,3501871.331,14.7942
i40389,8,1,17.2287,783458.9782,5.5
i40390,8,1,7.0713,1463140.112,5.5
i40391,9,1,15.552,875691.7065,8.1538
i40393,10,1,46.899,319140.1116,5.5
i40394,10,1,23.8626,465441.4091,5.5
i40395,10,1,18.6867,729577.3269,5.5
i40396,10,1,31.2012,487805.5362,5.5
i40397,10,1,15.2118,615845.2286,5.5
i40399,10,1,8.6751,1174210.1013,6.9876
i40402,7,1,26.3412,565566.5692,7.2512
i40403,8,1,17.8063,651850.7215,5.5
i40413,9,1,33.8013,426121.9523,5.5
i40414,9,1,18.2979,607215.6205,7.8748
i40415,9,1,19.6344,834219.1916,17.3014
i40417,8,1,57.7854,301540.0847,9.9459
i40418,8,1,89.3268,158817.2207,5.5
i40422,7,1,41.9661,729679.4961,31.147
i40423,7,1,90.7362,296832.0776,25.3866
i40424,8,1,25.0533,841128.5767,18.7696
i40425,8,1,20.9709,753195.573,5.5
i40426,8,1,38.5155,469941.4037,5.5
i40427,7,1,67.0923,258952.5124,5.5
i40428,6,1,115.9596,100398.7698,5.5
i40429,5,1,79.7283,227114.7671,6.0119
i40430,6,1,61.3818,332660.5749,8.7556
i40431,6,1,61.7706,410608.7974,14.0331
i40432,6,1,39.2931,668187.6482,24.7006
i40433,5,1,78.1974,254671.0755,13.2706
i40434,6,1,50.0337,295173.0833,8.5537
i40435,6,1,39.1716,312045.9881,5.5
i40436,6,1,30.618,496841.2892,9.0218
i40437,5,1,23.2308,616014.1964,8.8493
i40438,5,1,44.8092,275650.5074,5.5
i40439,5,1,99.1683,129168.1889,6.1946
i40440,5,1,115.9353,170908.7438,14.2723
i40441,5,1,156.9537,93582.4265,5.9618
i40442,5,1,33.1695,508471.1559,5.5
i40448,6,1,9.0153,1367615.5386,9.4394
i40450,4,1,8.4321,1564563.0236,5.5
i40451,4,1,6.075,2142720.7234,5.5
i40452,4,1,12.1743,1157731.2645,5.5
i40453,4,1,16.6212,765439.6489,7.862
i40454,4,1,14.823,999687.3345,5.5
i40455,4,1,7.0713,1859411.6537,5.5
i40456,4,1,8.9181,1495523.7394,5.5
i40462,4,1,6.7554,1897491.9557,5.5
i40463,4,1,6.1965,1356149.9547,6.2548
i40464,5,1,5.6862,1708008.3684,7.7848
i40465,5,1,8.0676,1747091.286,11.9232
i40466,5,1,4.5198,2092089.0057,7.8093
i40470,6,1,2.1674,2534394.713,5.5
i40471,7,1,1.4384,3920987.4743,5.5
i40476,6,1,12.1014,1540778.835,9.7749
i40477,6,1,23.0607,775793.6383,12.3977
i40478,6,1,15.6798,713335.171,6.611
i40479,6,1,13.5351,1081351.4046,5.5
i40480,5,1,11.2509,805040.9896,5.5
i40481,5,1,11.1051,819255.0275,5.5
i40482,6,1,7.3629,1344664.1496,6.9582
i40483,5,1,73.2645,186884.053,5.5
i40484,5,1,102.5171,141101.512,8.0303
i40485,5,1,12.991,1010929.5898,9.1731
i40486,5,1,14.58,731515.7788,6.1248
i40487,5,1,14.2728,673244.3683,5.5
i40488,6,1,6.6825,1913585.1897,5.5
i40489,5,1,16.3053,1020467.4831,11.9684
i40490,5,1,19.2699,960687.4141,12.9377
i40491,5,1,16.4025,1026781.188,12.1537
i40492,5,1,15.9894,638715.769,5.5
i40493,6,1,17.5446,603281.6529,5.5
i40494,6,1,7.6545,2289547.2691,13.7839
i40495,6,1,17.2044,973827.4831,12.0547
i40496,6,1,9.6957,881345.4659,5.5
i40497,6,1,6.9984,1204421.1146,5.5
i40500,7,1,5.6801,2215863.7659,5.5
i40501,7,1,7.367,1762979.1242,5.5
i40502,7,1,6.6825,2441390.5449,16.4146
i40503,7,1,6.0507,2526412.6418,7.4775
i40504,7,1,11.3481,1280925.8597,5.5
i40509,7,1,13.0005,1337531.406,14.1631
i40510,6,1,21.2868,795322.8805,6.8693
i40511,6,1,7.533,1063480.7819,5.5
i40512,7,1,13.5108,941791.0936,9.1992
i40513,7,1,9.8415,1353881.3348,5.5
i40514,7,1,11.3724,1187464.4512,10.0593
i40515,7,1,12.4659,996796.4681,8.8893
i40516,7,1,13.0148,709596.1967,5.5
i40517,7,1,7.7517,1384607.1142,7.7257
i40520,6,1,8.9667,976276.221,5.5
i40521,6,1,20.4363,525636.8987,5.5
i40522,7,1,8.1648,1388554.5339,8.7657
i40523,6,1,9.27,930573.281,5.7957
i40524,6,1,58.0284,292904.2408,5.5
i40525,7,1,67.0194,260838.3837,5.7355
i40526,7,1,8.0919,1017931.7091,5.5
i40527,7,1,14.7761,649761.4481,5.5
i40528,6,1,13.7781,1009764.4009,5.5
i40529,7,1,9.1611,1210530.1881,8.5059
i40530,7,1,12.6117,903058.8158,7.8695
i40531,7,1,8.7966,1538256.5548,11.0504
i40532,7,1,128.6199,120173.2275,5.5
i40533,7,1,168.5108,12156.0242,5.7393
i40534,6,1,95.4753,46038.2233,7.682
i40535,7,1,171.4331,14044.3778,6.1983
i40536,7,1,307.5408,28605.5164,10.8964
i40537,7,1,89.4943,13531.2304,5.5
i40538,7,1,23.8009,729148.7381,12.1873
i40539,7,1,30.5342,644802.0163,7.9211
i40540,7,1,46.0485,375992.2271,5.5
i40541,7,1,39.2202,434153.4297,10.8895
i40542,6,1,19.1484,782542.4764,10.4422
i40549,7,1,26.4627,607181.1181,5.5
i40550,7,1,36.8631,487054.1034,6.0093
i40551,7,1,35.521,511930.7522,10.2856
i40552,7,1,15.5258,662367.5552,5.5
i40553,7,1,0.3645,25474268.9879,6.4619
i40557,7,1,6.0507,1481763.4822,5.5
i40558,7,1,8.7723,1068747.6755,5.5
i40559,6,1,0.4617,18237620.0742,5.5
i40560,7,1,10.9593,1452656.3932,5.5
i40561,7,1,7.4601,1680185.4746,8.0148
i40578,7,1,8.3016,1994554.8384,5.5
i40579,8,1,7.3143,2589868.4474,5.612
i40581,7,1,0.0,1005314869.9006,6.7421
i40582,8,1,0.0,22457951.3658,5.5
i40583,8,1,0.0,77456844.7402,5.5
i40584,8,1,0.243,114776311.0663,5.5
i40585,9,1,0.1215,257905322.6501,10.2893
i40586,9,1,0.0972,204025051.2169,6.9748
i40587,9,1,0.0486,568842481.4733,9.5539
i40588,6,1,0.1701,102882509.6501,6.9993
i40589,9,1,0.5832,90333844.1825,17.6742
i40590,5,1,0.0,5255228.2427,20.9014
i40591,8,1,0.0,21835348.8992,7.2847
i40592,5,1,4.617,3448541.4885,5.7419
i40593,3,1,13.7781,1808751.1073,10.4166
i40594,4,1,15.2847,2725944.1431,8.1011
i40595,6,1,5.4675,8922890.7387,13.3429
i40596,7,1,4.9572,10762466.0696,25.6533
i40597,8,1,0.0,11684244.8342,14.2222
i40598,10,1,0.1944,149099483.4767,7.052
i40599,10,1,0.0243,816533585.4931,5.5
i40600,9,1,0.0,75087543.0876,5.5
i40601,10,1,0.0,267537573.6323,5.5
i40605,10,1,0.7047,19741276.6105,5.5
i40606,9,1,0.0972,141117977.8023,5.5
i40608,8,1,0.0243,1034942707.6667,11.4194
i40609,8,1,0.8748,28744775.0883,5.5
i40610,7,1,0.0486,345605597.9345,7.1729
i40612,8,1,0.5103,32424312.1607,6.071
i40614,8,1,0.1458,412700482.8996,22.106
i40615,8,1,0.3402,43839390.0484,10.8139
i40620,7,1,5.6376,3752304.0578,9.0421
i40622,7,1,9.234,1933569.7197,5.5
i40623,7,1,0.0,85961011.2033,7.4402
i40665,10,1,1.0206,20859790.3278,10.1184
i40666,10,1,0.2673,46293340.4454,5.5
i40667,10,1,2.43,5913972.7449,5.5
i40668,10,1,4.1553,3865577.1885,5.5
i40669,9,1,0.0,4268887.9122,6.0401
i40670,9,1,0.0,7285164.3204,5.5
i40672,9,1,0.0,8808468.7174,5.5
i40687,10,1,0.0,61296689.7616,16.0851
i40689,10,1,14.2155,2473212.9184,20.1271
i40694,10,1,55.5498,333748.6135,5.5
i40695,10,1,270.8235,64682.5488,6.2601
i40696,10,1,259.0623,125404.8518,10.7137
i40697,10,1,52.5609,438119.6438,5.5
i40705,10,1,10.4247,3310903.8491,44.441
i40723,10,1,12.4149,850955.9832,5.5
i40730,10,1,17.4231,3197091.0533,71.1551
i40731,10,1,38.0538,1553759.6289,70.6347
i40732,10,1,14.4585,3841700.83,71.9011
i40734,9,1,21.141,2166556.5655,56.7178
i40736,9,1,5.8563,5347539.1621,42.3571
i40738,10,1,41.3829,831540.5205,43.4131
i40739,10,1,12.0771,2685794.2524,45.4879
i40740,10,1,8.8938,4071949.294,33.6873
i40742,10,1,15.8436,1563583.73,13.7621
i40743,10,1,50.9731,294261.2212,5.5
i40744,10,1,15.84,751312.3951,7.0866
i40745,10,1,0.0,27153520.56,5.5
i40746,10,1,0.0,11448587.6256,7.8375
i40747,10,1,0.0,6706816.7373,5.5
i40751,9,1,11.1294,1821719.7374,5.5
i40752,8,1,25.4421,687536.2125,5.5
i40753,8,1,39.4632,467148.7587,5.5
i40754,8,1,170.2215,77218.4138,5.5
i40755,10,1,76.059,201164.7716,5.5
i40756,10,1,66.7521,194248.6313,6.6701
i40757,10,1,24.6645,436761.4132,5.5
i40758,10,1,206.6472,60388.1977,6.4065
i40759,10,1,140.94,81723.0142,5.5
i40760,10,1,15.1875,792573.1397,5.5
i40761,10,1,15.7707,771894.5638,5.5
i40762,10,1,20.169,655370.3355,5.5
i40763,10,1,10.5462,1006748.7811,6.7628
i40764,10,1,10.449,896230.4987,5.5
i40767,10,1,8.262,1433984.697,5.5
i40770,8,1,12.3201,1982029.9049,15.2415
i40772,9,1,11.664,1138241.6981,7.2139
i40773,10,1,18.2979,678910.5269,6.1983
i40774,10,1,8.4807,1431280.966,5.5
i40775,10,1,17.9334,890018.9856,6.4593
i40776,10,1,10.3275,1277159.0805,6.2601
i40777,10,1,14.2155,975347.7749,5.5
i40778,10,1,34.4331,361453.6192,5.5
i40779,10,1,13.0491,1166233.0256,5.5
i40783,8,1,8.1891,1444869.7331,6.0529
i40784,9,1,2.5758,6126655.4355,14.4842
i40790,10,1,0.0486,461220978.5617,17.7104
i40795,10,1,15.6978,1022104.5694,17.9367
i40796,9,1,17.7633,1351252.8349,29.6431
i40797,9,1,74.0178,281915.4167,14.7584
i40798,8,1,93.4578,144836.9724,5.5
i40799,7,1,45.2709,305459.2433,5.5
i40800,7,1,20.5821,607942.9053,5.5
i40801,7,1,21.9874,899271.4704,15.2367
i40802,7,1,11.7126,1994733.4531,26.8584
i40803,7,1,49.4748,472334.9545,20.6148
i40804,8,1,30.6666,500102.5045,9.0948
i40805,8,1,19.1241,548717.2337,5.5
i40806,7,1,69.1335,182551.9499,5.5
i40807,6,1,34.263,495918.1414,5.5
i40808,5,1,64.8081,270376.0095,5.5
i40809,6,1,23.4981,762567.0954,7.4647
i40810,6,1,41.6745,502772.0976,17.8888
i40811,6,1,47.7009,446514.2254,15.3757
i40812,6,1,35.0163,655648.8324,20.2901
i40813,6,1,74.4795,291804.8931,18.1864
i40814,6,1,73.9935,239083.5032,5.5784
i40815,6,1,60.021,288652.6543,5.5
i40816,6,1,54.8937,377870.8495,9.171
i40817,6,1,38.7342,393268.4607,8.263
i40818,5,1,37.8837,357297.6312,6.4257
i40819,6,1,88.5978,244994.9397,17.8791
i40820,6,1,103.9311,234730.4281,22.5236
i40821,5,1,89.667,211778.3206,6.2137
i40822,6,1,10.0116,1353342.9004,5.5
i40823,5,1,8.3835,1926192.3734,8.1037
i40824,5,1,8.6751,2142985.1607,10.9491
i40825,4,1,5.9049,2188174.1251,5.5
i40827,6,1,7.1928,1088090.2822,5.5
i40830,5,1,26.5599,530258.5546,8.2593
i40831,4,1,21.7242,754263.7803,5.6018
i40832,5,1,5.8077,2201748.6643,5.5
i40834,4,1,19.3671,802292.5237,5.5
i40835,4,1,20.5821,522437.6481,5.5
i40839,4,1,7.4844,1743157.019,11.0014
i40843,5,1,6.3302,1974513.2405,10.5476
i40844,5,1,5.832,2184501.3629,5.5
i40845,5,1,6.4881,1958634.4111,5.5
i40850,6,1,0.0,23670096.3858,5.5
i40853,5,1,6.7539,1837487.4628,10.063
i40856,6,1,6.804,1470151.4566,6.8347
i40857,6,1,10.449,947627.1501,6.4747
i40858,6,1,15.4062,956556.1588,5.5
i40860,6,1,6.0507,1844811.6665,8.6837
i40861,6,1,10.449,1296457.8598,5.5
i40862,6,1,11.7369,1215511.9963,5.5
i40863,5,1,9.1611,1002769.1901,5.5
i40864,5,1,15.848,640692.9613,5.6647
i40865,5,1,13.4379,702983.4346,5.5
i40866,5,1,11.8545,1180395.3736,5.5
i40867,5,1,14.7987,723496.0179,6.2228
i40868,5,1,10.4733,863030.9445,5.5
i40870,6,1,31.0734,713980.5663,10.7755
i40871,6,1,25.6586,546619.4157,8.2156
i40872,5,1,22.3764,502511.2718,5.5
i40873,6,1,12.2958,931074.4164,7.3465
i40874,6,1,14.0211,1437650.8353,15.7559
i40875,6,1,8.748,1947539.8807,13.8915
i40877,6,1,6.0264,2271812.5371,6.8592
i40880,6,1,6.1479,1320680.2506,5.5
i40882,7,1,6.9012,1212452.5377,5.5
i40883,7,1,15.2847,726312.9428,6.8592
i40884,6,1,13.0005,728615.2752,5.8165
i40885,7,1,12.2715,739646.3403,5.5
i40886,6,1,10.2254,926159.4605,5.801
i40889,7,1,29.7189,554904.0922,5.5
i40890,6,1,22.6719,693875.0983,5.5
i40891,6,1,14.0211,704108.3245,5.9539
i40892,7,1,38.4183,395561.0961,8.5112
i40893,7,1,13.6323,1176485.3886,7.3646
i40894,7,1,17.6608,880936.4215,5.5
i40895,6,1,21.2124,859520.249,8.1474
i40896,6,1,15.6735,694427.0249,6.4491
i40897,7,1,16.5483,609249.4514,5.5
i40900,6,1,13.122,703605.4161,5.5
i40901,7,1,5.0734,1594186.6025,6.1674
i40902,7,1,9.2583,1344096.4563,9.2131
i40903,6,1,10.1205,1208425.2691,9.4394
i40904,7,1,226.7839,30280.698,5.5
i40905,6,1,347.8788,18709.2407,8.6347
i40906,6,1,24.1299,731927.7024,12.3812
i40907,6,1,20.3107,530239.4664,5.5
i40908,6,1,13.1706,940805.1575,8.8546
i40909,7,1,7.3386,1586239.0779,9.5166
i40910,7,1,9.2826,1243316.881,8.9804
i40911,7,1,7.1848,1645869.5348,9.6668
i40912,7,1,18.9783,788092.1716,5.5
i40913,6,1,140.9221,86172.0909,6.2047
i40914,6,1,358.0119,17167.1324,10.4821
i40915,7,1,189.6135,17391.9194,5.5
i40916,7,1,159.0921,99777.2588,7.4338
i40917,7,1,136.4931,113940.9705,5.5
i40918,7,1,7.8975,1645991.6717,5.5
i40919,7,1,56.4404,313272.0077,10.7974
i40920,7,1,37.3168,530091.3017,16.1298
i40921,6,1,16.2567,912597.6772,10.1232
i40929,7,1,20.2419,702330.3986,7.2384
i40930,7,1,25.4178,712019.1463,7.6974
i40931,6,1,23.4699,834413.9913,11.6702
i40932,6,1,10.8621,954224.7968,5.8484
i40939,7,1,0.8991,9771065.8242,6.1983
i40940,6,1,3.3048,3237187.7064,5.5
i40941,7,1,2.43,3370529.3761,5.5
i40947,7,1,5.9858,2097372.6879,5.5
i40952,8,1,8.5536,1785213.8361,8.083
i40953,8,1,11.8827,2147294.8811,7.6048
i40957,8,1,10.6191,2353927.1323,12.1831
i40958,8,1,6.6235,2806304.677,7.8221
i40961,9,1,0.0,60503080.6761,5.5
i40962,8,1,0.0,1584291656.2796,11.3667
i40963,8,1,0.0,60201566.2148,5.5
i40964,8,1,0.3888,63318829.9929,5.5
i40965,9,1,0.0729,333951761.679,6.6765
i40966,9,1,0.4131,43958657.786,7.4466
i40968,6,1,0.3159,61827747.1596,5.6583
i40969,7,1,7.3386,5630012.2654,8.1911
i40970,7,1,10.9836,3230878.679,6.0465
i40971,6,1,0.0,4360236.176,5.5
i40972,2,1,34.263,552898.4876,5.5
i40973,4,1,13.4622,2570623.9663,5.5
i40974,2,1,49.3776,689775.7407,5.5
i40975,10,1,10.5705,3688444.3353,5.5
i40976,9,1,3.0861,10910366.2544,10.6776
i40977,9,1,1.637,14459905.026,5.5
i40978,10,1,2.1627,7701976.8516,5.5
i40979,10,1,0.2187,80220831.4321,5.5
i40980,9,1,1.458,18108512.1021,8.713
i40981,10,1,0.7047,19716275.5963,5.5
i40983,9,1,0.0729,305052484.3091,6.7447
i40989,8,1,0.1701,90793106.6164,7.1574
i40994,8,1,0.3645,61625477.1625,14.4704
i40995,8,1,1.2393,6010817.128,5.5
i41046,10,1,0.0972,132897382.7701,5.5
i41047,10,1,12.393,1150959.6503,7.8966
i41048,10,1,0.0,3906607.2215,8.2476
i41049,10,1,0.0,55584544.7244,6.2984
i41050,9,1,0.0,7078015.0325,5.5
i41057,10,1,0.243,45268726.3413,5.5
i41058,10,1,0.0729,260948643.4516,12.9867
i41059,10,1,0.0243,476122107.7745,5.5
i41067,9,1,0.0,30363758.3025,27.5342
i41068,10,1,0.0,110830895.9059,26.0186
i41069,10,1,6.0021,7901869.8321,33.3481
i41074,10,1,10.3275,1541120.769,5.5
i41075,10,1,219.4047,99840.5407,5.5
i41076,10,1,245.2842,108641.241,9.1465
i41077,10,1,11.0322,1574616.078,5.5
i41078,10,1,7.8003,3530815.3831,15.8257
i41105,9,1,13.5594,825064.9349,5.5
i41109,10,1,16.8885,2369605.1306,43.2715
i41111,10,1,11.5425,4100915.9697,58.9065
i41112,10,1,13.7052,3550895.8604,60.0829
i41114,10,1,26.244,1554994.0806,48.7429
i41116,9,1,5.9292,3977947.7586,30.5762
i41117,10,1,15.8436,1570517.6316,28.5104
i41118,10,1,25.5879,1019208.972,31.8031
i41119,10,1,16.8156,1567436.5591,32.4368
i41120,10,1,9.5499,2795013.0788,27.9492
i41121,10,1,6.0021,3173920.7193,19.5807
i41122,10,1,19.4157,1203246.2181,12.5175
i41123,10,1,22.3317,656888.6592,5.5
i41124,10,1,18.1521,572450.5581,5.5156
i41126,10,1,1.7023,1196539.901,5.5
i41129,7,1,7.3629,1997919.7295,5.5
i41131,9,1,35.9397,447208.9459,5.5
i41132,9,1,7.6302,1719066.9775,5.5
i41133,6,1,5.8563,2258115.9107,5.5
i41134,7,1,49.8393,327692.3493,5.5
i41135,9,1,67.1409,250571.4991,5.5
i41136,10,1,14.9445,846393.2004,8.1037
i41137,10,1,9.9144,888242.5889,5.5
i41138,10,1,52.9011,262384.5093,5.5
i41139,10,1,146.772,81176.4866,5.7419
i41140,10,1,95.1102,146895.3698,5.5
i41141,10,1,82.7658,181173.6382,5.5
i41142,10,1,11.5668,768074.5361,5.5
i41143,10,1,29.0385,475250.3024,5.5
i41152,7,1,8.5293,1612155.2039,5.7701
i41153,9,1,24.6645,619487.7552,5.5
i41154,9,1,11.421,1117148.2395,5.5
i41155,9,1,31.5171,721928.5931,9.6348
i41156,9,1,21.0681,1228707.3425,17.6998
i41157,10,1,17.7147,1160105.8373,14.5551
i41158,10,1,22.7205,744065.0641,5.5
i41159,10,1,6.0993,3320089.1114,7.8993
i41164,9,1,0.0972,274786497.1383,29.2954
i41170,9,1,0.0486,377543342.0106,10.5876
i41171,10,1,3.7422,2896845.7538,5.5
i41177,9,1,76.4721,243666.2537,11.3629
i41178,9,1,113.0436,122786.1753,5.5
i41179,8,1,77.2983,189851.7633,5.5
i41180,7,1,48.8673,277291.9896,5.5
i41181,7,1,113.4081,158032.7805,11.7666
i41182,7,1,52.5495,399379.594,15.0337
i41183,8,1,51.3629,434602.1813,20.4935
i41184,8,1,23.1117,688034.6444,10.4896
i41185,8,1,29.1357,517774.6873,8.8738
i41186,6,1,65.4399,261648.4605,10.2265
i41187,6,1,19.9017,809987.381,5.5
i41188,6,1,41.31,417974.9392,5.5
i41189,6,1,16.3782,907507.9176,5.5
i41190,6,1,38.4183,419297.8739,9.7584
i41191,6,1,23.1336,483280.6336,5.5
i41192,6,1,39.7548,421027.6855,5.5
i41193,6,1,41.1642,324003.3414,6.7564
i41194,6,1,66.9222,262143.0305,5.5
i41195,6,1,90.4203,172561.275,8.9548
i41196,6,1,35.8911,496327.416,6.2084
i41197,6,1,44.2746,399396.8602,10.4614
i41198,5,1,73.7019,230918.7428,9.6631
i41199,5,1,21.8457,1015092.4204,19.6387
i41200,6,1,12.7332,1558924.5966,19.243
i41201,5,1,44.6148,406924.2382,5.8346
i41203,6,1,29.8404,550769.2018,9.8201
i41204,6,1,49.0617,348157.1158,5.5
i41205,5,1,24.1785,615107.6997,8.8621
i41206,4,1,17.3016,883187.931,10.1078
i41207,4,1,8.8938,1492725.6639,5.5
i41208,4,1,9.1854,910480.1142,5.5
i41209,5,1,8.9424,922664.8624,5.5
i41214,5,1,8.4078,961771.7463,5.5
i41219,4,1,12.8547,1046070.4344,10.2031
i41220,4,1,11.8098,1759413.5857,12.5521
i41221,4,1,9.5256,1604619.9514,7.3193
i41223,5,1,9.5499,889542.5007,5.5
i41225,5,1,9.6571,1524733.0944,6.6238
i41226,5,1,5.6133,2849216.751,17.3557
i41234,5,1,6.8283,1286266.3213,6.1482
i41236,7,1,19.1484,789057.8932,5.5
i41238,6,1,16.6212,829267.6232,9.4202
i41239,6,1,10.2271,892775.9399,5.5
i41240,6,1,7.8975,1677281.0699,5.5
i41242,6,1,18.4194,757669.7337,8.4137
i41243,5,1,71.3691,326375.5615,15.0183
i41244,5,1,18.6106,843556.5524,5.5
i41245,5,1,22.6719,576001.1608,7.5265
i41246,6,1,16.3478,924691.2652,5.5
i41247,5,1,12.2958,1153091.3635,5.5
i41248,6,1,34.1172,373881.6747,5.661
i41249,6,1,19.4157,579039.5904,5.5
i41250,6,1,10.4733,1333378.003,5.5
i41251,6,1,20.1933,815517.6721,5.5
i41252,5,1,21.4326,531703.6293,5.5
i41253,6,1,16.6212,623674.6862,5.5
i41254,5,1,12.5454,1100309.1546,5.5
i41255,6,1,20.9605,756486.9854,5.5
i41256,6,1,7.4832,1153563.9853,5.5
i41257,6,1,7.6601,1094472.1088,5.5
i41258,6,1,12.1257,862548.1785,6.4118
i41259,6,1,6.1479,1529396.5012,6.9311
i41260,6,1,23.9355,465757.95,5.5
i41261,6,1,12.4416,757638.2974,5.5
i41262,6,1,6.5124,1294666.4006,5.5
i41265,7,1,6.0507,1252970.6146,5.5
i41268,8,1,14.9202,1051205.0053,9.6439
i41269,6,1,29.403,490306.4558,8.1203
i41270,6,1,62.694,292921.7865,11.6484
i41271,6,1,134.0631,109106.666,9.784
i41272,6,1,34.5903,517850.2936,11.0078
i41273,7,1,21.9429,871157.5531,14.0369
i41274,7,1,11.8341,1205421.9476,5.5
i41275,6,1,22.2588,767434.6065,11.6095
i41276,7,1,6.6582,1765781.1078,9.2903
i41279,6,1,3.402,2098887.8825,5.5
i41280,7,1,6.561,1226001.65,5.6583
i41281,7,1,2.8431,4589993.6539,5.751
i41282,6,1,128.6199,95096.3131,6.5221
i41283,6,1,29.8161,407634.414,5.5
i41284,6,1,0.0,714197.666,8.4174
i41285,7,1,0.0,193146.4535,5.5
i41286,6,1,39.9006,458100.4053,12.0212
i41287,6,1,11.6154,755782.0879,5.5
i41288,7,1,18.7596,549906.9576,5.5
i41289,6,1,44.2503,281035.0889,5.5
i41290,6,1,69.4737,199958.7325,6.8885
i41291,7,1,35.4994,413321.3738,8.2912
i41292,7,1,46.6699,260787.8673,5.5
i41293,7,1,184.9998,63694.5043,10.2701
i41294,6,1,208.6884,72989.6492,11.7496
i41295,7,1,0.0,216220.2811,8.4829
i41296,7,1,0.0,331652.1929,6.8901
i41297,7,1,0.0,2768156.9503,5.5
i41299,7,1,23.6276,484206.1568,5.5
i41300,6,1,27.4996,582562.2304,5.5
i41301,6,1,28.7712,402222.2635,5.5
i41302,6,1,10.692,954796.5277,6.4321
i41303,6,1,17.9091,559299.9015,5.5
i41304,6,1,120.9226,98720.809,6.3373
i41305,7,1,125.5338,127078.1061,5.5
i41309,6,1,22.8663,608564.472,6.6611
i41310,6,1,195.0517,56417.4694,5.5
i41311,6,1,232.0915,39093.3832,5.5
i41312,6,1,27.2384,567995.6199,8.3365
i41318,7,1,6.0264,2025386.6597,5.5
i41319,7,1,3.5235,2303616.8015,5.5
i41320,7,1,0.6561,12729957.542,5.5
i41321,7,1,23.4915,643437.8371,5.5
i41322,7,1,5.1749,1716267.6863,5.9102
i41342,8,1,0.0,157897019.4061,11.8321
i41343,8,1,0.0,235318824.4628,5.5
i41344,8,1,0.1215,181912615.1772,5.5
i41345,8,1,0.1215,188413515.5904,5.5
i41346,9,1,1.3851,11166197.5805,6.0157
i41347,9,1,0.3645,47425641.5806,5.5
i41348,6,1,27.5319,1237442.5398,5.711
i41349,7,1,2.3328,8676760.1333,5.5
i41350,10,1,4.1067,5453894.1635,5.5
i41351,6,1,10.4976,3089975.287,5.5
i41352,2,1,17.1072,1959296.0494,10.0257
i41353,1,1,7.776,4775527.4446,8.7093
i41354,1,1,9.5013,5110836.8837,9.1257
i41355,10,1,0.4374,43697141.9733,6.8038
i41356,10,1,2.2599,9501063.4371,6.3256
i41357,10,1,1.9926,14732732.3396,5.5
i41358,10,1,0.0,386532084.6186,5.5
i41359,9,1,0.0,114980971.7041,5.5
i41360,10,1,0.0,31973689.1082,5.5
i41362,9,1,0.486,25349433.2718,5.5
i41363,7,1,0.0243,487219918.0147,5.5
i41367,7,1,0.0243,606660830.2993,5.5
i41368,8,1,0.0729,238578159.2239,5.5
i41374,8,1,0.4374,16650484.7887,5.5
i41375,7,1,4.4955,2402408.7503,7.0019
i41376,7,1,0.0972,105856304.2666,7.0121
i41429,8,1,0.0,542085132.3727,5.5
i41431,7,1,0.0,141776.852,5.5
i41432,6,1,20.7075,338099.1945,5.5
i41436,10,1,3.4992,3358908.1373,5.5
i41437,10,1,1.944,4854015.6084,5.5
i41438,10,1,0.6804,15568491.5403,5.612
i41448,8,1,0.0,35715735.2194,41.7564
