,,dupvsc1,dupvsc2,dupvsc3,dupvsc4,dupvsc5
p187,class5,43.8048,181.44,722.1312,30.0672,108.864
p187,class6,5504.6304,16091.3952,18435.3408,16988.2272,7130.3328
p187,class7,1644.3648,1309.9968,3865.1904,1590.9696,1515.024
p188,class4,320.8896,1380.24,729.9072,103.68,197.5104
p188,class5,179.6256,485.2224,366.2496,77.2416,29.5488
p189,class3,0.2592,20.4768,33.1776,74.6496,51.0624
p189,class4,9.5904,13.4784,654.9984,559.6128,1254.2688
p189,class5,250.3872,1989.1008,3512.4192,949.7088,1035.7632
p189,class6,46.3968,32.1408,183.2544,511.4016,40.9536
p190,class3,0.5184,2.3328,2.0736,16.0704,9.072
p190,class4,21.7728,318.2976,374.2848,287.712,515.2896
p190,class5,74.3904,107.3088,22.5504,405.9072,313.1136
p190,class6,986.256,7132.1472,1855.872,1830.7296,1949.9616
p190,class7,2664.576,3947.3568,8824.7232,4118.9472,4456.1664
p191,class5,0.7776,0,0,0,0
p191,class6,62.4672,424.8288,209.4336,1661.9904,226.0224
p191,class7,274.2336,607.5648,736.6464,1183.5072,1554.6816
p192,class4,89.1648,45.1008,110.9376,86.3136,193.8816
p192,class5,15.8112,111.9744,347.8464,937.5264,1515.5424
p192,class6,18.6624,742.3488,1680.6528,298.3392,418.608
p192,class7,33.696,1453.3344,1131.9264,1115.856,454.3776
p193,class4,50.8032,205.0272,411.3504,360.5472,122.0832
p193,class5,412.9056,2157.84,747.0144,450.4896,517.6224
p194,class4,0.7776,2.8512,3.3696,0,0
p194,class5,2992.464,6631.8912,4741.5456,2414.9664,555.984
p194,class6,71.5392,986.5152,1127.7792,769.0464,189.4752
p195,class3,1.8144,2.3328,0,0,0
p195,class4,5.4432,11.9232,22.8096,4.1472,29.2896
p195,class5,406.4256,381.5424,917.568,1372.7232,384.912
p195,class6,1189.4688,1898.3808,1912.896,1342.656,1379.7216
p196,class5,12.96,91.7568,62.208,95.3856,100.3104
p196,class6,18.4032,5.184,319.0752,1180.9152,906.6816
p196,class7,557.0208,138.9312,179.3664,1573.6032,115.0848
p197,class6,612.7488,147.4848,456.192,1360.8,673.6608
p198,class5,198.8064,75.6864,93.5712,158.3712,349.4016
p198,class6,462.672,932.3424,1863.648,1463.9616,1460.592
p199,class5,59.616,170.2944,407.4624,156.5568,41.472
p199,class6,53.6544,144.1152,83.4624,1205.7984,89.424
p200,class5,4.1472,90.4608,12.96,26.4384,0
p200,class6,51.3216,24.1056,229.9104,318.816,94.8672
p201,class5,2.3328,40.4352,25.92,51.0624,8.2944
p201,class6,76.2048,73.3536,377.6544,272.9376,191.5488
p202,class5,28.7712,9.072,522.0288,23.5872,188.9568
p202,class6,87.0912,26.4384,64.5408,217.728,1318.032
p202,class7,192.8448,87.6096,0,0,0
p203,class6,237.168,572.0544,227.0592,10.6272,285.12
p203,class7,222.1344,3302.4672,1463.9616,448.416,284.0832
p204,class7,38.1024,301.1904,1814.4,589.1616,130.896
p205,class6,123.6384,0,0,0,0
p205,class7,2093.8176,83.4624,2309.472,219.8016,461.376
p1,class1,2100.2976,3108.8448,2475.36,3033.1584,848.3616
p1,class2,2.3328,0.2592,2.3328,1.8144,2.0736
p1,class3,6.48,5.184,43.5456,407.9808,318.816
p2,class1,124.9344,577.2384,534.7296,517.3632,386.208
p2,class2,45.36,65.0592,67.6512,179.1072,328.1472
p2,class3,357.696,849.1392,958.0032,538.3584,2013.984
p3,class2,716.4288,749.6064,525.9168,1465.2576,921.456
p3,class3,181.9584,178.3296,66.096,298.5984,584.2368
p4,class3,203.2128,402.0192,42.2496,41.472,646.704
p5,class1,186.8832,241.3152,367.8048,81.1296,78.0192
p5,class2,1055.2032,1791.072,1777.5936,1696.2048,269.8272
p5,class3,27.7344,318.816,856.3968,358.4736,812.0736
p5,class4,7.5168,40.4352,64.8,203.9904,704.5056
p6,class2,25.92,27.216,46.9152,56.5056,58.5792
p6,class3,73.6128,406.944,284.8608,358.2144,326.0736
p6,class4,34.7328,15.2928,102.384,40.6944,538.8768
p7,class3,3.1104,3.888,71.5392,174.1824,315.4464
p8,class4,0.5184,35.5104,56.7648,108.0864,0
p8,class5,1.0368,62.9856,34.7328,0,0
p9,class2,16.5888,38.88,223.6896,108.864,155.52
p9,class3,8.0352,30.8448,128.5632,28.7712,250.128
p9,class4,1479.5136,1424.304,1966.5504,1307.1456,656.2944
p9,class5,19610.2944,7346.5056,3453.0624,3835.1232,3207.0816
p9,class6,23.0688,69.984,64.5408,112.4928,213.3216
p10,class4,3.1104,8.0352,0,0,0
p10,class5,5252.4288,2738.9664,1175.472,913.68,2044.8288
p10,class6,8329.1328,6305.2992,3583.1808,5983.3728,1403.568
p10,class7,108.3456,469.152,33.9552,443.232,228.3552
p11,class5,108.0864,449.712,304.0416,264.384,314.1504
p11,class6,13.2192,229.1328,28.2528,237.168,305.0784
p12,class4,9.3312,3.3696,38.6208,98.2368,371.952
p12,class5,1454.3712,1131.408,820.8864,2070.7488,1358.208
p12,class6,11.664,3.1104,47.6928,290.5632,373.7664
p13,class6,682.2144,1782.7776,1666.1376,1111.7088,4195.4112
p14,class1,132.7104,0,0,0,0
p14,class2,20.4768,41.9904,7.5168,355.6224,2482.6176
p15,class3,261.0144,128.8224,161.7408,226.0224,368.064
p15,class4,1109.376,1199.3184,3452.0256,3597.9552,236.9088
p16,class3,56.2464,504.6624,962.1504,423.2736,2147.472
p16,class4,2.3328,88.3872,343.1808,263.8656,709.4304
p17,class1,12.4416,160.704,0,0,0
p17,class2,115.6032,144.1152,415.7568,440.64,1225.2384
p18,class2,66.8736,181.6992,1004.4,858.4704,1017.36
p20,class2,159.6672,0,0,0,0
p20,class3,103.9392,593.3088,624.1536,55.2096,178.0704
p21,class3,46.3968,20.9952,29.2896,361.584,222.912
p21,class4,30.3264,46.656,422.7552,188.1792,513.7344
p22,class2,12.96,20.736,0,0,0
p22,class3,111.456,297.8208,0,0,0
p23,class3,1.0368,475.3728,122.3424,70.2432,57.2832
p24,class3,37.8432,53.3952,506.2176,844.992,230.4288
p24,class4,85.536,17.6256,308.9664,322.704,982.1088
p25,class3,16.5888,15.8112,84.24,45.6192,1617.1488
p25,class4,2150.5824,4462.9056,2945.5488,1268.2656,2189.4624
p25,class5,165.888,342.9216,263.8656,1222.128,1045.3536
p26,class4,67.1328,206.8416,213.5808,349.92,419.1264
p27,class5,19.44,206.8416,0,0,0
p27,class6,36.288,245.2032,160.4448,2177.7984,1385.1648
p28,class5,210.7296,375.84,199.8432,300.672,511.6608
p28,class6,9200.5632,9938.2464,8809.4304,2433.3696,1404.0864
p28,class7,11.1456,1012.9536,438.3072,434.16,135.8208
p30,class6,1061.9424,3274.7328,4412.6208,2053.1232,297.3024
p31,class5,178.5888,771.3792,462.1536,931.5648,1324.7712
p31,class6,1051.3152,1831.5072,2583.4464,4054.1472,3159.1296
p31,class7,155.52,108.0864,576.72,425.3472,518.4
p32,class3,11.4048,9.072,41.2128,602.8992,350.9568
p33,class3,218.2464,462.4128,546.3936,654.48,779.1552
p33,class4,4550.7744,4361.04,3586.5504,2669.5008,1811.0304
p33,class5,1.296,1.0368,282.528,0,0
p34,class4,65.5776,247.7952,549.504,1608.5952,685.0656
p34,class5,1143.8496,882.0576,811.8144,890.8704,188.4384
p35,class2,167.4432,0,0,0,0
p35,class3,109.3824,0,0,0,0
p36,class2,33.696,346.032,49.248,519.696,938.8224
p37,class2,206.064,156.2976,174.4416,1451.52,1670.2848
p38,class2,0.5184,3.6288,81.1296,120.528,314.6688
p38,class3,168.9984,782.2656,600.8256,1192.5792,1170.5472
p39,class4,114.8256,22.2912,178.3296,103.68,259.2
p40,class3,319.5936,220.5792,318.5568,574.128,871.9488
p40,class4,21.7728,20.2176,251.9424,93.312,658.368
p41,class3,821.1456,985.2192,1117.152,841.6224,1514.5056
p42,class2,61.9488,129.3408,177.0336,553.6512,974.0736
p43,class2,7291.8144,6026.4,6819.0336,3840.5664,1583.712
p44,class2,4.9248,60.6528,206.064,0,0
p44,class3,11.9232,40.6944,71.7984,61.6896,0
p45,class2,11.9232,2.592,123.8976,16.5888,301.1904
p45,class3,31.104,343.1808,795.2256,606.7872,530.5824
p46,class2,274.752,513.216,377.3952,655.2576,580.0896
p47,class6,322.4448,536.0256,529.5456,1312.0704,739.2384
p48,class5,1207.872,1191.024,1432.08,119.4912,271.9008
p48,class6,123.8976,260.496,277.8624,729.3888,806.6304
p49,class5,156.816,20.4768,0,0,0
p50,class4,1702.6848,2011.6512,3357.6768,4186.08,1590.7104
p50,class5,243.648,413.6832,123.12,541.728,401.2416
p51,class4,1055.9808,1325.0304,1980.8064,2351.4624,685.0656
p52,class5,75.4272,97.2,197.5104,140.4864,159.408
p53,class3,1193.616,844.4736,849.9168,1455.6672,1311.2928
p53,class4,1754.2656,2060.8992,748.8288,1831.5072,4342.6368
p53,class5,123.8976,126.4896,75.9456,70.7616,0
p54,class3,1271.8944,984.4416,2679.6096,1582.416,1423.7856
p55,class3,401.5008,463.7088,1106.0064,1185.84,266.7168
p55,class4,66.096,437.0112,166.1472,361.584,1304.2944
p56,class4,929.4912,604.9728,1326.8448,1920.4128,700.0992
p57,class4,115.0848,1048.7232,818.5536,474.5952,628.0416
p58,class4,6839.2512,4717.44,6988.5504,6969.1104,6766.1568
p58,class5,1.5552,21.5136,2.3328,2.8512,76.464
p59,class6,4.9248,104.976,306.3744,170.8128,179.6256
p59,class7,137.6352,361.0656,1445.2992,2854.3104,1348.6176
p60,class5,3.1104,42.2496,52.3584,416.5344,432.864
p60,class6,18.9216,2.8512,83.4624,433.3824,211.7664
p61,class5,683.7696,958.5216,1833.5808,248.832,777.8592
p61,class6,4.6656,62.4672,519.9552,32.6592,132.9696
p62,class6,442.1952,546.3936,1135.5552,540.6912,564.0192
p63,class4,6299.5968,7874.7552,8460.5472,4698.2592,5864.9184
p63,class5,2539.9008,4128.2784,2539.6416,2375.8272,2452.032
p64,class4,1769.8176,2556.7488,2017.6128,1216.4256,1213.3152
p64,class5,1986.768,1813.8816,1287.7056,3054.4128,1319.328
p65,class4,266.4576,789.0048,375.3216,857.6928,1208.1312
p65,class5,5322.1536,3578.5152,4689.1872,8322.6528,25913.2608
p66,class4,1681.4304,1175.472,2699.3088,2814.1344,359.7696
p67,class4,3682.4544,5670.7776,2990.1312,6235.056,5249.0592
p67,class5,22.5504,11.4048,0.7776,39.3984,6.48
p68,class2,47.952,372.7296,318.0384,643.3344,222.6528
p69,class2,2.0736,5.7024,10.6272,68.4288,522.5472
p69,class3,25.1424,255.8304,129.3408,181.1808,814.4064
p70,class2,3.1104,9.072,44.5824,0,0
p70,class3,2762.2944,2450.2176,1571.2704,3031.6032,5632.416
p71,class3,1.0368,5.184,60.6528,289.008,138.1536
p72,class3,3495.0528,2578.0032,2660.688,1108.3392,845.5104
p73,class3,24.624,19.1808,96.1632,4.9248,30.5856
p74,class2,70.7616,315.1872,118.4544,58.32,101.088
p75,class2,284.3424,570.24,673.4016,729.3888,1273.968
p76,class2,486.7776,800.4096,595.3824,932.0832,580.8672
p77,class2,58.0608,43.8048,239.5008,222.3936,518.9184
p77,class3,27.4752,27.216,0,0,0
p78,class2,482.3712,734.832,1246.2336,614.0448,149.04
p78,class3,41.9904,75.6864,98.2368,127.7856,130.6368
p79,class2,3065.04,3256.848,2637.36,665.3664,667.44
p79,class3,1.0368,0.2592,17.8848,0,0
p80,class2,2804.2848,3207.6,1593.3024,2206.8288,2454.8832
p80,class3,4351.7088,6604.6752,4232.2176,1955.4048,1117.9296
p81,class3,2319.3216,2179.0944,2789.5104,3179.3472,1041.4656
p82,class3,550.2816,642.5568,846.8064,505.1808,1199.0592
p83,class3,1083.7152,1185.5808,652.4064,1348.3584,477.4464
p84,class3,9.3312,2.3328,125.4528,38.88,335.664
p84,class4,16.5888,59.0976,206.3232,331.5168,484.1856
p85,class3,1.0368,17.1072,24.1056,0,0
p85,class4,5037.2928,4104.1728,3193.344,1180.3968,4104.1728
p86,class4,137.1168,1297.5552,551.8368,1491.696,755.3088
p87,class4,2855.3472,2707.8624,6156,6661.44,2494.8
p87,class5,11.664,0,0,0,0
p88,class4,313.3728,279.6768,982.368,1086.3072,1130.6304
p89,class3,156.816,55.4688,60.912,73.6128,161.4816
p89,class4,2759.4432,1702.6848,1024.8768,2657.8368,4269.5424
p90,class4,1641.2544,1927.4112,2036.2752,3245.9616,6657.8112
p90,class5,1.5552,53.9136,0,0,0
p91,class4,94.8672,150.336,398.3904,1263.6,3930.5088
p91,class5,95.3856,78.7968,117.1584,531.6192,1638.4032
p92,class3,11008.7424,4200.0768,8105.4432,1902.7872,2488.32
p92,class4,1665.36,908.496,1105.488,539.9136,15203.1168
p93,class3,69.2064,788.4864,167.7024,2143.584,651.888
p94,class3,487.296,88.128,804.816,202.9536,448.9344
p94,class4,19147.104,11649.2256,17119.6416,9364.3776,5206.032
p94,class5,18.6624,3.1104,28.512,56.2464,28.2528
p95,class4,2970.9504,4056.9984,3290.0256,1783.296,1017.36
p96,class4,4199.2992,4122.8352,3065.2992,4724.9568,3433.8816
p97,class3,697.248,873.7632,413.1648,468.8928,311.8176
p97,class4,12550.9824,4862.8512,8247.744,6736.8672,2966.0256
p98,class3,177.0336,367.0272,118.1952,82.6848,489.3696
p98,class4,8407.152,9562.6656,9867.4848,3408.2208,4603.6512
p99,class3,7545.0528,5518.8864,3632.4288,5843.1456,3459.8016
p99,class4,62.7264,84.24,121.3056,122.3424,109.1232
p100,class3,15.0336,88.128,60.1344,342.9216,473.5584
p101,class4,3391.3728,724.7232,1310.256,2578.5216,7345.9872
p101,class5,9425.5488,4897.8432,9929.952,9847.7856,9074.3328
p101,class6,6.9984,16.0704,0,0,0
p102,class4,30.0672,20.4768,22.2912,94.608,52.0992
p102,class5,2536.7904,4278.3552,3094.0704,1453.0752,1693.872
p103,class2,18334.2528,8461.584,11028.7008,10361.7792,3431.808
p104,class2,825.8112,1211.76,1479.2544,738.9792,115.6032
p105,class2,3675.1968,3085.776,2209.4208,2078.2656,902.016
p105,class3,3355.8624,4350.4128,4580.3232,1205.28,425.8656
p106,class3,848.6208,1071.5328,2543.2704,2812.32,2136.3264
p107,class3,1581.3792,1910.0448,1326.8448,2677.0176,1826.8416
p108,class3,35.2512,20.9952,107.8272,602.1216,311.04
p109,class3,5264.352,3260.2176,3275.5104,2418.8544,1874.016
p110,class3,6.2208,6.48,102.9024,124.416,0
p111,class2,11221.0272,5936.1984,7137.3312,6620.4864,1733.2704
p112,class2,4379.7024,2368.5696,2135.5488,1892.4192,770.3424
p112,class3,975.3696,1936.7424,1523.5776,2429.4816,2194.128
p113,class3,933.8976,2808.432,2832.7968,1542.7584,459.3024
p114,class3,724.2048,2133.9936,3475.0944,4612.464,1029.024
p115,class2,935.4528,1034.7264,632.448,708.1344,330.7392
p116,class2,69.7248,44.3232,83.4624,128.304,165.6288
p116,class3,506.2176,259.9776,371.4336,128.5632,284.6016
p117,class3,377.6544,247.536,468.1152,268.0128,59.3568
p118,class3,182.4768,296.784,988.0704,1047.168,339.2928
p119,class2,21.7728,1.0368,38.88,415.7568,58.0608
p120,class2,131.9328,0,0,0,0
p120,class3,15.552,3.1104,110.6784,111.7152,397.0944
p121,class2,9.072,19.9584,5.184,82.1664,38.88
p121,class3,176.5152,359.7696,331.2576,475.632,759.7152
p122,class2,3317.2416,2223.936,1561.68,2269.296,431.0496
p122,class3,5632.416,2848.0896,3012.9408,5228.064,6819.552
p123,class3,6131.6352,4977.6768,2041.4592,365.7312,1037.3184
p125,class3,730.6848,308.7072,858.9888,965.0016,2223.4176
p126,class2,93.0528,55.9872,184.8096,52.6176,144.3744
p126,class3,7473.2544,4010.3424,6532.0992,2897.5968,3579.8112
p127,class2,13181.0976,7535.2032,3119.2128,3248.2944,4233.5136
p127,class3,191.2896,217.9872,468.6336,801.1872,310.0032
p128,class2,1.296,0,0,0,0
p128,class3,965.52,414.2016,600.5664,185.328,311.2992
p129,class2,31.104,51.3216,220.32,312.0768,1001.808
p130,class2,2709.4176,953.0784,544.0608,796.5216,206.5824
p131,class2,5884.3584,5481.0432,2864.9376,5099.76,1708.3872
p131,class3,510.624,259.9776,333.072,676.7712,230.1696
p132,class2,875.3184,1319.5872,1050.5376,364.4352,581.904
p132,class3,723.4272,896.5728,646.4448,324,134.5248
p133,class2,18.6624,273.456,76.2048,224.4672,10.1088
p133,class3,55.2096,272.4192,210.9888,196.992,242.6112
p134,class1,12.1824,3.888,35.2512,26.4384,41.472
p134,class2,1089.4176,728.6112,456.192,44.5824,215.6544
p137,class1,1048.2048,928.7136,713.5776,235.3536,448.1568
p137,class2,29.808,217.2096,129.6,12.4416,55.9872
p138,class1,155.7792,316.224,597.1968,1238.976,597.456
p138,class2,24.624,317.52,406.6848,119.232,300.1536
p139,class1,144.3744,65.0592,395.0208,1103.9328,874.8
p140,class1,2645.9136,4465.7568,1079.568,873.504,602.1216
p140,class2,279.6768,1041.7248,717.984,442.1952,507.2544
p141,class1,2200.0896,3146.4288,1791.5904,834.8832,1432.3392
p142,class1,2140.2144,386.7264,956.9664,801.4464,474.5952
p142,class2,318.5568,277.8624,660.96,464.2272,265.4208
p143,class1,42.768,109.3824,147.2256,242.0928,157.3344
p143,class2,461.8944,1340.3232,431.8272,294.9696,648.5184
p144,class1,22.2912,5.4432,18.9216,20.4768,60.1344
p144,class2,12.7008,36.288,15.2928,105.4944,454.6368
p145,class1,16.5888,57.024,48.2112,167.184,133.2288
p145,class2,186.8832,539.136,250.6464,37.0656,95.3856
p146,class2,7282.7424,7690.464,4351.7088,2969.3952,750.9024
p147,class2,1006.4736,1206.3168,720.0576,886.464,577.7568
p148,class2,1291.5936,1339.0272,1034.4672,662.5152,193.104
p149,class1,7.2576,0,0,0,0
p149,class2,366.2496,591.4944,1125.4464,1480.2912,298.08
p150,class1,435.1968,385.4304,422.2368,220.8384,23.5872
p150,class2,163.5552,398.6496,111.456,95.3856,40.9536
p151,class1,652.1472,501.552,184.5504,12.4416,354.0672
p152,class1,19.44,50.8032,51.0624,84.24,141.5232
p152,class2,12.7008,52.3584,36.0288,146.9664,129.3408
p153,class1,117.6768,60.6528,305.3376,67.392,51.5808
p153,class2,44.3232,51.5808,185.8464,115.6032,97.7184
p154,class1,113.0112,0,0,0,0
