,,dupvsc1,dupvsc2,dupvsc3,dupvsc4,dupvsc5
p11,class6,5632.511968,23002.98711,38646.83117,65780.49556,150918.197
p12,class4,8885.927245,10385.15175,97841.80172,117307.233,546259.4147
p12,class5,24386.57149,68610.35618,131213.12,152308.3326,182913.8331
p12,class6,8856.80303,16112.90441,112844.9857,159464.1749,176390.4116
p13,class6,4226.409414,8955.621643,16331.21975,28408.56453,47403.32289
p14,class1,124760.8499,0,0,0,0
p14,class2,4308.231337,9730.852519,10885.6949,26357.51812,76568.29598
p15,class3,11071.63748,21122.27927,48141.91107,108393.0316,168540.8306
p15,class4,14149.62598,38261.9993,68084.57391,105702.024,176731.8784
p16,class3,7246.244348,29144.3895,68516.44705,139475.4645,155524.1318
p16,class4,8703.571208,41878.75625,45630.1113,55146.37308,376122.9064
p17,class1,5152.925006,335825.1643,0,0,0
p17,class2,3160.802014,15046.61092,29975.69827,76706.71436,219805.8617
p18,class2,10432.55996,71456.34161,109860.4326,206348.485,340037.6057
p20,class2,239870.813,0,0,0,0
p20,class3,14636.33611,47294.41892,63680.35419,89594.11067,100429.8976
p21,class3,11209.03056,27252.54445,36031.7576,307030.4948,377468.3111
p21,class4,3563.904268,14103.87878,55563.05739,80045.13805,183505.659
p22,class2,15105.3808,28180.86895,0,0,0
p22,class3,37073.4418,49881.83131,0,0,0
p23,class3,18339.91742,55748.60505,61998.62835,68828.67798,73395.09153
p24,class3,11008.72365,19316.30102,77587.84992,183189.1762,248283.4753
p24,class4,11790.9123,14820.98758,26775.53263,105402.1635,217810.339
p25,class3,11844.9274,40340.93859,45158.98178,55672.58675,269725.4482
p25,class4,8324.175547,18793.2162,36592.12186,91081.01881,242384.7379
p25,class5,8601.491129,29772.0536,59357.63671,86525.24939,312835.3485
p26,class4,12988.56017,33155.40239,36743.60825,47692.14928,115585.1974
p27,class5,44945.2839,315249.6058,0,0,0
p27,class6,9256.101865,18281.05481,48976.3188,86880.66112,150650.9272
p28,class5,11885.11693,19317.87334,28674.94281,45125.46493,118150.1482
p28,class6,18912.66648,55062.4519,97831.94705,222353.2228,353228.5116
p28,class7,7458.310766,18657.05755,31906.26757,74425.68003,378571.48
p30,class6,8602.215784,24737.59654,47941.82802,73191.58322,195598.555
p31,class5,17267.57909,46290.06241,85556.95249,132377.1024,236337.1402
p31,class6,17897.86416,36793.97933,72370.5599,126029.2121,210450.7284
p31,class7,11307.87255,17629.58893,26563.90189,59649.37206,77994.81717
p32,class3,3831.967355,9688.965562,16538.36222,45709.39411,162204.5664
p33,class3,8142.438343,22372.99927,71602.23732,176503.3047,227801.1115
p33,class4,17648.94806,57114.60712,97983.74377,190587.7076,532997.6151
p33,class5,19785.25392,21575.15391,436714.6126,0,0
p34,class4,6871.299762,18310.78002,35111.01503,148324.0409,442179.86
p34,class5,16529.99374,40301.14132,79457.18142,147723.7493,546307.2367
p35,class2,199347.6498,0,0,0,0
p35,class3,199347.6498,0,0,0,0
p36,class2,4756.253724,14693.47137,18307.532,25066.20526,241175.6409
p37,class2,10319.78506,43647.12744,94814.22498,238824.5946,329503.8478
p38,class2,8593.320155,11317.58566,39974.95355,132345.8945,313848.6838
p38,class3,11342.55823,27154.64738,47638.52772,116558.0538,257640.0463
p39,class4,7403.484708,11969.85819,41189.69387,70306.63355,104053.9203
p40,class3,12093.81078,25775.27837,38525.03975,83199.28526,181973.1326
p40,class4,8925.305559,23213.77116,30099.25144,48749.3657,256090.165
p41,class3,7850.073063,19224.47958,49281.33592,66673.53826,115270.0322
p42,class2,6994.839533,18553.35653,150423.3158,169218.6415,264801.0241
p43,class2,13932.44235,33561.76602,83489.64503,162374.5064,301641.2197
p44,class2,10196.58013,19970.74159,43791.25167,0,0
p44,class3,14029.81014,22212.22488,24510.84031,26187.27304,0
p45,class2,2202.377418,7519.180601,22890.09785,61289.27302,234597.119
p45,class3,3537.707997,13045.84064,25165.03646,64369.26591,189925.5178
p46,class2,5749.696626,16331.49604,48347.15648,86013.3581,206400.0381
p47,class6,13681.83568,25595.45212,90175.83809,153707.389,255327.8336
p48,class5,16094.45646,43091.78525,88367.31028,128836.1327,202818.4577
p48,class6,11895.28886,23782.59797,37656.68167,65870.01359,89982.56304
p49,class5,36858.79265,39447.43525,0,0,0
p50,class4,13539.60013,31573.90372,52291.6524,104431.9181,210675.3701
p50,class5,6420.363565,14632.39695,28325.66851,105177.8824,167749.4606
p51,class4,7730.475473,18827.94904,41871.19901,70655.15546,172641.9969
p52,class5,14540.40027,30752.39882,123074.2139,136427.1768,218353.436
p53,class3,7394.715826,21399.56839,45725.70927,97248.05855,192237.7178
p53,class4,15964.66001,31065.97422,103153.6478,199206.6477,282118.7812
p53,class5,64934.6243,109664.1512,118924.8285,126325.4678,0
p54,class3,9179.879036,35355.54967,60563.48679,97409.41588,185163.4486
p55,class3,9969.352688,34706.64093,68116.04208,99417.76085,181992.1384
p55,class4,3439.242137,13649.17967,36355.43016,79048.85271,159994.8703
p56,class4,16133.89819,84979.98599,109267.5174,141083.2001,166147.8024
p57,class4,9925.008967,30405.01296,51661.53093,101423.2285,185579.1084
p58,class4,24448.01537,94355.66357,193973.6763,277752.1202,445627.573
p58,class5,4968.469358,9931.664264,15450.91737,15488.89538,179069.1179
p59,class6,1541.757831,16561.13149,64100.27153,74822.72391,101654.0877
p59,class7,5833.081693,27237.68171,36159.70775,52546.18143,68471.87255
p60,class5,3576.085433,11332.61732,15381.20101,17021.31945,23292.68176
p60,class6,6555.273508,16060.3912,28372.43898,38560.61721,85988.98821
p61,class5,12148.90885,31870.03459,71541.22059,448396.8485,557214.5984
p61,class6,21878.99747,229825.5398,310080.3201,342843.597,516238.8835
p62,class6,6474.0808,19299.54187,33288.36963,59629.19875,131832.3101
p63,class4,5719.449214,17176.24588,38422.30043,80903.90006,175259.0964
p63,class5,5267.961779,16191.91762,25281.30512,46574.96283,89391.65711
p64,class4,9906.69594,26546.31038,55880.40721,85109.94541,154477.5844
p64,class5,9096.831439,20487.4382,38904.93902,77852.21008,141135.7567
p65,class4,13132.44111,39786.22093,165809.1571,251182.2467,322663.8429
p65,class5,20109.15708,99051.49873,207069.0107,316562.8708,519459.8524
p66,class4,22242.69991,71964.90157,156582.9084,222524.1666,462182.7935
p67,class4,7290.710126,19173.43069,39966.12676,67194.26549,101962.9259
p67,class5,2413.077005,5477.692943,7967.447133,13698.27504,14189.23965
p68,class2,4765.456173,13590.01017,24331.25851,56716.90526,123987.1752
p69,class2,4130.087123,5237.175856,10089.4992,22844.61438,98235.38027
p69,class3,6221.442117,18252.79084,38589.91939,77066.96786,94837.47983
p70,class2,5114.515795,7648.908448,21429.61417,0,0
p70,class3,10859.72944,31576.85976,73155.20577,168625.8796,253307.8669
p71,class3,7350.996224,7598.444962,20814.6125,146070.6761,146330.451
p72,class3,10984.32221,26951.32959,57905.79813,125482.0325,328564.0109
p73,class3,4584.751948,17185.14703,22687.95762,29637.62697,58770.81963
p74,class2,2477.795613,14457.0154,34175.2358,110417.6749,285707.3148
p75,class2,10793.04983,20198.49565,42924.82923,83508.47257,181913.1706
p76,class2,6302.540785,19368.74865,46788.64108,81926.36625,255891.2603
p77,class2,5913.172239,19946.62565,60525.23676,102696.2414,184079.6929
p77,class3,86259.0045,188005.8737,0,0,0
p78,class2,7362.205338,21272.46636,36505.37747,59483.99523,112020.302
p78,class3,4064.081044,10011.42368,32541.07259,57041.49262,139545.3151
p79,class2,10984.6585,23787.93123,54745.22798,101221.1787,160926.4723
p79,class3,3006.686361,15038.17577,27411.30616,0,0
p80,class2,6830.461471,18025.20037,35534.01778,65449.34274,139610.9653
p80,class3,8204.512234,17432.97704,30197.97696,49960.29784,171813.9841
p81,class3,13309.22398,36922.8088,79816.72974,146132.729,357229.9895
p82,class3,6696.611596,19907.59025,35377.35553,58684.28984,148597.0662
p83,class3,12301.89323,23437.13766,41792.34703,71608.70636,149638.1817
p84,class3,4063.407532,16338.50557,32537.93853,48386.42232,228157.8641
p84,class4,4788.601704,17367.89804,45401.78412,69263.6039,358620.2083
p85,class3,3333.60303,6797.014467,21435.85032,0,0
p85,class4,29171.61292,85699.62648,169160.5102,279806.7443,477672.4136
p86,class4,12495.47588,24494.34793,33748.27664,42534.61807,56008.2149
p87,class4,22394.05683,74963.58002,160874.3926,420916.5991,623072.7987
p87,class5,14713.19275,0,0,0,0
p88,class4,9399.233374,16702.69872,33337.7774,73943.39837,179073.0346
p89,class3,15550.35509,122595.2632,208139.3297,278057.004,307363.5141
p89,class4,18543.08759,46266.97044,101619.4401,195336.433,303379.9401
p90,class4,20390.36235,63311.53617,147022.5067,305525.7417,404107.0577
p90,class5,12632.58277,353659.2672,0,0,0
p91,class4,6130.199049,15529.67998,38396.19443,119067.979,202915.3565
p91,class5,8563.380532,22946.89053,54123.94513,104979.2318,252632.5179
p92,class3,19848.9761,59671.85478,126435.1889,238081.2522,405252.3326
p92,class4,7593.959289,20435.66589,38494.75115,177469.7494,351534.8316
p93,class3,7437.302584,20637.22944,63540.61178,105944.6884,298133.0411
p94,class3,23575.49741,94823.46585,397872.5784,426853.7727,484260.1476
p94,class4,29742.4928,128687.5061,243812.1747,487788.9514,747842.4071
p94,class5,5121.280916,6909.657194,9098.623409,11502.96395,25260.03508
p95,class4,8463.571725,19156.76975,44442.68292,92890.54822,192075.2883
p96,class4,19081.20554,82301.53966,156404.4228,194149.8382,278538.8187
p97,class3,6099.672439,15222.5767,38368.53396,78876.90195,182319.2467
p97,class4,14270.41398,48972.92981,111603.7078,155284.5317,202515.2971
p98,class3,2324.056938,9595.332777,22102.65756,36554.26214,107198.7442
p98,class4,22567.09893,99980.83997,169827.8951,244350.7823,321392.6257
p99,class3,15061.2555,41339.42005,81845.72141,152188.9435,216835.923
p99,class4,3282.151199,6672.459118,13409.20474,19209.67525,81152.28591
p100,class3,12717.03349,20094.76328,34939.79591,56531.4764,85805.08314
p101,class4,17736.77568,65492.82513,214506.6572,352571.6412,510888.7946
p101,class5,16551.28024,58169.38617,126645.6815,177591.1565,345696.8738
p101,class6,6119.962691,90893.3797,0,0,0
p102,class4,6539.60997,24522.76231,32147.83064,163224.2584,163918.9759
p102,class5,8323.814845,22854.90521,57678.16666,167762.3217,358811.2355
p103,class2,16941.05741,63315.82582,123378.236,182114.3475,272703.0973
p104,class2,23027.7485,46596.39701,94192.58192,128407.6298,196017.9672
p105,class2,12009.72786,29146.64506,65952.8069,137279.2659,237631.994
p105,class3,14209.74662,31036.99403,60351.40072,111567.4938,248555.5519
p106,class3,9270.6287,19382.49012,33961.12808,51125.91828,70557.94132
p107,class3,6901.018833,19722.3976,36415.01402,85512.77038,130173.0369
p108,class3,3030.258399,10351.66065,14487.47439,35615.72773,75828.65451
p109,class3,16675.52905,47528.81586,90538.70455,175318.9749,298644.8369
p110,class3,10855.93973,12491.28056,34960.14708,45084.91037,0
p111,class2,18676.06544,55574.96026,147877.1187,259070.903,484745.7054
p112,class2,18994.30884,59932.39097,114505.1847,233685.3912,442051.382
p112,class3,11788.4707,24692.10307,46987.57931,77491.9034,127649.9079
p113,class3,9729.836375,31730.26144,65762.42401,100794.3547,152258.3153
p114,class3,8587.021012,21805.34126,41277.93935,65952.59335,109646.2283
p115,class2,8036.723494,17607.36084,30036.21017,47380.69276,63887.39885
p116,class2,4539.429444,12409.04756,16325.67741,30020.17578,138062.2333
p116,class3,15094.31248,35032.10883,52650.20135,66549.93702,93115.92426
p117,class3,6844.92487,14766.44434,19635.25962,39567.17318,106994.3451
p118,class3,6096.008719,16359.50061,28940.04138,49081.94794,180434.5122
p119,class2,18317.99151,25786.23976,86395.16269,115832.7553,231788.4288
p120,class2,82970.72103,0,0,0,0
p120,class3,15405.19053,19354.40235,22534.86853,24260.06784,42135.69681
p121,class2,11243.9541,30910.18797,32486.02104,48673.30553,64061.42039
p121,class3,7652.061824,14739.25376,34893.50974,55871.37941,74162.36526
p122,class2,22749.58398,71690.28541,152705.5213,266229.1602,538925.3567
p122,class3,17578.14161,48615.70052,115241.9488,191711.4783,247028.5022
p123,class3,11820.60369,27992.62877,57473.8474,144712.4783,286582.3448
p125,class3,8175.346214,16724.88779,41476.07932,65870.15155,127144.2821
p126,class2,16831.87257,24498.39525,43952.59169,69062.95223,226602.9503
p126,class3,14748.16096,45546.82293,90388.39802,167068.4328,244650.4386
p127,class2,20080.02814,67802.26177,167774.9559,305336.6795,668272.358
p127,class3,3946.871164,10552.83479,15752.23173,22768.58067,37211.11458
p128,class2,41723.5316,0,0,0,0
p128,class3,150548.2027,892127.9206,1281553.94,1606373.314,2382736.837
p129,class2,6883.972403,17495.90639,48466.89843,170352.185,280928.299
p130,class2,34775.35911,116084.8363,182448.2292,264687.8527,304488.7224
p131,class2,18002.91914,40990.24624,92609.08222,184648.6807,309468.5649
p131,class3,16279.90721,43875.38145,113675.3037,192522.0811,508951.288
p132,class2,9793.110631,22835.78095,41523.91904,78659.72614,127420.5644
p132,class3,12438.54559,31483.27112,61329.3543,100445.7591,165378.5975
p133,class2,3767.154538,17642.10151,34754.92109,65617.5149,172843.343
p133,class3,7390.734102,21475.32592,43289.47734,112791.5394,180943.3265
p134,class1,8345.507026,17391.49833,22705.07779,28715.57544,46378.51527
p134,class2,21725.94368,49966.30942,80552.21551,171940.038,475303.2862
p137,class1,6007.184771,13498.22709,23821.93971,50088.82562,117715.4914
p137,class2,3182.76433,10381.19596,14032.58127,18413.54898,23259.00155
p138,class1,6275.192058,10042.57447,19209.83932,42027.62675,76598.0489
p138,class2,4131.365314,23683.80612,32875.23699,42949.61884,136298.6784
p139,class1,7841.048352,14104.3725,17592.96721,23326.85637,234466.6935
p140,class1,18112.14075,43383.92129,84592.44872,182348.0223,460176.6257
p140,class2,4378.260633,18497.35838,49156.15377,114483.0819,344874.9869
p141,class1,16784.51622,43787.13451,81597.9565,191008.2871,677989.5751
p142,class1,26173.37977,65485.00947,320338.9312,485027.1386,685044.0513
p142,class2,18698.44207,396022.0296,540762.0495,560966.3911,792215.0751
p143,class1,12290.92288,86728.09601,98951.28179,245285.3176,596078.2575
p143,class2,8771.469561,22163.45078,36928.0508,198480.4106,428665.9159
p144,class1,10528.05147,12660.72992,18760.14613,24085.62665,239864.4631
p144,class2,5195.860507,13569.01197,22271.07922,253926.9155,272800.6504
p145,class1,4257.201415,7410.759869,11385.64355,17297.7165,173485.2505
p145,class2,5688.287911,10527.61771,18929.50165,28412.69402,231513.8239
p146,class2,7644.545815,18913.10281,35400.95548,68843.11892,169879.1667
p147,class2,7038.546672,18570.42596,42224.72011,82062.02902,150257.2961
p148,class2,6214.170307,14844.40079,23829.46247,38490.84905,88644.80674
p149,class1,4005.79625,0,0,0,0
p149,class2,5163.824449,10547.97892,16447.39983,29349.51046,69478.43878
p150,class1,6183.95128,13662.82737,22147.62668,36943.4369,84233.06666
p150,class2,5864.208172,13756.167,19797.54221,35754.60202,67765.93947
p151,class1,17928.71381,34316.25436,68982.51786,171733.0328,354163.3624
p152,class1,4075.819283,7144.017286,15370.80728,19797.15681,38731.47204
p152,class2,4962.927885,8406.797977,13286.29596,20127.3928,50823.86347
p153,class1,3861.6192,10155.52211,14571.32855,21073.7054,137383.4426
p153,class2,2855.220511,8758.367592,20467.43601,52286.80298,209516.7766
p154,class1,41143.90318,0,0,0,0
