region,class,bin,capacity,supply_curve_cost_per_mw,sc_point_gid,dist_mi
p1,3,10,2497.2968,38955.2048,"9163,9166",9.8495
p1,3,11,2499.9001,56289.8348,"9543,9544",14.2325
p10,5,1,4606.5508,6716.286,"52848,53984,54364,57780,57781,58162,58540,58542,58923,59688,59691,59692,59694,60069,60070,60071,60072,60074,60449,60827,60829,61209,61589,61590",1.6982
p10,5,2,5511.6467,11633.7823,"43730,46012,51322,51326,52085,52465,53985,53986,55884,57782,58159,60450,61210,61970",2.9415
p10,5,3,5262.3582,16229.114,"44110,50185,55125,58160,58541,58922,59693,60830",2.5319
p10,5,4,5075.8463,19041.9512,"44489,46011,49046,49425,49805,49807,50942,52086,52466,53227,57399,57400,57779,59313,61211,61591",1.3452
p10,5,5,4106.3082,22760.7112,"51705,52084,55885",4.5085
p10,5,6,5642.0277,25940.0215,"50184,50188,52464,52845,52846,57401,60075",6.3453
p10,5,7,5665.9363,34641.5885,"43732,44112,44874,45254,45632,49426,49427,49804,50187,50567,50947,51328,51707,52081,52087,52462,53226,54366,54746,55505,58161,61971",7.6741
p10,5,8,3474.6675,62059.5369,"50948,52083,52847,54744",14.0626
p10,5,9,6429.8834,81762.3711,"49424,52842,54745",18.6017
p10,5,10,5003.9232,122369.9622,"45631,49806,51327,54365",28.2085
p10,5,11,5004.2841,187708.0309,"44490,50566,50946,51702,51706,52082",45.7053
p10,5,12,2103.9129,266658.4688,52844,67.4226
p10,5,13,6343.6257,278713.6313,"52841,52843",70.4707
p10,5,14,6484.1224,324890.254,"51703,52463,52840",82.1461
p10,5,15,5509.2001,423215.7723,"51325,51704",107.007
p10,5,16,4003.7051,460765.8695,"50945,51323",116.5012
p10,5,17,6377.013,489425.2069,"50944,51324",123.7475
p10,5,18,3604.0955,505366.6715,"50186,50565",126.5256
p10,5,19,6444.344,523010.1013,"50564,50943",130.6579
p10,5,20,5724.3472,554511.6926,"50183,50563",140.2042
p10,6,1,7706.5549,4342.545,"52849,53599,53601,56264,56644,57405,57409,57785,58165,58166,58168,58174,58543,58924,60073,60833,61212,61219,61592,61600,61981,64265,64641,65782,65784,66164",1.098
p10,6,2,7868.4111,11231.8885,"47913,53606,53994,54740,55507,55530,56267,56274,57028,57408,57410,57419,58163,58170,58175,58176,58544,60451,60452,60453,60831,60834,61214,61593,61595,61987,62361,63512,64645,64646,66163",2.8399
p10,6,3,6991.4506,14906.9909,"46392,46393,53983,53995,54359,55889,57786,57790,58553,58937,60463,61237,61238,61594,62353,62360,62367,65025,66550",2.3463
p10,6,4,8221.2388,15960.2309,"46013,50194,53218,53229,53602,53980,53982,56268,56275,57407,57783,58164,60839,61972,66544",3.159
p10,6,5,7987.0821,17176.8495,"44493,52460,53605,55123,55506,56269,56645,56656,57027,60076,60857,61218,62742,63132,65405",1.2614
p10,6,6,7387.612,18958.0406,"53600,53979,53988,54361,55128,55131,55510,55888,56647,56655,57037,57784,57788,58173,60837,61599",3.3902
p10,6,7,8054.0861,20372.889,"53608,54743,55130,55887,56265,56276,56648,57787,60476,60832,60836,61217,61973,63501,65780",2.6901
p10,6,8,6185.3816,22330.6599,"52457,54362,55504,58167,60454,60838,61213,61974,63892",3.9399
p10,6,9,9857.3076,23675.5143,"45253,53221,53225,53603,55124,55509,60456",4.7057
p10,6,10,6521.3362,25556.1016,"44873,46772,51333,51334,53231,53981,54360,55120,55132,55511,56266,57402,59311,59317,60455,60835,61215,61216,61596,63130,63502,63513,63891,66160,66170",4.3847
p10,6,11,8938.8955,28838.546,"45251,45252,53224,53604,53611,54369,55121,55126,55886,57795,58938,58955,59318,60856,61236,62355,62740,63122,63133,64651,66171,66543,66551",4.5818
p10,6,12,6371.9109,34749.0133,"48293,49813,52461,53220,53230,54363,56646,61975,61994,62741",6.442
p10,6,13,9389.0027,44890.4613,"46014,49433,51697,52077,53222,53223,54367,54748,55122,63893,64271,64272",11.2216
p10,6,14,6401.9792,53474.7682,"46394,52838,54749,54750,55127,55129,55508,60462,63121",10.8651
p10,6,15,7319.5807,68480.25,"53219,53609,54742,58195,62354",17.3147
p10,6,16,8524.6196,95697.6446,"47533,48673,50954,52839,53610,54368,54741",22.6448
p10,6,17,8205.2538,176338.1444,"46773,47153,47154,48294,48674,49053,49054,60096",43.5649
p10,6,18,6787.029,239130.5543,"46774,47534,47914,49814,50574,51698",59.9586
p10,6,19,8939.6206,360781.5405,"52078,52458,52459",91.2209
p10,6,20,8434.6243,433538.0346,"49434,52079,52080",107.8483
p10,7,1,187.6608,14225.9053,65781,3.5969
p10,7,2,12.4416,23003.2266,64261,1.9984
p100,3,1,817.7608,14705.9178,"43639,45538",3.7183
p100,3,2,424.6093,16421.9044,"43258,45158,45160",1.4464
p100,3,3,524.0146,17977.1582,44401,0.7276
p100,3,4,1216.3586,18960.9907,"42500,43259",2.6846
p100,3,5,422.2898,21823.7336,"44020,44399",1.7001
p100,3,6,383.612,22416.7012,42499,1.8501
p100,3,7,1092.0204,22491.3789,43640,5.6868
p100,3,8,1722.899,25362.0533,"42878,43260",5.8828
p100,3,9,741.776,31931.5263,"42498,42879,43641,45920",4.9908
p100,3,10,365.7324,36862.6001,"44019,44400,45539",6.1729
p100,3,11,1483.6562,38608.6914,42881,5.9441
p100,3,12,944.6346,39288.6182,"42880,44779",6.4429
p100,3,13,460.995,44592.8521,"46299,46679",11.275
p100,3,14,1100.9008,55738.1929,"43261,44780,46300",14.093
p100,3,15,515.2715,81892.6641,44781,16.8881
p100,3,16,689.949,102441.0156,46680,25.9015
p100,3,17,743.7683,105452.6736,"45159,45161",22.8451
p100,3,18,998.5945,151986.3099,"45921,46301",36.4262
p101,4,1,7340.9665,8499.0812,"77070,77830,78208,78209,78210,78211,78587,78588,78589,78947,78948,78970,79341,80087,80089,80106,80489,80864,80870,81244,81245",2.1489
p101,4,2,7491.5252,18627.9635,"77828,77829,78199,78207,78563,78586,78590,78963,78967,78968,78969,79326,79344,79348,80467,80484,80865,82013,82768",3.4119
p101,4,3,7423.6657,28548.6905,"77449,77450,77815,78191,78192,78204,78206,78568,78581,78584,78591,78946,78951,78953,78962,79327,79335,79345,79722,79727,79730,80107,80480,80490,80491,81251,82014,83153",6.8567
p101,4,4,7407.8624,41412.2027,"77067,77448,77827,78585,78955,78958,78966,79334,79337,79347,79704,79721,80102,80104,80485,80486,81627,81632,82007,82388,82391,83152",9.8445
p101,4,5,6965.802,64280.8772,"77069,78188,78190,78950,78965,78971,79346,79350,80105,81252,83536",16.0942
p101,4,6,7027.4198,90590.5996,"77447,77819,79349,79351,79726,79729,81239,81249,83155",21.9439
p101,4,7,7864.804,153622.3368,"78961,78964,79725,79731,80110,80861,81630,82393,82774,82775,83156",37.6709
p101,4,8,7269.848,289382.6119,"78200,79724,81248,81628,81631,81633,82008,82392,82394",70.2241
p101,4,9,6619.0381,348802.6795,"78574,80868,80869,80871,81247,81250,81253",84.3743
p101,4,10,7867.0332,384613.7605,"78183,78943,79323,80487,80488,80492,80863,80872",93.4289
p101,4,11,7193.9937,413578.9961,"78564,78944,79324,80108,80109,80111",100.7525
p101,4,12,7934.5786,437809.1282,"78184,78185,78565,78945,79325,79332,79728,80112,80481",107.088
p101,4,13,6700.4633,489127.7298,"78186,78566,78567,79343,79720,79723,80100",119.8545
p101,4,14,6812.9204,522985.3994,"78187,79328,79339,79342,79708,80088,80095",128.6687
p101,4,15,7652.1357,556374.391,"78189,78569,78949,78959,78960,79329,79709,79717,80094",137.1368
p101,4,16,8067.6708,587889.9811,"77826,78570,78579,78580,78957,79336,79715,79716",144.8258
p101,4,17,7181.6284,612985.403,"77446,78571,78578,78956,79714",151.171
p101,4,18,7583.2248,634067.8953,"77068,78198,78572,78576,78577,78952,79713",156.5015
p101,4,19,6976.3375,648976.6498,"77066,77818,78197,78575,79333",160.2711
p101,4,20,7893.9843,672659.6991,"76686,77816,77817,78193,78195,78196,78573",166.2592
p101,5,1,10379.1007,7676.9283,"82396,82767,82777,83523,83534,83903,83914,84289,84293,84294,84295,84673,85053,85434,85813,85814,86571,86943,86945,86946,86950,86951,87324,87325,87330,87708,88087,88090,88467,89606,91892,91893,92653",1.9411
p101,5,2,12768.6911,12915.035,"80101,82015,82395,83909,85055,85056,85058,85433,86189,86564,86952,87327,87332,87333,87707,87710,88470,88471,89226,90747,90748,91131,93034,93794",3.181
p101,5,3,10816.9268,16086.7635,"80846,82387,83526,84669,85045,85438,86193,86566,86568,86573,87339,88086,89605,91140,91894,92658,94174",1.9231
p101,5,4,11804.8868,18617.4706,"83146,83908,83910,84676,85046,85049,85057,85818,86185,86569,86944,86947,87331,87711,89225,89607,89987,92654,92657,93414,93795",2.8743
p101,5,5,11285.126,22557.8569,"77831,80874,82011,82773,83143,83147,83904,83907,83916,84288,84296,84667,84671,85044,85051,85052,85424,85429,85435,86191,86196,86577,87328,88466,91520,91521,92273,92274,92656,93033",4.3776
p101,5,6,12152.3842,26931.3934,"81605,81624,83524,83525,83527,83905,83911,83913,84284,84290,84665,85048,85805,85812,86184,86190,86194,87329,87712,88091,88845,88850,89240,91512,91900,92655,93415,94556",4.6932
p101,5,7,11000.719,31091.8935,"80093,80113,80483,81225,81240,81246,81255,81625,82766,83142,83148,83522,83529,83531,83915,84285,84292,84664,84677,85428,85430,85437,85804,86192,86195,86570,86572,87714,88089,88468,91509,91513,91514,91517,91891,91901,94175",6.5141
p101,5,8,11920.1235,38544.8922,"79340,79352,80494,81623,81635,81982,82386,83535,84670,85050,85431,85432,85436,85808,85815,86565,86567,86578,86948,86953,86956,88088,88469,88846,89232,89609,89998,91130,91511,92276",9.3354
p101,5,9,11182.5402,47842.9366,"80866,81603,81621,81626,82384,82763,83149,83528,83530,83532,83538,83912,84668,85817,86949,87709,88472,88853,89613,89989,91133,91515,91895,92275,94176,94555",11.6608
p101,5,10,11807.3685,62925.3947,"80848,81226,81604,82003,82006,82383,82385,82762,83157,85427,85816,86575,87334,87713,88480,88847,88848,89621,91132,91899,93039",15.303
p101,5,11,10789.7685,75279.9041,"80098,82004,82382,83537,85807,86187,86188,86197,86198,86954,88099,88481,88852,89230,89241,91516,91896",17.6036
p101,5,12,11792.2336,97727.7173,"81241,82002,82005,83154,85426,86576,86579,86955,88092,88101,89227,89620,90753,91897,92661,93041",23.285
p101,5,13,11798.3654,120118.4857,"79732,81619,85425,86958,86959,88094,88100,88849,88859,89229,89239,89608,89619,90370,90371,91898,93040",29.4727
p101,5,14,11481.7402,148478.3814,"81242,81620,81622,88858,89228,89238,89618,91128,91129,91518,91519,92659,92660",36.7618
p101,5,15,11713.9828,186320.3047,"81243,81983,82776,87719,88093,88476,88851,89617,89988,90367,90368,90369",46.1616
p101,5,16,10929.4623,232441.0491,"88473,88474,88854,89231,89610,89611,89991,89997,90749",58.525
p101,5,17,11453.825,289353.97,"81254,81634,82012,88475,88856,89236,89612,89616,89992,89996",71.7677
p101,5,18,11229.8519,353493.1641,"80867,88855,89234,89235,89614,89615,89993",85.5603
p101,5,19,11684.5713,390337.2047,"80493,80862,80873,89994,89995,90372,90373",94.876
p101,5,20,12239.5029,479449.362,"78194,79338,79718,79719,80099,80482,80847,90750,90751,90752",117.4074
p102,5,1,1315.0007,2973.8152,"91145,93426,94566,95327",0.7519
p102,5,2,2364.4102,7234.241,"84679,85060,85821,86201,87723,88865,89245,90003,90387,90767,91146,92667,94947,95706",1.8291
p102,5,3,1789.031,13145.5032,"84678,85059,86200,91527,91528,93046,94186,94948,95707",3.3237
p102,5,4,1790.8365,15594.7856,"84298,88864,89623,89626,90764,93806",2.2444
p102,5,5,1937.9911,17935.9021,"85439,88104,88863,90007,96086",4.535
p102,5,6,1971.9919,18670.4424,"89243,91907,96087",2.0376
p102,5,7,1750.6343,19352.16,"90004,92666,95326",4.893
p102,5,8,1661.79,21689.7457,"84297,85440,90006,90383,90762,91142,91525,92287,92664",3.4966
p102,5,9,1828.2706,23617.1987,"88484,90002,90384,90386,90766,91526,91905,92286,93425",4.8511
p102,5,10,2066.1166,25842.9825,"84680,86582,88483,90385,91144,91904,92284,92285",5.6414
p102,5,11,1645.5605,29358.5634,"87341,89624,90765,91903",3.646
p102,5,12,1977.6479,33809.8433,"85819,89244,91524",4.7307
p102,5,13,2057.6472,39211.4061,"85820,87340,88102,89622,90763",9.1915
p102,5,14,1271.6546,45831.8261,"83917,88862",9.3018
p102,5,15,2200.4002,49146.6121,"88103,88482,90005,91143",12.4264
p102,5,16,1205.8788,58282.045,"89242,91523",13.9779
p102,5,17,2853.2182,68535.3145,"83918,86199,89625",17.3286
p102,5,18,1664.8828,85474.7649,"87343,87722,91522,91902,92662,93042",20.3456
p102,5,19,1589.3049,112782.7317,"86580,86581,87342",28.5163
p102,5,20,2346.4951,139881.122,"86960,86961,86962,87720",34.2784
p103,2,1,32702.249,6583.8586,"17747,24974,26882,28014,28392,28774,29527,29916,30296,30304,30676,30678,30683,30684,31043,31045,31064,31423,31438,31439,31440,31441,31801,31811,31819,31820,31821,32195,32198,32200,32577,32955,33324,33327,33337,33339,33340,33341,33710,33718,33720,33721,34480,34858",1.6647
p103,2,2,31189.3234,14587.8821,"18505,20026,21165,22314,24212,24975,26100,27997,28002,29520,29523,29908,30282,30288,30298,30662,31042,31056,31060,31420,31422,31424,31436,31437,31442,32194,32199,32578,32951,32952,32953,32954,32957,32958,33338,33713,33716,33717,34100,34473,34857,34860",2.8725
p103,2,3,35768.0679,19366.6066,"17368,22312,22683,24201,26478,26494,27632,27637,28015,28379,28394,28395,28757,28760,29140,29141,29147,29148,29521,29917,30281,30284,30682,31061,31419,31443,31444,31800,31803,31818,32574,32940,33719,34093,34479,35237",1.966
p103,2,4,34098.0932,23471.7518,"17748,18126,18507,20016,20406,21546,22687,23066,23821,24200,26868,27617,28388,28391,28759,28772,29519,29526,29900,29909,30287,30297,30677,31044,31057,31058,31435,31802,31805,31814,31816,32181,32186,32196,32197,32575,32944,32956,33328,33330,33332,33335,33707,34088,34094,34471,34478,35608",4.935
p103,2,5,33818.391,28700.0475,"19268,19270,20405,20407,21548,21934,22695,23063,23447,24202,24580,24973,26111,26483,26857,26866,26874,27250,27251,27621,28012,28378,28761,29153,29517,29536,29544,29902,29905,29906,29919,30289,30303,30661,30665,31059,31063,31421,31434,32193,32560,32562,32948,32949,32950,33323,33329,33331,33333,33715,34092,34095,34101,34847,34859",5.8264
p103,2,6,33529.4885,35985.9372,"17366,17742,18118,18128,18879,18884,18887,19257,19262,19269,19639,20785,20790,22304,22305,22313,22688,22689,23073,23454,23834,24583,24960,24972,25347,25356,25718,25722,25736,26104,26477,27246,27257,27636,28008,28011,28377,29164,29528,29533,29901,29904,29924,30280,30290,30291,30299,30663,30679,31041,31054,31062,31426,31815,31817,32180,32182,32185,32576,32943,32945,32946,32947,33322,33334,33336,33708,34089,34090,34099,35238",7.4736
p103,2,7,32625.5325,53469.9837,"19264,20786,23832,25353,26498,26858,26877,27619,28016,28390,28783,29531,29918,30302,30664,30674,30675,30680,30681,31039,31040,31053,31425,31433,31806,31813,32561,32568,32942,33320,33321,33709,33714,34098,34467,34475",11.7546
p103,2,8,32973.2369,79120.6513,"18503,18509,20787,21166,26119,26120,26493,27253,27630,28023,28770,29923,30283,30300,30301,30672,30673,31052,31431,31432,31812,32192,32941,34096,34097,34477,34855,35229",18.4611
p103,2,9,34463.0449,101801.6437,"18506,19263,19271,21168,21545,28389,29154,29522,29543,29914,29915,29920,29921,29922,30293,30294,30295,30659,30667,31046,31051,32184,32565,32572,33712,34087,34468,34474,34854,35232",23.7792
p103,2,10,32630.0466,134654.125,"21551,26492,26871,28010,28403,28778,29163,29534,29535,29538,29539,29540,29542,29912,29913,30671,31047,31050,31430,32191,32563,33711,34848,35610",31.7762
p103,2,11,33495.2899,163927.4876,"21552,22684,24976,26490,29155,29156,29159,29532,29537,29541,29907,29910,29911,30668,30669,30670,31049,31429,31809,31810,32190,32564,32570,32571,35228,35230,35231",38.3959
p103,2,12,33420.9224,192953.8871,"25355,28768,28773,28775,29151,29152,29157,29158,29161,29162,29530,31048,32183,32189,32566,32569,34849,34850,34851,34852",45.9823
p103,2,13,34662.2434,219638.4776,"21924,24205,25352,27628,28004,28393,28396,28402,28771,28776,28777,28780,28781,29150,29160,29529,31804,32188,34470",53.0299
p103,2,14,31244.7859,254983.3712,"21173,24215,26873,28013,28017,28020,28397,28398,28399,28400,28769,28779,28782,29149,29518,30286,30666,35611",62.0775
p103,2,15,35151.5801,301235.989,"18116,19636,20015,24596,25729,26488,26501,26864,27249,27252,27629,27631,27633,27638,27639,28009,28018,28019,28021,28022,28401,28758,29138,29898,30279,30285,30660",73.1131
p103,2,16,34115.9658,346929.8807,"18117,19637,24216,25354,26862,26870,26872,26878,26879,27237,27258,27259,27260,27261,27262,27640,27641,27642,29899,29903",84.4873
p103,2,17,32948.1212,393937.1342,"18498,18878,19258,19259,19638,21925,23450,25734,26112,26113,26114,26489,26491,26499,26500,26869,26880,26881,27238,27239,27241,27245,27618,27624,27625,27998,28003",95.8949
p103,2,18,33306.5535,466013.4869,"18120,18121,18122,18500,18501,18502,18880,18881,18882,18883,19260,21926,23823,23826,23835,23836,24595,24968,24969,24970,24971,25341,25348,25349,25351,25719,25728,25731,25732,25733,25735,26098,26099,26103,26108,26109,26484,26861,26865,27242,27244,27622,27623",114.4268
p103,2,19,33688.9928,581317.2597,"17746,18123,18127,21923,22303,23064,23071,23072,23074,23075,23448,23449,23451,23452,23455,23825,23829,23830,23831,24203,24204,24210,24211,24581,24582,24587,24588,24961,24962,24963,24967,25340,25342,25343,25720,25721,25723",143.3156
p103,2,20,34365.5768,670556.231,"17367,18508,18888,18889,18890,18891,20788,20789,21167,21169,21170,21171,21172,21547,21553,21554,21555,21927,21928,21935,22306,22307,22315,22686,22690,22691,22692,22693,22694,23065,23067,23068,23069,23070,23444,23445,23446,23824",165.8841
p103,3,1,1538.9605,16655.7754,35239,0.3935
p103,3,2,1088.3142,35011.9297,34856,8.8525
p103,3,3,784.4659,36973.5195,35236,9.3485
p103,3,4,1018.8588,63465.5547,35235,16.0468
p103,3,5,504.5011,90363.7891,35612,22.8478
p103,3,6,2130.7237,105312.7656,34476,26.6276
p103,3,7,1195.5344,106145.9375,35234,23.0204
p103,3,8,685.7516,111364.2109,35233,28.1576
p103,3,9,612.9309,134720.2344,34853,30.2452
p104,2,1,1582.7418,6298.5627,"34084,35601,35981",1.5925
p104,2,2,1505.9167,12115.3234,"33704,34459",3.0633
p104,2,3,483.1983,15178.0791,34085,3.8377
p104,2,4,1678.3146,15444.4092,35219,0.0872
p104,2,5,1044.0323,15527.7246,34460,3.9261
p104,2,6,1921.5443,16213.2994,"34839,35979",1.9563
p104,2,7,988.4696,17825.3279,"33702,34845",1.2271
p104,2,8,981.659,18178.6582,35599,0.7785
p104,2,9,1894.5841,19424.119,"33325,34079,34080",3.6738
p104,2,10,1354.5401,20530.0078,33700,5.1909
p104,2,11,729.1641,21063.1007,"34841,35222,35600",3.3841
p104,2,12,2076.3096,22614.1766,"33326,33701,34843,35225,35226,35603",1.9972
p104,2,13,1299.4316,26505.9112,"34464,34840,35221,35223",4.8907
p104,2,14,773.0404,27700.7188,33703,3.1861
p104,2,15,1718.8044,28754.1898,"33706,34083,34086",7.2703
p104,2,16,1257.0349,30621.098,"34462,34463,34465",4.3632
p104,2,17,1464.2281,31558.059,"35224,35602,35978",4.503
p104,2,18,834.0826,33596.1122,"33705,35604",7.5337
p104,2,19,1702.8432,38031.0363,"34081,34842,35220",5.798
p104,2,20,1434.7959,52772.2119,"34082,34461,34466,34844,34846",12.801
p104,3,1,458.9637,9048.9512,35218,2.288
p104,3,2,1013.3092,21846.5098,35598,5.5237
p104,3,3,29.4955,28138.6113,34838,7.1146
p105,2,1,2096.5743,4293.0173,"36359,36361",1.0855
p105,2,2,1342.3433,14552.2607,36363,3.6794
p105,2,3,942.8009,18348.2363,36362,4.6392
p105,2,4,1345.5326,18849.9863,36739,0.9482
p105,2,5,1262.6888,19624.7988,36740,4.962
p105,2,6,1517.7364,25392.8274,"35607,35984,36360",6.4204
p105,2,7,543.6697,33023.7099,"35980,35990",8.3498
p105,2,8,884.215,35403.0195,35982,8.9514
p105,2,9,1471.4126,55641.9375,35983,14.0687
p105,2,10,308.3046,93578.8828,35609,23.6607
p105,2,11,1038.5536,103225.625,36365,26.0998
p105,2,12,1721.1232,154930.3125,36364,35.3551
p105,2,13,1777.0641,159505.9062,35986,36.5121
p105,2,14,928.218,180264.2031,35987,41.7606
p105,2,15,2086.4362,181230.3594,36366,42.0049
p105,2,16,1502.2365,199604.7031,36367,46.6507
p105,2,17,1024.6412,203114.4844,35988,47.5382
p105,3,1,36018.5755,7712.3102,"36356,36733,36734,36735,36741,37113,37114,37115,37120,37493,37494,37495,37880,37889,38256,38269,40157,40537,40924,41297,41689,42059,43574,43582",1.95
p105,3,2,32896.8412,16514.3594,"36738,37116,37118,37497,37507,37875,38260,38261,38266,38267,39781,40158,40162,40542,41296,41679,42819,43202,44335,45098",2.2341
p105,3,3,33242.1076,20597.1623,"37117,37496,37498,37877,38648,39027,39028,39777,39790,40544,40917,40925,42818,43194,45854",3.0121
p105,3,4,34678.8433,27052.5257,"36358,36736,36746,37119,37121,37128,37873,37884,37888,38253,38643,38647,38649,39775,39780,40169,40171,40916,40919,41294,41304,41676,41677,43959,45474",5.8057
p105,3,5,32540.6997,39274.8961,"36737,36742,36750,37499,37500,37501,37505,37506,37887,38262,38633,38637,38640,39015,39017,39020,39022,39402,39776,39779,40160,40539,40920,40923,41306,41690,42434,42441,42446,43585,44337,45095,45855",9.0339
p105,3,6,35313.0,65369.0543,"36357,36370,36743,36747,36748,37122,37502,37874,37879,37886,38641,38642,39023,39399,39403,39411,39782,41675,42436,42437,42822,43205,43961",14.7192
p105,3,7,32676.5578,86388.8987,"37876,37881,38639,39019,39397,39404,39783,40161,41682,41686,42825,43201,43206,43581,43586",18.878
p105,3,8,33460.4709,104112.7939,"38255,38259,38263,38644,39018,39024,39398,39784,40159,40163,40541,41293,42072,42442,42445,42821,42826,44341",22.893
p105,3,9,33939.3008,117741.6717,"37878,37882,38254,38264,38638,39778,39786,40164,40540,40543,42820,43200,43207,43580,43960,44338",26.4071
p105,3,10,33639.7351,132653.0723,"36369,37883,38258,38645,39025,39405,39785,40921,40922,42055,42061,42065,42066,42440,42447,44340",29.8482
p105,3,11,33801.8051,146199.4783,"37123,38257,38265,38634,39026,39406,40165,40538,41683,41684,41685,43199,43579,44720",33.4182
p105,3,12,33396.1372,159544.3299,"37503,37885,38635,38646,39014,40166,40545,41301,41681,42060,42067,42439,44339,44718",37.0434
p105,3,13,31276.227,171822.6183,"35989,37504,38636,40156,40918,41299,41300,41302,41303,41680,43198,43578,43958,44719",39.7473
p105,3,14,35228.0552,186278.7402,"36744,36745,37124,39407,39787,40167,40536,40546,41298,41305,41687,42068,42438,43577,45099",43.2814
p105,3,15,33558.3838,202089.8518,"37125,40153,40155,40547,40926,41307,41688,41692,42058,42069,42817,43197,43954,43957,44334",47.5433
p105,3,16,33128.9394,215077.1888,"36368,39408,39788,40154,40168,40535,41308,41678,42071,42450,42451,42814,44714",50.8779
p105,3,17,34481.1422,228240.9614,"37126,38268,40548,40915,40927,41691,42057,42070,42816,43195,43196,43575,43576,43955,43956,44336,44716,45094",53.8912
p105,3,18,32621.8662,241069.5751,"37127,37508,39029,39409,39789,40533,40534,40928,41295,41309,41311,42815,44715,45856",57.4634
p105,3,19,33876.8561,260437.6023,"36749,37509,38650,39030,39410,40549,40913,40914,40929,40931,41310,42056,42435,45475,45476",62.1443
p105,3,20,34422.6469,287334.3864,"37129,37130,37510,37890,38270,38271,38651,39031,39791,40170,40550,40551,40930",68.8325
p106,3,1,952.1498,1754.587,43964,0.4436
p106,3,2,264.1548,1974.6843,43963,0.4993
p106,3,3,1861.8164,4198.3154,42444,1.0615
p106,3,4,114.2237,5299.9849,43584,1.3401
p106,3,5,165.6127,6086.5947,43203,1.539
p106,3,6,111.7152,7635.7822,43583,1.9307
p106,3,7,608.7402,10902.7148,43962,2.7567
p106,3,8,74.2381,12616.0391,43204,3.1899
p106,3,9,915.6091,24537.1152,42823,6.204
p106,3,10,498.6772,26322.3398,42824,6.6554
p106,3,11,2973.8856,88949.625,42443,18.6724
p106,3,12,2381.1213,116959.4141,42063,25.7545
p106,3,13,2430.685,117653.2266,42064,25.9299
p107,3,1,22818.7775,8525.7158,"43208,44343,45866,45873,46234,46633,47382,47392,47757,48141,48897,49284,49287,49288,49653,49667,50422,51177,51179",2.1557
p107,3,2,23540.1792,16005.5037,"42830,44727,44732,45861,46253,47376,47389,47390,47756,48136,48137,48903,48907,49283,50800,50801",2.1032
p107,3,3,23220.8852,19922.1604,"42831,44344,45107,45112,45860,46994,47010,47375,47381,47769,48517,48529,49281,49661,50420,50799",2.135
p107,3,4,24265.6421,24337.8744,"43209,44352,44723,45865,46995,47002,48149,48516,48518,48896,49654,49666,50041,50426,51178",4.394
p107,3,5,23591.9352,30215.6935,"43210,44717,45482,45493,45872,46235,46240,46244,46252,46614,46624,47003,47383,47755,47761,48521,48908,49277,49664,49665,50040,50046,50798,50802",6.4608
