column_name,column_value,color
m,Summer 6am-1pm,#ff7f0e
m,Summer 1pm-5pm,#2ca02c
m,Summer Peak,#d62728
m,Summer 5pm-10pm,#9467bd
m,Fall 10pm-6am,#8c564b
m,Fall 6am-1pm,#e377c2
m,Fall 1pm-5pm,#7f7f7f
m,Fall 5pm-10pm,#bcbd22
m,Winter 10pm-6am,#17becf
m,Winter 6am-1pm,#aec7e8
m,Winter 1pm-5pm,#ffbb78
m,Winter 5pm-10pm,#98df8a
m,Spring 10pm-6am,#ff9896
m,Spring 6am-1pm,#c5b0d5
m,Spring 1pm-5pm,#c49c94
m,Spring 5pm-10pm,#f7b6d2
m,Summer,#1f77b4
m,Fall,#ff7f0e
m,Winter,#2ca02c
m,Spring,#d62728
m,Annual,#1f77b4
process,input_processing/calc_financial_inputs.py,#393B79
process,input_processing/fuelcostprep.py,#5254A3
process,input_processing/writecapdat.py,#6B6ECF
process,input_processing/writesupplycurves.py,#9C9EDE
process,input_processing/writeload.py,#637939
process,input_processing/cfgather.py,#8CA252
process,input_processing/writedrshift.py,#B5CF6B
process,input_processing/plantcostprep.py,#CEDB9C
process,input_processing/all_year_load.py,#8C6D31
process,input_processing/climateprep.py,#BD9E39
process,input_processing/ldc_prep.py,#E7BA52
process,input_processing/forecast.py,#E7CB94
process,input_processing/writehintage.py,#7B4173
process,input_processing/transmission_multilink.py,#A55194
process,input_processing/hourly_process.py,#CE6DBD
process,input_processing/aggregate_regions.py,#DE9ED6
process,createmodel.gms,#843C39
process,d_solveoneyear.gms,#AD494A
process,reeds_augur/a_prep_data.py,#3182BD
process,reeds_augur/b1_osprey.gms,#6BAED6
process,reeds_augur/b2_gdx_dump.gms,#9ECAE1
process,reeds_augur/c1_existing_curtailment.py,#C6DBEF
process,reeds_augur/c2_marginal_curtailment.py,#E6550D
process,reeds_augur/d_condor.py,#FD8D3C
process,reeds_augur/e_capacity_credit.py,#FDAE6B
process,reeds_augur/f_plots.py,#FDD0A2
process,e_report.gms,#31A354
process,e_report_dump.gms,#74C476
process,retail_rate_calculations.py,#A1D99B
process,pickle_jar,#C7E9C0
tech,Curtailment,#E1E1E1
tech,BESS 1hr,#FF7FBB
tech,BESS 2hr,#CC0079
tech,BESS 4hr,#FF6882
tech,BESS 6hr,#DF5282
tech,BESS 8hr,#CC015C
tech,BESS 10hr,#9B014F
tech,Pumped hydro,darkblue
tech,Solar PV,#FFC903
tech,Wind,#00B6EF
tech,CCGT-GAS,#52216B
tech,Other,#A96235
tech,Hydro,#187F94
tech,H2 CT,#FF7FBB
tech,H2 CC,#FFC903
tech,Diesel,#853D65
tech,Gas CT,#C2A1DB
tech,Gas CC,#52216B
tech,Super-Coal,#525352
tech,Sub-Coal,#222222
tech,Nuclear,#820000
tech,Imports,#A1A7B5
trtype,AC (initial),#98DF8A
trtype,B2B intertie (initial),#C5B0D5
trtype,"DC, LCC (initial)",#FFBB78
trtype,AC (new),#2CA02C
trtype,"DC, LCC (new)",#FF7F0E
trtype,"DC, VSC (new)",#D62728
trtype,Spur (new),#8C564B
wst,fresh groundwater,#00B6EF
wst,fresh surface water that is appropriated,#52216B
wst,fresh surface water that is unappropriated,#5B9844
wst,fresh surface lake,#106BA7
wst,brackish or saline groundwater,#222222
wst,saline surface water,#820000
wst,wastewater effluent,#C2A1DB
type,Demand,#000000
type,PRM,#EE4B2B
