idx_hr,hr,d
2895,hr16,d121
2896,hr17,d121
2897,hr18,d121
2898,hr19,d121
2899,hr20,d121
2900,hr21,d121
2901,hr22,d121
2902,hr23,d121
2903,hr24,d121
2904,hr1,d122
2905,hr2,d122
2906,hr3,d122
2907,hr4,d122
2908,hr5,d122
2909,hr6,d122
2910,hr7,d122
2911,hr8,d122
2912,hr9,d122
2913,hr10,d122
2914,hr11,d122
2915,hr12,d122
2916,hr13,d122
2917,hr14,d122
2918,hr15,d122
2919,hr16,d122
2920,hr17,d122
2921,hr18,d122
2922,hr19,d122
2923,hr20,d122
2924,hr21,d122
2925,hr22,d122
2926,hr23,d122
2927,hr24,d122
2928,hr1,d123
2929,hr2,d123
2930,hr3,d123
2931,hr4,d123
2932,hr5,d123
2933,hr6,d123
2934,hr7,d123
2935,hr8,d123
2936,hr9,d123
2937,hr10,d123
2938,hr11,d123
2939,hr12,d123
2940,hr13,d123
2941,hr14,d123
2942,hr15,d123
2943,hr16,d123
2944,hr17,d123
2945,hr18,d123
2946,hr19,d123
2947,hr20,d123
2948,hr21,d123
2949,hr22,d123
2950,hr23,d123
2951,hr24,d123
2952,hr1,d124
2953,hr2,d124
2954,hr3,d124
2955,hr4,d124
2956,hr5,d124
2957,hr6,d124
2958,hr7,d124
2959,hr8,d124
2960,hr9,d124
2961,hr10,d124
2962,hr11,d124
2963,hr12,d124
2964,hr13,d124
2965,hr14,d124
2966,hr15,d124
2967,hr16,d124
2968,hr17,d124
2969,hr18,d124
2970,hr19,d124
2971,hr20,d124
2972,hr21,d124
2973,hr22,d124
2974,hr23,d124
2975,hr24,d124
2976,hr1,d125
2977,hr2,d125
2978,hr3,d125
2979,hr4,d125
2980,hr5,d125
2981,hr6,d125
2982,hr7,d125
2983,hr8,d125
2984,hr9,d125
2985,hr10,d125
2986,hr11,d125
2987,hr12,d125
2988,hr13,d125
2989,hr14,d125
2990,hr15,d125
2991,hr16,d125
2992,hr17,d125
2993,hr18,d125
2994,hr19,d125
2995,hr20,d125
2996,hr21,d125
2997,hr22,d125
2998,hr23,d125
2999,hr24,d125
3000,hr1,d126
3001,hr2,d126
3002,hr3,d126
3003,hr4,d126
3004,hr5,d126
3005,hr6,d126
3006,hr7,d126
3007,hr8,d126
3008,hr9,d126
3009,hr10,d126
3010,hr11,d126
3011,hr12,d126
3012,hr13,d126
3013,hr14,d126
3014,hr15,d126
3015,hr16,d126
3016,hr17,d126
3017,hr18,d126
3018,hr19,d126
3019,hr20,d126
3020,hr21,d126
3021,hr22,d126
3022,hr23,d126
3023,hr24,d126
3024,hr1,d127
3025,hr2,d127
3026,hr3,d127
3027,hr4,d127
3028,hr5,d127
3029,hr6,d127
3030,hr7,d127
3031,hr8,d127
3032,hr9,d127
3033,hr10,d127
3034,hr11,d127
3035,hr12,d127
3036,hr13,d127
3037,hr14,d127
3038,hr15,d127
3039,hr16,d127
3040,hr17,d127
3041,hr18,d127
3042,hr19,d127
3043,hr20,d127
3044,hr21,d127
3045,hr22,d127
3046,hr23,d127
3047,hr24,d127
3048,hr1,d128
3049,hr2,d128
3050,hr3,d128
3051,hr4,d128
3052,hr5,d128
3053,hr6,d128
3054,hr7,d128
3055,hr8,d128
3056,hr9,d128
3057,hr10,d128
3058,hr11,d128
3059,hr12,d128
3060,hr13,d128
3061,hr14,d128
3062,hr15,d128
3063,hr16,d128
3064,hr17,d128
3065,hr18,d128
3066,hr19,d128
3067,hr20,d128
3068,hr21,d128
3069,hr22,d128
3070,hr23,d128
3071,hr24,d128
3072,hr1,d129
3073,hr2,d129
3074,hr3,d129
3075,hr4,d129
3076,hr5,d129
3077,hr6,d129
3078,hr7,d129
3079,hr8,d129
3080,hr9,d129
3081,hr10,d129
3082,hr11,d129
3083,hr12,d129
3084,hr13,d129
3085,hr14,d129
3086,hr15,d129
3087,hr16,d129
3088,hr17,d129
3089,hr18,d129
3090,hr19,d129
3091,hr20,d129
3092,hr21,d129
3093,hr22,d129
3094,hr23,d129
3095,hr24,d129
3096,hr1,d130
3097,hr2,d130
3098,hr3,d130
3099,hr4,d130
3100,hr5,d130
3101,hr6,d130
3102,hr7,d130
3103,hr8,d130
3104,hr9,d130
3105,hr10,d130
3106,hr11,d130
3107,hr12,d130
3108,hr13,d130
3109,hr14,d130
3110,hr15,d130
3111,hr16,d130
3112,hr17,d130
3113,hr18,d130
3114,hr19,d130
3115,hr20,d130
3116,hr21,d130
3117,hr22,d130
3118,hr23,d130
3119,hr24,d130
3120,hr1,d131
3121,hr2,d131
3122,hr3,d131
3123,hr4,d131
3124,hr5,d131
3125,hr6,d131
3126,hr7,d131
3127,hr8,d131
3128,hr9,d131
3129,hr10,d131
3130,hr11,d131
3131,hr12,d131
3132,hr13,d131
3133,hr14,d131
3134,hr15,d131
3135,hr16,d131
3136,hr17,d131
3137,hr18,d131
3138,hr19,d131
3139,hr20,d131
3140,hr21,d131
3141,hr22,d131
3142,hr23,d131
3143,hr24,d131
3144,hr1,d132
3145,hr2,d132
3146,hr3,d132
3147,hr4,d132
3148,hr5,d132
3149,hr6,d132
3150,hr7,d132
3151,hr8,d132
3152,hr9,d132
3153,hr10,d132
3154,hr11,d132
3155,hr12,d132
3156,hr13,d132
3157,hr14,d132
3158,hr15,d132
3159,hr16,d132
3160,hr17,d132
3161,hr18,d132
3162,hr19,d132
3163,hr20,d132
3164,hr21,d132
3165,hr22,d132
3166,hr23,d132
3167,hr24,d132
3168,hr1,d133
3169,hr2,d133
3170,hr3,d133
3171,hr4,d133
3172,hr5,d133
3173,hr6,d133
3174,hr7,d133
3175,hr8,d133
3176,hr9,d133
3177,hr10,d133
3178,hr11,d133
3179,hr12,d133
3180,hr13,d133
3181,hr14,d133
3182,hr15,d133
3183,hr16,d133
3184,hr17,d133
3185,hr18,d133
3186,hr19,d133
3187,hr20,d133
3188,hr21,d133
3189,hr22,d133
3190,hr23,d133
3191,hr24,d133
3192,hr1,d134
3193,hr2,d134
3194,hr3,d134
3195,hr4,d134
3196,hr5,d134
3197,hr6,d134
3198,hr7,d134
3199,hr8,d134
3200,hr9,d134
3201,hr10,d134
3202,hr11,d134
3203,hr12,d134
3204,hr13,d134
3205,hr14,d134
3206,hr15,d134
3207,hr16,d134
3208,hr17,d134
3209,hr18,d134
3210,hr19,d134
3211,hr20,d134
3212,hr21,d134
3213,hr22,d134
3214,hr23,d134
3215,hr24,d134
3216,hr1,d135
3217,hr2,d135
3218,hr3,d135
3219,hr4,d135
3220,hr5,d135
3221,hr6,d135
3222,hr7,d135
3223,hr8,d135
3224,hr9,d135
3225,hr10,d135
3226,hr11,d135
3227,hr12,d135
3228,hr13,d135
3229,hr14,d135
3230,hr15,d135
3231,hr16,d135
3232,hr17,d135
3233,hr18,d135
3234,hr19,d135
3235,hr20,d135
3236,hr21,d135
3237,hr22,d135
3238,hr23,d135
3239,hr24,d135
3240,hr1,d136
3241,hr2,d136
3242,hr3,d136
3243,hr4,d136
3244,hr5,d136
3245,hr6,d136
3246,hr7,d136
3247,hr8,d136
3248,hr9,d136
3249,hr10,d136
3250,hr11,d136
3251,hr12,d136
3252,hr13,d136
3253,hr14,d136
3254,hr15,d136
3255,hr16,d136
3256,hr17,d136
3257,hr18,d136
3258,hr19,d136
3259,hr20,d136
3260,hr21,d136
3261,hr22,d136
3262,hr23,d136
3263,hr24,d136
3264,hr1,d137
3265,hr2,d137
3266,hr3,d137
3267,hr4,d137
3268,hr5,d137
3269,hr6,d137
3270,hr7,d137
3271,hr8,d137
3272,hr9,d137
3273,hr10,d137
3274,hr11,d137
3275,hr12,d137
3276,hr13,d137
3277,hr14,d137
3278,hr15,d137
3279,hr16,d137
3280,hr17,d137
3281,hr18,d137
3282,hr19,d137
3283,hr20,d137
3284,hr21,d137
3285,hr22,d137
3286,hr23,d137
3287,hr24,d137
3288,hr1,d138
3289,hr2,d138
3290,hr3,d138
3291,hr4,d138
3292,hr5,d138
3293,hr6,d138
3294,hr7,d138
3295,hr8,d138
3296,hr9,d138
3297,hr10,d138
3298,hr11,d138
3299,hr12,d138
3300,hr13,d138
3301,hr14,d138
3302,hr15,d138
3303,hr16,d138
3304,hr17,d138
3305,hr18,d138
3306,hr19,d138
3307,hr20,d138
3308,hr21,d138
3309,hr22,d138
3310,hr23,d138
3311,hr24,d138
3312,hr1,d139
3313,hr2,d139
3314,hr3,d139
3315,hr4,d139
3316,hr5,d139
3317,hr6,d139
3318,hr7,d139
3319,hr8,d139
3320,hr9,d139
3321,hr10,d139
3322,hr11,d139
3323,hr12,d139
3324,hr13,d139
3325,hr14,d139
3326,hr15,d139
3327,hr16,d139
3328,hr17,d139
3329,hr18,d139
3330,hr19,d139
3331,hr20,d139
3332,hr21,d139
3333,hr22,d139
3334,hr23,d139
3335,hr24,d139
3336,hr1,d140
3337,hr2,d140
3338,hr3,d140
3339,hr4,d140
3340,hr5,d140
3341,hr6,d140
3342,hr7,d140
3343,hr8,d140
3344,hr9,d140
3345,hr10,d140
3346,hr11,d140
3347,hr12,d140
3348,hr13,d140
3349,hr14,d140
3350,hr15,d140
3351,hr16,d140
3352,hr17,d140
3353,hr18,d140
3354,hr19,d140
3355,hr20,d140
3356,hr21,d140
3357,hr22,d140
3358,hr23,d140
3359,hr24,d140
3360,hr1,d141
3361,hr2,d141
3362,hr3,d141
3363,hr4,d141
3364,hr5,d141
3365,hr6,d141
3366,hr7,d141
3367,hr8,d141
3368,hr9,d141
3369,hr10,d141
3370,hr11,d141
3371,hr12,d141
3372,hr13,d141
3373,hr14,d141
3374,hr15,d141
3375,hr16,d141
3376,hr17,d141
3377,hr18,d141
3378,hr19,d141
3379,hr20,d141
3380,hr21,d141
3381,hr22,d141
3382,hr23,d141
3383,hr24,d141
3384,hr1,d142
3385,hr2,d142
3386,hr3,d142
3387,hr4,d142
3388,hr5,d142
3389,hr6,d142
3390,hr7,d142
3391,hr8,d142
3392,hr9,d142
3393,hr10,d142
3394,hr11,d142
3395,hr12,d142
3396,hr13,d142
3397,hr14,d142
3398,hr15,d142
3399,hr16,d142
3400,hr17,d142
3401,hr18,d142
3402,hr19,d142
3403,hr20,d142
3404,hr21,d142
3405,hr22,d142
3406,hr23,d142
3407,hr24,d142
3408,hr1,d143
3409,hr2,d143
3410,hr3,d143
3411,hr4,d143
3412,hr5,d143
3413,hr6,d143
3414,hr7,d143
3415,hr8,d143
3416,hr9,d143
3417,hr10,d143
3418,hr11,d143
3419,hr12,d143
3420,hr13,d143
3421,hr14,d143
3422,hr15,d143
3423,hr16,d143
3424,hr17,d143
3425,hr18,d143
3426,hr19,d143
3427,hr20,d143
3428,hr21,d143
3429,hr22,d143
3430,hr23,d143
3431,hr24,d143
3432,hr1,d144
3433,hr2,d144
3434,hr3,d144
3435,hr4,d144
3436,hr5,d144
3437,hr6,d144
3438,hr7,d144
3439,hr8,d144
3440,hr9,d144
3441,hr10,d144
3442,hr11,d144
3443,hr12,d144
3444,hr13,d144
3445,hr14,d144
3446,hr15,d144
3447,hr16,d144
3448,hr17,d144
3449,hr18,d144
3450,hr19,d144
3451,hr20,d144
3452,hr21,d144
3453,hr22,d144
3454,hr23,d144
3455,hr24,d144
3456,hr1,d145
3457,hr2,d145
3458,hr3,d145
3459,hr4,d145
3460,hr5,d145
3461,hr6,d145
3462,hr7,d145
3463,hr8,d145
3464,hr9,d145
3465,hr10,d145
3466,hr11,d145
3467,hr12,d145
3468,hr13,d145
3469,hr14,d145
3470,hr15,d145
3471,hr16,d145
3472,hr17,d145
3473,hr18,d145
3474,hr19,d145
3475,hr20,d145
3476,hr21,d145
3477,hr22,d145
3478,hr23,d145
3479,hr24,d145
3480,hr1,d146
3481,hr2,d146
3482,hr3,d146
3483,hr4,d146
3484,hr5,d146
3485,hr6,d146
3486,hr7,d146
3487,hr8,d146
3488,hr9,d146
3489,hr10,d146
3490,hr11,d146
3491,hr12,d146
3492,hr13,d146
3493,hr14,d146
3494,hr15,d146
3495,hr16,d146
3496,hr17,d146
3497,hr18,d146
3498,hr19,d146
3499,hr20,d146
3500,hr21,d146
3501,hr22,d146
3502,hr23,d146
3503,hr24,d146
3504,hr1,d147
3505,hr2,d147
3506,hr3,d147
3507,hr4,d147
3508,hr5,d147
3509,hr6,d147
3510,hr7,d147
3511,hr8,d147
3512,hr9,d147
3513,hr10,d147
3514,hr11,d147
3515,hr12,d147
3516,hr13,d147
3517,hr14,d147
3518,hr15,d147
3519,hr16,d147
3520,hr17,d147
3521,hr18,d147
3522,hr19,d147
3523,hr20,d147
3524,hr21,d147
3525,hr22,d147
3526,hr23,d147
3527,hr24,d147
3528,hr1,d148
3529,hr2,d148
3530,hr3,d148
3531,hr4,d148
3532,hr5,d148
3533,hr6,d148
3534,hr7,d148
3535,hr8,d148
3536,hr9,d148
3537,hr10,d148
3538,hr11,d148
3539,hr12,d148
3540,hr13,d148
3541,hr14,d148
3542,hr15,d148
3543,hr16,d148
3544,hr17,d148
3545,hr18,d148
3546,hr19,d148
3547,hr20,d148
3548,hr21,d148
3549,hr22,d148
3550,hr23,d148
3551,hr24,d148
3552,hr1,d149
3553,hr2,d149
3554,hr3,d149
3555,hr4,d149
3556,hr5,d149
3557,hr6,d149
3558,hr7,d149
3559,hr8,d149
3560,hr9,d149
3561,hr10,d149
3562,hr11,d149
3563,hr12,d149
3564,hr13,d149
3565,hr14,d149
3566,hr15,d149
3567,hr16,d149
3568,hr17,d149
3569,hr18,d149
3570,hr19,d149
3571,hr20,d149
3572,hr21,d149
3573,hr22,d149
3574,hr23,d149
3575,hr24,d149
3576,hr1,d150
3577,hr2,d150
3578,hr3,d150
3579,hr4,d150
3580,hr5,d150
3581,hr6,d150
3582,hr7,d150
3583,hr8,d150
3584,hr9,d150
3585,hr10,d150
3586,hr11,d150
3587,hr12,d150
3588,hr13,d150
3589,hr14,d150
3590,hr15,d150
3591,hr16,d150
3592,hr17,d150
3593,hr18,d150
3594,hr19,d150
3595,hr20,d150
3596,hr21,d150
3597,hr22,d150
3598,hr23,d150
3599,hr24,d150
3600,hr1,d151
3601,hr2,d151
3602,hr3,d151
3603,hr4,d151
3604,hr5,d151
3605,hr6,d151
3606,hr7,d151
3607,hr8,d151
3608,hr9,d151
3609,hr10,d151
3610,hr11,d151
3611,hr12,d151
3612,hr13,d151
3613,hr14,d151
3614,hr15,d151
3615,hr16,d151
3616,hr17,d151
3617,hr18,d151
3618,hr19,d151
3619,hr20,d151
3620,hr21,d151
3621,hr22,d151
3622,hr23,d151
3623,hr24,d151
3624,hr1,d152
3625,hr2,d152
3626,hr3,d152
3627,hr4,d152
3628,hr5,d152
3629,hr6,d152
3630,hr7,d152
3631,hr8,d152
3632,hr9,d152
3633,hr10,d152
3634,hr11,d152
3635,hr12,d152
3636,hr13,d152
3637,hr14,d152
3638,hr15,d152
3639,hr16,d152
3640,hr17,d152
3641,hr18,d152
3642,hr19,d152
3643,hr20,d152
3644,hr21,d152
3645,hr22,d152
3646,hr23,d152
3647,hr24,d152
3648,hr1,d153
3649,hr2,d153
3650,hr3,d153
3651,hr4,d153
3652,hr5,d153
3653,hr6,d153
3654,hr7,d153
3655,hr8,d153
3656,hr9,d153
3657,hr10,d153
3658,hr11,d153
3659,hr12,d153
3660,hr13,d153
3661,hr14,d153
3662,hr15,d153
3663,hr16,d153
3664,hr17,d153
3665,hr18,d153
3666,hr19,d153
3667,hr20,d153
3668,hr21,d153
3669,hr22,d153
3670,hr23,d153
3671,hr24,d153
3672,hr1,d154
3673,hr2,d154
3674,hr3,d154
3675,hr4,d154
3676,hr5,d154
3677,hr6,d154
3678,hr7,d154
3679,hr8,d154
3680,hr9,d154
3681,hr10,d154
3682,hr11,d154
3683,hr12,d154
3684,hr13,d154
3685,hr14,d154
3686,hr15,d154
3687,hr16,d154
3688,hr17,d154
3689,hr18,d154
3690,hr19,d154
3691,hr20,d154
3692,hr21,d154
3693,hr22,d154
3694,hr23,d154
3695,hr24,d154
3696,hr1,d155
3697,hr2,d155
3698,hr3,d155
3699,hr4,d155
3700,hr5,d155
3701,hr6,d155
3702,hr7,d155
3703,hr8,d155
3704,hr9,d155
3705,hr10,d155
3706,hr11,d155
3707,hr12,d155
3708,hr13,d155
3709,hr14,d155
3710,hr15,d155
3711,hr16,d155
3712,hr17,d155
3713,hr18,d155
3714,hr19,d155
3715,hr20,d155
3716,hr21,d155
3717,hr22,d155
3718,hr23,d155
3719,hr24,d155
3720,hr1,d156
3721,hr2,d156
3722,hr3,d156
3723,hr4,d156
3724,hr5,d156
3725,hr6,d156
3726,hr7,d156
3727,hr8,d156
3728,hr9,d156
3729,hr10,d156
3730,hr11,d156
3731,hr12,d156
3732,hr13,d156
3733,hr14,d156
3734,hr15,d156
3735,hr16,d156
3736,hr17,d156
3737,hr18,d156
3738,hr19,d156
3739,hr20,d156
3740,hr21,d156
3741,hr22,d156
3742,hr23,d156
3743,hr24,d156
3744,hr1,d157
3745,hr2,d157
3746,hr3,d157
3747,hr4,d157
3748,hr5,d157
3749,hr6,d157
3750,hr7,d157
3751,hr8,d157
3752,hr9,d157
3753,hr10,d157
3754,hr11,d157
3755,hr12,d157
3756,hr13,d157
3757,hr14,d157
3758,hr15,d157
3759,hr16,d157
3760,hr17,d157
3761,hr18,d157
3762,hr19,d157
3763,hr20,d157
3764,hr21,d157
3765,hr22,d157
3766,hr23,d157
3767,hr24,d157
3768,hr1,d158
3769,hr2,d158
3770,hr3,d158
3771,hr4,d158
3772,hr5,d158
3773,hr6,d158
3774,hr7,d158
3775,hr8,d158
3776,hr9,d158
3777,hr10,d158
3778,hr11,d158
3779,hr12,d158
3780,hr13,d158
3781,hr14,d158
3782,hr15,d158
3783,hr16,d158
3784,hr17,d158
3785,hr18,d158
3786,hr19,d158
3787,hr20,d158
3788,hr21,d158
3789,hr22,d158
3790,hr23,d158
3791,hr24,d158
3792,hr1,d159
3793,hr2,d159
3794,hr3,d159
3795,hr4,d159
3796,hr5,d159
3797,hr6,d159
3798,hr7,d159
3799,hr8,d159
3800,hr9,d159
3801,hr10,d159
3802,hr11,d159
3803,hr12,d159
3804,hr13,d159
3805,hr14,d159
3806,hr15,d159
3807,hr16,d159
3808,hr17,d159
3809,hr18,d159
3810,hr19,d159
3811,hr20,d159
3812,hr21,d159
3813,hr22,d159
3814,hr23,d159
3815,hr24,d159
3816,hr1,d160
3817,hr2,d160
3818,hr3,d160
3819,hr4,d160
3820,hr5,d160
3821,hr6,d160
3822,hr7,d160
3823,hr8,d160
3824,hr9,d160
3825,hr10,d160
3826,hr11,d160
3827,hr12,d160
3828,hr13,d160
3829,hr14,d160
3830,hr15,d160
3831,hr16,d160
3832,hr17,d160
3833,hr18,d160
3834,hr19,d160
3835,hr20,d160
3836,hr21,d160
3837,hr22,d160
3838,hr23,d160
3839,hr24,d160
3840,hr1,d161
3841,hr2,d161
3842,hr3,d161
3843,hr4,d161
3844,hr5,d161
3845,hr6,d161
3846,hr7,d161
3847,hr8,d161
3848,hr9,d161
3849,hr10,d161
3850,hr11,d161
3851,hr12,d161
3852,hr13,d161
3853,hr14,d161
3854,hr15,d161
3855,hr16,d161
3856,hr17,d161
3857,hr18,d161
3858,hr19,d161
3859,hr20,d161
3860,hr21,d161
3861,hr22,d161
3862,hr23,d161
3863,hr24,d161
3864,hr1,d162
3865,hr2,d162
3866,hr3,d162
3867,hr4,d162
3868,hr5,d162
3869,hr6,d162
3870,hr7,d162
3871,hr8,d162
3872,hr9,d162
3873,hr10,d162
3874,hr11,d162
3875,hr12,d162
3876,hr13,d162
3877,hr14,d162
3878,hr15,d162
3879,hr16,d162
3880,hr17,d162
3881,hr18,d162
3882,hr19,d162
3883,hr20,d162
3884,hr21,d162
3885,hr22,d162
3886,hr23,d162
3887,hr24,d162
3888,hr1,d163
3889,hr2,d163
3890,hr3,d163
3891,hr4,d163
3892,hr5,d163
3893,hr6,d163
3894,hr7,d163
3895,hr8,d163
3896,hr9,d163
3897,hr10,d163
3898,hr11,d163
3899,hr12,d163
3900,hr13,d163
3901,hr14,d163
3902,hr15,d163
3903,hr16,d163
3904,hr17,d163
3905,hr18,d163
3906,hr19,d163
3907,hr20,d163
3908,hr21,d163
3909,hr22,d163
3910,hr23,d163
3911,hr24,d163
3912,hr1,d164
3913,hr2,d164
3914,hr3,d164
3915,hr4,d164
3916,hr5,d164
3917,hr6,d164
3918,hr7,d164
3919,hr8,d164
3920,hr9,d164
3921,hr10,d164
3922,hr11,d164
3923,hr12,d164
3924,hr13,d164
3925,hr14,d164
3926,hr15,d164
3927,hr16,d164
3928,hr17,d164
3929,hr18,d164
3930,hr19,d164
3931,hr20,d164
3932,hr21,d164
3933,hr22,d164
3934,hr23,d164
3935,hr24,d164
3936,hr1,d165
3937,hr2,d165
3938,hr3,d165
3939,hr4,d165
3940,hr5,d165
3941,hr6,d165
3942,hr7,d165
3943,hr8,d165
3944,hr9,d165
3945,hr10,d165
3946,hr11,d165
3947,hr12,d165
3948,hr13,d165
3949,hr14,d165
3950,hr15,d165
3951,hr16,d165
3952,hr17,d165
3953,hr18,d165
3954,hr19,d165
3955,hr20,d165
3956,hr21,d165
3957,hr22,d165
3958,hr23,d165
3959,hr24,d165
3960,hr1,d166
3961,hr2,d166
3962,hr3,d166
3963,hr4,d166
3964,hr5,d166
3965,hr6,d166
3966,hr7,d166
3967,hr8,d166
3968,hr9,d166
3969,hr10,d166
3970,hr11,d166
3971,hr12,d166
3972,hr13,d166
3973,hr14,d166
3974,hr15,d166
3975,hr16,d166
3976,hr17,d166
3977,hr18,d166
3978,hr19,d166
3979,hr20,d166
3980,hr21,d166
3981,hr22,d166
3982,hr23,d166
3983,hr24,d166
3984,hr1,d167
3985,hr2,d167
3986,hr3,d167
3987,hr4,d167
3988,hr5,d167
3989,hr6,d167
3990,hr7,d167
3991,hr8,d167
3992,hr9,d167
3993,hr10,d167
3994,hr11,d167
3995,hr12,d167
3996,hr13,d167
3997,hr14,d167
3998,hr15,d167
3999,hr16,d167
4000,hr17,d167
4001,hr18,d167
4002,hr19,d167
4003,hr20,d167
4004,hr21,d167
4005,hr22,d167
4006,hr23,d167
4007,hr24,d167
4008,hr1,d168
4009,hr2,d168
4010,hr3,d168
4011,hr4,d168
4012,hr5,d168
4013,hr6,d168
4014,hr7,d168
4015,hr8,d168
4016,hr9,d168
4017,hr10,d168
4018,hr11,d168
4019,hr12,d168
4020,hr13,d168
4021,hr14,d168
4022,hr15,d168
4023,hr16,d168
4024,hr17,d168
4025,hr18,d168
4026,hr19,d168
4027,hr20,d168
4028,hr21,d168
4029,hr22,d168
4030,hr23,d168
4031,hr24,d168
4032,hr1,d169
4033,hr2,d169
4034,hr3,d169
4035,hr4,d169
4036,hr5,d169
4037,hr6,d169
4038,hr7,d169
4039,hr8,d169
4040,hr9,d169
4041,hr10,d169
4042,hr11,d169
4043,hr12,d169
4044,hr13,d169
4045,hr14,d169
4046,hr15,d169
4047,hr16,d169
4048,hr17,d169
4049,hr18,d169
4050,hr19,d169
4051,hr20,d169
4052,hr21,d169
4053,hr22,d169
4054,hr23,d169
4055,hr24,d169
4056,hr1,d170
4057,hr2,d170
4058,hr3,d170
4059,hr4,d170
4060,hr5,d170
4061,hr6,d170
4062,hr7,d170
4063,hr8,d170
4064,hr9,d170
4065,hr10,d170
4066,hr11,d170
4067,hr12,d170
4068,hr13,d170
4069,hr14,d170
4070,hr15,d170
4071,hr16,d170
4072,hr17,d170
4073,hr18,d170
4074,hr19,d170
4075,hr20,d170
4076,hr21,d170
4077,hr22,d170
4078,hr23,d170
4079,hr24,d170
4080,hr1,d171
4081,hr2,d171
4082,hr3,d171
4083,hr4,d171
4084,hr5,d171
4085,hr6,d171
4086,hr7,d171
4087,hr8,d171
4088,hr9,d171
4089,hr10,d171
4090,hr11,d171
4091,hr12,d171
4092,hr13,d171
4093,hr14,d171
4094,hr15,d171
4095,hr16,d171
4096,hr17,d171
4097,hr18,d171
4098,hr19,d171
4099,hr20,d171
4100,hr21,d171
4101,hr22,d171
4102,hr23,d171
4103,hr24,d171
4104,hr1,d172
4105,hr2,d172
4106,hr3,d172
4107,hr4,d172
4108,hr5,d172
4109,hr6,d172
4110,hr7,d172
4111,hr8,d172
4112,hr9,d172
4113,hr10,d172
4114,hr11,d172
4115,hr12,d172
4116,hr13,d172
4117,hr14,d172
4118,hr15,d172
4119,hr16,d172
4120,hr17,d172
4121,hr18,d172
4122,hr19,d172
4123,hr20,d172
4124,hr21,d172
4125,hr22,d172
4126,hr23,d172
4127,hr24,d172
4128,hr1,d173
4129,hr2,d173
4130,hr3,d173
4131,hr4,d173
4132,hr5,d173
4133,hr6,d173
4134,hr7,d173
4135,hr8,d173
4136,hr9,d173
4137,hr10,d173
4138,hr11,d173
4139,hr12,d173
4140,hr13,d173
4141,hr14,d173
4142,hr15,d173
4143,hr16,d173
4144,hr17,d173
4145,hr18,d173
4146,hr19,d173
4147,hr20,d173
4148,hr21,d173
4149,hr22,d173
4150,hr23,d173
4151,hr24,d173
4152,hr1,d174
4153,hr2,d174
4154,hr3,d174
4155,hr4,d174
4156,hr5,d174
4157,hr6,d174
4158,hr7,d174
4159,hr8,d174
4160,hr9,d174
4161,hr10,d174
4162,hr11,d174
4163,hr12,d174
4164,hr13,d174
4165,hr14,d174
4166,hr15,d174
4167,hr16,d174
4168,hr17,d174
4169,hr18,d174
4170,hr19,d174
4171,hr20,d174
4172,hr21,d174
4173,hr22,d174
4174,hr23,d174
4175,hr24,d174
4176,hr1,d175
4177,hr2,d175
4178,hr3,d175
4179,hr4,d175
4180,hr5,d175
4181,hr6,d175
4182,hr7,d175
4183,hr8,d175
4184,hr9,d175
4185,hr10,d175
4186,hr11,d175
4187,hr12,d175
4188,hr13,d175
4189,hr14,d175
4190,hr15,d175
4191,hr16,d175
4192,hr17,d175
4193,hr18,d175
4194,hr19,d175
4195,hr20,d175
4196,hr21,d175
4197,hr22,d175
4198,hr23,d175
4199,hr24,d175
4200,hr1,d176
4201,hr2,d176
4202,hr3,d176
4203,hr4,d176
4204,hr5,d176
4205,hr6,d176
4206,hr7,d176
4207,hr8,d176
4208,hr9,d176
4209,hr10,d176
4210,hr11,d176
4211,hr12,d176
4212,hr13,d176
4213,hr14,d176
4214,hr15,d176
4215,hr16,d176
4216,hr17,d176
4217,hr18,d176
4218,hr19,d176
4219,hr20,d176
4220,hr21,d176
4221,hr22,d176
4222,hr23,d176
4223,hr24,d176
4224,hr1,d177
4225,hr2,d177
4226,hr3,d177
4227,hr4,d177
4228,hr5,d177
4229,hr6,d177
4230,hr7,d177
4231,hr8,d177
4232,hr9,d177
4233,hr10,d177
4234,hr11,d177
4235,hr12,d177
4236,hr13,d177
4237,hr14,d177
4238,hr15,d177
4239,hr16,d177
4240,hr17,d177
4241,hr18,d177
4242,hr19,d177
4243,hr20,d177
4244,hr21,d177
4245,hr22,d177
4246,hr23,d177
4247,hr24,d177
4248,hr1,d178
4249,hr2,d178
4250,hr3,d178
4251,hr4,d178
4252,hr5,d178
4253,hr6,d178
4254,hr7,d178
4255,hr8,d178
4256,hr9,d178
4257,hr10,d178
4258,hr11,d178
4259,hr12,d178
4260,hr13,d178
4261,hr14,d178
4262,hr15,d178
4263,hr16,d178
4264,hr17,d178
4265,hr18,d178
4266,hr19,d178
4267,hr20,d178
4268,hr21,d178
4269,hr22,d178
4270,hr23,d178
4271,hr24,d178
4272,hr1,d179
4273,hr2,d179
4274,hr3,d179
4275,hr4,d179
4276,hr5,d179
4277,hr6,d179
4278,hr7,d179
4279,hr8,d179
4280,hr9,d179
4281,hr10,d179
4282,hr11,d179
4283,hr12,d179
4284,hr13,d179
4285,hr14,d179
4286,hr15,d179
4287,hr16,d179
4288,hr17,d179
4289,hr18,d179
4290,hr19,d179
4291,hr20,d179
4292,hr21,d179
