r,h,i,value
s78,H14,csp1_7,0.604790062
s78,H14,csp1_8,0.601381134
s78,H14,csp1_9,0.615096894
s78,H14,csp1_10,0.61617927
s78,H15,csp1_6,0.521242663
s78,H15,csp1_5,0.493380571
s78,H15,csp1_4,0.526183832
s78,H15,csp1_7,0.527650272
s78,H15,csp1_8,0.584288451
s78,H15,csp1_9,0.604740625
s78,H15,csp1_10,0.651738723
s78,H16,csp1_6,0.05031837
s78,H16,csp1_5,0.055586739
s78,H16,csp1_4,0.041993696
s78,H16,csp1_7,0.042444457
s78,H16,csp1_8,0.048848478
s78,H16,csp1_9,0.054374457
s78,H16,csp1_10,0.063546304
s78,H17,csp1_6,0.339939402
s78,H17,csp1_5,0.364488587
s78,H17,csp1_4,0.309478804
s78,H17,csp1_7,0.399336141
s78,H17,csp1_8,0.43000231
s78,H17,csp1_9,0.432038723
s78,H17,csp1_10,0.454044565
s78,H2,csp1_6,0.630864829
s78,H2,csp1_5,0.613957842
s78,H2,csp1_4,0.582737189
s78,H2,csp1_7,0.664056832
s78,H2,csp1_8,0.643511568
s78,H2,csp1_9,0.689735016
s78,H2,csp1_10,0.686996351
s78,H3,csp1_6,0.339939402
s78,H3,csp1_5,0.364488587
s78,H3,csp1_4,0.309478804
s78,H3,csp1_7,0.399336141
s78,H3,csp1_8,0.43000231
s78,H3,csp1_9,0.432038723
s78,H3,csp1_10,0.454044565
s78,H4,csp1_6,0.044856848
s78,H4,csp1_5,0.059719891
s78,H4,csp1_4,0.040369891
s78,H4,csp1_7,0.047152174
s78,H4,csp1_8,0.044066522
s78,H4,csp1_9,0.050161848
s78,H4,csp1_10,0.055794239
s78,H6,csp1_6,0.573681616
s78,H6,csp1_5,0.53701089
s78,H6,csp1_4,0.53826733
s78,H6,csp1_7,0.579897073
s78,H6,csp1_8,0.610109016
s78,H6,csp1_9,0.622358431
s78,H6,csp1_10,0.614788876
s78,H7,csp1_6,0.572259836
s78,H7,csp1_5,0.584664549
s78,H7,csp1_4,0.528173361
s78,H7,csp1_7,0.579372541
s78,H7,csp1_8,0.609362295
s78,H7,csp1_9,0.60810123
s78,H7,csp1_10,0.629653074
s78,H8,csp1_6,0.014485082
s78,H8,csp1_5,0.019984098
s78,H8,csp1_4,0.018457869
s78,H8,csp1_7,0.015669016
s78,H8,csp1_8,0.014983443
s78,H8,csp1_9,0.014227213
s78,H8,csp1_10,0.01582459
s79,H10,csp1_3,0.246445298
s79,H10,csp1_2,0.233830179
s79,H10,csp1_1,0.229750952
s79,H10,csp1_4,0.254829583
s79,H11,csp1_3,0.245366875
s79,H11,csp1_2,0.230935521
s79,H11,csp1_1,0.220602292
s79,H11,csp1_4,0.328912813
s79,H14,csp1_3,0.487777019
s79,H14,csp1_2,0.466564286
s79,H14,csp1_1,0.457188665
s79,H14,csp1_4,0.513681444
s79,H15,csp1_3,0.475958967
s79,H15,csp1_2,0.421999457
s79,H15,csp1_1,0.417963179
s79,H15,csp1_4,0.542664946
s79,H16,csp1_3,0.032800543
s79,H16,csp1_2,0.025802935
s79,H16,csp1_1,0.027976196
s79,H16,csp1_4,0.042697174
s79,H17,csp1_3,0.345953533
s79,H17,csp1_2,0.32180788
s79,H17,csp1_1,0.292758016
s79,H17,csp1_4,0.422943478
s79,H2,csp1_3,0.537753571
s79,H2,csp1_2,0.506741537
s79,H2,csp1_1,0.488375233
s79,H2,csp1_4,0.566030823
s79,H3,csp1_3,0.345953533
s79,H3,csp1_2,0.32180788
s79,H3,csp1_1,0.292758016
s79,H3,csp1_4,0.422943478
s79,H4,csp1_3,0.039503804
s79,H4,csp1_2,0.036952065
s79,H4,csp1_1,0.030329348
s79,H4,csp1_4,0.04844087
s79,H6,csp1_3,0.409131382
s79,H6,csp1_2,0.409511124
s79,H6,csp1_1,0.386910422
s79,H6,csp1_4,0.427802576
s79,H7,csp1_3,0.359565369
s79,H7,csp1_2,0.364543033
s79,H7,csp1_1,0.370165369
s79,H7,csp1_4,0.44134918
s79,H8,csp1_3,0.008148852
s79,H8,csp1_2,0.00802082
s79,H8,csp1_1,0.00711
s79,H8,csp1_4,0.006774754
s8,H1,csp1_2,9.96E-05
s8,H1,csp1_1,0.000224728
s8,H10,csp1_2,0.093275238
s8,H10,csp1_1,0.094897798
s8,H11,csp1_2,0.095871458
s8,H11,csp1_1,0.100126563
s8,H14,csp1_2,0.366126553
s8,H14,csp1_1,0.352525932
s8,H15,csp1_2,0.334815489
s8,H15,csp1_1,0.282863859
s8,H16,csp1_2,0.027026196
s8,H16,csp1_1,0.022314565
s8,H17,csp1_2,0.635386685
s8,H17,csp1_1,0.611761957
s8,H2,csp1_2,0.578254736
s8,H2,csp1_1,0.572124612
s8,H3,csp1_2,0.635386685
s8,H3,csp1_1,0.611761957
s8,H4,csp1_2,0.09645337
s8,H4,csp1_1,0.093428261
s8,H6,csp1_2,0.425141101
s8,H6,csp1_1,0.432884778
s8,H7,csp1_2,0.446681762
s8,H7,csp1_1,0.427364344
s8,H8,csp1_2,0.010099016
s8,H8,csp1_1,0.00887918
s80,H10,csp1_3,0.227039762
s80,H10,csp1_2,0.220258988
s80,H10,csp1_1,0.191081726
s80,H11,csp1_3,0.253521563
s80,H11,csp1_2,0.232473229
s80,H11,csp1_1,0.212020313
s80,H12,csp1_3,0.0005685
s80,H12,csp1_2,0.000772333
s80,H12,csp1_1,0.00055825
s80,H14,csp1_3,0.487850466
s80,H14,csp1_2,0.469501941
s80,H14,csp1_1,0.462939053
s80,H15,csp1_3,0.489866576
s80,H15,csp1_2,0.437757609
s80,H15,csp1_1,0.441050272
s80,H16,csp1_3,0.05207413
s80,H16,csp1_2,0.039530109
s80,H16,csp1_1,0.038479022
s80,H17,csp1_3,0.426175543
s80,H17,csp1_2,0.395854348
s80,H17,csp1_1,0.334950408
s80,H2,csp1_3,0.599307919
s80,H2,csp1_2,0.588297127
s80,H2,csp1_1,0.534966537
s80,H3,csp1_3,0.426175543
s80,H3,csp1_2,0.395854348
s80,H3,csp1_1,0.334950408
s80,H4,csp1_3,0.08157163
s80,H4,csp1_2,0.070655109
s80,H4,csp1_1,0.0713275
s80,H6,csp1_3,0.470486885
s80,H6,csp1_2,0.470402225
s80,H6,csp1_1,0.43776897
s80,H7,csp1_3,0.407817008
s80,H7,csp1_2,0.378095492
s80,H7,csp1_1,0.408059221
s80,H8,csp1_3,0.013470492
s80,H8,csp1_2,0.010722787
s80,H8,csp1_1,0.012684426
s81,H10,csp1_6,0.349388512
s81,H10,csp1_5,0.358282679
s81,H10,csp1_7,0.37402869
s81,H10,csp1_8,0.399820476
s81,H11,csp1_6,0.396371042
s81,H11,csp1_5,0.398020417
s81,H11,csp1_7,0.430968229
s81,H11,csp1_8,0.481439375
s81,H12,csp1_6,0.000295917
s81,H12,csp1_5,0.001131
s81,H12,csp1_7,0.00083125
s81,H12,csp1_8,0.000862417
s81,H14,csp1_6,0.502375311
s81,H14,csp1_5,0.560917469
s81,H14,csp1_7,0.581420109
s81,H14,csp1_8,0.605792081
s81,H15,csp1_6,0.443838043
s81,H15,csp1_5,0.518819701
s81,H15,csp1_7,0.514876902
s81,H15,csp1_8,0.536793614
s81,H16,csp1_6,0.044868152
s81,H16,csp1_5,0.050910543
s81,H16,csp1_7,0.050676848
s81,H16,csp1_8,0.0515275
s81,H17,csp1_6,0.199859783
s81,H17,csp1_5,0.25418981
s81,H17,csp1_7,0.255020109
s81,H17,csp1_8,0.257646875
s81,H2,csp1_6,0.523249379
s81,H2,csp1_5,0.552601941
s81,H2,csp1_7,0.621969177
s81,H2,csp1_8,0.590023447
s81,H3,csp1_6,0.199859783
s81,H3,csp1_5,0.25418981
s81,H3,csp1_7,0.255020109
s81,H3,csp1_8,0.257646875
s81,H4,csp1_6,0.037004239
s81,H4,csp1_5,0.0387
s81,H4,csp1_7,0.038503804
s81,H4,csp1_8,0.036251848
s81,H6,csp1_6,0.531262646
s81,H6,csp1_5,0.526425995
s81,H6,csp1_7,0.548554801
s81,H6,csp1_8,0.564563817
s81,H7,csp1_6,0.473243238
s81,H7,csp1_5,0.454977049
s81,H7,csp1_7,0.479818852
s81,H7,csp1_8,0.554609631
s81,H8,csp1_6,0.010796721
s81,H8,csp1_5,0.012347213
s81,H8,csp1_7,0.008807541
s81,H8,csp1_8,0.01236623
s82,H10,csp1_6,0.268057619
s82,H10,csp1_5,0.254905833
s82,H11,csp1_6,0.369914792
s82,H11,csp1_5,0.341568438
s82,H14,csp1_6,0.565949301
s82,H14,csp1_5,0.542612345
s82,H15,csp1_6,0.622211141
s82,H15,csp1_5,0.604019701
s82,H16,csp1_6,0.046410109
s82,H16,csp1_5,0.047537174
s82,H17,csp1_6,0.57623587
s82,H17,csp1_5,0.599665217
s82,H2,csp1_6,0.660447748
s82,H2,csp1_5,0.657275543
s82,H3,csp1_6,0.57623587
s82,H3,csp1_5,0.599665217
s82,H4,csp1_6,0.055619783
s82,H4,csp1_5,0.063124565
s82,H6,csp1_6,0.494148478
s82,H6,csp1_5,0.471847424
s82,H7,csp1_6,0.513148361
s82,H7,csp1_5,0.508315984
s82,H8,csp1_6,0.008107705
s82,H8,csp1_5,0.009498033
s83,H10,csp1_6,0.31964125
s83,H10,csp1_7,0.360663512
s83,H10,csp1_8,0.366297321
s83,H11,csp1_6,0.418460208
s83,H11,csp1_7,0.443110313
s83,H11,csp1_8,0.469754063
s83,H12,csp1_6,0.000215417
s83,H12,csp1_7,0.000214417
s83,H12,csp1_8,0.000213917
s83,H14,csp1_6,0.568639752
s83,H14,csp1_7,0.573354425
s83,H14,csp1_8,0.575980357
s83,H15,csp1_6,0.65761644
s83,H15,csp1_7,0.652598234
s83,H15,csp1_8,0.670711005
s83,H16,csp1_6,0.050955761
s83,H16,csp1_7,0.059831304
s83,H16,csp1_8,0.053543913
s83,H17,csp1_6,0.573075815
s83,H17,csp1_7,0.599679212
s83,H17,csp1_8,0.632437092
s83,H2,csp1_6,0.657185714
s83,H2,csp1_7,0.687010093
s83,H2,csp1_8,0.687579115
s83,H3,csp1_6,0.573075815
s83,H3,csp1_7,0.599679212
s83,H3,csp1_8,0.632437092
s83,H4,csp1_6,0.065136848
s83,H4,csp1_7,0.068387391
s83,H4,csp1_8,0.073881957
s83,H6,csp1_6,0.523743443
s83,H6,csp1_7,0.546001639
s83,H6,csp1_8,0.555261007
s83,H7,csp1_6,0.55509918
s83,H7,csp1_7,0.589595492
s83,H7,csp1_8,0.618070902
s83,H8,csp1_6,0.009041148
s83,H8,csp1_7,0.009444262
s83,H8,csp1_8,0.01106
s84,H10,csp1_6,0.331619286
s84,H10,csp1_5,0.349716429
s84,H10,csp1_4,0.3317775
s84,H10,csp1_7,0.33420506
s84,H10,csp1_8,0.36057
s84,H11,csp1_6,0.466577708
s84,H11,csp1_5,0.385178958
s84,H11,csp1_4,0.381245938
s84,H11,csp1_7,0.440988333
s84,H11,csp1_8,0.460324167
s84,H12,csp1_6,0.000966667
s84,H12,csp1_5,0.000568667
s84,H12,csp1_4,0.000746333
s84,H12,csp1_7,0.000422833
s84,H12,csp1_8,0.000207583
s84,H14,csp1_6,0.543305047
s84,H14,csp1_5,0.582939519
s84,H14,csp1_4,0.514476863
s84,H14,csp1_7,0.551986957
s84,H14,csp1_8,0.572831366
s84,H15,csp1_6,0.618711005
s84,H15,csp1_5,0.529686277
s84,H15,csp1_4,0.483467391
s84,H15,csp1_7,0.633997962
s84,H15,csp1_8,0.665398777
s84,H16,csp1_6,0.053900543
s84,H16,csp1_5,0.042634348
s84,H16,csp1_4,0.0454725
s84,H16,csp1_7,0.0563725
s84,H16,csp1_8,0.05478663
s84,H17,csp1_6,0.511215489
s84,H17,csp1_5,0.314696603
s84,H17,csp1_4,0.339707609
s84,H17,csp1_7,0.637242663
s84,H17,csp1_8,0.67297106
s84,H2,csp1_6,0.639584472
s84,H2,csp1_5,0.588608463
s84,H2,csp1_4,0.575928183
s84,H2,csp1_7,0.683233696
s84,H2,csp1_8,0.696636258
s84,H3,csp1_6,0.511215489
s84,H3,csp1_5,0.314696603
s84,H3,csp1_4,0.339707609
s84,H3,csp1_7,0.637242663
s84,H3,csp1_8,0.67297106
s84,H4,csp1_6,0.054848696
s84,H4,csp1_5,0.038986304
s84,H4,csp1_4,0.036084891
s84,H4,csp1_7,0.070811848
s84,H4,csp1_8,0.072742391
s84,H6,csp1_6,0.531680094
s84,H6,csp1_5,0.561874005
s84,H6,csp1_4,0.498494965
s84,H6,csp1_7,0.543497775
s84,H6,csp1_8,0.547126112
s84,H7,csp1_6,0.552601844
s84,H7,csp1_5,0.508542828
s84,H7,csp1_4,0.446809836
s84,H7,csp1_7,0.594284631
s84,H7,csp1_8,0.620449795
s84,H8,csp1_6,0.010481311
s84,H8,csp1_5,0.012733607
s84,H8,csp1_4,0.011793934
s84,H8,csp1_7,0.010631475
s84,H8,csp1_8,0.010113443
s85,H10,csp1_3,0.235090714
s85,H10,csp1_6,0.307157202
s85,H10,csp1_5,0.263258869
s85,H10,csp1_4,0.248668452
s85,H11,csp1_3,0.246803854
s85,H11,csp1_6,0.382137708
s85,H11,csp1_5,0.330374167
s85,H11,csp1_4,0.329756771
s85,H12,csp1_3,0.000236583
s85,H14,csp1_3,0.490957686
s85,H14,csp1_6,0.537038898
s85,H14,csp1_5,0.518232453
s85,H14,csp1_4,0.485956211
s85,H15,csp1_3,0.492429076
s85,H15,csp1_6,0.596749185
s85,H15,csp1_5,0.564535734
s85,H15,csp1_4,0.537034647
s85,H16,csp1_3,0.036721522
s85,H16,csp1_6,0.041649674
s85,H16,csp1_5,0.040090109
s85,H16,csp1_4,0.031993152
s85,H17,csp1_3,0.371222011
s85,H17,csp1_6,0.61742663
s85,H17,csp1_5,0.618647011
s85,H17,csp1_4,0.628950815
s85,H2,csp1_3,0.548125311
s85,H2,csp1_6,0.657887888
s85,H2,csp1_5,0.647939596
s85,H2,csp1_4,0.622119798
s85,H3,csp1_3,0.371222011
s85,H3,csp1_6,0.61742663
s85,H3,csp1_5,0.618647011
s85,H3,csp1_4,0.628950815
s85,H4,csp1_3,0.036135217
s85,H4,csp1_6,0.069320217
s85,H4,csp1_5,0.0714975
s85,H4,csp1_4,0.061299348
s85,H6,csp1_3,0.409914286
s85,H6,csp1_6,0.492554098
s85,H6,csp1_5,0.47494918
s85,H6,csp1_4,0.458008431
s85,H7,csp1_3,0.4036625
s85,H7,csp1_6,0.535242623
s85,H7,csp1_5,0.519568852
s85,H7,csp1_4,0.448839549
s85,H8,csp1_3,0.006282623
s85,H8,csp1_6,0.00990459
s85,H8,csp1_5,0.008361148
s85,H8,csp1_4,0.007347049
s86,H10,csp1_6,0.326210179
s86,H10,csp1_5,0.324571071
s86,H10,csp1_7,0.35786375
s86,H10,csp1_8,0.347918095
s86,H11,csp1_6,0.393252292
s86,H11,csp1_5,0.365492708
s86,H11,csp1_7,0.427359063
s86,H11,csp1_8,0.453032917
s86,H14,csp1_6,0.523515839
s86,H14,csp1_5,0.509604969
s86,H14,csp1_7,0.542057298
s86,H14,csp1_8,0.567839519
s86,H15,csp1_6,0.625090761
s86,H15,csp1_5,0.617486549
s86,H15,csp1_7,0.635389266
s86,H15,csp1_8,0.659622962
s86,H16,csp1_6,0.04222337
s86,H16,csp1_5,0.041381196
s86,H16,csp1_7,0.047611413
s86,H16,csp1_8,0.052659022
s86,H17,csp1_6,0.662222962
s86,H17,csp1_5,0.671765489
s86,H17,csp1_7,0.704480571
s86,H17,csp1_8,0.691326495
s86,H2,csp1_6,0.648161102
s86,H2,csp1_5,0.626911025
s86,H2,csp1_7,0.691391848
s86,H2,csp1_8,0.704649224
s86,H3,csp1_6,0.662222962
s86,H3,csp1_5,0.671765489
s86,H3,csp1_7,0.704480571
s86,H3,csp1_8,0.691326495
s86,H4,csp1_6,0.077370326
s86,H4,csp1_5,0.073548261
s86,H4,csp1_7,0.083366413
s86,H4,csp1_8,0.077232283
s86,H6,csp1_6,0.486495316
s86,H6,csp1_5,0.465648361
s86,H6,csp1_7,0.518335246
s86,H6,csp1_8,0.510088876
s86,H7,csp1_6,0.537389959
s86,H7,csp1_5,0.554535246
s86,H7,csp1_7,0.566760041
s86,H7,csp1_8,0.605563934
s86,H8,csp1_6,0.009464262
s86,H8,csp1_5,0.008617213
s86,H8,csp1_7,0.011177541
s86,H8,csp1_8,0.011630656
s87,H10,csp1_6,0.345061607
s87,H10,csp1_7,0.349806429
s87,H10,csp1_8,0.351584643
s87,H11,csp1_6,0.408582188
s87,H11,csp1_7,0.434193542
s87,H11,csp1_8,0.457054792
s87,H14,csp1_6,0.52463059
s87,H14,csp1_7,0.544565217
s87,H14,csp1_8,0.56931514
s87,H15,csp1_6,0.599417935
s87,H15,csp1_7,0.619404891
s87,H15,csp1_8,0.604844973
s87,H16,csp1_6,0.036697391
s87,H16,csp1_7,0.043431957
s87,H16,csp1_8,0.047064891
s87,H17,csp1_6,0.663962636
s87,H17,csp1_7,0.693263043
s87,H17,csp1_8,0.616020245
s87,H2,csp1_6,0.654219332
s87,H2,csp1_7,0.66885986
s87,H2,csp1_8,0.68936941
s87,H3,csp1_6,0.663962636
s87,H3,csp1_7,0.693263043
s87,H3,csp1_8,0.616020245
s87,H4,csp1_6,0.074275435
s87,H4,csp1_7,0.076355
s87,H4,csp1_8,0.070118913
s87,H6,csp1_6,0.49893911
s87,H6,csp1_7,0.52938993
s87,H6,csp1_8,0.538977518
s87,H7,csp1_6,0.57336373
s87,H7,csp1_7,0.576029918
s87,H7,csp1_8,0.578464344
s87,H8,csp1_6,0.007805902
s87,H8,csp1_7,0.008575738
s87,H8,csp1_8,0.010013607
s88,H10,csp1_7,0.349976667
s88,H10,csp1_8,0.39641131
s88,H10,csp1_9,0.386524583
s88,H10,csp1_11,0.448851429
s88,H10,csp1_10,0.397673274
s88,H11,csp1_7,0.452080625
s88,H11,csp1_8,0.489247604
s88,H11,csp1_9,0.477951354
s88,H11,csp1_11,0.535465729
s88,H11,csp1_10,0.466756875
s88,H12,csp1_7,0.003574083
s88,H12,csp1_8,0.003602833
s88,H12,csp1_9,0.003632833
s88,H12,csp1_11,0.0029725
s88,H12,csp1_10,0.003279583
s88,H14,csp1_7,0.561679581
s88,H14,csp1_8,0.607180668
s88,H14,csp1_9,0.585879193
s88,H14,csp1_11,0.641332298
s88,H14,csp1_10,0.610674068
s88,H15,csp1_7,0.618743342
s88,H15,csp1_8,0.62677894
s88,H15,csp1_9,0.669169429
s88,H15,csp1_11,0.704784783
s88,H15,csp1_10,0.684362772
s88,H16,csp1_7,0.088149022
s88,H16,csp1_8,0.077044674
s88,H16,csp1_9,0.077361522
s88,H16,csp1_11,0.065784457
s88,H16,csp1_10,0.074163913
s88,H17,csp1_7,0.403352038
s88,H17,csp1_8,0.402408832
s88,H17,csp1_9,0.6448
s88,H17,csp1_11,0.704899728
s88,H17,csp1_10,0.625334103
s88,H2,csp1_7,0.554577484
s88,H2,csp1_8,0.583442236
s88,H2,csp1_9,0.628673835
s88,H2,csp1_11,0.663868168
s88,H2,csp1_10,0.653007453
s88,H3,csp1_7,0.403352038
s88,H3,csp1_8,0.402408832
s88,H3,csp1_9,0.6448
s88,H3,csp1_11,0.704899728
s88,H3,csp1_10,0.625334103
s88,H4,csp1_7,0.091561522
s88,H4,csp1_8,0.073266848
s88,H4,csp1_9,0.096834239
s88,H4,csp1_11,0.089302826
s88,H4,csp1_10,0.097141957
s88,H6,csp1_7,0.548043911
s88,H6,csp1_8,0.566419555
s88,H6,csp1_9,0.593141101
s88,H6,csp1_11,0.581740984
s88,H6,csp1_10,0.613946604
s88,H7,csp1_7,0.582553893
s88,H7,csp1_8,0.578810861
s88,H7,csp1_9,0.703678279
s88,H7,csp1_11,0.658608402
s88,H7,csp1_10,0.675042008
s88,H8,csp1_7,0.022348197
s88,H8,csp1_8,0.019954426
s88,H8,csp1_9,0.028596721
s88,H8,csp1_11,0.01772459
s88,H8,csp1_10,0.023248361
s89,H10,csp1_6,0.365940774
s89,H10,csp1_7,0.397294821
s89,H10,csp1_8,0.395506548
s89,H10,csp1_9,0.3994425
s89,H10,csp1_11,0.448580833
s89,H10,csp1_10,0.434904464
s89,H11,csp1_6,0.405697292
s89,H11,csp1_7,0.466985104
s89,H11,csp1_8,0.477598333
s89,H11,csp1_9,0.503690313
s89,H11,csp1_11,0.544966042
s89,H11,csp1_10,0.540315313
s89,H12,csp1_6,0.002823667
s89,H12,csp1_7,0.00250525
s89,H12,csp1_8,0.003021667
s89,H12,csp1_9,0.003252917
s89,H12,csp1_11,0.00271
s89,H12,csp1_10,0.00284225
s89,H14,csp1_6,0.573282997
s89,H14,csp1_7,0.581942702
s89,H14,csp1_8,0.583094332
s89,H14,csp1_9,0.614411568
s89,H14,csp1_11,0.638995497
s89,H14,csp1_10,0.625028727
s89,H15,csp1_6,0.585757337
s89,H15,csp1_7,0.597373641
s89,H15,csp1_8,0.637113587
s89,H15,csp1_9,0.683420652
s89,H15,csp1_11,0.702291304
s89,H15,csp1_10,0.690040625
s89,H16,csp1_6,0.061874457
s89,H16,csp1_7,0.066539891
s89,H16,csp1_8,0.071544891
s89,H16,csp1_9,0.074215761
s89,H16,csp1_11,0.070624674
s89,H16,csp1_10,0.072098913
s89,H17,csp1_6,0.457196467
s89,H17,csp1_7,0.524661005
s89,H17,csp1_8,0.534826087
s89,H17,csp1_9,0.649731386
s89,H17,csp1_11,0.723471332
s89,H17,csp1_10,0.712122418
s89,H2,csp1_6,0.577136102
s89,H2,csp1_7,0.604891382
s89,H2,csp1_8,0.628347671
s89,H2,csp1_9,0.660735016
s89,H2,csp1_11,0.680738276
s89,H2,csp1_10,0.687708307
s89,H3,csp1_6,0.457196467
s89,H3,csp1_7,0.524661005
s89,H3,csp1_8,0.534826087
s89,H3,csp1_9,0.649731386
s89,H3,csp1_11,0.723471332
s89,H3,csp1_10,0.712122418
s89,H4,csp1_6,0.070744457
s89,H4,csp1_7,0.080204783
s89,H4,csp1_8,0.080337609
s89,H4,csp1_9,0.089473478
s89,H4,csp1_11,0.095384239
s89,H4,csp1_10,0.0941
s89,H6,csp1_6,0.549341101
s89,H6,csp1_7,0.581346721
s89,H6,csp1_8,0.590833724
s89,H6,csp1_9,0.616616042
s89,H6,csp1_11,0.582328454
s89,H6,csp1_10,0.579967447
s89,H7,csp1_6,0.595852459
s89,H7,csp1_7,0.638423975
s89,H7,csp1_8,0.660015164
s89,H7,csp1_9,0.682394877
s89,H7,csp1_11,0.64992418
s89,H7,csp1_10,0.658342008
s89,H8,csp1_6,0.017573443
s89,H8,csp1_7,0.02345541
s89,H8,csp1_8,0.020338197
s89,H8,csp1_9,0.023492459
s89,H8,csp1_11,0.016940164
s89,H8,csp1_10,0.015858361
s9,H10,csp1_3,0.104788274
s9,H10,csp1_2,0.090799524
s9,H10,csp1_1,0.085499464
s9,H11,csp1_3,0.120955625
s9,H11,csp1_2,0.09790125
s9,H11,csp1_1,0.071644375
s9,H14,csp1_3,0.389129969
s9,H14,csp1_2,0.363578028
s9,H14,csp1_1,0.361561258
s9,H15,csp1_3,0.351518207
s9,H15,csp1_2,0.347956658
s9,H15,csp1_1,0.328469429
s9,H16,csp1_3,0.020348043
s9,H16,csp1_2,0.022888587
s9,H16,csp1_1,0.020259674
s9,H17,csp1_3,0.68136019
s9,H17,csp1_2,0.666932745
s9,H17,csp1_1,0.666596196
s9,H2,csp1_3,0.595446506
s9,H2,csp1_2,0.579238199
s9,H2,csp1_1,0.582262655
s9,H3,csp1_3,0.68136019
s9,H3,csp1_2,0.666932745
s9,H3,csp1_1,0.666596196
s9,H4,csp1_3,0.108658587
s9,H4,csp1_2,0.103519457
s9,H4,csp1_1,0.101779891
s9,H6,csp1_3,0.427756909
s9,H6,csp1_2,0.406360539
s9,H6,csp1_1,0.407892974
s9,H7,csp1_3,0.465097541
s9,H7,csp1_2,0.447966189
s9,H7,csp1_1,0.440490779
s9,H8,csp1_3,0.01206082
s9,H8,csp1_2,0.010826557
s9,H8,csp1_1,0.009296066
s90,H10,csp1_8,0.432316548
s90,H10,csp1_9,0.448364643
s90,H10,csp1_12,0.472096131
s90,H10,csp1_11,0.470600417
s90,H10,csp1_10,0.471612083
s90,H11,csp1_8,0.5418475
s90,H11,csp1_9,0.565814375
s90,H11,csp1_12,0.636668958
s90,H11,csp1_11,0.633329063
s90,H11,csp1_10,0.587183333
s90,H12,csp1_8,0.00454025
s90,H12,csp1_9,0.003303083
s90,H12,csp1_12,0.0058365
s90,H12,csp1_11,0.005477833
s90,H12,csp1_10,0.003402333
s90,H14,csp1_8,0.614242236
s90,H14,csp1_9,0.627829193
s90,H14,csp1_12,0.665535559
s90,H14,csp1_11,0.665859783
s90,H14,csp1_10,0.644243401
s90,H15,csp1_8,0.626057609
s90,H15,csp1_9,0.632246875
s90,H15,csp1_12,0.803895652
s90,H15,csp1_11,0.794379755
s90,H15,csp1_10,0.707738995
s90,H16,csp1_8,0.070698804
s90,H16,csp1_9,0.07057587
s90,H16,csp1_12,0.089779674
s90,H16,csp1_11,0.089135326
s90,H16,csp1_10,0.066048587
s90,H17,csp1_8,0.378300272
s90,H17,csp1_9,0.471013043
s90,H17,csp1_12,0.67273356
s90,H17,csp1_11,0.674360054
s90,H17,csp1_10,0.674922418
s90,H2,csp1_8,0.563852484
s90,H2,csp1_9,0.598202329
s90,H2,csp1_12,0.598895652
s90,H2,csp1_11,0.602769643
s90,H2,csp1_10,0.675837811
s90,H3,csp1_8,0.378300272
s90,H3,csp1_9,0.471013043
s90,H3,csp1_12,0.67273356
s90,H3,csp1_11,0.674360054
s90,H3,csp1_10,0.674922418
s90,H4,csp1_8,0.05078337
s90,H4,csp1_9,0.062033804
s90,H4,csp1_12,0.089049457
s90,H4,csp1_11,0.085681413
s90,H4,csp1_10,0.082883261
s90,H6,csp1_8,0.559968618
s90,H6,csp1_9,0.581470023
s90,H6,csp1_12,0.565400351
s90,H6,csp1_11,0.567609485
s90,H6,csp1_10,0.582853864
s90,H7,csp1_8,0.546705533
s90,H7,csp1_9,0.590990164
s90,H7,csp1_12,0.696647541
s90,H7,csp1_11,0.699980533
s90,H7,csp1_10,0.650427049
s90,H8,csp1_8,0.017599344
s90,H8,csp1_9,0.019546885
s90,H8,csp1_12,0.023264754
s90,H8,csp1_11,0.022353443
s90,H8,csp1_10,0.017466557
s91,H10,csp1_6,0.374130655
s91,H10,csp1_7,0.413642976
s91,H10,csp1_8,0.428403393
s91,H10,csp1_9,0.43931631
s91,H10,csp1_10,0.439831845
s91,H11,csp1_6,0.458792708
s91,H11,csp1_7,0.436416354
s91,H11,csp1_8,0.488485417
s91,H11,csp1_9,0.524840417
s91,H11,csp1_10,0.530525313
s91,H12,csp1_6,0.002994583
s91,H12,csp1_7,0.001454333
s91,H12,csp1_8,0.002031417
s91,H12,csp1_9,0.002642917
s91,H12,csp1_10,0.002948833
s91,H14,csp1_6,0.572533773
s91,H14,csp1_7,0.600796196
s91,H14,csp1_8,0.60743059
s91,H14,csp1_9,0.613347127
s91,H14,csp1_10,0.625848602
s91,H15,csp1_6,0.576562364
s91,H15,csp1_7,0.558347554
s91,H15,csp1_8,0.595225815
s91,H15,csp1_9,0.633211277
s91,H15,csp1_10,0.653883832
s91,H16,csp1_6,0.057174674
s91,H16,csp1_7,0.057249022
s91,H16,csp1_8,0.05605663
s91,H16,csp1_9,0.071065326
s91,H16,csp1_10,0.067892283
s91,H17,csp1_6,0.393086413
s91,H17,csp1_7,0.350683696
s91,H17,csp1_8,0.428868614
s91,H17,csp1_9,0.609914402
s91,H17,csp1_10,0.633003533
s91,H2,csp1_6,0.57809045
s91,H2,csp1_7,0.671422671
s91,H2,csp1_8,0.664831522
s91,H2,csp1_9,0.645884783
s91,H2,csp1_10,0.682119099
