j,wind-ofs_1,wind-ofs_10,wind-ofs_11,wind-ofs_12,wind-ofs_13,wind-ofs_14,wind-ofs_15,wind-ofs_2,wind-ofs_3,wind-ofs_4,wind-ofs_5,wind-ofs_6,wind-ofs_7,wind-ofs_8,wind-ofs_9,wind-ons_1,wind-ons_10,wind-ons_2,wind-ons_3,wind-ons_4,wind-ons_5,wind-ons_6,wind-ons_7,wind-ons_8,wind-ons_9
2026,0.465959211,0.460890239,0.429892746,0.386924731,0.365814481,0.33780386,0.325300514,0.442101173,0.431119009,0.418339086,0.380759655,0.517543089,0.510739223,0.499339685,0.4876974,0.504297084,0.14626344,0.493293868,0.485390254,0.472510388,0.450969923,0.415742282,0.362207463,0.293465546,0.231442652
2027,0.46703871,0.461969738,0.430972245,0.38800423,0.366893979,0.338883359,0.326380013,0.443180672,0.432198508,0.419418585,0.381839154,0.518622587,0.511818722,0.500419184,0.488776899,0.506747947,0.149067775,0.495788871,0.488233008,0.475479853,0.454447154,0.419889512,0.366510221,0.297272961,0.235339072
2028,0.468091828,0.463022856,0.432025363,0.389057348,0.367947098,0.339936477,0.327433131,0.44423379,0.433251626,0.420471703,0.382892272,0.519675706,0.51287184,0.501472302,0.489830017,0.509140995,0.151805954,0.498225017,0.4910087,0.478379267,0.457842357,0.423938907,0.370711475,0.300990558,0.239143575
2029,0.469118567,0.464049594,0.433052101,0.390084086,0.368973836,0.340963215,0.328459869,0.445260528,0.434278364,0.421498441,0.38391901,0.520702444,0.513898578,0.50249904,0.490856755,0.511476225,0.154477979,0.500602306,0.493717331,0.48120863,0.461155531,0.427890469,0.374811227,0.304618338,0.24285616
2030,0.470118924,0.465049952,0.434052459,0.391084444,0.369974193,0.341963573,0.329460227,0.446260886,0.435278722,0.422498799,0.384919368,0.521702801,0.514898936,0.503499398,0.491857113,0.51375364,0.157083849,0.502920737,0.496358902,0.483967944,0.464386677,0.431744197,0.378809477,0.308156301,0.246476829
2031,0.471092902,0.466023929,0.435026436,0.392058421,0.370948171,0.34293755,0.330434204,0.447234863,0.436252699,0.423472776,0.385893345,0.522676779,0.515872913,0.504473375,0.492831091,0.515973238,0.159623564,0.50518031,0.498933411,0.486657208,0.467535794,0.435500092,0.382706223,0.311604445,0.25000558
2032,0.472040499,0.466971526,0.435974033,0.393006018,0.371895768,0.343885147,0.331381801,0.44818246,0.437200296,0.424420373,0.386840942,0.523624376,0.51682051,0.505420972,0.493778688,0.51813502,0.162097125,0.507381026,0.501440859,0.489276421,0.470602883,0.439158152,0.386501467,0.314962772,0.253442414
2033,0.472961715,0.467892743,0.43689525,0.393927235,0.372816984,0.344806364,0.332303018,0.449103677,0.438121513,0.42534159,0.387762159,0.524545592,0.517741727,0.506342189,0.494699904,0.520238985,0.164504531,0.509522884,0.503881246,0.491825584,0.473587943,0.442718378,0.390195207,0.318231282,0.25678733
2034,0.473856552,0.46878758,0.437790086,0.394822071,0.373711821,0.3457012,0.333197854,0.449998513,0.43901635,0.426236426,0.388656995,0.525440429,0.518636563,0.507237025,0.495594741,0.522285135,0.166845782,0.511605885,0.506254572,0.494304697,0.476490975,0.446180771,0.393787445,0.321409974,0.26004033
2035,0.474725008,0.469656036,0.438658542,0.395690527,0.374580277,0.346569656,0.334066311,0.450866969,0.439884806,0.427104882,0.389525451,0.526308885,0.519505019,0.508105482,0.496463197,0.524273468,0.169120878,0.513630028,0.508560837,0.49671376,0.479311978,0.44954533,0.39727818,0.324498848,0.263201412
2036,0.475567084,0.470498111,0.439500618,0.396532603,0.375422353,0.347411732,0.334908386,0.451709045,0.440726881,0.427946958,0.390367527,0.527150961,0.520347095,0.508947557,0.497305273,0.526203984,0.17132982,0.515595314,0.510800041,0.499052772,0.482050953,0.452812054,0.400667413,0.327497905,0.266270577
2037,0.476382779,0.471313807,0.440316314,0.397348299,0.376238048,0.348227428,0.335724082,0.452524741,0.441542577,0.428762654,0.391183223,0.527966656,0.521162791,0.509763253,0.498120968,0.528076685,0.173472607,0.517501742,0.512972184,0.501321735,0.484707899,0.455980945,0.403955142,0.330407144,0.269247825
2038,0.477172094,0.472103122,0.441105629,0.398137614,0.377027363,0.349016743,0.336513397,0.453314056,0.442331892,0.429551969,0.391972538,0.528755971,0.521952106,0.510552568,0.498910283,0.529891569,0.175549239,0.519349312,0.515077266,0.503520647,0.487282817,0.459052002,0.407141369,0.333226566,0.272133155
2039,0.477935029,0.472866057,0.441868563,0.398900549,0.377790298,0.349779678,0.337276332,0.45407699,0.443094827,0.430314904,0.392735473,0.529518906,0.522715041,0.511315503,0.499673218,0.531648636,0.177559717,0.521138025,0.517115287,0.505649509,0.489775706,0.462025225,0.410226093,0.33595617,0.274926568
2040,0.478671583,0.473602611,0.442605118,0.399637103,0.378526852,0.350516232,0.338012886,0.454813545,0.443831381,0.431051458,0.393472027,0.53025546,0.523451595,0.512052057,0.500409772,0.533347888,0.179504039,0.52286788,0.519086247,0.507708321,0.492186567,0.464900615,0.413209314,0.338595956,0.277628064
2041,0.479381758,0.474312785,0.443315292,0.400347277,0.379237027,0.351226406,0.33872306,0.455523719,0.444541555,0.431761632,0.394182201,0.530965635,0.524161769,0.512762231,0.501119947,0.534989323,0.181382207,0.524538878,0.520990145,0.509697082,0.494515399,0.46767817,0.416091032,0.341145925,0.280237643
2042,0.480065551,0.474996579,0.443999086,0.401031071,0.37992082,0.3519102,0.339406854,0.456207513,0.445225349,0.432445426,0.394865995,0.531649428,0.524845563,0.513446025,0.50180374,0.536572942,0.18319422,0.526151018,0.522826983,0.511615794,0.496762203,0.470357891,0.418871247,0.343606076,0.282755305
2043,0.480722965,0.475653993,0.444656499,0.401688484,0.380578234,0.352567613,0.340064268,0.456864926,0.445882763,0.433102839,0.395523408,0.532306842,0.525502976,0.514103439,0.502461154,0.538098744,0.184940079,0.5277043,0.52459676,0.513464455,0.498926978,0.472939779,0.42154996,0.34597641,0.285181049
2044,0.481353998,0.476285026,0.445287533,0.402319518,0.381209267,0.353198647,0.340695301,0.457495959,0.446513796,0.433733873,0.396154442,0.532937875,0.52613401,0.514734472,0.503092187,0.539566731,0.186619783,0.529198725,0.526299475,0.515243066,0.501009725,0.475423833,0.42412717,0.348256926,0.287514876
2045,0.481958651,0.476889679,0.445892185,0.40292417,0.38181392,0.353803299,0.341299954,0.458100612,0.447118449,0.434338525,0.396759094,0.533542528,0.526738662,0.515339125,0.50369684,0.540976901,0.188233331,0.530634292,0.52793513,0.516951627,0.503010443,0.477810053,0.426602877,0.350447624,0.289756786
2046,0.482536923,0.477467951,0.446470458,0.403502443,0.382392192,0.354381572,0.341878226,0.458678885,0.447696721,0.434916798,0.397337367,0.5341208,0.527316935,0.515917397,0.504275112,0.542329254,0.189780726,0.532011002,0.529503723,0.518590138,0.504929133,0.480098439,0.428977081,0.352548505,0.291906778
2047,0.483088816,0.478019843,0.44702235,0.404054335,0.382944085,0.354933464,0.342430118,0.459230777,0.448248613,0.43546869,0.397889259,0.534672693,0.527868827,0.516469289,0.504827005,0.543623792,0.191261965,0.533328854,0.531005255,0.520158598,0.506765794,0.482288991,0.431249782,0.354559568,0.293964854
2048,0.483614327,0.478545355,0.447547862,0.404579847,0.383469596,0.355458976,0.34295563,0.459756289,0.448774125,0.435994202,0.398414771,0.535198205,0.528394339,0.516994801,0.505352516,0.544860513,0.19267705,0.534587849,0.532439727,0.521657009,0.508520427,0.484381709,0.433420981,0.356480814,0.295931012
2049,0.484113459,0.479044487,0.448046993,0.405078979,0.383968728,0.355958108,0.343454762,0.46025542,0.449273257,0.436493334,0.398913903,0.535697336,0.528893471,0.517493933,0.505851648,0.546039418,0.19402598,0.535787986,0.533807137,0.523085369,0.510193032,0.486376593,0.435490677,0.358312242,0.297805252
2050,0.48458621,0.479517238,0.448519745,0.40555173,0.384441479,0.356430859,0.343927513,0.460728172,0.449746008,0.436966085,0.399386654,0.536170087,0.529366222,0.517966684,0.506324399,0.547160506,0.195308755,0.536929265,0.535107486,0.524443679,0.511783607,0.488273644,0.43745887,0.360053852,0.299587576
