i,szn,r,value
hydUD,wint,p29,0.5
hydUD,wint,p30,0.5
hydUD,wint,p31,0.5
hydUD,wint,p32,0.5
hydUD,wint,p33,0.5
hydUD,wint,p34,0.5
hydUD,wint,p35,0.5
hydUD,wint,p36,0.5
hydUD,wint,p37,0.5
hydUD,wint,p38,0.5
hydUD,wint,p39,0.5
hydUD,wint,p40,0.5
hydUD,wint,p41,0.5
hydUD,wint,p42,0.5
hydUD,wint,p43,0.5
hydUD,wint,p44,0.5
hydUD,wint,p45,0.5
hydUD,wint,p46,0.5
hydUD,wint,p47,0.5
hydUD,wint,p48,0.5
hydUD,wint,p49,0.5
hydUD,wint,p50,0.5
hydUD,wint,p51,0.5
hydUD,wint,p52,0.5
hydUD,wint,p53,0.5
hydUD,wint,p54,0.5
hydUD,wint,p55,0.5
hydUD,wint,p56,0.5
hydUD,wint,p57,0.5
hydUD,wint,p58,0.5
hydUD,wint,p59,0.5
hydUD,wint,p60,0.5
hydUD,wint,p61,0.5
hydUD,wint,p62,0.5
hydUD,wint,p63,0.5
hydUD,wint,p64,0.5
hydUD,wint,p65,0.5
hydUD,wint,p66,0.5
hydUD,wint,p67,0.5
hydUD,wint,p68,0.5
hydUD,wint,p69,0.5
hydUD,wint,p70,0.5
hydUD,wint,p71,0.5
hydUD,wint,p72,0.5
hydUD,wint,p73,0.5
hydUD,wint,p74,0.5
hydUD,wint,p75,0.5
hydUD,wint,p76,0.5
hydUD,wint,p77,0.5
hydUD,wint,p78,0.5
hydUD,wint,p79,0.5
hydUD,wint,p80,0.5
hydUD,wint,p81,0.5
hydUD,wint,p82,0.5
hydUD,wint,p83,0.5
hydUD,wint,p84,0.5
hydUD,wint,p85,0.5
hydUD,wint,p86,0.5
hydUD,wint,p87,0.5
hydUD,wint,p88,0.5
hydUD,wint,p89,0.5
hydUD,wint,p90,0.5
hydUD,wint,p91,0.5
hydUD,wint,p92,0.5
hydUD,wint,p93,0.5
hydUD,wint,p94,0.5
hydUD,wint,p95,0.5
hydUD,wint,p96,0.5
hydUD,wint,p97,0.5
hydUD,wint,p98,0.5
hydUD,wint,p99,0.5
hydUD,wint,p100,0.5
hydUD,wint,p101,0.5
hydUD,wint,p102,0.5
hydUD,wint,p103,0.5
hydUD,wint,p104,0.5
hydUD,wint,p105,0.5
hydUD,wint,p106,0.5
hydUD,wint,p107,0.5
hydUD,wint,p108,0.5
hydUD,wint,p109,0.5
hydUD,wint,p110,0.5
hydUD,wint,p111,0.5
hydUD,wint,p112,0.5
hydUD,wint,p113,0.5
hydUD,wint,p114,0.5
hydUD,wint,p115,0.5
hydUD,wint,p116,0.5
hydUD,wint,p117,0.5
hydUD,wint,p118,0.5
hydUD,wint,p119,0.5
hydUD,wint,p120,0.5
hydUD,wint,p121,0.5
hydUD,wint,p122,0.5
hydUD,wint,p123,0.5
hydUD,wint,p124,0.5
hydUD,wint,p125,0.5
hydUD,wint,p126,0.5
hydUD,wint,p127,0.5
hydUD,wint,p128,0.5
hydUD,wint,p129,0.5
hydUD,wint,p130,0.5
hydUD,wint,p131,0.5
hydUD,wint,p132,0.5
hydUD,wint,p133,0.5
hydUD,wint,p134,0.5
hydUD,wint,p135,0.5
hydUD,wint,p136,0.5
hydUD,wint,p137,0.5
hydUD,wint,p138,0.5
hydUD,wint,p139,0.5
hydUD,wint,p140,0.5
hydUD,wint,p141,0.5
hydUD,wint,p142,0.5
hydUD,wint,p143,0.5
hydUD,wint,p144,0.5
hydUD,wint,p145,0.5
hydUD,wint,p146,0.5
hydUD,wint,p147,0.5
hydUD,wint,p148,0.5
hydUD,wint,p149,0.5
hydUD,wint,p150,0.5
hydUD,wint,p151,0.5
hydUD,wint,p152,0.5
hydUD,wint,p153,0.5
hydUD,wint,p154,0.5
hydUD,wint,p155,0.5
hydUD,wint,p156,0.5
hydUD,wint,p157,0.5
hydUD,wint,p158,0.5
hydUD,wint,p159,0.5
hydUD,wint,p160,0.5
hydUD,wint,p161,0.5
hydUD,wint,p162,0.5
hydUD,wint,p163,0.5
hydUD,wint,p164,0.5
hydUD,wint,p165,0.5
hydUD,wint,p166,0.5
hydUD,wint,p167,0.5
hydUD,wint,p168,0.5
hydUD,wint,p169,0.5
hydUD,wint,p170,0.5
hydUD,wint,p171,0.5
hydUD,wint,p172,0.5
hydUD,wint,p173,0.5
hydUD,wint,p174,0.5
hydUD,wint,p175,0.5
hydUD,wint,p176,0.5
hydUD,wint,p177,0.5
hydUD,wint,p178,0.5
hydUD,wint,p179,0.5
hydUD,wint,p180,0.5
hydUD,wint,p181,0.5
hydUD,wint,p182,0.5
hydUD,wint,p183,0.5
hydUD,wint,p184,0.5
hydUD,wint,p185,0.5
hydUD,wint,p186,0.5
hydUD,wint,p187,0.5
hydUD,wint,p188,0.5
hydUD,wint,p189,0.5
hydUD,wint,p190,0.5
hydUD,wint,p191,0.5
hydUD,wint,p192,0.5
hydUD,wint,p193,0.5
hydUD,wint,p194,0.5
hydUD,wint,p195,0.5
hydUD,wint,p196,0.5
hydUD,wint,p197,0.5
hydUD,wint,p198,0.5
hydUD,wint,p199,0.5
hydUD,wint,p200,0.5
hydUD,wint,p201,0.5
hydUD,wint,p202,0.5
hydUD,wint,p203,0.5
hydUD,wint,p204,0.5
hydUD,wint,p205,0.5
hydUD,spri,p1,0.08288257
hydUD,spri,p2,0.1297599
hydUD,spri,p3,0.5
hydUD,spri,p4,0.1226082
hydUD,spri,p5,0.1876752
hydUD,spri,p6,0.5
hydUD,spri,p7,0.5
hydUD,spri,p8,0.5
hydUD,spri,p9,0.0156061
hydUD,spri,p10,0.5
hydUD,spri,p11,0.5
hydUD,spri,p12,0.5
hydUD,spri,p13,0.02185
hydUD,spri,p14,0.5
hydUD,spri,p15,0.5
hydUD,spri,p16,0.5
hydUD,spri,p17,0.5
hydUD,spri,p18,0.5
hydUD,spri,p19,0.5
hydUD,spri,p20,0.5
hydUD,spri,p21,0.5
hydUD,spri,p22,0.5
hydUD,spri,p23,0.5
hydUD,spri,p24,0.5
hydUD,spri,p25,0.5
hydUD,spri,p26,0.5
hydUD,spri,p27,0.01717033
hydUD,spri,p28,0.03428571
hydUD,spri,p29,0.5
hydUD,spri,p30,0.5
hydUD,spri,p31,0.5
hydUD,spri,p32,0.5
hydUD,spri,p33,0.5
hydUD,spri,p34,0.5
hydUD,spri,p35,0.5
hydUD,spri,p36,0.5
hydUD,spri,p37,0.5
hydUD,spri,p38,0.5
hydUD,spri,p39,0.5
hydUD,spri,p40,0.5
hydUD,spri,p41,0.5
hydUD,spri,p42,0.5
hydUD,spri,p43,0.5
hydUD,spri,p44,0.5
hydUD,spri,p45,0.5
hydUD,spri,p46,0.5
hydUD,spri,p47,0.5
hydUD,spri,p48,0.5
hydUD,spri,p49,0.5
hydUD,spri,p50,0.5
hydUD,spri,p51,0.5
hydUD,spri,p52,0.5
hydUD,spri,p53,0.5
hydUD,spri,p54,0.5
hydUD,spri,p55,0.5
hydUD,spri,p56,0.5
hydUD,spri,p57,0.5
hydUD,spri,p58,0.5
hydUD,spri,p59,0.5
hydUD,spri,p60,0.5
hydUD,spri,p61,0.5
hydUD,spri,p62,0.5
hydUD,spri,p63,0.5
hydUD,spri,p64,0.5
hydUD,spri,p65,0.5
hydUD,spri,p66,0.5
hydUD,spri,p67,0.5
hydUD,spri,p68,0.5
hydUD,spri,p69,0.5
hydUD,spri,p70,0.5
hydUD,spri,p71,0.5
hydUD,spri,p72,0.5
hydUD,spri,p73,0.5
hydUD,spri,p74,0.5
hydUD,spri,p75,0.5
hydUD,spri,p76,0.5
hydUD,spri,p77,0.5
hydUD,spri,p78,0.5
hydUD,spri,p79,0.5
hydUD,spri,p80,0.5
hydUD,spri,p81,0.5
hydUD,spri,p82,0.5
hydUD,spri,p83,0.5
hydUD,spri,p84,0.5
hydUD,spri,p85,0.5
hydUD,spri,p86,0.5
hydUD,spri,p87,0.5
hydUD,spri,p88,0.5
hydUD,spri,p89,0.5
hydUD,spri,p90,0.5
hydUD,spri,p91,0.5
hydUD,spri,p92,0.5
hydUD,spri,p93,0.5
hydUD,spri,p94,0.5
hydUD,spri,p95,0.5
hydUD,spri,p96,0.5
hydUD,spri,p97,0.5
hydUD,spri,p98,0.5
hydUD,spri,p99,0.5
hydUD,spri,p100,0.5
hydUD,spri,p101,0.5
hydUD,spri,p102,0.5
hydUD,spri,p103,0.5
hydUD,spri,p104,0.5
hydUD,spri,p105,0.5
hydUD,spri,p106,0.5
hydUD,spri,p107,0.5
hydUD,spri,p108,0.5
hydUD,spri,p109,0.5
hydUD,spri,p110,0.5
hydUD,spri,p111,0.5
hydUD,spri,p112,0.5
hydUD,spri,p113,0.5
hydUD,spri,p114,0.5
hydUD,spri,p115,0.5
hydUD,spri,p116,0.5
hydUD,spri,p117,0.5
hydUD,spri,p118,0.5
hydUD,spri,p119,0.5
hydUD,spri,p120,0.5
hydUD,spri,p121,0.5
hydUD,spri,p122,0.5
hydUD,spri,p123,0.5
hydUD,spri,p124,0.5
hydUD,spri,p125,0.5
hydUD,spri,p126,0.5
hydUD,spri,p127,0.5
hydUD,spri,p128,0.5
hydUD,spri,p129,0.5
hydUD,spri,p130,0.5
hydUD,spri,p131,0.5
hydUD,spri,p132,0.5
hydUD,spri,p133,0.5
hydUD,spri,p134,0.5
hydUD,spri,p135,0.5
hydUD,spri,p136,0.5
hydUD,spri,p137,0.5
hydUD,spri,p138,0.5
hydUD,spri,p139,0.5
hydUD,spri,p140,0.5
hydUD,spri,p141,0.5
hydUD,spri,p142,0.5
hydUD,spri,p143,0.5
hydUD,spri,p144,0.5
hydUD,spri,p145,0.5
hydUD,spri,p146,0.5
hydUD,spri,p147,0.5
hydUD,spri,p148,0.5
hydUD,spri,p149,0.5
hydUD,spri,p150,0.5
hydUD,spri,p151,0.5
hydUD,spri,p152,0.5
hydUD,spri,p153,0.5
hydUD,spri,p154,0.5
hydUD,spri,p155,0.5
hydUD,spri,p156,0.5
hydUD,spri,p157,0.5
hydUD,spri,p158,0.5
hydUD,spri,p159,0.5
hydUD,spri,p160,0.5
hydUD,spri,p161,0.5
hydUD,spri,p162,0.5
hydUD,spri,p163,0.5
hydUD,spri,p164,0.5
hydUD,spri,p165,0.5
hydUD,spri,p166,0.5
hydUD,spri,p167,0.5
hydUD,spri,p168,0.5
hydUD,spri,p169,0.5
hydUD,spri,p170,0.5
hydUD,spri,p171,0.5
hydUD,spri,p172,0.5
hydUD,spri,p173,0.5
hydUD,spri,p174,0.5
hydUD,spri,p175,0.5
hydUD,spri,p176,0.5
hydUD,spri,p177,0.5
hydUD,spri,p178,0.5
hydUD,spri,p179,0.5
hydUD,spri,p180,0.5
hydUD,spri,p181,0.5
hydUD,spri,p182,0.5
hydUD,spri,p183,0.5
hydUD,spri,p184,0.5
hydUD,spri,p185,0.5
hydUD,spri,p186,0.5
hydUD,spri,p187,0.5
hydUD,spri,p188,0.5
hydUD,spri,p189,0.5
hydUD,spri,p190,0.5
hydUD,spri,p191,0.5
hydUD,spri,p192,0.5
hydUD,spri,p193,0.5
hydUD,spri,p194,0.5
hydUD,spri,p195,0.5
hydUD,spri,p196,0.5
hydUD,spri,p197,0.5
hydUD,spri,p198,0.5
hydUD,spri,p199,0.5
hydUD,spri,p200,0.5
hydUD,spri,p201,0.5
hydUD,spri,p202,0.5
hydUD,spri,p203,0.5
hydUD,spri,p204,0.5
hydUD,spri,p205,0.5
hydNPD,summ,p1,0.5
hydNPD,summ,p2,0.5
hydNPD,summ,p3,0.5
hydNPD,summ,p4,0.5
hydNPD,summ,p5,0.5
hydNPD,summ,p6,0.5
hydNPD,summ,p7,0.5
hydNPD,summ,p8,0.5
hydNPD,summ,p9,0.5
hydNPD,summ,p10,0.5
hydNPD,summ,p11,0.5
hydNPD,summ,p12,0.5
hydNPD,summ,p13,0.5
hydNPD,summ,p14,0.5
hydNPD,summ,p15,0.5
hydNPD,summ,p16,0.5
hydNPD,summ,p17,0.5
hydNPD,summ,p18,0.5
hydNPD,summ,p19,0.5
hydNPD,summ,p20,0.5
hydNPD,summ,p21,0.5
hydNPD,summ,p22,0.5
hydNPD,summ,p23,0.5
hydNPD,summ,p24,0.5
hydNPD,summ,p25,0.5
hydNPD,summ,p26,0.5
hydNPD,summ,p27,0.5
hydNPD,summ,p28,0.5
hydNPD,summ,p29,0.5
hydNPD,summ,p30,0.5
hydNPD,summ,p31,0.5
hydNPD,summ,p32,0.5
hydNPD,summ,p33,0.5
hydNPD,summ,p34,0.5
hydNPD,summ,p35,0.5
hydNPD,summ,p36,0.5
hydNPD,summ,p37,0.5
hydNPD,summ,p38,0.5
hydNPD,summ,p39,0.5
hydNPD,summ,p40,0.5
hydNPD,summ,p41,0.5
hydNPD,summ,p42,0.5
hydNPD,summ,p43,0.5
hydNPD,summ,p44,0.5
hydNPD,summ,p45,0.5
hydNPD,summ,p46,0.5
hydNPD,summ,p47,0.5
hydNPD,summ,p48,0.5
hydNPD,summ,p49,0.5
hydNPD,summ,p50,0.5
hydNPD,summ,p51,0.5
hydNPD,summ,p52,0.5
hydNPD,summ,p53,0.5
hydNPD,summ,p54,0.5
hydNPD,summ,p55,0.5
hydNPD,summ,p56,0.5
hydNPD,summ,p57,0.5
hydNPD,summ,p58,0.5
hydNPD,summ,p59,0.5
hydNPD,summ,p60,0.5
hydNPD,summ,p61,0.5
hydNPD,summ,p62,0.5
hydNPD,summ,p63,0.5
hydNPD,summ,p64,0.5
hydNPD,summ,p65,0.5
hydNPD,summ,p66,0.5
hydNPD,summ,p67,0.5
hydNPD,summ,p68,0.5
hydNPD,summ,p69,0.5
hydNPD,summ,p70,0.5
hydNPD,summ,p71,0.5
hydNPD,summ,p72,0.5
hydNPD,summ,p73,0.5
hydNPD,summ,p74,0.5
hydNPD,summ,p75,0.5
hydNPD,summ,p76,0.5
hydNPD,summ,p77,0.5
hydNPD,summ,p78,0.5
hydNPD,summ,p79,0.5
hydNPD,summ,p80,0.5
hydNPD,summ,p81,0.5
hydNPD,summ,p82,0.5
hydNPD,summ,p83,0.5
hydNPD,summ,p84,0.5
hydNPD,summ,p85,0.5
hydNPD,summ,p86,0.5
hydNPD,summ,p87,0.5
hydNPD,summ,p88,0.5
hydNPD,summ,p89,0.5
hydNPD,summ,p90,0.5
hydNPD,summ,p91,0.5
hydNPD,summ,p92,0.5
hydNPD,summ,p93,0.5
hydNPD,summ,p94,0.5
hydNPD,summ,p95,0.5
hydNPD,summ,p96,0.5
hydNPD,summ,p97,0.5
hydNPD,summ,p98,0.5
hydNPD,summ,p99,0.5
hydNPD,summ,p100,0.5
hydNPD,summ,p101,0.5
hydNPD,summ,p102,0.5
hydNPD,summ,p103,0.5
hydNPD,summ,p104,0.5
hydNPD,summ,p105,0.5
hydNPD,summ,p106,0.5
hydNPD,summ,p107,0.5
hydNPD,summ,p108,0.5
hydNPD,summ,p109,0.5
hydNPD,summ,p110,0.5
hydNPD,summ,p111,0.5
hydNPD,summ,p112,0.5
hydNPD,summ,p113,0.5
hydNPD,summ,p114,0.5
hydNPD,summ,p115,0.5
hydNPD,summ,p116,0.5
hydNPD,summ,p117,0.5
hydNPD,summ,p118,0.5
hydNPD,summ,p119,0.5
hydNPD,summ,p120,0.5
hydNPD,summ,p121,0.5
hydNPD,summ,p122,0.5
hydNPD,summ,p123,0.5
hydNPD,summ,p124,0.5
hydNPD,summ,p125,0.5
hydNPD,summ,p126,0.5
hydNPD,summ,p127,0.5
hydNPD,summ,p128,0.5
hydNPD,summ,p129,0.5
hydNPD,summ,p130,0.5
hydNPD,summ,p131,0.5
hydNPD,summ,p132,0.5
hydNPD,summ,p133,0.5
hydNPD,summ,p134,0.5
hydNPD,summ,p135,0.5
hydNPD,summ,p136,0.5
hydNPD,summ,p137,0.5
hydNPD,summ,p138,0.5
hydNPD,summ,p139,0.5
hydNPD,summ,p140,0.5
hydNPD,summ,p141,0.5
hydNPD,summ,p142,0.5
hydNPD,summ,p143,0.5
hydNPD,summ,p144,0.5
hydNPD,summ,p145,0.5
hydNPD,summ,p146,0.5
hydNPD,summ,p147,0.5
hydNPD,summ,p148,0.5
hydNPD,summ,p149,0.5
hydNPD,summ,p150,0.5
hydNPD,summ,p151,0.5
hydNPD,summ,p152,0.5
hydNPD,summ,p153,0.5
hydNPD,summ,p154,0.5
hydNPD,summ,p155,0.5
hydNPD,summ,p156,0.5
hydNPD,summ,p157,0.5
hydNPD,summ,p158,0.5
hydNPD,summ,p159,0.5
hydNPD,summ,p160,0.5
hydNPD,summ,p161,0.5
hydNPD,summ,p162,0.5
hydNPD,summ,p163,0.5
hydNPD,summ,p164,0.5
hydNPD,summ,p165,0.5
hydNPD,summ,p166,0.5
hydNPD,summ,p167,0.5
hydNPD,summ,p168,0.5
hydNPD,summ,p169,0.5
hydNPD,summ,p170,0.5
hydNPD,summ,p171,0.5
hydNPD,summ,p172,0.5
hydNPD,summ,p173,0.5
hydNPD,summ,p174,0.5
hydNPD,summ,p175,0.5
hydNPD,summ,p176,0.5
hydNPD,summ,p177,0.5
hydNPD,summ,p178,0.5
hydNPD,summ,p179,0.5
hydNPD,summ,p180,0.5
hydNPD,summ,p181,0.5
hydNPD,summ,p182,0.5
hydNPD,summ,p183,0.5
hydNPD,summ,p184,0.5
hydNPD,summ,p185,0.5
hydNPD,summ,p186,0.5
hydNPD,summ,p187,0.5
hydNPD,summ,p188,0.5
hydNPD,summ,p189,0.5
hydNPD,summ,p190,0.5
hydNPD,summ,p191,0.5
hydNPD,summ,p192,0.5
hydNPD,summ,p193,0.5
hydNPD,summ,p194,0.5
hydNPD,summ,p195,0.5
hydNPD,summ,p196,0.5
hydNPD,summ,p197,0.5
hydNPD,summ,p198,0.5
hydNPD,summ,p199,0.5
hydNPD,summ,p200,0.5
hydNPD,summ,p201,0.5
hydNPD,summ,p202,0.5
hydNPD,summ,p203,0.5
hydNPD,summ,p204,0.5
hydNPD,summ,p205,0.5
hydNPD,fall,p1,0.5
hydNPD,fall,p2,0.5
hydNPD,fall,p3,0.5
hydNPD,fall,p4,0.5
hydNPD,fall,p5,0.5
hydNPD,fall,p6,0.5
hydNPD,fall,p7,0.5
hydNPD,fall,p8,0.5
hydNPD,fall,p9,0.5
hydNPD,fall,p10,0.5
hydNPD,fall,p11,0.5
hydNPD,fall,p12,0.5
hydNPD,fall,p13,0.5
hydNPD,fall,p14,0.5
hydNPD,fall,p15,0.5
hydNPD,fall,p16,0.5
hydNPD,fall,p17,0.5
hydNPD,fall,p18,0.5
hydNPD,fall,p19,0.5
hydNPD,fall,p20,0.5
hydNPD,fall,p21,0.5
hydNPD,fall,p22,0.5
hydNPD,fall,p23,0.5
hydNPD,fall,p24,0.5
hydNPD,fall,p25,0.5
hydNPD,fall,p26,0.5
hydNPD,fall,p27,0.5
hydNPD,fall,p28,0.5
hydNPD,fall,p29,0.5
hydNPD,fall,p30,0.5
hydNPD,fall,p31,0.5
hydNPD,fall,p32,0.5
hydNPD,fall,p33,0.5
hydNPD,fall,p34,0.5
hydNPD,fall,p35,0.5
hydNPD,fall,p36,0.5
hydNPD,fall,p37,0.5
hydNPD,fall,p38,0.5
hydNPD,fall,p39,0.5
hydNPD,fall,p40,0.5
hydNPD,fall,p41,0.5
hydNPD,fall,p42,0.5
hydNPD,fall,p43,0.5
hydNPD,fall,p44,0.5
hydNPD,fall,p45,0.5
hydNPD,fall,p46,0.5
hydNPD,fall,p47,0.5
hydNPD,fall,p48,0.5
hydNPD,fall,p49,0.5
hydNPD,fall,p50,0.5
hydNPD,fall,p51,0.5
hydNPD,fall,p52,0.5
hydNPD,fall,p53,0.5
hydNPD,fall,p54,0.5
hydNPD,fall,p55,0.5
hydNPD,fall,p56,0.5
hydNPD,fall,p57,0.5
hydNPD,fall,p58,0.5
hydNPD,fall,p59,0.5
hydNPD,fall,p60,0.5
hydNPD,fall,p61,0.5
hydNPD,fall,p62,0.5
hydNPD,fall,p63,0.5
hydNPD,fall,p64,0.5
hydNPD,fall,p65,0.5
hydNPD,fall,p66,0.5
hydNPD,fall,p67,0.5
hydNPD,fall,p68,0.5
hydNPD,fall,p69,0.5
hydNPD,fall,p70,0.5
hydNPD,fall,p71,0.5
hydNPD,fall,p72,0.5
hydNPD,fall,p73,0.5
hydNPD,fall,p74,0.5
hydNPD,fall,p75,0.5
hydNPD,fall,p76,0.5
hydNPD,fall,p77,0.5
hydNPD,fall,p78,0.5
hydNPD,fall,p79,0.5
hydNPD,fall,p80,0.5
hydNPD,fall,p81,0.5
hydNPD,fall,p82,0.5
hydNPD,fall,p83,0.5
hydNPD,fall,p84,0.5
hydNPD,fall,p85,0.5
hydNPD,fall,p86,0.5
hydNPD,fall,p87,0.5
hydNPD,fall,p88,0.5
hydNPD,fall,p89,0.5
hydNPD,fall,p90,0.5
hydNPD,fall,p91,0.5
hydNPD,fall,p92,0.5
hydNPD,fall,p93,0.5
hydNPD,fall,p94,0.5
hydNPD,fall,p95,0.5
hydNPD,fall,p96,0.5
hydNPD,fall,p97,0.5
hydNPD,fall,p98,0.5
hydNPD,fall,p99,0.5
hydNPD,fall,p100,0.5
hydNPD,fall,p101,0.5
hydNPD,fall,p102,0.5
hydNPD,fall,p103,0.5
hydNPD,fall,p104,0.5
hydNPD,fall,p105,0.5
hydNPD,fall,p106,0.5
hydNPD,fall,p107,0.5
hydNPD,fall,p108,0.5
hydNPD,fall,p109,0.5
hydNPD,fall,p110,0.5
hydNPD,fall,p111,0.5
hydNPD,fall,p112,0.5
hydNPD,fall,p113,0.5
hydNPD,fall,p114,0.5
hydNPD,fall,p115,0.5
hydNPD,fall,p116,0.5
hydNPD,fall,p117,0.5
hydNPD,fall,p118,0.5
hydNPD,fall,p119,0.5
hydNPD,fall,p120,0.5
hydNPD,fall,p121,0.5
hydNPD,fall,p122,0.5
hydNPD,fall,p123,0.5
hydNPD,fall,p124,0.5
hydNPD,fall,p125,0.5
hydNPD,fall,p126,0.5
hydNPD,fall,p127,0.5
hydNPD,fall,p128,0.5
hydNPD,fall,p129,0.5
hydNPD,fall,p130,0.5
hydNPD,fall,p131,0.5
hydNPD,fall,p132,0.5
hydNPD,fall,p133,0.5
hydNPD,fall,p134,0.5
hydNPD,fall,p135,0.5
hydNPD,fall,p136,0.5
hydNPD,fall,p137,0.5
hydNPD,fall,p138,0.5
hydNPD,fall,p139,0.5
hydNPD,fall,p140,0.5
hydNPD,fall,p141,0.5
hydNPD,fall,p142,0.5
hydNPD,fall,p143,0.5
hydNPD,fall,p144,0.5
hydNPD,fall,p145,0.5
hydNPD,fall,p146,0.5
hydNPD,fall,p147,0.5
hydNPD,fall,p148,0.5
hydNPD,fall,p149,0.5
hydNPD,fall,p150,0.5
hydNPD,fall,p151,0.5
hydNPD,fall,p152,0.5
hydNPD,fall,p153,0.5
hydNPD,fall,p154,0.5
hydNPD,fall,p155,0.5
hydNPD,fall,p156,0.5
hydNPD,fall,p157,0.5
hydNPD,fall,p158,0.5
hydNPD,fall,p159,0.5
hydNPD,fall,p160,0.5
hydNPD,fall,p161,0.5
hydNPD,fall,p162,0.5
hydNPD,fall,p163,0.5
hydNPD,fall,p164,0.5
hydNPD,fall,p165,0.5
hydNPD,fall,p166,0.5
hydNPD,fall,p167,0.5
hydNPD,fall,p168,0.5
hydNPD,fall,p169,0.5
hydNPD,fall,p170,0.5
hydNPD,fall,p171,0.5
hydNPD,fall,p172,0.5
hydNPD,fall,p173,0.5
hydNPD,fall,p174,0.5
hydNPD,fall,p175,0.5
hydNPD,fall,p176,0.5
hydNPD,fall,p177,0.5
hydNPD,fall,p178,0.5
hydNPD,fall,p179,0.5
hydNPD,fall,p180,0.5
hydNPD,fall,p181,0.5
hydNPD,fall,p182,0.5
hydNPD,fall,p183,0.5
hydNPD,fall,p184,0.5
hydNPD,fall,p185,0.5
hydNPD,fall,p186,0.5
hydNPD,fall,p187,0.5
hydNPD,fall,p188,0.5
hydNPD,fall,p189,0.5
hydNPD,fall,p190,0.5
hydNPD,fall,p191,0.5
hydNPD,fall,p192,0.5
hydNPD,fall,p193,0.5
hydNPD,fall,p194,0.5
hydNPD,fall,p195,0.5
hydNPD,fall,p196,0.5
hydNPD,fall,p197,0.5
hydNPD,fall,p198,0.5
hydNPD,fall,p199,0.5
hydNPD,fall,p200,0.5
hydNPD,fall,p201,0.5
hydNPD,fall,p202,0.5
hydNPD,fall,p203,0.5
hydNPD,fall,p204,0.5
hydNPD,fall,p205,0.5
hydNPD,wint,p1,0.5
hydNPD,wint,p2,0.5
hydNPD,wint,p3,0.5
hydNPD,wint,p4,0.5
hydNPD,wint,p5,0.5
hydNPD,wint,p6,0.5
hydNPD,wint,p7,0.5
hydNPD,wint,p8,0.5
hydNPD,wint,p9,0.5
hydNPD,wint,p10,0.5
hydNPD,wint,p11,0.5
hydNPD,wint,p12,0.5
hydNPD,wint,p13,0.5
hydNPD,wint,p14,0.5
hydNPD,wint,p15,0.5
hydNPD,wint,p16,0.5
hydNPD,wint,p17,0.5
hydNPD,wint,p18,0.5
hydNPD,wint,p19,0.5
hydNPD,wint,p20,0.5
hydNPD,wint,p21,0.5
hydNPD,wint,p22,0.5
hydNPD,wint,p23,0.5
hydNPD,wint,p24,0.5
hydNPD,wint,p25,0.5
hydNPD,wint,p26,0.5
hydNPD,wint,p27,0.5
hydNPD,wint,p28,0.5
hydNPD,wint,p29,0.5
hydNPD,wint,p30,0.5
hydNPD,wint,p31,0.5
hydNPD,wint,p32,0.5
hydNPD,wint,p33,0.5
hydNPD,wint,p34,0.5
hydNPD,wint,p35,0.5
hydNPD,wint,p36,0.5
hydNPD,wint,p37,0.5
hydNPD,wint,p38,0.5
hydNPD,wint,p39,0.5
hydNPD,wint,p40,0.5
hydNPD,wint,p41,0.5
hydNPD,wint,p42,0.5
hydNPD,wint,p43,0.5
hydNPD,wint,p44,0.5
hydNPD,wint,p45,0.5
hydNPD,wint,p46,0.5
hydNPD,wint,p47,0.5
hydNPD,wint,p48,0.5
hydNPD,wint,p49,0.5
hydNPD,wint,p50,0.5
hydNPD,wint,p51,0.5
hydNPD,wint,p52,0.5
hydNPD,wint,p53,0.5
hydNPD,wint,p54,0.5
hydNPD,wint,p55,0.5
hydNPD,wint,p56,0.5
hydNPD,wint,p57,0.5
hydNPD,wint,p58,0.5
hydNPD,wint,p59,0.5
hydNPD,wint,p60,0.5
hydNPD,wint,p61,0.5
hydNPD,wint,p62,0.5
hydNPD,wint,p63,0.5
hydNPD,wint,p64,0.5
hydNPD,wint,p65,0.5
hydNPD,wint,p66,0.5
hydNPD,wint,p67,0.5
hydNPD,wint,p68,0.5
hydNPD,wint,p69,0.5
hydNPD,wint,p70,0.5
hydNPD,wint,p71,0.5
hydNPD,wint,p72,0.5
hydNPD,wint,p73,0.5
hydNPD,wint,p74,0.5
hydNPD,wint,p75,0.5
hydNPD,wint,p76,0.5
hydNPD,wint,p77,0.5
hydNPD,wint,p78,0.5
hydNPD,wint,p79,0.5
hydNPD,wint,p80,0.5
hydNPD,wint,p81,0.5
hydNPD,wint,p82,0.5
hydNPD,wint,p83,0.5
hydNPD,wint,p84,0.5
hydNPD,wint,p85,0.5
hydNPD,wint,p86,0.5
hydNPD,wint,p87,0.5
hydNPD,wint,p88,0.5
hydNPD,wint,p89,0.5
hydNPD,wint,p90,0.5
hydNPD,wint,p91,0.5
hydNPD,wint,p92,0.5
hydNPD,wint,p93,0.5
hydNPD,wint,p94,0.5
hydNPD,wint,p95,0.5
hydNPD,wint,p96,0.5
hydNPD,wint,p97,0.5
hydNPD,wint,p98,0.5
hydNPD,wint,p99,0.5
hydNPD,wint,p100,0.5
hydNPD,wint,p101,0.5
hydNPD,wint,p102,0.5
hydNPD,wint,p103,0.5
hydNPD,wint,p104,0.5
hydNPD,wint,p105,0.5
