"r","share"
"p48251",0.000313920896085104
"p48257",0.00241122416733123
"p48277",0.00161276063001894
"p48279",0.00199979359939615
"p48293",0.00506585552431479
"p48299",0.000752155600225328
"p48303",0.000644396848343054
"p48309",0.00277878603154314
"p48315",0.000377621711537774
"p48321",1.28321189393309e-07
"p48335",1.0959000503563e-05
"p48339",0.00229012757895098
"p48351",0.00175694453800512
"p48355",0.0012511203051111
"p48361",0.0011232444472926
"p48363",0.000155125944013823
"p48375",0.00338420379953534
"p48395",0.0101978866389519
"p48401",0.00976806218250688
"p48407",4.20511767543859e-05
"p48409",0.000225678744245399
"p48439",0.000471856614529791
"p48441",1.3693765704198e-07
"p48449",0.00308919186424976
"p48453",0.000548814900646523
"p48469",0.000451843630686152
"p48473",2.62440022885714e-07
"p48475",6.14382990749404e-05
"p48479",1.23610464239564e-05
"p48481",0.00202576844837947
"p48485",2.5501232695423e-06
"p48491",1.9293840474149e-07
"p48497",0.0007476282298358
"p48501",0.000730403586218189
"p48503",7.91921240808903e-05
"p49001",6.97426683060127e-06
"p49005",3.09166157973861e-06
"p49007",0.000314091111919655
"p49011",1.254522694048e-05
"p49015",0.00867059798769661
"p49023",0.00074758398017862
"p49027",0.00346413589895465
"p49035",0.000270907239699984
"p49047",0.00233907863531655
"p49049",0.00185198064844584
"p49051",9.117841318724e-06
"p49053",6.59241787068692e-05
"p50007",1.89123734696195e-05
"p50011",7.91288833191334e-07
"p50019",5.99239700164889e-13
"p50021",6.79911745559887e-07
"p50023",2.02566988243739e-06
"p50027",5.85661527798853e-07
"p51001",3.05455671742837e-05
"p51005",2.31719999656761e-06
"p51007",5.41472993068994e-07
"p51019",3.89529774695185e-08
"p51025",0.00182333396521671
"p51027",0.000112288521627563
"p51029",0.000610077866379873
"p51033",0.000329999146217124
"p51036",1.27321118257704e-06
"p51041",0.00143251413231402
"p51053",3.22522791422747e-08
"p51061",0.000398585176435631
"p51065",0.000954438271403208
"p51075",1.70423770726894e-09
"p51081",0.00256842823028149
"p51083",0.000440145910251334
"p51085",0.00149433362633867
"p51087",2.92976445062934e-05
"p51089",4.36725893480171e-08
"p51091",6.6647439452339e-08
"p51097",1.06422693638424e-06
"p51107",0.000865413714458866
"p51109",0.000407146240179344
"p51131",8.81623019511791e-07
"p51143",2.56912036651693e-08
"p51153",0.000465891230055346
"p51155",3.21873814827468e-07
"p51159",1.62843604246101e-05
"p51167",3.66420203521472e-05
"p51175",2.47026978557773e-07
"p51177",2.52654438582021e-07
"p51181",1.72539686108177e-05
"p51187",0.00188282812636358
"p51191",1.51065931452768e-05
"p51195",0.000839194979112252
"p51199",2.05506912144321e-05
"p51520",1.51596258587414e-07
"p51550",3.31171258471406e-05
"p51590",2.33913216959364e-08
"p51620",2.55394761730875e-07
"p51650",1.19847940032978e-12
"p51660",2.25519786327095e-06
"p51670",0.000203125100325563
"p51683",1.92498143333779e-06
"p51760",1.46198019733272e-05
"p51775",3.84633986344837e-08
"p51810",2.52546575435992e-07
"p53011",0.000431508028172738
"p53015",0.000435093532777218
"p53027",0.000798411312973176
"p53039",0.000393247525509094
"p53041",0.0031663553869676
"p53053",0.000343351991272624
"p53057",2.08969019512024e-05
"p53063",0.000106967122081694
"p53065",2.07707206467784e-06
"p53073",0.000537558563396135
"p54023",0.0029929584003801
"p54033",0.007662558795955
"p54049",0.000496757968136289
"p54051",0.00242631595865667
"p54053",0.00328471010076741
"p54061",0.00575604993070053
"p54073",0.00540434499103282
"p54079",0.00484140190046831
"p54099",0.000270630431107568
"p55003",1.24297822137638e-05
"p55005",6.69872083623325e-08
"p55009",0.000120903678739009
"p55011",0.00148654107013247
"p55013",1.2087263992026e-08
"p55017",5.72745515301499e-05
"p55021",0.00291752069399113
"p55025",0.000370418071929421
"p55029",5.53038319282176e-09
"p55039",4.39964262721023e-05
"p55043",1.27236565536011e-08
"p55047",5.99239700164889e-13
"p55055",0.000373267137308945
"p55057",2.1678095393165e-08
"p55059",0.000120124284214626
"p55063",2.37014186529366e-05
"p55065",4.25759806967154e-09
"p55071",9.46942244168714e-05
"p55073",0.00250813050307845
"p55075",0.000117342602740146
"p55079",0.0060892571551909
"p55081",8.51160070114209e-09
"p55087",0.00105880504434065
"p55089",0.00188288296938018
"p55095",2.54557024630045e-09
"p55103",3.81715689005034e-09
"p55105",0.0021976284115026
"p55113",2.00625451615205e-09
"p55117",0.00151177020306104
"p55121",2.95477306035205e-07
"p55123",8.07415572002172e-09
"p55131",1.5881475993957e-05
"p55139",0.000200302820960636
"p55141",3.68717281048908e-06
"p56005",0.00537000006498682
"p56009",0.00272573251247616
"p56021",7.91930355244743e-05
"p56023",0.00160244292925086
"p56031",0.00755293623362721
"p56033",1.97420717698723e-07
"p56037",0.00728402173678662
"p56039",2.8681170073112e-07
