,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17
p134,0.008,0.372,0.306,0.026,0.001,0.315,0.219,0.002,0.0,0.225,0.158,0.0,0.005,0.365,0.293,0.014,0.356
p14,0.009,0.447,0.404,0.03,0.0,0.35,0.257,0.002,0.0,0.179,0.144,0.0,0.004,0.372,0.32,0.016,0.381
p15,0.002,0.416,0.534,0.071,0.0,0.351,0.432,0.02,0.0,0.183,0.252,0.005,0.0,0.364,0.465,0.049,0.453
p16,0.004,0.437,0.482,0.063,0.0,0.354,0.384,0.016,0.0,0.166,0.196,0.003,0.001,0.371,0.416,0.044,0.461
p17,0.003,0.393,0.456,0.067,0.0,0.298,0.322,0.013,0.0,0.16,0.193,0.003,0.001,0.328,0.376,0.043,0.394
p18,0.004,0.417,0.44,0.053,0.0,0.308,0.317,0.008,0.0,0.179,0.193,0.001,0.001,0.354,0.383,0.033,0.443
p19,0.006,0.425,0.402,0.043,0.0,0.33,0.273,0.005,0.0,0.177,0.137,0.0,0.003,0.39,0.348,0.025,0.449
p2,0.005,0.383,0.434,0.05,0.0,0.294,0.284,0.006,0.0,0.139,0.143,0.0,0.002,0.319,0.338,0.026,0.424
p20,0.005,0.426,0.41,0.045,0.0,0.324,0.285,0.007,0.0,0.201,0.18,0.001,0.002,0.365,0.353,0.029,0.411
p21,0.006,0.433,0.439,0.051,0.0,0.377,0.375,0.011,0.0,0.237,0.25,0.002,0.002,0.4,0.432,0.036,0.401
p22,0.006,0.419,0.401,0.048,0.0,0.323,0.271,0.007,0.0,0.192,0.185,0.001,0.003,0.366,0.349,0.03,0.405
p23,0.006,0.453,0.423,0.036,0.0,0.357,0.305,0.004,0.0,0.215,0.193,0.001,0.003,0.401,0.373,0.022,0.37
p24,0.007,0.477,0.354,0.033,0.0,0.405,0.276,0.005,0.0,0.252,0.214,0.001,0.003,0.426,0.339,0.022,0.285
p25,0.002,0.413,0.496,0.059,0.0,0.354,0.408,0.015,0.0,0.214,0.27,0.004,0.001,0.378,0.463,0.042,0.459
p26,0.004,0.448,0.446,0.052,0.0,0.379,0.366,0.014,0.0,0.214,0.232,0.003,0.002,0.398,0.409,0.039,0.407
p27,0.001,0.374,0.549,0.071,0.0,0.347,0.464,0.022,0.0,0.27,0.387,0.009,0.0,0.388,0.547,0.054,0.466
p28,0.0,0.405,0.492,0.043,0.0,0.392,0.423,0.012,0.0,0.31,0.371,0.005,0.0,0.435,0.522,0.034,0.391
p29,0.003,0.388,0.426,0.044,0.0,0.396,0.425,0.014,0.0,0.319,0.398,0.005,0.001,0.435,0.525,0.039,0.31
p3,0.007,0.437,0.433,0.035,0.0,0.346,0.284,0.003,0.0,0.162,0.145,0.0,0.003,0.374,0.342,0.018,0.409
p30,0.0,0.414,0.456,0.036,0.0,0.403,0.405,0.011,0.0,0.335,0.382,0.005,0.0,0.456,0.515,0.032,0.314
p31,0.002,0.462,0.423,0.03,0.0,0.436,0.38,0.006,0.0,0.358,0.344,0.002,0.001,0.472,0.465,0.023,0.353
p32,0.007,0.417,0.409,0.037,0.0,0.34,0.307,0.005,0.0,0.239,0.258,0.001,0.004,0.388,0.39,0.022,0.41
p33,0.005,0.453,0.361,0.028,0.0,0.397,0.31,0.005,0.0,0.289,0.266,0.001,0.002,0.426,0.368,0.019,0.31
p34,0.005,0.465,0.379,0.029,0.0,0.414,0.343,0.006,0.0,0.308,0.293,0.001,0.003,0.451,0.406,0.022,0.37
p35,0.006,0.432,0.418,0.037,0.0,0.329,0.286,0.004,0.0,0.173,0.18,0.0,0.003,0.383,0.374,0.02,0.437
p36,0.002,0.375,0.457,0.062,0.0,0.282,0.325,0.014,0.0,0.135,0.221,0.003,0.001,0.329,0.412,0.04,0.425
p37,0.002,0.352,0.44,0.061,0.0,0.271,0.321,0.013,0.0,0.129,0.214,0.003,0.001,0.32,0.414,0.04,0.414
p38,0.002,0.361,0.453,0.058,0.0,0.288,0.339,0.013,0.0,0.171,0.257,0.003,0.001,0.328,0.416,0.038,0.428
p39,0.006,0.449,0.415,0.028,0.0,0.376,0.311,0.004,0.0,0.249,0.246,0.001,0.003,0.407,0.374,0.016,0.392
p4,0.005,0.468,0.452,0.036,0.0,0.362,0.298,0.003,0.0,0.17,0.16,0.0,0.002,0.403,0.37,0.019,0.406
p40,0.001,0.354,0.475,0.063,0.0,0.3,0.381,0.017,0.0,0.201,0.307,0.006,0.0,0.331,0.434,0.042,0.434
p41,0.001,0.363,0.453,0.052,0.0,0.305,0.362,0.012,0.0,0.199,0.278,0.003,0.0,0.336,0.408,0.034,0.421
p42,0.003,0.346,0.413,0.059,0.0,0.245,0.281,0.01,0.0,0.126,0.188,0.002,0.002,0.313,0.387,0.038,0.429
p43,0.003,0.364,0.413,0.047,0.0,0.268,0.291,0.008,0.0,0.164,0.212,0.001,0.002,0.332,0.377,0.029,0.382
p44,0.002,0.358,0.431,0.052,0.0,0.283,0.323,0.01,0.0,0.161,0.24,0.003,0.001,0.326,0.394,0.034,0.431
p45,0.002,0.353,0.438,0.051,0.0,0.288,0.342,0.011,0.0,0.176,0.257,0.003,0.001,0.327,0.408,0.034,0.417
p46,0.005,0.353,0.384,0.046,0.0,0.262,0.266,0.008,0.0,0.161,0.194,0.001,0.003,0.326,0.351,0.029,0.35
p47,0.002,0.446,0.417,0.029,0.0,0.417,0.365,0.008,0.0,0.347,0.335,0.003,0.001,0.461,0.44,0.022,0.397
p48,0.0,0.359,0.534,0.074,0.0,0.322,0.461,0.031,0.0,0.261,0.425,0.018,0.0,0.358,0.533,0.06,0.468
p49,0.0,0.379,0.518,0.067,0.0,0.326,0.429,0.024,0.0,0.248,0.374,0.013,0.0,0.363,0.496,0.049,0.484
p5,0.004,0.375,0.456,0.056,0.0,0.28,0.294,0.008,0.0,0.13,0.147,0.001,0.002,0.294,0.333,0.028,0.424
p50,0.0,0.351,0.484,0.055,0.0,0.303,0.387,0.016,0.0,0.234,0.335,0.007,0.0,0.321,0.439,0.039,0.429
p51,0.001,0.341,0.456,0.05,0.0,0.292,0.358,0.012,0.0,0.221,0.303,0.005,0.0,0.318,0.412,0.032,0.412
p52,0.001,0.365,0.518,0.072,0.0,0.316,0.428,0.025,0.0,0.235,0.38,0.012,0.0,0.344,0.485,0.051,0.503
p53,0.001,0.347,0.464,0.055,0.0,0.303,0.37,0.015,0.0,0.227,0.321,0.006,0.0,0.324,0.418,0.037,0.419
p54,0.002,0.331,0.418,0.047,0.0,0.305,0.342,0.011,0.0,0.217,0.281,0.003,0.001,0.322,0.375,0.03,0.384
p55,0.001,0.35,0.426,0.043,0.0,0.307,0.347,0.01,0.0,0.21,0.272,0.003,0.001,0.317,0.388,0.029,0.395
p56,0.001,0.347,0.437,0.045,0.0,0.294,0.343,0.01,0.0,0.211,0.266,0.003,0.0,0.311,0.39,0.029,0.382
p57,0.001,0.364,0.426,0.038,0.0,0.306,0.345,0.01,0.0,0.225,0.285,0.004,0.0,0.319,0.396,0.027,0.385
p58,0.001,0.365,0.339,0.023,0.0,0.332,0.303,0.005,0.0,0.257,0.262,0.003,0.001,0.356,0.365,0.02,0.32
p59,0.001,0.42,0.457,0.032,0.0,0.402,0.425,0.009,0.0,0.348,0.395,0.003,0.0,0.446,0.514,0.027,0.42
p6,0.006,0.452,0.433,0.054,0.0,0.34,0.292,0.009,0.0,0.157,0.159,0.001,0.002,0.354,0.335,0.031,0.413
p60,0.0,0.354,0.507,0.066,0.0,0.321,0.436,0.026,0.0,0.252,0.395,0.014,0.0,0.347,0.504,0.051,0.409
p61,0.0,0.347,0.491,0.058,0.0,0.321,0.435,0.025,0.0,0.267,0.417,0.016,0.0,0.349,0.512,0.049,0.41
p62,0.0,0.357,0.516,0.068,0.0,0.331,0.453,0.031,0.0,0.26,0.413,0.018,0.0,0.363,0.53,0.056,0.438
p63,0.0,0.354,0.452,0.046,0.0,0.305,0.377,0.015,0.0,0.235,0.328,0.007,0.0,0.311,0.429,0.035,0.41
p64,0.0,0.337,0.44,0.048,0.0,0.29,0.377,0.019,0.0,0.222,0.329,0.01,0.0,0.289,0.42,0.038,0.385
p65,0.0,0.334,0.452,0.048,0.0,0.298,0.39,0.019,0.0,0.22,0.34,0.012,0.0,0.293,0.435,0.036,0.388
p66,0.0,0.345,0.379,0.031,0.0,0.32,0.34,0.009,0.0,0.239,0.293,0.005,0.0,0.316,0.387,0.025,0.354
p67,0.0,0.333,0.403,0.038,0.0,0.298,0.349,0.011,0.0,0.217,0.293,0.006,0.0,0.304,0.401,0.03,0.358
p68,0.003,0.366,0.401,0.044,0.0,0.285,0.295,0.009,0.0,0.164,0.21,0.002,0.002,0.334,0.357,0.028,0.376
p69,0.003,0.361,0.407,0.042,0.0,0.289,0.3,0.007,0.0,0.172,0.217,0.001,0.002,0.333,0.377,0.026,0.392
p7,0.006,0.434,0.484,0.064,0.0,0.352,0.366,0.014,0.0,0.166,0.203,0.003,0.002,0.369,0.413,0.041,0.424
p70,0.003,0.349,0.417,0.044,0.0,0.295,0.317,0.009,0.0,0.18,0.232,0.002,0.001,0.326,0.377,0.029,0.389
p71,0.003,0.356,0.408,0.039,0.0,0.308,0.312,0.007,0.0,0.203,0.237,0.001,0.001,0.336,0.364,0.024,0.35
p72,0.003,0.368,0.398,0.035,0.0,0.323,0.306,0.006,0.0,0.215,0.235,0.001,0.001,0.342,0.358,0.021,0.413
p73,0.003,0.367,0.391,0.036,0.0,0.323,0.327,0.007,0.0,0.214,0.241,0.001,0.001,0.338,0.364,0.023,0.373
p74,0.003,0.336,0.427,0.064,0.0,0.237,0.288,0.015,0.0,0.141,0.211,0.004,0.002,0.311,0.395,0.044,0.415
p75,0.006,0.386,0.366,0.032,0.0,0.293,0.24,0.004,0.0,0.176,0.177,0.0,0.003,0.356,0.341,0.019,0.371
p76,0.006,0.374,0.352,0.034,0.0,0.291,0.24,0.004,0.0,0.167,0.175,0.001,0.003,0.348,0.333,0.021,0.35
p77,0.004,0.36,0.378,0.035,0.0,0.299,0.288,0.005,0.0,0.185,0.208,0.001,0.002,0.34,0.359,0.022,0.364
p78,0.006,0.377,0.369,0.035,0.0,0.306,0.266,0.006,0.0,0.17,0.17,0.0,0.003,0.349,0.334,0.022,0.366
p79,0.006,0.393,0.35,0.027,0.0,0.324,0.249,0.003,0.0,0.198,0.181,0.0,0.003,0.362,0.332,0.016,0.368
p8,0.004,0.494,0.491,0.04,0.0,0.41,0.359,0.006,0.0,0.226,0.226,0.001,0.002,0.423,0.416,0.023,0.446
p80,0.005,0.383,0.36,0.029,0.0,0.303,0.252,0.003,0.0,0.188,0.18,0.0,0.003,0.35,0.323,0.016,0.354
p81,0.003,0.376,0.381,0.032,0.0,0.324,0.288,0.005,0.0,0.209,0.209,0.001,0.002,0.345,0.341,0.019,0.403
p82,0.004,0.383,0.372,0.029,0.0,0.331,0.282,0.004,0.0,0.217,0.211,0.0,0.002,0.36,0.337,0.016,0.377
p83,0.004,0.375,0.375,0.032,0.0,0.333,0.282,0.005,0.0,0.212,0.204,0.001,0.002,0.345,0.333,0.019,0.392
p84,0.002,0.381,0.382,0.031,0.0,0.338,0.315,0.006,0.0,0.237,0.245,0.001,0.001,0.354,0.355,0.02,0.367
p85,0.001,0.366,0.405,0.034,0.0,0.311,0.322,0.007,0.0,0.226,0.255,0.002,0.001,0.331,0.378,0.023,0.383
p86,0.001,0.37,0.369,0.025,0.0,0.325,0.312,0.006,0.0,0.25,0.261,0.002,0.001,0.347,0.371,0.02,0.343
p87,0.002,0.386,0.343,0.021,0.0,0.341,0.285,0.004,0.0,0.262,0.243,0.001,0.001,0.368,0.352,0.017,0.325
p88,0.002,0.38,0.366,0.023,0.0,0.325,0.292,0.003,0.0,0.246,0.239,0.001,0.001,0.358,0.363,0.017,0.37
p89,0.003,0.388,0.342,0.019,0.0,0.345,0.273,0.002,0.0,0.262,0.226,0.001,0.002,0.366,0.343,0.013,0.344
p9,0.003,0.46,0.483,0.04,0.0,0.382,0.352,0.006,0.0,0.223,0.217,0.001,0.001,0.42,0.427,0.024,0.429
p90,0.003,0.384,0.333,0.017,0.0,0.348,0.275,0.002,0.0,0.287,0.248,0.001,0.002,0.389,0.355,0.012,0.301
p91,0.003,0.38,0.33,0.015,0.0,0.351,0.279,0.002,0.0,0.291,0.249,0.001,0.002,0.405,0.371,0.012,0.261
p92,0.002,0.362,0.368,0.031,0.0,0.323,0.302,0.007,0.0,0.232,0.24,0.003,0.001,0.339,0.355,0.023,0.365
p93,0.004,0.383,0.344,0.026,0.0,0.334,0.269,0.004,0.0,0.23,0.207,0.001,0.002,0.356,0.323,0.016,0.357
p94,0.0,0.338,0.41,0.045,0.0,0.293,0.349,0.016,0.0,0.235,0.309,0.008,0.0,0.335,0.42,0.038,0.395
p95,0.0,0.352,0.402,0.039,0.0,0.312,0.339,0.012,0.0,0.257,0.305,0.006,0.0,0.347,0.403,0.033,0.328
p96,0.001,0.361,0.374,0.035,0.0,0.309,0.308,0.01,0.0,0.257,0.287,0.005,0.0,0.367,0.393,0.03,0.333
p97,0.001,0.349,0.391,0.04,0.0,0.306,0.326,0.011,0.0,0.249,0.294,0.005,0.0,0.344,0.391,0.032,0.323
p98,0.001,0.362,0.371,0.033,0.0,0.307,0.295,0.008,0.0,0.249,0.269,0.003,0.001,0.361,0.373,0.026,0.335
p99,0.002,0.354,0.369,0.036,0.0,0.305,0.292,0.007,0.0,0.233,0.255,0.002,0.001,0.345,0.362,0.027,0.352
