i,region,cap_cost_mult_for_ratebase
csp1_7,s337,1.050675453
csp1_7,s338,1.050675453
csp1_7,s339,1.050675453
csp1_7,s340,1.050675453
csp1_7,s341,1.050675453
csp1_7,s342,1.246318677
csp1_7,s343,1.121799126
csp1_7,s344,1.121799126
csp1_7,s345,1.071701914
csp1_7,s346,1.071701914
csp1_7,s347,1.10639861
csp1_7,s348,1.10639861
csp1_7,s349,1.10639861
csp1_7,s350,0.993674316
csp1_7,s351,0.993674316
csp1_7,s352,0.993674316
csp1_7,s353,1.013014005
csp1_7,s354,1.013014005
csp1_7,s355,1.019783352
csp1_7,s356,1.019783352
csp1_8,s1,1.05591689
csp1_8,s2,1.068797874
csp1_8,s3,1.068797874
csp1_8,s4,1.068797874
csp1_8,s5,1.05591689
csp1_8,s6,1.005906697
csp1_8,s7,1.026795545
csp1_8,s8,1.005906697
csp1_8,s9,1.05591689
csp1_8,s10,1.04714406
csp1_8,s11,1.04714406
csp1_8,s12,1.04714406
csp1_8,s13,1.04714406
csp1_8,s14,1.078926597
csp1_8,s15,1.078926597
csp1_8,s16,1.04714406
csp1_8,s17,1.04714406
csp1_8,s18,1.02313261
csp1_8,s19,1.02313261
csp1_8,s20,1.126656057
csp1_8,s21,1.093305135
csp1_8,s22,1.126656057
csp1_8,s23,1.126656057
csp1_8,s24,1.126656057
csp1_8,s25,1.126656057
csp1_8,s26,1.126656057
csp1_8,s27,1.126656057
csp1_8,s28,1.085948909
csp1_8,s29,1.126656057
csp1_8,s30,1.085948909
csp1_8,s31,1.085948909
csp1_8,s32,1.080687235
csp1_8,s33,1.085948909
csp1_8,s34,1.060369076
csp1_8,s35,1.060369076
csp1_8,s36,1.060369076
csp1_8,s37,1.060369076
csp1_8,s38,1.060369076
csp1_8,s39,1.060369076
csp1_8,s40,1.098546572
csp1_8,s41,0.992096826
csp1_8,s42,0.975841287
csp1_8,s43,0.975841287
csp1_8,s44,0.975841287
csp1_8,s45,0.975841287
csp1_8,s46,0.967469153
csp1_8,s47,0.967469153
csp1_8,s48,0.985051241
csp1_8,s49,0.985051241
csp1_8,s50,0.951308729
csp1_8,s51,0.985051241
csp1_8,s52,0.985051241
csp1_8,s53,1.057839425
csp1_8,s54,0.973211461
csp1_8,s55,0.969167055
csp1_8,s56,0.973211461
csp1_8,s57,0.973211461
csp1_8,s58,0.957753269
csp1_8,s59,0.973211461
csp1_8,s60,0.977334793
csp1_8,s61,0.977334793
csp1_8,s62,0.977334793
csp1_8,s63,0.977334793
csp1_8,s64,0.963515814
csp1_8,s65,0.963515814
csp1_8,s66,0.951863229
csp1_8,s67,0.963515814
csp1_8,s68,0.953523692
csp1_8,s69,0.951863229
csp1_8,s70,0.948318682
csp1_8,s71,0.948318682
csp1_8,s72,0.931671553
csp1_8,s73,0.914997104
csp1_8,s74,0.931338651
csp1_8,s75,0.937468502
csp1_8,s76,0.937468502
csp1_8,s77,0.94399399
csp1_8,s78,0.94399399
csp1_8,s79,0.937468502
csp1_8,s80,0.937468502
csp1_8,s81,0.937468502
csp1_8,s82,0.937468502
csp1_8,s83,0.94399399
csp1_8,s84,0.94399399
csp1_8,s85,0.937468502
csp1_8,s86,0.94399399
csp1_8,s87,0.94399399
csp1_8,s88,0.957590359
csp1_8,s89,0.957590359
csp1_8,s90,0.957590359
csp1_8,s91,0.957590359
csp1_8,s92,0.957590359
csp1_8,s93,0.957590359
csp1_8,s94,0.960682605
csp1_8,s95,0.902744485
csp1_8,s96,0.936915014
csp1_8,s97,0.933695274
csp1_8,s98,0.933695274
csp1_8,s99,0.955668836
csp1_8,s100,0.933695274
csp1_8,s101,0.933695274
csp1_8,s102,0.955668836
csp1_8,s103,0.955668836
csp1_8,s104,0.949734275
csp1_8,s105,0.949734275
csp1_8,s106,0.949734275
csp1_8,s107,0.949734275
csp1_8,s108,0.949734275
csp1_8,s109,0.949734275
csp1_8,s110,0.949734275
csp1_8,s111,0.949734275
csp1_8,s112,0.949734275
csp1_8,s113,0.949734275
csp1_8,s114,0.932636868
csp1_8,s115,0.932636868
csp1_8,s116,0.9615012
csp1_8,s117,0.9615012
csp1_8,s118,0.9615012
csp1_8,s119,0.978004645
csp1_8,s120,1.00854563
csp1_8,s121,1.052587869
csp1_8,s122,1.02560155
csp1_8,s123,1.02560155
csp1_8,s124,1.052587869
csp1_8,s125,1.052587869
csp1_8,s126,1.052587869
csp1_8,s127,1.052587869
csp1_8,s128,1.052587869
csp1_8,s129,1.060966074
csp1_8,s130,1.060966074
csp1_8,s131,1.060966074
csp1_8,s132,0.99122359
csp1_8,s133,0.976494949
csp1_8,s134,0.99122359
csp1_8,s135,0.94634353
csp1_8,s136,0.959634317
csp1_8,s137,0.959634317
csp1_8,s138,0.959634317
csp1_8,s139,0.959634317
csp1_8,s140,0.959634317
csp1_8,s141,0.959634317
csp1_8,s142,0.959634317
csp1_8,s143,0.959634317
csp1_8,s144,1.010377097
csp1_8,s145,1.010377097
csp1_8,s146,0.982605574
csp1_8,s147,0.982605574
csp1_8,s148,0.947702459
csp1_8,s149,0.939633883
csp1_8,s150,0.939633883
csp1_8,s151,0.903159348
csp1_8,s152,0.941059595
csp1_8,s153,0.934095971
csp1_8,s154,0.934095971
csp1_8,s155,0.934095971
csp1_8,s156,0.934095971
csp1_8,s157,0.943691444
csp1_8,s158,0.934095971
csp1_8,s159,0.927019018
csp1_8,s160,0.927019018
csp1_8,s161,0.875298782
csp1_8,s162,0.875298782
csp1_8,s163,0.931308295
csp1_8,s164,0.932448662
csp1_8,s165,0.930068766
csp1_8,s166,0.931308295
csp1_8,s167,0.905952083
csp1_8,s168,0.905952083
csp1_8,s169,0.905952083
csp1_8,s170,0.905952083
csp1_8,s171,0.889272575
csp1_8,s172,0.890888516
csp1_8,s173,0.890888516
csp1_8,s174,0.890888516
csp1_8,s175,0.863747382
csp1_8,s176,1.033220859
csp1_8,s177,0.976494949
csp1_8,s178,0.993711755
csp1_8,s179,0.993711755
csp1_8,s180,0.993711755
csp1_8,s181,0.993711755
csp1_8,s182,0.993711755
csp1_8,s183,0.993711755
csp1_8,s184,1.014380017
csp1_8,s185,1.017000736
csp1_8,s186,1.008062972
csp1_8,s187,0.980333947
csp1_8,s188,0.980333947
csp1_8,s189,1.017000736
csp1_8,s190,1.017000736
csp1_8,s191,1.03118702
csp1_8,s192,1.031176901
csp1_8,s193,1.034111297
csp1_8,s194,1.028202031
csp1_8,s195,1.055218706
csp1_8,s196,1.034111297
csp1_8,s197,1.031176901
csp1_8,s198,1.076538607
csp1_8,s199,1.113309617
csp1_8,s200,1.017486429
csp1_8,s201,1.017486429
csp1_8,s202,1.017486429
csp1_8,s203,1.03640822
csp1_8,s204,1.017486429
csp1_8,s205,1.017486429
csp1_8,s206,1.113309617
csp1_8,s207,1.113309617
csp1_8,s208,1.023658778
csp1_8,s209,1.023658778
csp1_8,s210,1.023658778
csp1_8,s211,1.01211345
csp1_8,s212,1.01211345
csp1_8,s213,1.040020562
csp1_8,s214,1.01211345
csp1_8,s215,1.01211345
csp1_8,s216,1.01211345
csp1_8,s217,1.01211345
csp1_8,s218,1.01211345
csp1_8,s219,1.030853106
csp1_8,s220,1.030853106
csp1_8,s221,1.030853106
csp1_8,s222,1.030853106
csp1_8,s223,0.979738973
csp1_8,s224,0.954682272
csp1_8,s225,1.030853106
csp1_8,s226,1.030853106
csp1_8,s227,1.002200252
csp1_8,s228,0.977526035
csp1_8,s229,0.977526035
csp1_8,s230,0.953124007
csp1_8,s231,0.937076912
csp1_8,s232,0.977526035
csp1_8,s233,0.977526035
csp1_8,s234,1.002200252
csp1_8,s235,0.977526035
csp1_8,s236,0.942724105
csp1_8,s237,0.921279746
csp1_8,s238,0.921279746
csp1_8,s239,0.921279746
csp1_8,s240,0.921279746
csp1_8,s241,0.921279746
csp1_8,s242,0.924843518
csp1_8,s243,0.909336757
csp1_8,s244,0.909336757
csp1_8,s245,0.909336757
csp1_8,s246,0.961907968
csp1_8,s247,0.961907968
csp1_8,s248,0.961907968
csp1_8,s249,0.971162444
csp1_8,s250,0.971162444
csp1_8,s251,1.001770212
csp1_8,s252,1.001770212
csp1_8,s253,1.009468446
csp1_8,s254,1.021999327
csp1_8,s255,1.04344065
csp1_8,s256,0.874467032
csp1_8,s257,0.912789224
csp1_8,s258,0.912789224
csp1_8,s259,0.912789224
csp1_8,s260,0.896135013
csp1_8,s261,0.875298782
csp1_8,s262,0.890197415
csp1_8,s263,0.896297922
csp1_8,s264,0.890197415
csp1_8,s265,0.887605029
csp1_8,s266,0.887605029
csp1_8,s267,0.880053514
csp1_8,s268,0.880053514
csp1_8,s269,0.880292313
csp1_8,s270,0.880292313
csp1_8,s271,0.880292313
csp1_8,s272,0.876463433
csp1_8,s273,0.876463433
csp1_8,s274,0.876463433
csp1_8,s275,0.876463433
csp1_8,s276,0.896533686
csp1_8,s277,0.896533686
csp1_8,s278,0.896533686
csp1_8,s279,0.896533686
csp1_8,s280,0.896533686
csp1_8,s281,0.896533686
csp1_8,s282,0.896533686
csp1_8,s283,0.896533686
csp1_8,s284,0.896533686
csp1_8,s285,0.896533686
csp1_8,s286,0.930410775
csp1_8,s287,0.930410775
csp1_8,s288,0.87252426
csp1_8,s289,0.87252426
csp1_8,s290,0.87252426
csp1_8,s291,0.937558557
csp1_8,s292,0.937558557
csp1_8,s293,0.937558557
csp1_8,s294,0.937558557
csp1_8,s295,0.846795684
csp1_8,s296,0.874146273
csp1_8,s297,0.874146273
csp1_8,s298,0.874146273
csp1_8,s299,0.874146273
csp1_8,s300,0.966446162
csp1_8,s301,0.996090639
csp1_8,s302,0.966446162
csp1_8,s303,0.966446162
csp1_8,s304,0.966446162
csp1_8,s305,0.966446162
csp1_8,s306,0.966446162
csp1_8,s307,0.966446162
csp1_8,s308,0.971162444
csp1_8,s309,0.917635024
csp1_8,s310,0.917635024
csp1_8,s311,0.917635024
csp1_8,s312,0.917635024
csp1_8,s313,0.921170465
csp1_8,s314,1.035285055
csp1_8,s315,1.012680092
csp1_8,s316,1.012680092
csp1_8,s317,1.012680092
csp1_8,s318,1.060257772
csp1_8,s319,1.060257772
csp1_8,s320,1.040273527
csp1_8,s321,1.040273527
csp1_8,s322,1.040273527
csp1_8,s323,1.040273527
csp1_8,s324,1.040273527
csp1_8,s325,1.040273527
csp1_8,s326,1.040273527
csp1_8,s327,1.040273527
csp1_8,s328,1.193459086
csp1_8,s329,1.193459086
csp1_8,s330,1.193459086
csp1_8,s331,1.193459086
csp1_8,s332,1.193459086
csp1_8,s333,1.050675453
csp1_8,s334,1.050675453
csp1_8,s335,1.050675453
csp1_8,s336,1.050675453
csp1_8,s337,1.050675453
csp1_8,s338,1.050675453
csp1_8,s339,1.050675453
csp1_8,s340,1.050675453
csp1_8,s341,1.050675453
csp1_8,s342,1.246318677
csp1_8,s343,1.121799126
csp1_8,s344,1.121799126
csp1_8,s345,1.071701914
csp1_8,s346,1.071701914
csp1_8,s347,1.10639861
csp1_8,s348,1.10639861
csp1_8,s349,1.10639861
csp1_8,s350,0.993674316
csp1_8,s351,0.993674316
csp1_8,s352,0.993674316
csp1_8,s353,1.013014005
csp1_8,s354,1.013014005
csp1_8,s355,1.019783352
csp1_8,s356,1.019783352
csp1_9,s1,1.05591689
csp1_9,s2,1.068797874
csp1_9,s3,1.068797874
csp1_9,s4,1.068797874
csp1_9,s5,1.05591689
csp1_9,s6,1.005906697
csp1_9,s7,1.026795545
csp1_9,s8,1.005906697
csp1_9,s9,1.05591689
csp1_9,s10,1.04714406
csp1_9,s11,1.04714406
csp1_9,s12,1.04714406
csp1_9,s13,1.04714406
csp1_9,s14,1.078926597
csp1_9,s15,1.078926597
csp1_9,s16,1.04714406
csp1_9,s17,1.04714406
csp1_9,s18,1.02313261
csp1_9,s19,1.02313261
csp1_9,s20,1.126656057
csp1_9,s21,1.093305135
csp1_9,s22,1.126656057
csp1_9,s23,1.126656057
csp1_9,s24,1.126656057
csp1_9,s25,1.126656057
csp1_9,s26,1.126656057
csp1_9,s27,1.126656057
csp1_9,s28,1.085948909
csp1_9,s29,1.126656057
csp1_9,s30,1.085948909
csp1_9,s31,1.085948909
csp1_9,s32,1.080687235
csp1_9,s33,1.085948909
csp1_9,s34,1.060369076
csp1_9,s35,1.060369076
csp1_9,s36,1.060369076
csp1_9,s37,1.060369076
csp1_9,s38,1.060369076
csp1_9,s39,1.060369076
csp1_9,s40,1.098546572
csp1_9,s41,0.992096826
csp1_9,s42,0.975841287
csp1_9,s43,0.975841287
csp1_9,s44,0.975841287
csp1_9,s45,0.975841287
csp1_9,s46,0.967469153
csp1_9,s47,0.967469153
csp1_9,s48,0.985051241
csp1_9,s49,0.985051241
csp1_9,s50,0.951308729
csp1_9,s51,0.985051241
csp1_9,s52,0.985051241
csp1_9,s53,1.057839425
csp1_9,s54,0.973211461
csp1_9,s55,0.969167055
csp1_9,s56,0.973211461
csp1_9,s57,0.973211461
csp1_9,s58,0.957753269
csp1_9,s59,0.973211461
csp1_9,s60,0.977334793
csp1_9,s61,0.977334793
csp1_9,s62,0.977334793
csp1_9,s63,0.977334793
csp1_9,s64,0.963515814
csp1_9,s65,0.963515814
csp1_9,s66,0.951863229
csp1_9,s67,0.963515814
csp1_9,s68,0.953523692
csp1_9,s69,0.951863229
csp1_9,s70,0.948318682
csp1_9,s71,0.948318682
csp1_9,s72,0.931671553
csp1_9,s73,0.914997104
csp1_9,s74,0.931338651
csp1_9,s75,0.937468502
csp1_9,s76,0.937468502
csp1_9,s77,0.94399399
csp1_9,s78,0.94399399
csp1_9,s79,0.937468502
csp1_9,s80,0.937468502
csp1_9,s81,0.937468502
csp1_9,s82,0.937468502
csp1_9,s83,0.94399399
csp1_9,s84,0.94399399
csp1_9,s85,0.937468502
csp1_9,s86,0.94399399
csp1_9,s87,0.94399399
csp1_9,s88,0.957590359
csp1_9,s89,0.957590359
csp1_9,s90,0.957590359
csp1_9,s91,0.957590359
csp1_9,s92,0.957590359
csp1_9,s93,0.957590359
csp1_9,s94,0.960682605
csp1_9,s95,0.902744485
csp1_9,s96,0.936915014
csp1_9,s97,0.933695274
csp1_9,s98,0.933695274
csp1_9,s99,0.955668836
csp1_9,s100,0.933695274
csp1_9,s101,0.933695274
csp1_9,s102,0.955668836
csp1_9,s103,0.955668836
csp1_9,s104,0.949734275
csp1_9,s105,0.949734275
csp1_9,s106,0.949734275
csp1_9,s107,0.949734275
csp1_9,s108,0.949734275
csp1_9,s109,0.949734275
csp1_9,s110,0.949734275
csp1_9,s111,0.949734275
csp1_9,s112,0.949734275
csp1_9,s113,0.949734275
csp1_9,s114,0.932636868
csp1_9,s115,0.932636868
csp1_9,s116,0.9615012
csp1_9,s117,0.9615012
csp1_9,s118,0.9615012
csp1_9,s119,0.978004645
csp1_9,s120,1.00854563
csp1_9,s121,1.052587869
csp1_9,s122,1.02560155
csp1_9,s123,1.02560155
csp1_9,s124,1.052587869
csp1_9,s125,1.052587869
csp1_9,s126,1.052587869
csp1_9,s127,1.052587869
csp1_9,s128,1.052587869
csp1_9,s129,1.060966074
csp1_9,s130,1.060966074
csp1_9,s131,1.060966074
csp1_9,s132,0.99122359
csp1_9,s133,0.976494949
csp1_9,s134,0.99122359
csp1_9,s135,0.94634353
csp1_9,s136,0.959634317
csp1_9,s137,0.959634317
csp1_9,s138,0.959634317
csp1_9,s139,0.959634317
csp1_9,s140,0.959634317
csp1_9,s141,0.959634317
csp1_9,s142,0.959634317
csp1_9,s143,0.959634317
csp1_9,s144,1.010377097
csp1_9,s145,1.010377097
csp1_9,s146,0.982605574
csp1_9,s147,0.982605574
csp1_9,s148,0.947702459
csp1_9,s149,0.939633883
csp1_9,s150,0.939633883
csp1_9,s151,0.903159348
csp1_9,s152,0.941059595
csp1_9,s153,0.934095971
csp1_9,s154,0.934095971
csp1_9,s155,0.934095971
csp1_9,s156,0.934095971
csp1_9,s157,0.943691444
csp1_9,s158,0.934095971
csp1_9,s159,0.927019018
csp1_9,s160,0.927019018
csp1_9,s161,0.875298782
csp1_9,s162,0.875298782
csp1_9,s163,0.931308295
csp1_9,s164,0.932448662
csp1_9,s165,0.930068766
csp1_9,s166,0.931308295
csp1_9,s167,0.905952083
csp1_9,s168,0.905952083
csp1_9,s169,0.905952083
csp1_9,s170,0.905952083
csp1_9,s171,0.889272575
csp1_9,s172,0.890888516
csp1_9,s173,0.890888516
csp1_9,s174,0.890888516
csp1_9,s175,0.863747382
csp1_9,s176,1.033220859
csp1_9,s177,0.976494949
csp1_9,s178,0.993711755
csp1_9,s179,0.993711755
csp1_9,s180,0.993711755
csp1_9,s181,0.993711755
csp1_9,s182,0.993711755
csp1_9,s183,0.993711755
csp1_9,s184,1.014380017
csp1_9,s185,1.017000736
csp1_9,s186,1.008062972
csp1_9,s187,0.980333947
csp1_9,s188,0.980333947
csp1_9,s189,1.017000736
csp1_9,s190,1.017000736
csp1_9,s191,1.03118702
csp1_9,s192,1.031176901
csp1_9,s193,1.034111297
csp1_9,s194,1.028202031
csp1_9,s195,1.055218706
csp1_9,s196,1.034111297
csp1_9,s197,1.031176901
csp1_9,s198,1.076538607
csp1_9,s199,1.113309617
csp1_9,s200,1.017486429
csp1_9,s201,1.017486429
csp1_9,s202,1.017486429
csp1_9,s203,1.03640822
csp1_9,s204,1.017486429
csp1_9,s205,1.017486429
csp1_9,s206,1.113309617
csp1_9,s207,1.113309617
csp1_9,s208,1.023658778
csp1_9,s209,1.023658778
csp1_9,s210,1.023658778
csp1_9,s211,1.01211345
csp1_9,s212,1.01211345
csp1_9,s213,1.040020562
csp1_9,s214,1.01211345
csp1_9,s215,1.01211345
csp1_9,s216,1.01211345
csp1_9,s217,1.01211345
csp1_9,s218,1.01211345
csp1_9,s219,1.030853106
csp1_9,s220,1.030853106
csp1_9,s221,1.030853106
csp1_9,s222,1.030853106
csp1_9,s223,0.979738973
csp1_9,s224,0.954682272
csp1_9,s225,1.030853106
csp1_9,s226,1.030853106
csp1_9,s227,1.002200252
csp1_9,s228,0.977526035
csp1_9,s229,0.977526035
csp1_9,s230,0.953124007
csp1_9,s231,0.937076912
csp1_9,s232,0.977526035
csp1_9,s233,0.977526035
csp1_9,s234,1.002200252
csp1_9,s235,0.977526035
csp1_9,s236,0.942724105
csp1_9,s237,0.921279746
csp1_9,s238,0.921279746
csp1_9,s239,0.921279746
csp1_9,s240,0.921279746
csp1_9,s241,0.921279746
csp1_9,s242,0.924843518
csp1_9,s243,0.909336757
csp1_9,s244,0.909336757
csp1_9,s245,0.909336757
csp1_9,s246,0.961907968
csp1_9,s247,0.961907968
csp1_9,s248,0.961907968
csp1_9,s249,0.971162444
csp1_9,s250,0.971162444
csp1_9,s251,1.001770212
csp1_9,s252,1.001770212
csp1_9,s253,1.009468446
csp1_9,s254,1.021999327
csp1_9,s255,1.04344065
csp1_9,s256,0.874467032
csp1_9,s257,0.912789224
csp1_9,s258,0.912789224
csp1_9,s259,0.912789224
csp1_9,s260,0.896135013
csp1_9,s261,0.875298782
csp1_9,s262,0.890197415
csp1_9,s263,0.896297922
csp1_9,s264,0.890197415
csp1_9,s265,0.887605029
csp1_9,s266,0.887605029
csp1_9,s267,0.880053514
csp1_9,s268,0.880053514
csp1_9,s269,0.880292313
csp1_9,s270,0.880292313
csp1_9,s271,0.880292313
csp1_9,s272,0.876463433
csp1_9,s273,0.876463433
csp1_9,s274,0.876463433
csp1_9,s275,0.876463433
csp1_9,s276,0.896533686
csp1_9,s277,0.896533686
csp1_9,s278,0.896533686
csp1_9,s279,0.896533686
csp1_9,s280,0.896533686
csp1_9,s281,0.896533686
csp1_9,s282,0.896533686
csp1_9,s283,0.896533686
csp1_9,s284,0.896533686
csp1_9,s285,0.896533686
csp1_9,s286,0.930410775
csp1_9,s287,0.930410775
csp1_9,s288,0.87252426
csp1_9,s289,0.87252426
csp1_9,s290,0.87252426
csp1_9,s291,0.937558557
csp1_9,s292,0.937558557
csp1_9,s293,0.937558557
csp1_9,s294,0.937558557
csp1_9,s295,0.846795684
csp1_9,s296,0.874146273
csp1_9,s297,0.874146273
csp1_9,s298,0.874146273
csp1_9,s299,0.874146273
csp1_9,s300,0.966446162
csp1_9,s301,0.996090639
csp1_9,s302,0.966446162
csp1_9,s303,0.966446162
csp1_9,s304,0.966446162
csp1_9,s305,0.966446162
csp1_9,s306,0.966446162
csp1_9,s307,0.966446162
csp1_9,s308,0.971162444
csp1_9,s309,0.917635024
csp1_9,s310,0.917635024
csp1_9,s311,0.917635024
csp1_9,s312,0.917635024
csp1_9,s313,0.921170465
csp1_9,s314,1.035285055
csp1_9,s315,1.012680092
csp1_9,s316,1.012680092
csp1_9,s317,1.012680092
csp1_9,s318,1.060257772
csp1_9,s319,1.060257772
csp1_9,s320,1.040273527
csp1_9,s321,1.040273527
csp1_9,s322,1.040273527
csp1_9,s323,1.040273527
csp1_9,s324,1.040273527
csp1_9,s325,1.040273527
csp1_9,s326,1.040273527
csp1_9,s327,1.040273527
csp1_9,s328,1.193459086
csp1_9,s329,1.193459086
csp1_9,s330,1.193459086
csp1_9,s331,1.193459086
csp1_9,s332,1.193459086
csp1_9,s333,1.050675453
csp1_9,s334,1.050675453
csp1_9,s335,1.050675453
csp1_9,s336,1.050675453
csp1_9,s337,1.050675453
csp1_9,s338,1.050675453
csp1_9,s339,1.050675453
csp1_9,s340,1.050675453
csp1_9,s341,1.050675453
csp1_9,s342,1.246318677
csp1_9,s343,1.121799126
csp1_9,s344,1.121799126
csp1_9,s345,1.071701914
csp1_9,s346,1.071701914
csp1_9,s347,1.10639861
csp1_9,s348,1.10639861
csp1_9,s349,1.10639861
csp1_9,s350,0.993674316
csp1_9,s351,0.993674316
csp1_9,s352,0.993674316
csp1_9,s353,1.013014005
csp1_9,s354,1.013014005
csp1_9,s355,1.019783352
csp1_9,s356,1.019783352
csp1_10,s1,1.05591689
csp1_10,s2,1.068797874
csp1_10,s3,1.068797874
csp1_10,s4,1.068797874
csp1_10,s5,1.05591689
csp1_10,s6,1.005906697
csp1_10,s7,1.026795545
csp1_10,s8,1.005906697
csp1_10,s9,1.05591689
csp1_10,s10,1.04714406
csp1_10,s11,1.04714406
csp1_10,s12,1.04714406
csp1_10,s13,1.04714406
csp1_10,s14,1.078926597
csp1_10,s15,1.078926597
csp1_10,s16,1.04714406
csp1_10,s17,1.04714406
csp1_10,s18,1.02313261
csp1_10,s19,1.02313261
csp1_10,s20,1.126656057
csp1_10,s21,1.093305135
csp1_10,s22,1.126656057
csp1_10,s23,1.126656057
csp1_10,s24,1.126656057
csp1_10,s25,1.126656057
csp1_10,s26,1.126656057
csp1_10,s27,1.126656057
csp1_10,s28,1.085948909
csp1_10,s29,1.126656057
csp1_10,s30,1.085948909
csp1_10,s31,1.085948909
csp1_10,s32,1.080687235
csp1_10,s33,1.085948909
csp1_10,s34,1.060369076
csp1_10,s35,1.060369076
csp1_10,s36,1.060369076
csp1_10,s37,1.060369076
csp1_10,s38,1.060369076
csp1_10,s39,1.060369076
csp1_10,s40,1.098546572
csp1_10,s41,0.992096826
csp1_10,s42,0.975841287
csp1_10,s43,0.975841287
csp1_10,s44,0.975841287
csp1_10,s45,0.975841287
csp1_10,s46,0.967469153
csp1_10,s47,0.967469153
csp1_10,s48,0.985051241
csp1_10,s49,0.985051241
csp1_10,s50,0.951308729
csp1_10,s51,0.985051241
csp1_10,s52,0.985051241
csp1_10,s53,1.057839425
csp1_10,s54,0.973211461
csp1_10,s55,0.969167055
csp1_10,s56,0.973211461
csp1_10,s57,0.973211461
csp1_10,s58,0.957753269
csp1_10,s59,0.973211461
csp1_10,s60,0.977334793
csp1_10,s61,0.977334793
csp1_10,s62,0.977334793
csp1_10,s63,0.977334793
csp1_10,s64,0.963515814
csp1_10,s65,0.963515814
csp1_10,s66,0.951863229
csp1_10,s67,0.963515814
csp1_10,s68,0.953523692
csp1_10,s69,0.951863229
csp1_10,s70,0.948318682
csp1_10,s71,0.948318682
csp1_10,s72,0.931671553
csp1_10,s73,0.914997104
csp1_10,s74,0.931338651
csp1_10,s75,0.937468502
csp1_10,s76,0.937468502
csp1_10,s77,0.94399399
csp1_10,s78,0.94399399
csp1_10,s79,0.937468502
csp1_10,s80,0.937468502
csp1_10,s81,0.937468502
csp1_10,s82,0.937468502
csp1_10,s83,0.94399399
csp1_10,s84,0.94399399
csp1_10,s85,0.937468502
csp1_10,s86,0.94399399
csp1_10,s87,0.94399399
csp1_10,s88,0.957590359
csp1_10,s89,0.957590359
csp1_10,s90,0.957590359
csp1_10,s91,0.957590359
csp1_10,s92,0.957590359
csp1_10,s93,0.957590359
csp1_10,s94,0.960682605
csp1_10,s95,0.902744485
csp1_10,s96,0.936915014
csp1_10,s97,0.933695274
csp1_10,s98,0.933695274
csp1_10,s99,0.955668836
csp1_10,s100,0.933695274
csp1_10,s101,0.933695274
csp1_10,s102,0.955668836
csp1_10,s103,0.955668836
csp1_10,s104,0.949734275
csp1_10,s105,0.949734275
csp1_10,s106,0.949734275
csp1_10,s107,0.949734275
csp1_10,s108,0.949734275
csp1_10,s109,0.949734275
csp1_10,s110,0.949734275
csp1_10,s111,0.949734275
csp1_10,s112,0.949734275
csp1_10,s113,0.949734275
csp1_10,s114,0.932636868
csp1_10,s115,0.932636868
csp1_10,s116,0.9615012
csp1_10,s117,0.9615012
csp1_10,s118,0.9615012
csp1_10,s119,0.978004645
csp1_10,s120,1.00854563
csp1_10,s121,1.052587869
csp1_10,s122,1.02560155
csp1_10,s123,1.02560155
csp1_10,s124,1.052587869
csp1_10,s125,1.052587869
csp1_10,s126,1.052587869
csp1_10,s127,1.052587869
csp1_10,s128,1.052587869
csp1_10,s129,1.060966074
csp1_10,s130,1.060966074
csp1_10,s131,1.060966074
csp1_10,s132,0.99122359
csp1_10,s133,0.976494949
csp1_10,s134,0.99122359
csp1_10,s135,0.94634353
csp1_10,s136,0.959634317
csp1_10,s137,0.959634317
csp1_10,s138,0.959634317
csp1_10,s139,0.959634317
csp1_10,s140,0.959634317
csp1_10,s141,0.959634317
csp1_10,s142,0.959634317
csp1_10,s143,0.959634317
csp1_10,s144,1.010377097
csp1_10,s145,1.010377097
csp1_10,s146,0.982605574
csp1_10,s147,0.982605574
csp1_10,s148,0.947702459
csp1_10,s149,0.939633883
csp1_10,s150,0.939633883
csp1_10,s151,0.903159348
csp1_10,s152,0.941059595
csp1_10,s153,0.934095971
csp1_10,s154,0.934095971
csp1_10,s155,0.934095971
csp1_10,s156,0.934095971
csp1_10,s157,0.943691444
csp1_10,s158,0.934095971
csp1_10,s159,0.927019018
csp1_10,s160,0.927019018
csp1_10,s161,0.875298782
csp1_10,s162,0.875298782
csp1_10,s163,0.931308295
csp1_10,s164,0.932448662
csp1_10,s165,0.930068766
csp1_10,s166,0.931308295
csp1_10,s167,0.905952083
csp1_10,s168,0.905952083
csp1_10,s169,0.905952083
csp1_10,s170,0.905952083
csp1_10,s171,0.889272575
csp1_10,s172,0.890888516
csp1_10,s173,0.890888516
csp1_10,s174,0.890888516
csp1_10,s175,0.863747382
csp1_10,s176,1.033220859
csp1_10,s177,0.976494949
csp1_10,s178,0.993711755
csp1_10,s179,0.993711755
csp1_10,s180,0.993711755
csp1_10,s181,0.993711755
csp1_10,s182,0.993711755
csp1_10,s183,0.993711755
csp1_10,s184,1.014380017
csp1_10,s185,1.017000736
csp1_10,s186,1.008062972
csp1_10,s187,0.980333947
csp1_10,s188,0.980333947
csp1_10,s189,1.017000736
csp1_10,s190,1.017000736
csp1_10,s191,1.03118702
csp1_10,s192,1.031176901
csp1_10,s193,1.034111297
csp1_10,s194,1.028202031
csp1_10,s195,1.055218706
csp1_10,s196,1.034111297
csp1_10,s197,1.031176901
csp1_10,s198,1.076538607
csp1_10,s199,1.113309617
csp1_10,s200,1.017486429
