i,t,cost_cap
battery_8,2027,1306872.6
battery_8,2028,1261449.2
battery_8,2029,1216025.8
battery_8,2030,1170603.61
battery_8,2031,1155971.08
battery_8,2032,1141338.55
battery_8,2033,1126706.02
battery_8,2034,1112073.49
battery_8,2035,1097440.96
battery_8,2036,1082808.43
battery_8,2037,1068175.9
battery_8,2038,1053543.37
battery_8,2039,1038910.84
battery_8,2040,1024278.31
battery_8,2041,1009645.78
battery_8,2042,995013.25
battery_8,2043,980380.72
battery_8,2044,965748.19
battery_8,2045,951115.66
battery_8,2046,936483.13
battery_8,2047,921850.6
battery_8,2048,907218.07
battery_8,2049,892585.54
battery_8,2050,877953.01
battery_10,2010,4659942.32
battery_10,2011,4659942.32
battery_10,2012,4659942.32
battery_10,2013,4659942.32
battery_10,2014,4659942.32
battery_10,2015,4659942.32
battery_10,2016,4659942.32
battery_10,2017,4659942.32
battery_10,2018,2524742.44
battery_10,2019,2354390.17
battery_10,2020,2184039.11
battery_10,2021,2076370.89
battery_10,2022,1968703.88
battery_10,2023,1861035.66
battery_10,2024,1753367.44
battery_10,2025,1645700.43
battery_10,2026,1592218.43
battery_10,2027,1538736.43
battery_10,2028,1485254.43
battery_10,2029,1431772.43
battery_10,2030,1378290.43
battery_10,2031,1361062.45
battery_10,2032,1343833.26
battery_10,2033,1326605.28
battery_10,2034,1309376.09
battery_10,2035,1292148.11
battery_10,2036,1274918.92
battery_10,2037,1257690.94
battery_10,2038,1240461.75
battery_10,2039,1223233.77
battery_10,2040,1206004.58
battery_10,2041,1188776.6
battery_10,2042,1171547.41
battery_10,2043,1154318.22
battery_10,2044,1137090.24
battery_10,2045,1119861.05
battery_10,2046,1102633.07
battery_10,2047,1085403.88
battery_10,2048,1068175.9
battery_10,2049,1050946.71
battery_10,2050,1033718.73
biopower,2010,3100859
biopower,2011,3091876
biopower,2012,3082892
biopower,2013,3073909
biopower,2014,3064925
biopower,2015,3055941
biopower,2016,3046958
biopower,2017,3037974
biopower,2018,3028991
biopower,2019,3020007
biopower,2020,3011024
biopower,2021,3002040
biopower,2022,2993057
biopower,2023,2984073
biopower,2024,2975090
biopower,2025,2958491
biopower,2026,2947903
biopower,2027,2935511
biopower,2028,2924539
biopower,2029,2912786
biopower,2030,2898079
biopower,2031,2884125
biopower,2032,2869205
biopower,2033,2853852
biopower,2034,2841573
biopower,2035,2828470
biopower,2036,2811434
biopower,2037,2798508
biopower,2038,2784519
biopower,2039,2768364
biopower,2040,2751685
biopower,2041,2739824
biopower,2042,2724192
biopower,2043,2710433
biopower,2044,2696545
biopower,2045,2684167
biopower,2046,2666895
biopower,2047,2653152
biopower,2048,2639296
biopower,2049,2625383
biopower,2050,2588914
caes,2010,918531
caes,2011,918531
caes,2012,918531
caes,2013,918531
caes,2014,918531
caes,2015,918531
caes,2016,918531
caes,2017,918531
caes,2018,918531
caes,2019,918531
caes,2020,918531
caes,2021,918531
caes,2022,918531
caes,2023,918531
caes,2024,918531
caes,2025,918531
caes,2026,918531
caes,2027,918531
caes,2028,918531
caes,2029,918531
caes,2030,918531
caes,2031,918531
caes,2032,918531
caes,2033,918531
caes,2034,918531
caes,2035,918531
caes,2036,918531
caes,2037,918531
caes,2038,918531
caes,2039,918531
caes,2040,918531
caes,2041,918531
caes,2042,918531
caes,2043,918531
caes,2044,918531
caes,2045,918531
caes,2046,918531
caes,2047,918531
caes,2048,918531
caes,2049,918531
caes,2050,918531
coal-CCS-mod,2010,4601696
coal-CCS-mod,2011,4585000
coal-CCS-mod,2012,4568303
coal-CCS-mod,2013,4551607
coal-CCS-mod,2014,4534910
coal-CCS-mod,2015,4518214
coal-CCS-mod,2016,4501517
coal-CCS-mod,2017,4484820
coal-CCS-mod,2018,4468124
coal-CCS-mod,2019,4451427
coal-CCS-mod,2020,4434731
coal-CCS-mod,2021,4418034
coal-CCS-mod,2022,4401337
coal-CCS-mod,2023,4384641
coal-CCS-mod,2024,4367944
coal-CCS-mod,2025,4340064
coal-CCS-mod,2026,4320999
coal-CCS-mod,2027,4299284
coal-CCS-mod,2028,4279641
coal-CCS-mod,2029,4258849
coal-CCS-mod,2030,4233734
coal-CCS-mod,2031,4209722
coal-CCS-mod,2032,4184299
coal-CCS-mod,2033,4158246
coal-CCS-mod,2034,4136671
coal-CCS-mod,2035,4113891
coal-CCS-mod,2036,4085395
coal-CCS-mod,2037,4062872
coal-CCS-mod,2038,4038804
coal-CCS-mod,2039,4011596
coal-CCS-mod,2040,3983636
coal-CCS-mod,2041,3962650
coal-CCS-mod,2042,3936208
coal-CCS-mod,2043,3912474
coal-CCS-mod,2044,3888553
coal-CCS-mod,2045,3866804
coal-CCS-mod,2046,3838009
coal-CCS-mod,2047,3814295
coal-CCS-mod,2048,3790418
coal-CCS-mod,2049,3766457
coal-CCS-mod,2050,3710171
coal-CCS-max,2010,4601696
coal-CCS-max,2011,4585000
coal-CCS-max,2012,4568303
coal-CCS-max,2013,4551607
coal-CCS-max,2014,4534910
coal-CCS-max,2015,4518214
coal-CCS-max,2016,4501517
coal-CCS-max,2017,4484820
coal-CCS-max,2018,4468124
coal-CCS-max,2019,4451427
coal-CCS-max,2020,4434731
coal-CCS-max,2021,4418034
coal-CCS-max,2022,4401337
coal-CCS-max,2023,4384641
coal-CCS-max,2024,4367944
coal-CCS-max,2025,4340064
coal-CCS-max,2026,4320999
coal-CCS-max,2027,4299284
coal-CCS-max,2028,4279641
coal-CCS-max,2029,4258849
coal-CCS-max,2030,4233734
coal-CCS-max,2031,4209722
coal-CCS-max,2032,4184299
coal-CCS-max,2033,4158246
coal-CCS-max,2034,4136671
coal-CCS-max,2035,4113891
coal-CCS-max,2036,4085395
coal-CCS-max,2037,4062872
coal-CCS-max,2038,4038804
coal-CCS-max,2039,4011596
coal-CCS-max,2040,3983636
coal-CCS-max,2041,3962650
coal-CCS-max,2042,3936208
coal-CCS-max,2043,3912474
coal-CCS-max,2044,3888553
coal-CCS-max,2045,3866804
coal-CCS-max,2046,3838009
coal-CCS-max,2047,3814295
coal-CCS-max,2048,3790418
coal-CCS-max,2049,3766457
coal-CCS-max,2050,3710171
Coal-IGCC,2010,3319641
Coal-IGCC,2011,3292277
Coal-IGCC,2012,3264912
Coal-IGCC,2013,3237548
Coal-IGCC,2014,3210183
Coal-IGCC,2015,3182819
Coal-IGCC,2016,3155454
Coal-IGCC,2017,3128090
Coal-IGCC,2018,3100725
Coal-IGCC,2019,3073361
Coal-IGCC,2020,3045996
Coal-IGCC,2021,3018632
Coal-IGCC,2022,2991268
Coal-IGCC,2023,2938525
Coal-IGCC,2024,2911161
Coal-IGCC,2025,2895079
Coal-IGCC,2026,2878877
Coal-IGCC,2027,2862166
Coal-IGCC,2028,2847885
Coal-IGCC,2029,2827799
Coal-IGCC,2030,2815067
Coal-IGCC,2031,2803085
Coal-IGCC,2032,2787878
Coal-IGCC,2033,2775321
Coal-IGCC,2034,2763860
Coal-IGCC,2035,2750291
Coal-IGCC,2036,2737078
Coal-IGCC,2037,2724929
Coal-IGCC,2038,2715918
Coal-IGCC,2039,2705458
Coal-IGCC,2040,2695340
Coal-IGCC,2041,2687998
Coal-IGCC,2042,2674597
Coal-IGCC,2043,2668647
Coal-IGCC,2044,2655825
Coal-IGCC,2045,2649279
Coal-IGCC,2046,2637501
Coal-IGCC,2047,2628182
Coal-IGCC,2048,2618820
Coal-IGCC,2049,2609224
Coal-IGCC,2050,2579591
coal-new,2010,2744748
coal-new,2011,2740978
coal-new,2012,2737208
coal-new,2013,2733438
coal-new,2014,2729668
coal-new,2015,2725898
coal-new,2016,2722128
coal-new,2017,2718357
coal-new,2018,2714587
coal-new,2019,2710817
coal-new,2020,2707047
coal-new,2021,2703277
coal-new,2022,2699507
coal-new,2023,2695737
coal-new,2024,2691966
coal-new,2025,2681311
coal-new,2026,2676104
coal-new,2027,2669268
coal-new,2028,2663731
coal-new,2029,2657491
coal-new,2030,2648560
coal-new,2031,2640317
coal-new,2032,2631189
coal-new,2033,2621661
coal-new,2034,2614958
coal-new,2035,2607502
coal-new,2036,2596418
coal-new,2037,2589127
coal-new,2038,2580856
coal-new,2039,2570574
coal-new,2040,2559799
coal-new,2041,2553505
coal-new,2042,2543699
coal-new,2043,2535641
coal-new,2044,2527463
coal-new,2045,2520703
coal-new,2046,2509347
coal-new,2047,2501306
coal-new,2048,2493161
coal-new,2049,2484964
coal-new,2050,2455375
CoalOldScr,2010,2744748
CoalOldScr,2011,2740978
CoalOldScr,2012,2737208
CoalOldScr,2013,2733438
CoalOldScr,2014,2729668
CoalOldScr,2015,2725898
CoalOldScr,2016,2722128
CoalOldScr,2017,2718357
CoalOldScr,2018,2714587
CoalOldScr,2019,2710817
CoalOldScr,2020,2707047
CoalOldScr,2021,2703277
CoalOldScr,2022,2699507
CoalOldScr,2023,2695737
CoalOldScr,2024,2691966
CoalOldScr,2025,2681311
CoalOldScr,2026,2676104
CoalOldScr,2027,2669268
CoalOldScr,2028,2663731
CoalOldScr,2029,2657491
CoalOldScr,2030,2648560
CoalOldScr,2031,2640317
CoalOldScr,2032,2631189
CoalOldScr,2033,2621661
CoalOldScr,2034,2614958
CoalOldScr,2035,2607502
CoalOldScr,2036,2596418
CoalOldScr,2037,2589127
CoalOldScr,2038,2580856
CoalOldScr,2039,2570574
CoalOldScr,2040,2559799
CoalOldScr,2041,2553505
CoalOldScr,2042,2543699
CoalOldScr,2043,2535641
CoalOldScr,2044,2527463
CoalOldScr,2045,2520703
CoalOldScr,2046,2509347
CoalOldScr,2047,2501306
CoalOldScr,2048,2493161
CoalOldScr,2049,2484964
CoalOldScr,2050,2455375
CoalOldUns,2010,2307448
CoalOldUns,2011,2303678
CoalOldUns,2012,2299908
CoalOldUns,2013,2296137
CoalOldUns,2014,2292367
CoalOldUns,2015,2288597
CoalOldUns,2016,2284827
CoalOldUns,2017,2281057
CoalOldUns,2018,2277287
CoalOldUns,2019,2273517
CoalOldUns,2020,2269747
CoalOldUns,2021,2265976
CoalOldUns,2022,2262206
CoalOldUns,2023,2258436
CoalOldUns,2024,2254666
CoalOldUns,2025,2244010
CoalOldUns,2026,2238803
CoalOldUns,2027,2231968
CoalOldUns,2028,2226430
CoalOldUns,2029,2220191
CoalOldUns,2030,2211259
CoalOldUns,2031,2203017
CoalOldUns,2032,2193888
CoalOldUns,2033,2184360
CoalOldUns,2034,2177658
CoalOldUns,2035,2170201
CoalOldUns,2036,2159117
CoalOldUns,2037,2151827
CoalOldUns,2038,2143555
CoalOldUns,2039,2133274
CoalOldUns,2040,2122498
CoalOldUns,2041,2116205
CoalOldUns,2042,2106398
CoalOldUns,2043,2098340
CoalOldUns,2044,2090162
CoalOldUns,2045,2083403
CoalOldUns,2046,2072047
CoalOldUns,2047,2064006
CoalOldUns,2048,2055861
CoalOldUns,2049,2047664
CoalOldUns,2050,2018075
CofireNew,2010,2980218
CofireNew,2011,2976448
CofireNew,2012,2972677
CofireNew,2013,2968907
CofireNew,2014,2965137
CofireNew,2015,2961367
CofireNew,2016,2957597
CofireNew,2017,2953827
CofireNew,2018,2950057
CofireNew,2019,2946287
CofireNew,2020,2942516
CofireNew,2021,2938746
CofireNew,2022,2934976
CofireNew,2023,2931206
CofireNew,2024,2927436
CofireNew,2025,2916780
CofireNew,2026,2911573
CofireNew,2027,2904738
CofireNew,2028,2899200
CofireNew,2029,2892961
CofireNew,2030,2884029
CofireNew,2031,2875786
CofireNew,2032,2866658
CofireNew,2033,2857130
CofireNew,2034,2850427
CofireNew,2035,2842971
CofireNew,2036,2831887
CofireNew,2037,2824596
CofireNew,2038,2816325
CofireNew,2039,2806043
CofireNew,2040,2795268
CofireNew,2041,2788975
CofireNew,2042,2779168
CofireNew,2043,2771110
CofireNew,2044,2762932
CofireNew,2045,2756173
CofireNew,2046,2744817
CofireNew,2047,2736776
CofireNew,2048,2728631
CofireNew,2049,2720434
CofireNew,2050,2690845
CofireOld,2010,2980218
CofireOld,2011,2976448
CofireOld,2012,2972677
CofireOld,2013,2968907
CofireOld,2014,2965137
CofireOld,2015,2961367
CofireOld,2016,2957597
CofireOld,2017,2953827
CofireOld,2018,2950057
CofireOld,2019,2946287
CofireOld,2020,2942516
CofireOld,2021,2938746
CofireOld,2022,2934976
CofireOld,2023,2931206
CofireOld,2024,2927436
CofireOld,2025,2916780
CofireOld,2026,2911573
CofireOld,2027,2904738
CofireOld,2028,2899200
CofireOld,2029,2892961
CofireOld,2030,2884029
CofireOld,2031,2875786
CofireOld,2032,2866658
CofireOld,2033,2857130
CofireOld,2034,2850427
CofireOld,2035,2842971
CofireOld,2036,2831887
CofireOld,2037,2824596
CofireOld,2038,2816325
CofireOld,2039,2806043
CofireOld,2040,2795268
CofireOld,2041,2788975
CofireOld,2042,2779168
CofireOld,2043,2771110
CofireOld,2044,2762932
CofireOld,2045,2756173
CofireOld,2046,2744817
CofireOld,2047,2736776
CofireOld,2048,2728631
CofireOld,2049,2720434
CofireOld,2050,2690845
csp-ns,2010,5823845
csp-ns,2011,5823845
csp-ns,2012,5823845
csp-ns,2013,5823845
csp-ns,2014,5823845
csp-ns,2015,5823845
csp-ns,2016,5823845
csp-ns,2017,5823845
csp-ns,2018,5582790
csp-ns,2019,5341736
csp-ns,2020,5100682
csp-ns,2021,4859627
csp-ns,2022,4696606
csp-ns,2023,4517756
csp-ns,2024,4351847
csp-ns,2025,4199648
csp-ns,2026,4059156
csp-ns,2027,3931297
csp-ns,2028,3815299
csp-ns,2029,3708544
csp-ns,2030,3613188
csp-ns,2031,3526922
csp-ns,2032,3449590
csp-ns,2033,3381193
csp-ns,2034,3319574
csp-ns,2035,3266581
csp-ns,2036,3219134
csp-ns,2037,3177696
csp-ns,2038,3142419
csp-ns,2039,3111609
csp-ns,2040,3085113
csp-ns,2041,3061698
csp-ns,2042,3041672
csp-ns,2043,3024726
csp-ns,2044,3009167
csp-ns,2045,2994379
csp-ns,2046,2981439
csp-ns,2047,2967421
csp-ns,2048,2953710
csp-ns,2049,2939230
csp-ns,2050,2922131
Gas-CC,2010,851546
Gas-CC,2011,843454
Gas-CC,2012,835361
Gas-CC,2013,827269
Gas-CC,2014,819176
Gas-CC,2015,811084
Gas-CC,2016,802992
Gas-CC,2017,794899
Gas-CC,2018,786807
Gas-CC,2019,778714
Gas-CC,2020,770622
Gas-CC,2021,762530
Gas-CC,2022,754437
Gas-CC,2023,746345
Gas-CC,2024,736086
Gas-CC,2025,728735
Gas-CC,2026,724387
Gas-CC,2027,719608
Gas-CC,2028,716413
Gas-CC,2029,714085
Gas-CC,2030,710830
Gas-CC,2031,707999
Gas-CC,2032,704949
Gas-CC,2033,701531
Gas-CC,2034,699073
Gas-CC,2035,697115
Gas-CC,2036,694397
Gas-CC,2037,692693
Gas-CC,2038,690728
Gas-CC,2039,688224
Gas-CC,2040,685587
Gas-CC,2041,684151
Gas-CC,2042,681773
Gas-CC,2043,679864
Gas-CC,2044,677924
Gas-CC,2045,676363
Gas-CC,2046,673570
Gas-CC,2047,671666
Gas-CC,2048,669734
Gas-CC,2049,667788
Gas-CC,2050,660091
Gas-CC-CCS_mod,2010,2243032
Gas-CC-CCS_mod,2011,2213709
Gas-CC-CCS_mod,2012,2184387
Gas-CC-CCS_mod,2013,2155065
Gas-CC-CCS_mod,2014,2125743
Gas-CC-CCS_mod,2015,2096421
Gas-CC-CCS_mod,2016,2067099
Gas-CC-CCS_mod,2017,2037777
Gas-CC-CCS_mod,2018,2008455
Gas-CC-CCS_mod,2019,1979133
Gas-CC-CCS_mod,2020,1949811
Gas-CC-CCS_mod,2021,1920489
Gas-CC-CCS_mod,2022,1891167
Gas-CC-CCS_mod,2023,1861845
Gas-CC-CCS_mod,2024,1818923
Gas-CC-CCS_mod,2025,1788538
Gas-CC-CCS_mod,2026,1767246
Gas-CC-CCS_mod,2027,1744901
Gas-CC-CCS_mod,2028,1727822
Gas-CC-CCS_mod,2029,1714060
Gas-CC-CCS_mod,2030,1697828
Gas-CC-CCS_mod,2031,1682895
Gas-CC-CCS_mod,2032,1667465
Gas-CC-CCS_mod,2033,1650848
Gas-CC-CCS_mod,2034,1636741
Gas-CC-CCS_mod,2035,1624673
Gas-CC-CCS_mod,2036,1611101
Gas-CC-CCS_mod,2037,1599887
Gas-CC-CCS_mod,2038,1588062
Gas-CC-CCS_mod,2039,1575004
Gas-CC-CCS_mod,2040,1561654
Gas-CC-CCS_mod,2041,1551038
Gas-CC-CCS_mod,2042,1538286
Gas-CC-CCS_mod,2043,1526593
Gas-CC-CCS_mod,2044,1514826
Gas-CC-CCS_mod,2045,1503904
Gas-CC-CCS_mod,2046,1490241
Gas-CC-CCS_mod,2047,1478554
Gas-CC-CCS_mod,2048,1466803
Gas-CC-CCS_mod,2049,1455019
Gas-CC-CCS_mod,2050,1430768
Gas-CC-CCS_max,2010,2243032
Gas-CC-CCS_max,2011,2213709
Gas-CC-CCS_max,2012,2184387
Gas-CC-CCS_max,2013,2155065
Gas-CC-CCS_max,2014,2125743
Gas-CC-CCS_max,2015,2096421
Gas-CC-CCS_max,2016,2067099
Gas-CC-CCS_max,2017,2037777
Gas-CC-CCS_max,2018,2008455
Gas-CC-CCS_max,2019,1979133
Gas-CC-CCS_max,2020,1949811
Gas-CC-CCS_max,2021,1920489
Gas-CC-CCS_max,2022,1891167
Gas-CC-CCS_max,2023,1861845
Gas-CC-CCS_max,2024,1818923
Gas-CC-CCS_max,2025,1788538
Gas-CC-CCS_max,2026,1767246
Gas-CC-CCS_max,2027,1744901
Gas-CC-CCS_max,2028,1727822
Gas-CC-CCS_max,2029,1714060
Gas-CC-CCS_max,2030,1697828
Gas-CC-CCS_max,2031,1682895
Gas-CC-CCS_max,2032,1667465
Gas-CC-CCS_max,2033,1650848
Gas-CC-CCS_max,2034,1636741
Gas-CC-CCS_max,2035,1624673
Gas-CC-CCS_max,2036,1611101
Gas-CC-CCS_max,2037,1599887
Gas-CC-CCS_max,2038,1588062
Gas-CC-CCS_max,2039,1575004
Gas-CC-CCS_max,2040,1561654
Gas-CC-CCS_max,2041,1551038
Gas-CC-CCS_max,2042,1538286
Gas-CC-CCS_max,2043,1526593
Gas-CC-CCS_max,2044,1514826
Gas-CC-CCS_max,2045,1503904
Gas-CC-CCS_max,2046,1490241
Gas-CC-CCS_max,2047,1478554
Gas-CC-CCS_max,2048,1466803
Gas-CC-CCS_max,2049,1455019
Gas-CC-CCS_max,2050,1430768
Gas-CT,2010,737691
Gas-CT,2011,734308
Gas-CT,2012,730926
Gas-CT,2013,727544
Gas-CT,2014,724162
Gas-CT,2015,720780
Gas-CT,2016,717397
Gas-CT,2017,714015
Gas-CT,2018,710633
Gas-CT,2019,707251
Gas-CT,2020,703868
Gas-CT,2021,700486
Gas-CT,2022,697104
Gas-CT,2023,689093
Gas-CT,2024,676707
Gas-CT,2025,668529
Gas-CT,2026,663595
Gas-CT,2027,658270
Gas-CT,2028,654795
Gas-CT,2029,652455
Gas-CT,2030,649202
Gas-CT,2031,646415
Gas-CT,2032,643434
Gas-CT,2033,640031
Gas-CT,2034,637571
Gas-CT,2035,635797
Gas-CT,2036,633398
Gas-CT,2037,631925
Gas-CT,2038,630212
Gas-CT,2039,628009
Gas-CT,2040,625684
Gas-CT,2041,624455
Gas-CT,2042,622367
Gas-CT,2043,620706
Gas-CT,2044,619016
Gas-CT,2045,617674
Gas-CT,2046,615206
Gas-CT,2047,613550
Gas-CT,2048,611868
Gas-CT,2049,610174
Gas-CT,2050,603224
lfill-gas,2010,1273761
lfill-gas,2011,1263951
lfill-gas,2012,1254142
lfill-gas,2013,1244333
lfill-gas,2014,1234523
lfill-gas,2015,1224714
lfill-gas,2016,1214905
lfill-gas,2017,1205095
lfill-gas,2018,1195286
lfill-gas,2019,1185477
lfill-gas,2020,1175667
lfill-gas,2021,1165858
lfill-gas,2022,1156049
lfill-gas,2023,1146239
lfill-gas,2024,1144636
lfill-gas,2025,1140105
lfill-gas,2026,1137891
lfill-gas,2027,1134985
lfill-gas,2028,1132630
lfill-gas,2029,1129977
lfill-gas,2030,1126179
lfill-gas,2031,1122675
lfill-gas,2032,1118793
lfill-gas,2033,1114742
lfill-gas,2034,1111892
lfill-gas,2035,1108721
lfill-gas,2036,1104009
lfill-gas,2037,1100909
lfill-gas,2038,1097391
lfill-gas,2039,1093020
lfill-gas,2040,1088438
lfill-gas,2041,1085762
lfill-gas,2042,1081592
lfill-gas,2043,1078166
lfill-gas,2044,1074688
lfill-gas,2045,1071814
lfill-gas,2046,1066986
lfill-gas,2047,1063567
lfill-gas,2048,1060103
lfill-gas,2049,1056618
lfill-gas,2050,1044037
Nuclear,2010,4802785
Nuclear,2011,4779228
Nuclear,2012,4755671
Nuclear,2013,4732115
Nuclear,2014,4708558
Nuclear,2015,4685001
Nuclear,2016,4661444
Nuclear,2017,4637887
Nuclear,2018,4614330
Nuclear,2019,4590773
Nuclear,2020,4567216
Nuclear,2021,4543659
Nuclear,2022,4520102
Nuclear,2023,4496545
Nuclear,2024,4472988
Nuclear,2025,4449431
Nuclear,2026,4425874
Nuclear,2027,4399594
Nuclear,2028,4375429
Nuclear,2029,4350081
Nuclear,2030,4320314
Nuclear,2031,4291671
Nuclear,2032,4261592
Nuclear,2033,4230873
Nuclear,2034,4204710
Nuclear,2035,4177316
Nuclear,2036,4144121
Nuclear,2037,4116987
Nuclear,2038,4088284
Nuclear,2039,4056406
Nuclear,2040,4023773
Nuclear,2041,3998186
Nuclear,2042,3967091
Nuclear,2043,3938728
Nuclear,2044,3910174
Nuclear,2045,3883802
Nuclear,2046,3850353
Nuclear,2047,3822006
Nuclear,2048,3793494
Nuclear,2049,3764898
Nuclear,2050,3704027
o-g-s,2010,913103
o-g-s,2011,909408
o-g-s,2012,905713
o-g-s,2013,902018
o-g-s,2014,898324
o-g-s,2015,894629
o-g-s,2016,890934
o-g-s,2017,887239
o-g-s,2018,883544
o-g-s,2019,879849
o-g-s,2020,876154
o-g-s,2021,872459
o-g-s,2022,868765
o-g-s,2023,861393
o-g-s,2024,860188
o-g-s,2025,856783
o-g-s,2026,855120
o-g-s,2027,852935
o-g-s,2028,851166
o-g-s,2029,849172
o-g-s,2030,846318
o-g-s,2031,843684
o-g-s,2032,840767
o-g-s,2033,837723
o-g-s,2034,835581
o-g-s,2035,833198
o-g-s,2036,829657
o-g-s,2037,827327
o-g-s,2038,824684
o-g-s,2039,821399
o-g-s,2040,817956
o-g-s,2041,815945
o-g-s,2042,812811
o-g-s,2043,810236
o-g-s,2044,807623
o-g-s,2045,805463
o-g-s,2046,801834
o-g-s,2047,799265
o-g-s,2048,796662
o-g-s,2049,794043
o-g-s,2050,784588
upv_1,2010,3542491
upv_1,2011,3290130
upv_1,2012,3037770
upv_1,2013,2108327
upv_1,2014,1586499
upv_1,2015,1584000
upv_1,2016,1379308
upv_1,2017,843946
upv_1,2018,847004
upv_1,2019,832097
upv_1,2020,816453
upv_1,2021,801048
upv_1,2022,784787
upv_1,2023,768527
upv_1,2024,752266
upv_1,2025,736006
upv_1,2026,719745
upv_1,2027,703484
upv_1,2028,687224
upv_1,2029,670963
upv_1,2030,654703
upv_1,2031,647444
upv_1,2032,640186
upv_1,2033,632928
upv_1,2034,625669
upv_1,2035,618411
upv_1,2036,611152
upv_1,2037,603894
upv_1,2038,596636
upv_1,2039,589377
upv_1,2040,582119
upv_1,2041,575826
upv_1,2042,569533
upv_1,2043,563239
upv_1,2044,556946
upv_1,2045,550653
upv_1,2046,544360
upv_1,2047,538067
upv_1,2048,531774
upv_1,2049,525480
upv_1,2050,519187
upv_2,2010,3542491
upv_2,2011,3290130
upv_2,2012,3037770
upv_2,2013,2108327
upv_2,2014,1586499
upv_2,2015,1584000
upv_2,2016,1379308
upv_2,2017,843946
upv_2,2018,847004
upv_2,2019,832097
upv_2,2020,816453
upv_2,2021,801048
upv_2,2022,784787
upv_2,2023,768527
upv_2,2024,752266
upv_2,2025,736006
upv_2,2026,719745
upv_2,2027,703484
upv_2,2028,687224
upv_2,2029,670963
upv_2,2030,654703
